"Reporter Name"	"LE_PO_rawData_r1"	"LE_PO_rawData_r2"
"tcruzi-58355"	203.8	126.86
"tcruzi-59587"	318.99	217.1
"tcruzi-61024"	108.91	114.03
"tcruzi-61084"	174.87	119.48
"tcruzi-62969"	199.61	153.01
"tcruzi-62994"	186.46	125.71
"tcruzi-65336"	86.35	104.5
"tcruzi-67123"	276.16	199.8
"tcruzi-67285"	404.03	379.8
"tcruzi-67300"	313.47	211.54
"tcruzi-67860"	134.31	188.05
"tcruzi-71087"	67.85	59.5
"tcruzi-71246"	57.86	57.76
"tcruzi-71506"	917.76	625.52
"tcruzi-71874"	257.95	217.07
"tcruzi-73419"	103.43	107.47
"tcruzi-73607"	158.08	131.52
"tcruzi-75685"	47.12	50.24
"tcruzi-75912"	202.1	194.05
"tcruzi-75913"	118.77	91.36
"tcruzi-76062"	89.46	55.31
"tcruzi-76561"	153.94	143.79
"tcruzi-77711"	184.89	115.27
"tcruzi-78369"	46.72	56.41
"tcruzi-81215"	119.52	106.64
"tcruzi-81751"	168.11	210.93
"tcruzi-81962"	182.93	126.89
"tcruzi-85073"	336.89	280.19
"tcruzi-86610"	51.57	63.41
"tcruzi-87751"	165.74	228.92
"tcruzi-88689"	361.81	424.22
"tcruzi-89340"	628.44	662.22
"tcruzi-89612"	3158.59	2146.08
"tcruzi-89675"	204.29	237.86
"tcruzi-90692"	63.04	68.4
"tcruzi-90808"	284.3	163.62
"tcruzi-91086"	306.8	278.58
"tcruzi-91796"	95.79	86.95
"tcruzi-92112"	289.3	269.25
"tcruzi-92795"	253.39	193.42
"tcruzi-95372"	114.99	124.66
"tcruzi-97124"	121.49	125.69
"tcruzi-97405"	113.07	134.96
"tcruzi-97437"	93.8	95.16
"tcruzi-99594"	47.52	48.6
"tcruzi-100230"	168.97	156.86
"tcruzi-100430"	182.33	163.71
"tcruzi-100869"	664.7	423.64
"tcruzi-101139"	306.31	317.06
"tcruzi-102076"	3213.37	2132.48
"tcruzi-102951"	687.99	361.88
"tcruzi-102996"	43.05	48.21
"tcruzi-104363"	2202.57	1424.37
"tcruzi-104933"	118.37	111.76
"tcruzi-105242"	101.64	106.98
"tcruzi-105243"	97.67	97.35
"tcruzi-108500"	64.89	65.49
"tcruzi-113085"	56.93	59.79
"tcruzi-113872"	187.9	156.71
"tcruzi-115598"	174.32	152.91
"tcruzi-117097"	62.68	51.2
"tcruzi-118238"	928.23	525.27
"tcruzi-118568"	1364.94	929.01
"tcruzi-120514"	627.37	404.18
"tcruzi-120983"	665.81	322.45
"tcruzi-121239"	304.22	163.68
"tcruzi-122201"	482.72	289.41
"tcruzi-123203"	1646.87	1339.19
"tcruzi-123204"	1553.41	989.39
"tcruzi-123205"	989.8	807.07
"tcruzi-123206"	1925.13	1212.2
"tcruzi-124046"	52.18	56.41
"tcruzi-124383"	1516.33	1155.39
"tcruzi-124386"	312.08	185.6
"tcruzi-124387"	795.9	435.72
"tcruzi-124388"	196.91	183.52
"tcruzi-125141"	258.8	204.28
"tcruzi-125142"	1249.6	693.01
"tcruzi-125143"	754	575.25
"tcruzi-127114"	107.95	102.11
"tcruzi-127678"	60.49	57.05
"tcruzi-128643"	82.74	78.89
"tcruzi-129431"	110.75	91.52
"tcruzi-130353"	247.24	209.47
"tcruzi-130759"	166.69	102.79
"tcruzi-130911"	356.79	285.51
"tcruzi-131949"	340.51	250.48
"tcruzi-132480"	281.02	295.63
"tcruzi-132523"	408.91	281.04
"tcruzi-132526"	365.79	223.55
"tcruzi-132532"	397.28	232.34
"tcruzi-135812"	133.11	132.36
"tcruzi-138438"	262.68	174.55
"tcruzi-140721"	296.36	294.18
"tcruzi-142587"	73.69	53.59
"tcruzi-143278"	160.39	111.07
"tcruzi-143626"	258.88	236.58
"tcruzi-145588"	366.87	257.13
"tcruzi-145619"	420.8	277.44
"tcruzi-146004"	243.09	147.68
"tcruzi-146192"	70.41	71.76
"tcruzi-148789"	195.69	140.53
"tcruzi-149676"	147.57	87
"tcruzi-150718"	181.58	130.01
"tcruzi-152394"	171.46	168.24
"tcruzi-152402"	71.99	65.98
"tcruzi-152674"	58.96	71.48
"tcruzi-153893"	264.98	398.31
"tcruzi-155723"	55.31	49.34
"tcruzi-156409"	109.52	74.87
"tcruzi-157550"	156.46	120.37
"tcruzi-161122"	127.62	96.03
"tcruzi-161340"	67.12	57.2
"tcruzi-162238"	171.96	136.21
"tcruzi-162246"	109.9	100.6
"tcruzi-162372"	128.08	82.87
"tcruzi-162871"	49.86	55.4
"tcruzi-163309"	77.88	63.22
"tcruzi-163544"	527.78	394.77
"tcruzi-163630"	331.12	303.35
"tcruzi-164274"	882.62	612.66
"tcruzi-165959"	233.29	203.3
"tcruzi-166088"	246.24	191.39
"tcruzi-166132"	130.6	102.72
"tcruzi-166138"	388.92	294.87
"tcruzi-167417"	120.04	104.9
"tcruzi-167751"	100.33	68.24
"tcruzi-168323"	219.18	169.97
"tcruzi-168547"	322.14	324.82
"tcruzi-169895"	141.72	114.13
"tcruzi-170668"	126.17	233.15
"tcruzi-171532"	204.33	171.92
"tcruzi-174456"	168.41	106.21
"tcruzi-176301"	1027.27	764.46
"tcruzi-176799"	104	95.54
"tcruzi-178775"	178.87	94.21
"tcruzi-178819"	165.02	142.09
"tcruzi-178882"	160.52	131
"tcruzi-179347"	309.19	316.06
"tcruzi-180674"	76.2	96.31
"tcruzi-180845"	54.08	51.84
"tcruzi-181071"	372.62	397.45
"tcruzi-181504"	86.02	64.01
"tcruzi-182498"	137.66	120.77
"tcruzi-183898"	77.47	147.65
"tcruzi-184205"	198.75	155.7
"tcruzi-184239"	191.47	201.92
"tcruzi-185739"	132.99	124.1
"tcruzi-186057"	1196.62	1288.21
"tcruzi-186215"	542.89	530.99
"tcruzi-187006"	130.77	109.63
"tcruzi-187838"	60.24	52.13
"tcruzi-188755"	47	36.25
"tcruzi-189218"	1151.72	441.69
"tcruzi-189303"	83.43	73.33
"tcruzi-190487"	87.34	72.7
"tcruzi-190817"	213.27	178.54
"tcruzi-190870"	187.29	126.2
"tcruzi-191073"	83.68	70.38
"tcruzi-191512"	122.86	95.86
"tcruzi-192016"	127.58	159.21
"tcruzi-192225"	69.34	59.82
"tcruzi-192572"	63.6	61.53
"tcruzi-194096"	86.59	81.25
"tcruzi-195952"	378.44	267.8
"tcruzi-196173"	355.38	297.08
"tcruzi-196594"	62.42	56.83
"tcruzi-199262"	238.85	195.61
"tcruzi-200121"	57.77	59.69
"tcruzi-201174"	53.78	71.8
"tcruzi-201645"	63.52	58.37
"tcruzi-202167"	138.04	107.93
"tcruzi-202265"	175.53	139.9
"tcruzi-203422"	873.68	608.07
"tcruzi-203805"	2542.05	2258.84
"tcruzi-204202"	155.62	120.8
"tcruzi-205100"	225.31	259.45
"tcruzi-205101"	182.42	138.85
"tcruzi-205102"	142.58	139
"tcruzi-205814"	260.37	283.85
"tcruzi-206258"	164.33	139.13
"tcruzi-206259"	104.11	119.69
"tcruzi-206548"	93.96	75.99
"tcruzi-207494"	179.18	187.39
"tcruzi-208103"	85.52	80.19
"tcruzi-210420"	78.08	58.25
"tcruzi-210755"	70.13	84.03
"tcruzi-217891"	93.78	153.59
"tcruzi-220259"	160.81	175.1
"tcruzi-222222"	183.22	157.34
"tcruzi-223855"	792.74	637.66
"tcruzi-223954"	206.2	130.98
"tcruzi-223973"	302.43	375.66
"tcruzi-225974"	49.37	69.59
"tcruzi-229055"	645.38	719.43
"tcruzi-229203"	44.71	45.27
"tcruzi-229248"	91.87	82.86
"tcruzi-229623"	168.43	175.6
"tcruzi-230518"	80.3	71.89
"tcruzi-231078"	139.12	177.29
"tcruzi-233077"	40.76	44.92
"tcruzi-233136"	51.93	57.1
"tcruzi-233240"	103.55	77.7
"tcruzi-234028"	51.77	52.93
"tcruzi-234997"	63.15	66.75
"tcruzi-235108"	76.4	74.4
"tcruzi-237241"	167.92	164.31
"tcruzi-237978"	99.86	99.94
"tcruzi-237979"	231.5	145.35
"tcruzi-238736"	59.52	57.29
"tcruzi-242988"	223.85	172.69
"tcruzi-243494"	242.35	140.1
"tcruzi-244018"	5298.23	3720.1
"tcruzi-244401"	121.05	118.41
"tcruzi-245971"	87.23	79.78
"tcruzi-246252"	55.53	54.6
"tcruzi-246949"	174.69	187.05
"tcruzi-247051"	485.12	472.62
"tcruzi-248074"	73.24	67.83
"tcruzi-249151"	127.57	182.1
"tcruzi-249335"	109.64	115.01
"tcruzi-249811"	69.21	59.04
"tcruzi-250856"	134.75	90.59
"tcruzi-251241"	146.07	127.92
"tcruzi-253006"	657.64	431.73
"tcruzi-255964"	53.15	40.98
"tcruzi-256007"	113.45	64.5
"tcruzi-256008"	131.26	144.08
"tcruzi-256869"	162.81	174.85
"tcruzi-258313"	134.75	103.69
"tcruzi-258318"	274.28	281.02
"tcruzi-258364"	64.44	54.24
"tcruzi-260308"	128.73	122.43
"tcruzi-261430"	298	286.43
"tcruzi-261828"	80.84	68.74
"tcruzi-263400"	135.03	120.86
"tcruzi-264052"	114.63	103.41
"tcruzi-264415"	88.88	63.34
"tcruzi-266346"	87.77	115.07
"tcruzi-267196"	201.79	122.63
"tcruzi-267611"	366.72	257.25
"tcruzi-267775"	159.38	129.3
"tcruzi-268376"	83.76	97.59
"tcruzi-268794"	134.74	158.49
"tcruzi-270200"	79.42	74.45
"tcruzi-270223"	420.65	285.39
"tcruzi-272138"	116.24	99.03
"tcruzi-277514"	130.91	94.62
"tcruzi-278362"	243.96	195.56
"tcruzi-279424"	86.59	124.23
"tcruzi-280704"	194.1	155.84
"tcruzi-281850"	134.37	118.71
"tcruzi-282436"	280.13	229.88
"tcruzi-282791"	62.11	52.64
"tcruzi-282971"	83.55	100.5
"tcruzi-283333"	91.14	74.36
"tcruzi-283492"	311.3	299.06
"tcruzi-286265"	158.43	124.13
"tcruzi-286748"	216.35	199.8
"tcruzi-286950"	224.21	113.42
"tcruzi-287527"	113.08	111.73
"tcruzi-290694"	90.65	68.28
"tcruzi-291224"	445.06	195.88
"tcruzi-291485"	515.55	442.22
"tcruzi-292975"	164.26	160.14
"tcruzi-293135"	107.05	91.41
"tcruzi-293366"	365.9	161.8
"tcruzi-295883"	88.88	86.46
"tcruzi-300253"	53.53	53.41
"tcruzi-301742"	98.81	80.1
"tcruzi-306505"	97.95	79.25
"tcruzi-306822"	107.91	101.34
"tcruzi-307143"	63.2	62.99
"tcruzi-308135"	443.55	400.7
"tcruzi-309611"	117.65	73.28
"tcruzi-310796"	3574.12	3345.35
"tcruzi-311603"	96.03	74.87
"tcruzi-312532"	83.38	74.45
"tcruzi-313446"	80.9	63.11
"tcruzi-313673"	208.79	170.7
"tcruzi-313725"	74.35	66.72
"tcruzi-314250"	3463.48	3333.89
"tcruzi-314552"	140.33	73.53
"tcruzi-315654"	226.85	207.27
"tcruzi-316056"	3905.59	2605.74
"tcruzi-317099"	3314.62	2253.09
"tcruzi-317102"	3962.37	3217.8
"tcruzi-317103"	4746.54	3516.2
"tcruzi-317138"	4458.46	3591.69
"tcruzi-317139"	251.1	224.18
"tcruzi-317140"	3037.74	2453.48
"tcruzi-317142"	4686.57	2659.41
"tcruzi-317143"	4227.59	3534.44
"tcruzi-317144"	3528	2809.6
"tcruzi-317147"	3673.17	2455.95
"tcruzi-317148"	231.25	219.14
"tcruzi-317149"	3431.1	2422.41
"tcruzi-317150"	2758.5	2210.33
"tcruzi-317278"	3375.34	2792.58
"tcruzi-317279"	3998.8	2642.45
"tcruzi-317280"	4605.11	3784.67
"tcruzi-317281"	4108	2791.23
"tcruzi-317282"	1663.33	1046.93
"tcruzi-317283"	615.72	484.89
"tcruzi-317560"	238.57	248.81
"tcruzi-318517"	669.36	446.06
"tcruzi-319786"	84.64	70.75
"tcruzi-320477"	248.4	229.1
"tcruzi-320998"	1238.51	1132.2
"tcruzi-322542"	57.8	62.14
"tcruzi-324278"	335.72	205.19
"tcruzi-324860"	445.6	399.81
"tcruzi-325766"	80.32	61.51
"tcruzi-327604"	125.37	65.79
"tcruzi-328667"	299.3	208.8
"tcruzi-329893"	103.85	83.66
"tcruzi-331489"	118.14	116.11
"tcruzi-331891"	206.86	153.15
"tcruzi-332433"	128.54	105.49
"tcruzi-332766"	124.86	94.4
"tcruzi-333623"	255.1	209.52
"tcruzi-336373"	63.97	56.97
"tcruzi-337005"	942.78	733.88
"tcruzi-338805"	331.53	213.59
"tcruzi-340219"	381.44	398.24
"tcruzi-340885"	61.32	63.61
"tcruzi-342660"	122.86	132.97
"tcruzi-342847"	98.29	127.61
"tcruzi-342906"	198.05	181.23
"tcruzi-343249"	87.95	65.8
"tcruzi-344077"	146.39	114.44
"tcruzi-345179"	497.46	401.95
"tcruzi-345180"	257.12	226.42
"tcruzi-345181"	4256.46	2379.28
"tcruzi-345240"	169.07	163.24
"tcruzi-345297"	52.77	46.42
"tcruzi-345564"	87.11	93.91
"tcruzi-347883"	339.52	259.87
"tcruzi-348025"	86.93	75.88
"tcruzi-348287"	213.68	115.65
"tcruzi-349455"	978.29	838.19
"tcruzi-349467"	80.56	74.46
"tcruzi-349513"	63.72	60
"tcruzi-349669"	210.42	161.6
"tcruzi-351703"	698.05	566.06
"tcruzi-354442"	96.7	85.86
"tcruzi-354582"	46.89	37.93
"tcruzi-354604"	224.27	191.65
"tcruzi-356867"	95.86	109.92
"tcruzi-357781"	123.16	95.05
"tcruzi-358622"	97.48	78.42
"tcruzi-359000"	99.8	101.81
"tcruzi-361017"	111.02	87.19
"tcruzi-361879"	126.99	95.15
"tcruzi-362051"	97.69	85.39
"tcruzi-363383"	46.16	40.09
"tcruzi-363530"	63.89	55.44
"tcruzi-363823"	258.41	193.84
"tcruzi-364501"	292.39	163.98
"tcruzi-365634"	129.14	109.49
"tcruzi-365933"	1395.13	1130.51
"tcruzi-367081"	195.29	190.91
"tcruzi-367638"	169.93	102.43
"tcruzi-369504"	317.59	260.99
"tcruzi-369828"	282.28	292.66
"tcruzi-369970"	178.87	108.56
"tcruzi-371459"	58.56	55.7
"tcruzi-371493"	170.64	122.45
"tcruzi-372224"	104.39	102.31
"tcruzi-373636"	85.71	98.05
"tcruzi-375533"	143.56	138.31
"tcruzi-376192"	318.97	282.35
"tcruzi-379236"	58.87	65.8
"tcruzi-379764"	278.21	318.12
"tcruzi-380088"	80.04	75.98
"tcruzi-380091"	993.12	925.21
"tcruzi-380580"	215.94	166.63
"tcruzi-380760"	59.38	58.89
"tcruzi-381201"	59.92	78.42
"tcruzi-381260"	340.51	235.57
"tcruzi-381701"	51.61	53.45
"tcruzi-382653"	63.91	57.61
"tcruzi-382823"	189.44	160.56
"tcruzi-383087"	93.86	68.84
"tcruzi-383189"	107.85	92.86
"tcruzi-384286"	650.11	546.55
"tcruzi-385381"	1019.46	597.05
"tcruzi-385873"	199.97	182.98
"tcruzi-387261"	167.25	143.06
"tcruzi-388922"	347.94	261.75
"tcruzi-389018"	1044.33	588.85
"tcruzi-391010"	243.27	209.09
"tcruzi-391288"	68.1	51.99
"tcruzi-391522"	69.37	49.4
"tcruzi-392291"	60.22	53.4
"tcruzi-392976"	84.67	67.72
"tcruzi-395301"	762.29	646.86
"tcruzi-397038"	250.78	131.26
"tcruzi-398112"	270.17	158.17
"tcruzi-400658"	173.08	116.1
"tcruzi-400816"	65.48	57.58
"tcruzi-403085"	136.02	105.08
"tcruzi-404784"	61.03	71.6
"tcruzi-406904"	170.72	144.64
"tcruzi-407754"	106.45	102.75
"tcruzi-408612"	105.51	84.89
"tcruzi-408933"	95.51	78.3
"tcruzi-412569"	51.14	51.7
"tcruzi-412945"	367.89	216.92
"tcruzi-415751"	91.88	71.51
"tcruzi-415885"	89.38	65.73
"tcruzi-418371"	342.14	109.2
"tcruzi-419128"	124.57	87.77
"tcruzi-423599"	164.46	116.06
"tcruzi-423636"	153.89	117.55
"tcruzi-424132"	1947.5	1679.05
"tcruzi-425456"	47.38	65.89
"tcruzi-425507"	122.04	100.8
"tcruzi-426565"	38.82	43.3
"tcruzi-426582"	662.28	692.54
"tcruzi-428450"	142.51	147.32
"tcruzi-431111"	188.48	142.14
"tcruzi-433165"	104.28	84.51
"tcruzi-434798"	82.82	75.98
"tcruzi-436760"	154.7	119.43
"tcruzi-438343"	95.45	73.01
"tcruzi-438589"	82.64	79.16
"tcruzi-438853"	105.79	101.27
"tcruzi-439416"	148.3	117.05
"tcruzi-440301"	148.57	137.93
"tcruzi-441154"	234.07	159.25
"tcruzi-442077"	153.38	116.63
"tcruzi-442775"	470.16	367.92
"tcruzi-443846"	311.5	265.67
"tcruzi-445326"	74.35	57.61
"tcruzi-447214"	209.22	143.88
"tcruzi-447346"	81.78	69.17
"tcruzi-448312"	87.95	49.19
"tcruzi-450272"	135.96	124.21
"tcruzi-453379"	74.09	84.09
"tcruzi-454281"	224.08	215.23
"tcruzi-456082"	267.73	251.18
"tcruzi-459822"	9772.98	8144.72
"tcruzi-462047"	158.09	115.48
"tcruzi-462951"	270.06	209.43
"tcruzi-464026"	146.47	132.86
"tcruzi-464774"	251.44	233.69
"tcruzi-465191"	109	93.84
"tcruzi-465647"	163.05	150.43
"tcruzi-467386"	515.24	419.81
"tcruzi-468191"	485.49	433.32
"tcruzi-468305"	258.79	168.47
"tcruzi-468986"	318.69	265.58
"tcruzi-469164"	142.74	117.81
"tcruzi-469561"	190.15	136.54
"tcruzi-469996"	100.57	117.33
"tcruzi-470751"	95.5	85.72
"tcruzi-470944"	240.88	142.16
"tcruzi-471512"	86.78	91.61
"tcruzi-473384"	59.97	60.79
"tcruzi-473479"	176.84	125.46
"tcruzi-475171"	246.71	153.97
"tcruzi-480414"	136.64	131.33
"tcruzi-480672"	236.02	265.16
"tcruzi-481792"	60.86	62.71
"tcruzi-485109"	51.47	55.95
"tcruzi-490325"	121.55	93.13
"tcruzi-490618"	44.97	55.07
"tcruzi-491185"	106.27	93.59
"tcruzi-491214"	64.73	64.81
"tcruzi-491452"	1433.26	1231.48
"tcruzi-491639"	785.85	761.25
"tcruzi-491641"	736.78	608.88
"tcruzi-491642"	941.95	643.53
"tcruzi-491647"	572.87	332.32
"tcruzi-491672"	606.77	605.17
"tcruzi-491710"	588.72	378.65
"tcruzi-491711"	519.79	472.12
"tcruzi-491724"	359.29	314.77
"tcruzi-492507"	174.3	179.69
"tcruzi-493359"	65.69	63.51
"tcruzi-493503"	130.03	95.98
"tcruzi-496904"	94.82	80.51
"tcruzi-498810"	59.01	58.53
"tcruzi-504094"	353.47	189.65
"tcruzi-505362"	254.45	185.03
"tcruzi-507007"	186.44	156.59
"tcruzi-507069"	308.58	257.08
"tcruzi-508286"	692.68	667.22
"tcruzi-508548"	406.59	172.03
"tcruzi-508913"	446.55	281.39
"tcruzi-510466"	83.31	63.32
"tcruzi-510708"	83.36	82.7
"tcruzi-515028"	97.45	117.23
"tcruzi-515064"	120.04	86.88
"tcruzi-516497"	102.87	61.37
"tcruzi-517856"	150.54	115.12
"tcruzi-519979"	226.61	213.36
"tcruzi-520979"	452.67	282.85
"tcruzi-520981"	281.79	178.95
"tcruzi-520982"	253.92	232.59
"tcruzi-522243"	91.04	74.22
"tcruzi-523225"	168.18	132.95
"tcruzi-525159"	702.89	445.04
"tcruzi-528887"	1856.89	1460.5
"tcruzi-530566"	247.55	231.01
"tcruzi-530783"	437.54	371.63
"tcruzi-530784"	232.22	209.37
"tcruzi-530932"	1255.65	1113.51
"tcruzi-531613"	46.68	77.04
"tcruzi-532688"	125.08	113.97
"tcruzi-532880"	304.45	256.75
"tcruzi-537813"	68.14	85.35
"tcruzi-539417"	148.22	108.49
"tcruzi-540384"	73.93	89.69
"tcruzi-542650"	208.37	167.06
"tcruzi-542992"	71.67	68.72
"tcruzi-543690"	1200.41	729.72
"tcruzi-544038"	370.65	296.35
"tcruzi-544268"	176.77	125.68
"tcruzi-544602"	126.39	93.54
"tcruzi-544987"	362.79	213.51
"tcruzi-545560"	128.48	127.89
"tcruzi-547106"	61.46	49.52
"tcruzi-547440"	95.66	71.83
"tcruzi-551394"	82.72	65.16
"tcruzi-551918"	56.93	61.36
"tcruzi-553195"	87.59	71.88
"tcruzi-553524"	94.69	119.39
"tcruzi-554259"	316.67	218.64
"tcruzi-554406"	153.84	129.58
"tcruzi-554736"	77.28	84.91
"tcruzi-555434"	57.8	47.99
"tcruzi-555845"	52.42	52.72
"tcruzi-558143"	287.62	232.38
"tcruzi-561038"	406.42	405.26
"tcruzi-561297"	138.32	95.29
"tcruzi-561864"	105.54	100.48
"tcruzi-562187"	125.02	94.92
"tcruzi-565792"	250.14	208.35
"tcruzi-567601"	217.22	84.93
"tcruzi-567738"	152.63	119.03
"tcruzi-568393"	88.73	70.53
"tcruzi-570165"	1097.17	981.27
"tcruzi-572435"	70.25	80.21
"tcruzi-574963"	116.75	65.2
"tcruzi-575796"	61.55	54.48
"tcruzi-575800"	744.4	790.41
"tcruzi-576045"	82.82	69.91
"tcruzi-576835"	588.47	510.52
"tcruzi-577434"	193.6	111
"tcruzi-577456"	1049.48	635.86
"tcruzi-578766"	334.84	243.5
"tcruzi-579053"	96.83	75.63
"tcruzi-579132"	828.06	810.73
"tcruzi-579265"	130.9	120.29
"tcruzi-579521"	2057.91	1744.66
"tcruzi-579522"	1809.54	935.03
"tcruzi-579557"	978.2	483.64
"tcruzi-579562"	1006.31	956.55
"tcruzi-579563"	981.89	765.53
"tcruzi-579737"	65.6	65.99
"tcruzi-579777"	194.12	128
"tcruzi-579975"	303.15	219.51
"tcruzi-579976"	368.39	339.78
"tcruzi-580623"	233.71	145.21
"tcruzi-583217"	94.07	101.57
"tcruzi-584814"	83.28	85.21
"tcruzi-584833"	92.46	107.91
"tcruzi-585970"	46.27	48.17
"tcruzi-587694"	78.66	71.4
"tcruzi-587811"	80.61	75.1
"tcruzi-588332"	171.01	86.69
"tcruzi-588625"	112.69	165.99
"tcruzi-589049"	167.07	129.48
"tcruzi-589178"	195.88	191.62
"tcruzi-590219"	60.38	59.01
"tcruzi-590383"	66.15	55.22
"tcruzi-593291"	2529.17	2048.24
"tcruzi-593486"	159.34	139.43
"tcruzi-595207"	50.86	46.15
"tcruzi-596600"	222.37	164.26
"tcruzi-596826"	164.48	116.09
"tcruzi-596993"	69.14	87.92
"tcruzi-597083"	112.35	86.39
"tcruzi-597320"	193.18	218.18
"tcruzi-598166"	295.67	269.23
"tcruzi-599126"	443.93	387.05
"tcruzi-599647"	175.77	119.82
"tcruzi-600813"	422.59	268.3
"tcruzi-601037"	102.47	94.79
"tcruzi-602794"	242.12	129.19
"tcruzi-604297"	82.51	105.86
"tcruzi-604374"	103.45	94.85
"tcruzi-604401"	144.53	111.09
"tcruzi-604634"	45.77	48.59
"tcruzi-605266"	396.23	232.84
"tcruzi-606587"	71.43	64.56
"tcruzi-607193"	126.29	123.4
"tcruzi-609627"	66	55.75
"tcruzi-610155"	337.57	298.48
"tcruzi-610691"	396.54	212.98
"tcruzi-611154"	239.86	226.49
"tcruzi-613249"	2038.22	2078.69
"tcruzi-613975"	678.05	551.35
"tcruzi-614243"	59.51	62.85
"tcruzi-614705"	596.43	521.79
"tcruzi-615365"	74.35	72
"tcruzi-615368"	49.65	53.99
"tcruzi-615424"	800.33	294.21
"tcruzi-615938"	127.78	104.48
"tcruzi-616339"	414.15	297.61
"tcruzi-616798"	81.13	70.39
"tcruzi-618195"	309.06	237.89
"tcruzi-621155"	101.84	79.38
"tcruzi-623483"	187.77	159.41
"tcruzi-623854"	208.73	118.31
"tcruzi-624110"	513.63	324.04
"tcruzi-624274"	153.24	106.23
"tcruzi-624719"	66.1	60.07
"tcruzi-626154"	260.13	239.08
"tcruzi-628140"	132.27	88.47
"tcruzi-630483"	345.47	273.81
"tcruzi-631107"	202.2	201.3
"tcruzi-632799"	161.47	161.36
"tcruzi-635402"	70.15	68.28
"tcruzi-636987"	76.61	73.49
"tcruzi-637136"	117.27	107.14
"tcruzi-637474"	56.01	48.33
"tcruzi-637798"	372.11	303.08
"tcruzi-638294"	92.44	73.88
"tcruzi-638996"	213.16	197.9
"tcruzi-640745"	163.51	152.18
"tcruzi-643068"	163.66	153.87
"tcruzi-643211"	281.77	210.42
"tcruzi-643313"	244.95	216.54
"tcruzi-643363"	116.96	117.42
"tcruzi-647851"	126.73	151.49
"tcruzi-648429"	346.28	229.99
"tcruzi-648644"	421.4	350.38
"tcruzi-648656"	63.85	49.53
"tcruzi-648762"	765.61	330.74
"tcruzi-648781"	282.61	175.37
"tcruzi-648782"	228.83	198.26
"tcruzi-648784"	238.08	187.39
"tcruzi-648785"	406.79	275.25
"tcruzi-648786"	369.39	269.13
"tcruzi-648983"	156.47	153.83
"tcruzi-649030"	442.68	390.99
"tcruzi-649548"	146.16	105.98
"tcruzi-649889"	119.75	105.2
"tcruzi-650024"	57.21	53.81
"tcruzi-651063"	202.88	123.63
"tcruzi-652508"	132.91	106.55
"tcruzi-654161"	88.67	88.31
"tcruzi-656666"	64.59	80.09
"tcruzi-656805"	52.21	52.85
"tcruzi-659597"	108.71	102.24
"tcruzi-660569"	317.18	258.03
"tcruzi-662288"	248.92	194.71
"tcruzi-662375"	108.06	88.46
"tcruzi-662395"	149.19	121.53
"tcruzi-662808"	75.64	89.69
"tcruzi-665278"	656.71	387.39
"tcruzi-667001"	407.76	300.14
"tcruzi-667047"	72	75.3
"tcruzi-667137"	860.5	376.45
"tcruzi-668318"	117.84	106.19
"tcruzi-669057"	140.13	191.72
"tcruzi-669853"	108.12	110.29
"tcruzi-669939"	252.57	247.07
"tcruzi-670005"	52.33	59.97
"tcruzi-670242"	192.37	126.52
"tcruzi-671852"	227.55	277.95
"tcruzi-672835"	1177.98	977.52
"tcruzi-673146"	97.61	73.47
"tcruzi-673386"	443	442.18
"tcruzi-674898"	1272.27	215.21
"tcruzi-678469"	173.19	104.74
"tcruzi-680409"	395.67	467.46
"tcruzi-680947"	58.86	73.98
"tcruzi-681098"	119.45	88.16
"tcruzi-681203"	75.21	61.55
"tcruzi-681382"	251.24	223.56
"tcruzi-682546"	2714.37	2318.96
"tcruzi-682834"	131.18	186.49
"tcruzi-683142"	109.27	88.32
"tcruzi-684687"	276.74	140.6
"tcruzi-685392"	88.29	86.18
"tcruzi-685450"	189.01	178.18
"tcruzi-686026"	188.4	179.85
"tcruzi-686575"	363.14	303.21
"tcruzi-686813"	240.06	170.82
"tcruzi-688188"	899.68	618.52
"tcruzi-688191"	853.57	684.93
"tcruzi-688226"	1250.22	911.13
"tcruzi-688230"	698.09	492.72
"tcruzi-688233"	857.87	714.66
"tcruzi-688234"	573.03	478.64
"tcruzi-688235"	601.18	485.68
"tcruzi-688236"	340.11	264.19
"tcruzi-688240"	483.52	399.35
"tcruzi-688241"	349.05	296.37
"tcruzi-688242"	357.86	285.35
"tcruzi-688243"	523.42	343.01
"tcruzi-688396"	70.54	65.44
"tcruzi-690043"	325.76	325.88
"tcruzi-691587"	72.29	71.2
"tcruzi-692396"	98.59	81.42
"tcruzi-693169"	898.48	823.22
"tcruzi-693187"	202.98	146.19
"tcruzi-693438"	119.47	119.73
"tcruzi-694838"	125.79	132.32
"tcruzi-695738"	664.89	672.19
"tcruzi-696381"	65.14	66.49
"tcruzi-696589"	246.16	252.93
"tcruzi-696706"	195.9	271.99
"tcruzi-699417"	136.33	90.96
"tcruzi-699464"	279.75	207.78
"tcruzi-701048"	1345.85	1082.12
"tcruzi-701980"	296.55	288.46
"tcruzi-702841"	59.92	69.37
"tcruzi-703146"	81.95	59.61
"tcruzi-705260"	66.48	60.4
"tcruzi-708476"	136.94	135.23
"tcruzi-708559"	326.03	271.8
"tcruzi-709903"	171.86	118.99
"tcruzi-710448"	601.83	391.55
"tcruzi-710561"	192.17	165.7
"tcruzi-711287"	182.41	127.74
"tcruzi-711455"	787.55	777.26
