"Reporter Name"	"LE_PO_rawData_r1"	"LE_PO_rawData_r2"
"tcruzi-1358773"	70.72	64.1
"tcruzi-1360905"	77.71	64.23
"tcruzi-1361764"	103.1	100.66
"tcruzi-1362843"	147.32	100.88
"tcruzi-1364002"	121.84	120.01
"tcruzi-1364284"	228.84	232.96
"tcruzi-1364901"	154.46	135.54
"tcruzi-1365246"	1249.68	1573.95
"tcruzi-1365986"	139.29	169.11
"tcruzi-1366529"	134.5	119.34
"tcruzi-1367500"	183.22	129.86
"tcruzi-1368041"	229.68	184.46
"tcruzi-1370289"	92.12	67.12
"tcruzi-1371050"	159.67	135.66
"tcruzi-1373329"	68.6	60.47
"tcruzi-1374160"	1895.77	1591.51
"tcruzi-1376288"	197.88	201.11
"tcruzi-1377822"	206.88	199.64
"tcruzi-1383389"	75.89	90.26
"tcruzi-1386086"	109.5	151.37
"tcruzi-1386719"	115.84	116.35
"tcruzi-1387472"	348.98	247.33
"tcruzi-1389417"	85.33	86.89
"tcruzi-1389673"	263.93	202.02
"tcruzi-1390510"	162.62	207.82
"tcruzi-1393604"	413.67	361.22
"tcruzi-1394556"	237.75	166.8
"tcruzi-1394674"	141.86	112.71
"tcruzi-1395641"	123.2	152.66
"tcruzi-1395762"	463.25	470.76
"tcruzi-1396021"	176.63	134.71
"tcruzi-1396171"	158.85	185.17
"tcruzi-1396233"	1090.12	161.55
"tcruzi-1396750"	47.5	51.31
"tcruzi-1398460"	106.8	103.62
"tcruzi-1399442"	86.85	75.65
"tcruzi-1400729"	379.64	325.79
"tcruzi-1400992"	95.31	85.24
"tcruzi-1401389"	113.14	105.45
"tcruzi-1402662"	68.17	83.97
"tcruzi-1403720"	156.38	132.24
"tcruzi-1405130"	124.74	120.87
"tcruzi-1405252"	127.68	69.02
"tcruzi-1405779"	4153.31	3967.01
"tcruzi-1407669"	60.12	51.41
"tcruzi-1407880"	71.21	64.86
"tcruzi-1408592"	238.14	193.13
"tcruzi-1408867"	144.31	145.24
"tcruzi-1410550"	60.17	66.36
"tcruzi-1411187"	183.23	151.46
"tcruzi-1411767"	140.48	123.9
"tcruzi-1412478"	73.39	75.52
"tcruzi-1413309"	426.92	408.62
"tcruzi-1416932"	331.49	338.18
"tcruzi-1417053"	1851	1739.16
"tcruzi-1417373"	155.63	118
"tcruzi-1418150"	251.91	232.43
"tcruzi-1418570"	86.76	68.08
"tcruzi-1418630"	106.69	99.1
"tcruzi-1419073"	110.38	110.26
"tcruzi-1420027"	158.44	109.62
"tcruzi-1420365"	81.09	90.48
"tcruzi-1420474"	853.01	461.32
"tcruzi-1424785"	143.21	142.58
"tcruzi-1425690"	395.73	309.96
"tcruzi-1426609"	149.48	115.3
"tcruzi-1426769"	80.03	83.1
"tcruzi-1426779"	95.83	118.86
"tcruzi-1427951"	91.43	69.04
"tcruzi-1428469"	135.06	111.74
"tcruzi-1428927"	130.62	131.77
"tcruzi-1429460"	434.5	440.83
"tcruzi-1429642"	159.27	145.66
"tcruzi-1430085"	196.88	155.33
"tcruzi-1430128"	83.12	65.3
"tcruzi-1430632"	915.38	648.33
"tcruzi-1431541"	197.23	173.13
"tcruzi-1431582"	87.43	93.17
"tcruzi-1431796"	150.33	109.57
"tcruzi-1432852"	49.09	43.28
"tcruzi-1433332"	38.77	42.93
"tcruzi-1433478"	189.17	183.37
"tcruzi-1436785"	156.3	104.81
"tcruzi-1437374"	329.66	291.06
"tcruzi-1438824"	230.53	193.99
"tcruzi-1440435"	118.2	106.8
"tcruzi-1441863"	128.08	87.18
"tcruzi-1442883"	88.9	101.07
"tcruzi-1443398"	248.23	264.36
"tcruzi-1443565"	110.8	95.39
"tcruzi-1443785"	146.9	145.09
"tcruzi-1443818"	48.63	54
"tcruzi-1444121"	131.04	105.27
"tcruzi-1444780"	306.22	390.12
"tcruzi-1444781"	282.72	336.81
"tcruzi-1444870"	103.86	180.38
"tcruzi-1445056"	136.68	107.09
"tcruzi-1445395"	85.41	58.74
"tcruzi-1446936"	62.59	66.84
"tcruzi-1447715"	382.15	295.38
"tcruzi-1448352"	54.1	54.08
"tcruzi-1448430"	61.06	59.25
"tcruzi-1454707"	500.46	328.25
"tcruzi-1454955"	529.36	413.69
"tcruzi-1454967"	439.86	315.16
"tcruzi-1455053"	675.51	476.81
"tcruzi-1455078"	1118.42	927.42
"tcruzi-1455079"	1042.68	1068.95
"tcruzi-1455080"	689.35	651.38
"tcruzi-1455081"	1019.83	919.45
"tcruzi-1455082"	937.31	723.24
"tcruzi-1455086"	1063.49	941.43
"tcruzi-1455087"	988.55	896.51
"tcruzi-1455088"	839.75	807.67
"tcruzi-1455182"	677.69	530.22
"tcruzi-1457785"	148.41	110.26
"tcruzi-1458847"	228.29	205.33
"tcruzi-1459863"	105.09	98.01
"tcruzi-1460093"	63.15	66.83
"tcruzi-1462206"	193.03	106.7
"tcruzi-1462308"	60.6	46.43
"tcruzi-1462441"	80.92	79.39
"tcruzi-1463929"	81.67	77.74
"tcruzi-1464023"	79.04	62.45
"tcruzi-1464059"	42.48	55.45
"tcruzi-1465230"	240.75	291.76
"tcruzi-1466443"	270.26	229.44
"tcruzi-1469686"	112.58	71.99
"tcruzi-1474284"	351.24	349.76
"tcruzi-1477301"	3482.32	2949.05
"tcruzi-1477302"	4063.23	2980.5
"tcruzi-1477305"	4564.88	2847.68
"tcruzi-1477308"	4926.57	3664.57
"tcruzi-1477309"	4327.73	2880.08
"tcruzi-1477312"	2219.53	2360.25
"tcruzi-1477314"	4206.61	3015.6
"tcruzi-1477315"	3814.91	3205.16
"tcruzi-1477316"	165.58	141.01
"tcruzi-1477317"	451.72	374.62
"tcruzi-1477321"	4153.32	3142.51
"tcruzi-1477322"	3875.87	2736.03
"tcruzi-1477323"	3716.77	2821.53
"tcruzi-1477447"	145.92	96.34
"tcruzi-1477817"	142.18	132.5
"tcruzi-1479441"	126.04	104.6
"tcruzi-1480897"	219.6	172.42
"tcruzi-1481296"	337.54	237.43
"tcruzi-1481517"	175.21	160.74
"tcruzi-1483701"	152.22	141.34
"tcruzi-1484007"	174.12	131.75
"tcruzi-1484503"	344.47	362.08
"tcruzi-1485655"	347.05	246
"tcruzi-1491350"	300.91	307.71
"tcruzi-1491804"	201.48	240.41
"tcruzi-1492761"	315.02	133.39
"tcruzi-1493802"	180.59	96.12
"tcruzi-1494207"	66.87	69.03
"tcruzi-1494259"	56.39	54.39
"tcruzi-1495399"	358.13	181.86
"tcruzi-1496418"	151.72	120.52
"tcruzi-1497197"	113.13	129.56
"tcruzi-1497227"	1319.46	1148.21
"tcruzi-1497229"	974.11	1278.67
"tcruzi-1497231"	1761.46	1392.73
"tcruzi-1497233"	1039.03	470.85
"tcruzi-1497239"	589.3	564.64
"tcruzi-1497240"	385.77	318.06
"tcruzi-1497412"	123.41	100.81
"tcruzi-1497525"	3546	2826.69
"tcruzi-1497673"	67.03	61.44
"tcruzi-1498047"	680.68	666.76
"tcruzi-1498087"	239.86	245.7
"tcruzi-1498735"	56.65	54.84
"tcruzi-1499424"	293.18	228.52
"tcruzi-1500439"	233.24	223
"tcruzi-1500530"	197.73	170.1
"tcruzi-1500563"	453.58	499.61
"tcruzi-1500825"	527.8	345.27
"tcruzi-1500868"	397.96	503.69
"tcruzi-1501833"	60.24	75.37
"tcruzi-1503438"	417.58	300.13
"tcruzi-1503495"	588.07	434.64
"tcruzi-1504390"	61.24	64.01
"tcruzi-1504848"	61.29	57.8
"tcruzi-1505803"	181.33	111.77
"tcruzi-1507733"	136.98	103.73
"tcruzi-1509584"	112.94	97.92
"tcruzi-1510460"	346.77	244.14
"tcruzi-1510737"	75.98	64.66
"tcruzi-1510738"	45.04	53.39
"tcruzi-1510835"	95.32	103.43
"tcruzi-1511831"	290.77	260.17
"tcruzi-1512367"	186.76	193.31
"tcruzi-1513852"	76.08	74.97
"tcruzi-1514520"	308.45	146.16
"tcruzi-1514889"	341.02	300.04
"tcruzi-1515982"	47.97	48.37
"tcruzi-1518162"	668.66	461.23
"tcruzi-1518163"	464.9	362.38
"tcruzi-1518165"	449.09	278.64
"tcruzi-1518209"	292.45	236.08
"tcruzi-1518316"	109.78	89.37
"tcruzi-1518323"	106.49	92.84
"tcruzi-1520087"	491.41	468.12
"tcruzi-1521173"	159.76	128.45
"tcruzi-1521828"	102.03	88.78
"tcruzi-1522010"	308.09	322.34
"tcruzi-1522557"	407.03	199.4
"tcruzi-1523504"	459.32	384.8
"tcruzi-1523506"	431.65	311.42
"tcruzi-1524770"	614.68	459.52
"tcruzi-1524827"	60.52	51.74
"tcruzi-1525735"	152.72	125.82
"tcruzi-1526824"	405.98	259.26
"tcruzi-1527255"	155.62	110.82
"tcruzi-1529425"	460.68	520.25
"tcruzi-1532396"	446.95	290.36
"tcruzi-1533924"	183.52	114.69
"tcruzi-1534808"	334.75	279.7
"tcruzi-1535435"	532.13	493.36
"tcruzi-1536258"	214.18	198.78
"tcruzi-1536593"	215.09	221.29
"tcruzi-1536991"	50.4	51.75
"tcruzi-1537160"	107.64	98.52
"tcruzi-1537246"	33.17	42.96
"tcruzi-1538111"	290.02	249.65
"tcruzi-1538683"	93.05	112.39
"tcruzi-1539306"	177.25	128.85
"tcruzi-1539375"	113.37	112.7
"tcruzi-1540162"	72.62	79.84
"tcruzi-1540585"	673.16	473.22
"tcruzi-1541811"	486.28	385.17
"tcruzi-1542278"	465.7	535.43
"tcruzi-1542279"	378.58	354.67
"tcruzi-1542280"	160.16	164.59
"tcruzi-1542282"	229.88	235.86
"tcruzi-1542723"	447.35	521.31
"tcruzi-1543028"	592.59	93.92
"tcruzi-1543367"	579.19	558.13
"tcruzi-1544739"	172.73	107.91
"tcruzi-1547640"	128.92	113.05
"tcruzi-1548333"	327.27	223.13
"tcruzi-1549056"	81.42	65.57
"tcruzi-1549238"	340.33	291.43
"tcruzi-1551114"	490.12	410.63
"tcruzi-1551284"	440.78	389.6
"tcruzi-1551285"	340.67	305.8
"tcruzi-1552337"	77.49	61.57
"tcruzi-1552453"	190.52	172.66
"tcruzi-1553173"	493.22	385.48
"tcruzi-1553193"	164.57	78.78
"tcruzi-1553412"	172.78	116.98
"tcruzi-1555965"	544.49	493.57
"tcruzi-1556834"	135.72	121.83
"tcruzi-1557974"	5754.93	5539.1
"tcruzi-1558192"	56.8	54.41
"tcruzi-1558882"	339.28	216.6
"tcruzi-1560166"	440.07	313.27
"tcruzi-1560681"	1150.49	1005.71
"tcruzi-1562189"	87.31	69.83
"tcruzi-1562390"	109.13	82.1
"tcruzi-1563057"	382.9	254.82
"tcruzi-1563192"	743.48	702.09
"tcruzi-1563272"	540	461.54
"tcruzi-1564216"	62.41	49.69
"tcruzi-1564511"	399.57	312.9
"tcruzi-1565209"	80.52	57.93
"tcruzi-1565235"	166.79	187.04
"tcruzi-1566440"	136.54	117.86
"tcruzi-1566806"	561.95	419.8
"tcruzi-1567518"	335.12	202.35
"tcruzi-1568497"	156.19	150.3
"tcruzi-1569398"	61.91	60.49
"tcruzi-1569897"	100.41	95.61
"tcruzi-1570158"	142.23	135.7
"tcruzi-1570186"	327.81	178.91
"tcruzi-1572992"	376.68	352.72
"tcruzi-1573090"	258.36	296.02
"tcruzi-1573609"	64.67	96.04
"tcruzi-1574001"	344.99	183.72
"tcruzi-1574370"	111.21	123.66
"tcruzi-1574455"	1315.35	1020.85
"tcruzi-1574464"	116.49	112.44
"tcruzi-1576824"	197.33	189.01
"tcruzi-1577928"	103.29	95.2
"tcruzi-1578131"	121.33	110.25
"tcruzi-1579926"	233.94	165.72
"tcruzi-1579988"	88.01	82.79
"tcruzi-1580163"	46.59	48.26
"tcruzi-1582045"	102.74	99.42
"tcruzi-1582046"	312.61	250.05
"tcruzi-1583575"	154.24	89.17
"tcruzi-1585791"	191.17	159.98
"tcruzi-1586553"	175.39	127.27
"tcruzi-1586666"	133.84	87.41
"tcruzi-1587110"	80.71	72.56
"tcruzi-1587286"	1967.05	2060.3
"tcruzi-1587970"	91.32	91.92
"tcruzi-1589324"	400.05	427.73
"tcruzi-1591348"	360.98	267.77
"tcruzi-1592412"	1408.92	1266.71
"tcruzi-1592642"	293.36	228.5
"tcruzi-1592967"	69.96	59.16
"tcruzi-1594482"	239.29	140.19
"tcruzi-1595151"	401.29	400.6
"tcruzi-1596319"	66.54	58.85
"tcruzi-1596573"	42.43	47.81
"tcruzi-1597333"	199.32	128.63
"tcruzi-1597994"	457.43	408.26
"tcruzi-1598056"	198.75	118.88
"tcruzi-1600920"	240.07	232.46
"tcruzi-1601146"	148.78	112.33
"tcruzi-1601383"	110.51	141.68
"tcruzi-1601462"	96.24	94.68
"tcruzi-1602087"	95.27	113.66
"tcruzi-1605232"	157.88	168.07
"tcruzi-1605410"	81.21	110.3
"tcruzi-1607120"	1024.91	992.92
"tcruzi-1609253"	518.12	454.2
"tcruzi-1609402"	226.42	183.45
"tcruzi-1609538"	2393.2	2160.8
"tcruzi-1610808"	299.47	274.28
"tcruzi-1611123"	84.96	84.03
"tcruzi-1612081"	110.17	94.47
"tcruzi-1612488"	211.48	143.79
"tcruzi-1613015"	170.35	108.12
"tcruzi-1613141"	42.9	44.1
"tcruzi-1613641"	68.99	52.84
"tcruzi-1614533"	67.76	75.87
"tcruzi-1615039"	77.15	82.27
"tcruzi-1617797"	101.31	115.09
"tcruzi-1617962"	47.17	51.39
"tcruzi-1618311"	150.58	164.32
"tcruzi-1618347"	102.73	85.58
"tcruzi-1620284"	102.95	92.54
"tcruzi-1620754"	249.24	191.97
"tcruzi-1621076"	130.14	102.51
"tcruzi-1624360"	271.76	270.27
"tcruzi-1624529"	130.47	118.31
"tcruzi-1624924"	224.72	232
"tcruzi-1625346"	139.26	102.74
"tcruzi-1625462"	41.01	53.48
"tcruzi-1626044"	324.43	208.3
"tcruzi-1626514"	2336.74	1677.27
"tcruzi-1626709"	45.16	49.93
"tcruzi-1628410"	160.16	149
"tcruzi-1628918"	77.01	96.52
"tcruzi-1629094"	332.16	291.56
"tcruzi-1629167"	136.08	98.45
"tcruzi-1630827"	81.9	82.85
"tcruzi-1633577"	53.58	45.09
"tcruzi-1634436"	527.61	531.08
"tcruzi-1636649"	82.1	70.89
"tcruzi-1636924"	434.73	299.95
"tcruzi-1638576"	131.57	132.49
"tcruzi-1638773"	73.58	56.28
"tcruzi-1638885"	349.6	299.48
"tcruzi-1639290"	228.91	158.77
"tcruzi-1642535"	171.69	132.33
"tcruzi-1642715"	781.66	669.36
"tcruzi-1648561"	138.92	101.57
"tcruzi-1648624"	291.72	237.49
"tcruzi-1649215"	141.44	137.13
"tcruzi-1652332"	81.49	77.49
"tcruzi-1652638"	580.95	593.54
"tcruzi-1652969"	368.42	285.07
"tcruzi-1653467"	71.88	60.04
"tcruzi-1654056"	66.26	72.73
"tcruzi-1655756"	79.41	81.79
"tcruzi-1658910"	157.8	161.19
"tcruzi-1660985"	90.93	91.78
"tcruzi-1661370"	392.9	325.49
"tcruzi-1663272"	59.07	50.01
"tcruzi-1664138"	186.15	124.09
"tcruzi-1665081"	64.25	70.2
"tcruzi-1665190"	250.3	163.3
"tcruzi-1667950"	119.84	96.72
"tcruzi-1668665"	136.77	172.13
"tcruzi-1669240"	112.36	100.76
"tcruzi-1669981"	64.67	61.45
"tcruzi-1671320"	148.75	143.84
"tcruzi-1673022"	100.53	89.3
"tcruzi-1674391"	77.04	66.2
"tcruzi-1675763"	121.74	103.01
"tcruzi-1678538"	74.57	104.15
"tcruzi-1679278"	116.19	110.4
"tcruzi-1682107"	111.49	105.57
"tcruzi-1684723"	76.36	64.87
"tcruzi-1685154"	79.03	66.23
"tcruzi-1686349"	148.98	89.56
"tcruzi-1686903"	152.26	159.5
"tcruzi-1687980"	76.09	91.08
"tcruzi-1688062"	116.98	145.18
"tcruzi-1694908"	56.02	53.06
"tcruzi-1695347"	139.44	139.69
"tcruzi-1696958"	182.19	155.45
"tcruzi-1697495"	132.17	143.59
"tcruzi-1698659"	85.45	94.87
"tcruzi-1698982"	103.18	84.44
"tcruzi-1700247"	62.66	61.43
"tcruzi-1701757"	106.99	120.83
"tcruzi-1702338"	142.41	81.53
"tcruzi-1703903"	41.64	45.29
"tcruzi-1704414"	2236.58	1847.05
"tcruzi-1705979"	95.64	83.15
"tcruzi-1706055"	664.38	590.1
"tcruzi-1707755"	97.7	117.04
"tcruzi-1709768"	84.61	80.03
"tcruzi-1711596"	752.83	345.2
"tcruzi-1711890"	772.22	535.6
"tcruzi-1716760"	108.51	79.62
"tcruzi-1717835"	298.64	213.21
"tcruzi-1719157"	48.49	43.56
"tcruzi-1719301"	40.41	42.78
"tcruzi-1720191"	158.16	110.41
"tcruzi-1720319"	82.94	153.84
"tcruzi-1721011"	51.84	48.6
"tcruzi-1723439"	192.08	163.29
"tcruzi-1723442"	130.58	102.05
"tcruzi-1724052"	36.5	47.63
"tcruzi-1724529"	70.94	96.27
"tcruzi-1725233"	136.12	115.58
"tcruzi-1725727"	74.13	76.33
"tcruzi-1725839"	510.71	509.99
"tcruzi-1726580"	309.33	244.49
"tcruzi-1727192"	39.11	47.98
"tcruzi-1727548"	194.64	164.02
"tcruzi-1727890"	125.83	97.84
"tcruzi-1728096"	152.62	98.88
"tcruzi-1728604"	68.67	53
"tcruzi-1728921"	2035.8	1718.61
"tcruzi-1729385"	583.24	549.32
"tcruzi-1729506"	79.13	103.11
"tcruzi-1730503"	272.05	237.39
"tcruzi-1731521"	308.91	255.13
"tcruzi-1731940"	348.38	314.61
"tcruzi-1734434"	244.07	162.39
"tcruzi-1736477"	69.02	85.14
"tcruzi-1737371"	408.18	341.38
"tcruzi-1739330"	50.48	55.07
"tcruzi-1739400"	183.88	106.69
"tcruzi-1740856"	48.6	46.29
"tcruzi-1741484"	43.34	47.26
"tcruzi-1743263"	235.87	143.74
"tcruzi-1744284"	83.74	73.85
"tcruzi-1744474"	48.55	54.3
"tcruzi-1746060"	247.65	236.93
"tcruzi-1746723"	374.39	185.65
"tcruzi-1747316"	165.51	145.43
"tcruzi-1748558"	821.34	743.61
"tcruzi-1749363"	138.6	110.07
"tcruzi-1749985"	69.57	74.73
"tcruzi-1750392"	77.41	61.07
"tcruzi-1751809"	66.02	53.42
"tcruzi-1753059"	146.4	152.84
"tcruzi-1754180"	59.76	44.8
"tcruzi-1755028"	111.98	113.53
"tcruzi-1755419"	205.71	130.29
"tcruzi-1755567"	111.97	108.62
"tcruzi-1755827"	124.57	99.23
"tcruzi-1757011"	100.56	105.14
"tcruzi-1757623"	134.48	145.34
"tcruzi-1758762"	104.73	125.05
"tcruzi-1760503"	44.51	60.2
"tcruzi-1761122"	120.56	104.8
"tcruzi-1762736"	77.65	53.83
"tcruzi-1765342"	59.26	57.08
"tcruzi-1766597"	136.05	101.14
"tcruzi-1767615"	116.74	68.11
"tcruzi-1768737"	305.62	51.57
"tcruzi-1768738"	198.91	225.28
"tcruzi-1768739"	247.4	214.9
"tcruzi-1769921"	159.84	147.69
"tcruzi-1770887"	341.36	185.02
"tcruzi-1771451"	100.81	133.08
"tcruzi-1771766"	69.99	65.89
"tcruzi-1771804"	91.57	89.32
"tcruzi-1771921"	151.38	118.05
"tcruzi-1771933"	86.74	92.13
"tcruzi-1773661"	79.44	72.21
"tcruzi-1774594"	1251.18	979.71
"tcruzi-1775597"	76.05	101.47
"tcruzi-1776888"	56.21	61.86
"tcruzi-1777098"	38.47	39.32
"tcruzi-1780642"	148.75	128.25
"tcruzi-1781610"	157.9	200.69
"tcruzi-1788057"	158.23	174.4
"tcruzi-1790093"	309.77	277.53
"tcruzi-1791938"	44.07	39.89
"tcruzi-1792230"	163.55	119.06
"tcruzi-1792287"	91.91	82.37
"tcruzi-1793211"	58.34	51.39
"tcruzi-1793707"	114.92	67.89
"tcruzi-1794265"	220.06	218.61
"tcruzi-1794928"	77.4	68.01
"tcruzi-1794930"	72.33	78.99
"tcruzi-1795649"	264.94	160.69
"tcruzi-1799119"	93.67	135.7
"tcruzi-1802513"	59.07	69.67
"tcruzi-1803887"	297.28	318.45
"tcruzi-1805874"	59.15	66.79
"tcruzi-1807430"	60.81	50.81
"tcruzi-1807541"	74.31	87.42
"tcruzi-1810179"	220.95	174.3
"tcruzi-1810886"	130.73	148.76
"tcruzi-1811006"	125.69	108.8
"tcruzi-1811085"	131.29	133.52
"tcruzi-1812056"	71.81	57.12
"tcruzi-1813512"	72.33	57.32
"tcruzi-1813788"	71.32	72.19
"tcruzi-1814057"	846.27	1133.46
"tcruzi-1814795"	152.67	162.61
"tcruzi-1815579"	69.48	53.7
"tcruzi-1815965"	2408.82	2078.97
"tcruzi-1816816"	115.66	108.02
"tcruzi-1817252"	129.16	119.78
"tcruzi-1819832"	162.87	145.18
"tcruzi-1820245"	96.36	89.72
"tcruzi-1820392"	82.26	90.52
"tcruzi-1822441"	108.1	108.87
"tcruzi-1823230"	98.42	123.92
"tcruzi-1824082"	47.68	50.92
"tcruzi-1824455"	66.22	66.75
"tcruzi-1824615"	297.49	280.28
"tcruzi-1824753"	74.35	85.31
"tcruzi-1825152"	48.6	53.39
"tcruzi-1825436"	273.65	257.77
"tcruzi-1825497"	68.35	74.18
"tcruzi-1825708"	193.52	169.71
"tcruzi-1825709"	99.15	89.26
"tcruzi-1825943"	57.76	61.17
"tcruzi-1828463"	56.7	54.47
"tcruzi-1831110"	74.58	56.53
"tcruzi-1831375"	74.07	72.1
"tcruzi-1831615"	73.48	78.93
"tcruzi-1831694"	228.44	174.32
"tcruzi-1832580"	217.28	196.36
"tcruzi-1834231"	151.63	138.12
"tcruzi-1834440"	1071.28	884.84
"tcruzi-1834441"	1048.91	825.28
"tcruzi-1834443"	837.65	505.79
"tcruzi-1834934"	110.27	88.53
"tcruzi-1834939"	604.33	462.13
"tcruzi-1835748"	315.31	228.58
"tcruzi-1835940"	544.14	283.46
"tcruzi-1836529"	63.26	57.9
"tcruzi-1838018"	166.03	159
"tcruzi-1838563"	191.66	134.13
"tcruzi-1839444"	73.55	69.39
"tcruzi-1839840"	119.02	135.93
"tcruzi-1839900"	232.96	183.61
"tcruzi-1840261"	113.38	86.87
"tcruzi-1841678"	116.05	100.85
"tcruzi-1841901"	396.61	243.16
"tcruzi-1844384"	220.5	176.56
"tcruzi-1844903"	238.33	239.4
"tcruzi-1844980"	195.1	187.36
"tcruzi-1844981"	233.34	212.71
"tcruzi-1844982"	188.25	198.45
"tcruzi-1844984"	317.21	312.4
"tcruzi-1844985"	280.72	193.77
"tcruzi-1845654"	476.59	391.22
"tcruzi-1846978"	403.66	346.83
"tcruzi-1848064"	88.63	106.87
"tcruzi-1848403"	92.3	82.21
"tcruzi-1848426"	278.77	185.78
"tcruzi-1848819"	51.08	55.05
"tcruzi-1848880"	2271.6	2230.79
"tcruzi-1849605"	110.12	63.43
"tcruzi-1849977"	134.08	87.98
"tcruzi-1852032"	1110.26	1283.6
"tcruzi-1852415"	67.48	63.04
"tcruzi-1852577"	68.16	69.22
"tcruzi-1854389"	257.76	190.91
"tcruzi-1854993"	144.63	100.89
"tcruzi-1855699"	65.67	52.48
"tcruzi-1856550"	54.47	53.3
"tcruzi-1856849"	68.41	45.28
"tcruzi-1857146"	55.65	53.26
"tcruzi-1857763"	104.5	109.72
"tcruzi-1857791"	89.6	59.75
"tcruzi-1858109"	91.51	90.54
"tcruzi-1858678"	99.72	44.48
"tcruzi-1859347"	83.31	92.93
"tcruzi-1861764"	53.26	51.37
"tcruzi-1863080"	177.04	173.44
"tcruzi-1864503"	187.59	270.62
"tcruzi-1865671"	227.14	172.3
"tcruzi-1867341"	65.54	61.46
"tcruzi-1867553"	167.03	123.1
"tcruzi-1869141"	74.65	67.09
"tcruzi-1870282"	100.59	78.53
"tcruzi-1870394"	88.18	101.76
"tcruzi-1874100"	420.64	378.46
"tcruzi-1874766"	55.56	45.88
"tcruzi-1875741"	304.1	378.67
"tcruzi-1876888"	252.63	205.37
"tcruzi-1877172"	270.53	214.92
"tcruzi-1877196"	50.65	56.17
"tcruzi-1878419"	244.68	186.81
"tcruzi-1880256"	78.28	82.87
"tcruzi-1882369"	569.4	466.69
"tcruzi-1882385"	380.45	369.41
"tcruzi-1882802"	549.41	263.84
"tcruzi-1885771"	140.92	133.66
"tcruzi-1886705"	970.17	960.72
"tcruzi-1887062"	49.09	47.33
"tcruzi-1887099"	160.52	184.38
"tcruzi-1887343"	204.81	179.49
"tcruzi-1888658"	139.73	139.59
"tcruzi-1891109"	114.65	100.21
"tcruzi-1891159"	147.06	119.82
"tcruzi-1893677"	65.75	66.51
"tcruzi-1894243"	40.16	42.49
"tcruzi-1896124"	201.97	155.7
"tcruzi-1896417"	98.17	90.22
"tcruzi-1897087"	73.12	71.23
"tcruzi-1898998"	70.09	77.58
"tcruzi-1901714"	107.03	126.5
"tcruzi-1902057"	91.34	90
"tcruzi-1902472"	1048.28	865.64
"tcruzi-1902933"	124.52	92.24
"tcruzi-1903219"	229.2	156.05
"tcruzi-1904757"	217.4	219.49
"tcruzi-1907900"	94.62	74.1
"tcruzi-1908217"	224.17	246.7
"tcruzi-1910813"	85.6	53.47
"tcruzi-1911654"	128.52	132.66
"tcruzi-1912086"	154.99	141.6
"tcruzi-1912190"	356.35	308.94
"tcruzi-1915162"	87.12	77.76
"tcruzi-1915552"	62.14	64.63
"tcruzi-1915593"	348.11	366.01
"tcruzi-1915820"	83.53	105.27
"tcruzi-1916208"	153.18	153.91
"tcruzi-1917866"	65.55	69.12
"tcruzi-1921473"	67.19	62.97
"tcruzi-1921826"	77.4	68.62
"tcruzi-1922058"	61.89	85.63
"tcruzi-1922247"	85.6	91.34
"tcruzi-1922508"	43.49	52.23
"tcruzi-1925185"	84.08	90.1
"tcruzi-1925272"	108.5	83.15
"tcruzi-1926122"	75.65	68.52
"tcruzi-1926210"	148.69	177.08
"tcruzi-1927367"	257.73	162.22
"tcruzi-1929107"	41.43	49.52
"tcruzi-1932117"	224.31	109.61
"tcruzi-1932287"	131.88	83.98
"tcruzi-1932381"	316.66	219.72
"tcruzi-1932516"	109.93	84.11
"tcruzi-1933179"	212.4	119.35
"tcruzi-1933379"	60.26	68.13
"tcruzi-1933462"	380.64	287.8
"tcruzi-1935209"	101.72	89.79
"tcruzi-1936027"	134.27	145.19
"tcruzi-1936456"	64.82	83.51
"tcruzi-1937452"	69.7	70.85
"tcruzi-1940278"	55.02	71.65
"tcruzi-1941265"	194.29	126.47
"tcruzi-1941426"	130.82	109.11
"tcruzi-1941976"	49.15	48.32
"tcruzi-1943637"	48.35	43.7
"tcruzi-1944043"	467.66	278.83
"tcruzi-1944234"	211.34	202.53
"tcruzi-1945660"	182.88	191.66
"tcruzi-1946289"	785.54	658.32
"tcruzi-1946291"	216.72	195.38
"tcruzi-1946292"	365.45	313.7
"tcruzi-1946297"	125.42	129.93
"tcruzi-1946298"	252.45	182.51
"tcruzi-1947119"	800.61	627.18
"tcruzi-1951099"	189.85	178.06
"tcruzi-1951541"	2713.93	2692.98
"tcruzi-1954272"	105.56	86.25
"tcruzi-1957071"	121.64	102.16
"tcruzi-1957213"	127.85	114.17
"tcruzi-1957459"	63.17	69.57
"tcruzi-1961045"	91.9	64.27
"tcruzi-1962816"	341.66	205.11
"tcruzi-1963837"	475.49	299.28
"tcruzi-1963924"	125.75	92.15
"tcruzi-1964286"	101.09	89.34
"tcruzi-1964683"	126.97	75.06
"tcruzi-1965340"	82.07	74.73
"tcruzi-1965347"	136.65	119.29
"tcruzi-1965742"	63.5	60.98
"tcruzi-1966604"	1083.66	964.33
"tcruzi-1968348"	62.21	55.89
"tcruzi-1972762"	43.22	79.74
"tcruzi-1973994"	99.64	75.79
"tcruzi-1974091"	850.67	539.41
"tcruzi-1975354"	106.83	107.66
"tcruzi-1978598"	170.33	138.55
"tcruzi-1979434"	181.8	112.94
