"Reporter Name"	"US_NE_rawData_r1"	"US_NE_rawData_r2"
"tcruzi-71087"	52.13	48.18
"tcruzi-71246"	41.63	44.17
"tcruzi-71506"	174.28	156.6
"tcruzi-71874"	1844.48	2620.97
"tcruzi-73419"	77.2	72.37
"tcruzi-73607"	85.79	93.99
"tcruzi-75685"	47.87	41.6
"tcruzi-75912"	124.32	108.02
"tcruzi-75913"	71.09	63.58
"tcruzi-76062"	48.32	52.07
"tcruzi-76561"	83.24	113.19
"tcruzi-77711"	82.68	85.88
"tcruzi-78369"	56.95	53.56
"tcruzi-81215"	62.12	61.2
"tcruzi-81751"	211.56	353.79
"tcruzi-81962"	91.55	87.15
"tcruzi-85073"	205.1	253.89
"tcruzi-86610"	47.17	50.31
"tcruzi-87751"	80.7	68.79
"tcruzi-88689"	185.14	148.54
"tcruzi-89340"	107.42	107.1
"tcruzi-89612"	92.1	101.12
"tcruzi-89675"	737.84	670.1
"tcruzi-90692"	120.25	70.68
"tcruzi-90808"	151.71	178.13
"tcruzi-91086"	154.73	145.93
"tcruzi-91796"	59.3	69.85
"tcruzi-92112"	421.65	332.22
"tcruzi-92795"	84.09	96.06
"tcruzi-95372"	106.25	104.44
"tcruzi-97124"	82.43	73.84
"tcruzi-97405"	778.69	713.95
"tcruzi-97437"	802.8	656.01
"tcruzi-99594"	44.34	35.41
"tcruzi-100230"	83.41	97.24
"tcruzi-100430"	67.21	71.69
"tcruzi-100869"	3483.88	3237.92
"tcruzi-101139"	162.93	135.6
"tcruzi-102076"	72.89	64.51
"tcruzi-102951"	74.43	65.38
"tcruzi-102996"	37.94	46.47
"tcruzi-104363"	579.24	591.07
"tcruzi-104933"	57.23	69.08
"tcruzi-105242"	70.64	58.54
"tcruzi-105243"	71.28	63.96
"tcruzi-108500"	44.83	45.8
"tcruzi-113085"	58.9	81.47
"tcruzi-113872"	113.02	202.73
"tcruzi-115598"	138.43	113.13
"tcruzi-117097"	68.83	62.16
"tcruzi-118238"	441.03	371.6
"tcruzi-118568"	255.08	313.16
"tcruzi-120514"	133.61	105.42
"tcruzi-120983"	143.38	129.45
"tcruzi-121239"	97.92	103.61
"tcruzi-122201"	175.23	194.99
"tcruzi-123203"	783	732.48
"tcruzi-123204"	353.14	393.02
"tcruzi-123205"	417.31	333.28
"tcruzi-123206"	869.24	860.59
"tcruzi-124046"	113.95	129.07
"tcruzi-124383"	543.28	425.37
"tcruzi-124386"	439.12	427.18
"tcruzi-124387"	416.92	305.7
"tcruzi-124388"	113.37	83.14
"tcruzi-125141"	84.96	69.83
"tcruzi-125142"	472.87	392.1
"tcruzi-125143"	524.7	523.47
"tcruzi-127114"	95.11	104.84
"tcruzi-127678"	69.09	57.07
"tcruzi-128643"	73.09	73.76
"tcruzi-129431"	48.3	49.15
"tcruzi-130353"	600.37	489.53
"tcruzi-130759"	128.23	126.58
"tcruzi-130911"	81.56	87.11
"tcruzi-131949"	178.43	183.43
"tcruzi-132480"	85.63	84.18
"tcruzi-132523"	198.98	177.48
"tcruzi-132526"	136.84	151.31
"tcruzi-132532"	128.24	118.08
"tcruzi-135812"	77.18	68.64
"tcruzi-138438"	134.71	120.54
"tcruzi-140721"	129.36	129.46
"tcruzi-142587"	48.98	50.86
"tcruzi-143278"	143.17	149.69
"tcruzi-143626"	191.85	161.86
"tcruzi-145588"	672.16	830.45
"tcruzi-145619"	188.92	151.4
"tcruzi-146004"	71.32	70.45
"tcruzi-146192"	86.31	76.09
"tcruzi-148789"	126.22	128.3
"tcruzi-149676"	65.47	62.17
"tcruzi-150718"	368.5	496.04
"tcruzi-152394"	183.17	212.12
"tcruzi-152402"	68.9	72.94
"tcruzi-152674"	75.67	38.7
"tcruzi-153893"	139.64	127.92
"tcruzi-155723"	38.57	53.22
"tcruzi-156409"	633.18	630.61
"tcruzi-157550"	115.12	136.14
"tcruzi-161122"	124.15	154.5
"tcruzi-161340"	66.04	68.89
"tcruzi-162238"	83.7	91.11
"tcruzi-162246"	82.4	62.03
"tcruzi-162372"	73.01	60.33
"tcruzi-162871"	56.62	65.6
"tcruzi-163309"	55.39	52.42
"tcruzi-163544"	647.96	646.77
"tcruzi-163630"	226.02	209.64
"tcruzi-164274"	1100.31	1058.61
"tcruzi-165959"	224.39	202.93
"tcruzi-166088"	2325.11	2625.77
"tcruzi-166132"	128.42	94.44
"tcruzi-166138"	124.63	87.15
"tcruzi-167417"	131.01	118.85
"tcruzi-167751"	87.82	90.38
"tcruzi-168323"	247.91	218.47
"tcruzi-168547"	489.74	425.01
"tcruzi-169895"	94.73	83.6
"tcruzi-170668"	84.35	70.88
"tcruzi-171532"	79.4	77.81
"tcruzi-174456"	520.12	446
"tcruzi-176301"	203.73	189.11
"tcruzi-176799"	73.44	64.33
"tcruzi-178775"	70.14	73.31
"tcruzi-178819"	71.38	60.23
"tcruzi-178882"	79.4	71.73
"tcruzi-179347"	170.3	112.37
"tcruzi-180674"	104.74	74.53
"tcruzi-180845"	52.47	45.27
"tcruzi-181071"	91.27	99.02
"tcruzi-181504"	44.87	40.92
"tcruzi-182498"	391.23	208.37
"tcruzi-183898"	84.5	74.45
"tcruzi-184205"	89.27	91.14
"tcruzi-184239"	104.46	80.23
"tcruzi-185739"	85.17	73.42
"tcruzi-186057"	116.71	136.48
"tcruzi-186215"	253.58	285.85
"tcruzi-187006"	64.74	66.45
"tcruzi-187838"	51.28	50.44
"tcruzi-188755"	37.46	45.42
"tcruzi-189218"	1057.75	1096.08
"tcruzi-189303"	79.01	48.17
"tcruzi-190487"	73.05	97.38
"tcruzi-190817"	117.1	119.52
"tcruzi-190870"	741.82	509.58
"tcruzi-191073"	50.7	66.28
"tcruzi-191512"	111.15	95.82
"tcruzi-192016"	63.36	63.59
"tcruzi-192225"	58.67	53.95
"tcruzi-192572"	72.65	61.32
"tcruzi-194096"	94.37	95.4
"tcruzi-195952"	48.21	79
"tcruzi-196173"	102.31	91.46
"tcruzi-196594"	64.52	86.37
"tcruzi-199262"	83.8	93.74
"tcruzi-200121"	72.2	64.12
"tcruzi-201174"	55.55	51.61
"tcruzi-201645"	64.65	54.88
"tcruzi-202167"	88.23	87.06
"tcruzi-202265"	339.22	334.32
"tcruzi-203422"	189.55	200.21
"tcruzi-203805"	561.26	488.4
"tcruzi-204202"	55.94	55.18
"tcruzi-205100"	422.77	506.1
"tcruzi-205101"	91.19	75.94
"tcruzi-205102"	88.07	108.39
"tcruzi-205814"	80.47	75.74
"tcruzi-206258"	1451.12	1499.16
"tcruzi-206259"	97.11	89.7
"tcruzi-206548"	128.28	146.81
"tcruzi-207494"	88.78	76
"tcruzi-208103"	113.53	95.71
"tcruzi-210420"	70.86	52.67
"tcruzi-210755"	78.2	65.4
"tcruzi-217891"	240.52	233.1
"tcruzi-220259"	215.04	211.17
"tcruzi-222222"	154.17	204.58
"tcruzi-223855"	102.21	113.75
"tcruzi-223954"	142.6	105.92
"tcruzi-223973"	780.58	710.54
"tcruzi-225974"	43.1	34.36
"tcruzi-229055"	210.99	203.15
"tcruzi-229203"	37.72	38.82
"tcruzi-229248"	184.53	146.43
"tcruzi-229623"	105.87	91.59
"tcruzi-230518"	62.38	62.37
"tcruzi-231078"	80.51	132.92
"tcruzi-233077"	41.1	46.09
"tcruzi-233136"	53.8	52.28
"tcruzi-233240"	65.31	67.51
"tcruzi-234028"	56.83	50.53
"tcruzi-234997"	96.1	64.44
"tcruzi-235108"	51.42	49.12
"tcruzi-237241"	79.4	86.55
"tcruzi-237978"	83.43	72.88
"tcruzi-237979"	92	83.48
"tcruzi-238736"	56.85	57.91
"tcruzi-242988"	178.9	150.16
"tcruzi-243494"	89.04	83.44
"tcruzi-244018"	146.49	148.07
"tcruzi-244401"	84	86.7
"tcruzi-245971"	67.92	61.82
"tcruzi-246252"	50.38	48.65
"tcruzi-246949"	165.52	153.01
"tcruzi-247051"	88.91	91.45
"tcruzi-248074"	78.14	59.76
"tcruzi-249151"	355.04	354.09
"tcruzi-249335"	74.81	61.13
"tcruzi-249811"	37.51	48.38
"tcruzi-250856"	67.88	92.18
"tcruzi-251241"	61.2	65.16
"tcruzi-253006"	230.34	232.06
"tcruzi-255964"	34.93	36.57
"tcruzi-256007"	54.99	61.87
"tcruzi-256008"	85.07	74.87
"tcruzi-256869"	229.97	197.62
"tcruzi-258313"	37.06	1054.14
"tcruzi-258318"	808.95	686.55
"tcruzi-258364"	49.29	72.68
"tcruzi-260308"	141.12	144.01
"tcruzi-261430"	179.18	174.01
"tcruzi-261828"	46.98	42.06
"tcruzi-263400"	110.63	151.21
"tcruzi-264052"	65.79	64.46
"tcruzi-264415"	240.61	192.45
"tcruzi-266346"	70.02	72.17
"tcruzi-267196"	180.36	131.28
"tcruzi-267611"	4067.54	3686.57
"tcruzi-267775"	58.64	68.87
"tcruzi-268376"	165.32	154.39
"tcruzi-268794"	85.26	62.9
"tcruzi-270200"	52.32	59
"tcruzi-270223"	378.56	339.8
"tcruzi-272138"	52.87	62.71
"tcruzi-277514"	112.23	177.08
"tcruzi-278362"	330.19	257.58
"tcruzi-279424"	95.29	154.36
"tcruzi-280704"	162.32	149.5
"tcruzi-281850"	248.13	259.82
"tcruzi-282436"	695.42	787.02
"tcruzi-282791"	46.96	43.12
"tcruzi-282971"	44.07	48.13
"tcruzi-283333"	86.55	77.5
"tcruzi-283492"	129.89	132.45
"tcruzi-286265"	197.72	170
"tcruzi-286748"	109.84	99.37
"tcruzi-286950"	284.31	213.49
"tcruzi-287527"	93.8	70
"tcruzi-290694"	85.56	81.83
"tcruzi-291224"	1022.91	1187.17
"tcruzi-291485"	226.85	201.89
"tcruzi-292975"	83.54	81.62
"tcruzi-293135"	67.31	66.03
"tcruzi-293366"	139.03	157.66
"tcruzi-295883"	55.36	57.92
"tcruzi-300253"	65.49	50.84
"tcruzi-301742"	657.11	700.41
"tcruzi-306505"	56.67	52.9
"tcruzi-306822"	122.55	95.89
"tcruzi-307143"	53.73	59.21
"tcruzi-308135"	78.44	98.38
"tcruzi-309611"	85.78	306.7
"tcruzi-310796"	216.72	267.43
"tcruzi-311603"	49.64	70.84
"tcruzi-312532"	97.07	71.55
"tcruzi-313446"	82.17	65.95
"tcruzi-313673"	230.66	115.92
"tcruzi-313725"	53.24	52.29
"tcruzi-314250"	169.17	168.49
"tcruzi-314552"	43.61	49.75
"tcruzi-315654"	702.86	502.47
"tcruzi-316056"	619.48	626.45
"tcruzi-317099"	463.76	431.57
"tcruzi-317102"	355.03	331.84
"tcruzi-317103"	388.27	373.6
"tcruzi-317138"	361.33	351.09
"tcruzi-317139"	136.87	99.74
"tcruzi-317140"	246.99	197.83
"tcruzi-317142"	342.28	292.74
"tcruzi-317143"	351.81	300.33
"tcruzi-317144"	1206.1	1338.7
"tcruzi-317147"	758.6	600.67
"tcruzi-317148"	157.83	172.42
"tcruzi-317149"	270.16	287.38
"tcruzi-317150"	1374.9	1193.02
"tcruzi-317278"	821.35	732.52
"tcruzi-317279"	464.49	585.61
"tcruzi-317280"	867.36	775.96
"tcruzi-317281"	1828.05	1924.84
"tcruzi-317282"	454.11	473.63
"tcruzi-317283"	177.4	130.7
"tcruzi-317560"	101.91	101.81
"tcruzi-318517"	247.3	246.1
"tcruzi-319786"	56.23	99.09
"tcruzi-320477"	68.03	73
"tcruzi-320998"	159.28	196.9
"tcruzi-322542"	44.98	51.81
"tcruzi-324278"	119.4	135.62
"tcruzi-324860"	134.33	99.84
"tcruzi-325766"	67.26	73.31
"tcruzi-327604"	77.29	78.54
"tcruzi-328667"	115	105.95
"tcruzi-329893"	105.75	118.68
"tcruzi-331489"	72.52	69.69
"tcruzi-331891"	127.41	141.15
"tcruzi-332433"	88.48	138.55
"tcruzi-332766"	391.05	262.73
"tcruzi-333623"	169.93	173.49
"tcruzi-336373"	59.47	51.16
"tcruzi-337005"	1155.36	1026.38
"tcruzi-338805"	622.48	685.2
"tcruzi-340219"	83.03	76.9
"tcruzi-340885"	39.1	47.12
"tcruzi-342660"	133.29	97.26
"tcruzi-342847"	84.49	73.73
"tcruzi-342906"	131.01	125.69
"tcruzi-343249"	199.38	184.65
"tcruzi-344077"	3666.27	3698.79
"tcruzi-345179"	505.7	440.54
"tcruzi-345180"	1640.76	1733.95
"tcruzi-345181"	2104.73	2090.75
"tcruzi-345240"	851.41	577.29
"tcruzi-345297"	44.15	39.29
"tcruzi-345564"	92.65	85.32
"tcruzi-347883"	151.27	147.61
"tcruzi-348025"	75.68	54.05
"tcruzi-348287"	84.11	127.1
"tcruzi-349455"	498.15	344.32
"tcruzi-349467"	104.24	99.02
"tcruzi-349513"	49.96	64.12
"tcruzi-349669"	88.92	85.62
"tcruzi-351703"	123	147.65
"tcruzi-354442"	69.26	57.99
"tcruzi-354582"	38.3	33.63
"tcruzi-354604"	129.98	116.17
"tcruzi-356867"	75.63	88.03
"tcruzi-357781"	81.39	72.16
"tcruzi-358622"	71.32	74.09
"tcruzi-359000"	106.01	68.92
"tcruzi-361017"	411.9	375.4
"tcruzi-361879"	53.26	53.58
"tcruzi-362051"	85	60.11
"tcruzi-363383"	37.18	50.73
"tcruzi-363530"	161.93	89.06
"tcruzi-363823"	649.81	681.66
"tcruzi-364501"	664.42	668.42
"tcruzi-365634"	48.81	54.19
"tcruzi-365933"	76.93	71.43
"tcruzi-367081"	77.38	73.8
"tcruzi-367638"	93.96	87.95
"tcruzi-369504"	89.02	103.54
"tcruzi-369828"	97.45	73.79
"tcruzi-369970"	120.05	96.49
"tcruzi-371459"	45.05	52.52
"tcruzi-371493"	314.05	392.07
"tcruzi-372224"	55.52	59.64
"tcruzi-373636"	67.53	72.93
"tcruzi-375533"	147.61	111.94
"tcruzi-376192"	273.61	186.83
"tcruzi-379236"	52.76	54.24
"tcruzi-379764"	99.2	106.33
"tcruzi-380088"	468.98	276.67
"tcruzi-380091"	689.59	625.24
"tcruzi-380580"	554.9	512.94
"tcruzi-380760"	68.41	81.36
"tcruzi-381201"	48.47	49.7
"tcruzi-381260"	628.27	643.46
"tcruzi-381701"	48.42	51.76
"tcruzi-382653"	698.5	486.56
"tcruzi-382823"	473.81	454.56
"tcruzi-383087"	65.5	79.04
"tcruzi-383189"	143.7	92.57
"tcruzi-384286"	62.9	71.61
"tcruzi-385381"	322.67	303.11
"tcruzi-385873"	165.2	126.33
"tcruzi-387261"	67.17	77.53
"tcruzi-388922"	99.85	96.66
"tcruzi-389018"	74.81	77.84
"tcruzi-391010"	157.4	119.48
"tcruzi-391288"	148.14	162
"tcruzi-391522"	50.81	59.7
"tcruzi-392291"	56.48	55.31
"tcruzi-392976"	64.73	86.61
"tcruzi-395301"	247.51	243.2
"tcruzi-397038"	76.33	77.35
"tcruzi-398112"	273.42	291.13
"tcruzi-400658"	48.03	55.6
"tcruzi-400816"	42.1	47.95
"tcruzi-403085"	86.85	87.76
"tcruzi-404784"	48.49	63.22
"tcruzi-406904"	91.34	87.16
"tcruzi-407754"	155.67	144.21
"tcruzi-408612"	55.3	62.21
"tcruzi-408933"	80.34	65.26
"tcruzi-412569"	48.42	41.75
"tcruzi-412945"	364.29	358.43
"tcruzi-415751"	83.21	75.46
"tcruzi-415885"	46.02	64.4
"tcruzi-418371"	628.16	667.23
"tcruzi-419128"	229.88	246.95
"tcruzi-423599"	133.68	148.7
"tcruzi-423636"	111.1	95.52
"tcruzi-424132"	589.43	527.65
"tcruzi-425456"	55.35	54.15
"tcruzi-425507"	162.9	138.3
"tcruzi-426565"	42.35	39.25
"tcruzi-426582"	425.59	295.58
"tcruzi-428450"	49.92	55.31
"tcruzi-431111"	208.03	195.45
"tcruzi-433165"	92.69	96.85
"tcruzi-434798"	54.5	54.67
"tcruzi-436760"	72.7	80.93
"tcruzi-438343"	69.74	60.49
"tcruzi-438589"	195.33	197.48
"tcruzi-438853"	321.71	290.25
"tcruzi-439416"	160.82	142.56
"tcruzi-440301"	382.5	300.94
"tcruzi-441154"	89.28	70.95
"tcruzi-442077"	119.29	109.83
"tcruzi-442775"	127.45	90.61
"tcruzi-443846"	123.62	110.53
"tcruzi-445326"	32.89	37.28
"tcruzi-447214"	94.55	110.53
"tcruzi-447346"	50.15	55.2
"tcruzi-448312"	82.97	84.41
"tcruzi-450272"	196.04	156.95
"tcruzi-453379"	57.43	72.09
"tcruzi-454281"	99.97	91.32
"tcruzi-456082"	265.81	222.06
"tcruzi-459822"	152.35	132.85
"tcruzi-462047"	98.62	113
"tcruzi-462951"	101.38	98.76
"tcruzi-464026"	103.57	123.87
"tcruzi-464774"	41.86	52.76
"tcruzi-465191"	594.16	438.68
"tcruzi-465647"	147.89	134.53
"tcruzi-467386"	72.55	69.97
"tcruzi-468191"	77.38	68.04
"tcruzi-468305"	114.92	134.97
"tcruzi-468986"	79.14	71.27
"tcruzi-469164"	69.11	66.71
"tcruzi-469561"	329.8	508.61
"tcruzi-469996"	292.53	175.75
"tcruzi-470751"	45.36	39.81
"tcruzi-470944"	93.52	77.97
"tcruzi-471512"	86.25	75.81
"tcruzi-473384"	46.06	46.43
"tcruzi-473479"	184.29	177.72
"tcruzi-475171"	95.92	80.72
"tcruzi-480414"	47.19	46.37
"tcruzi-480672"	94.14	72.16
"tcruzi-481792"	57.52	48.75
"tcruzi-485109"	44.62	47.3
"tcruzi-490325"	66.26	76.74
"tcruzi-490618"	47.11	43.15
"tcruzi-491185"	92.04	78.22
"tcruzi-491214"	64.62	43.77
"tcruzi-491452"	3942.79	3102.3
"tcruzi-491639"	2452.18	2134.29
"tcruzi-491641"	2241.25	2143
"tcruzi-491642"	3104.27	2997.64
"tcruzi-491647"	1947.52	1620.65
"tcruzi-491672"	2649.5	2499.67
"tcruzi-491710"	1380.97	1201.04
"tcruzi-491711"	2080.39	1861.49
"tcruzi-491724"	1083.73	908.36
"tcruzi-492507"	90.69	119.78
"tcruzi-493359"	86.31	74.38
"tcruzi-493503"	314.69	232.56
"tcruzi-496904"	78.49	67.35
"tcruzi-498810"	40.03	36.01
"tcruzi-504094"	79.11	65.78
"tcruzi-505362"	134.06	149.94
"tcruzi-507007"	1145.3	1063.33
"tcruzi-507069"	1641.51	1360.77
"tcruzi-508286"	84.46	72.16
"tcruzi-508548"	84.69	96.46
"tcruzi-508913"	97.22	104.56
"tcruzi-510466"	55.38	63.27
"tcruzi-510708"	96.56	60.39
"tcruzi-515028"	59.12	63.93
"tcruzi-515064"	57.32	56.64
"tcruzi-516497"	151.54	108.28
"tcruzi-517856"	189.52	208.55
"tcruzi-519979"	164.97	241.38
"tcruzi-520979"	2993.81	2585.2
"tcruzi-520981"	706.67	793.61
"tcruzi-520982"	966.7	805.8
"tcruzi-522243"	407.08	285.7
"tcruzi-523225"	856.64	798.07
"tcruzi-525159"	125.93	103.71
"tcruzi-528887"	1858.69	1693.85
"tcruzi-530566"	397.43	392.65
"tcruzi-530783"	866.5	891.52
"tcruzi-530784"	855.89	726.86
"tcruzi-530932"	95.71	91.72
"tcruzi-531613"	53.89	53.48
"tcruzi-532688"	76.87	73.67
"tcruzi-532880"	125.05	140.42
"tcruzi-537813"	67.8	62.86
"tcruzi-539417"	154.33	105.41
"tcruzi-540384"	73.46	85.2
"tcruzi-542650"	356.95	327.03
"tcruzi-542992"	74.94	69.91
"tcruzi-543690"	75.83	72.86
"tcruzi-544038"	161.3	174.78
"tcruzi-544268"	205.26	120.14
"tcruzi-544602"	63.97	59.61
"tcruzi-544987"	88.01	87.46
"tcruzi-545560"	93.79	60.86
"tcruzi-547106"	49.57	50.72
"tcruzi-547440"	54.21	61.63
"tcruzi-551394"	60.49	57.19
"tcruzi-551918"	64.97	49.01
"tcruzi-553195"	62.57	73.68
"tcruzi-553524"	158.94	141.07
"tcruzi-554259"	492.95	245.43
"tcruzi-554406"	90.61	87.34
"tcruzi-554736"	61.22	56.8
"tcruzi-555434"	54.19	51.76
"tcruzi-555845"	55.02	53.22
"tcruzi-558143"	1050.2	990.29
"tcruzi-561038"	322.63	215.3
"tcruzi-561297"	75.89	66.44
"tcruzi-561864"	421.26	369.26
"tcruzi-562187"	422.71	482.64
"tcruzi-565792"	142.05	104.68
"tcruzi-567601"	92.22	94.02
"tcruzi-567738"	64.17	44.52
"tcruzi-568393"	116.24	91.6
"tcruzi-570165"	93.37	106.66
"tcruzi-572435"	62.75	61.29
"tcruzi-574963"	49.91	40.96
"tcruzi-575796"	42.73	44.55
"tcruzi-575800"	165.81	128.4
"tcruzi-576045"	64.76	68.04
"tcruzi-576835"	1099.94	1049.74
"tcruzi-577434"	169.66	121.59
"tcruzi-577456"	629.25	526.33
"tcruzi-578766"	130.17	150.3
"tcruzi-579053"	241.62	187.32
"tcruzi-579132"	289.7	291.94
"tcruzi-579265"	98.66	91.39
"tcruzi-579521"	208.72	213.92
"tcruzi-579522"	265.77	226.43
"tcruzi-579557"	496.55	312.2
"tcruzi-579562"	165.82	172.48
"tcruzi-579563"	151.15	142.37
"tcruzi-579737"	54.36	50.04
"tcruzi-579777"	83.49	69.17
"tcruzi-579975"	123.05	91.03
"tcruzi-579976"	222.72	142.88
"tcruzi-580623"	111.41	115.03
"tcruzi-583217"	81.77	65.3
"tcruzi-584814"	50.43	49.49
"tcruzi-584833"	86.76	100.95
"tcruzi-585970"	41.54	68.26
"tcruzi-587694"	55.99	68.9
"tcruzi-587811"	95.86	86.17
"tcruzi-588332"	90.02	85.62
"tcruzi-588625"	92.76	97.34
"tcruzi-589049"	95.18	127.35
"tcruzi-589178"	129.38	135.8
"tcruzi-590219"	56.68	46.87
"tcruzi-590383"	51.4	49.74
"tcruzi-593291"	806.49	718.74
"tcruzi-593486"	103.75	98.65
"tcruzi-595207"	62.32	76.5
"tcruzi-596600"	244.87	282.7
"tcruzi-596826"	1885.29	1639.82
"tcruzi-596993"	127.77	140.07
"tcruzi-597083"	84.54	70.83
"tcruzi-597320"	135.21	119.95
"tcruzi-598166"	683.72	679.36
"tcruzi-599126"	81.78	73.43
"tcruzi-599647"	57.16	780.87
"tcruzi-600813"	300.75	274.05
"tcruzi-601037"	65.23	54.84
"tcruzi-602794"	311.82	364.95
"tcruzi-604297"	75.51	75.02
"tcruzi-604374"	226.7	234.75
"tcruzi-604401"	98.29	81.15
"tcruzi-604634"	35.81	41.41
"tcruzi-605266"	281.77	292.26
"tcruzi-606587"	109.91	88.2
"tcruzi-607193"	180.76	177.46
"tcruzi-609627"	50.41	66.82
"tcruzi-610155"	149.76	178.35
"tcruzi-610691"	638.33	761.08
"tcruzi-611154"	105.49	111.47
"tcruzi-613249"	530.93	476.3
"tcruzi-613975"	411.93	295.52
"tcruzi-614243"	90.19	97.64
"tcruzi-614705"	444.04	484.57
"tcruzi-615365"	84.62	66.59
"tcruzi-615368"	60.42	49.14
"tcruzi-615424"	113.37	148.37
"tcruzi-615938"	514.87	464.84
"tcruzi-616339"	187.85	200.75
"tcruzi-616798"	44.13	44.29
"tcruzi-618195"	91.86	106.33
"tcruzi-621155"	38.01	42.55
"tcruzi-623483"	226.78	187.27
"tcruzi-623854"	262.28	226.76
"tcruzi-624110"	185.98	223.46
"tcruzi-624274"	154.05	99.14
"tcruzi-624719"	58.01	46.67
"tcruzi-626154"	77.48	83.13
"tcruzi-628140"	392.27	499.33
"tcruzi-630483"	941.51	964.64
"tcruzi-631107"	93.59	82.72
"tcruzi-632799"	88.94	90.89
"tcruzi-635402"	54.69	37.96
"tcruzi-636987"	65.86	58.1
"tcruzi-637136"	104.01	106.67
"tcruzi-637474"	61.73	55.05
"tcruzi-637798"	182.3	146.31
"tcruzi-638294"	198.54	172.18
"tcruzi-638996"	148.19	143.68
"tcruzi-640745"	107.65	84.07
"tcruzi-643068"	80.49	81.88
"tcruzi-643211"	265.09	235.65
"tcruzi-643313"	67.11	67.56
"tcruzi-643363"	79.78	79.88
"tcruzi-647851"	92.54	81.05
"tcruzi-648429"	135.1	126.46
"tcruzi-648644"	114.51	131.52
"tcruzi-648656"	91.04	71.56
"tcruzi-648762"	103.7	103.56
"tcruzi-648781"	100.52	118.54
"tcruzi-648782"	135.58	104.25
"tcruzi-648784"	103.49	95.35
"tcruzi-648785"	162.89	84.99
"tcruzi-648786"	112.17	116.96
"tcruzi-648983"	72.67	79.9
"tcruzi-649030"	125.51	139.34
"tcruzi-649548"	90.1	78.19
"tcruzi-649889"	87.38	120.24
"tcruzi-650024"	74.59	73.65
"tcruzi-651063"	82.14	147.09
"tcruzi-652508"	121.66	132.04
"tcruzi-654161"	74.46	63.76
"tcruzi-656666"	57.26	56.25
"tcruzi-656805"	43.97	45.15
"tcruzi-659597"	91.6	63.79
"tcruzi-660569"	262.4	226.14
"tcruzi-662288"	1575.46	1910.77
"tcruzi-662375"	74.36	84.14
"tcruzi-662395"	68.73	55.86
"tcruzi-662808"	84.37	91.3
"tcruzi-665278"	144.91	159.97
"tcruzi-667001"	375.1	467.99
"tcruzi-667047"	94.13	64.63
"tcruzi-667137"	109.82	136.31
"tcruzi-668318"	127.5	109.43
"tcruzi-669057"	56.92	144.29
"tcruzi-669853"	69.15	63.01
"tcruzi-669939"	145.73	166.91
"tcruzi-670005"	73.74	71.08
"tcruzi-670242"	71.84	69.45
"tcruzi-671852"	124.38	95.24
"tcruzi-672835"	1776.9	1924.36
"tcruzi-673146"	70.96	68.76
"tcruzi-673386"	198.04	198.07
"tcruzi-674898"	3583.09	3929.27
"tcruzi-678469"	107.57	176.32
"tcruzi-680409"	288.51	349.59
"tcruzi-680947"	54.9	37.42
"tcruzi-681098"	58.53	44.73
"tcruzi-681203"	185.35	103.21
"tcruzi-681382"	2349.11	2026.58
"tcruzi-682546"	2165.02	1955.32
"tcruzi-682834"	98.57	86.74
"tcruzi-683142"	55.26	56.22
"tcruzi-684687"	217.06	242.24
"tcruzi-685392"	76.88	72.07
"tcruzi-685450"	105.1	74.83
"tcruzi-686026"	394.84	389.55
"tcruzi-686575"	104.46	124.32
"tcruzi-686813"	240.68	243.88
"tcruzi-688188"	257.83	328.05
"tcruzi-688191"	805.45	1125.65
"tcruzi-688226"	532.92	658.69
"tcruzi-688230"	617.47	660.03
"tcruzi-688233"	635.72	486.74
"tcruzi-688234"	395.28	435.78
"tcruzi-688235"	224.2	202
"tcruzi-688236"	490.99	408.61
"tcruzi-688240"	277.31	251.72
"tcruzi-688241"	267.11	205.7
"tcruzi-688242"	319.9	274.03
"tcruzi-688243"	371.43	319.83
"tcruzi-688396"	44.39	41.24
"tcruzi-690043"	76.66	82.58
"tcruzi-691587"	67.76	59.39
"tcruzi-692396"	48.96	53.35
"tcruzi-693169"	975.32	969.15
"tcruzi-693187"	203.41	158.81
"tcruzi-693438"	64.47	69.01
"tcruzi-694838"	61.5	59.54
"tcruzi-695738"	2725.11	1843.03
"tcruzi-696381"	68.98	50.1
"tcruzi-696589"	107.89	106.4
"tcruzi-696706"	102.84	91.33
"tcruzi-699417"	114.99	65.23
"tcruzi-699464"	345.41	381.06
"tcruzi-701048"	146.06	131.18
"tcruzi-701980"	440.62	407.25
"tcruzi-702841"	42.27	44.37
"tcruzi-703146"	59.12	69.02
"tcruzi-705260"	109.56	82.54
"tcruzi-708476"	89.24	84.89
"tcruzi-708559"	115.58	107.98
"tcruzi-709903"	180.58	218.89
"tcruzi-710448"	206.27	182.87
"tcruzi-710561"	1419.03	1170.99
"tcruzi-711287"	110.37	101.52
"tcruzi-711455"	62.63	64.13
"tcruzi-712933"	149.39	150.19
"tcruzi-713950"	104.82	103.46
"tcruzi-714209"	45.79	50.83
"tcruzi-714603"	270.26	264.64
"tcruzi-715074"	51.77	36.88
"tcruzi-715965"	88.58	64.48
"tcruzi-716103"	60.83	74.81
"tcruzi-716173"	124.17	114.95
"tcruzi-717213"	1215.83	1074.31
"tcruzi-717278"	59.97	69.33
"tcruzi-718364"	93.5	110.18
"tcruzi-720581"	561.75	123.95
