"Reporter Name"	"US_NE_rawData_r1"	"US_NE_rawData_r2"
"tcruzi-1366529"	355.59	407.51
"tcruzi-1367500"	102.79	93.38
"tcruzi-1368041"	61.49	60.35
"tcruzi-1370289"	68.32	60.21
"tcruzi-1371050"	42	51.32
"tcruzi-1373329"	41.59	41.19
"tcruzi-1374160"	998.73	973.24
"tcruzi-1376288"	56.2	60.7
"tcruzi-1377822"	114.02	104.88
"tcruzi-1383389"	49.97	53.06
"tcruzi-1386086"	102.79	107.46
"tcruzi-1386719"	92.46	108.76
"tcruzi-1387472"	89.92	94.73
"tcruzi-1389417"	604.42	493.7
"tcruzi-1389673"	178.91	153.57
"tcruzi-1390510"	138.06	124.5
"tcruzi-1393604"	113.84	130.15
"tcruzi-1394556"	291	241.4
"tcruzi-1394674"	234.12	144.57
"tcruzi-1395641"	102.3	68.46
"tcruzi-1395762"	123.74	119.69
"tcruzi-1396021"	105.77	75.17
"tcruzi-1396171"	143.81	42.97
"tcruzi-1396233"	165.36	146.97
"tcruzi-1396750"	39.45	46.24
"tcruzi-1398460"	47.6	51.9
"tcruzi-1399442"	99.33	128.84
"tcruzi-1400729"	65	82.22
"tcruzi-1400992"	172.48	125.69
"tcruzi-1401389"	83.23	86.33
"tcruzi-1402662"	94.22	93.69
"tcruzi-1403720"	99.75	89.65
"tcruzi-1405130"	78.27	91.2
"tcruzi-1405252"	73.62	60.61
"tcruzi-1405779"	366.03	363
"tcruzi-1407669"	53	39.5
"tcruzi-1407880"	169.04	112
"tcruzi-1408592"	100.73	66.6
"tcruzi-1408867"	531.8	449.36
"tcruzi-1410550"	49.03	43.2
"tcruzi-1411187"	1311.23	1111.86
"tcruzi-1411767"	99.46	92.28
"tcruzi-1412478"	45.99	50.33
"tcruzi-1413309"	139	101.06
"tcruzi-1416932"	90.44	95.68
"tcruzi-1417053"	376.14	459.25
"tcruzi-1417373"	135.94	141.1
"tcruzi-1418150"	87.6	74.15
"tcruzi-1418570"	60.16	53.87
"tcruzi-1418630"	90.23	61.16
"tcruzi-1419073"	61.65	66.99
"tcruzi-1420027"	75.99	58.55
"tcruzi-1420365"	68.5	62.59
"tcruzi-1420474"	132.72	119.07
"tcruzi-1424785"	75.25	67.79
"tcruzi-1425690"	90.37	76.93
"tcruzi-1426609"	210.12	195.6
"tcruzi-1426769"	57.82	64.11
"tcruzi-1426779"	65.75	59.81
"tcruzi-1427951"	89.14	83.12
"tcruzi-1428469"	66.47	51.77
"tcruzi-1428927"	101.37	135.58
"tcruzi-1429460"	757.98	761.19
"tcruzi-1429642"	85.82	88.44
"tcruzi-1430085"	122	137.04
"tcruzi-1430128"	95.46	77.38
"tcruzi-1430632"	666.9	685.61
"tcruzi-1431541"	310.93	415.43
"tcruzi-1431582"	70.57	77.42
"tcruzi-1431796"	134.23	122.08
"tcruzi-1432852"	38.4	42.17
"tcruzi-1433332"	36.64	43
"tcruzi-1433478"	92.54	67.84
"tcruzi-1436785"	73.03	62.7
"tcruzi-1437374"	150.17	151.87
"tcruzi-1438824"	164.51	194.29
"tcruzi-1440435"	589.71	394.24
"tcruzi-1441863"	97.24	80.99
"tcruzi-1442883"	90.52	113.77
"tcruzi-1443398"	104.02	83.89
"tcruzi-1443565"	553.13	145.03
"tcruzi-1443785"	85.65	82.03
"tcruzi-1443818"	39.94	38.51
"tcruzi-1444121"	57.82	62.51
"tcruzi-1444780"	116.38	108.69
"tcruzi-1444781"	120.09	111.46
"tcruzi-1444870"	117.51	113.28
"tcruzi-1445056"	65.81	77.81
"tcruzi-1445395"	57.86	55.31
"tcruzi-1446936"	46.46	49.58
"tcruzi-1447715"	87.48	68.51
"tcruzi-1448352"	49.14	49.2
"tcruzi-1448430"	49.93	43.96
"tcruzi-1454707"	138.37	124.7
"tcruzi-1454955"	1221.63	1059.87
"tcruzi-1454967"	106.67	86.72
"tcruzi-1455053"	128.21	134.63
"tcruzi-1455078"	3335.77	3656.14
"tcruzi-1455079"	2711.08	4284.92
"tcruzi-1455080"	1576.43	1458.84
"tcruzi-1455081"	3924.44	3561.54
"tcruzi-1455082"	2605.18	2921.58
"tcruzi-1455086"	2928.92	3625.28
"tcruzi-1455087"	1647.31	1982.6
"tcruzi-1455088"	2202.58	2529.67
"tcruzi-1455182"	215.6	183.93
"tcruzi-1457785"	365.18	190.07
"tcruzi-1458847"	106.82	71.51
"tcruzi-1459863"	212.84	194.9
"tcruzi-1460093"	71.88	73.22
"tcruzi-1462206"	89.32	77.47
"tcruzi-1462308"	33.89	44.86
"tcruzi-1462441"	73.1	55.97
"tcruzi-1463929"	65.78	61.81
"tcruzi-1464023"	77.19	89.21
"tcruzi-1464059"	38.2	39.54
"tcruzi-1465230"	95.2	120.26
"tcruzi-1466443"	172.01	169.7
"tcruzi-1469686"	88.79	68.73
"tcruzi-1474284"	154.97	130.16
"tcruzi-1477301"	600.83	490.46
"tcruzi-1477302"	392.23	317.72
"tcruzi-1477305"	1103.23	480.49
"tcruzi-1477308"	471.59	501.83
"tcruzi-1477309"	432.26	378.71
"tcruzi-1477312"	373.34	367.29
"tcruzi-1477314"	1184.51	1024.54
"tcruzi-1477315"	804.39	889.77
"tcruzi-1477316"	446.86	437.73
"tcruzi-1477317"	258.89	225.08
"tcruzi-1477321"	445.43	415.23
"tcruzi-1477322"	454.76	483.95
"tcruzi-1477323"	514.23	513.96
"tcruzi-1477447"	105.98	225.05
"tcruzi-1477817"	190.81	190.76
"tcruzi-1479441"	155.02	102.73
"tcruzi-1480897"	135.54	121.63
"tcruzi-1481296"	130.39	100.86
"tcruzi-1481517"	81.85	85.74
"tcruzi-1483701"	88.71	89.04
"tcruzi-1484007"	110.59	99.46
"tcruzi-1484503"	159.19	202.83
"tcruzi-1485655"	57.21	73.27
"tcruzi-1491350"	213.64	181.03
"tcruzi-1491804"	355.24	390.73
"tcruzi-1492761"	89.67	90.44
"tcruzi-1493802"	58.41	77.37
"tcruzi-1494207"	72.26	81.24
"tcruzi-1494259"	258.25	261.6
"tcruzi-1495399"	102.23	94.36
"tcruzi-1496418"	61.48	74.85
"tcruzi-1497197"	59.09	61.24
"tcruzi-1497227"	2665.23	2611.49
"tcruzi-1497229"	2995.63	2984.83
"tcruzi-1497231"	2788.37	2099.83
"tcruzi-1497233"	1777.81	1680.04
"tcruzi-1497239"	832.18	793.97
"tcruzi-1497240"	134.66	148.73
"tcruzi-1497412"	68.72	65.16
"tcruzi-1497525"	5764.43	4769.1
"tcruzi-1497673"	55.13	51.88
"tcruzi-1498047"	1631.51	1337.38
"tcruzi-1498087"	123.3	85.71
"tcruzi-1498735"	74.16	82.65
"tcruzi-1499424"	153.41	126.62
"tcruzi-1500439"	986.64	991.72
"tcruzi-1500530"	148.33	50.28
"tcruzi-1500563"	293.95	244.97
"tcruzi-1500825"	109.83	579.96
"tcruzi-1500868"	120.08	74.62
"tcruzi-1501833"	48	51.91
"tcruzi-1503438"	227.96	181.92
"tcruzi-1503495"	343.72	271.7
"tcruzi-1504390"	66.39	56.65
"tcruzi-1504848"	41.45	50.4
"tcruzi-1505803"	79.44	79.78
"tcruzi-1507733"	60.07	60.41
"tcruzi-1509584"	84.04	69.6
"tcruzi-1510460"	105.15	122.46
"tcruzi-1510737"	59.46	57.05
"tcruzi-1510738"	54.88	51.23
"tcruzi-1510835"	54.21	71.34
"tcruzi-1511831"	98.37	134.71
"tcruzi-1512367"	92.21	84.07
"tcruzi-1513852"	99.1	76.3
"tcruzi-1514520"	53.58	60.57
"tcruzi-1514889"	322.43	188.92
"tcruzi-1515982"	45.88	35.73
"tcruzi-1518162"	5432.79	5569.97
"tcruzi-1518163"	1529.97	1586.13
"tcruzi-1518165"	245.61	221.54
"tcruzi-1518209"	113.46	109.99
"tcruzi-1518316"	79.8	71.4
"tcruzi-1518323"	105.23	94.06
"tcruzi-1520087"	1134.78	964.28
"tcruzi-1521173"	210.74	206
"tcruzi-1521828"	82.79	86.37
"tcruzi-1522010"	118.67	80.21
"tcruzi-1522557"	236.17	258.47
"tcruzi-1523504"	2148.17	2043.24
"tcruzi-1523506"	183.03	123.15
"tcruzi-1524770"	781.43	1534.75
"tcruzi-1524827"	39.29	53
"tcruzi-1525735"	94.7	85.21
"tcruzi-1526824"	283.31	281.27
"tcruzi-1527255"	60.46	62.71
"tcruzi-1529425"	130.52	99
"tcruzi-1532396"	131.3	146.53
"tcruzi-1533924"	101.82	74.14
"tcruzi-1534808"	93.3	81.29
"tcruzi-1535435"	673.59	521.01
"tcruzi-1536258"	96.31	87.76
"tcruzi-1536593"	90.55	78.18
"tcruzi-1536991"	40.39	50.39
"tcruzi-1537160"	79.68	80.68
"tcruzi-1537246"	36.61	35.6
"tcruzi-1538111"	104.92	122.29
"tcruzi-1538683"	89.67	85.75
"tcruzi-1539306"	128.64	91.11
"tcruzi-1539375"	136.91	140.22
"tcruzi-1540162"	100.5	102.01
"tcruzi-1540585"	166.58	205.83
"tcruzi-1541811"	211.58	179.11
"tcruzi-1542278"	346.72	409.23
"tcruzi-1542279"	417.77	403.28
"tcruzi-1542280"	158.3	89.88
"tcruzi-1542282"	158.08	196.05
"tcruzi-1542723"	139.85	124.03
"tcruzi-1543028"	176.09	202.43
"tcruzi-1543367"	103.65	183.59
"tcruzi-1544739"	69.62	68.23
"tcruzi-1547640"	60.32	60.45
"tcruzi-1548333"	183.5	163.49
"tcruzi-1549056"	72.51	62.94
"tcruzi-1549238"	126.63	224
"tcruzi-1551114"	116.93	170.69
"tcruzi-1551284"	199.24	157
"tcruzi-1551285"	156.68	147.12
"tcruzi-1552337"	68.26	64.94
"tcruzi-1552453"	99.44	85.2
"tcruzi-1553173"	258.87	218.76
"tcruzi-1553193"	58.1	126.12
"tcruzi-1553412"	75.23	76.98
"tcruzi-1555965"	262.11	257.46
"tcruzi-1556834"	76.26	54.77
"tcruzi-1557974"	239.09	255.5
"tcruzi-1558192"	44.01	45.43
"tcruzi-1558882"	103.19	118.21
"tcruzi-1560166"	306.19	259.74
"tcruzi-1560681"	78.01	70.59
"tcruzi-1562189"	87.88	49.32
"tcruzi-1562390"	370.5	291.72
"tcruzi-1563057"	583.28	746.33
"tcruzi-1563192"	226.01	224.18
"tcruzi-1563272"	126.93	106.26
"tcruzi-1564216"	50.45	48.44
"tcruzi-1564511"	133.48	148.17
"tcruzi-1565209"	51.5	51.72
"tcruzi-1565235"	193.66	208.67
"tcruzi-1566440"	72.87	61.69
"tcruzi-1566806"	1990.94	1560.99
"tcruzi-1567518"	164.26	201.87
"tcruzi-1568497"	98.44	128.8
"tcruzi-1569398"	72.5	67.05
"tcruzi-1569897"	158.49	161.11
"tcruzi-1570158"	119.96	187.03
"tcruzi-1570186"	285.85	240.55
"tcruzi-1572992"	324.94	260.29
"tcruzi-1573090"	605.46	560.1
"tcruzi-1573609"	46.74	48.25
"tcruzi-1574001"	1515.83	1487.41
"tcruzi-1574370"	95.01	78.76
"tcruzi-1574455"	412.85	379.45
"tcruzi-1574464"	78.88	73.42
"tcruzi-1576824"	72.14	62.5
"tcruzi-1577928"	426.93	390.68
"tcruzi-1578131"	474.95	397.72
"tcruzi-1579926"	165.3	119.7
"tcruzi-1579988"	81.56	80.21
"tcruzi-1580163"	65.54	45.84
"tcruzi-1582045"	99.22	94.33
"tcruzi-1582046"	156.04	175.98
"tcruzi-1583575"	72.56	78.72
"tcruzi-1585791"	91.11	86.77
"tcruzi-1586553"	165.16	159.57
"tcruzi-1586666"	75.65	63.84
"tcruzi-1587110"	46.78	53.48
"tcruzi-1587286"	126.16	124.63
"tcruzi-1587970"	136.5	93.48
"tcruzi-1589324"	602.79	576.67
"tcruzi-1591348"	91.26	94.6
"tcruzi-1592412"	368.59	366.09
"tcruzi-1592642"	182.34	201.3
"tcruzi-1592967"	50.24	46.78
"tcruzi-1594482"	212.1	220.58
"tcruzi-1595151"	520.47	574.69
"tcruzi-1596319"	50.19	45.89
"tcruzi-1596573"	43.83	47.66
"tcruzi-1597333"	139.44	99.38
"tcruzi-1597994"	2836.88	2549.68
"tcruzi-1598056"	63.38	48.19
"tcruzi-1600920"	85.35	89.1
"tcruzi-1601146"	75.15	89.42
"tcruzi-1601383"	79.71	52.83
"tcruzi-1601462"	95.19	79
"tcruzi-1602087"	46.16	45.22
"tcruzi-1605232"	143.84	117.63
"tcruzi-1605410"	89.93	78.86
"tcruzi-1607120"	92.19	80.11
"tcruzi-1609253"	101.76	348.54
"tcruzi-1609402"	69.92	54.24
"tcruzi-1609538"	690.69	681.67
"tcruzi-1610808"	115.03	134.08
"tcruzi-1611123"	97.01	79.82
"tcruzi-1612081"	358.53	318.36
"tcruzi-1612488"	129.69	120.72
"tcruzi-1613015"	430.11	189.3
"tcruzi-1613141"	45.9	51.12
"tcruzi-1613641"	58.75	68.44
"tcruzi-1614533"	115	90.74
"tcruzi-1615039"	304.48	278.9
"tcruzi-1617797"	90.28	104.14
"tcruzi-1617962"	37.78	39.17
"tcruzi-1618311"	78.86	89.77
"tcruzi-1618347"	64.6	42.97
"tcruzi-1620284"	93.39	78.58
"tcruzi-1620754"	158.21	160.56
"tcruzi-1621076"	57.95	43.39
"tcruzi-1624360"	63.42	84.46
"tcruzi-1624529"	1544.66	1391.52
"tcruzi-1624924"	83.82	87.03
"tcruzi-1625346"	59.04	56.43
"tcruzi-1625462"	44.48	44.33
"tcruzi-1626044"	101.84	99.73
"tcruzi-1626514"	2046.85	1388.5
"tcruzi-1626709"	44.71	53.03
"tcruzi-1628410"	432.92	416.57
"tcruzi-1628918"	63.83	56.66
"tcruzi-1629094"	770.52	551.2
"tcruzi-1629167"	92.22	101.08
"tcruzi-1630827"	36.82	39.31
"tcruzi-1633577"	48.58	38.92
"tcruzi-1634436"	168.42	95.11
"tcruzi-1636649"	51.23	40.09
"tcruzi-1636924"	510.2	389
"tcruzi-1638576"	170.51	143.22
"tcruzi-1638773"	48.57	61.46
"tcruzi-1638885"	56.63	53.26
"tcruzi-1639290"	43.73	53.87
"tcruzi-1642535"	98.11	112.48
"tcruzi-1642715"	969.91	1022.23
"tcruzi-1648561"	187.18	125.42
"tcruzi-1648624"	154.33	147.9
"tcruzi-1649215"	180.94	156.76
"tcruzi-1652332"	67.34	54.86
"tcruzi-1652638"	81.92	78.99
"tcruzi-1652969"	207.67	245.53
"tcruzi-1653467"	41.68	49.22
"tcruzi-1654056"	54.86	51.82
"tcruzi-1655756"	55.77	44.53
"tcruzi-1658910"	84.97	79.48
"tcruzi-1660985"	62.6	77.03
"tcruzi-1661370"	561.4	591.1
"tcruzi-1663272"	106.26	96.89
"tcruzi-1664138"	92.58	71.08
"tcruzi-1665081"	84.84	77.37
"tcruzi-1665190"	479.95	448.46
"tcruzi-1667950"	68.36	75.08
"tcruzi-1668665"	104.58	118.79
"tcruzi-1669240"	123.03	83.13
"tcruzi-1669981"	48.93	57.19
"tcruzi-1671320"	63.56	64.81
"tcruzi-1673022"	125.36	111.62
"tcruzi-1674391"	85.33	82.63
"tcruzi-1675763"	125.28	96.15
"tcruzi-1678538"	151.86	110.15
"tcruzi-1679278"	51.29	50.85
"tcruzi-1682107"	2632.09	3028.81
"tcruzi-1684723"	65.2	137.41
"tcruzi-1685154"	201.81	165.14
"tcruzi-1686349"	75.93	72.27
"tcruzi-1686903"	96.87	86.33
"tcruzi-1687980"	77.27	62.39
"tcruzi-1688062"	132.12	135.22
"tcruzi-1694908"	45.16	46.72
"tcruzi-1695347"	158.01	88.01
"tcruzi-1696958"	270.67	262.26
"tcruzi-1697495"	94.08	89.62
"tcruzi-1698659"	146.78	167.4
"tcruzi-1698982"	72.72	58.33
"tcruzi-1700247"	64.47	75.48
"tcruzi-1701757"	92.64	77.08
"tcruzi-1702338"	74.25	91.44
"tcruzi-1703903"	36.12	41.03
"tcruzi-1704414"	373.78	351.9
"tcruzi-1705979"	59.67	60.91
"tcruzi-1706055"	223.25	153.36
"tcruzi-1707755"	83.62	85.81
"tcruzi-1709768"	64.72	60.39
"tcruzi-1711596"	110.2	115.19
"tcruzi-1711890"	171.05	186.19
"tcruzi-1716760"	101.29	117.54
"tcruzi-1717835"	146.21	126.78
"tcruzi-1719157"	44.16	39.96
"tcruzi-1719301"	41.23	33.71
"tcruzi-1720191"	102.72	78.56
"tcruzi-1720319"	93.82	96.42
"tcruzi-1721011"	50.14	42.02
"tcruzi-1723439"	127.63	120.85
"tcruzi-1723442"	51.5	52.29
"tcruzi-1724052"	46.59	38.75
"tcruzi-1724529"	61.61	58.71
"tcruzi-1725233"	175.9	169.3
"tcruzi-1725727"	53.8	112.52
"tcruzi-1725839"	750.35	700.67
"tcruzi-1726580"	4746.32	4192.9
"tcruzi-1727192"	34.3	40.3
"tcruzi-1727548"	84.27	81.93
"tcruzi-1727890"	96.53	80.86
"tcruzi-1728096"	85.43	93.88
"tcruzi-1728604"	141.92	59.26
"tcruzi-1728921"	243.85	158.38
"tcruzi-1729385"	106.34	84.14
"tcruzi-1729506"	78.35	55.11
"tcruzi-1730503"	111.55	101.46
"tcruzi-1731521"	121.89	122.32
"tcruzi-1731940"	144.4	111.63
"tcruzi-1734434"	73.09	83.14
"tcruzi-1736477"	88.71	69.79
"tcruzi-1737371"	155.88	140.45
"tcruzi-1739330"	45.34	37.82
"tcruzi-1739400"	62.07	69.62
"tcruzi-1740856"	30.37	39.98
"tcruzi-1741484"	41.44	45.94
"tcruzi-1743263"	106.98	95.68
"tcruzi-1744284"	128.7	96.45
"tcruzi-1744474"	50.49	36.02
"tcruzi-1746060"	134.96	147.1
"tcruzi-1746723"	161.97	183.16
"tcruzi-1747316"	168.14	128.13
"tcruzi-1748558"	414.79	273.87
"tcruzi-1749363"	60.72	77.41
"tcruzi-1749985"	52.97	47
"tcruzi-1750392"	98.65	94.51
"tcruzi-1751809"	56.93	55.26
"tcruzi-1753059"	170.46	125.43
"tcruzi-1754180"	70.07	68.44
"tcruzi-1755028"	103.94	179.88
"tcruzi-1755419"	78.09	73.67
"tcruzi-1755567"	69.56	58.8
"tcruzi-1755827"	121.34	107.25
"tcruzi-1757011"	71.34	76.18
"tcruzi-1757623"	102.85	107.74
"tcruzi-1758762"	108.05	88.06
"tcruzi-1760503"	49.77	41.45
"tcruzi-1761122"	105.84	122.61
"tcruzi-1762736"	59.78	55.91
"tcruzi-1765342"	86.03	76.77
"tcruzi-1766597"	104.38	97.34
"tcruzi-1767615"	82.07	62.7
"tcruzi-1768737"	337.16	364.14
"tcruzi-1768738"	191	156.16
"tcruzi-1768739"	268.39	286.16
"tcruzi-1769921"	256.58	291.58
"tcruzi-1770887"	175.31	178.69
"tcruzi-1771451"	53.62	45.96
"tcruzi-1771766"	73.16	53.83
"tcruzi-1771804"	92.53	74.93
"tcruzi-1771921"	83.66	79.98
"tcruzi-1771933"	88.57	71.62
"tcruzi-1773661"	45.46	49.23
"tcruzi-1774594"	68.38	73.12
"tcruzi-1775597"	118.66	356.59
"tcruzi-1776888"	82.58	56.92
"tcruzi-1777098"	34.46	37.53
"tcruzi-1780642"	292.15	174.79
"tcruzi-1781610"	138.37	112.73
"tcruzi-1788057"	120.51	94.67
"tcruzi-1790093"	140.47	162.09
"tcruzi-1791938"	43.87	48.27
"tcruzi-1792230"	86.96	88.48
"tcruzi-1792287"	72.21	70.4
"tcruzi-1793211"	53.26	59.65
"tcruzi-1793707"	58.33	64.14
"tcruzi-1794265"	108.31	72.58
"tcruzi-1794928"	82.98	80.77
"tcruzi-1794930"	61.55	58.32
"tcruzi-1795649"	394.2	482.17
"tcruzi-1799119"	132.5	89.03
"tcruzi-1802513"	59.16	143.72
"tcruzi-1803887"	328.69	2203.97
"tcruzi-1805874"	46.29	44.06
"tcruzi-1807430"	44.94	49.1
"tcruzi-1807541"	72.64	76.1
"tcruzi-1810179"	516.53	420.66
"tcruzi-1810886"	148.42	89.76
"tcruzi-1811006"	63.88	65.86
"tcruzi-1811085"	136.02	121.91
"tcruzi-1812056"	49.04	46.86
"tcruzi-1813512"	58.68	63.98
"tcruzi-1813788"	54.24	50.72
"tcruzi-1814057"	104.26	87.04
"tcruzi-1814795"	127.25	90.98
"tcruzi-1815579"	54.12	43.66
"tcruzi-1815965"	67.19	60.45
"tcruzi-1816816"	68.91	76.48
"tcruzi-1817252"	69.12	60.41
"tcruzi-1819832"	134.75	128.98
"tcruzi-1820245"	114.34	121.69
"tcruzi-1820392"	64.14	55.71
"tcruzi-1822441"	90.72	75.78
"tcruzi-1823230"	70.6	81.77
"tcruzi-1824082"	46.22	43.25
"tcruzi-1824455"	58.22	61.85
"tcruzi-1824615"	494.66	487.04
"tcruzi-1824753"	71.96	70.46
"tcruzi-1825152"	41.42	40.98
"tcruzi-1825436"	154.35	238.45
"tcruzi-1825497"	50.64	51.09
"tcruzi-1825708"	99.92	87.8
"tcruzi-1825709"	99.11	121.64
"tcruzi-1825943"	47.36	47.65
"tcruzi-1828463"	57.1	47.14
"tcruzi-1831110"	51.34	53.67
"tcruzi-1831375"	56.29	44.45
"tcruzi-1831615"	48.98	48
"tcruzi-1831694"	270.78	239.42
"tcruzi-1832580"	150.52	171.89
"tcruzi-1834231"	97.55	106.03
"tcruzi-1834440"	3791.33	4180.44
"tcruzi-1834441"	4201.58	4574.32
"tcruzi-1834443"	3231	3607.75
"tcruzi-1834934"	68.61	59.9
"tcruzi-1834939"	3852.54	2982.86
"tcruzi-1835748"	122.05	167.41
"tcruzi-1835940"	267.24	292.47
"tcruzi-1836529"	54.29	50.85
"tcruzi-1838018"	9115.49	8139.18
"tcruzi-1838563"	103.76	125.11
"tcruzi-1839444"	81.97	80.79
"tcruzi-1839840"	169.84	175.63
"tcruzi-1839900"	240.89	248.51
"tcruzi-1840261"	312.95	270.12
"tcruzi-1841678"	108.05	95.04
"tcruzi-1841901"	202.87	193.44
"tcruzi-1844384"	274.93	299.6
"tcruzi-1844903"	313.43	203.37
"tcruzi-1844980"	130.9	126.82
"tcruzi-1844981"	336.45	266.45
"tcruzi-1844982"	316.02	228.79
"tcruzi-1844984"	270.37	225.18
"tcruzi-1844985"	246.86	268.37
"tcruzi-1845654"	114.48	93.19
"tcruzi-1846978"	181.4	234.09
"tcruzi-1848064"	61.63	49.73
"tcruzi-1848403"	67.71	63.69
"tcruzi-1848426"	201.24	205.7
"tcruzi-1848819"	45.85	45.89
"tcruzi-1848880"	83.67	96.46
"tcruzi-1849605"	73.09	74.36
"tcruzi-1849977"	50.94	59.7
"tcruzi-1852032"	48.88	68.84
"tcruzi-1852415"	215.63	158.75
"tcruzi-1852577"	67.48	69.88
"tcruzi-1854389"	83.64	83.3
"tcruzi-1854993"	1102.67	669.34
"tcruzi-1855699"	45.58	61.57
"tcruzi-1856550"	36.42	42.32
"tcruzi-1856849"	45.75	51.59
"tcruzi-1857146"	47.29	46.78
"tcruzi-1857763"	89.43	66.18
"tcruzi-1857791"	62.38	68.71
"tcruzi-1858109"	41.73	46.61
"tcruzi-1858678"	132.23	86.65
"tcruzi-1859347"	202.81	134.63
"tcruzi-1861764"	48.84	47.27
"tcruzi-1863080"	118.19	129.13
"tcruzi-1864503"	71.47	66.79
"tcruzi-1865671"	129.19	104.05
"tcruzi-1867341"	44.32	48.59
"tcruzi-1867553"	156.38	176.67
"tcruzi-1869141"	61.51	58.89
"tcruzi-1870282"	55.67	51.61
"tcruzi-1870394"	110.71	78.2
"tcruzi-1874100"	64.01	66.44
"tcruzi-1874766"	39.27	42.5
"tcruzi-1875741"	76.45	122.96
"tcruzi-1876888"	169.82	120
"tcruzi-1877172"	113.27	168.24
"tcruzi-1877196"	52.83	53.91
"tcruzi-1878419"	1046.27	943.37
"tcruzi-1880256"	127.39	125.74
"tcruzi-1882369"	2023.34	2112.07
"tcruzi-1882385"	456	400.59
"tcruzi-1882802"	102.46	114.45
"tcruzi-1885771"	60.1	78.37
"tcruzi-1886705"	1235.52	957.64
"tcruzi-1887062"	34.55	37.39
"tcruzi-1887099"	317.34	301.36
"tcruzi-1887343"	364.2	241.75
"tcruzi-1888658"	82.98	109.17
"tcruzi-1891109"	245.78	209.5
"tcruzi-1891159"	73.44	93.12
"tcruzi-1893677"	95.41	94.1
"tcruzi-1894243"	41.85	40.05
"tcruzi-1896124"	1112.75	1058.36
"tcruzi-1896417"	1748.94	1820.16
"tcruzi-1897087"	51.17	45.84
"tcruzi-1898998"	74.86	78.42
"tcruzi-1901714"	63.2	78.88
"tcruzi-1902057"	81.96	73.19
"tcruzi-1902472"	618.26	524.87
"tcruzi-1902933"	76.39	76.7
"tcruzi-1903219"	63.9	57.6
"tcruzi-1904757"	65.19	80.25
"tcruzi-1907900"	45.77	46.41
"tcruzi-1908217"	743.37	694.19
"tcruzi-1910813"	58.1	70.48
"tcruzi-1911654"	280.31	248.49
"tcruzi-1912086"	116.44	105.82
"tcruzi-1912190"	152.21	139.97
"tcruzi-1915162"	603.67	518.12
"tcruzi-1915552"	87.08	77.27
"tcruzi-1915593"	187.09	154.09
"tcruzi-1915820"	662.71	601.28
"tcruzi-1916208"	136.49	65.66
"tcruzi-1917866"	65.64	45.86
"tcruzi-1921473"	70.97	64.39
"tcruzi-1921826"	55.07	54.91
"tcruzi-1922058"	62.9	66.07
"tcruzi-1922247"	97.89	68.59
"tcruzi-1922508"	125.35	43.68
"tcruzi-1925185"	73.48	91.64
"tcruzi-1925272"	224.53	290.2
"tcruzi-1926122"	53.32	50.76
"tcruzi-1926210"	69.72	51.3
"tcruzi-1927367"	183.45	142.59
"tcruzi-1929107"	36.27	34.63
"tcruzi-1932117"	92.95	94.18
"tcruzi-1932287"	199.65	197.91
"tcruzi-1932381"	263.42	290.19
"tcruzi-1932516"	54.6	50.54
"tcruzi-1933179"	87.26	86.46
"tcruzi-1933379"	51.13	44.06
"tcruzi-1933462"	101.74	81.95
"tcruzi-1935209"	74.29	58.93
"tcruzi-1936027"	75.79	81.81
"tcruzi-1936456"	44.68	41.99
"tcruzi-1937452"	84.35	62.06
"tcruzi-1940278"	56.4	51.66
"tcruzi-1941265"	96.58	71.45
"tcruzi-1941426"	65.92	99.53
"tcruzi-1941976"	44.47	43.79
"tcruzi-1943637"	44.94	40.63
"tcruzi-1944043"	2029.34	1892.24
"tcruzi-1944234"	392.74	381.85
"tcruzi-1945660"	789.96	779.49
"tcruzi-1946289"	2596.64	3163.91
"tcruzi-1946291"	826.19	1238.93
"tcruzi-1946292"	3022.07	2693.67
"tcruzi-1946297"	147.69	157.2
"tcruzi-1946298"	232.95	457.47
"tcruzi-1947119"	1042.72	1045.08
"tcruzi-1951099"	72.69	70.37
"tcruzi-1951541"	327.54	374.03
"tcruzi-1954272"	61.84	58.41
"tcruzi-1957071"	70.23	62.71
"tcruzi-1957213"	60.27	56.47
"tcruzi-1957459"	41.42	53.02
"tcruzi-1961045"	112.02	111.57
"tcruzi-1962816"	61.83	75.88
"tcruzi-1963837"	69.38	73.72
"tcruzi-1963924"	92.62	70.49
"tcruzi-1964286"	595.08	619.21
"tcruzi-1964683"	842.42	694.63
"tcruzi-1965340"	70.98	64.35
"tcruzi-1965347"	152	151.13
"tcruzi-1965742"	60.03	44.12
"tcruzi-1966604"	165.03	178.75
"tcruzi-1968348"	33.88	36.87
"tcruzi-1972762"	40.17	36.16
"tcruzi-1973994"	89.11	51.21
"tcruzi-1974091"	97.09	104.15
"tcruzi-1975354"	44.2	47.65
"tcruzi-1978598"	234.32	191.35
"tcruzi-1979434"	89.52	68.99
"tcruzi-1981357"	122.2	123.87
"tcruzi-1982557"	293.67	189.06
"tcruzi-1984199"	79.6	62.49
"tcruzi-1985376"	112.6	102.71
"tcruzi-1987562"	239.18	196.12
"tcruzi-1989081"	141.72	122.98
"tcruzi-1989292"	240.34	251.1
"tcruzi-1989991"	55.96	46.72
"tcruzi-1990518"	60.54	69.1
"tcruzi-1991307"	100.99	84.21
