"Reporter Name"	"MX_NE_rawData_r1"	"MX_NE_rawData_r2"
"tcruzi-715074"	44.19	64.42
"tcruzi-715965"	74.74	91.73
"tcruzi-716103"	70.11	93.81
"tcruzi-716173"	141.36	189.6
"tcruzi-717213"	401.89	494.39
"tcruzi-717278"	68.18	97.95
"tcruzi-718364"	116.75	128.62
"tcruzi-720581"	307.37	449.52
"tcruzi-722409"	161.46	239
"tcruzi-723816"	61.64	84.76
"tcruzi-725295"	1135.72	1422.8
"tcruzi-726076"	178.94	235.82
"tcruzi-726409"	51	80.53
"tcruzi-728476"	124.68	271.36
"tcruzi-728837"	262.72	555.32
"tcruzi-729910"	359.85	728.72
"tcruzi-730374"	51.44	49.78
"tcruzi-730534"	96.76	147.52
"tcruzi-732582"	94.16	165.02
"tcruzi-733555"	160.02	269.58
"tcruzi-735455"	56.43	151.48
"tcruzi-737227"	243.97	539.31
"tcruzi-737472"	529.63	776.36
"tcruzi-737530"	110.66	269.43
"tcruzi-738525"	195.4	425.61
"tcruzi-740838"	172.31	471.28
"tcruzi-741178"	114.18	151.27
"tcruzi-741306"	262.9	575.46
"tcruzi-741693"	64.03	100.98
"tcruzi-742558"	64.7	82.58
"tcruzi-742737"	237.16	571.43
"tcruzi-742839"	129.65	314.2
"tcruzi-744461"	223.77	656.87
"tcruzi-744582"	225.6	1431.69
"tcruzi-745093"	95.69	130.09
"tcruzi-745533"	76.79	110.02
"tcruzi-746551"	128.26	289.69
"tcruzi-750806"	40.16	47.61
"tcruzi-750955"	1455.48	1836.06
"tcruzi-751928"	1668.51	3096.77
"tcruzi-752315"	84.76	134.85
"tcruzi-753154"	67.59	67.33
"tcruzi-753182"	88.09	108.49
"tcruzi-753372"	58.75	84.02
"tcruzi-754524"	91.99	114.44
"tcruzi-755050"	134.04	244.95
"tcruzi-756200"	88.94	266.75
"tcruzi-756994"	100.96	118.82
"tcruzi-758083"	94.86	97.12
"tcruzi-763334"	110.84	248.24
"tcruzi-763703"	386.48	536.53
"tcruzi-765339"	520.25	580.54
"tcruzi-765777"	358.22	822.13
"tcruzi-766477"	726.4	1412.67
"tcruzi-767416"	70.64	134.38
"tcruzi-768201"	102.97	169.75
"tcruzi-768650"	114.48	204.55
"tcruzi-770029"	224.96	579.01
"tcruzi-770108"	97.39	240.82
"tcruzi-770585"	74.84	101.36
"tcruzi-772083"	65.89	91.49
"tcruzi-772251"	91.4	157.35
"tcruzi-773138"	123.71	125.75
"tcruzi-773706"	144.61	116.41
"tcruzi-773875"	67.82	76.7
"tcruzi-774474"	74.89	193.21
"tcruzi-775444"	51.09	100.29
"tcruzi-776803"	263.45	505.79
"tcruzi-777292"	95.29	133.53
"tcruzi-778664"	247.55	176.85
"tcruzi-778851"	114.32	99.46
"tcruzi-780226"	53.44	68.4
"tcruzi-780472"	188.31	436.33
"tcruzi-781039"	772.94	345.42
"tcruzi-781062"	554.97	1338.27
"tcruzi-781661"	87.09	248.5
"tcruzi-781919"	80.29	118.33
"tcruzi-782966"	53.75	66.19
"tcruzi-783410"	53.59	75.82
"tcruzi-783657"	764.43	1361.45
"tcruzi-784273"	114.01	211.22
"tcruzi-785462"	151.1	112.9
"tcruzi-788936"	451.46	761.31
"tcruzi-789897"	172.02	299.31
"tcruzi-790716"	996.38	1651.92
"tcruzi-791273"	1922.36	2561.31
"tcruzi-791771"	75.25	139.93
"tcruzi-792104"	166.05	446.05
"tcruzi-793610"	74	115.74
"tcruzi-795024"	71.29	110.28
"tcruzi-795713"	140.21	196.3
"tcruzi-796033"	200.92	143.79
"tcruzi-797369"	1127.72	2375.21
"tcruzi-797520"	89.26	175.97
"tcruzi-797674"	120.52	252.52
"tcruzi-799164"	3963.43	6762.62
"tcruzi-800738"	68.69	152.02
"tcruzi-801502"	137.91	103.18
"tcruzi-801835"	75.92	148.71
"tcruzi-802167"	145.88	356.49
"tcruzi-803139"	105.48	142.28
"tcruzi-804343"	169.65	177.86
"tcruzi-805816"	79.55	107.28
"tcruzi-806504"	186.99	251.82
"tcruzi-806707"	254.28	220.47
"tcruzi-807454"	201.18	506.37
"tcruzi-812203"	66.32	102.24
"tcruzi-813094"	96.42	109.36
"tcruzi-813112"	62.75	86.11
"tcruzi-814944"	188.77	467.97
"tcruzi-815168"	74.04	73.14
"tcruzi-815465"	63.53	103.91
"tcruzi-815538"	124.24	301.09
"tcruzi-821245"	90.64	125.96
"tcruzi-821806"	2533.97	6147.11
"tcruzi-822195"	98.86	276.65
"tcruzi-822399"	79.51	148.26
"tcruzi-826609"	44.12	70.98
"tcruzi-827231"	247.07	412.6
"tcruzi-827353"	36.74	72.77
"tcruzi-828149"	163.59	286.88
"tcruzi-829498"	72.19	89.54
"tcruzi-830033"	51.57	91.45
"tcruzi-830062"	114.87	238.37
"tcruzi-830878"	103.46	108.83
"tcruzi-832378"	158.84	162.86
"tcruzi-832577"	76.4	94.74
"tcruzi-833325"	76.71	74.72
"tcruzi-833800"	305.96	681.12
"tcruzi-833946"	52.69	83.03
"tcruzi-834879"	846.16	1441.61
"tcruzi-834928"	113.31	167.29
"tcruzi-835625"	98.44	139.29
"tcruzi-835661"	83.82	81.32
"tcruzi-835700"	110.08	220.49
"tcruzi-835820"	252.01	225.74
"tcruzi-836109"	44.33	63.92
"tcruzi-836636"	108.09	259.19
"tcruzi-836923"	105.93	112.87
"tcruzi-839412"	1719.92	1389.71
"tcruzi-842843"	344.34	512.63
"tcruzi-843878"	99.04	85.41
"tcruzi-843885"	65.29	137.91
"tcruzi-844349"	79	183.93
"tcruzi-844512"	492.04	185.55
"tcruzi-846167"	61.17	110.82
"tcruzi-846409"	45.9	71.08
"tcruzi-848624"	197.71	123.59
"tcruzi-849220"	60.21	100.69
"tcruzi-849681"	72.36	79.79
"tcruzi-849698"	86.05	130.18
"tcruzi-849801"	516.21	762.14
"tcruzi-850294"	52.1	76.79
"tcruzi-850926"	721.56	1654.83
"tcruzi-851129"	124.36	122.39
"tcruzi-852013"	66.47	99.71
"tcruzi-855208"	66.53	98.76
"tcruzi-855499"	70.62	104.47
"tcruzi-855809"	74.12	191.38
"tcruzi-856778"	65.24	98.77
"tcruzi-858343"	3340.25	2783
"tcruzi-860467"	51.06	46.73
"tcruzi-861121"	68.09	100.68
"tcruzi-861730"	64.71	64.69
"tcruzi-862875"	42.03	77.45
"tcruzi-863572"	107.82	212.33
"tcruzi-863969"	55.47	71.57
"tcruzi-864109"	54.64	75.68
"tcruzi-864569"	45.49	73.76
"tcruzi-866409"	297.23	306.05
"tcruzi-867280"	587.72	940.29
"tcruzi-867281"	1977.87	2900.87
"tcruzi-867282"	1814.37	2445.39
"tcruzi-867283"	1327.33	1798.72
"tcruzi-867284"	402.37	779.81
"tcruzi-867286"	76.55	184.59
"tcruzi-867287"	239.51	452.44
"tcruzi-867533"	44.84	68.17
"tcruzi-867561"	68.72	158.35
"tcruzi-867646"	54.37	86.96
"tcruzi-867649"	335.06	462.98
"tcruzi-869391"	92.4	120.83
"tcruzi-869422"	88.24	156.71
"tcruzi-869560"	127.4	171.57
"tcruzi-871282"	3302.45	5361.9
"tcruzi-871581"	207.17	304.38
"tcruzi-872555"	124.57	200.65
"tcruzi-876536"	114.23	318.56
"tcruzi-876681"	102.03	159.56
"tcruzi-882337"	719.92	1626.46
"tcruzi-883040"	206.3	250.75
"tcruzi-885610"	205.51	319.49
"tcruzi-886699"	98.37	172.71
"tcruzi-887784"	149.12	136.44
"tcruzi-890634"	4241.63	8334.84
"tcruzi-892704"	74.39	151.77
"tcruzi-893755"	114.84	239.34
"tcruzi-895663"	77.94	150.45
"tcruzi-898688"	116.9	152.35
"tcruzi-900587"	63.1	91.89
"tcruzi-901484"	87.85	189.1
"tcruzi-905074"	80.53	102.08
"tcruzi-906744"	48.52	96.17
"tcruzi-907392"	95.09	216.01
"tcruzi-907827"	173.69	155.27
"tcruzi-907895"	79.32	165.31
"tcruzi-909455"	313.79	652.7
"tcruzi-909892"	54.09	57.05
"tcruzi-910450"	544.25	758.19
"tcruzi-913688"	61.47	139.07
"tcruzi-914067"	267.91	773.02
"tcruzi-915193"	80.24	155.21
"tcruzi-918191"	65.01	94.22
"tcruzi-918672"	276.52	173.62
"tcruzi-918800"	363.82	198.49
"tcruzi-919419"	112.02	143.32
"tcruzi-919631"	114.26	108.57
"tcruzi-919750"	60.42	115.7
"tcruzi-920019"	77.01	122.68
"tcruzi-920085"	158.37	196.45
"tcruzi-923964"	77.56	103.08
"tcruzi-924451"	76.56	95.15
"tcruzi-924562"	69.84	113.13
"tcruzi-925396"	657.87	596.01
"tcruzi-925648"	80.64	100.17
"tcruzi-925701"	76.01	135.06
"tcruzi-928686"	100.66	116.43
"tcruzi-929590"	120.1	197.18
"tcruzi-930155"	146.09	114.11
"tcruzi-930441"	286.53	557.83
"tcruzi-930543"	64.98	111.74
"tcruzi-930853"	85.7	140.79
"tcruzi-931554"	55.56	64.65
"tcruzi-932567"	575.1	494.5
"tcruzi-933465"	915.69	674.7
"tcruzi-934350"	116.44	196.98
"tcruzi-934987"	75.17	91.63
"tcruzi-937298"	94.49	299.82
"tcruzi-937352"	70.34	99.87
"tcruzi-939002"	146.65	85.4
"tcruzi-939855"	127.29	186.31
"tcruzi-940394"	70.9	131.76
"tcruzi-941274"	131	263.02
"tcruzi-942193"	88.99	109.2
"tcruzi-942199"	104.81	200.32
"tcruzi-942807"	116.38	238.87
"tcruzi-943492"	131.34	172.21
"tcruzi-943678"	101.1	326.63
"tcruzi-945265"	69.85	88.84
"tcruzi-950434"	75.01	118.51
"tcruzi-955019"	107.89	115.92
"tcruzi-957528"	66.94	93.24
"tcruzi-958298"	630.75	129.66
"tcruzi-960462"	80.65	142.22
"tcruzi-961076"	1299.48	2524.68
"tcruzi-961156"	64.18	98.93
"tcruzi-961296"	3793.25	3442.65
"tcruzi-961653"	97.26	93.32
"tcruzi-963367"	79.5	96.01
"tcruzi-964365"	73.77	104.68
"tcruzi-965570"	79.22	170.64
"tcruzi-966474"	218.92	236.53
"tcruzi-967105"	53.89	60.24
"tcruzi-967160"	77.23	104.96
"tcruzi-967228"	71.86	118.75
"tcruzi-969716"	93.29	104.79
"tcruzi-970131"	45.4	51.88
"tcruzi-970768"	295.15	306.49
"tcruzi-971006"	2256.18	1722.91
"tcruzi-971167"	64.51	91.37
"tcruzi-971276"	121.82	130.15
"tcruzi-972172"	75.16	70.69
"tcruzi-972827"	350.19	897.6
"tcruzi-973457"	575.97	907.92
"tcruzi-973893"	83.06	138.44
"tcruzi-976262"	75.1	85.6
"tcruzi-976778"	301.03	516.03
"tcruzi-977113"	93.03	108.88
"tcruzi-978251"	106.75	99.27
"tcruzi-979112"	158.59	202.03
"tcruzi-979514"	176.7	350.34
"tcruzi-979946"	67.39	121.08
"tcruzi-982153"	80.22	132.29
"tcruzi-984441"	770.88	688.79
"tcruzi-984490"	185.22	353.07
"tcruzi-984569"	98.82	195.32
"tcruzi-984579"	137.55	154.25
"tcruzi-985728"	144.49	172.35
"tcruzi-985731"	157.05	118.96
"tcruzi-986709"	82.74	148.91
"tcruzi-988629"	90.7	147.58
"tcruzi-990212"	142.56	106.84
"tcruzi-990730"	85.28	130.42
"tcruzi-993929"	65.96	98.78
"tcruzi-994235"	125.04	353.33
"tcruzi-994568"	72.6	109.16
"tcruzi-994842"	322.94	182.57
"tcruzi-994926"	58.96	88.05
"tcruzi-995005"	83.96	211.33
"tcruzi-996554"	61.12	90.23
"tcruzi-997567"	84.14	119.82
"tcruzi-998554"	51.21	105.97
"tcruzi-998823"	72.67	110.2
"tcruzi-1000738"	72.37	114.58
"tcruzi-1001695"	190.97	194.69
"tcruzi-1001711"	99.23	110.04
"tcruzi-1004100"	71.91	155.17
"tcruzi-1005046"	71.18	98.47
"tcruzi-1005067"	80.78	104.81
"tcruzi-1005305"	102.77	93.63
"tcruzi-1005482"	581.06	233.68
"tcruzi-1007326"	64.15	80.44
"tcruzi-1007826"	56.58	76.72
"tcruzi-1007853"	67.87	103.03
"tcruzi-1008370"	54.47	73.79
"tcruzi-1010241"	300.74	196.42
"tcruzi-1010971"	264.9	148.2
"tcruzi-1011528"	789.89	1294.31
"tcruzi-1014035"	60.95	146.83
"tcruzi-1014467"	80.19	155.76
"tcruzi-1014513"	67.59	85.8
"tcruzi-1016586"	56.34	75.17
"tcruzi-1017121"	227.19	248.9
"tcruzi-1017825"	51.8	77.68
"tcruzi-1019097"	164.44	137.03
"tcruzi-1020644"	307.06	354.98
"tcruzi-1022489"	131.84	120.21
"tcruzi-1023491"	80.87	91.68
"tcruzi-1023539"	102.1	107.57
"tcruzi-1024789"	187.21	166.96
"tcruzi-1025150"	254.2	129.98
"tcruzi-1025367"	157.43	182.1
"tcruzi-1025720"	135.79	156.79
"tcruzi-1025721"	120.13	87.62
"tcruzi-1026307"	5495.1	6588.88
"tcruzi-1026309"	1877.22	180.67
"tcruzi-1026310"	1063.17	158.46
"tcruzi-1026311"	4923.11	7196.6
"tcruzi-1026312"	485.7	124.86
"tcruzi-1026317"	342.44	232.86
"tcruzi-1027797"	73.14	84
"tcruzi-1028387"	81.79	143.77
"tcruzi-1028589"	85.03	177.99
"tcruzi-1028592"	163.52	147.47
"tcruzi-1028593"	134.57	131.86
"tcruzi-1028596"	188.64	242.72
"tcruzi-1029730"	13187.01	24857.98
"tcruzi-1030119"	9343.07	448.04
"tcruzi-1030161"	62.11	107.01
"tcruzi-1031344"	126.74	185.41
"tcruzi-1032192"	134.35	212.24
"tcruzi-1032967"	118.75	137.22
"tcruzi-1034083"	152.1	109.54
"tcruzi-1035077"	53.98	99.3
"tcruzi-1035078"	87.54	224.98
"tcruzi-1035080"	72.47	115.12
"tcruzi-1035095"	46.53	69.66
"tcruzi-1035330"	63.22	119.23
"tcruzi-1035452"	54.72	88.69
"tcruzi-1035831"	373.28	272.83
"tcruzi-1036424"	67.96	110.87
"tcruzi-1036899"	125.51	114.22
"tcruzi-1037510"	96.27	89.81
"tcruzi-1038739"	95.99	84.81
"tcruzi-1039442"	62.29	95.64
"tcruzi-1039443"	100.95	147.2
"tcruzi-1040693"	146.15	111.72
"tcruzi-1040731"	202.06	238.11
"tcruzi-1041302"	93.36	109.94
"tcruzi-1041708"	191.63	422.29
"tcruzi-1041867"	103.32	100.35
"tcruzi-1042509"	61.91	163.67
"tcruzi-1043101"	1872.91	178.77
"tcruzi-1043105"	353.79	89.74
"tcruzi-1043430"	96.03	180.29
"tcruzi-1043597"	84.28	155.14
"tcruzi-1045857"	153.98	103.97
"tcruzi-1047130"	122.74	99.67
"tcruzi-1047131"	137.93	147.16
"tcruzi-1047216"	95.3	101.09
"tcruzi-1048656"	68.38	93.21
"tcruzi-1049456"	351.69	105.06
"tcruzi-1049457"	323.91	170.45
"tcruzi-1049459"	291.26	102.14
"tcruzi-1049460"	159.91	98.38
"tcruzi-1049681"	74.68	137.42
"tcruzi-1050192"	1514.13	3333.36
"tcruzi-1051382"	87.14	103.89
"tcruzi-1051383"	85	111.07
"tcruzi-1052163"	429.27	175.3
"tcruzi-1052389"	73.24	97.67
"tcruzi-1052963"	144.44	266.96
"tcruzi-1053839"	118.24	94.45
"tcruzi-1054268"	45.13	56.56
"tcruzi-1054795"	227.66	400.4
"tcruzi-1055054"	131.32	192.75
"tcruzi-1056572"	276.14	233.81
"tcruzi-1057758"	134.49	218.42
"tcruzi-1058975"	63.9	83.36
"tcruzi-1061624"	104.35	147.31
"tcruzi-1062107"	296.06	205.31
"tcruzi-1063180"	209.24	418.95
"tcruzi-1064975"	160.4	132.76
"tcruzi-1065373"	89.88	97.08
"tcruzi-1066149"	223.07	220.07
"tcruzi-1067527"	48.17	88.16
"tcruzi-1068774"	195.69	386.79
"tcruzi-1070351"	66.39	119.84
"tcruzi-1070949"	275.89	356.68
"tcruzi-1071550"	128.16	202.69
"tcruzi-1071635"	106.57	231.77
"tcruzi-1071656"	269.62	330.81
"tcruzi-1072899"	165.07	364.93
"tcruzi-1073178"	1178.34	253.13
"tcruzi-1074762"	62.27	109.19
"tcruzi-1076155"	62.34	93.72
"tcruzi-1076960"	703.29	1580.04
"tcruzi-1078204"	95.43	95.7
"tcruzi-1079213"	111.62	213.18
"tcruzi-1079805"	76.56	130.9
"tcruzi-1080234"	57.78	100.95
"tcruzi-1080657"	2776.77	5155.92
"tcruzi-1086010"	60.55	123.22
"tcruzi-1087087"	128.23	277.97
"tcruzi-1087996"	78.32	161.4
"tcruzi-1090931"	5099.35	6314.74
"tcruzi-1092031"	95.92	176.67
"tcruzi-1092553"	122.18	221.87
"tcruzi-1093214"	171.37	275.16
"tcruzi-1093470"	87.96	138.64
"tcruzi-1094580"	141.1	161.69
"tcruzi-1096133"	271.75	422.75
"tcruzi-1096643"	79.77	64.51
"tcruzi-1097013"	98.47	222.26
"tcruzi-1097783"	70.55	84.43
"tcruzi-1102488"	438.33	871.19
"tcruzi-1107248"	197.82	478.71
"tcruzi-1107505"	140.38	227.94
"tcruzi-1107684"	230.24	446.11
"tcruzi-1108412"	321.04	902.94
"tcruzi-1109106"	59.35	151.43
"tcruzi-1109336"	64.04	106.31
"tcruzi-1109400"	62.65	97.07
"tcruzi-1109936"	41.34	59.9
"tcruzi-1110036"	140.13	198.33
"tcruzi-1112773"	2228.73	5386.8
"tcruzi-1114448"	65.67	126
"tcruzi-1114850"	3864.82	7851.96
"tcruzi-1114852"	211.23	411.43
"tcruzi-1114868"	6617.47	14657.7
"tcruzi-1116183"	61.47	84.43
"tcruzi-1116761"	50.79	69.72
"tcruzi-1117091"	57.28	85.35
"tcruzi-1118377"	3384.8	8536.11
"tcruzi-1119706"	65.53	98.33
"tcruzi-1120174"	44.93	43
"tcruzi-1120683"	4711.75	10519.46
"tcruzi-1120684"	401.3	540.65
"tcruzi-1120884"	85.87	155.28
"tcruzi-1122368"	221.73	364.82
"tcruzi-1123831"	106.35	151.53
"tcruzi-1124337"	96.26	202.58
"tcruzi-1124347"	118.44	235.55
"tcruzi-1125238"	99.72	288.81
"tcruzi-1125763"	104.9	227
"tcruzi-1126563"	66	115.1
"tcruzi-1127742"	51.75	103.55
"tcruzi-1127972"	152.88	249.1
"tcruzi-1128134"	63.41	53.94
"tcruzi-1133715"	51.95	92.28
"tcruzi-1134348"	88.01	218.62
"tcruzi-1136523"	68.96	158.07
"tcruzi-1137500"	35.52	53
"tcruzi-1137590"	174.36	368.54
"tcruzi-1138516"	69.29	150.79
"tcruzi-1139032"	404.95	939.17
"tcruzi-1139259"	55.22	110.09
"tcruzi-1139683"	49.58	91.74
"tcruzi-1143483"	61.54	126.36
"tcruzi-1144556"	109.19	113.41
"tcruzi-1144643"	53.87	5523.66
"tcruzi-1145281"	190.17	251.86
"tcruzi-1145746"	60.72	101.8
"tcruzi-1146618"	48.93	92.29
"tcruzi-1147006"	1187.85	2770.33
"tcruzi-1147752"	216.96	139.27
"tcruzi-1148892"	89.93	102.06
"tcruzi-1148997"	159.71	100.86
"tcruzi-1149067"	189.47	157.74
"tcruzi-1150857"	90.46	98.34
"tcruzi-1151645"	689.5	730.61
"tcruzi-1152294"	67.04	75.65
"tcruzi-1153790"	62.79	110.95
"tcruzi-1154199"	102.38	319.14
"tcruzi-1156021"	64.15	103.48
"tcruzi-1157570"	50.6	81.07
"tcruzi-1157822"	49.37	79.29
"tcruzi-1158841"	57.44	85.23
"tcruzi-1163050"	46.66	51.75
"tcruzi-1163963"	81.32	67.92
"tcruzi-1165792"	61.89	86.37
"tcruzi-1165897"	76.85	131.16
"tcruzi-1166423"	323.36	575.06
"tcruzi-1168352"	71.14	107.17
"tcruzi-1169433"	51.13	73.02
"tcruzi-1170160"	64.78	112.12
"tcruzi-1171358"	347.42	1397.11
"tcruzi-1172245"	149.81	283.55
"tcruzi-1172744"	50.86	60.07
"tcruzi-1174014"	176.76	474.33
"tcruzi-1175905"	48.83	73.14
"tcruzi-1176260"	430.05	808.42
"tcruzi-1176263"	55.33	60.03
"tcruzi-1176294"	199.86	467
"tcruzi-1176545"	96.28	230.22
"tcruzi-1177409"	123.78	256.69
"tcruzi-1177668"	161.83	154.34
"tcruzi-1178140"	112.23	200
"tcruzi-1179174"	77	202.29
"tcruzi-1179733"	68.02	90.08
"tcruzi-1180613"	69.89	121.29
"tcruzi-1184334"	63.94	121
"tcruzi-1184353"	200.75	177.12
"tcruzi-1187154"	77.5	147.17
"tcruzi-1187756"	74.23	114.73
"tcruzi-1187989"	432.02	574.74
"tcruzi-1189130"	184.07	277.14
"tcruzi-1189287"	135.88	101.09
"tcruzi-1190556"	87.84	133.34
"tcruzi-1190754"	248.22	520.9
"tcruzi-1190942"	46.63	66.13
"tcruzi-1191312"	149.63	264.75
"tcruzi-1191745"	44.98	89.6
"tcruzi-1192382"	146.69	117.53
"tcruzi-1192513"	326.19	632.87
"tcruzi-1192644"	49.36	96.07
"tcruzi-1192731"	63.51	119.19
"tcruzi-1192920"	117.81	111.91
"tcruzi-1192981"	97.5	178.31
"tcruzi-1193421"	133.24	100.51
"tcruzi-1194306"	45.05	51.21
"tcruzi-1195256"	69.68	109.62
"tcruzi-1195808"	1896.63	4098.64
"tcruzi-1196444"	79.33	169.21
"tcruzi-1197917"	47.76	67.37
"tcruzi-1197981"	2032.76	3784.51
"tcruzi-1198163"	74.03	140.38
"tcruzi-1198849"	332.82	592.54
"tcruzi-1199723"	46.95	45.6
"tcruzi-1200640"	69.43	126.18
"tcruzi-1200824"	95.89	120.43
"tcruzi-1201746"	41.04	58.39
"tcruzi-1202762"	85.22	163.46
"tcruzi-1206903"	93.9	201.7
"tcruzi-1209182"	137.75	161.71
"tcruzi-1212584"	112.89	214.36
"tcruzi-1212683"	58.87	85.77
"tcruzi-1213286"	1897.59	3121.23
"tcruzi-1214110"	123.93	135.72
"tcruzi-1215459"	129.98	111.46
"tcruzi-1216709"	52.64	60.02
"tcruzi-1217211"	81.01	172
"tcruzi-1217691"	70.11	84.74
"tcruzi-1218001"	1276.15	864.7
"tcruzi-1218699"	75.16	170.33
"tcruzi-1221039"	200.34	336.12
"tcruzi-1221453"	85.8	136.49
"tcruzi-1222478"	424.71	540.37
"tcruzi-1222568"	61.61	125.92
"tcruzi-1223214"	125.86	289.9
"tcruzi-1226275"	432.08	338.76
"tcruzi-1226870"	45.29	79.06
"tcruzi-1227315"	52.87	85.35
"tcruzi-1227945"	98.72	79.58
"tcruzi-1228944"	73.39	128.52
"tcruzi-1229058"	63.54	70.23
"tcruzi-1229860"	50.81	62.82
"tcruzi-1229872"	85.74	109.53
"tcruzi-1230022"	59.71	101.46
"tcruzi-1230280"	119.36	270.33
"tcruzi-1230668"	77.56	118.66
"tcruzi-1230871"	191.92	349.13
"tcruzi-1232450"	129.26	206.36
"tcruzi-1234147"	113.55	110.88
"tcruzi-1234542"	1902.14	2472.86
"tcruzi-1234811"	144.29	180.02
"tcruzi-1235803"	113.77	83.52
"tcruzi-1236908"	65.89	72.85
"tcruzi-1238827"	115.42	124.13
"tcruzi-1239381"	45.28	52.81
"tcruzi-1239612"	234.99	673.26
"tcruzi-1239848"	67.18	170.49
"tcruzi-1241470"	85.33	168.98
"tcruzi-1241966"	46.21	64.24
"tcruzi-1242647"	64.59	116.13
"tcruzi-1243069"	258.3	324.4
"tcruzi-1243615"	152.66	220.98
"tcruzi-1243975"	489.57	223.23
"tcruzi-1244599"	208.4	387.33
"tcruzi-1247463"	78.81	135.74
"tcruzi-1249624"	85.6	141.01
"tcruzi-1250409"	784.7	789.06
"tcruzi-1250642"	213.74	394.97
"tcruzi-1252129"	50.95	105.23
"tcruzi-1253172"	106.89	74.82
"tcruzi-1254480"	53.51	82.91
"tcruzi-1254712"	152.49	296.91
"tcruzi-1256061"	293.94	411.93
"tcruzi-1257101"	69.59	142.35
"tcruzi-1257972"	203.63	261.54
"tcruzi-1258493"	51.39	89.55
"tcruzi-1259796"	86.27	229.34
"tcruzi-1261085"	46.83	86.56
"tcruzi-1261129"	80.25	158.15
"tcruzi-1261667"	212.87	632.91
"tcruzi-1262973"	207.03	412.43
"tcruzi-1263935"	481.7	1495.3
"tcruzi-1264424"	209.56	398.39
"tcruzi-1265106"	60.6	73.83
"tcruzi-1265968"	63.39	92.66
"tcruzi-1266173"	61.12	80.39
"tcruzi-1266948"	131.87	376.26
"tcruzi-1270797"	89.02	238.14
"tcruzi-1271516"	111.48	221.28
"tcruzi-1271528"	227.21	275.2
"tcruzi-1271532"	198.87	149.99
"tcruzi-1274094"	91.43	155.76
"tcruzi-1276327"	54.48	111.22
"tcruzi-1276448"	176.4	206.7
"tcruzi-1277039"	67.73	101.65
"tcruzi-1277130"	42.66	50.49
"tcruzi-1277600"	256.62	548.27
"tcruzi-1278580"	222.13	423.41
"tcruzi-1278741"	45.88	50.89
"tcruzi-1278979"	153.37	263.11
"tcruzi-1279756"	88.06	157.51
"tcruzi-1280987"	63.07	112.66
"tcruzi-1281860"	55.18	77.03
"tcruzi-1281920"	92.24	140.12
"tcruzi-1282955"	55.85	78.66
"tcruzi-1284444"	98.78	215.99
"tcruzi-1287344"	74.76	151.81
"tcruzi-1288694"	78.71	87.07
"tcruzi-1292427"	189.01	45.67
"tcruzi-1292865"	424.96	917.13
"tcruzi-1294248"	237.03	192.53
"tcruzi-1294435"	85.12	226.16
"tcruzi-1295819"	74.39	170.4
"tcruzi-1298179"	11651.36	23031.49
"tcruzi-1298685"	206.77	456.33
"tcruzi-1299631"	400.53	252.61
"tcruzi-1300801"	77.13	155.01
"tcruzi-1305035"	91.18	337.52
"tcruzi-1306960"	70.72	127.24
"tcruzi-1307469"	120.5	337.61
"tcruzi-1307844"	1321.94	1087.2
"tcruzi-1308401"	45.5	102.18
"tcruzi-1308585"	72.99	156.86
"tcruzi-1310689"	66.29	99.56
"tcruzi-1311448"	99.74	195.43
"tcruzi-1311716"	42.49	45.55
"tcruzi-1312139"	89.78	162.61
"tcruzi-1312666"	327.12	241.66
"tcruzi-1313268"	67.79	83.69
"tcruzi-1313404"	65.25	134.36
"tcruzi-1319429"	81.02	144.12
"tcruzi-1319580"	102.48	147.73
"tcruzi-1319598"	147.97	344.48
"tcruzi-1319606"	189.91	323.17
"tcruzi-1320250"	56.52	85.13
"tcruzi-1322862"	70.72	119.21
"tcruzi-1323048"	230.44	434.26
"tcruzi-1323058"	57.19	87.19
"tcruzi-1323757"	82.45	98.04
"tcruzi-1324265"	67.85	134.82
"tcruzi-1324289"	992.17	1212.08
"tcruzi-1324595"	74.78	147.73
"tcruzi-1326243"	66.39	139.68
"tcruzi-1326876"	112.67	113.21
"tcruzi-1327786"	75.94	111.99
"tcruzi-1328347"	81.61	183
"tcruzi-1329365"	93.35	239.72
"tcruzi-1330047"	121.85	108.95
"tcruzi-1330781"	64.84	101.3
"tcruzi-1330850"	224.79	620.27
"tcruzi-1332497"	229.98	443.42
"tcruzi-1333923"	67.9	83.17
"tcruzi-1334516"	92.25	111.83
"tcruzi-1334780"	275.37	500.06
"tcruzi-1336506"	111.46	223.54
"tcruzi-1338066"	86.49	147.34
"tcruzi-1339411"	230.96	425.55
"tcruzi-1340521"	163.71	233.11
"tcruzi-1340890"	156.9	307
"tcruzi-1341410"	135.6	290.46
"tcruzi-1342593"	98	178.52
"tcruzi-1343047"	238.06	538.93
"tcruzi-1346495"	80.67	158.06
"tcruzi-1350841"	216.37	253.37
"tcruzi-1351842"	58.64	112.79
"tcruzi-1353190"	953.57	2142.38
"tcruzi-1353435"	60.85	84.85
"tcruzi-1354706"	115.76	110.76
"tcruzi-1355703"	53.91	68.31
"tcruzi-1356136"	425.48	799.3
"tcruzi-1357165"	110.27	300.44
"tcruzi-1357383"	111.14	95.56
"tcruzi-1357584"	99.2	155.5
"tcruzi-1358773"	131.69	238.07
"tcruzi-1360905"	71.13	102.57
