"Reporter Name"	"MX_NE_rawData_r1"	"MX_NE_rawData_r2"
"tcruzi-67285"	229.65	99.69
"tcruzi-67300"	245.78	550.25
"tcruzi-67860"	402.49	851.08
"tcruzi-71087"	94.86	198.3
"tcruzi-71246"	61.54	80.54
"tcruzi-71506"	162.83	186.22
"tcruzi-71874"	445.89	1317.26
"tcruzi-73419"	256.38	307.99
"tcruzi-73607"	284.55	239.94
"tcruzi-75685"	54.58	55.82
"tcruzi-75912"	141.84	381.1
"tcruzi-75913"	106.24	309.51
"tcruzi-76062"	71.82	106.1
"tcruzi-76561"	85.83	100.17
"tcruzi-77711"	148.58	298.64
"tcruzi-78369"	66.01	98.09
"tcruzi-81215"	98.51	176.11
"tcruzi-81751"	267.97	276.85
"tcruzi-81962"	103.43	94.4
"tcruzi-85073"	582.37	235.6
"tcruzi-86610"	58.15	82.42
"tcruzi-87751"	101.27	89.34
"tcruzi-88689"	1745.11	2735.27
"tcruzi-89340"	157.1	263.62
"tcruzi-89612"	7994.04	1813.67
"tcruzi-89675"	113.27	132.76
"tcruzi-90692"	69.03	81.05
"tcruzi-90808"	143.01	129.91
"tcruzi-91086"	224.74	357.05
"tcruzi-91796"	135.3	111.45
"tcruzi-92112"	130.45	225.06
"tcruzi-92795"	96.1	178.06
"tcruzi-95372"	184.7	470.51
"tcruzi-97124"	249.23	132.84
"tcruzi-97405"	96.45	181.57
"tcruzi-97437"	75.22	167.12
"tcruzi-99594"	42.08	67.43
"tcruzi-100230"	109.8	202.34
"tcruzi-100430"	82.73	86.36
"tcruzi-100869"	847.71	1523.02
"tcruzi-101139"	74.18	117.58
"tcruzi-102076"	304.12	680
"tcruzi-102951"	6060.8	4471.74
"tcruzi-102996"	39.39	50.59
"tcruzi-104363"	1035.23	1576.42
"tcruzi-104933"	91.22	179.02
"tcruzi-105242"	100.07	168.25
"tcruzi-105243"	103.8	197.73
"tcruzi-108500"	47.91	76.03
"tcruzi-113085"	68.03	117.4
"tcruzi-113872"	1591.21	3349.77
"tcruzi-115598"	155.25	366.89
"tcruzi-117097"	63.01	106.79
"tcruzi-118238"	303.41	441.23
"tcruzi-118568"	157.75	274.21
"tcruzi-120514"	918.69	2160.69
"tcruzi-120983"	176.34	174.81
"tcruzi-121239"	102.22	293.58
"tcruzi-122201"	283.77	608.52
"tcruzi-123203"	1078.3	2701.3
"tcruzi-123204"	326.76	751.06
"tcruzi-123205"	346.97	585.31
"tcruzi-123206"	1238.36	2952.71
"tcruzi-124046"	58.34	95.56
"tcruzi-124383"	271.99	487.39
"tcruzi-124386"	166.57	341.34
"tcruzi-124387"	165.83	368.75
"tcruzi-124388"	153.12	382.01
"tcruzi-125141"	140.84	309.93
"tcruzi-125142"	150.8	314.56
"tcruzi-125143"	159.65	490.39
"tcruzi-127114"	124.51	231.99
"tcruzi-127678"	58.2	106.01
"tcruzi-128643"	90.96	184.71
"tcruzi-129431"	105.98	244.08
"tcruzi-130353"	266.24	381.67
"tcruzi-130759"	286.99	532.4
"tcruzi-130911"	660.1	881.37
"tcruzi-131949"	129.46	259.46
"tcruzi-132480"	332.66	548.9
"tcruzi-132523"	266.41	210.09
"tcruzi-132526"	248.31	105.31
"tcruzi-132532"	450.28	708.72
"tcruzi-135812"	123.55	284.17
"tcruzi-138438"	236.06	518.1
"tcruzi-140721"	593.31	197.33
"tcruzi-142587"	47.56	57.99
"tcruzi-143278"	104.87	185.86
"tcruzi-143626"	204.6	105.86
"tcruzi-145588"	168.69	183.7
"tcruzi-145619"	180.96	300.12
"tcruzi-146004"	80.79	69.35
"tcruzi-146192"	64.96	122.01
"tcruzi-148789"	108.03	85.88
"tcruzi-149676"	59.15	97.43
"tcruzi-150718"	129.98	181.28
"tcruzi-152394"	152.94	230.73
"tcruzi-152402"	54.48	111
"tcruzi-152674"	46.7	95.1
"tcruzi-153893"	136.12	333.41
"tcruzi-155723"	40.5	78.87
"tcruzi-156409"	119.68	260.51
"tcruzi-157550"	166.89	345.47
"tcruzi-161122"	63.26	139.1
"tcruzi-161340"	63.69	119.41
"tcruzi-162238"	142.91	237.53
"tcruzi-162246"	93.02	137.68
"tcruzi-162372"	82.22	123.41
"tcruzi-162871"	52.81	90.05
"tcruzi-163309"	79.69	157.04
"tcruzi-163544"	1880.26	3688.05
"tcruzi-163630"	264.06	622.29
"tcruzi-164274"	498.31	103.01
"tcruzi-165959"	460.28	353.22
"tcruzi-166088"	218.21	277.68
"tcruzi-166132"	91.27	150.26
"tcruzi-166138"	80.95	198.75
"tcruzi-167417"	76.7	250.98
"tcruzi-167751"	57.57	122.64
"tcruzi-168323"	524.33	1019.53
"tcruzi-168547"	673.61	867.1
"tcruzi-169895"	79.24	222.26
"tcruzi-170668"	115.72	219.09
"tcruzi-171532"	87.76	104.47
"tcruzi-174456"	586.08	882.13
"tcruzi-176301"	239.74	600.16
"tcruzi-176799"	63.08	88.25
"tcruzi-178775"	174.82	386.53
"tcruzi-178819"	76.25	174.55
"tcruzi-178882"	109.04	176.06
"tcruzi-179347"	566.31	1393.24
"tcruzi-180674"	149.25	235.56
"tcruzi-180845"	74.13	132.43
"tcruzi-181071"	1007.91	1516.49
"tcruzi-181504"	61.94	81.5
"tcruzi-182498"	95.23	295.66
"tcruzi-183898"	346.39	573.3
"tcruzi-184205"	100.48	335.89
"tcruzi-184239"	99.74	86.87
"tcruzi-185739"	142.5	241.28
"tcruzi-186057"	407.74	1120.15
"tcruzi-186215"	104.29	205.42
"tcruzi-187006"	67.23	143.21
"tcruzi-187838"	55.36	107.44
"tcruzi-188755"	61.9	102.92
"tcruzi-189218"	235.63	581.22
"tcruzi-189303"	55.35	75.31
"tcruzi-190487"	56.2	91.2
"tcruzi-190817"	106.73	278.86
"tcruzi-190870"	112.19	125.11
"tcruzi-191073"	72.49	136.61
"tcruzi-191512"	102.67	117.05
"tcruzi-192016"	59.45	125.44
"tcruzi-192225"	56.77	119.45
"tcruzi-192572"	61.76	158.97
"tcruzi-194096"	91.66	199.26
"tcruzi-195952"	192.05	133.93
"tcruzi-196173"	80.22	87.29
"tcruzi-196594"	58.78	87.3
"tcruzi-199262"	118.02	233.34
"tcruzi-200121"	60.04	77.18
"tcruzi-201174"	56.05	99.51
"tcruzi-201645"	58.9	85.26
"tcruzi-202167"	201.54	405.42
"tcruzi-202265"	112.4	237.31
"tcruzi-203422"	259.13	440.29
"tcruzi-203805"	734.55	977.86
"tcruzi-204202"	105.28	147.81
"tcruzi-205100"	105.79	249.12
"tcruzi-205101"	112.48	179
"tcruzi-205102"	153.41	269.29
"tcruzi-205814"	64.54	119.81
"tcruzi-206258"	95.62	102.69
"tcruzi-206259"	108.02	123.37
"tcruzi-206548"	219.58	154.88
"tcruzi-207494"	118.18	332.08
"tcruzi-208103"	91.87	150.19
"tcruzi-210420"	63.11	107.02
"tcruzi-210755"	113.58	394.76
"tcruzi-217891"	89.06	199.91
"tcruzi-220259"	844.61	2313.4
"tcruzi-222222"	130.81	109.48
"tcruzi-223855"	526.39	110.17
"tcruzi-223954"	124.67	119.36
"tcruzi-223973"	374.57	426.32
"tcruzi-225974"	41.35	60.78
"tcruzi-229055"	630.71	342.02
"tcruzi-229203"	44.43	61.19
"tcruzi-229248"	81.15	138.59
"tcruzi-229623"	172.29	314.6
"tcruzi-230518"	84.33	93.18
"tcruzi-231078"	143.91	233.33
"tcruzi-233077"	48.02	50.9
"tcruzi-233136"	59.3	73.41
"tcruzi-233240"	57.6	92.64
"tcruzi-234028"	44.59	92.07
"tcruzi-234997"	74.09	100.3
"tcruzi-235108"	55.53	99.4
"tcruzi-237241"	89.22	224.21
"tcruzi-237978"	86.37	99.39
"tcruzi-237979"	81.51	242.46
"tcruzi-238736"	75.6	115.02
"tcruzi-242988"	234.33	120.21
"tcruzi-243494"	120.84	93.27
"tcruzi-244018"	13340.02	9675.34
"tcruzi-244401"	96.56	181.22
"tcruzi-245971"	67.55	104.63
"tcruzi-246252"	57.87	90.28
"tcruzi-246949"	123.45	231.2
"tcruzi-247051"	104.96	102.15
"tcruzi-248074"	78.68	161.45
"tcruzi-249151"	131.05	231.23
"tcruzi-249335"	109.5	154.94
"tcruzi-249811"	61.03	97.22
"tcruzi-250856"	124.88	139.47
"tcruzi-251241"	100.25	191.33
"tcruzi-253006"	139.68	171.26
"tcruzi-255964"	53.24	68.9
"tcruzi-256007"	93.17	118
"tcruzi-256008"	93.08	144.31
"tcruzi-256869"	157.16	244.53
"tcruzi-258313"	46.38	82.44
"tcruzi-258318"	562.92	1212.84
"tcruzi-258364"	59.77	176.07
"tcruzi-260308"	605.67	427.37
"tcruzi-261430"	122.43	205.62
"tcruzi-261828"	66.83	84.5
"tcruzi-263400"	106.69	190.08
"tcruzi-264052"	172.77	365.87
"tcruzi-264415"	93.84	172.81
"tcruzi-266346"	101.1	195.49
"tcruzi-267196"	128.12	435.62
"tcruzi-267611"	231.47	432.1
"tcruzi-267775"	81.3	108.93
"tcruzi-268376"	124.36	216.49
"tcruzi-268794"	390.16	830.78
"tcruzi-270200"	827.48	795.97
"tcruzi-270223"	416.58	188.35
"tcruzi-272138"	70.68	204.44
"tcruzi-277514"	121.73	252.85
"tcruzi-278362"	152.39	265.44
"tcruzi-279424"	200.79	479.4
"tcruzi-280704"	2352.61	3985.48
"tcruzi-281850"	113.6	192.01
"tcruzi-282436"	249.5	398.97
"tcruzi-282791"	66.21	89.69
"tcruzi-282971"	58.26	120.95
"tcruzi-283333"	86.66	68.35
"tcruzi-283492"	118.76	212.92
"tcruzi-286265"	99.86	166.31
"tcruzi-286748"	402.45	755.81
"tcruzi-286950"	171.65	307.76
"tcruzi-287527"	84.45	162.4
"tcruzi-290694"	74.19	132.44
"tcruzi-291224"	200.94	150.5
"tcruzi-291485"	1617.47	2543.64
"tcruzi-292975"	142.78	91.39
"tcruzi-293135"	77.85	135.24
"tcruzi-293366"	340.79	929.52
"tcruzi-295883"	112.1	250.24
"tcruzi-300253"	52.9	102.3
"tcruzi-301742"	84.86	115.35
"tcruzi-306505"	121.41	242.08
"tcruzi-306822"	138.3	302.27
"tcruzi-307143"	52.68	76.94
"tcruzi-308135"	295.81	515.83
"tcruzi-309611"	82.77	105.33
"tcruzi-310796"	1048.89	2145.03
"tcruzi-311603"	86.37	132.91
"tcruzi-312532"	72.75	151.54
"tcruzi-313446"	68.45	81.96
"tcruzi-313673"	1263.42	2576.03
"tcruzi-313725"	73.12	92.92
"tcruzi-314250"	11642.91	981.39
"tcruzi-314552"	240.59	166.53
"tcruzi-315654"	239.2	471.6
"tcruzi-316056"	1369.8	370.94
"tcruzi-317099"	3219.17	3756.19
"tcruzi-317102"	1727.03	3137.85
"tcruzi-317103"	2635.02	4072.66
"tcruzi-317138"	2708.81	3792.21
"tcruzi-317139"	149.8	377.24
"tcruzi-317140"	4815.16	10412.3
"tcruzi-317142"	1540.37	2555.63
"tcruzi-317143"	3009.56	5714.69
"tcruzi-317144"	573.98	1275.29
"tcruzi-317147"	4709.17	8464.7
"tcruzi-317148"	626.18	1091.19
"tcruzi-317149"	4423.1	11476.67
"tcruzi-317150"	700.67	1202.87
"tcruzi-317278"	2699.81	3649.26
"tcruzi-317279"	691.67	194.85
"tcruzi-317280"	2806.46	3976.55
"tcruzi-317281"	558.42	1154.89
"tcruzi-317282"	361.95	619.09
"tcruzi-317283"	607.79	1243.55
"tcruzi-317560"	105.94	71.86
"tcruzi-318517"	142.66	211.14
"tcruzi-319786"	63.57	117.32
"tcruzi-320477"	372.05	516.3
"tcruzi-320998"	249.92	145
"tcruzi-322542"	47.66	84.65
"tcruzi-324278"	176.24	324.85
"tcruzi-324860"	321.84	572.51
"tcruzi-325766"	61.02	79.44
"tcruzi-327604"	99.74	196.49
"tcruzi-328667"	91.71	232.27
"tcruzi-329893"	111.5	218.63
"tcruzi-331489"	715.33	1367.78
"tcruzi-331891"	248.1	241.53
"tcruzi-332433"	196.82	329.66
"tcruzi-332766"	86.02	215.53
"tcruzi-333623"	145.54	279.67
"tcruzi-336373"	50.49	69.57
"tcruzi-337005"	717.9	147.83
"tcruzi-338805"	393.76	501.73
"tcruzi-340219"	142.95	332.51
"tcruzi-340885"	58.06	77.51
"tcruzi-342660"	315.88	200.77
"tcruzi-342847"	124.52	146.81
"tcruzi-342906"	791.01	609.92
"tcruzi-343249"	67.88	150.1
"tcruzi-344077"	63.11	150.48
"tcruzi-345179"	5507.55	11299.2
"tcruzi-345180"	635	877.85
"tcruzi-345181"	499.09	1175.11
"tcruzi-345240"	121.91	259.39
"tcruzi-345297"	55.89	77.34
"tcruzi-345564"	83.42	98.28
"tcruzi-347883"	631.42	1056.28
"tcruzi-348025"	52.2	101.63
"tcruzi-348287"	66.61	116.6
"tcruzi-349455"	900.22	1323.88
"tcruzi-349467"	64.49	94.78
"tcruzi-349513"	55.8	85.65
"tcruzi-349669"	97.7	180.94
"tcruzi-351703"	90.94	141.35
"tcruzi-354442"	73.74	144.54
"tcruzi-354582"	45.45	46.3
"tcruzi-354604"	93.92	247.45
"tcruzi-356867"	77.8	170.28
"tcruzi-357781"	219.73	275.21
"tcruzi-358622"	138.46	207.3
"tcruzi-359000"	142.64	345.48
"tcruzi-361017"	91.25	204.67
"tcruzi-361879"	62.83	102.97
"tcruzi-362051"	81.94	160.26
"tcruzi-363383"	44	54.22
"tcruzi-363530"	51.55	79.88
"tcruzi-363823"	265.58	327.02
"tcruzi-364501"	549.05	604.47
"tcruzi-365634"	99.59	249.09
"tcruzi-365933"	110.17	256.85
"tcruzi-367081"	62.69	79.66
"tcruzi-367638"	120.99	265.31
"tcruzi-369504"	254.02	731.18
"tcruzi-369828"	552.03	772.64
"tcruzi-369970"	69.47	168.21
"tcruzi-371459"	62.63	83.51
"tcruzi-371493"	199.68	382.99
"tcruzi-372224"	92.35	139.1
"tcruzi-373636"	75.54	163.29
"tcruzi-375533"	320.21	256.44
"tcruzi-376192"	186.9	278.23
"tcruzi-379236"	52.09	118.66
"tcruzi-379764"	774.67	2009.15
"tcruzi-380088"	57.53	112.65
"tcruzi-380091"	381.68	111.43
"tcruzi-380580"	186.83	274.42
"tcruzi-380760"	91.37	111.06
"tcruzi-381201"	60.78	113.95
"tcruzi-381260"	273.81	812.86
"tcruzi-381701"	56.38	100.55
"tcruzi-382653"	70	85.26
"tcruzi-382823"	311.47	525.44
"tcruzi-383087"	68.43	101.21
"tcruzi-383189"	90.92	193.87
"tcruzi-384286"	86.13	131.84
"tcruzi-385381"	3624.7	6229.72
"tcruzi-385873"	181.43	319.44
"tcruzi-387261"	196.62	479.31
"tcruzi-388922"	261.12	87.34
"tcruzi-389018"	111.54	117.89
"tcruzi-391010"	412.75	362.02
"tcruzi-391288"	96.01	114.42
"tcruzi-391522"	69.78	137.32
"tcruzi-392291"	52.02	58.44
"tcruzi-392976"	85.96	127.26
"tcruzi-395301"	927.87	1623.51
"tcruzi-397038"	103.49	260.5
"tcruzi-398112"	158.9	215.25
"tcruzi-400658"	106.94	142.28
"tcruzi-400816"	66.95	90.04
"tcruzi-403085"	105.28	168.6
"tcruzi-404784"	55.84	106.6
"tcruzi-406904"	81.7	149.15
"tcruzi-407754"	145.27	173.89
"tcruzi-408612"	85.66	177.86
"tcruzi-408933"	440.37	415.32
"tcruzi-412569"	65.13	80.96
"tcruzi-412945"	1139.96	2206.07
"tcruzi-415751"	71.91	106.78
"tcruzi-415885"	78.74	84.91
"tcruzi-418371"	226.94	419.82
"tcruzi-419128"	85.74	128.25
"tcruzi-423599"	80.4	170.99
"tcruzi-423636"	220.16	382.71
"tcruzi-424132"	1008.03	1591.44
"tcruzi-425456"	58.16	96.64
"tcruzi-425507"	155.92	218.06
"tcruzi-426565"	43.62	55.07
"tcruzi-426582"	147.27	102.65
"tcruzi-428450"	76.98	156.27
"tcruzi-431111"	89.87	138.04
"tcruzi-433165"	92.81	115.13
"tcruzi-434798"	57.37	88.42
"tcruzi-436760"	115.4	231.09
"tcruzi-438343"	60.71	96.17
"tcruzi-438589"	1307.54	469.64
"tcruzi-438853"	128.33	239.16
"tcruzi-439416"	169.69	385.65
"tcruzi-440301"	99.05	225.08
"tcruzi-441154"	143.61	289.19
"tcruzi-442077"	104.9	224.58
"tcruzi-442775"	72.57	168.93
"tcruzi-443846"	487.94	197.57
"tcruzi-445326"	49.78	73.1
"tcruzi-447214"	599.87	347.85
"tcruzi-447346"	178.95	304.19
"tcruzi-448312"	90.26	161.47
"tcruzi-450272"	110.37	257.11
"tcruzi-453379"	87.05	127.23
"tcruzi-454281"	84.72	221.57
"tcruzi-456082"	121.79	314.15
"tcruzi-459822"	7733.68	8811.34
"tcruzi-462047"	97.4	145.47
"tcruzi-462951"	158.54	293.29
"tcruzi-464026"	107.91	99.86
"tcruzi-464774"	45.39	90.01
"tcruzi-465191"	72.29	125.21
"tcruzi-465647"	344.13	509.96
"tcruzi-467386"	355.4	408.21
"tcruzi-468191"	2154.9	3164.6
"tcruzi-468305"	110.14	209.16
"tcruzi-468986"	1062.88	1503.8
"tcruzi-469164"	91.53	127.46
"tcruzi-469561"	166.77	96.18
"tcruzi-469996"	75.34	100.43
"tcruzi-470751"	62.1	120.82
"tcruzi-470944"	120.42	434.86
"tcruzi-471512"	72.52	129.47
"tcruzi-473384"	53.35	71.71
"tcruzi-473479"	69.15	139.49
"tcruzi-475171"	1761.07	1813.5
"tcruzi-480414"	78.9	144.98
"tcruzi-480672"	153.37	150.6
"tcruzi-481792"	115.91	246.72
"tcruzi-485109"	46.11	77.3
"tcruzi-490325"	72.45	91.54
"tcruzi-490618"	238.01	147.58
"tcruzi-491185"	116.35	173.89
"tcruzi-491214"	456.12	547.12
"tcruzi-491452"	2014.97	2142.2
"tcruzi-491639"	4012.88	5298.65
"tcruzi-491641"	3834.76	4689.82
"tcruzi-491642"	5822.73	7840.86
"tcruzi-491647"	1576.65	1368.88
"tcruzi-491672"	3091.42	2890.02
"tcruzi-491710"	613.66	637.84
"tcruzi-491711"	1561.75	1385.07
"tcruzi-491724"	1297.4	1871.49
"tcruzi-492507"	182.05	264.76
"tcruzi-493359"	65.73	165.77
"tcruzi-493503"	84.61	205.67
"tcruzi-496904"	62.94	99.43
"tcruzi-498810"	41.31	73.8
"tcruzi-504094"	93.83	145.46
"tcruzi-505362"	370.34	740.02
"tcruzi-507007"	124.54	241.8
"tcruzi-507069"	454.37	530.87
"tcruzi-508286"	619.64	1056.18
"tcruzi-508548"	92.81	79.54
"tcruzi-508913"	541.38	1029.7
"tcruzi-510466"	60.15	81.36
"tcruzi-510708"	75.38	87.92
"tcruzi-515028"	126.81	158.54
"tcruzi-515064"	143.69	349.98
"tcruzi-516497"	80.53	190.33
"tcruzi-517856"	69.74	198.51
"tcruzi-519979"	126.75	97.22
"tcruzi-520979"	475.86	1469.75
"tcruzi-520981"	641.48	1361.51
"tcruzi-520982"	393.75	726.07
"tcruzi-522243"	200.57	150.16
"tcruzi-523225"	83.23	177.29
"tcruzi-525159"	233.25	606.67
"tcruzi-528887"	3234.99	6212.8
"tcruzi-530566"	167.69	272.96
"tcruzi-530783"	901.46	1473.73
"tcruzi-530784"	434.35	716.6
"tcruzi-530932"	82.12	172.65
"tcruzi-531613"	52.37	128.67
"tcruzi-532688"	92.62	203.9
"tcruzi-532880"	165.98	306.18
"tcruzi-537813"	127.79	324.37
"tcruzi-539417"	115.84	252.35
"tcruzi-540384"	64.79	93.93
"tcruzi-542650"	145.04	221.42
"tcruzi-542992"	92.95	88.01
"tcruzi-543690"	450.82	1002.02
"tcruzi-544038"	133.28	250.15
"tcruzi-544268"	153.46	301.65
"tcruzi-544602"	78.59	130.04
"tcruzi-544987"	146.51	423.97
"tcruzi-545560"	84.11	166.09
"tcruzi-547106"	58.49	58.82
"tcruzi-547440"	59.38	78.92
"tcruzi-551394"	55.36	134.92
"tcruzi-551918"	47.89	84.89
"tcruzi-553195"	84.68	115.69
"tcruzi-553524"	95.19	194.08
"tcruzi-554259"	126.3	258.6
"tcruzi-554406"	184.09	352.76
"tcruzi-554736"	101.36	167.78
"tcruzi-555434"	57.88	83.65
"tcruzi-555845"	52.52	52.19
"tcruzi-558143"	81.48	305.06
"tcruzi-561038"	2687.97	5384.39
"tcruzi-561297"	148.82	394.39
"tcruzi-561864"	66.15	120.75
"tcruzi-562187"	1362.7	2960.76
"tcruzi-565792"	260.89	413.91
"tcruzi-567601"	113.17	205.93
"tcruzi-567738"	340.14	1045.33
"tcruzi-568393"	112.32	244.98
"tcruzi-570165"	181.09	295.23
"tcruzi-572435"	59.38	78.02
"tcruzi-574963"	311.82	577.77
"tcruzi-575796"	44.2	60.67
"tcruzi-575800"	321.86	676
"tcruzi-576045"	918.35	855.8
"tcruzi-576835"	173.77	299.97
"tcruzi-577434"	87.85	165.3
"tcruzi-577456"	1180.93	2211.09
"tcruzi-578766"	179.15	108.28
"tcruzi-579053"	199.69	356.03
"tcruzi-579132"	492.26	935.69
"tcruzi-579265"	333.21	291.22
"tcruzi-579521"	1255.92	2841.15
"tcruzi-579522"	331.64	708.4
"tcruzi-579557"	712.93	1205.99
"tcruzi-579562"	1095.56	2208.25
"tcruzi-579563"	379.62	1091.88
"tcruzi-579737"	168.04	321.24
"tcruzi-579777"	106.84	239.85
"tcruzi-579975"	156.24	404.27
"tcruzi-579976"	157.3	387.2
"tcruzi-580623"	276.78	545.65
"tcruzi-583217"	71.38	86.1
"tcruzi-584814"	75.59	164.33
"tcruzi-584833"	108.5	115.11
"tcruzi-585970"	55.64	82.04
"tcruzi-587694"	99.21	118.75
"tcruzi-587811"	91.94	114.4
"tcruzi-588332"	86.81	118.65
"tcruzi-588625"	99.86	105.77
"tcruzi-589049"	226.1	116.66
"tcruzi-589178"	156.27	88.82
"tcruzi-590219"	61.06	102.88
"tcruzi-590383"	58.24	77.92
"tcruzi-593291"	8431.97	17859.33
"tcruzi-593486"	108.84	69.56
"tcruzi-595207"	42.32	43.99
"tcruzi-596600"	249.9	839.75
"tcruzi-596826"	133.58	362.03
"tcruzi-596993"	111.18	201.9
"tcruzi-597083"	85.41	141.25
"tcruzi-597320"	97.59	166.89
"tcruzi-598166"	147.08	308.55
"tcruzi-599126"	326.25	442.44
"tcruzi-599647"	123.27	273.55
"tcruzi-600813"	299.16	426.59
"tcruzi-601037"	72.93	107.26
"tcruzi-602794"	101.51	103.21
"tcruzi-604297"	88.88	154.21
"tcruzi-604374"	79.9	138.44
"tcruzi-604401"	81.72	147.18
"tcruzi-604634"	50.56	66.7
"tcruzi-605266"	1231.97	2726.38
"tcruzi-606587"	94.5	151.63
"tcruzi-607193"	1296.52	272.68
"tcruzi-609627"	60.35	90.18
"tcruzi-610155"	102.65	239.68
"tcruzi-610691"	2894.67	6233.48
"tcruzi-611154"	126.35	111.97
"tcruzi-613249"	361.45	521.9
"tcruzi-613975"	205.94	423.75
"tcruzi-614243"	59.52	90.56
"tcruzi-614705"	187.37	363.42
"tcruzi-615365"	183.16	284.85
"tcruzi-615368"	51.04	102.34
"tcruzi-615424"	2337.24	2439.07
"tcruzi-615938"	1931.18	3535.7
"tcruzi-616339"	367.36	661.99
"tcruzi-616798"	84.1	155.7
"tcruzi-618195"	805.65	1860.36
"tcruzi-621155"	80.45	155.56
"tcruzi-623483"	103.38	261.69
"tcruzi-623854"	87.16	220.02
"tcruzi-624110"	220.68	205.7
"tcruzi-624274"	108.2	153.46
"tcruzi-624719"	128.39	215.35
"tcruzi-626154"	102.67	124.24
"tcruzi-628140"	88.08	260.5
"tcruzi-630483"	223.82	388.79
"tcruzi-631107"	122.04	269.02
"tcruzi-632799"	179.4	448.48
"tcruzi-635402"	58.63	98.84
"tcruzi-636987"	58.25	115.53
"tcruzi-637136"	68.71	129.52
"tcruzi-637474"	86.74	95.7
"tcruzi-637798"	135.52	332.61
"tcruzi-638294"	85.47	202.01
"tcruzi-638996"	346.02	342.98
"tcruzi-640745"	112.37	274.24
"tcruzi-643068"	192.57	295.77
"tcruzi-643211"	1333.58	2881.56
"tcruzi-643313"	177.66	207.41
"tcruzi-643363"	95.81	154.68
"tcruzi-647851"	118.3	205.96
"tcruzi-648429"	211.68	454.28
"tcruzi-648644"	220.09	374.11
"tcruzi-648656"	55.82	78.27
"tcruzi-648762"	144.45	281.19
"tcruzi-648781"	152.52	294.96
"tcruzi-648782"	148.39	326.31
"tcruzi-648784"	168.85	340.04
"tcruzi-648785"	187.02	330.6
"tcruzi-648786"	186.69	406.62
"tcruzi-648983"	95.36	213.24
"tcruzi-649030"	166.57	371.44
"tcruzi-649548"	63.01	187.5
"tcruzi-649889"	21843.26	19144.52
"tcruzi-650024"	2229.11	3723.37
"tcruzi-651063"	125.83	147.56
"tcruzi-652508"	215.84	270.6
"tcruzi-654161"	68.39	96.98
"tcruzi-656666"	68.19	165.56
"tcruzi-656805"	51.9	71.03
"tcruzi-659597"	88.04	107.75
"tcruzi-660569"	950.36	3539.22
"tcruzi-662288"	126.86	138.46
"tcruzi-662375"	61.58	161.91
"tcruzi-662395"	163.45	284.14
"tcruzi-662808"	592.87	452.64
"tcruzi-665278"	164.93	381.58
"tcruzi-667001"	181.42	115.04
"tcruzi-667047"	63.5	92.62
"tcruzi-667137"	353.06	298.39
"tcruzi-668318"	104.74	168.4
"tcruzi-669057"	70.03	107.26
"tcruzi-669853"	91.13	163.93
"tcruzi-669939"	86.14	129.99
"tcruzi-670005"	107.69	120.67
"tcruzi-670242"	96.02	200.86
"tcruzi-671852"	140.88	218.95
"tcruzi-672835"	2641.27	1582.51
"tcruzi-673146"	105.52	88.29
"tcruzi-673386"	214.5	92.87
"tcruzi-674898"	6997.63	8129.26
"tcruzi-678469"	7216.85	9801.05
"tcruzi-680409"	260.35	753.49
"tcruzi-680947"	54.95	78.83
"tcruzi-681098"	67.95	136.67
"tcruzi-681203"	89.89	108.96
"tcruzi-681382"	455.11	616.86
"tcruzi-682546"	386.83	894.57
"tcruzi-682834"	122.76	123.16
"tcruzi-683142"	88.27	227.27
"tcruzi-684687"	153.1	206.68
"tcruzi-685392"	84.33	131.54
"tcruzi-685450"	134.62	293.04
"tcruzi-686026"	287.77	525
"tcruzi-686575"	83.48	83.8
"tcruzi-686813"	124.53	346.09
"tcruzi-688188"	380.16	147.48
"tcruzi-688191"	185.03	368.41
"tcruzi-688226"	1661.73	3428.47
"tcruzi-688230"	1494.63	3334.81
"tcruzi-688233"	1044.26	2447.52
"tcruzi-688234"	1146.72	2252.91
"tcruzi-688235"	330.37	547.04
"tcruzi-688236"	1000.03	2323.2
"tcruzi-688240"	226.12	498.6
"tcruzi-688241"	137.98	410.32
"tcruzi-688242"	179.12	395.92
"tcruzi-688243"	207.7	483.03
"tcruzi-688396"	67.41	147.03
"tcruzi-690043"	217.51	403.53
"tcruzi-691587"	58.99	103.47
"tcruzi-692396"	92.96	104.38
"tcruzi-693169"	1349.21	1570.45
"tcruzi-693187"	127.64	169.29
"tcruzi-693438"	98.61	91.45
"tcruzi-694838"	80.35	150.17
"tcruzi-695738"	4796.25	5307.46
"tcruzi-696381"	57.34	74.65
"tcruzi-696589"	183.17	388.5
"tcruzi-696706"	174.78	327.23
"tcruzi-699417"	83.4	97.13
"tcruzi-699464"	215.92	274.98
"tcruzi-701048"	165.05	208.6
"tcruzi-701980"	188.85	379.29
"tcruzi-702841"	67.86	144.65
"tcruzi-703146"	108.13	140.44
"tcruzi-705260"	85.87	112.39
"tcruzi-708476"	91.28	189.28
"tcruzi-708559"	189.02	320.36
"tcruzi-709903"	284.81	217.94
"tcruzi-710448"	468.18	569.26
"tcruzi-710561"	147.37	221.41
"tcruzi-711287"	76.73	181.59
"tcruzi-711455"	1725.09	2259.17
"tcruzi-712933"	431.95	818.47
"tcruzi-713950"	79.2	77.15
"tcruzi-714209"	47.29	69.93
"tcruzi-714603"	147.69	127.63
