"Reporter Name"	"US_PO_rawData_r1"	"US_PO_rawData_r2"
"tcruzi-688236"	6684.22	7079.12
"tcruzi-688240"	32379.4	30147.94
"tcruzi-688241"	13401.42	11787.86
"tcruzi-688242"	11559.59	11952.77
"tcruzi-688243"	33501.87	31378.69
"tcruzi-688396"	47.17	58.75
"tcruzi-690043"	172.84	188.16
"tcruzi-691587"	52.65	57.63
"tcruzi-692396"	79.47	55.26
"tcruzi-693169"	392.43	314.85
"tcruzi-693187"	23063.38	24767.35
"tcruzi-693438"	131.66	134.32
"tcruzi-694838"	59.59	66.62
"tcruzi-695738"	4355.57	6978.64
"tcruzi-696381"	76.94	73.23
"tcruzi-696589"	69.73	86.16
"tcruzi-696706"	155.38	189.24
"tcruzi-699417"	123.13	107.26
"tcruzi-699464"	231.06	216.54
"tcruzi-701048"	221.92	187.62
"tcruzi-701980"	436.49	754.06
"tcruzi-702841"	56.99	54.76
"tcruzi-703146"	112.18	99.21
"tcruzi-705260"	62.24	58.16
"tcruzi-708476"	70.34	68.99
"tcruzi-708559"	121.09	111.98
"tcruzi-709903"	225.51	263.3
"tcruzi-710448"	395.87	459.92
"tcruzi-710561"	230.35	259.63
"tcruzi-711287"	92.58	101.84
"tcruzi-711455"	1810.88	1999.58
"tcruzi-712933"	129.39	97.29
"tcruzi-713950"	30099.82	28512.24
"tcruzi-714209"	91.96	97.52
"tcruzi-714603"	118.54	113.99
"tcruzi-715074"	48.45	50.53
"tcruzi-715965"	157.53	112.31
"tcruzi-716103"	50.95	52.12
"tcruzi-716173"	125.46	163.89
"tcruzi-717213"	1817.55	1912.5
"tcruzi-717278"	78.72	84.49
"tcruzi-718364"	156.1	172.46
"tcruzi-720581"	281.54	357.57
"tcruzi-722409"	66.75	84.75
"tcruzi-723816"	70.08	57.87
"tcruzi-725295"	193.41	200.72
"tcruzi-726076"	144.34	152.32
"tcruzi-726409"	65.45	61.07
"tcruzi-728476"	109.24	179.85
"tcruzi-728837"	154.7	134.9
"tcruzi-729910"	1861.18	1976.1
"tcruzi-730374"	47.29	48.87
"tcruzi-730534"	93.68	92.39
"tcruzi-732582"	219.7	276.6
"tcruzi-733555"	163.25	119.24
"tcruzi-735455"	72.52	71.84
"tcruzi-737227"	428.88	457.83
"tcruzi-737472"	90.49	87.69
"tcruzi-737530"	277.8	169.59
"tcruzi-738525"	1244.72	1282.01
"tcruzi-740838"	1374.08	1200.94
"tcruzi-741178"	99.94	84.25
"tcruzi-741306"	883.43	907.17
"tcruzi-741693"	55.47	75.3
"tcruzi-742558"	65.56	60.22
"tcruzi-742737"	2374.73	2401.54
"tcruzi-742839"	235.41	177.77
"tcruzi-744461"	415.98	506.21
"tcruzi-744582"	85.05	86.22
"tcruzi-745093"	153.33	113.51
"tcruzi-745533"	90.53	101.86
"tcruzi-746551"	11799.23	11044.31
"tcruzi-750806"	47.15	54.44
"tcruzi-750955"	327.8	283.01
"tcruzi-751928"	488.64	454.51
"tcruzi-752315"	133.77	121.78
"tcruzi-753154"	81.52	116.18
"tcruzi-753182"	144.08	178.39
"tcruzi-753372"	63.85	59.65
"tcruzi-754524"	61.6	61.84
"tcruzi-755050"	94	125.92
"tcruzi-756200"	329.15	300.29
"tcruzi-756994"	72.96	63.11
"tcruzi-758083"	166.28	178.43
"tcruzi-763334"	64.68	87.41
"tcruzi-763703"	133.03	126.19
"tcruzi-765339"	70.36	73.58
"tcruzi-765777"	704.13	590.86
"tcruzi-766477"	440.63	483.45
"tcruzi-767416"	59.3	56.92
"tcruzi-768201"	120.96	129.98
"tcruzi-768650"	150.31	99.64
"tcruzi-770029"	682.04	746.44
"tcruzi-770108"	57.6	61.02
"tcruzi-770585"	59.5	57.77
"tcruzi-772083"	81.42	64.6
"tcruzi-772251"	68.77	69.95
"tcruzi-773138"	84.33	88.72
"tcruzi-773706"	77.41	85.08
"tcruzi-773875"	78.89	71.91
"tcruzi-774474"	67.08	73.22
"tcruzi-775444"	56.55	47.45
"tcruzi-776803"	161.56	159.46
"tcruzi-777292"	97.01	86.92
"tcruzi-778664"	1818.03	3277.96
"tcruzi-778851"	2341.72	1833.95
"tcruzi-780226"	42.98	54.32
"tcruzi-780472"	189.03	192.18
"tcruzi-781039"	59.45	78.33
"tcruzi-781062"	354.5	438.2
"tcruzi-781661"	117.34	106.27
"tcruzi-781919"	122.82	109.02
"tcruzi-782966"	54.66	63
"tcruzi-783410"	44.54	57.32
"tcruzi-783657"	1399.06	1501.63
"tcruzi-784273"	89.11	87.74
"tcruzi-785462"	103.69	91.95
"tcruzi-788936"	456.06	447.14
"tcruzi-789897"	178.96	204.38
"tcruzi-790716"	308.68	384.02
"tcruzi-791273"	454.07	410.9
"tcruzi-791771"	84.11	80.08
"tcruzi-792104"	223.02	250.13
"tcruzi-793610"	64.55	68.73
"tcruzi-795024"	102.36	82.19
"tcruzi-795713"	164.66	112.66
"tcruzi-796033"	106.29	132.9
"tcruzi-797369"	158.3	159.37
"tcruzi-797520"	140.53	131.14
"tcruzi-797674"	182.01	181.24
"tcruzi-799164"	7660.05	7149.9
"tcruzi-800738"	82.92	103.73
"tcruzi-801502"	157.15	132.53
"tcruzi-801835"	105.94	93.97
"tcruzi-802167"	74.13	81.43
"tcruzi-803139"	169.76	132.31
"tcruzi-804343"	143.23	128.06
"tcruzi-805816"	72.75	84.64
"tcruzi-806504"	132.79	142.71
"tcruzi-806707"	260.83	171.6
"tcruzi-807454"	1197.45	1551.32
"tcruzi-812203"	133.7	136.34
"tcruzi-813094"	67.74	60.18
"tcruzi-813112"	63.47	78.62
"tcruzi-814944"	85.51	91.11
"tcruzi-815168"	58.61	69.2
"tcruzi-815465"	212.62	219.97
"tcruzi-815538"	76.3	105.25
"tcruzi-821245"	40.99	41.64
"tcruzi-821806"	610.41	770.43
"tcruzi-822195"	242.08	222.12
"tcruzi-822399"	411.02	404.28
"tcruzi-826609"	118.67	98.81
"tcruzi-827231"	421.96	562.93
"tcruzi-827353"	35.88	46.64
"tcruzi-828149"	92.32	84.73
"tcruzi-829498"	62.54	74.93
"tcruzi-830033"	41.06	47.07
"tcruzi-830062"	92.75	111.25
"tcruzi-830878"	134.7	149.43
"tcruzi-832378"	423.51	389.79
"tcruzi-832577"	667.16	632.01
"tcruzi-833325"	3434.81	3181.56
"tcruzi-833800"	3070.6	3317.72
"tcruzi-833946"	61.91	50.49
"tcruzi-834879"	5195.96	5763.33
"tcruzi-834928"	124	137.54
"tcruzi-835625"	64.21	63.37
"tcruzi-835661"	120.13	134.97
"tcruzi-835700"	248.42	206.69
"tcruzi-835820"	64.52	67.09
"tcruzi-836109"	53.6	55.54
"tcruzi-836636"	104.2	94.49
"tcruzi-836923"	75.93	69.76
"tcruzi-839412"	64.73	53.53
"tcruzi-842843"	91.27	102.34
"tcruzi-843878"	606.55	649.91
"tcruzi-843885"	70.54	65.91
"tcruzi-844349"	26326.21	26156.1
"tcruzi-844512"	7182.92	6712.89
"tcruzi-846167"	519.74	526.56
"tcruzi-846409"	51.1	57.98
"tcruzi-848624"	107.62	102.89
"tcruzi-849220"	69.69	62.58
"tcruzi-849681"	49.9	49.15
"tcruzi-849698"	153.98	167.26
"tcruzi-849801"	193.73	259.42
"tcruzi-850294"	59.65	63.45
"tcruzi-850926"	198.8	211.55
"tcruzi-851129"	121.1	124.58
"tcruzi-852013"	100.85	90.01
"tcruzi-855208"	56.58	57.5
"tcruzi-855499"	72.39	66.36
"tcruzi-855809"	65.24	63.93
"tcruzi-856778"	59.53	53.69
"tcruzi-858343"	95.34	103.94
"tcruzi-860467"	36.61	40.45
"tcruzi-861121"	48.27	45.19
"tcruzi-861730"	47.74	42.9
"tcruzi-862875"	36.29	46.88
"tcruzi-863572"	522.16	79.12
"tcruzi-863969"	58.45	65.27
"tcruzi-864109"	44.25	46.13
"tcruzi-864569"	37.54	44.56
"tcruzi-866409"	225.52	212.35
"tcruzi-867280"	39376.08	38573.64
"tcruzi-867281"	43291.5	43543.48
"tcruzi-867282"	45300.19	44508.75
"tcruzi-867283"	38292.33	35592.18
"tcruzi-867284"	38530.29	36496.75
"tcruzi-867286"	6950.57	7445.16
"tcruzi-867287"	14691.57	16174.2
"tcruzi-867533"	50.47	48.78
"tcruzi-867561"	75.52	95.78
"tcruzi-867646"	47.38	53.99
"tcruzi-867649"	283.56	415.75
"tcruzi-869391"	1412.58	1286.4
"tcruzi-869422"	321.62	269.04
"tcruzi-869560"	103.64	132.45
"tcruzi-871282"	57.86	60.14
"tcruzi-871581"	222.68	186.69
"tcruzi-872555"	213.24	233.94
"tcruzi-876536"	119.81	136.12
"tcruzi-876681"	49.98	55.82
"tcruzi-882337"	103.81	139.03
"tcruzi-883040"	465.13	555.22
"tcruzi-885610"	229.94	223.64
"tcruzi-886699"	113.1	170.65
"tcruzi-887784"	164.57	170.16
"tcruzi-890634"	294.72	342.91
"tcruzi-892704"	301.19	200.27
"tcruzi-893755"	66.35	77.57
"tcruzi-895663"	59.8	77.08
"tcruzi-898688"	3549.94	3641.92
"tcruzi-900587"	78.94	72.74
"tcruzi-901484"	79.6	80.45
"tcruzi-905074"	1080.75	1485.02
"tcruzi-906744"	49.24	52.81
"tcruzi-907392"	60.44	60.56
"tcruzi-907827"	214.21	246.06
"tcruzi-907895"	60.95	63.82
"tcruzi-909455"	43390.25	39030.28
"tcruzi-909892"	47.12	50.25
"tcruzi-910450"	270.51	371.9
"tcruzi-913688"	78.64	76.2
"tcruzi-914067"	68.31	77.27
"tcruzi-915193"	76.26	98.33
"tcruzi-918191"	72.48	69.14
"tcruzi-918672"	319.27	307.6
"tcruzi-918800"	259.58	251.21
"tcruzi-919419"	66.9	61.51
"tcruzi-919631"	44.77	45.96
"tcruzi-919750"	128.58	115.94
"tcruzi-920019"	72.21	68.4
"tcruzi-920085"	117.82	92.3
"tcruzi-923964"	191.38	179.2
"tcruzi-924451"	57.01	56.77
"tcruzi-924562"	106.42	85.5
"tcruzi-925396"	1339.7	911.31
"tcruzi-925648"	67.17	70.54
"tcruzi-925701"	99.16	94.83
"tcruzi-928686"	699.47	848.75
"tcruzi-929590"	509.98	543.13
"tcruzi-930155"	170.44	192.23
"tcruzi-930441"	410.09	331.56
"tcruzi-930543"	95.57	282.02
"tcruzi-930853"	155.93	155.53
"tcruzi-931554"	49.54	57.22
"tcruzi-932567"	1759.96	1904.42
"tcruzi-933465"	1084.54	1037.16
"tcruzi-934350"	73.94	61.25
"tcruzi-934987"	56.61	59.64
"tcruzi-937298"	77.61	76
"tcruzi-937352"	861.82	1019.18
"tcruzi-939002"	198.41	206.45
"tcruzi-939855"	639.68	630.69
"tcruzi-940394"	158.51	192.92
"tcruzi-941274"	123.08	136.99
"tcruzi-942193"	142.22	97.79
"tcruzi-942199"	165.11	155.71
"tcruzi-942807"	103.58	105.23
"tcruzi-943492"	89.34	72.54
"tcruzi-943678"	93.67	116.38
"tcruzi-945265"	82.88	87.32
"tcruzi-950434"	89.78	87.53
"tcruzi-955019"	375.16	314.83
"tcruzi-957528"	90.71	80.01
"tcruzi-958298"	205.01	215.22
"tcruzi-960462"	81.98	82.35
"tcruzi-961076"	2017.06	1839.04
"tcruzi-961156"	1428.77	1327.19
"tcruzi-961296"	3496.81	2974.75
"tcruzi-961653"	167.52	175.37
"tcruzi-963367"	105.92	116.68
"tcruzi-964365"	80.45	80.63
"tcruzi-965570"	129.47	135.69
"tcruzi-966474"	78.2	90.35
"tcruzi-967105"	47.22	67.07
"tcruzi-967160"	125.5	155.75
"tcruzi-967228"	44.07	59.32
"tcruzi-969716"	58.89	68.27
"tcruzi-970131"	51.75	58.38
"tcruzi-970768"	761	543.03
"tcruzi-971006"	3263.64	4229.41
"tcruzi-971167"	240.42	161.85
"tcruzi-971276"	167.45	171.25
"tcruzi-972172"	114.04	81.97
"tcruzi-972827"	112.94	128.95
"tcruzi-973457"	776.1	708.31
"tcruzi-973893"	69.69	70.7
"tcruzi-976262"	95.12	82.36
"tcruzi-976778"	114.85	137.02
"tcruzi-977113"	144.82	149.44
"tcruzi-978251"	91.12	88.91
"tcruzi-979112"	198.98	203.59
"tcruzi-979514"	419.91	489.19
"tcruzi-979946"	68.73	74.12
"tcruzi-982153"	74.02	74.62
"tcruzi-984441"	4486.34	6039.83
"tcruzi-984490"	145.95	136.04
"tcruzi-984569"	105.87	106.39
"tcruzi-984579"	228.21	183.22
"tcruzi-985728"	105.28	130.25
"tcruzi-985731"	454.99	435.38
"tcruzi-986709"	134.92	109.95
"tcruzi-988629"	62.05	73.21
"tcruzi-990212"	118.86	100.4
"tcruzi-990730"	358.03	399.14
"tcruzi-993929"	1809.73	2178
"tcruzi-994235"	298.26	230.11
"tcruzi-994568"	297.89	137.53
"tcruzi-994842"	270.87	308.59
"tcruzi-994926"	59.75	59.14
"tcruzi-995005"	83.13	78.93
"tcruzi-996554"	113.02	108.12
"tcruzi-997567"	61.85	70.59
"tcruzi-998554"	39.68	48.14
"tcruzi-998823"	94.2	46.49
"tcruzi-1000738"	444.42	416.03
"tcruzi-1001695"	620.67	738.87
"tcruzi-1001711"	75.06	72.09
"tcruzi-1004100"	86.31	102.74
"tcruzi-1005046"	155.3	133.53
"tcruzi-1005067"	118.59	143.01
"tcruzi-1005305"	384.87	446.21
"tcruzi-1005482"	94.99	93.8
"tcruzi-1007326"	108.52	74.35
"tcruzi-1007826"	1239.3	1308.98
"tcruzi-1007853"	618.32	525.98
"tcruzi-1008370"	64.68	69.08
"tcruzi-1010241"	246.69	177.35
"tcruzi-1010971"	101.7	134.68
"tcruzi-1011528"	116.69	149.36
"tcruzi-1014035"	86.53	78.28
"tcruzi-1014467"	100.98	108.11
"tcruzi-1014513"	48.95	59.42
"tcruzi-1016586"	42.78	44.42
"tcruzi-1017121"	1315.77	1416.33
"tcruzi-1017825"	57.16	60.06
"tcruzi-1019097"	103.62	115
"tcruzi-1020644"	178.17	170.01
"tcruzi-1022489"	184.87	205.28
"tcruzi-1023491"	1021.2	1519.61
"tcruzi-1023539"	153.14	151.9
"tcruzi-1024789"	210.24	139.85
"tcruzi-1025150"	222.21	116.8
"tcruzi-1025367"	151.3	128.57
"tcruzi-1025720"	5641.65	6074.26
"tcruzi-1025721"	3575.47	3955.51
"tcruzi-1026307"	42725.53	44033.11
"tcruzi-1026309"	38672.31	37190.29
"tcruzi-1026310"	36715.8	33376.72
"tcruzi-1026311"	22974.73	25162.36
"tcruzi-1026312"	30652.72	28625.72
"tcruzi-1026317"	34746.39	33299.55
"tcruzi-1027797"	3711.59	4033.42
"tcruzi-1028387"	53.35	50.43
"tcruzi-1028589"	125.93	123.97
"tcruzi-1028592"	36679.16	36134.03
"tcruzi-1028593"	40335.82	40322.55
"tcruzi-1028596"	44654.89	43087.14
"tcruzi-1029730"	1590.53	1579.35
"tcruzi-1030119"	45338.4	44331.42
"tcruzi-1030161"	85.84	79.13
"tcruzi-1031344"	344.41	332.71
"tcruzi-1032192"	142.98	165.95
"tcruzi-1032967"	376.88	395.61
"tcruzi-1034083"	84.98	74.08
"tcruzi-1035077"	17446.85	17737.1
"tcruzi-1035078"	19956.51	19252.73
"tcruzi-1035080"	19829.24	20086.97
"tcruzi-1035095"	59.72	48.56
"tcruzi-1035330"	673.87	651.55
"tcruzi-1035452"	260.74	244.61
"tcruzi-1035831"	7260.33	7310.84
"tcruzi-1036424"	96.63	84.22
"tcruzi-1036899"	2200.4	2382.01
"tcruzi-1037510"	122.92	110.76
"tcruzi-1038739"	116.64	118.64
"tcruzi-1039442"	5537.87	6424.28
"tcruzi-1039443"	87.67	81.52
"tcruzi-1040693"	86.52	109.08
"tcruzi-1040731"	228.87	264.07
"tcruzi-1041302"	136.32	173.29
"tcruzi-1041708"	504.84	551.47
"tcruzi-1041867"	99.35	107.33
"tcruzi-1042509"	56.85	61.24
"tcruzi-1043101"	38765.49	35199.65
"tcruzi-1043105"	27701.18	28814.99
"tcruzi-1043430"	151.31	164.73
"tcruzi-1043597"	63.46	52.37
"tcruzi-1045857"	82.25	85.56
"tcruzi-1047130"	37121.87	38528.82
"tcruzi-1047131"	44226.55	42752.43
"tcruzi-1047216"	264.45	266.08
"tcruzi-1048656"	392.37	243.27
"tcruzi-1049456"	1631.98	1939.08
"tcruzi-1049457"	994.24	1061.54
"tcruzi-1049459"	5415.77	5217.22
"tcruzi-1049460"	3701.72	4016.42
"tcruzi-1049681"	89.23	90.68
"tcruzi-1050192"	146.34	174.63
"tcruzi-1051382"	125.91	109.76
"tcruzi-1051383"	228.55	193.43
"tcruzi-1052163"	111.12	127.26
"tcruzi-1052389"	62.48	53.32
"tcruzi-1052963"	659.77	368.8
"tcruzi-1053839"	1232.61	983.18
"tcruzi-1054268"	52.99	50.93
"tcruzi-1054795"	80.45	99.25
"tcruzi-1055054"	92.9	86.95
"tcruzi-1056572"	129.15	130.89
"tcruzi-1057758"	465.81	322.22
"tcruzi-1058975"	84.92	93.77
"tcruzi-1061624"	11942.71	11168.28
"tcruzi-1062107"	185.66	197.63
"tcruzi-1063180"	240.42	261.21
"tcruzi-1064975"	249.8	243.04
"tcruzi-1065373"	1086.43	1247
"tcruzi-1066149"	144.54	120.13
"tcruzi-1067527"	99.63	106.59
"tcruzi-1068774"	143.96	155.89
"tcruzi-1070351"	78.78	83.55
"tcruzi-1070949"	1621	1356.49
"tcruzi-1071550"	70.76	69.33
"tcruzi-1071635"	127.87	132.58
"tcruzi-1071656"	76	83.84
"tcruzi-1072899"	131.53	138.57
"tcruzi-1073178"	5182.17	5040.81
"tcruzi-1074762"	130.1	154.83
"tcruzi-1076155"	70.56	141.95
"tcruzi-1076960"	106.92	94.51
"tcruzi-1078204"	272.9	119.21
"tcruzi-1079213"	90.51	107.77
"tcruzi-1079805"	68.54	63.5
"tcruzi-1080234"	165.53	295.58
"tcruzi-1080657"	89.49	84.89
"tcruzi-1086010"	73.61	71.14
"tcruzi-1087087"	100.96	108.39
"tcruzi-1087996"	212.77	119.32
"tcruzi-1090931"	90.23	88.03
"tcruzi-1092031"	77.09	97.36
"tcruzi-1092553"	310.06	261.56
"tcruzi-1093214"	151.48	154.33
"tcruzi-1093470"	78.51	62.6
"tcruzi-1094580"	77.31	95.84
"tcruzi-1096133"	196.13	207.82
"tcruzi-1096643"	43.54	46.49
"tcruzi-1097013"	120.44	132.93
"tcruzi-1097783"	56.91	59.64
"tcruzi-1102488"	836.83	709.59
"tcruzi-1107248"	170.75	209.6
"tcruzi-1107505"	58.04	65.28
"tcruzi-1107684"	196.65	198.54
"tcruzi-1108412"	31144.69	30377.32
"tcruzi-1109106"	56.9	46.16
"tcruzi-1109336"	63.73	69.53
"tcruzi-1109400"	62.4	86.92
"tcruzi-1109936"	40.32	37.51
"tcruzi-1110036"	230.87	212.97
"tcruzi-1112773"	58.5	61.72
"tcruzi-1114448"	79.15	68.23
"tcruzi-1114850"	50816.72	56946.78
"tcruzi-1114852"	180.93	191.19
"tcruzi-1114868"	51242.65	46789.84
"tcruzi-1116183"	55.45	57.14
"tcruzi-1116761"	46.54	44.12
"tcruzi-1117091"	85.24	83.69
"tcruzi-1118377"	239.86	249.69
"tcruzi-1119706"	76.83	61.68
"tcruzi-1120174"	44.99	41.48
"tcruzi-1120683"	46666.96	51383.44
"tcruzi-1120684"	43264.66	44346.91
"tcruzi-1120884"	76.02	75.14
"tcruzi-1122368"	106.62	97.76
"tcruzi-1123831"	1004.9	900.67
"tcruzi-1124337"	115.77	137.31
"tcruzi-1124347"	38784.85	36250.66
"tcruzi-1125238"	161.69	147.56
"tcruzi-1125763"	540.38	496.37
"tcruzi-1126563"	42702.89	44245.79
"tcruzi-1127742"	45.11	43.49
"tcruzi-1127972"	78.75	81.37
"tcruzi-1128134"	45.43	47.54
"tcruzi-1133715"	46.78	47.72
"tcruzi-1134348"	67.25	61.18
"tcruzi-1136523"	98.93	106.29
"tcruzi-1137500"	42.12	43.94
"tcruzi-1137590"	186.22	189.3
"tcruzi-1138516"	63.82	61.17
"tcruzi-1139032"	214.45	248.71
"tcruzi-1139259"	213.66	170.29
"tcruzi-1139683"	57.16	56.28
"tcruzi-1143483"	685.51	669.9
"tcruzi-1144556"	120.57	130.57
"tcruzi-1144643"	73.06	58.44
"tcruzi-1145281"	166.1	143.62
"tcruzi-1145746"	57.07	55.6
"tcruzi-1146618"	48.99	44.21
"tcruzi-1147006"	1411.12	1705.86
"tcruzi-1147752"	114.14	119.79
"tcruzi-1148892"	140.14	346.34
"tcruzi-1148997"	912.42	1102.16
"tcruzi-1149067"	257.71	345.65
"tcruzi-1150857"	141.92	140.24
"tcruzi-1151645"	390.2	318.57
"tcruzi-1152294"	63.45	59
"tcruzi-1153790"	104.74	102.47
"tcruzi-1154199"	58.3	70.87
"tcruzi-1156021"	69.97	64.99
"tcruzi-1157570"	64.36	55.37
"tcruzi-1157822"	41.19	59.67
"tcruzi-1158841"	49.6	57.89
"tcruzi-1163050"	41.41	49.11
"tcruzi-1163963"	49.21	57.19
"tcruzi-1165792"	167.73	193.29
"tcruzi-1165897"	104.45	127.64
"tcruzi-1166423"	131.32	108.36
"tcruzi-1168352"	61.31	62.03
"tcruzi-1169433"	57.3	91.35
"tcruzi-1170160"	62.74	52.53
"tcruzi-1171358"	102.75	126.97
"tcruzi-1172245"	7843.5	6554.01
"tcruzi-1172744"	52.88	51.07
"tcruzi-1174014"	30375.13	30710.41
"tcruzi-1175905"	64.86	63.6
"tcruzi-1176260"	268.14	262.75
"tcruzi-1176263"	47.7	49.86
"tcruzi-1176294"	1276.48	884
"tcruzi-1176545"	93.72	93.14
"tcruzi-1177409"	165.4	179.62
"tcruzi-1177668"	563.22	555.38
"tcruzi-1178140"	104.33	96.78
"tcruzi-1179174"	322.68	401.62
"tcruzi-1179733"	65.52	91.68
"tcruzi-1180613"	75.4	88.03
"tcruzi-1184334"	85.97	72.02
"tcruzi-1184353"	91.93	98.4
"tcruzi-1187154"	68.04	73.4
"tcruzi-1187756"	109.6	100.9
"tcruzi-1187989"	1509.58	1443.38
"tcruzi-1189130"	131.28	122.63
"tcruzi-1189287"	247.91	281.06
"tcruzi-1190556"	62.6	66.29
"tcruzi-1190754"	247.97	249.22
"tcruzi-1190942"	50.35	53.01
"tcruzi-1191312"	297.99	335.66
"tcruzi-1191745"	48.98	57.56
"tcruzi-1192382"	4244.38	3557.15
"tcruzi-1192513"	258.93	248.48
"tcruzi-1192644"	49.07	53.34
"tcruzi-1192731"	121.77	92.62
"tcruzi-1192920"	546.76	612.78
"tcruzi-1192981"	89.85	99.13
"tcruzi-1193421"	4400.41	4580.33
"tcruzi-1194306"	46.25	46.76
"tcruzi-1195256"	91.21	96.39
"tcruzi-1195808"	792.25	866.51
"tcruzi-1196444"	1700.99	1309.37
"tcruzi-1197917"	61.94	65.61
"tcruzi-1197981"	1490.54	1933.27
"tcruzi-1198163"	125.52	129.87
"tcruzi-1198849"	179.54	170.44
"tcruzi-1199723"	43.05	39.79
"tcruzi-1200640"	117.05	109.67
"tcruzi-1200824"	288.08	286.95
"tcruzi-1201746"	49.51	48.97
"tcruzi-1202762"	74.42	93.32
"tcruzi-1206903"	220.19	220.4
"tcruzi-1209182"	379.45	443.14
"tcruzi-1212584"	67.8	73.42
"tcruzi-1212683"	191.71	139
"tcruzi-1213286"	1112.65	876.98
"tcruzi-1214110"	94.81	83.03
"tcruzi-1215459"	3832.89	3768.06
"tcruzi-1216709"	81.15	80.5
"tcruzi-1217211"	118.9	121.49
"tcruzi-1217691"	116.45	101.02
"tcruzi-1218001"	421.13	240.31
"tcruzi-1218699"	90.61	71.98
"tcruzi-1221039"	1173.08	1131.25
"tcruzi-1221453"	779.55	654.12
"tcruzi-1222478"	112.05	129.95
"tcruzi-1222568"	161.39	139.42
"tcruzi-1223214"	22682.16	24861.64
"tcruzi-1226275"	975.56	984.46
"tcruzi-1226870"	68.24	99.21
"tcruzi-1227315"	115.4	147.44
"tcruzi-1227945"	129.4	147.13
"tcruzi-1228944"	501.04	664.95
"tcruzi-1229058"	118.03	181.72
"tcruzi-1229860"	56.38	66.66
"tcruzi-1229872"	959.27	996.15
"tcruzi-1230022"	61.34	60.84
"tcruzi-1230280"	699.74	539.56
"tcruzi-1230668"	82.09	86.51
"tcruzi-1230871"	253.65	282.01
"tcruzi-1232450"	316.73	319.88
"tcruzi-1234147"	115.17	106.26
"tcruzi-1234542"	135.28	117
"tcruzi-1234811"	358.54	396.72
"tcruzi-1235803"	131.39	149.54
"tcruzi-1236908"	83.89	62.32
"tcruzi-1238827"	215.42	176.47
"tcruzi-1239381"	49.24	39.72
"tcruzi-1239612"	409.47	465.75
"tcruzi-1239848"	76.09	79.81
"tcruzi-1241470"	58.71	75.04
"tcruzi-1241966"	39.37	62.06
"tcruzi-1242647"	63.03	63.12
"tcruzi-1243069"	252.39	222.15
"tcruzi-1243615"	686.78	689.89
"tcruzi-1243975"	596.83	618.55
"tcruzi-1244599"	135.28	132.27
"tcruzi-1247463"	64.6	66.96
"tcruzi-1249624"	80.95	79.75
"tcruzi-1250409"	215.61	259.01
"tcruzi-1250642"	120.74	141.22
"tcruzi-1252129"	43.17	49.05
"tcruzi-1253172"	16434.5	16075.55
"tcruzi-1254480"	58.52	49.22
"tcruzi-1254712"	113.97	128.01
"tcruzi-1256061"	1420.72	1661.97
"tcruzi-1257101"	73.13	67.35
"tcruzi-1257972"	47758.97	44712.36
"tcruzi-1258493"	44.45	48.65
"tcruzi-1259796"	120.75	145.88
"tcruzi-1261085"	42.17	55.72
"tcruzi-1261129"	85.73	94.02
"tcruzi-1261667"	7501.75	7884.84
"tcruzi-1262973"	155.51	126.69
"tcruzi-1263935"	159.85	141.12
"tcruzi-1264424"	224.18	219.64
"tcruzi-1265106"	119.36	49.71
"tcruzi-1265968"	69.24	60.44
"tcruzi-1266173"	70.78	69.15
"tcruzi-1266948"	31325.43	33229
"tcruzi-1270797"	166.91	202.61
"tcruzi-1271516"	124.8	136.08
"tcruzi-1271528"	497.06	425.68
"tcruzi-1271532"	143.18	152.68
"tcruzi-1274094"	80.21	89.8
"tcruzi-1276327"	48.21	48.93
"tcruzi-1276448"	194.7	250.58
"tcruzi-1277039"	63.35	63.01
"tcruzi-1277130"	47.44	49.96
"tcruzi-1277600"	62.75	58.59
"tcruzi-1278580"	69.58	68.59
"tcruzi-1278741"	44.12	42.02
"tcruzi-1278979"	1962.74	2063.51
"tcruzi-1279756"	306.2	278.38
"tcruzi-1280987"	44.1	51.27
"tcruzi-1281860"	48.3	40.59
"tcruzi-1281920"	45.36	60.14
"tcruzi-1282955"	58.87	64.56
"tcruzi-1284444"	357.1	382.55
"tcruzi-1287344"	71.72	81.56
"tcruzi-1288694"	67.32	67.02
"tcruzi-1292427"	38.85	37.3
"tcruzi-1292865"	172.17	184.01
"tcruzi-1294248"	1317.04	1412.72
"tcruzi-1294435"	67.57	63.8
"tcruzi-1295819"	60.58	62.04
"tcruzi-1298179"	1689.34	1548.35
"tcruzi-1298685"	114.38	125.89
"tcruzi-1299631"	98.55	97.87
"tcruzi-1300801"	1172	1103.62
"tcruzi-1305035"	129.76	123.3
"tcruzi-1306960"	53.25	54.9
"tcruzi-1307469"	103.38	116.81
"tcruzi-1307844"	39021.35	39214.12
"tcruzi-1308401"	45.38	49.1
"tcruzi-1308585"	82.43	70.68
"tcruzi-1310689"	88.47	75.76
"tcruzi-1311448"	66.52	81.15
"tcruzi-1311716"	53.07	45.49
"tcruzi-1312139"	102.74	83.94
"tcruzi-1312666"	1432.03	840.18
"tcruzi-1313268"	88.47	71
"tcruzi-1313404"	99.94	119.6
"tcruzi-1319429"	81.1	68.53
"tcruzi-1319580"	112.32	128.29
"tcruzi-1319598"	121.83	119.84
"tcruzi-1319606"	61.92	78.4
"tcruzi-1320250"	151.39	146.37
