"Reporter Name"	"US_PO_rawData_r1"	"US_PO_rawData_r2"
"tcruzi-47365"	45316.86	46763.73
"tcruzi-47367"	37615.15	37144.76
"tcruzi-47368"	43748.31	43478.04
"tcruzi-47379"	44826.67	41785.35
"tcruzi-48560"	520.15	487.68
"tcruzi-49733"	91.23	88.03
"tcruzi-49734"	36955.36	35396.35
"tcruzi-49967"	51.19	55.64
"tcruzi-50169"	94.93	102.19
"tcruzi-52591"	109.71	122.09
"tcruzi-52708"	63.12	60.28
"tcruzi-53523"	133.99	147.89
"tcruzi-53827"	41.29	41.37
"tcruzi-54198"	13897.87	11548.46
"tcruzi-55058"	554.3	651.42
"tcruzi-56112"	122.23	103.99
"tcruzi-56254"	225.41	247.57
"tcruzi-58173"	187.71	181.82
"tcruzi-58355"	101.24	130.68
"tcruzi-59587"	494.85	433.73
"tcruzi-61024"	175.69	179.64
"tcruzi-61084"	129.14	123.35
"tcruzi-62969"	201.16	184.58
"tcruzi-62994"	1490.51	1272.19
"tcruzi-65336"	116.43	112.97
"tcruzi-67123"	699.71	815.63
"tcruzi-67285"	594.18	659.15
"tcruzi-67300"	715.94	865.1
"tcruzi-67860"	156.46	173.44
"tcruzi-71087"	71.3	82.95
"tcruzi-71246"	62.02	67.46
"tcruzi-71506"	785.61	847.06
"tcruzi-71874"	458.35	498.63
"tcruzi-73419"	58.87	63.97
"tcruzi-73607"	184.79	101.04
"tcruzi-75685"	125.07	204.74
"tcruzi-75912"	21606.74	25742.29
"tcruzi-75913"	21748.68	23564.6
"tcruzi-76062"	104.36	95.33
"tcruzi-76561"	15952.24	14823.44
"tcruzi-77711"	90.06	110.88
"tcruzi-78369"	51.72	49.9
"tcruzi-81215"	158.54	135.59
"tcruzi-81751"	134.44	126.4
"tcruzi-81962"	105.57	134.29
"tcruzi-85073"	216.3	312.86
"tcruzi-86610"	54.48	48.91
"tcruzi-87751"	84.95	141.1
"tcruzi-88689"	255.62	312.67
"tcruzi-89340"	283.9	377.66
"tcruzi-89612"	7074.12	6980.39
"tcruzi-89675"	41569.26	39015.13
"tcruzi-90692"	308.16	58.28
"tcruzi-90808"	139.83	157.56
"tcruzi-91086"	643.04	486.63
"tcruzi-91796"	88.32	102.13
"tcruzi-92112"	125.83	121.47
"tcruzi-92795"	134.62	149.09
"tcruzi-95372"	128.45	143.02
"tcruzi-97124"	60.79	66.67
"tcruzi-97405"	71.15	96.35
"tcruzi-97437"	117.39	124.78
"tcruzi-99594"	39.86	42.97
"tcruzi-100230"	115	111.75
"tcruzi-100430"	158.27	159.01
"tcruzi-100869"	703.82	733.7
"tcruzi-101139"	118.16	112.27
"tcruzi-102076"	77	76
"tcruzi-102951"	117.88	91.47
"tcruzi-102996"	40.81	45.86
"tcruzi-104363"	37203.02	37000.27
"tcruzi-104933"	20520.59	22046.28
"tcruzi-105242"	20184.15	23458.37
"tcruzi-105243"	25375.63	25148.64
"tcruzi-108500"	57.38	56.14
"tcruzi-113085"	49.71	57.37
"tcruzi-113872"	86.52	101.79
"tcruzi-115598"	160.57	132.26
"tcruzi-117097"	49.67	61.47
"tcruzi-118238"	3230.95	3467.21
"tcruzi-118568"	1346.73	1204.22
"tcruzi-120514"	1306.94	1173.45
"tcruzi-120983"	2933.54	2562.01
"tcruzi-121239"	746.16	548.48
"tcruzi-122201"	8428.51	8926.96
"tcruzi-123203"	36517.98	38930.83
"tcruzi-123204"	35857.16	35738.83
"tcruzi-123205"	36197.63	37278.22
"tcruzi-123206"	39874	39622.57
"tcruzi-124046"	99	113.7
"tcruzi-124383"	35433.33	34592.62
"tcruzi-124386"	35949.39	36000.98
"tcruzi-124387"	35614.39	33575.75
"tcruzi-124388"	37631.01	36081.94
"tcruzi-125141"	19867.73	19252.09
"tcruzi-125142"	31470.31	30886.19
"tcruzi-125143"	30780.61	31853.23
"tcruzi-127114"	1144.39	990.38
"tcruzi-127678"	440.34	236.31
"tcruzi-128643"	255.17	192.36
"tcruzi-129431"	97.36	87.62
"tcruzi-130353"	19308.8	20748.23
"tcruzi-130759"	175.05	187.43
"tcruzi-130911"	103.84	99.85
"tcruzi-131949"	196.51	174.41
"tcruzi-132480"	126.69	129.78
"tcruzi-132523"	8895.87	8969.7
"tcruzi-132526"	5784.3	5298.58
"tcruzi-132532"	7378.87	5737.4
"tcruzi-135812"	80.92	107.66
"tcruzi-138438"	210.36	184.87
"tcruzi-140721"	231.51	219.94
"tcruzi-142587"	102.76	103.67
"tcruzi-143278"	160.07	184.89
"tcruzi-143626"	178.53	141.1
"tcruzi-145588"	463.93	489.77
"tcruzi-145619"	145.27	161.4
"tcruzi-146004"	2478.44	1467.98
"tcruzi-146192"	108.28	112.91
"tcruzi-148789"	458.3	386.77
"tcruzi-149676"	72.59	68.74
"tcruzi-150718"	158.83	240.06
"tcruzi-152394"	346.84	344.9
"tcruzi-152402"	48.85	69.04
"tcruzi-152674"	66.52	52.1
"tcruzi-153893"	35656.51	34518.16
"tcruzi-155723"	51.44	41.65
"tcruzi-156409"	69.39	86.01
"tcruzi-157550"	87.33	71.63
"tcruzi-161122"	77.51	94.25
"tcruzi-161340"	54.89	54.4
"tcruzi-162238"	100.57	100.63
"tcruzi-162246"	57.32	66.77
"tcruzi-162372"	64.36	81.97
"tcruzi-162871"	47.27	67.88
"tcruzi-163309"	54.02	56.6
"tcruzi-163544"	1239.23	1040.43
"tcruzi-163630"	266.14	325.65
"tcruzi-164274"	649.48	582.34
"tcruzi-165959"	714.63	622.32
"tcruzi-166088"	207.15	254.73
"tcruzi-166132"	79.3	65.83
"tcruzi-166138"	93.2	101.61
"tcruzi-167417"	54.72	60.19
"tcruzi-167751"	58.83	64.63
"tcruzi-168323"	702.52	545.06
"tcruzi-168547"	673	762.81
"tcruzi-169895"	89.61	76.08
"tcruzi-170668"	202.12	202.29
"tcruzi-171532"	254.19	343.22
"tcruzi-174456"	100.25	86.23
"tcruzi-176301"	140.53	131.54
"tcruzi-176799"	71.3	59.23
"tcruzi-178775"	482.19	406.84
"tcruzi-178819"	269.42	231.11
"tcruzi-178882"	144.18	113.97
"tcruzi-179347"	850.05	906.24
"tcruzi-180674"	75.38	103.57
"tcruzi-180845"	79.06	72.15
"tcruzi-181071"	220.38	217.12
"tcruzi-181504"	106.85	169.16
"tcruzi-182498"	127.86	141.73
"tcruzi-183898"	133.54	171.2
"tcruzi-184205"	64	69.34
"tcruzi-184239"	1639.77	1483.23
"tcruzi-185739"	76.65	92.6
"tcruzi-186057"	93.17	97.83
"tcruzi-186215"	83.43	71.43
"tcruzi-187006"	96.65	87.81
"tcruzi-187838"	50.06	45.44
"tcruzi-188755"	72.59	56.48
"tcruzi-189218"	10767.88	11684.9
"tcruzi-189303"	61.27	62.47
"tcruzi-190487"	64.47	55.18
"tcruzi-190817"	103.73	103.38
"tcruzi-190870"	257.4	281.25
"tcruzi-191073"	96.21	93.69
"tcruzi-191512"	104.8	87.79
"tcruzi-192016"	77.61	73.9
"tcruzi-192225"	85.33	87.87
"tcruzi-192572"	94	84.31
"tcruzi-194096"	135.56	109.25
"tcruzi-195952"	584.67	463.4
"tcruzi-196173"	103.11	114.42
"tcruzi-196594"	79.45	70.7
"tcruzi-199262"	105.72	137.61
"tcruzi-200121"	126.82	104.6
"tcruzi-201174"	52.93	55.74
"tcruzi-201645"	70.93	62.44
"tcruzi-202167"	97.52	100.88
"tcruzi-202265"	218.31	214.1
"tcruzi-203422"	252.96	209.09
"tcruzi-203805"	3159.55	2637.14
"tcruzi-204202"	126.29	121.22
"tcruzi-205100"	10345.84	10750.58
"tcruzi-205101"	11164.94	12331.9
"tcruzi-205102"	12030.5	13060.73
"tcruzi-205814"	138.31	176.9
"tcruzi-206258"	35942.54	26956.56
"tcruzi-206259"	42466.55	42413.23
"tcruzi-206548"	64.9	73.83
"tcruzi-207494"	90.03	110.47
"tcruzi-208103"	66.93	57.6
"tcruzi-210420"	77.06	60.18
"tcruzi-210755"	94.7	90.03
"tcruzi-217891"	84.97	80.94
"tcruzi-220259"	454.19	253.38
"tcruzi-222222"	513.31	562.18
"tcruzi-223855"	546.39	674.68
"tcruzi-223954"	201.19	216.4
"tcruzi-223973"	1697.78	1861.72
"tcruzi-225974"	107.46	90.16
"tcruzi-229055"	135.87	141.37
"tcruzi-229203"	55.8	53.01
"tcruzi-229248"	62.22	60.18
"tcruzi-229623"	123.43	144.76
"tcruzi-230518"	71.37	74.07
"tcruzi-231078"	112.46	112.24
"tcruzi-233077"	67.42	74.11
"tcruzi-233136"	53.65	51.7
"tcruzi-233240"	56.79	63.02
"tcruzi-234028"	49.79	50.47
"tcruzi-234997"	114.23	100.94
"tcruzi-235108"	84.48	86.85
"tcruzi-237241"	90.15	104.6
"tcruzi-237978"	93.77	134.11
"tcruzi-237979"	421.95	228.17
"tcruzi-238736"	62.48	52.16
"tcruzi-242988"	238.52	213.81
"tcruzi-243494"	258.3	317.76
"tcruzi-244018"	8449.03	7499.31
"tcruzi-244401"	237.7	200.15
"tcruzi-245971"	65.43	57.96
"tcruzi-246252"	99.91	83.74
"tcruzi-246949"	83.86	89.13
"tcruzi-247051"	165.88	170.81
"tcruzi-248074"	139.18	130.01
"tcruzi-249151"	99.28	91.11
"tcruzi-249335"	77.42	69.24
"tcruzi-249811"	71.23	57.24
"tcruzi-250856"	92.69	120.01
"tcruzi-251241"	106.63	168.05
"tcruzi-253006"	98.85	90.83
"tcruzi-255964"	65.02	91.07
"tcruzi-256007"	171.38	152.71
"tcruzi-256008"	137.9	136.65
"tcruzi-256869"	141.59	126.63
"tcruzi-258313"	55.96	65.17
"tcruzi-258318"	3027	2927.62
"tcruzi-258364"	58.87	66.49
"tcruzi-260308"	238.73	248.02
"tcruzi-261430"	5131.18	4042.25
"tcruzi-261828"	77.69	58.48
"tcruzi-263400"	151.97	118.37
"tcruzi-264052"	151.92	153.78
"tcruzi-264415"	298.86	298.36
"tcruzi-266346"	592.86	524.92
"tcruzi-267196"	62.02	84.12
"tcruzi-267611"	243.24	239.07
"tcruzi-267775"	71.61	73.74
"tcruzi-268376"	148.86	162.67
"tcruzi-268794"	108.43	80.93
"tcruzi-270200"	1760.1	1724.66
"tcruzi-270223"	516.07	459.14
"tcruzi-272138"	85.33	87.81
"tcruzi-277514"	138.49	100.93
"tcruzi-278362"	295.79	288.42
"tcruzi-279424"	2247.66	2176.74
"tcruzi-280704"	284.36	304.5
"tcruzi-281850"	76.51	91.82
"tcruzi-282436"	292.47	285.35
"tcruzi-282791"	85.54	64.88
"tcruzi-282971"	51.22	53.2
"tcruzi-283333"	86.72	53.84
"tcruzi-283492"	6385.27	5671.81
"tcruzi-286265"	38240.59	37490.66
"tcruzi-286748"	143.25	167.15
"tcruzi-286950"	99.83	75.85
"tcruzi-287527"	50.4	59.95
"tcruzi-290694"	269.67	202.5
"tcruzi-291224"	231.71	200.3
"tcruzi-291485"	241.37	221.28
"tcruzi-292975"	2389	2402.41
"tcruzi-293135"	75.53	96.28
"tcruzi-293366"	383.07	417.08
"tcruzi-295883"	94.78	97.75
"tcruzi-300253"	37.72	55.91
"tcruzi-301742"	87.01	72.1
"tcruzi-306505"	82.23	91.95
"tcruzi-306822"	72.59	63.35
"tcruzi-307143"	199.69	526.51
"tcruzi-308135"	599.29	652.16
"tcruzi-309611"	179.51	159.97
"tcruzi-310796"	193.6	209.68
"tcruzi-311603"	35488.45	38142.39
"tcruzi-312532"	65.32	75.15
"tcruzi-313446"	93.63	88.25
"tcruzi-313673"	426.96	496.82
"tcruzi-313725"	63.1	57.87
"tcruzi-314250"	8408.04	8585.73
"tcruzi-314552"	673.99	644.9
"tcruzi-315654"	376.87	392.86
"tcruzi-316056"	52848.86	52406.16
"tcruzi-317099"	44929.65	43877.6
"tcruzi-317102"	54297.15	52115.37
"tcruzi-317103"	51644.48	53836.99
"tcruzi-317138"	55103.74	53538.06
"tcruzi-317139"	450.3	433.64
"tcruzi-317140"	49058.16	49472.65
"tcruzi-317142"	54349.45	53813.55
"tcruzi-317143"	53148.99	50090.25
"tcruzi-317144"	52777.27	51068.52
"tcruzi-317147"	44521.56	46992.41
"tcruzi-317148"	37222.15	37809.69
"tcruzi-317149"	49993.88	49758.53
"tcruzi-317150"	45597.26	45479.79
"tcruzi-317278"	46663.81	45224.8
"tcruzi-317279"	48885.81	50952.09
"tcruzi-317280"	55244.45	54182.22
"tcruzi-317281"	50615.58	48750.08
"tcruzi-317282"	47326.84	48425.93
"tcruzi-317283"	43108.98	43244.06
"tcruzi-317560"	196.53	243.32
"tcruzi-318517"	228.11	189.4
"tcruzi-319786"	298.59	307.18
"tcruzi-320477"	506.99	496.39
"tcruzi-320998"	166.91	190.86
"tcruzi-322542"	58.32	63.52
"tcruzi-324278"	146.43	138.79
"tcruzi-324860"	771.95	939.77
"tcruzi-325766"	54.84	56.27
"tcruzi-327604"	123.23	105.67
"tcruzi-328667"	137.86	161.1
"tcruzi-329893"	371.27	238.6
"tcruzi-331489"	129.3	120.53
"tcruzi-331891"	114.58	86.9
"tcruzi-332433"	191.35	172.13
"tcruzi-332766"	206.6	195.92
"tcruzi-333623"	245.22	224.57
"tcruzi-336373"	58.81	65.14
"tcruzi-337005"	588.27	519.11
"tcruzi-338805"	272.04	285.56
"tcruzi-340219"	111.63	111.2
"tcruzi-340885"	63.05	56.12
"tcruzi-342660"	279.26	317.81
"tcruzi-342847"	101.57	100.96
"tcruzi-342906"	202.14	244.41
"tcruzi-343249"	57.56	61.39
"tcruzi-344077"	761.82	840.39
"tcruzi-345179"	51149.38	48258.33
"tcruzi-345180"	45314.27	46808.43
"tcruzi-345181"	51753.19	50761.56
"tcruzi-345240"	95.88	102.81
"tcruzi-345297"	54.22	47.85
"tcruzi-345564"	82.9	99.22
"tcruzi-347883"	113.88	85.25
"tcruzi-348025"	54.45	53.68
"tcruzi-348287"	359.62	239.24
"tcruzi-349455"	29541.72	30517.94
"tcruzi-349467"	67.06	70.84
"tcruzi-349513"	60.91	53.32
"tcruzi-349669"	244.68	232.17
"tcruzi-351703"	931.44	874.15
"tcruzi-354442"	117.07	107.79
"tcruzi-354582"	36.52	38.7
"tcruzi-354604"	127.28	167.83
"tcruzi-356867"	107.61	116.85
"tcruzi-357781"	160.81	150.35
"tcruzi-358622"	63.5	67.9
"tcruzi-359000"	447.3	408.82
"tcruzi-361017"	85.11	149.96
"tcruzi-361879"	131.02	118.19
"tcruzi-362051"	333.57	377.33
"tcruzi-363383"	38.29	46.9
"tcruzi-363530"	45.47	65.53
"tcruzi-363823"	277.33	290.8
"tcruzi-364501"	15667.92	6937.81
"tcruzi-365634"	1424.56	1406.74
"tcruzi-365933"	32570.77	30597.43
"tcruzi-367081"	2863.46	2813.14
"tcruzi-367638"	105.08	89.77
"tcruzi-369504"	179.49	193.77
"tcruzi-369828"	93.26	85.6
"tcruzi-369970"	77.84	72.67
"tcruzi-371459"	56.87	58
"tcruzi-371493"	1938.95	2008.61
"tcruzi-372224"	56.24	56.01
"tcruzi-373636"	65.25	72.77
"tcruzi-375533"	81.17	93.74
"tcruzi-376192"	184.52	199.1
"tcruzi-379236"	75.7	85.19
"tcruzi-379764"	8193.73	6720.79
"tcruzi-380088"	69.82	74.34
"tcruzi-380091"	38360.48	37088.92
"tcruzi-380580"	345.18	425.16
"tcruzi-380760"	55	56.03
"tcruzi-381201"	64.48	73.07
"tcruzi-381260"	273.98	325.02
"tcruzi-381701"	43.48	58.17
"tcruzi-382653"	72.3	72.91
"tcruzi-382823"	26559.62	26877.59
"tcruzi-383087"	73.33	75.1
"tcruzi-383189"	54.98	61.75
"tcruzi-384286"	473.07	388.67
"tcruzi-385381"	33524.16	36391.44
"tcruzi-385873"	539.05	438.34
"tcruzi-387261"	143.24	138.78
"tcruzi-388922"	156.54	156.46
"tcruzi-389018"	220.4	131.59
"tcruzi-391010"	500.56	438.08
"tcruzi-391288"	49.17	106.62
"tcruzi-391522"	54.31	67.15
"tcruzi-392291"	56.62	49.07
"tcruzi-392976"	80.3	61.81
"tcruzi-395301"	1279.02	1155.38
"tcruzi-397038"	85.87	63.8
"tcruzi-398112"	955.14	913.41
"tcruzi-400658"	63.29	72.37
"tcruzi-400816"	52.68	50.39
"tcruzi-403085"	76.68	76.25
"tcruzi-404784"	49.7	59.25
"tcruzi-406904"	35481.47	33899.68
"tcruzi-407754"	28243.14	32387.34
"tcruzi-408612"	63.47	67.12
"tcruzi-408933"	108.93	112.49
"tcruzi-412569"	41.89	61.51
"tcruzi-412945"	5297.31	5683.2
"tcruzi-415751"	96.09	99.01
"tcruzi-415885"	58.46	58.39
"tcruzi-418371"	165.47	172.08
"tcruzi-419128"	32057.99	31438.55
"tcruzi-423599"	90.1	100.67
"tcruzi-423636"	78.26	89.07
"tcruzi-424132"	2006.24	2090.12
"tcruzi-425456"	71.97	76.89
"tcruzi-425507"	134.06	130.06
"tcruzi-426565"	36.46	43.75
"tcruzi-426582"	127.15	119.98
"tcruzi-428450"	22151.33	26405.5
"tcruzi-431111"	104.8	113.92
"tcruzi-433165"	328.17	384.15
"tcruzi-434798"	60.44	55.17
"tcruzi-436760"	91.84	75.3
"tcruzi-438343"	53.96	55.84
"tcruzi-438589"	216.64	203.24
"tcruzi-438853"	101.75	94.99
"tcruzi-439416"	545.2	322.33
"tcruzi-440301"	129.53	136.55
"tcruzi-441154"	237.77	265.16
"tcruzi-442077"	146.03	183.18
"tcruzi-442775"	74.15	65.33
"tcruzi-443846"	6460.93	8422.94
"tcruzi-445326"	60.31	47.18
"tcruzi-447214"	320.05	299.74
"tcruzi-447346"	81.22	68.63
"tcruzi-448312"	63.21	58.01
"tcruzi-450272"	89.25	82.69
"tcruzi-453379"	49.24	49.73
"tcruzi-454281"	148.82	170.13
"tcruzi-456082"	86.46	103.26
"tcruzi-459822"	100.93	115.92
"tcruzi-462047"	12875.95	13670.6
"tcruzi-462951"	234.24	245.59
"tcruzi-464026"	93.38	81.55
"tcruzi-464774"	65.04	46.91
"tcruzi-465191"	79.06	86.72
"tcruzi-465647"	327.4	304.86
"tcruzi-467386"	360.5	436.63
"tcruzi-468191"	91.97	100.87
"tcruzi-468305"	327.02	353.6
"tcruzi-468986"	379.35	447.12
"tcruzi-469164"	177.73	89.68
"tcruzi-469561"	186.43	247.3
"tcruzi-469996"	84.23	77.74
"tcruzi-470751"	62.53	77.87
"tcruzi-470944"	92.49	108.69
"tcruzi-471512"	63.38	69.23
"tcruzi-473384"	59.23	57.01
"tcruzi-473479"	160.4	176.33
"tcruzi-475171"	176.49	154.03
"tcruzi-480414"	52.16	59.79
"tcruzi-480672"	128.48	157.48
"tcruzi-481792"	51.89	45.46
"tcruzi-485109"	54.56	56.79
"tcruzi-490325"	73.54	85.17
"tcruzi-490618"	81.35	82.79
"tcruzi-491185"	68.42	70.89
"tcruzi-491214"	76.68	67.59
"tcruzi-491452"	42722.21	42102.42
"tcruzi-491639"	40788.33	40247.34
"tcruzi-491641"	39992.53	39232.11
"tcruzi-491642"	39805.34	38303.89
"tcruzi-491647"	38457.58	38770.52
"tcruzi-491672"	39373.43	37800.77
"tcruzi-491710"	37735.04	36315.53
"tcruzi-491711"	41985.25	40075.22
"tcruzi-491724"	38524.33	32830.93
"tcruzi-492507"	13904.77	14235.15
"tcruzi-493359"	80.64	83.95
"tcruzi-493503"	68.55	58.21
"tcruzi-496904"	81.99	79.32
"tcruzi-498810"	51.64	45.17
"tcruzi-504094"	55.21	53.73
"tcruzi-505362"	493.5	561.67
"tcruzi-507007"	2127.39	2294.66
"tcruzi-507069"	162.42	185.66
"tcruzi-508286"	93.71	101.04
"tcruzi-508548"	131.03	143.03
"tcruzi-508913"	1148.35	1272.21
"tcruzi-510466"	62.19	56.26
"tcruzi-510708"	69.55	64.45
"tcruzi-515028"	62.98	61.59
"tcruzi-515064"	85.73	99.1
"tcruzi-516497"	89.65	108.73
"tcruzi-517856"	123.07	129.77
"tcruzi-519979"	170.62	183.2
"tcruzi-520979"	18605.66	19109.55
"tcruzi-520981"	11934.12	10151.37
"tcruzi-520982"	11922.07	10099.97
"tcruzi-522243"	458.04	479.95
"tcruzi-523225"	113.61	101.85
"tcruzi-525159"	7357.88	5013.45
"tcruzi-528887"	9946.89	10715.27
"tcruzi-530566"	231.76	227.6
"tcruzi-530783"	4895.45	4823.36
"tcruzi-530784"	4175.08	3874.01
"tcruzi-530932"	78.94	93.28
"tcruzi-531613"	46.7	83.76
"tcruzi-532688"	79.73	69.6
"tcruzi-532880"	1111.89	1063.73
"tcruzi-537813"	69.08	67.18
"tcruzi-539417"	182.27	224.37
"tcruzi-540384"	88.45	72.79
"tcruzi-542650"	254.39	209.26
"tcruzi-542992"	79.37	71.19
"tcruzi-543690"	76.33	77.38
"tcruzi-544038"	4536.07	4593.33
"tcruzi-544268"	216.27	217.63
"tcruzi-544602"	747.8	863.12
"tcruzi-544987"	124.75	145.26
"tcruzi-545560"	508.45	356.23
"tcruzi-547106"	54.79	50.43
"tcruzi-547440"	62.38	64.59
"tcruzi-551394"	57.95	83.01
"tcruzi-551918"	51.69	47.23
"tcruzi-553195"	175.9	150.04
"tcruzi-553524"	121.8	109.01
"tcruzi-554259"	130.76	115.63
"tcruzi-554406"	163.14	150.86
"tcruzi-554736"	113.91	104.6
"tcruzi-555434"	68.28	59.62
"tcruzi-555845"	69.12	60.74
"tcruzi-558143"	1255.62	1346.1
"tcruzi-561038"	7718.39	8886.22
"tcruzi-561297"	88.47	90.14
"tcruzi-561864"	54.37	65.41
"tcruzi-562187"	211.37	209.46
"tcruzi-565792"	6019.69	6039.09
"tcruzi-567601"	87.45	85.97
"tcruzi-567738"	111.21	121.88
"tcruzi-568393"	133.97	130.34
"tcruzi-570165"	1163.49	1267.74
"tcruzi-572435"	104.87	183.48
"tcruzi-574963"	52.77	55.14
"tcruzi-575796"	56.64	63.11
"tcruzi-575800"	5199.58	5484.76
"tcruzi-576045"	60.37	83.14
"tcruzi-576835"	6624.56	6638.91
"tcruzi-577434"	12886.99	12152.84
"tcruzi-577456"	2645.97	2953.87
"tcruzi-578766"	283.41	312.7
"tcruzi-579053"	325.19	304.38
"tcruzi-579132"	3804.28	3262.26
"tcruzi-579265"	179.22	149.7
"tcruzi-579521"	33485.4	30046.54
"tcruzi-579522"	28198.95	29565.59
"tcruzi-579557"	29593.42	30166.11
"tcruzi-579562"	36151.56	34870.33
"tcruzi-579563"	28654.86	32283.74
"tcruzi-579737"	51.48	55.6
"tcruzi-579777"	97.02	82.91
"tcruzi-579975"	11477.64	12280.56
"tcruzi-579976"	34144.77	33558.67
"tcruzi-580623"	15037.39	14738.04
"tcruzi-583217"	52.69	49.94
"tcruzi-584814"	92.24	86.02
"tcruzi-584833"	82.06	84.9
"tcruzi-585970"	40.33	59.87
"tcruzi-587694"	70.27	75.34
"tcruzi-587811"	103.63	97.47
"tcruzi-588332"	108.5	105.43
"tcruzi-588625"	174.1	179.59
"tcruzi-589049"	4397.05	4470
"tcruzi-589178"	235.48	286.55
"tcruzi-590219"	48.82	52.61
"tcruzi-590383"	72.64	54.7
"tcruzi-593291"	34146.67	36061.29
"tcruzi-593486"	131.91	150.74
"tcruzi-595207"	47.76	42.74
"tcruzi-596600"	161.09	171.31
"tcruzi-596826"	121.39	116.39
"tcruzi-596993"	61.91	90.71
"tcruzi-597083"	131.42	201.54
"tcruzi-597320"	103.58	106.89
"tcruzi-598166"	434.92	402.76
"tcruzi-599126"	4586.36	4711.38
"tcruzi-599647"	76.31	71.16
"tcruzi-600813"	277.41	226.4
"tcruzi-601037"	63.96	59.5
"tcruzi-602794"	198.71	139.68
"tcruzi-604297"	63.73	70.51
"tcruzi-604374"	171.54	167.27
"tcruzi-604401"	91.87	94.93
"tcruzi-604634"	50.09	50.3
"tcruzi-605266"	62.77	79.71
"tcruzi-606587"	91.99	111.47
"tcruzi-607193"	125.15	105.09
"tcruzi-609627"	76.07	82.5
"tcruzi-610155"	6649.53	7199.95
"tcruzi-610691"	357.47	397.98
"tcruzi-611154"	2102.49	1726.01
"tcruzi-613249"	40273.82	42361.45
"tcruzi-613975"	649.73	637.36
"tcruzi-614243"	71.07	66.62
"tcruzi-614705"	536.31	680.49
"tcruzi-615365"	83.75	293.28
"tcruzi-615368"	52.91	68.75
"tcruzi-615424"	78.26	64.59
"tcruzi-615938"	139.31	107.67
"tcruzi-616339"	340.8	372.25
"tcruzi-616798"	70.38	47.94
"tcruzi-618195"	1298.41	1280.25
"tcruzi-621155"	181.08	141.7
"tcruzi-623483"	387.66	393.26
"tcruzi-623854"	164.37	188.16
"tcruzi-624110"	33726.73	34914.87
"tcruzi-624274"	38291.78	41096.36
"tcruzi-624719"	56.58	57.36
"tcruzi-626154"	192.4	236.85
"tcruzi-628140"	97.47	93.94
"tcruzi-630483"	173.66	238.4
"tcruzi-631107"	99.29	96.17
"tcruzi-632799"	168.48	140.48
"tcruzi-635402"	41.37	49.71
"tcruzi-636987"	80.77	70.74
"tcruzi-637136"	73.11	89.61
"tcruzi-637474"	47.24	52.61
"tcruzi-637798"	161.74	118.3
"tcruzi-638294"	59.16	79.27
"tcruzi-638996"	296.14	534.75
"tcruzi-640745"	121.74	172.95
"tcruzi-643068"	131.46	127.05
"tcruzi-643211"	281.43	208.24
"tcruzi-643313"	109.18	93.91
"tcruzi-643363"	103.88	98.36
"tcruzi-647851"	551.63	556.36
"tcruzi-648429"	190.4	175.04
"tcruzi-648644"	2117.48	1891.17
"tcruzi-648656"	57.49	45.22
"tcruzi-648762"	1767.32	1387.41
"tcruzi-648781"	6250.94	6671.07
"tcruzi-648782"	6873.11	7528.83
"tcruzi-648784"	7595.07	7563.91
"tcruzi-648785"	5707.29	5183.53
"tcruzi-648786"	6593.5	5872.19
"tcruzi-648983"	89.97	70.14
"tcruzi-649030"	126.4	137.34
"tcruzi-649548"	47.31	59.18
"tcruzi-649889"	99.79	87.22
"tcruzi-650024"	62.4	81.41
"tcruzi-651063"	169.38	258.94
"tcruzi-652508"	128.12	120.58
"tcruzi-654161"	79.2	91.55
"tcruzi-656666"	68.58	53.66
"tcruzi-656805"	49.7	49.85
"tcruzi-659597"	53.56	66.42
"tcruzi-660569"	26274.68	26283.26
"tcruzi-662288"	310.88	340.42
"tcruzi-662375"	73.61	70.29
"tcruzi-662395"	97.09	97.81
"tcruzi-662808"	110.78	75.81
"tcruzi-665278"	119.49	152.96
"tcruzi-667001"	220.61	255.46
"tcruzi-667047"	269.18	253.43
"tcruzi-667137"	2631.95	2649.6
"tcruzi-668318"	173.66	182.77
"tcruzi-669057"	59.33	78.76
"tcruzi-669853"	99.8	101.75
"tcruzi-669939"	211.25	210.65
"tcruzi-670005"	74.54	76.15
"tcruzi-670242"	90.82	99.87
"tcruzi-671852"	70.82	101.57
"tcruzi-672835"	1840.39	1938.52
"tcruzi-673146"	76.5	84.59
"tcruzi-673386"	874.35	856.14
"tcruzi-674898"	44763.95	42468.59
"tcruzi-678469"	54.4	58.66
"tcruzi-680409"	1141.08	765.21
"tcruzi-680947"	52.22	70.51
"tcruzi-681098"	491.18	410.8
"tcruzi-681203"	45.98	45.94
"tcruzi-681382"	175.5	170.72
"tcruzi-682546"	160.99	195.41
"tcruzi-682834"	56.94	64.61
"tcruzi-683142"	66.37	74.32
"tcruzi-684687"	508.33	259.49
"tcruzi-685392"	113.69	116.4
"tcruzi-685450"	105.04	117.44
"tcruzi-686026"	157.05	141.35
"tcruzi-686575"	133.92	129.33
"tcruzi-686813"	56.18	64.84
"tcruzi-688188"	5479.39	4183.84
"tcruzi-688191"	7760.6	8411.47
"tcruzi-688226"	6741.38	4685.62
"tcruzi-688230"	7339.8	6806.51
"tcruzi-688233"	8920.29	8894.18
"tcruzi-688234"	9176.39	8957.78
"tcruzi-688235"	8105.51	8317.94
