"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	83.03	148.38	83.03	148.38
"tcruzi-100162"	96.61	38.43	96.61	38.43
"tcruzi-100284"	353.78	343.36	353.78	343.36
"tcruzi-100318"	155.06	145.45	155.06	145.45
"tcruzi-10046"	86.49	55.71	86.49	55.71
"tcruzi-100681"	6092.76	8424.51	6092.76	8424.51
"tcruzi-10070"	18046.28	19784.08	18046.28	19784.08
"tcruzi-100743"	498.9	466.47	498.9	466.47
"tcruzi-100813"	5749.21	6797.21	5749.21	6797.21
"tcruzi-101092"	119.62	43.5	119.62	43.5
"tcruzi-101299"	82.5	58.2	82.5	58.2
"tcruzi-101458"	126.74	231.87	126.74	231.87
"tcruzi-101588"	74.37	70.02	74.37	70.02
"tcruzi-101707"	50.61	75.57	50.61	75.57
"tcruzi-101832"	269.38	428.84	269.38	428.84
"tcruzi-101894"	70.61	48.86	70.61	48.86
"tcruzi-102254"	205.47	47.28	205.47	47.28
"tcruzi-1023"	28.92	49.59	28.92	49.59
"tcruzi-10242"	59.05	45.06	59.05	45.06
"tcruzi-102678"	93.51	90.54	93.51	90.54
"tcruzi-103137"	682.21	1087.78	682.21	1087.78
"tcruzi-103387"	495.8	475.89	495.8	475.89
"tcruzi-103639"	618.88	1120.88	618.88	1120.88
"tcruzi-103728"	97.89	100.82	97.89	100.82
"tcruzi-103831"	13253.79	10442.02	13253.79	10442.02
"tcruzi-103915"	30963.74	9247.16	30963.74	9247.16
"tcruzi-104192"	21302.58	20505.65	21302.58	20505.65
"tcruzi-104193"	11034.94	6450.37	11034.94	6450.37
"tcruzi-104196"	30294.8	38345.36	30294.8	38345.36
"tcruzi-104199"	32398.44	30875.98	32398.44	30875.98
"tcruzi-104201"	32883.65	33876.34	32883.65	33876.34
"tcruzi-104202"	33976.8	31160.17	33976.8	31160.17
"tcruzi-104203"	25006.01	27888.18	25006.01	27888.18
"tcruzi-104204"	26224.5	36938.31	26224.5	36938.31
"tcruzi-104210"	19010.38	20871.37	19010.38	20871.37
"tcruzi-104316"	1081.07	1268.4	1081.07	1268.4
"tcruzi-104444"	144.12	149.72	144.12	149.72
"tcruzi-104468"	28042.72	31059.06	28042.72	31059.06
"tcruzi-104469"	28199.76	35559.47	28199.76	35559.47
"tcruzi-104470"	23418.9	24565.6	23418.9	24565.6
"tcruzi-104471"	9305.78	9801.84	9305.78	9801.84
"tcruzi-104472"	13218.51	17187.6	13218.51	17187.6
"tcruzi-104720"	1295.49	1283.76	1295.49	1283.76
"tcruzi-10480"	400.32	501.7	400.32	501.7
"tcruzi-104858"	16352.99	25825.3	16352.99	25825.3
"tcruzi-104859"	26091.35	27717.21	26091.35	27717.21
"tcruzi-104860"	25137.17	26763.58	25137.17	26763.58
"tcruzi-104861"	25825.3	26580.32	25825.3	26580.32
"tcruzi-104862"	27210.17	29021.53	27210.17	29021.53
"tcruzi-104863"	20505.65	22184.8	20505.65	22184.8
"tcruzi-105168"	109.18	151.7	109.18	151.7
"tcruzi-105245"	47	56.12	47	56.12
"tcruzi-10541"	326.32	553.9	326.32	553.9
"tcruzi-106008"	309.62	259.42	309.62	259.42
"tcruzi-106060"	10218.39	11002.67	10218.39	11002.67
"tcruzi-106061"	12537.71	16172.02	12537.71	16172.02
"tcruzi-106211"	13788.58	12403.48	13788.58	12403.48
"tcruzi-106212"	3362.95	6270.21	3362.95	6270.21
"tcruzi-106221"	14105.19	20141.6	14105.19	20141.6
"tcruzi-106222"	3707.11	6668.88	3707.11	6668.88
"tcruzi-106223"	16017.17	17526.64	16017.17	17526.64
"tcruzi-106224"	15340.06	20037.32	15340.06	20037.32
"tcruzi-106226"	12238.06	18002.72	12238.06	18002.72
"tcruzi-106227"	236.36	319.1	236.36	319.1
"tcruzi-106269"	2394.18	1406.17	2394.18	1406.17
"tcruzi-106624"	581.12	973.87	581.12	973.87
"tcruzi-106719"	143.45	93.36	143.45	93.36
"tcruzi-107004"	60.53	77.26	60.53	77.26
"tcruzi-107008"	436.24	341.62	436.24	341.62
"tcruzi-107305"	32.44	23.67	32.44	23.67
"tcruzi-10742"	111.25	221.4	111.25	221.4
"tcruzi-10745"	17074.58	9276.99	17074.58	9276.99
"tcruzi-10756"	18920.62	20721.57	18920.62	20721.57
"tcruzi-10757"	26580.32	26091.35	26580.32	26091.35
"tcruzi-10759"	29247.1	24215.96	29247.1	24215.96
"tcruzi-10760"	622.47	773.38	622.47	773.38
"tcruzi-10761"	16242.9	12571.48	16242.9	12571.48
"tcruzi-10763"	35816.58	35155.64	35816.58	35155.64
"tcruzi-10766"	24882.75	24384.36	24882.75	24384.36
"tcruzi-10767"	10525.9	10756.21	10525.9	10756.21
