"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	140.7	132.59	140.7	132.59
"tcruzi-100162"	181.5	84.17	181.5	84.17
"tcruzi-100284"	11952.06	11034.94	11952.06	11034.94
"tcruzi-100318"	162.5	108.38	162.5	108.38
"tcruzi-10046"	149.1	302.64	149.1	302.64
"tcruzi-100681"	7528.72	7041.5	7528.72	7041.5
"tcruzi-10070"	18537.64	18966.48	18537.64	18966.48
"tcruzi-100743"	2508.48	6626.16	2508.48	6626.16
"tcruzi-100813"	117.92	87.57	117.92	87.57
"tcruzi-101092"	24.94	29.17	24.94	29.17
"tcruzi-101299"	138.35	194.7	138.35	194.7
"tcruzi-101458"	105.16	62.29	105.16	62.29
"tcruzi-101588"	94.61	117.48	94.61	117.48
"tcruzi-101707"	169.56	141.8	169.56	141.8
"tcruzi-101832"	546.96	327.36	546.96	327.36
"tcruzi-101894"	122.42	99.32	122.42	99.32
"tcruzi-102254"	53.53	51.42	53.53	51.42
"tcruzi-1023"	40.34	79.09	40.34	79.09
"tcruzi-10242"	45.51	52.84	45.51	52.84
"tcruzi-102678"	9462.4	7251.76	9462.4	7251.76
"tcruzi-103137"	4153.09	3738.42	4153.09	3738.42
"tcruzi-103387"	274.27	213.95	274.27	213.95
"tcruzi-103639"	1335.27	711.4	1335.27	711.4
"tcruzi-103728"	55.1	107.31	55.1	107.31
"tcruzi-103831"	11166.17	10725.67	11166.17	10725.67
"tcruzi-103915"	6312.72	6823.36	6312.72	6823.36
"tcruzi-104192"	15503.99	18453.84	15503.99	18453.84
"tcruzi-104193"	7292.99	14601.35	7292.99	14601.35
"tcruzi-104196"	30539.23	30369.97	30539.23	30369.97
"tcruzi-104199"	28351.75	33165.39	28351.75	33165.39
"tcruzi-104201"	28668.32	26224.5	28668.32	26224.5
"tcruzi-104202"	29469.83	26837.2	29469.83	26837.2
"tcruzi-104203"	27972.13	30793.31	27972.13	30793.31
"tcruzi-104204"	22018.52	20505.65	22018.52	20505.65
