"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	85.2	89.86	85.2	89.86
"tcruzi-100162"	119.38	86.49	119.38	86.49
"tcruzi-100284"	18453.84	12920.19	18453.84	12920.19
"tcruzi-100318"	278.83	331.38	278.83	331.38
"tcruzi-10046"	224.67	224.06	224.67	224.06
"tcruzi-100681"	11344.92	18678.32	11344.92	18678.32
"tcruzi-10070"	18355.88	21721.19	18355.88	21721.19
"tcruzi-100743"	3346.45	3661.04	3346.45	3661.04
"tcruzi-100813"	33.26	24.03	33.26	24.03
"tcruzi-101092"	19.67	29.89	19.67	29.89
"tcruzi-101299"	101.41	79.09	101.41	79.09
"tcruzi-101458"	341.62	129.19	341.62	129.19
"tcruzi-101588"	84.17	98.38	84.17	98.38
"tcruzi-101707"	83.11	100.82	83.11	100.82
"tcruzi-101832"	2581.13	2735.71	2581.13	2735.71
"tcruzi-101894"	595.91	828.2	595.91	828.2
"tcruzi-102254"	578.25	1168.13	578.25	1168.13
"tcruzi-1023"	84.35	73.33	84.35	73.33
"tcruzi-10242"	37.42	51.26	37.42	51.26
"tcruzi-102678"	131.46	122.19	131.46	122.19
"tcruzi-103137"	233.27	180.18	233.27	180.18
"tcruzi-103387"	143.12	130.06	143.12	130.06
"tcruzi-103639"	185.63	237	185.63	237
"tcruzi-103728"	195.33	104.77	195.33	104.77
"tcruzi-103831"	15858.74	7981.77	15858.74	7981.77
"tcruzi-103915"	2256.85	3738.42	2256.85	3738.42
"tcruzi-104192"	8806.69	8210.16	8806.69	8210.16
"tcruzi-104193"	4134.06	4387.27	4134.06	4387.27
"tcruzi-104196"	32789.91	27717.21	32789.91	27717.21
"tcruzi-104199"	28515.25	31711.16	28515.25	31711.16
"tcruzi-104201"	35951.67	33680.47	35951.67	33680.47
"tcruzi-104202"	22760.7	33876.34	22760.7	33876.34
"tcruzi-104203"	25750.29	26580.32	25750.29	26580.32
"tcruzi-104204"	22626.49	16056.01	22626.49	16056.01
"tcruzi-104210"	32984.4	27888.18	32984.4	27888.18
"tcruzi-104316"	56.12	81.02	56.12	81.02
"tcruzi-104444"	154.71	163.93	154.71	163.93
"tcruzi-104468"	13993.71	11660.13	13993.71	11660.13
"tcruzi-104469"	17900.86	18002.72	17900.86	18002.72
"tcruzi-104470"	14347.84	21302.58	14347.84	21302.58
"tcruzi-104471"	516.29	601.36	516.29	601.36
"tcruzi-104472"	1406.17	1268.4	1406.17	1268.4
"tcruzi-104720"	411.86	906.33	411.86	906.33
"tcruzi-10480"	3544.33	2755.68	3544.33	2755.68
"tcruzi-104858"	17037.16	12111.03	17037.16	12111.03
"tcruzi-104859"	20820.1	14864.14	20820.1	14864.14
"tcruzi-104860"	15462.43	13393.12	15462.43	13393.12
"tcruzi-104861"	21406.74	19192.14	21406.74	19192.14
"tcruzi-104862"	16205.94	17109.13	16205.94	17109.13
"tcruzi-104863"	11885.87	12372.1	11885.87	12372.1
"tcruzi-105168"	182.09	173.91	182.09	173.91
"tcruzi-105245"	246.93	272.25	246.93	272.25
"tcruzi-10541"	1385.08	440.47	1385.08	440.47
"tcruzi-106008"	7362.03	7269.48	7362.03	7269.48
"tcruzi-106060"	21252.75	16677.13	21252.75	16677.13
"tcruzi-106061"	9510.71	8859.54	9510.71	8859.54
"tcruzi-106211"	18873.02	16513.91	18873.02	16513.91
"tcruzi-106212"	7292.99	8378.72	7292.99	8378.72
"tcruzi-106221"	17651.78	24882.75	17651.78	24882.75
"tcruzi-106222"	21530.83	22816.8	21530.83	22816.8
"tcruzi-106223"	22334.04	26905.54	22334.04	26905.54
"tcruzi-106224"	18402.77	13026.49	18402.77	13026.49
"tcruzi-106226"	26837.2	29021.53	26837.2	29021.53
"tcruzi-106227"	251.14	227.41	251.14	227.41
"tcruzi-106269"	18212.46	14380.58	18212.46	14380.58
"tcruzi-106624"	886.63	891.44	886.63	891.44
"tcruzi-106719"	589.89	668.88	589.89	668.88
"tcruzi-107004"	220.18	384.58	220.18	384.58
"tcruzi-107008"	153.39	168.9	153.39	168.9
"tcruzi-107305"	33.42	19.67	33.42	19.67
"tcruzi-10742"	138.61	98.59	138.61	98.59
"tcruzi-10745"	5072.51	9854.52	5072.51	9854.52
"tcruzi-10756"	8756.68	9357.62	8756.68	9357.62
"tcruzi-10757"	28668.32	25825.3	28668.32	25825.3
"tcruzi-10759"	27888.18	21194.61	27888.18	21194.61
"tcruzi-10760"	1059.73	1114.98	1059.73	1114.98
"tcruzi-10761"	11166.17	10012.27	11166.17	10012.27
"tcruzi-10763"	24946.91	25685.78	24946.91	25685.78
"tcruzi-10766"	11823.24	9305.78	11823.24	9305.78
"tcruzi-10767"	3645.01	2172.65	3645.01	2172.65
"tcruzi-10768"	7019.15	4134.06	7019.15	4134.06
"tcruzi-10769"	178.74	117.92	178.74	117.92
"tcruzi-10771"	9639.64	8806.69	9639.64	8806.69
"tcruzi-10772"	13541.52	11919.94	13541.52	11919.94
"tcruzi-10773"	13055.85	5828.44	13055.85	5828.44
"tcruzi-10774"	2042.09	1875.91	2042.09	1875.91
"tcruzi-108081"	4551.73	4904.2	4551.73	4904.2
"tcruzi-10820"	8210.16	10301.84	8210.16	10301.84
"tcruzi-10821"	28590.61	23851.48	28590.61	23851.48
"tcruzi-108384"	7316.35	5809.21	7316.35	5809.21
"tcruzi-108385"	2195.46	2592.85	2195.46	2592.85
"tcruzi-108386"	3258.72	2900.18	3258.72	2900.18
"tcruzi-108387"	2685.91	2819.81	2685.91	2819.81
"tcruzi-108388"	7717.39	9014.96	7717.39	9014.96
"tcruzi-108389"	11227.51	6999.65	11227.51	6999.65
"tcruzi-108390"	8027.51	12050.53	8027.51	12050.53
"tcruzi-108391"	7108	7670.53	7108	7670.53
"tcruzi-108407"	50.96	63.17	50.96	63.17
"tcruzi-108790"	9357.62	4929.97	9357.62	4929.97
"tcruzi-108798"	310.57	424.08	310.57	424.08
"tcruzi-108805"	124.7	109.18	124.7	109.18
"tcruzi-108853"	114.84	125.9	114.84	125.9
"tcruzi-109067"	72.54	99.53	72.54	99.53
"tcruzi-109292"	323.51	387.93	323.51	387.93
"tcruzi-109312"	9065.7	11104.9	9065.7	11104.9
"tcruzi-109351"	335.15	281.96	335.15	281.96
"tcruzi-109483"	65.37	81.36	65.37	81.36
"tcruzi-110050"	167.56	191.12	167.56	191.12
"tcruzi-110393"	1934.77	2104.88	1934.77	2104.88
"tcruzi-1104"	29803	21089.37	29803	21089.37
"tcruzi-110636"	76.19	80.65	76.19	80.65
"tcruzi-110773"	59.57	40.34	59.57	40.34
"tcruzi-11128"	2245.95	1184.05	2245.95	1184.05
"tcruzi-111283"	326.32	248.61	326.32	248.61
"tcruzi-111289"	23.35	42.04	23.35	42.04
"tcruzi-11131"	1511.29	2256.85	1511.29	2256.85
"tcruzi-11132"	4212.04	3043.12	4212.04	3043.12
"tcruzi-111328"	5846.57	7362.03	5846.57	7362.03
"tcruzi-11136"	2673.13	2328.87	2673.13	2328.87
"tcruzi-11137"	2789.39	2685.91	2789.39	2685.91
"tcruzi-11140"	4446.15	3509.74	4446.15	3509.74
"tcruzi-111437"	77.26	68.65	77.26	68.65
"tcruzi-11144"	2884.64	2042.09	2884.64	2042.09
"tcruzi-11145"	3015.03	2556.96	3015.03	2556.96
"tcruzi-11146"	5243.32	3429.38	5243.32	3429.38
"tcruzi-11147"	4509.37	3087.42	4509.37	3087.42
"tcruzi-11148"	13026.49	9038.44	13026.49	9038.44
"tcruzi-11149"	7085.24	4571.56	7085.24	4571.56
"tcruzi-11150"	12272.64	6690.86	12272.64	6690.86
"tcruzi-11151"	14105.19	11952.06	14105.19	11952.06
"tcruzi-11157"	2986.31	1598.39	2986.31	1598.39
"tcruzi-111717"	5708.79	6476.01	5708.79	6476.01
"tcruzi-11178"	2072.65	1891.59	2072.65	1891.59
"tcruzi-112015"	167.93	118.62	167.93	118.62
"tcruzi-112284"	157.58	138.35	157.58	138.35
"tcruzi-11245"	3271.36	1789.85	3271.36	1789.85
"tcruzi-112796"	5668.1	6931.64	5668.1	6931.64
"tcruzi-112986"	49.59	33.97	49.59	33.97
"tcruzi-113024"	47.15	51.42	47.15	51.42
"tcruzi-11312"	1295.49	393.68	1295.49	393.68
"tcruzi-113371"	86.18	69.11	86.18	69.11
"tcruzi-113604"	71.93	48.71	71.93	48.71
"tcruzi-113638"	10525.9	18046.28	10525.9	18046.28
"tcruzi-113731"	57.29	35.84	57.29	35.84
"tcruzi-114213"	583.29	791.09	583.29	791.09
"tcruzi-114592"	1885.59	3298.42	1885.59	3298.42
"tcruzi-114752"	236.36	252.57	236.36	252.57
"tcruzi-115101"	704.8	994.89	704.8	994.89
"tcruzi-115119"	21.31	27.96	21.31	27.96
"tcruzi-115292"	73.73	73.9	73.73	73.9
"tcruzi-115743"	24.94	29.37	24.94	29.37
"tcruzi-115822"	61.37	30.11	61.37	30.11
"tcruzi-115988"	901.18	1254.36	901.18	1254.36
"tcruzi-116455"	3028.94	3477.85	3028.94	3477.85
"tcruzi-116793"	10553.79	13993.71	10553.79	13993.71
"tcruzi-117284"	6496.92	6778.97	6496.92	6778.97
"tcruzi-117285"	6355.32	6603.95	6355.32	6603.95
"tcruzi-117286"	8731.07	8333.57	8731.07	8333.57
"tcruzi-117287"	3615.9	4347.26	3615.9	4347.26
"tcruzi-117288"	5219.02	5497.68	5219.02	5497.68
"tcruzi-117486"	26.85	23.67	26.85	23.67
"tcruzi-117502"	2350.71	1964.77	2350.71	1964.77
"tcruzi-117539"	36.55	60.31	36.55	60.31
"tcruzi-117771"	28.92	38.25	28.92	38.25
"tcruzi-117841"	35.45	25.78	35.45	25.78
"tcruzi-118052"	56	51.86	56	51.86
"tcruzi-118074"	9966.13	8914.02	9966.13	8914.02
"tcruzi-118075"	15307.26	14453.32	15307.26	14453.32
"tcruzi-118076"	18537.64	13504.79	18537.64	13504.79
"tcruzi-118077"	15939.92	12434.85	15939.92	12434.85
"tcruzi-118078"	10246	11314.88	10246	11314.88
"tcruzi-118079"	613.19	622.47	613.19	622.47
"tcruzi-118080"	1400.33	1323.12	1400.33	1323.12
"tcruzi-118114"	3149.13	3181.42	3149.13	3181.42
"tcruzi-118127"	101.59	47	101.59	47
"tcruzi-118153"	98.59	107.48	98.59	107.48
"tcruzi-118307"	2294.65	2927.47	2294.65	2927.47
"tcruzi-118531"	1837.52	1626.15	1837.52	1626.15
"tcruzi-118658"	73.9	77.1	73.9	77.1
"tcruzi-118983"	228	238.44	228	238.44
"tcruzi-120005"	156.48	146.08	156.48	146.08
"tcruzi-120610"	71.03	91.06	71.03	91.06
"tcruzi-120717"	203.74	188.69	203.74	188.69
"tcruzi-120743"	91.67	84.67	91.67	84.67
"tcruzi-120792"	33.6	28.19	33.6	28.19
"tcruzi-120994"	44.54	42.66	44.54	42.66
"tcruzi-121354"	204.91	203.74	204.91	203.74
"tcruzi-121736"	48.86	65.23	48.86	65.23
"tcruzi-121803"	241.34	341.62	241.34	341.62
"tcruzi-122078"	24.38	28.43	24.38	28.43
"tcruzi-122200"	96.41	91.37	96.41	91.37
"tcruzi-122576"	17221	20922.29	17221	20922.29
"tcruzi-122598"	10360.72	12403.48	10360.72	12403.48
"tcruzi-122640"	36.21	38.43	36.21	38.43
"tcruzi-122803"	34.14	36.21	34.14	36.21
"tcruzi-122979"	38.08	44.48	38.08	44.48
"tcruzi-123067"	10973.65	15340.06	10973.65	15340.06
"tcruzi-123375"	77.43	65.97	77.43	65.97
"tcruzi-123430"	142.81	162.5	142.81	162.5
"tcruzi-123452"	168.7	235.59	168.7	235.59
"tcruzi-123553"	159.44	115.99	159.44	115.99
"tcruzi-123602"	53.95	86.66	53.95	86.66
"tcruzi-1239"	34423.73	23730.86	34423.73	23730.86
"tcruzi-123954"	527.5	799.11	527.5	799.11
"tcruzi-124014"	108.96	108.38	108.96	108.38
"tcruzi-124032"	1519.79	3346.45	1519.79	3346.45
"tcruzi-124048"	161	337.51	161	337.51
"tcruzi-12409"	1130.8	551.73	1130.8	551.73
"tcruzi-124187"	49.14	48.1	49.14	48.1
"tcruzi-124303"	224.06	352.22	224.06	352.22
"tcruzi-124585"	281.96	487.44	281.96	487.44
"tcruzi-124645"	9615.69	8756.68	9615.69	8756.68
"tcruzi-124904"	45.06	54.09	45.06	54.09
"tcruzi-12502"	234.09	216.26	234.09	216.26
"tcruzi-125072"	1817.12	1727.13	1817.12	1727.13
"tcruzi-125370"	1254.36	964.3	1254.36	964.3
"tcruzi-125472"	109.18	74.06	109.18	74.06
"tcruzi-125495"	64.63	65.7	64.63	65.7
"tcruzi-12555"	59.35	47.96	59.35	47.96
"tcruzi-126151"	160.17	148.8	160.17	148.8
"tcruzi-126634"	447.23	277.82	447.23	277.82
"tcruzi-126781"	140.7	95.91	140.7	95.91
"tcruzi-126992"	86.03	45.51	86.03	45.51
"tcruzi-127041"	61.23	75.43	61.23	75.43
"tcruzi-127251"	44.18	56.12	44.18	56.12
"tcruzi-12764"	944.99	546.96	944.99	546.96
"tcruzi-127728"	111.02	190.2	111.02	190.2
"tcruzi-127816"	2592.85	2439.76	2592.85	2439.76
"tcruzi-128170"	133.69	140.43	133.69	140.43
"tcruzi-128185"	165.08	119.38	165.08	119.38
"tcruzi-128367"	28438.15	30793.31	28438.15	30793.31
"tcruzi-128378"	762.82	1763.89	762.82	1763.89
"tcruzi-128865"	18082.24	25202.12	18082.24	25202.12
"tcruzi-129107"	95.19	72.88	95.19	72.88
"tcruzi-129631"	117.68	95.19	117.68	95.19
"tcruzi-129803"	55.71	42.19	55.71	42.19
"tcruzi-130309"	104.59	119.62	104.59	119.62
"tcruzi-130336"	189.14	230.64	189.14	230.64
"tcruzi-130388"	561.96	464.13	561.96	464.13
"tcruzi-130425"	96.95	53.12	96.95	53.12
"tcruzi-130444"	21302.58	21252.75	21302.58	21252.75
"tcruzi-13102"	5167.16	6092.76	5167.16	6092.76
"tcruzi-13103"	7556.35	5771.05	7556.35	5771.05
"tcruzi-13104"	7627.61	8451.67	7627.61	8451.67
"tcruzi-13105"	6004.09	5749.21	6004.09	5749.21
"tcruzi-13130"	84.67	68.11	84.67	68.11
"tcruzi-131325"	127.33	116.94	127.33	116.94
"tcruzi-131614"	75.43	91.2	75.43	91.2
"tcruzi-131722"	112.58	166.01	112.58	166.01
"tcruzi-131786"	93	59.35	93	59.35
"tcruzi-131809"	48.71	31.67	48.71	31.67
"tcruzi-13195"	1412.15	711.4	1412.15	711.4
"tcruzi-132236"	4153.09	4173.66	4153.09	4173.66
"tcruzi-1324"	891.44	954.52	891.44	954.52
"tcruzi-132476"	90.35	98.22	90.35	98.22
"tcruzi-132849"	103.59	103.24	103.59	103.24
"tcruzi-133080"	113.43	68.36	113.43	68.36
"tcruzi-133220"	93.17	87.92	93.17	87.92
"tcruzi-133571"	424.08	357.59	424.08	357.59
"tcruzi-133607"	60.93	111.92	60.93	111.92
"tcruzi-133714"	21.81	35.45	21.81	35.45
"tcruzi-133797"	5093	7528.72	5093	7528.72
"tcruzi-133853"	51.99	47.28	51.99	47.28
"tcruzi-133859"	53.38	64.2	53.38	64.2
"tcruzi-133862"	141.52	130.6	141.52	130.6
"tcruzi-134164"	1567.81	1924.61	1567.81	1924.61
"tcruzi-13422"	1807.85	632.64	1807.85	632.64
"tcruzi-134428"	80.85	47.82	80.85	47.82
"tcruzi-134474"	14864.14	17263.09	14864.14	17263.09
"tcruzi-134592"	109.38	114.61	109.38	114.61
"tcruzi-134594"	166.35	142.81	166.35	142.81
"tcruzi-134690"	47	48.35	47	48.35
"tcruzi-134980"	92.82	115.37	92.82	115.37
"tcruzi-134984"	61.99	35.26	61.99	35.26
"tcruzi-135206"	959.84	1196.22	959.84	1196.22
"tcruzi-135371"	70.46	40.17	70.46	40.17
"tcruzi-13545"	586.58	262.92	586.58	262.92
"tcruzi-135482"	1241.98	2226.22	1241.98	2226.22
"tcruzi-135522"	74.84	66.27	74.84	66.27
"tcruzi-135596"	81.18	64.63	81.18	64.63
"tcruzi-135925"	7135.61	12142.96	7135.61	12142.96
"tcruzi-136222"	52.42	58.34	52.42	58.34
"tcruzi-136531"	122.19	164.68	122.19	164.68
"tcruzi-137036"	287.25	228.69	287.25	228.69
"tcruzi-137227"	132.84	113.17	132.84	113.17
"tcruzi-137420"	63.93	51.7	63.93	51.7
"tcruzi-137540"	91.06	87.07	91.06	87.07
"tcruzi-137641"	168.34	169.98	168.34	169.98
"tcruzi-137831"	103.4	116.72	103.4	116.72
"tcruzi-137832"	103.05	140.17	103.05	140.17
"tcruzi-137834"	107.71	129.79	107.71	129.79
"tcruzi-13784"	5129.69	5280.08	5129.69	5280.08
"tcruzi-137936"	177.62	250.42	177.62	250.42
"tcruzi-137937"	469	651.51	469	651.51
"tcruzi-137940"	153.99	200.44	153.99	200.44
"tcruzi-137941"	108.68	246.16	108.68	246.16
"tcruzi-137942"	332.66	325.02	332.66	325.02
"tcruzi-137946"	146.77	278.83	146.77	278.83
"tcruzi-137947"	162.5	220.18	162.5	220.18
"tcruzi-137954"	401.97	491.27	401.97	491.27
"tcruzi-137963"	93.87	76.35	93.87	76.35
"tcruzi-137965"	46.69	35.66	46.69	35.66
"tcruzi-138480"	2417.19	968.28	2417.19	968.28
"tcruzi-138482"	6999.65	6797.21	6999.65	6797.21
"tcruzi-138483"	8261.54	9561.62	8261.54	9561.62
"tcruzi-138485"	23356.26	14673.97	23356.26	14673.97
"tcruzi-138488"	12339.88	15542.5	12339.88	15542.5
"tcruzi-138503"	15265.76	16352.99	15265.76	16352.99
"tcruzi-138520"	26763.58	32984.4	26763.58	32984.4
"tcruzi-138523"	21466.86	23908.67	21466.86	23908.67
"tcruzi-138525"	13893.57	21778.73	13893.57	21778.73
"tcruzi-138640"	11855.61	9989.78	11855.61	9989.78
"tcruzi-138687"	346.94	419.32	346.94	419.32
"tcruzi-138694"	17858.3	10813.85	17858.3	10813.85
"tcruzi-138695"	109.81	114.84	109.81	114.84
"tcruzi-138696"	13185.39	15057.67	13185.39	15057.67
"tcruzi-138710"	19784.08	28668.32	19784.08	28668.32
"tcruzi-138712"	24755.35	29961.32	24755.35	29961.32
"tcruzi-138713"	11632.03	12272.64	11632.03	12272.64
"tcruzi-138716"	12142.96	8652.52	12142.96	8652.52
"tcruzi-138717"	5828.44	7085.24	5828.44	7085.24
"tcruzi-138718"	1591.57	1377.78	1591.57	1377.78
"tcruzi-138719"	1789.85	1955.29	1789.85	1955.29
"tcruzi-138720"	9220.46	20664.25	9220.46	20664.25
"tcruzi-138721"	15786.89	13690.09	15786.89	13690.09
"tcruzi-138722"	5869.2	4804.97	5869.2	4804.97
"tcruzi-138753"	89.86	56.75	89.86	56.75
"tcruzi-138829"	147.11	133.12	147.11	133.12
"tcruzi-138830"	205.47	267.7	205.47	267.7
"tcruzi-138834"	48.27	90.71	48.27	90.71
"tcruzi-138860"	87.92	57.45	87.92	57.45
"tcruzi-138865"	48.57	58.03	48.57	58.03
"tcruzi-139194"	1094.02	1022.11	1094.02	1022.11
"tcruzi-139382"	27645	30114.02	27645	30114.02
"tcruzi-139383"	1289.16	1295.49	1289.16	1295.49
"tcruzi-139384"	14209.68	29885.69	14209.68	29885.69
"tcruzi-139385"	7064.95	5261.25	7064.95	5261.25
"tcruzi-139386"	14483.56	17003.7	14483.56	17003.7
"tcruzi-139387"	1681.27	1681.27	1681.27	1681.27
"tcruzi-139611"	125.9	220.81	125.9	220.81
"tcruzi-139741"	81.52	75.88	81.52	75.88
"tcruzi-139772"	610.27	527.5	610.27	527.5
"tcruzi-139773"	799.11	920.82	799.11	920.82
"tcruzi-139774"	95.53	97.89	95.53	97.89
"tcruzi-139775"	218.06	255.32	218.06	255.32
"tcruzi-139831"	64.92	95.73	64.92	95.73
"tcruzi-139982"	41.88	96.61	41.88	96.61
"tcruzi-140050"	473.74	1504.65	473.74	1504.65
"tcruzi-140060"	119.13	108.96	119.13	108.96
"tcruzi-140144"	85.52	56.88	85.52	56.88
"tcruzi-140318"	153.68	411.86	153.68	411.86
"tcruzi-140445"	149.42	1466.81	149.42	1466.81
"tcruzi-140488"	16677.13	25562.23	16677.13	25562.23
"tcruzi-140541"	66.13	50.46	66.13	50.46
"tcruzi-140616"	113.92	132.59	113.92	132.59
"tcruzi-140664"	80.02	94.4	80.02	94.4
"tcruzi-140781"	150.03	221.4	150.03	221.4
"tcruzi-140784"	199.92	559.48	199.92	559.48
"tcruzi-140787"	116.41	96.79	116.41	96.79
"tcruzi-140885"	75.13	63.46	75.13	63.46
"tcruzi-141105"	90.54	153.39	90.54	153.39
"tcruzi-1412"	121.28	114.39	121.28	114.39
"tcruzi-141267"	459.97	1445.68	459.97	1445.68
"tcruzi-141467"	105.35	54.67	105.35	54.67
"tcruzi-141468"	5627.5	6355.32	5627.5	6355.32
"tcruzi-141469"	24325.06	15381.23	24325.06	15381.23
