"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	83.38	124.5	83.38	124.5
"tcruzi-100162"	107.31	85.35	107.31	85.35
"tcruzi-100284"	27288.16	26983.03	27288.16	26983.03
"tcruzi-100318"	113.43	49.43	113.43	49.43
"tcruzi-10046"	20452.6	8604.62	20452.6	8604.62
"tcruzi-100681"	7160.79	11283.57	7160.79	11283.57
"tcruzi-10070"	35951.67	35427.54	35951.67	35427.54
"tcruzi-100743"	147.72	204.35	147.72	204.35
"tcruzi-100813"	89.66	112.15	89.66	112.15
"tcruzi-101092"	43.36	57.29	43.36	57.29
"tcruzi-101299"	72.88	86.35	72.88	86.35
"tcruzi-101458"	117.8	107.48	117.8	107.48
"tcruzi-101588"	287.25	196.2	287.25	196.2
"tcruzi-101707"	192.14	351.02	192.14	351.02
"tcruzi-101832"	170.44	142.81	170.44	142.81
"tcruzi-101894"	732.81	487.44	732.81	487.44
"tcruzi-102254"	56.59	61.99	56.59	61.99
"tcruzi-1023"	29.63	44.76	29.63	44.76
"tcruzi-10242"	3429.38	3677.41	3429.38	3677.41
"tcruzi-102678"	83.19	114.84	83.19	114.84
"tcruzi-103137"	119.62	195.77	119.62	195.77
"tcruzi-103387"	121.51	88.24	121.51	88.24
"tcruzi-103639"	191.6	132.34	191.6	132.34
"tcruzi-103728"	73.46	138.35	73.46	138.35
"tcruzi-103831"	632.64	1817.12	632.64	1817.12
"tcruzi-103915"	33773.2	34770.52	33773.2	34770.52
"tcruzi-104192"	7316.35	6979.42	7316.35	6979.42
"tcruzi-104193"	2072.65	2215.48	2072.65	2215.48
"tcruzi-104196"	14032.06	15222.99	14032.06	15222.99
"tcruzi-104199"	13393.12	15901.82	13393.12	15901.82
"tcruzi-104201"	13993.71	15706.03	13993.71	15706.03
"tcruzi-104202"	16393.58	18268.51	16393.58	18268.51
"tcruzi-104203"	5341.1	6668.88	5341.1	6668.88
"tcruzi-104204"	6207.16	7412.86	6207.16	7412.86
"tcruzi-104210"	9854.52	5407.59	9854.52	5407.59
"tcruzi-104316"	52.91	52.42	52.91	52.42
"tcruzi-104444"	261.24	397.34	261.24	397.34
"tcruzi-104468"	5151.39	6582.35	5151.39	6582.35
"tcruzi-104469"	6668.88	7577.98	6668.88	7577.98
"tcruzi-104470"	4571.56	6312.72	4571.56	6312.72
"tcruzi-104471"	177	549.45	177	549.45
"tcruzi-104472"	840.28	782.29	840.28	782.29
"tcruzi-104720"	20611.66	22282.09	20611.66	22282.09
"tcruzi-10480"	2126.39	1482.52	2126.39	1482.52
