"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	88.08	115.67	88.08	115.67
"tcruzi-100162"	82.42	20.83	82.42	20.83
"tcruzi-100284"	13619.63	14565.21	13619.63	14565.21
"tcruzi-100318"	78.81	63.46	78.81	63.46
"tcruzi-10046"	279.34	265	279.34	265
"tcruzi-100681"	4134.06	4870.47	4134.06	4870.47
"tcruzi-10070"	3753.4	4586.36	3753.4	4586.36
"tcruzi-100743"	6092.76	6425.04	6092.76	6425.04
"tcruzi-100813"	38.34	47.22	38.34	47.22
"tcruzi-101092"	23.35	67.56	23.35	67.56
"tcruzi-101299"	180.52	147.11	180.52	147.11
"tcruzi-101458"	5280.08	5243.32	5280.08	5243.32
"tcruzi-101588"	51.26	109.18	51.26	109.18
"tcruzi-101707"	42.34	86.8	42.34	86.8
"tcruzi-101832"	651.51	420.9	651.51	420.9
"tcruzi-101894"	181.05	179.75	181.05	179.75
"tcruzi-102254"	64.2	127.85	64.2	127.85
"tcruzi-1023"	16.34	51.11	16.34	51.11
"tcruzi-10242"	38.61	44.01	38.61	44.01
"tcruzi-102678"	56.59	107.71	56.59	107.71
"tcruzi-103137"	968.28	701.25	968.28	701.25
"tcruzi-103387"	83.62	68.43	83.62	68.43
"tcruzi-103639"	162.5	159.79	162.5	159.79
"tcruzi-103728"	125.67	150.03	125.67	150.03
"tcruzi-103831"	9691.05	11473.09	9691.05	11473.09
"tcruzi-103915"	356.49	381.58	356.49	381.58
"tcruzi-104192"	14785.11	14067.78	14785.11	14067.78
"tcruzi-104193"	17817.24	13356.82	17817.24	13356.82
"tcruzi-104196"	35021.29	33575.71	35021.29	33575.71
"tcruzi-104199"	36080.28	33356.36	36080.28	33356.36
"tcruzi-104201"	34627.89	34770.52	34627.89	34770.52
"tcruzi-104202"	35685.94	33876.34	35685.94	33876.34
"tcruzi-104203"	29247.1	31625.96	29247.1	31625.96
"tcruzi-104204"	28839.13	30963.74	28839.13	30963.74
"tcruzi-104210"	15671.28	14946.15	15671.28	14946.15
"tcruzi-104316"	73.03	31.84	73.03	31.84
"tcruzi-104444"	29.37	191.12	29.37	191.12
"tcruzi-104468"	16172.02	18537.64	16172.02	18537.64
"tcruzi-104469"	17385.18	19430.63	17385.18	19430.63
"tcruzi-104470"	17778.5	17858.3	17778.5	17858.3
"tcruzi-104471"	267.7	351.02	267.7	351.02
"tcruzi-104472"	1902.13	1605.21	1902.13	1605.21
"tcruzi-104720"	1190.23	983.48	1190.23	983.48
"tcruzi-10480"	462.26	353.78	462.26	353.78
"tcruzi-104858"	19536.34	15139.01	19536.34	15139.01
"tcruzi-104859"	19379.94	20287.55	19379.94	20287.55
"tcruzi-104860"	18966.48	18002.72	18966.48	18002.72
"tcruzi-104861"	22816.8	19192.14	22816.8	19192.14
"tcruzi-104862"	22626.49	20141.6	22626.49	20141.6
"tcruzi-104863"	13026.49	13322.92	13026.49	13322.92
"tcruzi-105168"	234.09	298.07	234.09	298.07
"tcruzi-105245"	244.93	133.99	244.93	133.99
"tcruzi-10541"	438.69	316.86	438.69	316.86
"tcruzi-106008"	216.79	244.5	216.79	244.5
"tcruzi-106060"	15424.18	14453.32	15424.18	14453.32
"tcruzi-106061"	9743.22	9743.22	9743.22	9743.22
"tcruzi-106211"	17430.77	16711.95	17430.77	16711.95
"tcruzi-106212"	10142.59	8236.05	10142.59	8236.05
"tcruzi-106221"	18268.51	16393.58	18268.51	16393.58
"tcruzi-106222"	17336.69	16641.07	17336.69	16641.07
"tcruzi-106223"	19107.6	18678.32	19107.6	18678.32
"tcruzi-106224"	10725.67	9561.62	10725.67	9561.62
"tcruzi-106226"	18316.96	16829.78	18316.96	16829.78
"tcruzi-106227"	290.13	265.87	290.13	265.87
"tcruzi-106269"	6004.09	6312.72	6004.09	6312.72
"tcruzi-106624"	213.3	151	213.3	151
"tcruzi-106719"	3601.91	3978.65	3601.91	3978.65
"tcruzi-107004"	66.57	50.33	66.57	50.33
"tcruzi-107008"	188.15	188.15	188.15	188.15
"tcruzi-107305"	70.74	53.53	70.74	53.53
"tcruzi-10742"	98.3	53.75	98.3	53.75
"tcruzi-10745"	17037.16	11952.06	17037.16	11952.06
"tcruzi-10756"	17611.03	16135.08	17611.03	16135.08
"tcruzi-10757"	25503.08	26905.54	25503.08	26905.54
"tcruzi-10759"	26650.03	28515.25	26650.03	28515.25
"tcruzi-10760"	363.8	466.47	363.8	466.47
"tcruzi-10761"	11314.88	12676.75	11314.88	12676.75
"tcruzi-10763"	31625.96	32883.65	31625.96	32883.65
"tcruzi-10766"	12886.01	13720.68	12886.01	13720.68
"tcruzi-10767"	5668.1	5893.43	5668.1	5893.43
"tcruzi-10768"	13541.52	14864.14	13541.52	14864.14
"tcruzi-10769"	90.62	32.25	90.62	32.25
"tcruzi-10771"	15096.75	17263.09	15096.75	17263.09
"tcruzi-10772"	26301.36	25503.08	26301.36	25503.08
"tcruzi-10773"	14032.06	15187.11	14032.06	15187.11
"tcruzi-10774"	4285.1	4995.61	4285.1	4995.61
"tcruzi-108081"	3691.59	3258.72	3691.59	3258.72
"tcruzi-10820"	1946.25	3661.04	1946.25	3661.04
"tcruzi-10821"	29803	30703.73	29803	30703.73
"tcruzi-108384"	20562.02	23730.86	20562.02	23730.86
"tcruzi-108385"	4248.59	3802.43	4248.59	3802.43
"tcruzi-108386"	3994.36	4080.27	3994.36	4080.27
"tcruzi-108387"	2673.13	2819.81	2673.13	2819.81
"tcruzi-108388"	22282.09	23536.38	22282.09	23536.38
"tcruzi-108389"	23106	20871.37	23106	20871.37
"tcruzi-108390"	24946.91	26159.27	24946.91	26159.27
"tcruzi-108391"	23293.48	21721.19	23293.48	21721.19
"tcruzi-108407"	39.99	30.31	39.99	30.31
"tcruzi-108790"	4724.59	2439.76	4724.59	2439.76
"tcruzi-108798"	400.32	341.62	400.32	341.62
"tcruzi-108805"	295.99	211.48	295.99	211.48
"tcruzi-108853"	114.84	123.67	114.84	123.67
"tcruzi-109067"	54.37	77.72	54.37	77.72
"tcruzi-109292"	218.06	292.13	218.06	292.13
"tcruzi-109312"	11034.94	10910.92	11034.94	10910.92
"tcruzi-109351"	93.69	86.35	93.69	86.35
"tcruzi-109483"	58.74	103.8	58.74	103.8
"tcruzi-110050"	185.89	83.38	185.89	83.38
"tcruzi-110393"	94.5	135.34	94.5	135.34
"tcruzi-1104"	6496.92	6228.95	6496.92	6228.95
"tcruzi-110636"	104.59	60.24	104.59	60.24
"tcruzi-110773"	86.94	48.42	86.94	48.42
"tcruzi-11128"	3445.33	2858.46	3445.33	2858.46
"tcruzi-111283"	453.63	583.29	453.63	583.29
"tcruzi-111289"	68.23	61.69	68.23	61.69
"tcruzi-11131"	5869.2	6582.35	5869.2	6582.35
"tcruzi-11132"	11855.61	10468.77	11855.61	10468.77
"tcruzi-111328"	8935.24	8783.1	8935.24	8783.1
"tcruzi-11136"	15786.89	14712.7	15786.89	14712.7
"tcruzi-11137"	17900.86	18966.48	17900.86	18966.48
"tcruzi-11140"	23179.31	21662.98	23179.31	21662.98
"tcruzi-111437"	45.99	40.17	45.99	40.17
"tcruzi-11144"	22235.91	20721.57	22235.91	20721.57
"tcruzi-11145"	26372.5	20664.25	26372.5	20664.25
"tcruzi-11146"	27888.18	23789.87	27888.18	23789.87
"tcruzi-11147"	26905.54	23048.64	26905.54	23048.64
"tcruzi-11148"	18678.32	18268.51	18678.32	18268.51
"tcruzi-11149"	15542.5	15462.43	15542.5	15462.43
"tcruzi-11150"	24505.19	24272.38	24505.19	24272.38
"tcruzi-11151"	23356.26	23179.31	23356.26	23179.31
"tcruzi-11157"	9247.16	7981.77	9247.16	7981.77
"tcruzi-111717"	190.66	161.7	190.66	161.7
"tcruzi-11178"	525.55	405.25	525.55	405.25
"tcruzi-112015"	33.06	29.27	33.06	29.27
"tcruzi-112284"	298.07	438.69	298.07	438.69
"tcruzi-11245"	442.12	357.59	442.12	357.59
"tcruzi-112796"	5605.65	5304.11	5605.65	5304.11
"tcruzi-112986"	70.15	49.28	70.15	49.28
"tcruzi-113024"	302.64	210.3	302.64	210.3
"tcruzi-11312"	182.54	216.26	182.54	216.26
"tcruzi-113371"	271.26	251.14	271.26	251.14
"tcruzi-113604"	122.3	51.34	122.3	51.34
"tcruzi-113638"	214.49	158.29	214.49	158.29
"tcruzi-113731"	73.66	30.97	73.66	30.97
"tcruzi-114213"	88.59	188.69	88.59	188.69
"tcruzi-114592"	72.39	102.57	72.39	102.57
"tcruzi-114752"	184.16	302.64	184.16	302.64
"tcruzi-115101"	4427.37	5518.42	4427.37	5518.42
"tcruzi-115119"	29.17	29.89	29.17	29.89
"tcruzi-115292"	105.06	120.54	105.06	120.54
"tcruzi-115743"	36.55	36.89	36.55	36.89
"tcruzi-115822"	41.35	56.42	41.35	56.42
"tcruzi-115988"	171.25	161.33	171.25	161.33
"tcruzi-116455"	54.75	60.38	54.75	60.38
"tcruzi-116793"	7108	7600.99	7108	7600.99
"tcruzi-117284"	10665.62	11344.92	10665.62	11344.92
"tcruzi-117285"	11885.87	12820	11885.87	12820
"tcruzi-117286"	12111.03	14141.78	12111.03	14141.78
"tcruzi-117287"	5432.68	5035.48	5432.68	5035.48
"tcruzi-117288"	11200	12142.96	11200	12142.96
