"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	64.63	83.38	64.63	83.38
"tcruzi-100162"	217.46	242.21	217.46	242.21
"tcruzi-100284"	9014.96	8835.06	9014.96	8835.06
"tcruzi-100318"	182.54	215	182.54	215
"tcruzi-10046"	679.15	306.37	679.15	306.37
"tcruzi-100681"	5915.96	5054.63	5915.96	5054.63
"tcruzi-10070"	5432.68	3994.36	5432.68	3994.36
"tcruzi-100743"	116.17	204.35	116.17	204.35
"tcruzi-100813"	17526.64	18402.77	17526.64	18402.77
"tcruzi-101092"	31.44	29.17	31.44	29.17
"tcruzi-101299"	58.89	56	58.89	56
"tcruzi-101458"	89.86	79.27	89.86	79.27
"tcruzi-101588"	64.36	98.38	64.36	98.38
"tcruzi-101707"	68.23	64.92	68.23	64.92
"tcruzi-101832"	133.69	125.9	133.69	125.9
"tcruzi-101894"	82.68	97.49	82.68	97.49
"tcruzi-102254"	42.04	49.43	42.04	49.43
"tcruzi-1023"	97.49	63.63	97.49	63.63
"tcruzi-10242"	64.77	39.64	64.77	39.64
"tcruzi-102678"	1196.22	1342.17	1196.22	1342.17
"tcruzi-103137"	3057.03	2394.18	3057.03	2394.18
"tcruzi-103387"	127.6	157.94	127.6	157.94
"tcruzi-103639"	97.11	103.24	97.11	103.24
"tcruzi-103728"	66.27	72.73	66.27	72.73
"tcruzi-103831"	16917.76	10786.54	16917.76	10786.54
"tcruzi-103915"	711.4	3028.94	711.4	3028.94
"tcruzi-104192"	9382.89	11133.87	9382.89	11133.87
"tcruzi-104193"	14818.8	9276.99	14818.8	9276.99
"tcruzi-104196"	29731.74	34211.58	29731.74	34211.58
"tcruzi-104199"	29570.18	26983.03	29570.18	26983.03
"tcruzi-104201"	29021.53	32789.91	29021.53	32789.91
"tcruzi-104202"	30030.92	30114.02	30030.92	30114.02
"tcruzi-104203"	23674.38	24755.35	23674.38	24755.35
"tcruzi-104204"	20231.15	26580.32	20231.15	26580.32
"tcruzi-104210"	3243.55	4688.06	3243.55	4688.06
"tcruzi-104316"	3258.72	3395.4	3258.72	3395.4
"tcruzi-104444"	92.46	106.87	92.46	106.87
"tcruzi-104468"	28668.32	27061.51	28668.32	27061.51
"tcruzi-104469"	27888.18	29317.34	27888.18	29317.34
"tcruzi-104470"	26650.03	27809.24	26650.03	27809.24
"tcruzi-104471"	4668.18	6778.97	4668.18	6778.97
"tcruzi-104472"	7251.76	10525.9	7251.76	10525.9
"tcruzi-104720"	425.43	556.6	425.43	556.6
"tcruzi-10480"	714.78	424.08	714.78	424.08
"tcruzi-104858"	24505.19	22334.04	24505.19	22334.04
"tcruzi-104859"	31059.06	26159.27	31059.06	26159.27
"tcruzi-104860"	25443.35	27972.13	25443.35	27972.13
"tcruzi-104861"	28839.13	29106.55	28839.13	29106.55
"tcruzi-104862"	26519.66	27427.79	26519.66	27427.79
"tcruzi-104863"	11503.64	24946.91	11503.64	24946.91
"tcruzi-105168"	99.53	119.84	99.53	119.84
"tcruzi-105245"	123.42	165.52	123.42	165.52
"tcruzi-10541"	4965.84	1716.75	4965.84	1716.75
"tcruzi-106008"	211.48	233.27	211.48	233.27
"tcruzi-106060"	18537.64	18588.47	18537.64	18588.47
"tcruzi-106061"	19944.55	15823.92	19944.55	15823.92
"tcruzi-106211"	17692.25	14175.96	17692.25	14175.96
"tcruzi-106212"	10218.39	10495.38	10218.39	10495.38
"tcruzi-106221"	20611.66	17003.7	20611.66	17003.7
"tcruzi-106222"	5605.65	5893.43	5605.65	5893.43
"tcruzi-106223"	21530.83	19745.03	21530.83	19745.03
"tcruzi-106224"	22124.26	22282.09	22124.26	22282.09
"tcruzi-106226"	19745.03	20231.15	19745.03	20231.15
"tcruzi-106227"	3738.42	4012.07	3738.42	4012.07
