"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	23.67	151.39	23.67	151.39
"tcruzi-100162"	163.01	38.78	163.01	38.78
"tcruzi-100284"	30629.34	25072.26	30629.34	25072.26
"tcruzi-100318"	199.41	68.23	199.41	68.23
"tcruzi-10046"	114.99	80.56	114.99	80.56
"tcruzi-100681"	17778.5	16677.13	17778.5	16677.13
"tcruzi-10070"	7160.79	7160.79	7160.79	7160.79
"tcruzi-100743"	589.89	1059.73	589.89	1059.73
"tcruzi-100813"	74.5	56.81	74.5	56.81
"tcruzi-101092"	29.37	81.75	29.37	81.75
"tcruzi-101299"	166.35	91.76	166.35	91.76
"tcruzi-101458"	9430.19	10665.62	9430.19	10665.62
"tcruzi-101588"	169.11	169.98	169.11	169.98
"tcruzi-101707"	165.08	163.19	165.08	163.19
"tcruzi-101832"	277.82	293.03	277.82	293.03
"tcruzi-101894"	76.65	170.85	76.65	170.85
"tcruzi-102254"	114.61	50.79	114.61	50.79
"tcruzi-1023"	68.36	38.61	68.36	38.61
"tcruzi-10242"	62.36	39.06	62.36	39.06
"tcruzi-102678"	362.07	622.47	362.07	622.47
"tcruzi-103137"	125.67	132.34	125.67	132.34
"tcruzi-103387"	117.68	220.5	117.68	220.5
"tcruzi-103639"	534.5	116.72	534.5	116.72
"tcruzi-103728"	426.82	676.43	426.82	676.43
"tcruzi-103831"	23048.64	24215.96	23048.64	24215.96
"tcruzi-103915"	968.28	1571.77	968.28	1571.77
"tcruzi-104192"	16205.94	16393.58	16205.94	16393.58
"tcruzi-104193"	24030.29	17302.09	24030.29	17302.09
"tcruzi-104196"	32684.82	41644.88	32684.82	41644.88
"tcruzi-104199"	36938.31	32513.59	36938.31	32513.59
"tcruzi-104201"	36528.98	36528.98	36528.98	36528.98
"tcruzi-104202"	37155.89	35951.67	37155.89	35951.67
"tcruzi-104203"	33876.34	34315.1	33876.34	34315.1
"tcruzi-104204"	32984.4	32304.31	32984.4	32304.31
"tcruzi-104210"	21588.79	22282.09	21588.79	22282.09
"tcruzi-104316"	155.75	99.86	155.75	99.86
"tcruzi-104444"	284.29	333.86	284.29	333.86
"tcruzi-104468"	24882.75	26983.03	24882.75	26983.03
"tcruzi-104469"	25325.51	27972.13	25325.51	27972.13
"tcruzi-104470"	27575.56	27888.18	27575.56	27888.18
"tcruzi-104471"	1328.9	3069.7	1328.9	3069.7
"tcruzi-104472"	6355.32	8629.02	6355.32	8629.02
"tcruzi-104720"	156.48	150.03	156.48	150.03
"tcruzi-10480"	6823.36	8835.06	6823.36	8835.06
"tcruzi-104858"	22867.25	21895.61	22867.25	21895.61
"tcruzi-104859"	23293.48	26301.36	23293.48	26301.36
"tcruzi-104860"	21721.19	23605.75	21721.19	23605.75
"tcruzi-104861"	25006.01	24692.29	25006.01	24692.29
"tcruzi-104862"	27061.51	25750.29	27061.51	25750.29
"tcruzi-104863"	20188.31	21032	20188.31	21032
"tcruzi-105168"	118.86	440.47	118.86	440.47
"tcruzi-105245"	891.44	114.84	891.44	114.84
"tcruzi-10541"	6561.66	6646.72	6561.66	6646.72
"tcruzi-106008"	117.92	262.08	117.92	262.08
"tcruzi-106060"	15096.75	15139.01	15096.75	15139.01
"tcruzi-106061"	16092.17	15706.03	16092.17	15706.03
