"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	94.04	36.21	94.04	36.21
"tcruzi-100162"	127.46	196.2	127.46	196.2
"tcruzi-100284"	2832.17	2062.41	2832.17	2062.41
"tcruzi-100318"	72.08	51.26	72.08	51.26
"tcruzi-10046"	2226.22	284.29	2226.22	284.29
"tcruzi-100681"	2016.48	3818.69	2016.48	3818.69
"tcruzi-10070"	14032.06	13026.49	14032.06	13026.49
"tcruzi-100743"	548.2	469	548.2	469
"tcruzi-100813"	48.86	116.17	48.86	116.17
"tcruzi-101092"	36.21	85.35	36.21	85.35
"tcruzi-101299"	104.96	178.27	104.96	178.27
"tcruzi-101458"	72.54	93.51	72.54	93.51
"tcruzi-101588"	119.62	121.51	119.62	121.51
"tcruzi-101707"	50.79	192.14	50.79	192.14
"tcruzi-101832"	108.17	74.84	108.17	74.84
"tcruzi-101894"	72.73	123.88	72.73	123.88
"tcruzi-102254"	286.35	84.02	286.35	84.02
"tcruzi-1023"	51.7	46.16	51.7	46.16
"tcruzi-10242"	41.88	67.05	41.88	67.05
"tcruzi-102678"	78.35	138.35	78.35	138.35
"tcruzi-103137"	493.35	372.29	493.35	372.29
"tcruzi-103387"	96.61	28.92	96.61	28.92
"tcruzi-103639"	124.2	138.89	124.2	138.89
"tcruzi-103728"	131.21	204.91	131.21	204.91
"tcruzi-103831"	1550.39	762.82	1550.39	762.82
"tcruzi-103915"	1885.59	11503.64	1885.59	11503.64
"tcruzi-104192"	22572.47	23789.87	22572.47	23789.87
"tcruzi-104193"	12305.04	10246	12305.04	10246
"tcruzi-104196"	33976.8	30875.98	33976.8	30875.98
"tcruzi-104199"	35685.94	29396	35685.94	29396
"tcruzi-104201"	30875.98	32789.91	30875.98	32789.91
"tcruzi-104202"	34770.52	25750.29	34770.52	25750.29
"tcruzi-104203"	18492.41	16352.99	18492.41	16352.99
"tcruzi-104204"	15671.28	14279.76	15671.28	14279.76
"tcruzi-104210"	9589.91	10442.02	9589.91	10442.02
"tcruzi-104316"	44.61	144.43	44.61	144.43
"tcruzi-104444"	360.65	319.1	360.65	319.1
"tcruzi-104468"	22867.25	18172.19	22867.25	18172.19
"tcruzi-104469"	21530.83	19379.94	21530.83	19379.94
"tcruzi-104470"	26519.66	19481.3	26519.66	19481.3
"tcruzi-104471"	3802.43	2900.18	3802.43	2900.18
"tcruzi-104472"	7783.18	8652.52	7783.18	8652.52
"tcruzi-104720"	1120.88	1363.33	1120.88	1363.33
"tcruzi-10480"	3258.72	3802.43	3258.72	3802.43
"tcruzi-104858"	27210.17	20978.31	27210.17	20978.31
"tcruzi-104859"	30703.73	30211.32	30703.73	30211.32
"tcruzi-104860"	27129.5	29106.55	27129.5	29106.55
"tcruzi-104861"	28351.75	25137.17	28351.75	25137.17
"tcruzi-104862"	25685.78	21588.79	25685.78	21588.79
"tcruzi-104863"	12142.96	12434.85	12142.96	12434.85
"tcruzi-105168"	260.33	1735.75	260.33	1735.75
"tcruzi-105245"	246.93	179.21	246.93	179.21
"tcruzi-10541"	4889.66	3477.85	4889.66	3477.85
"tcruzi-106008"	3770.73	4080.27	3770.73	4080.27
"tcruzi-106060"	21662.98	27427.79	21662.98	27427.79
"tcruzi-106061"	28668.32	31160.17	28668.32	31160.17
"tcruzi-106211"	21353.57	27502.17	21353.57	27502.17
"tcruzi-106212"	9143.46	11660.13	9143.46	11660.13
"tcruzi-106221"	24272.38	28515.25	24272.38	28515.25
"tcruzi-106222"	5054.63	5111.66	5054.63	5111.66
"tcruzi-106223"	23418.9	32304.31	23418.9	32304.31
"tcruzi-106224"	37643.53	33876.34	37643.53	33876.34
"tcruzi-106226"	27288.16	28668.32	27288.16	28668.32
"tcruzi-106227"	95.91	130.75	95.91	130.75
"tcruzi-106269"	32789.91	31625.96	32789.91	31625.96
"tcruzi-106624"	233.27	274.27	233.27	274.27
"tcruzi-106719"	4153.09	4387.27	4153.09	4387.27
"tcruzi-107004"	230.01	166.35	230.01	166.35
"tcruzi-107008"	610.27	1891.59	610.27	1891.59
"tcruzi-107305"	63.09	62.29	63.09	62.29
"tcruzi-10742"	1445.68	124.35	1445.68	124.35
"tcruzi-10745"	10115.88	8935.24	10115.88	8935.24
"tcruzi-10756"	11473.09	12077.97	11473.09	12077.97
"tcruzi-10757"	12956.73	12571.48	12956.73	12571.48
"tcruzi-10759"	12847.38	12710.95	12847.38	12710.95
"tcruzi-10760"	3332.09	1837.52	3332.09	1837.52
"tcruzi-10761"	7627.61	7481.63	7627.61	7481.63
"tcruzi-10763"	14279.76	15340.06	14279.76	15340.06
"tcruzi-10766"	6561.66	6519.67	6561.66	6519.67
"tcruzi-10767"	2394.18	3149.13	2394.18	3149.13
"tcruzi-10768"	8806.69	8402.92	8806.69	8402.92
"tcruzi-10769"	149.1	268.64	149.1	268.64
"tcruzi-10771"	11503.64	12272.64	11503.64	12272.64
"tcruzi-10772"	15589.77	19335.61	15589.77	19335.61
"tcruzi-10773"	3493.65	4761.58	3493.65	4761.58
"tcruzi-10774"	4191.9	3574.1	4191.9	3574.1
"tcruzi-108081"	181.28	954.52	181.28	954.52
"tcruzi-10820"	1914.27	3087.42	1914.27	3087.42
"tcruzi-10821"	15057.67	14565.21	15057.67	14565.21
"tcruzi-108384"	2643.93	2172.65	2643.93	2172.65
"tcruzi-108385"	9276.99	8835.06	9276.99	8835.06
"tcruzi-108386"	12372.1	12920.19	12372.1	12920.19
"tcruzi-108387"	9639.64	8986.8	9639.64	8986.8
"tcruzi-108388"	7956.11	7339.83	7956.11	7339.83
"tcruzi-108389"	8528.51	7783.18	8528.51	7783.18
"tcruzi-108390"	8859.54	8119.83	8859.54	8119.83
"tcruzi-108391"	8604.62	8210.16	8604.62	8210.16
"tcruzi-108407"	67.47	107.09	67.47	107.09
"tcruzi-108790"	668.88	1260.82	668.88	1260.82
"tcruzi-108798"	1743.18	2774.14	1743.18	2774.14
"tcruzi-108805"	275.17	426.82	275.17	426.82
"tcruzi-108853"	166.35	197.42	166.35	197.42
"tcruzi-109067"	76.78	96.61	76.78	96.61
"tcruzi-109292"	795.22	625.71	795.22	625.71
"tcruzi-109312"	31059.06	33165.39	31059.06	33165.39
"tcruzi-109351"	74.92	90.2	74.92	90.2
"tcruzi-109483"	95.73	27.96	95.73	27.96
"tcruzi-110050"	251.9	59.05	251.9	59.05
"tcruzi-110393"	83.03	317.89	83.03	317.89
"tcruzi-1104"	1558.34	1445.68	1558.34	1445.68
"tcruzi-110636"	77.72	112.15	77.72	112.15
"tcruzi-110773"	79.09	50.33	79.09	50.33
"tcruzi-11128"	11166.17	8236.05	11166.17	8236.05
"tcruzi-111283"	9382.89	9430.19	9382.89	9430.19
"tcruzi-111289"	138.89	65.52	138.89	65.52
"tcruzi-11131"	7927.67	8144.54	7927.67	8144.54
"tcruzi-11132"	9087.93	10495.38	9087.93	10495.38
"tcruzi-111328"	551.73	365.52	551.73	365.52
"tcruzi-11136"	12050.53	11601.43	12050.53	11601.43
"tcruzi-11137"	12403.48	11572.13	12403.48	11572.13
"tcruzi-11140"	10190.25	11314.88	10190.25	11314.88
"tcruzi-111437"	36.74	42.19	36.74	42.19
"tcruzi-11144"	11660.13	10943.89	11660.13	10943.89
"tcruzi-11145"	13026.49	11104.9	13026.49	11104.9
"tcruzi-11146"	11071	11283.57	11071	11283.57
"tcruzi-11147"	10756.21	10725.67	10756.21	10725.67
"tcruzi-11148"	10943.89	12142.96	10943.89	12142.96
"tcruzi-11149"	11133.87	12372.1	11133.87	12372.1
"tcruzi-11150"	22626.49	23908.67	22626.49	23908.67
"tcruzi-11151"	12747.49	12747.49	12747.49	12747.49
"tcruzi-11157"	7481.63	9510.71	7481.63	9510.71
"tcruzi-111717"	144.12	95.91	144.12	95.91
"tcruzi-11178"	9538.7	9561.62	9538.7	9561.62
"tcruzi-112015"	113.43	104.11	113.43	104.11
"tcruzi-112284"	5368.83	4995.61	5368.83	4995.61
"tcruzi-11245"	8079.74	10360.72	8079.74	10360.72
"tcruzi-112796"	10012.27	10582.6	10012.27	10582.6
"tcruzi-112986"	68.36	27.41	68.36	27.41
"tcruzi-113024"	65.97	72.39	65.97	72.39
