"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	236.36	153.84	236.36	153.84
"tcruzi-100162"	61.77	82.5	61.77	82.5
"tcruzi-100284"	1099.17	132.59	1099.17	132.59
"tcruzi-100318"	1094.02	581.12	1094.02	581.12
"tcruzi-10046"	1230.25	1385.08	1230.25	1385.08
"tcruzi-100681"	7927.67	6004.09	7927.67	6004.09
"tcruzi-10070"	20452.6	21830.81	20452.6	21830.81
"tcruzi-100743"	1136.9	5129.69	1136.9	5129.69
"tcruzi-100813"	86.03	78.35	86.03	78.35
"tcruzi-101092"	68.02	72.16	68.02	72.16
"tcruzi-101299"	272.25	175.42	272.25	175.42
"tcruzi-101458"	13084.42	16135.08	13084.42	16135.08
"tcruzi-101588"	375.73	1803.04	375.73	1803.04
"tcruzi-101707"	160.56	184.75	160.56	184.75
"tcruzi-101832"	137.36	103.8	137.36	103.8
"tcruzi-101894"	96.87	1184.05	96.87	1184.05
"tcruzi-102254"	239.02	145.45	239.02	145.45
"tcruzi-1023"	63.63	56.67	63.63	56.67
"tcruzi-10242"	42.99	400.32	42.99	400.32
"tcruzi-102678"	462.26	1453.06	462.26	1453.06
"tcruzi-103137"	222.44	509.8	222.44	509.8
"tcruzi-103387"	99.86	109.49	99.86	109.49
"tcruzi-103639"	209.95	69.11	209.95	69.11
"tcruzi-103728"	759.46	3574.1	759.46	3574.1
"tcruzi-103831"	17778.5	18046.28	17778.5	18046.28
"tcruzi-103915"	11855.61	13284	11855.61	13284
"tcruzi-104192"	25685.78	27288.16	25685.78	27288.16
"tcruzi-104193"	20342.67	7121.81	20342.67	7121.81
"tcruzi-104196"	29731.74	32118.02	29731.74	32118.02
"tcruzi-104199"	31160.17	32789.91	31160.17	32789.91
"tcruzi-104201"	31625.96	33449.39	31625.96	33449.39
"tcruzi-104202"	32209.88	33073.43	32209.88	33073.43
"tcruzi-104203"	28438.15	27502.17	28438.15	27502.17
"tcruzi-104204"	25888.71	26445.87	25888.71	26445.87
"tcruzi-104210"	13893.57	12077.97	13893.57	12077.97
"tcruzi-104316"	73.46	85.35	73.46	85.35
"tcruzi-104444"	25.78	138.89	25.78	138.89
"tcruzi-104468"	18769.5	19192.14	18769.5	19192.14
"tcruzi-104469"	19283.47	19536.34	19283.47	19536.34
"tcruzi-104470"	20085.62	20505.65	20085.62	20505.65
"tcruzi-104471"	558.04	113.69	558.04	113.69
"tcruzi-104472"	229.37	2940.51	229.37	2940.51
"tcruzi-104720"	86.94	836.03	86.94	836.03
"tcruzi-10480"	5304.11	8475.17	5304.11	8475.17
"tcruzi-104858"	18046.28	13720.68	18046.28	13720.68
"tcruzi-104859"	18002.72	19430.63	18002.72	19430.63
"tcruzi-104860"	15022.71	17187.6	15022.71	17187.6
"tcruzi-104861"	19784.08	20562.02	19784.08	20562.02
"tcruzi-104862"	20231.15	16242.9	20231.15	16242.9
"tcruzi-104863"	13469.37	9989.78	13469.37	9989.78
"tcruzi-105168"	65.61	157	65.61	157
"tcruzi-105245"	227.06	1136.9	227.06	1136.9
"tcruzi-10541"	1691.19	7600.99	1691.19	7600.99
"tcruzi-106008"	3028.94	1773.17	3028.94	1773.17
"tcruzi-106060"	14986.5	14900.51	14986.5	14900.51
"tcruzi-106061"	14673.97	15671.28	14673.97	15671.28
"tcruzi-106211"	14864.14	15589.77	14864.14	15589.77
"tcruzi-106212"	12639.21	14312.58	12639.21	14312.58
"tcruzi-106221"	15786.89	14601.35	15786.89	14601.35
"tcruzi-106222"	13218.51	12238.06	13218.51	12238.06
"tcruzi-106223"	15381.23	14818.8	15381.23	14818.8
"tcruzi-106224"	14032.06	14986.5	14032.06	14986.5
"tcruzi-106226"	16056.01	15462.43	16056.01	15462.43
"tcruzi-106227"	55.32	759.46	55.32	759.46
"tcruzi-106269"	4761.58	4080.27	4761.58	4080.27
"tcruzi-106624"	69.72	67.41	69.72	67.41
"tcruzi-106719"	29885.69	20664.25	29885.69	20664.25
"tcruzi-107004"	169.98	83.03	169.98	83.03
"tcruzi-107008"	123.42	357.59	123.42	357.59
"tcruzi-107305"	26.37	103.14	26.37	103.14
"tcruzi-10742"	84.67	89.49	84.67	89.49
"tcruzi-10745"	22695.17	12173.7	22695.17	12173.7
"tcruzi-10756"	19588.44	20085.62	19588.44	20085.62
"tcruzi-10757"	29657.74	30211.32	29657.74	30211.32
"tcruzi-10759"	29021.53	28668.32	29021.53	28668.32
"tcruzi-10760"	2870.74	3884.13	2870.74	3884.13
"tcruzi-10761"	13504.79	10317.83	13504.79	10317.83
"tcruzi-10763"	29961.32	25750.29	29961.32	25750.29
"tcruzi-10766"	15939.92	13055.85	15939.92	13055.85
"tcruzi-10767"	6903.98	8528.51	6903.98	8528.51
"tcruzi-10768"	16352.99	11071	16352.99	11071
"tcruzi-10769"	551.73	856.71	551.73	856.71
"tcruzi-10771"	18402.77	19842.97	18402.77	19842.97
"tcruzi-10772"	30875.98	29396	30875.98	29396
"tcruzi-10773"	20664.25	21406.74	20664.25	21406.74
"tcruzi-10774"	5627.5	6544.05	5627.5	6544.05
"tcruzi-108081"	3994.36	408.66	3994.36	408.66
"tcruzi-10820"	4688.06	5749.21	4688.06	5749.21
"tcruzi-10821"	29803	30793.31	29803	30793.31
"tcruzi-108384"	22.01	106.98	22.01	106.98
"tcruzi-108385"	225.69	88.76	225.69	88.76
"tcruzi-108386"	12497.57	12206.43	12497.57	12206.43
"tcruzi-108387"	7316.35	9382.89	7316.35	9382.89
"tcruzi-108388"	69.26	143.82	69.26	143.82
"tcruzi-108389"	79.09	509.8	79.09	509.8
"tcruzi-108390"	237	240.69	237	240.69
"tcruzi-108391"	3544.33	207.34	3544.33	207.34
"tcruzi-108407"	138.2	60.38	138.2	60.38
"tcruzi-108790"	2805.68	1691.19	2805.68	1691.19
"tcruzi-108798"	880.58	6797.21	880.58	6797.21
"tcruzi-108805"	305.16	29.5	305.16	29.5
"tcruzi-108853"	56.42	3283.51	56.42	3283.51
"tcruzi-109067"	38.25	36.89	38.25	36.89
"tcruzi-109292"	1104.61	2789.39	1104.61	2789.39
"tcruzi-109312"	9382.89	9200.2	9382.89	9200.2
"tcruzi-109351"	136.55	139.19	136.55	139.19
"tcruzi-109483"	419.32	226.71	419.32	226.71
"tcruzi-110050"	92.91	106.68	92.91	106.68
"tcruzi-110393"	130.29	229.37	130.29	229.37
"tcruzi-1104"	11166.17	10973.65	11166.17	10973.65
"tcruzi-110636"	75.43	156.16	75.43	156.16
"tcruzi-110773"	36.4	15	36.4	15
"tcruzi-11128"	5072.51	9143.46	5072.51	9143.46
"tcruzi-111283"	115.14	133.25	115.14	133.25
"tcruzi-111289"	140.99	222.8	140.99	222.8
"tcruzi-11131"	2384.34	8881.78	2384.34	8881.78
"tcruzi-11132"	10246	11601.43	10246	11601.43
"tcruzi-111328"	332.66	1780.39	332.66	1780.39
"tcruzi-11136"	7433.44	10064.27	7433.44	10064.27
"tcruzi-11137"	6954.51	11689.32	6954.51	11689.32
"tcruzi-11140"	7269.48	10665.62	7269.48	10665.62
"tcruzi-111437"	92.28	27.41	92.28	27.41
"tcruzi-11144"	8935.24	12639.21	8935.24	12639.21
"tcruzi-11145"	10360.72	11344.92	10360.72	11344.92
"tcruzi-11146"	9691.05	11283.57	9691.05	11283.57
