"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	83.03	91.2	83.03	91.2
"tcruzi-100162"	42.99	53.68	42.99	53.68
"tcruzi-100284"	19690.63	15424.18	19690.63	15424.18
"tcruzi-100318"	67.64	36.21	67.64	36.21
"tcruzi-10046"	521.6	125.45	521.6	125.45
"tcruzi-100681"	2913.95	2294.65	2913.95	2294.65
"tcruzi-10070"	28590.61	26224.5	28590.61	26224.5
"tcruzi-100743"	281.96	523.83	281.96	523.83
"tcruzi-100813"	202.54	464.13	202.54	464.13
"tcruzi-101092"	24.67	25.53	24.67	25.53
"tcruzi-101299"	60.24	36.4	60.24	36.4
"tcruzi-101458"	362.07	212.16	362.07	212.16
"tcruzi-101588"	78.95	73.39	78.95	73.39
"tcruzi-101707"	78.35	96.95	78.35	96.95
"tcruzi-101832"	190.66	206.04	190.66	206.04
"tcruzi-101894"	127.06	89.14	127.06	89.14
"tcruzi-102254"	62.86	59.66	62.86	59.66
"tcruzi-1023"	110.21	108.38	110.21	108.38
"tcruzi-10242"	50.79	35.45	50.79	35.45
"tcruzi-102678"	191.12	180.52	191.12	180.52
"tcruzi-103137"	121.28	145.09	121.28	145.09
"tcruzi-103387"	3601.91	3525.23	3601.91	3525.23
"tcruzi-103639"	422.42	662.4	422.42	662.4
"tcruzi-103728"	58.74	65.07	58.74	65.07
"tcruzi-103831"	6425.04	2913.95	6425.04	2913.95
"tcruzi-103915"	2685.91	8210.16	2685.91	8210.16
"tcruzi-104192"	17900.86	19010.38	17900.86	19010.38
"tcruzi-104193"	14421.39	11166.17	14421.39	11166.17
"tcruzi-104196"	29247.1	34627.89	29247.1	34627.89
"tcruzi-104199"	30294.8	31923.59	30294.8	31923.59
"tcruzi-104201"	28270.68	33165.39	28270.68	33165.39
"tcruzi-104202"	29731.74	32789.91	29731.74	32789.91
"tcruzi-104203"	25261	29106.55	25261	29106.55
"tcruzi-104204"	23851.48	27575.56	23851.48	27575.56
"tcruzi-104210"	19192.14	22514.7	19192.14	22514.7
"tcruzi-104316"	540.21	762.82	540.21	762.82
"tcruzi-104444"	150.03	141.8	150.03	141.8
"tcruzi-104468"	25325.51	27502.17	25325.51	27502.17
"tcruzi-104469"	24628.49	17385.18	24628.49	17385.18
"tcruzi-104470"	24030.29	25072.26	24030.29	25072.26
"tcruzi-104471"	291.04	836.03	291.04	836.03
"tcruzi-104472"	911.57	1156.77	911.57	1156.77
"tcruzi-104720"	234.74	177.86	234.74	177.86
"tcruzi-10480"	2673.13	1152.08	2673.13	1152.08
"tcruzi-104858"	21466.86	17037.16	21466.86	17037.16
"tcruzi-104859"	25443.35	23605.75	25443.35	23605.75
"tcruzi-104860"	18721.04	22334.04	18721.04	22334.04
"tcruzi-104861"	18920.62	22572.47	18920.62	22572.47
"tcruzi-104862"	20452.6	19842.97	20452.6	19842.97
"tcruzi-104863"	13436.68	13393.12	13436.68	13393.12
"tcruzi-105168"	166.01	174.78	166.01	174.78
"tcruzi-105245"	75.65	85.44	75.65	85.44
"tcruzi-10541"	9801.84	4688.06	9801.84	4688.06
"tcruzi-106008"	363.8	337.51	363.8	337.51
"tcruzi-106060"	15632.57	15751.55	15632.57	15751.55
"tcruzi-106061"	18637.08	19784.08	18637.08	19784.08
"tcruzi-106211"	14525.15	16313.97	14525.15	16313.97
"tcruzi-106212"	11344.92	11473.09	11344.92	11473.09
"tcruzi-106221"	17003.7	18046.28	17003.7	18046.28
"tcruzi-106222"	2150.46	3346.45	2150.46	3346.45
"tcruzi-106223"	17778.5	17900.86	17778.5	17900.86
"tcruzi-106224"	19842.97	20922.29	19842.97	20922.29
"tcruzi-106226"	17385.18	18082.24	17385.18	18082.24
"tcruzi-106227"	147.11	181.5	147.11	181.5
"tcruzi-106269"	30963.74	23536.38	30963.74	23536.38
"tcruzi-106624"	185.63	137.21	185.63	137.21
"tcruzi-106719"	17263.09	14141.78	17263.09	14141.78
"tcruzi-107004"	111.48	73.9	111.48	73.9
"tcruzi-107008"	104.21	142.81	104.21	142.81
"tcruzi-107305"	49.14	38.61	49.14	38.61
"tcruzi-10742"	769.67	424.08	769.67	424.08
"tcruzi-10745"	13720.68	15057.67	13720.68	15057.67
"tcruzi-10756"	13218.51	11632.03	13218.51	11632.03
"tcruzi-10757"	28515.25	22387.7	28515.25	22387.7
"tcruzi-10759"	25685.78	25325.51	25685.78	25325.51
"tcruzi-10760"	2195.46	1615.09	2195.46	1615.09
"tcruzi-10761"	13148.88	11503.64	13148.88	11503.64
"tcruzi-10763"	24156.74	22184.8	24156.74	22184.8
"tcruzi-10766"	16513.91	12272.64	16513.91	12272.64
"tcruzi-10767"	3964.13	2245.95	3964.13	2245.95
