"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	84.02	130.91	84.02	130.91
"tcruzi-100162"	1276.05	2534.69	1276.05	2534.69
"tcruzi-100284"	83.38	86.03	83.38	86.03
"tcruzi-100318"	546.96	178.27	546.96	178.27
"tcruzi-10046"	828.2	849.29	828.2	849.29
"tcruzi-100681"	12403.48	11919.94	12403.48	11919.94
"tcruzi-10070"	275.91	232.49	275.91	232.49
"tcruzi-100743"	2126.39	3395.4	2126.39	3395.4
"tcruzi-100813"	70.15	77.1	70.15	77.1
"tcruzi-101092"	53.38	50.2	53.38	50.2
"tcruzi-101299"	5129.69	4668.18	5129.69	4668.18
"tcruzi-101458"	123.42	122.62	123.42	122.62
"tcruzi-101588"	6711.09	8575.13	6711.09	8575.13
"tcruzi-101707"	71.8	59.82	71.8	59.82
"tcruzi-101832"	200.91	141.8	200.91	141.8
"tcruzi-101894"	139.47	137.8	139.47	137.8
"tcruzi-102254"	108.77	159.79	108.77	159.79
"tcruzi-1023"	47.28	47.42	47.28	47.42
"tcruzi-10242"	68.57	88.86	68.57	88.86
"tcruzi-102678"	4745.33	7183.2	4745.33	7183.2
"tcruzi-103137"	711.4	154.32	711.4	154.32
"tcruzi-103387"	80.85	42.66	80.85	42.66
"tcruzi-103639"	123.12	143.12	123.12	143.12
"tcruzi-103728"	128.14	224.67	128.14	224.67
"tcruzi-103831"	18316.96	19944.55	18316.96	19944.55
"tcruzi-103915"	8575.13	10360.72	8575.13	10360.72
"tcruzi-104192"	23605.75	25685.78	23605.75	25685.78
"tcruzi-104193"	19990.01	22450.04	19990.01	22450.04
"tcruzi-104196"	36239.72	32513.59	36239.72	32513.59
"tcruzi-104199"	33356.36	32209.88	33356.36	32209.88
"tcruzi-104201"	32789.91	34890.31	32789.91	34890.31
"tcruzi-104202"	34627.89	32018.6	34627.89	32018.6
"tcruzi-104203"	30449.33	29396	30449.33	29396
"tcruzi-104204"	30703.73	29731.74	30703.73	29731.74
"tcruzi-104210"	21778.73	21252.75	21778.73	21252.75
"tcruzi-104316"	73.03	66.27	73.03	66.27
"tcruzi-104444"	258.45	160.17	258.45	160.17
