"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	94.4	87.4	94.4	87.4
"tcruzi-100162"	24.67	54.67	24.67	54.67
"tcruzi-100284"	11002.67	10090.71	11002.67	10090.71
"tcruzi-100318"	53.68	70.02	53.68	70.02
"tcruzi-10046"	69.42	132.59	69.42	132.59
"tcruzi-100681"	8119.83	11632.03	8119.83	11632.03
"tcruzi-10070"	4327.78	5583.05	4327.78	5583.05
"tcruzi-100743"	3707.11	5093	3707.11	5093
"tcruzi-100813"	102.19	87.76	102.19	87.76
"tcruzi-101092"	38.43	64.63	38.43	64.63
"tcruzi-101299"	71.51	115.14	71.51	115.14
"tcruzi-101458"	90.88	107.31	90.88	107.31
"tcruzi-101588"	133.99	93.36	133.99	93.36
"tcruzi-101707"	165.08	132.84	165.08	132.84
"tcruzi-101832"	207.88	362.07	207.88	362.07
"tcruzi-101894"	86.03	101.98	86.03	101.98
"tcruzi-102254"	36.21	40.17	36.21	40.17
"tcruzi-1023"	22.94	34.36	22.94	34.36
"tcruzi-10242"	33.78	43.66	33.78	43.66
"tcruzi-102678"	1466.81	1070.19	1466.81	1070.19
"tcruzi-103137"	1639.26	525.55	1639.26	525.55
"tcruzi-103387"	1482.52	3477.85	1482.52	3477.85
"tcruzi-103639"	2428.37	1519.79	2428.37	1519.79
"tcruzi-103728"	123.42	73.9	123.42	73.9
"tcruzi-103831"	18823.41	15022.71	18823.41	15022.71
"tcruzi-103915"	1847.65	2428.37	1847.65	2428.37
"tcruzi-104192"	9886.42	9886.42	9886.42	9886.42
"tcruzi-104193"	11133.87	16711.95	11133.87	16711.95
"tcruzi-104196"	33165.39	33976.8	33165.39	33976.8
"tcruzi-104199"	34770.52	32684.82	34770.52	32684.82
"tcruzi-104201"	36390.59	35427.54	36390.59	35427.54
"tcruzi-104202"	32684.82	32209.88	32684.82	32209.88
"tcruzi-104203"	32513.59	33073.43	32513.59	33073.43
"tcruzi-104204"	31625.96	31437.63	31625.96	31437.63
"tcruzi-104210"	13284	14209.68	13284	14209.68
"tcruzi-104316"	128.14	98.08	128.14	98.08
"tcruzi-104444"	665.91	432.74	665.91	432.74
"tcruzi-104468"	16641.07	15751.55	16641.07	15751.55
"tcruzi-104469"	14785.11	12956.73	14785.11	12956.73
"tcruzi-104470"	18082.24	16677.13	18082.24	16677.13
"tcruzi-104471"	211.48	187.19	211.48	187.19
"tcruzi-104472"	532.16	185.18	532.16	185.18
"tcruzi-104720"	5475.28	3661.04	5475.28	3661.04
"tcruzi-10480"	1864.64	1511.29	1864.64	1511.29
"tcruzi-104858"	15901.82	12710.95	15901.82	12710.95
"tcruzi-104859"	19107.6	14743.29	19107.6	14743.29
"tcruzi-104860"	14141.78	14483.56	14141.78	14483.56
"tcruzi-104861"	19944.55	16480.4	19944.55	16480.4
"tcruzi-104862"	17778.5	15589.77	17778.5	15589.77
"tcruzi-104863"	13690.09	13356.82	13690.09	13356.82
"tcruzi-105168"	201.44	133.99	201.44	133.99
