"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	138.2	114.61	138.2	114.61
"tcruzi-100162"	86.73	51.26	86.73	51.26
"tcruzi-100284"	26445.87	25750.29	26445.87	25750.29
"tcruzi-100318"	68.88	143.12	68.88	143.12
"tcruzi-10046"	11104.9	12639.21	11104.9	12639.21
"tcruzi-100681"	11438.69	11539.76	11438.69	11539.76
"tcruzi-10070"	23730.86	25621.43	23730.86	25621.43
"tcruzi-100743"	352.22	281.06	352.22	281.06
"tcruzi-100813"	43.36	101.98	43.36	101.98
"tcruzi-101092"	54.67	111.69	54.67	111.69
"tcruzi-101299"	179.21	156.16	179.21	156.16
"tcruzi-101458"	6092.76	2315.74	6092.76	2315.74
"tcruzi-101588"	118.86	104.59	118.86	104.59
"tcruzi-101707"	148.04	70.46	148.04	70.46
"tcruzi-101832"	78.95	188.69	78.95	188.69
"tcruzi-101894"	139.47	94.61	139.47	94.61
"tcruzi-102254"	102.83	54.83	102.83	54.83
"tcruzi-1023"	114.61	58.41	114.61	58.41
"tcruzi-10242"	26.37	36.4	26.37	36.4
"tcruzi-102678"	231.87	70.91	231.87	70.91
"tcruzi-103137"	138.89	47.15	138.89	47.15
"tcruzi-103387"	51.26	86.18	51.26	86.18
"tcruzi-103639"	610.27	422.42	610.27	422.42
"tcruzi-103728"	209.6	265	209.6	265
"tcruzi-103831"	12305.04	10881.92	12305.04	10881.92
"tcruzi-103915"	24946.91	26159.27	24946.91	26159.27
"tcruzi-104192"	16242.9	15589.77	16242.9	15589.77
"tcruzi-104193"	20562.02	23851.48	20562.02	23851.48
"tcruzi-104196"	41644.88	35559.47	41644.88	35559.47
"tcruzi-104199"	32118.02	34526.36	32118.02	34526.36
"tcruzi-104201"	38945.98	36938.31	38945.98	36938.31
"tcruzi-104202"	34526.36	35685.94	34526.36	35685.94
"tcruzi-104203"	32604.91	31348.36	32604.91	31348.36
