"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	101.59	85.35	101.59	85.35
"tcruzi-100162"	75.13	85.52	75.13	85.52
"tcruzi-100284"	14900.51	14483.56	14900.51	14483.56
"tcruzi-100318"	82.68	74.06	82.68	74.06
"tcruzi-10046"	195.77	1400.33	195.77	1400.33
"tcruzi-100681"	8806.69	9486.33	8806.69	9486.33
"tcruzi-10070"	18588.47	18966.48	18588.47	18966.48
"tcruzi-100743"	363.8	158.71	363.8	158.71
"tcruzi-100813"	6999.65	5280.08	6999.65	5280.08
"tcruzi-101092"	39.82	214.49	39.82	214.49
"tcruzi-101299"	55.57	52.55	55.57	52.55
"tcruzi-101458"	172.51	142.13	172.51	142.13
"tcruzi-101588"	261.24	241.34	261.24	241.34
"tcruzi-101707"	68.95	72.39	68.95	72.39
"tcruzi-101832"	137.21	175.6	137.21	175.6
"tcruzi-101894"	122.62	110.58	122.62	110.58
"tcruzi-102254"	65.23	104.41	65.23	104.41
"tcruzi-1023"	52.08	44.61	52.08	44.61
"tcruzi-10242"	73.16	57.6	73.16	57.6
"tcruzi-102678"	2404.17	3411.22	2404.17	3411.22
"tcruzi-103137"	159.44	104	159.44	104
"tcruzi-103387"	654.91	802.96	654.91	802.96
"tcruzi-103639"	203.24	190.2	203.24	190.2
"tcruzi-103728"	81.36	133.38	81.36	133.38
"tcruzi-103831"	11689.32	10064.27	11689.32	10064.27
"tcruzi-103915"	10813.85	12710.95	10813.85	12710.95
"tcruzi-104192"	20085.62	20664.25	20085.62	20664.25
"tcruzi-104193"	9589.91	12956.73	9589.91	12956.73
"tcruzi-104196"	36390.59	30294.8	36390.59	30294.8
"tcruzi-104199"	31531.22	29657.74	31531.22	29657.74
"tcruzi-104201"	32984.4	34102.38	32984.4	34102.38
"tcruzi-104202"	30369.97	27502.17	30369.97	27502.17
"tcruzi-104203"	27210.17	24325.06	27210.17	24325.06
"tcruzi-104204"	25443.35	25825.3	25443.35	25825.3
"tcruzi-104210"	9691.05	8355.48	9691.05	8355.48
"tcruzi-104316"	7600.99	5981.22	7600.99	5981.22
"tcruzi-104444"	132.84	316.86	132.84	316.86
"tcruzi-104468"	26905.54	31348.36	26905.54	31348.36
"tcruzi-104469"	29021.53	30539.23	29021.53	30539.23
"tcruzi-104470"	29106.55	26905.54	29106.55	26905.54
"tcruzi-104471"	19057.61	15381.23	19057.61	15381.23
"tcruzi-104472"	28515.25	18402.77	28515.25	18402.77
"tcruzi-104720"	353.78	478.1	353.78	478.1
"tcruzi-10480"	532.16	403.73	532.16	403.73
"tcruzi-104858"	28130.26	25006.01	28130.26	25006.01
"tcruzi-104859"	34770.52	29469.83	34770.52	29469.83
"tcruzi-104860"	25072.26	27129.5	25072.26	27129.5
"tcruzi-104861"	33976.8	27427.79	33976.8	27427.79
"tcruzi-104862"	26580.32	29396	26580.32	29396
"tcruzi-104863"	25685.78	23730.86	25685.78	23730.86
"tcruzi-105168"	331.38	226.02	331.38	226.02
"tcruzi-105245"	2172.65	3181.42	2172.65	3181.42
"tcruzi-10541"	1247.88	676.43	1247.88	676.43
"tcruzi-106008"	6561.66	6118.51	6561.66	6118.51
"tcruzi-106060"	1033.13	540.21	1033.13	540.21
"tcruzi-106061"	307.38	275.17	307.38	275.17
"tcruzi-106211"	736.48	278.83	736.48	278.83
"tcruzi-106212"	119.62	111.02	119.62	111.02
"tcruzi-106221"	704.8	340.27	704.8	340.27
"tcruzi-106222"	386.3	369.77	386.3	369.77
"tcruzi-106223"	566.45	575.35	566.45	575.35
"tcruzi-106224"	338.92	164.3	338.92	164.3
"tcruzi-106226"	886.63	553.9	886.63	553.9
"tcruzi-106227"	1094.02	1104.61	1094.02	1104.61
"tcruzi-106269"	19690.63	17302.09	19690.63	17302.09
"tcruzi-106624"	773.38	807.78	773.38	807.78
"tcruzi-106719"	11227.51	11283.57	11227.51	11283.57
"tcruzi-107004"	160.56	142.81	160.56	142.81
"tcruzi-107008"	77.57	47.96	77.57	47.96
"tcruzi-107305"	42.66	38.61	42.66	38.61
"tcruzi-10742"	142.43	80.65	142.43	80.65
"tcruzi-10745"	10040.54	13720.68	10040.54	13720.68
"tcruzi-10756"	19379.94	19283.47	19379.94	19283.47
"tcruzi-10757"	25137.17	25443.35	25137.17	25443.35
"tcruzi-10759"	27502.17	22450.04	27502.17	22450.04
"tcruzi-10760"	269.38	302.64	269.38	302.64
"tcruzi-10761"	24628.49	18588.47	24628.49	18588.47
"tcruzi-10763"	24755.35	21302.58	24755.35	21302.58
"tcruzi-10766"	26519.66	21721.19	26519.66	21721.19
"tcruzi-10767"	13862.61	15632.57	13862.61	15632.57
"tcruzi-10768"	23730.86	23605.75	23730.86	23605.75
"tcruzi-10769"	107.09	70.74	107.09	70.74
"tcruzi-10771"	20721.57	20085.62	20721.57	20085.62
"tcruzi-10772"	20287.55	26445.87	20287.55	26445.87
"tcruzi-10773"	13541.52	13084.42	13541.52	13084.42
"tcruzi-10774"	12403.48	13436.68	12403.48	13436.68
"tcruzi-108081"	403.73	162.08	403.73	162.08
"tcruzi-10820"	21895.61	22695.17	21895.61	22695.17
"tcruzi-10821"	26763.58	24565.6	26763.58	24565.6
"tcruzi-108384"	434.35	329.98	434.35	329.98
"tcruzi-108385"	425.43	644.63	425.43	644.63
"tcruzi-108386"	852.74	251.14	852.74	251.14
"tcruzi-108387"	510.92	346.94	510.92	346.94
"tcruzi-108388"	212.68	212.16	212.68	212.16
"tcruzi-108389"	264.09	215	264.09	215
"tcruzi-108390"	381.58	206.65	381.58	206.65
"tcruzi-108391"	326.32	149.42	326.32	149.42
"tcruzi-108407"	102.83	122.99	102.83	122.99
"tcruzi-108790"	7183.2	2940.51	7183.2	2940.51
"tcruzi-108798"	312.74	447.23	312.74	447.23
"tcruzi-108805"	26.37	33.78	26.37	33.78
"tcruzi-108853"	442.12	149.1	442.12	149.1
"tcruzi-109067"	15187.11	15589.77	15187.11	15589.77
"tcruzi-109292"	891.44	284.29	891.44	284.29
"tcruzi-109312"	15706.03	16092.17	15706.03	16092.17
"tcruzi-109351"	91.06	113.69	91.06	113.69
