"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	115.14	99.32	115.14	99.32
"tcruzi-100162"	80.65	128.36	80.65	128.36
"tcruzi-100284"	15462.43	18637.08	15462.43	18637.08
"tcruzi-100318"	83.54	93	83.54	93
"tcruzi-10046"	145.45	171.25	145.45	171.25
"tcruzi-100681"	5432.68	7695.94	5432.68	7695.94
"tcruzi-10070"	482.99	503.79	482.99	503.79
"tcruzi-100743"	1716.75	2104.88	1716.75	2104.88
"tcruzi-100813"	159.79	151	159.79	151
"tcruzi-101092"	76.35	84.17	76.35	84.17
"tcruzi-101299"	61.69	286.35	61.69	286.35
"tcruzi-101458"	751.15	377.31	751.15	377.31
"tcruzi-101588"	146.77	115.37	146.77	115.37
"tcruzi-101707"	108.6	50.05	108.6	50.05
"tcruzi-101832"	523.83	508.68	523.83	508.68
"tcruzi-101894"	57.76	28.8	57.76	28.8
"tcruzi-102254"	56.88	86.66	56.88	86.66
"tcruzi-1023"	72.88	51.78	72.88	51.78
"tcruzi-10242"	33.78	19.67	33.78	19.67
"tcruzi-102678"	169.11	113.17	169.11	113.17
"tcruzi-103137"	2294.65	1075.8	2294.65	1075.8
"tcruzi-103387"	96.1	74.37	96.1	74.37
"tcruzi-103639"	170.44	127.46	170.44	127.46
"tcruzi-103728"	156.48	151.7	156.48	151.7
"tcruzi-103831"	10943.89	9801.84	10943.89	9801.84
"tcruzi-103915"	7556.35	7648.25	7556.35	7648.25
"tcruzi-104192"	26763.58	41644.88	26763.58	41644.88
"tcruzi-104193"	15751.55	20978.31	15751.55	20978.31
"tcruzi-104196"	31437.63	32018.6	31437.63	32018.6
"tcruzi-104199"	30875.98	28270.68	30875.98	28270.68
"tcruzi-104201"	36938.31	36390.59	36938.31	36390.59
"tcruzi-104202"	33680.47	35816.58	33680.47	35816.58
"tcruzi-104203"	34423.73	32118.02	34423.73	32118.02
"tcruzi-104204"	32604.91	39822.96	32604.91	39822.96
"tcruzi-104210"	23730.86	23479.78	23730.86	23479.78
"tcruzi-104316"	74.84	96.41	74.84	96.41
"tcruzi-104444"	189.14	169.11	189.14	169.11
"tcruzi-104468"	25621.43	24692.29	25621.43	24692.29
"tcruzi-104469"	26159.27	27061.51	26159.27	27061.51
"tcruzi-104470"	25888.71	25261	25888.71	25261
"tcruzi-104471"	2709.76	1466.81	2709.76	1466.81
"tcruzi-104472"	10272.9	6797.21	10272.9	6797.21
"tcruzi-104720"	6850.42	6355.32	6850.42	6355.32
"tcruzi-10480"	925.54	506.13	925.54	506.13
"tcruzi-104858"	24565.6	21662.98	24565.6	21662.98
"tcruzi-104859"	24755.35	24628.49	24755.35	24628.49
"tcruzi-104860"	24443.98	23851.48	24443.98	23851.48
"tcruzi-104861"	26301.36	25750.29	26301.36	25750.29
"tcruzi-104862"	25202.12	26024.65	25202.12	26024.65
"tcruzi-104863"	24946.91	25325.51	24946.91	25325.51
"tcruzi-105168"	250.42	196.77	250.42	196.77
"tcruzi-105245"	55.84	76.51	55.84	76.51
"tcruzi-10541"	495.8	299.16	495.8	299.16
"tcruzi-106008"	954.52	856.71	954.52	856.71
"tcruzi-106060"	15222.99	14246.39	15222.99	14246.39
"tcruzi-106061"	9771.46	10582.6	9771.46	10582.6
"tcruzi-106211"	14946.15	14421.39	14946.15	14421.39
"tcruzi-106212"	5708.79	8333.57	5708.79	8333.57
"tcruzi-106221"	15671.28	16829.78	15671.28	16829.78
"tcruzi-106222"	12018.5	13957.42	12018.5	13957.42
"tcruzi-106223"	16750.34	17732.19	16750.34	17732.19
"tcruzi-106224"	10090.71	11377.03	10090.71	11377.03
"tcruzi-106226"	18082.24	20342.67	18082.24	20342.67
"tcruzi-106227"	185.63	136.55	185.63	136.55
"tcruzi-106269"	6092.76	5129.69	6092.76	5129.69
"tcruzi-106624"	286.35	234.74	286.35	234.74
"tcruzi-106719"	241.34	390.5	241.34	390.5
"tcruzi-107004"	65.7	125.18	65.7	125.18
"tcruzi-107008"	75.57	113.92	75.57	113.92
