"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	503.79	566.45	503.79	566.45
"tcruzi-100162"	119.62	95.53	119.62	95.53
"tcruzi-100284"	13862.61	7981.77	13862.61	7981.77
"tcruzi-100318"	116.17	88.24	116.17	88.24
"tcruzi-10046"	149.1	66.57	149.1	66.57
"tcruzi-100681"	28668.32	25325.51	28668.32	25325.51
"tcruzi-10070"	247.68	261.24	247.68	261.24
"tcruzi-100743"	1202.2	836.03	1202.2	836.03
"tcruzi-100813"	2215.48	1490.96	2215.48	1490.96
"tcruzi-101092"	60.67	35.66	60.67	35.66
"tcruzi-101299"	39.99	50.61	39.99	50.61
"tcruzi-101458"	113.17	222.08	113.17	222.08
"tcruzi-101588"	68.23	88.08	68.23	88.08
"tcruzi-101707"	71.93	51.57	71.93	51.57
"tcruzi-101832"	378.81	352.22	378.81	352.22
"tcruzi-101894"	100.66	106.24	100.66	106.24
"tcruzi-102254"	38.25	73.59	38.25	73.59
"tcruzi-1023"	24.38	34.14	24.38	34.14
"tcruzi-10242"	55.39	37.91	55.39	37.91
"tcruzi-102678"	989.53	724.72	989.53	724.72
"tcruzi-103137"	432.74	397.34	432.74	397.34
"tcruzi-103387"	235.59	305.16	235.59	305.16
"tcruzi-103639"	389.16	255.32	389.16	255.32
"tcruzi-103728"	59.49	104.77	59.49	104.77
"tcruzi-103831"	8604.62	11200	8604.62	11200
"tcruzi-103915"	3525.23	1864.64	3525.23	1864.64
"tcruzi-104192"	25072.26	25381.46	25072.26	25381.46
"tcruzi-104193"	15671.28	6027.18	15671.28	6027.18
"tcruzi-104196"	33356.36	29885.69	33356.36	29885.69
"tcruzi-104199"	29803	30114.02	29803	30114.02
"tcruzi-104201"	35021.29	32304.31	35021.29	32304.31
"tcruzi-104202"	30294.8	30211.32	30294.8	30211.32
"tcruzi-104203"	27427.79	25202.12	27427.79	25202.12
"tcruzi-104204"	26763.58	29175.43	26763.58	29175.43
