"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	79.73	24.67	79.73	24.67
"tcruzi-100162"	111.25	239.02	111.25	239.02
"tcruzi-100284"	23048.64	24030.29	23048.64	24030.29
"tcruzi-100318"	76.94	63.32	76.94	63.32
"tcruzi-10046"	534.5	273.36	534.5	273.36
"tcruzi-100681"	3317.63	3149.13	3317.63	3149.13
"tcruzi-10070"	6496.92	5790.65	6496.92	5790.65
"tcruzi-100743"	2661.55	2607.54	2661.55	2607.54
"tcruzi-100813"	22.94	22.56	22.94	22.56
"tcruzi-101092"	36.21	61.92	36.21	61.92
"tcruzi-101299"	114.99	71.65	114.99	71.65
"tcruzi-101458"	115.67	56.26	115.67	56.26
"tcruzi-101588"	139.47	128.25	139.47	128.25
"tcruzi-101707"	206.04	172.03	206.04	172.03
"tcruzi-101832"	480.52	436.24	480.52	436.24
"tcruzi-101894"	126.53	67.17	126.53	67.17
"tcruzi-102254"	37.03	86.18	37.03	86.18
"tcruzi-1023"	39.16	36.89	39.16	36.89
"tcruzi-10242"	55.57	128.64	55.57	128.64
"tcruzi-102678"	337.51	184.75	337.51	184.75
"tcruzi-103137"	1412.15	1497.33	1412.15	1497.33
"tcruzi-103387"	71.58	37.03	71.58	37.03
"tcruzi-103639"	76.71	210.3	76.71	210.3
"tcruzi-103728"	175.6	163.93	175.6	163.93
"tcruzi-103831"	8914.02	10943.89	8914.02	10943.89
"tcruzi-103915"	353.78	122.19	353.78	122.19
"tcruzi-104192"	21721.19	19745.03	21721.19	19745.03
"tcruzi-104193"	17526.64	11885.87	17526.64	11885.87
"tcruzi-104196"	31531.22	32209.88	31531.22	32209.88
"tcruzi-104199"	31814.44	33259.62	31814.44	33259.62
"tcruzi-104201"	32209.88	32789.91	32209.88	32789.91
"tcruzi-104202"	32984.4	33073.43	32984.4	33073.43
"tcruzi-104203"	31625.96	29731.74	31625.96	29731.74
"tcruzi-104204"	28839.13	28923.61	28839.13	28923.61
"tcruzi-104210"	24325.06	23106	24325.06	23106
"tcruzi-104316"	50.61	27.96	50.61	27.96
"tcruzi-104444"	44.99	123.42	44.99	123.42
"tcruzi-104468"	24156.74	22695.17	24156.74	22695.17
"tcruzi-104469"	27129.5	25443.35	27129.5	25443.35
"tcruzi-104470"	25202.12	24755.35	25202.12	24755.35
"tcruzi-104471"	2607.54	2619.14	2607.54	2619.14
"tcruzi-104472"	6333.54	5280.08	6333.54	5280.08
"tcruzi-104720"	694.4	751.15	694.4	751.15
"tcruzi-10480"	1124.89	925.54	1124.89	925.54
"tcruzi-104858"	20452.6	19990.01	20452.6	19990.01
"tcruzi-104859"	25006.01	22991.11	25006.01	22991.11
"tcruzi-104860"	22387.7	20188.31	22387.7	20188.31
"tcruzi-104861"	25072.26	23851.48	25072.26	23851.48
"tcruzi-104862"	25325.51	21830.81	25325.51	21830.81
"tcruzi-104863"	17074.58	11227.51	17074.58	11227.51
"tcruzi-105168"	487.44	290.13	487.44	290.13
"tcruzi-105245"	62.86	108.17	62.86	108.17
"tcruzi-10541"	7433.44	1527.93	7433.44	1527.93
"tcruzi-106008"	1081.07	718.36	1081.07	718.36
"tcruzi-106060"	19842.97	21948.89	19842.97	21948.89
"tcruzi-106061"	9561.62	10525.9	9561.62	10525.9
"tcruzi-106211"	20141.6	23179.31	20141.6	23179.31
"tcruzi-106212"	4688.06	5261.25	4688.06	5261.25
"tcruzi-106221"	18268.51	20085.62	18268.51	20085.62
"tcruzi-106222"	14818.8	15823.92	14818.8	15823.92
"tcruzi-106223"	20188.31	21406.74	20188.31	21406.74
"tcruzi-106224"	9589.91	11438.69	9589.91	11438.69
"tcruzi-106226"	18212.46	23241.16	18212.46	23241.16
"tcruzi-106227"	493.35	57.17	493.35	57.17
"tcruzi-106269"	4980.92	4571.56	4980.92	4571.56
"tcruzi-106624"	252.57	59.05	252.57	59.05
"tcruzi-106719"	704.8	836.03	704.8	836.03
"tcruzi-107004"	92.63	101.79	92.63	101.79
"tcruzi-107008"	174.38	38.96	174.38	38.96
"tcruzi-107305"	52.42	47.82	52.42	47.82
"tcruzi-10742"	94.77	37.26	94.77	37.26
"tcruzi-10745"	19690.63	15671.28	19690.63	15671.28
"tcruzi-10756"	15139.01	10637.39	15139.01	10637.39
"tcruzi-10757"	29106.55	31059.06	29106.55	31059.06
"tcruzi-10759"	29657.74	29657.74	29657.74	29657.74
"tcruzi-10760"	1136.9	769.67	1136.9	769.67
"tcruzi-10761"	16917.76	14785.11	16917.76	14785.11
"tcruzi-10763"	30629.34	31814.44	30629.34	31814.44
"tcruzi-10766"	16205.94	16788.71	16205.94	16788.71
"tcruzi-10767"	2137.79	2697.28	2137.79	2697.28
"tcruzi-10768"	17263.09	15751.55	17263.09	15751.55
"tcruzi-10769"	182.54	67.47	182.54	67.47
"tcruzi-10771"	23674.38	10786.54	23674.38	10786.54
"tcruzi-10772"	30793.31	28270.68	30793.31	28270.68
"tcruzi-10773"	17003.7	18355.88	17003.7	18355.88
"tcruzi-10774"	1691.19	2450.11	1691.19	2450.11
"tcruzi-108081"	2619.14	3601.91	2619.14	3601.91
"tcruzi-10820"	7695.94	1789.85	7695.94	1789.85
"tcruzi-10821"	31348.36	30963.74	31348.36	30963.74
"tcruzi-108384"	8528.51	7981.77	8528.51	7981.77
"tcruzi-108385"	8604.62	8859.54	8604.62	8859.54
"tcruzi-108386"	8552.13	9405.24	8552.13	9405.24
"tcruzi-108387"	9357.62	8552.13	9357.62	8552.13
"tcruzi-108388"	13957.42	13084.42	13957.42	13084.42
"tcruzi-108389"	14032.06	15462.43	14032.06	15462.43
"tcruzi-108390"	16641.07	17526.64	16641.07	17526.64
"tcruzi-108391"	13923.97	14347.84	13923.97	14347.84
"tcruzi-108407"	115.99	15	115.99	15
"tcruzi-108790"	665.91	327.36	665.91	327.36
"tcruzi-108798"	1059.73	1152.08	1059.73	1152.08
"tcruzi-108805"	138.89	316.86	138.89	316.86
"tcruzi-108853"	148.38	121.75	148.38	121.75
"tcruzi-109067"	43.2	89.23	43.2	89.23
"tcruzi-109292"	2062.41	2195.46	2062.41	2195.46
"tcruzi-109312"	10468.77	11718.32	10468.77	11718.32
"tcruzi-109351"	616.4	400.32	616.4	400.32
"tcruzi-109483"	108.77	80.65	108.77	80.65
"tcruzi-110050"	744.27	381.58	744.27	381.58
"tcruzi-110393"	89.14	87.22	89.14	87.22
"tcruzi-1104"	14638.32	11919.94	14638.32	11919.94
"tcruzi-110636"	193.26	192.77	193.26	192.77
"tcruzi-110773"	51.57	23.67	51.57	23.67
"tcruzi-11128"	1445.68	1466.81	1445.68	1466.81
"tcruzi-111283"	2195.46	2534.69	2195.46	2534.69
"tcruzi-111289"	57.45	63.09	57.45	63.09
"tcruzi-11131"	721.36	906.33	721.36	906.33
"tcruzi-11132"	4228.2	3947.44	4228.2	3947.44
"tcruzi-111328"	8731.07	8475.17	8731.07	8475.17
"tcruzi-11136"	8575.13	9510.71	8575.13	9510.71
"tcruzi-11137"	9065.7	9143.46	9065.7	9143.46
"tcruzi-11140"	8881.78	9639.64	8881.78	9639.64
"tcruzi-111437"	44.34	64.07	44.34	64.07
"tcruzi-11144"	10786.54	10012.27	10786.54	10012.27
"tcruzi-11145"	10813.85	9989.78	10813.85	9989.78
"tcruzi-11146"	11314.88	11257.55	11314.88	11257.55
"tcruzi-11147"	10165.23	10301.84	10165.23	10301.84
"tcruzi-11148"	15222.99	14421.39	15222.99	14421.39
"tcruzi-11149"	10389.87	9615.69	10389.87	9615.69
"tcruzi-11150"	12206.43	13469.37	12206.43	13469.37
"tcruzi-11151"	18492.41	17692.25	18492.41	17692.25
"tcruzi-11157"	436.24	575.35	436.24	575.35
"tcruzi-111717"	163.74	170.85	163.74	170.85
"tcruzi-11178"	357.59	254.41	357.59	254.41
"tcruzi-112015"	136.24	43.5	136.24	43.5
"tcruzi-112284"	413.67	707.97	413.67	707.97
"tcruzi-11245"	204.35	371.63	204.35	371.63
"tcruzi-112796"	11572.13	11988.04	11572.13	11988.04
"tcruzi-112986"	32.25	30.31	32.25	30.31
"tcruzi-113024"	33.42	62.71	33.42	62.71
"tcruzi-11312"	338.92	180.52	338.92	180.52
"tcruzi-113371"	55.39	67.64	55.39	67.64
