"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	179.21	95.73	179.21	95.73
"tcruzi-100162"	54.95	33.42	54.95	33.42
"tcruzi-100284"	23179.31	21466.86	23179.31	21466.86
"tcruzi-100318"	104.96	93.69	104.96	93.69
"tcruzi-10046"	190.2	195.77	190.2	195.77
"tcruzi-100681"	3057.03	3195.58	3057.03	3195.58
"tcruzi-10070"	5129.69	4904.2	5129.69	4904.2
"tcruzi-100743"	871.88	852.74	871.88	852.74
"tcruzi-100813"	12.71	107.31	12.71	107.31
"tcruzi-101092"	27.83	93.17	27.83	93.17
"tcruzi-101299"	101.69	233.68	101.69	233.68
"tcruzi-101458"	198.41	53.53	198.41	53.53
"tcruzi-101588"	230.01	153.54	230.01	153.54
"tcruzi-101707"	143.12	66.89	143.12	66.89
"tcruzi-101832"	408.66	74.21	408.66	74.21
"tcruzi-101894"	17.37	47	17.37	47
"tcruzi-102254"	302.64	265.44	302.64	265.44
"tcruzi-1023"	39.82	57.53	39.82	57.53
"tcruzi-10242"	63.93	65.84	63.93	65.84
"tcruzi-102678"	33.97	47.56	33.97	47.56
"tcruzi-103137"	2592.85	1743.18	2592.85	1743.18
"tcruzi-103387"	82.59	182.09	82.59	182.09
"tcruzi-103639"	264.54	198.92	264.54	198.92
"tcruzi-103728"	315.62	196.2	315.62	196.2
"tcruzi-103831"	9200.2	8756.68	9200.2	8756.68
"tcruzi-103915"	8424.51	8168.64	8424.51	8168.64
"tcruzi-104192"	24443.98	24089	24443.98	24089
"tcruzi-104193"	17732.19	12847.38	17732.19	12847.38
"tcruzi-104196"	28199.76	27502.17	28199.76	27502.17
"tcruzi-104199"	29657.74	32398.44	29657.74	32398.44
"tcruzi-104201"	29396	28438.15	29396	28438.15
"tcruzi-104202"	29803	32304.31	29803	32304.31
"tcruzi-104203"	26763.58	26650.03	26763.58	26650.03
"tcruzi-104204"	26700.15	25006.01	26700.15	25006.01
"tcruzi-104210"	17385.18	14638.32	17385.18	14638.32
"tcruzi-104316"	112.78	89.66	112.78	89.66
"tcruzi-104444"	114.84	312.74	114.84	312.74
"tcruzi-104468"	14743.29	15901.82	14743.29	15901.82
"tcruzi-104469"	17074.58	18125.81	17074.58	18125.81
"tcruzi-104470"	16513.91	19057.61	16513.91	19057.61
"tcruzi-104471"	916.21	1268.4	916.21	1268.4
"tcruzi-104472"	1681.27	2226.22	1681.27	2226.22
"tcruzi-104720"	1691.19	2016.48	1691.19	2016.48
"tcruzi-10480"	1168.13	148.95	1168.13	148.95
"tcruzi-104858"	14067.78	12403.48	14067.78	12403.48
"tcruzi-104859"	15786.89	15340.06	15786.89	15340.06
"tcruzi-104860"	13356.82	12639.21	13356.82	12639.21
"tcruzi-104861"	19107.6	17263.09	19107.6	17263.09
"tcruzi-104862"	16641.07	15751.55	16641.07	15751.55
"tcruzi-104863"	8027.51	6979.42	8027.51	6979.42
"tcruzi-105168"	378.06	508.68	378.06	508.68
"tcruzi-105245"	105.98	73.39	105.98	73.39
"tcruzi-10541"	964.3	861.67	964.3	861.67
"tcruzi-106008"	281.06	363.8	281.06	363.8
"tcruzi-106060"	14279.76	14347.84	14279.76	14347.84
"tcruzi-106061"	16352.99	17732.19	16352.99	17732.19
"tcruzi-106211"	15022.71	14900.51	15022.71	14900.51
"tcruzi-106212"	9247.16	9561.62	9247.16	9561.62
"tcruzi-106221"	14209.68	15823.92	14209.68	15823.92
"tcruzi-106222"	11104.9	11071	11104.9	11071
"tcruzi-106223"	14946.15	14312.58	14946.15	14312.58
"tcruzi-106224"	16313.97	18355.88	16313.97	18355.88
"tcruzi-106226"	13576.61	14483.56	13576.61	14483.56
"tcruzi-106227"	246.16	266.79	246.16	266.79
"tcruzi-106269"	13754.22	14986.5	13754.22	14986.5
"tcruzi-106624"	3181.42	3103.32	3181.42	3103.32
"tcruzi-106719"	5219.02	5387.74	5219.02	5387.74
"tcruzi-107004"	48.71	36.3	48.71	36.3
"tcruzi-107008"	97.03	183.64	97.03	183.64
"tcruzi-107305"	48.42	98.88	48.42	98.88
"tcruzi-10742"	85.44	35.84	85.44	35.84
"tcruzi-10745"	23293.48	22514.7	23293.48	22514.7
"tcruzi-10756"	26445.87	25685.78	26445.87	25685.78
"tcruzi-10757"	28590.61	27972.13	28590.61	27972.13
"tcruzi-10759"	29106.55	29396	29106.55	29396
"tcruzi-10760"	94.61	724.72	94.61	724.72
