"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	70.61	97.11	70.61	97.11
"tcruzi-100162"	178.74	203.24	178.74	203.24
"tcruzi-100284"	782.29	1202.2	782.29	1202.2
"tcruzi-100318"	160.56	121.4	160.56	121.4
"tcruzi-10046"	532.16	351.02	532.16	351.02
"tcruzi-100681"	7251.76	6646.72	7251.76	6646.72
"tcruzi-10070"	19990.01	22450.04	19990.01	22450.04
"tcruzi-100743"	181.5	178.27	181.5	178.27
"tcruzi-100813"	44.18	55.1	44.18	55.1
"tcruzi-101092"	33.06	49.59	33.06	49.59
"tcruzi-101299"	124.5	69.57	124.5	69.57
"tcruzi-101458"	58.41	57.76	58.41	57.76
"tcruzi-101588"	77.72	79.42	77.72	79.42
"tcruzi-101707"	120.54	72.24	120.54	72.24
"tcruzi-101832"	625.71	787.03	625.71	787.03
"tcruzi-101894"	130.6	89.14	130.6	89.14
"tcruzi-102254"	60.77	57.29	60.77	57.29
"tcruzi-1023"	41.56	62.57	41.56	62.57
"tcruzi-10242"	50.96	53.95	50.96	53.95
"tcruzi-102678"	166.35	130.06	166.35	130.06
"tcruzi-103137"	325.02	714.78	325.02	714.78
"tcruzi-103387"	7433.44	8575.13	7433.44	8575.13
"tcruzi-103639"	2350.71	1885.59	2350.71	1885.59
"tcruzi-103728"	85.2	70.02	85.2	70.02
"tcruzi-103831"	7695.94	8629.02	7695.94	8629.02
"tcruzi-103915"	12783.25	15265.76	12783.25	15265.76
"tcruzi-104192"	12956.73	13993.71	12956.73	13993.71
"tcruzi-104193"	7600.99	7811.9	7600.99	7811.9
"tcruzi-104196"	20611.66	21721.19	20611.66	21721.19
"tcruzi-104199"	24089	24692.29	24089	24692.29
"tcruzi-104201"	20188.31	20763.39	20188.31	20763.39
"tcruzi-104202"	22018.52	23241.16	22018.52	23241.16
"tcruzi-104203"	19784.08	18537.64	19784.08	18537.64
"tcruzi-104204"	19146.44	17651.78	19146.44	17651.78
"tcruzi-104210"	13862.61	16280.19	13862.61	16280.19
"tcruzi-104316"	88.59	67.17	88.59	67.17
"tcruzi-104444"	1048.98	1141.58	1048.98	1141.58
"tcruzi-104468"	11344.92	11438.69	11344.92	11438.69
"tcruzi-104469"	16641.07	15381.23	16641.07	15381.23
"tcruzi-104470"	13957.42	12537.71	13957.42	12537.71
"tcruzi-104471"	294.9	424.08	294.9	424.08
"tcruzi-104472"	11227.51	14246.39	11227.51	14246.39
"tcruzi-104720"	2971.26	2697.28	2971.26	2697.28
"tcruzi-10480"	6450.37	5261.25	6450.37	5261.25
