"Reporter Name"	"allData.replica1"	"allData.replica2"	"onlyRegionsData.replica1"	"onlyRegionsData.replica2"
"tcruzi-100055"	101.98	121.28	101.98	121.28
"tcruzi-100162"	91.52	52.97	91.52	52.97
"tcruzi-100284"	5151.39	3964.13	5151.39	3964.13
"tcruzi-100318"	68.11	63.77	68.11	63.77
"tcruzi-10046"	432.74	237.65	432.74	237.65
"tcruzi-100681"	1511.29	1048.98	1511.29	1048.98
"tcruzi-10070"	20978.31	21721.19	20978.31	21721.19
"tcruzi-100743"	143.12	186.64	143.12	186.64
"tcruzi-100813"	85.52	91.84	85.52	91.84
"tcruzi-101092"	31.44	26.37	31.44	26.37
"tcruzi-101299"	51.34	256.11	51.34	256.11
"tcruzi-101458"	66.57	100.06	66.57	100.06
"tcruzi-101588"	85.35	49.14	85.35	49.14
"tcruzi-101707"	81.36	75.8	81.36	75.8
"tcruzi-101832"	160.17	150.03	160.17	150.03
"tcruzi-101894"	80.65	71.22	80.65	71.22
"tcruzi-102254"	45.35	31.44	45.35	31.44
"tcruzi-1023"	25.53	26.85	25.53	26.85
"tcruzi-10242"	36.74	30.31	36.74	30.31
"tcruzi-102678"	292.13	253.52	292.13	253.52
"tcruzi-103137"	2805.68	2534.69	2805.68	2534.69
"tcruzi-103387"	109.28	87.76	109.28	87.76
"tcruzi-103639"	120.54	144.43	120.54	144.43
"tcruzi-103728"	92.09	66.89	92.09	66.89
"tcruzi-103831"	443.72	487.44	443.72	487.44
"tcruzi-103915"	2417.19	5201.45	2417.19	5201.45
"tcruzi-104192"	22695.17	35685.94	22695.17	35685.94
"tcruzi-104193"	13356.82	8378.72	13356.82	8378.72
"tcruzi-104196"	23851.48	34211.58	23851.48	34211.58
"tcruzi-104199"	26519.66	25562.23	26519.66	25562.23
"tcruzi-104201"	30211.32	36390.59	30211.32	36390.59
"tcruzi-104202"	27061.51	29570.18	27061.51	29570.18
"tcruzi-104203"	21588.79	22018.52	21588.79	22018.52
"tcruzi-104204"	17651.78	18002.72	17651.78	18002.72
"tcruzi-104210"	30030.92	33073.43	30030.92	33073.43
"tcruzi-104316"	564.2	553.9	564.2	553.9
"tcruzi-104444"	111.48	107.48	111.48	107.48
"tcruzi-104468"	26301.36	34526.36	26301.36	34526.36
"tcruzi-104469"	27359.5	31625.96	27359.5	31625.96
"tcruzi-104470"	22991.11	28042.72	22991.11	28042.72
"tcruzi-104471"	77.1	119.84	77.1	119.84
"tcruzi-104472"	3087.42	3544.33	3087.42	3544.33
"tcruzi-104720"	2428.37	2483.01	2428.37	2483.01
"tcruzi-10480"	911.57	983.48	911.57	983.48
"tcruzi-104858"	15381.23	24882.75	15381.23	24882.75
"tcruzi-104859"	31160.17	33876.34	31160.17	33876.34
