"Reporter Name"	"LE_PO_normalizedData_r1"	"LE_PO_normalizedData_r2"
"tcruzi-2172881"	53.98	62.37
"tcruzi-2174300"	93.96	88.32
"tcruzi-2175519"	149.44	99.01
"tcruzi-2176176"	108.96	140.98
"tcruzi-2176552"	303.16	265.03
"tcruzi-2176553"	3010.07	469.67
"tcruzi-2176554"	289.29	205.56
"tcruzi-2176555"	445.32	433.84
"tcruzi-2176556"	490.58	587.17
"tcruzi-2176557"	244.03	294.32
"tcruzi-2177050"	442.72	414.99
"tcruzi-2177500"	85.15	83
"tcruzi-2177889"	77.3	82.24
"tcruzi-217891"	86.16	157.53
"tcruzi-2180310"	299.06	394.83
"tcruzi-2180657"	63.28	69.74
"tcruzi-2181754"	1167.85	1245.88
"tcruzi-2182633"	139.56	177.36
"tcruzi-2183005"	97.14	139.06
"tcruzi-2184058"	41.16	40.68
"tcruzi-2185919"	219.92	142.39
"tcruzi-2187424"	97.83	125.92
"tcruzi-2187515"	116.77	134.94
"tcruzi-2187865"	167	145.42
"tcruzi-2188395"	164.61	170.13
"tcruzi-2190958"	213.5	138.61
"tcruzi-2191246"	56.44	55.83
"tcruzi-2191248"	60.28	55.19
"tcruzi-2192265"	61.79	65.14
"tcruzi-2192700"	966.31	914.33
"tcruzi-2193493"	451.21	404.26
"tcruzi-2193862"	661.16	710.17
"tcruzi-2196549"	50.65	47.73
"tcruzi-2196936"	778.95	1395.54
"tcruzi-2198166"	87.11	97.31
"tcruzi-2198200"	652.82	786.1
"tcruzi-2198779"	77.45	68.99
"tcruzi-2199079"	188.9	154.75
"tcruzi-2199635"	97.41	94.66
"tcruzi-2199754"	105.39	142.94
"tcruzi-2202233"	167.6	171.06
"tcruzi-2202501"	284.91	303.98
"tcruzi-2202502"	152.18	223.8
"tcruzi-2202503"	192.23	184.72
"tcruzi-220259"	141.06	182.19
"tcruzi-2203388"	69.83	65.28
"tcruzi-2205495"	69.95	65.42
"tcruzi-2205715"	140.27	237.05
"tcruzi-2206866"	685.6	661.16
"tcruzi-2213317"	1584.89	1300.58
"tcruzi-2214464"	162.06	106.61
"tcruzi-2215700"	350.74	350.01
"tcruzi-2217759"	76.1	87.11
"tcruzi-2217977"	98.3	103.08
"tcruzi-2218148"	51.97	56.48
"tcruzi-2219427"	131.03	346.09
"tcruzi-2219977"	171.38	209.99
"tcruzi-2219978"	182.38	152.34
"tcruzi-2220710"	161.61	237.66
"tcruzi-2221017"	437.37	403.22
"tcruzi-222222"	158.56	160.64
"tcruzi-22236"	249.47	252.14
"tcruzi-2224251"	120.8	150.67
"tcruzi-2224378"	220.25	68.73
"tcruzi-2227134"	99.95	147.23
"tcruzi-2227544"	138.78	112.81
"tcruzi-2227572"	132.26	154.33
"tcruzi-2227945"	67.31	73.43
"tcruzi-2231789"	69.54	60.32
"tcruzi-2235193"	74.19	80.64
"tcruzi-2235464"	164.96	174.34
"tcruzi-2237433"	135.5	161.61
"tcruzi-2237698"	92.5	78.87
"tcruzi-2238388"	51.12	52.81
"tcruzi-2238412"	1216.6	1265.15
"tcruzi-223855"	884.49	904.02
"tcruzi-223954"	180.2	135.28
"tcruzi-223973"	265.03	431.92
"tcruzi-2241375"	1279.74	562.31
"tcruzi-2241485"	66.88	55.43
"tcruzi-22421"	204.47	170.83
"tcruzi-2243261"	77.7	61.67
"tcruzi-2244082"	47.66	47.38
"tcruzi-2244555"	52.97	52.66
"tcruzi-2244562"	73.04	94.24
"tcruzi-2245558"	628.91	699.16
"tcruzi-2247874"	92.85	102.39
"tcruzi-2248251"	924.48	871.67
"tcruzi-22486"	80.04	90.99
"tcruzi-2250233"	263.16	295.79
"tcruzi-2250349"	66.21	52.14
"tcruzi-2250450"	2031.28	2186.31
"tcruzi-2252754"	402.58	423.23
"tcruzi-2254626"	102.52	181.63
"tcruzi-2255082"	55.76	52.55
"tcruzi-2256731"	77.87	110.84
"tcruzi-2257025"	91.7	100.92
"tcruzi-2257207"	87.84	91.55
"tcruzi-2258700"	51.29	63.5
"tcruzi-2258979"	2636.44	2963.33
"tcruzi-2259631"	55.19	57.47
"tcruzi-225974"	50.51	73.08
"tcruzi-2261926"	170.03	152.92
"tcruzi-2266201"	175.03	193.43
"tcruzi-2266689"	367.98	445.96
"tcruzi-2267139"	64.86	76.56
"tcruzi-2268884"	56.75	60.62
"tcruzi-2269312"	38.62	45.37
"tcruzi-2270124"	56.25	60
"tcruzi-2270394"	57.93	55.43
"tcruzi-2272111"	55.39	56.44
"tcruzi-22732"	116.85	78.19
"tcruzi-2273770"	118.63	109.83
"tcruzi-2273947"	98.68	135.88
"tcruzi-2275122"	125.11	155.71
"tcruzi-2275554"	59.2	74.09
"tcruzi-2275941"	238.76	247.07
"tcruzi-2276219"	91.87	83.79
"tcruzi-2279196"	2453.96	2672.6
"tcruzi-2279613"	167.31	175.03
"tcruzi-2280367"	82.72	91.22
"tcruzi-2281830"	247.61	179.67
"tcruzi-2282105"	204.87	222.74
"tcruzi-2283040"	76.41	89.57
"tcruzi-2283330"	359.13	296.56
"tcruzi-2284503"	1952.13	2131.06
"tcruzi-2285042"	92.62	100.15
"tcruzi-2285782"	77.55	92.91
"tcruzi-2287211"	100.17	114.71
"tcruzi-2287228"	73.46	76
"tcruzi-2288363"	123.38	114.33
"tcruzi-2288637"	1537.28	1026.15
"tcruzi-2288814"	92.95	155.31
"tcruzi-2289593"	183.53	180.2
"tcruzi-229055"	699.16	1049.82
"tcruzi-229203"	45.73	45.51
"tcruzi-229248"	84.81	83.65
"tcruzi-2293232"	57.29	76.73
"tcruzi-2294678"	186.58	224.79
"tcruzi-2294769"	215.79	216.42
"tcruzi-2295311"	83.94	72.6
"tcruzi-229623"	147.11	182.84
"tcruzi-2296961"	162.45	160.95
"tcruzi-2299286"	97.31	95.24
"tcruzi-2299312"	171.2	164.49
"tcruzi-2301315"	220.85	262.86
"tcruzi-2301738"	90.89	97.92
"tcruzi-2303514"	65.14	62.9
"tcruzi-2303665"	117.36	120.24
"tcruzi-2304527"	485.12	556.39
"tcruzi-230518"	76.56	75.23
"tcruzi-23056"	106.83	98.81
"tcruzi-2307815"	100.6	93.66
"tcruzi-2307816"	57.17	51.73
"tcruzi-2310127"	244.14	303.64
"tcruzi-231078"	122.17	183.89
"tcruzi-2311733"	40.95	41.83
"tcruzi-2311845"	95.68	72.85
"tcruzi-2312442"	71.13	61.45
"tcruzi-2313366"	506.02	508.79
"tcruzi-2313542"	75.86	72.24
"tcruzi-2315109"	85.42	103.51
"tcruzi-2316235"	215.03	242.08
"tcruzi-2316649"	112.26	57.53
"tcruzi-2316946"	392.36	268.08
"tcruzi-2317502"	75.04	76.06
"tcruzi-2318412"	130.12	164.27
"tcruzi-2319671"	87.75	106.06
"tcruzi-2320091"	216.53	171.52
"tcruzi-2322954"	211.66	205.99
"tcruzi-2323777"	287.69	222.09
"tcruzi-2324600"	141.92	109.49
"tcruzi-23252"	69.01	58.05
"tcruzi-2327177"	132.01	139.39
"tcruzi-2328847"	36.76	38.62
"tcruzi-2329047"	96.85	83.37
"tcruzi-2329132"	57.98	59.18
"tcruzi-2330316"	57.32	66.78
"tcruzi-233077"	42.42	45.03
"tcruzi-233136"	52.81	60.16
"tcruzi-2332183"	108.15	113.18
"tcruzi-2332354"	124.43	109.09
"tcruzi-233240"	93.07	79.76
"tcruzi-2335809"	85.8	73.9
"tcruzi-2336569"	144.88	121.23
"tcruzi-2336645"	63.66	74.21
"tcruzi-2337081"	87.61	85.42
"tcruzi-2338604"	211.85	217.61
"tcruzi-234028"	52.69	54.72
"tcruzi-2340421"	154.24	167.31
"tcruzi-2341025"	296.4	160.16
"tcruzi-2341179"	69.79	65.68
"tcruzi-2341713"	80.46	69.63
"tcruzi-2342238"	205.56	223.37
"tcruzi-2346073"	104.99	97.79
"tcruzi-2346145"	181.12	177.12
"tcruzi-2346654"	1049.82	1575.89
"tcruzi-2347671"	1827.13	1551.07
"tcruzi-2347705"	164.76	185.09
"tcruzi-2349059"	94.73	120.05
"tcruzi-234997"	63.05	69.93
"tcruzi-235108"	73.76	77.2
"tcruzi-2351337"	144.38	158.82
"tcruzi-2351875"	641.51	892.52
"tcruzi-2352822"	65.19	73.81
"tcruzi-2352955"	757.97	865.43
"tcruzi-2354210"	1425.11	1894.69
"tcruzi-2356436"	214.84	202.93
"tcruzi-2358787"	68.73	65.1
"tcruzi-2361086"	61.49	71.93
"tcruzi-2361555"	50.06	50.53
"tcruzi-2361755"	361.57	481.64
"tcruzi-2364776"	421.88	364.06
"tcruzi-2365525"	68.93	76.85
"tcruzi-2365566"	275.45	241.47
"tcruzi-2366253"	199.47	126.53
"tcruzi-2369637"	217.87	201.68
"tcruzi-2369815"	55.12	58
"tcruzi-2370676"	59.02	69.54
"tcruzi-237241"	146.48	169.15
"tcruzi-2374197"	82.76	87.18
"tcruzi-2374199"	92.19	93.04
"tcruzi-2376403"	129.84	200.69
"tcruzi-2376504"	106.4	85.3
"tcruzi-2377187"	71.07	165.57
"tcruzi-2378066"	312.54	265.61
"tcruzi-2378352"	643.07	833.75
"tcruzi-2379397"	320.34	385.54
"tcruzi-237978"	90.36	100.39
"tcruzi-237979"	201.31	150.88
"tcruzi-2381715"	125.53	126.67
"tcruzi-2381730"	645.59	469
"tcruzi-2382370"	121.29	104.53
"tcruzi-2383464"	58.33	70.9
"tcruzi-2383942"	60.37	80.52
"tcruzi-2385019"	848.89	1005.63
"tcruzi-2385210"	62.2	46.3
"tcruzi-2385549"	447.19	472.28
"tcruzi-238736"	59.76	60.37
"tcruzi-2387607"	54.7	61.52
"tcruzi-2387631"	110.3	126.75
"tcruzi-2388454"	449.9	531.44
"tcruzi-2388787"	91.38	68.13
"tcruzi-2390828"	59.51	45.89
"tcruzi-2393148"	119.71	81.77
"tcruzi-2395876"	971.8	1258.83
"tcruzi-2396913"	136.14	124.38
"tcruzi-2397550"	706.92	568.21
"tcruzi-2398360"	326.99	262.15
"tcruzi-2399274"	64.12	73.58
"tcruzi-2400607"	68.21	66.61
"tcruzi-2403447"	336.76	405.16
"tcruzi-2403959"	113.3	111.5
"tcruzi-2404039"	64.35	56.22
"tcruzi-2404537"	130.33	120.16
"tcruzi-2404848"	120.73	162.45
"tcruzi-2406171"	69.43	67.1
"tcruzi-2408119"	95.75	100.72
"tcruzi-2408462"	84.73	82.76
"tcruzi-2408529"	111.69	90.4
"tcruzi-2408978"	185.44	222.29
"tcruzi-2410122"	78.47	82.33
"tcruzi-2410199"	175.13	127.1
"tcruzi-2412108"	202.31	230.05
"tcruzi-2413044"	314.04	210.73
"tcruzi-2414595"	109.7	102.08
"tcruzi-2416708"	93.45	141.6
"tcruzi-2417325"	64	46.09
"tcruzi-2418530"	102.02	171.68
"tcruzi-2418873"	327.73	232.33
"tcruzi-2421948"	88.86	83.86
"tcruzi-2422307"	223.99	156.01
"tcruzi-2422858"	993.88	1014.84
"tcruzi-2423643"	383.34	400.31
"tcruzi-2424368"	81.03	82.69
"tcruzi-2425138"	62.17	79.29
"tcruzi-2425165"	125.23	117.53
"tcruzi-2426358"	41.66	43.82
"tcruzi-2427516"	59.64	49.72
"tcruzi-2428353"	564.68	386.44
"tcruzi-2428376"	92.11	114.95
"tcruzi-2429145"	102.84	127.29
"tcruzi-242988"	192.67	179.4
"tcruzi-2432344"	145.42	138.24
"tcruzi-2432477"	75.63	106.4
"tcruzi-2433061"	75.23	65.19
"tcruzi-2433116"	51.03	42.69
"tcruzi-2433789"	14372.89	13585.88
"tcruzi-243494"	212.56	145.1
"tcruzi-2440169"	57.53	55.05
"tcruzi-244018"	11884.43	9777.65
"tcruzi-2440193"	258.62	234.36
"tcruzi-244401"	106.57	121.29
"tcruzi-245971"	81.8	81.25
"tcruzi-246252"	55.81	57.41
"tcruzi-246949"	151.74	195.25
"tcruzi-247051"	497.06	617.64
"tcruzi-248074"	71.42	71.02
"tcruzi-249151"	111.61	187.8
"tcruzi-249335"	97.67	116.73
"tcruzi-249811"	68.46	62.17
"tcruzi-250856"	118.35	91.04
"tcruzi-251241"	127.1	132.16
"tcruzi-253006"	715.82	529.46
"tcruzi-255964"	53.81	40.68
"tcruzi-256007"	101.28	67.45
"tcruzi-256008"	115.42	149.35
"tcruzi-256869"	142.39	182.07
"tcruzi-258313"	118.35	104.66
"tcruzi-258318"	240.82	307.55
"tcruzi-258364"	64.39	56.82
"tcruzi-260308"	112.81	126.03
"tcruzi-261430"	260.89	314.04
"tcruzi-261828"	77.12	72.17
"tcruzi-263400"	118.78	123.99
"tcruzi-264052"	101.72	104.38
"tcruzi-264415"	83.04	66.23
"tcruzi-266346"	82.12	116.8
"tcruzi-267196"	175.55	126.43
"tcruzi-267611"	345.52	275.78
"tcruzi-267775"	139.56	133.43
"tcruzi-268376"	79.66	98.15
"tcruzi-268794"	118.25	161.91
"tcruzi-270200"	75.95	77.28
"tcruzi-270223"	415.86	312.54
"tcruzi-272138"	103.34	99.59
"tcruzi-2759"	68.4	79.71
"tcruzi-277514"	115.03	94.92
"tcruzi-278362"	213.72	204.47
"tcruzi-279424"	81.31	128.28
"tcruzi-280704"	168.25	159.33
"tcruzi-281850"	117.89	121.43
"tcruzi-282436"	245.7	246.01
"tcruzi-282791"	62.22	54.45
"tcruzi-282971"	79.43	100.86
"tcruzi-283333"	84.29	77.12
"tcruzi-28344"	152.92	190.7
"tcruzi-283492"	276.12	336.18
"tcruzi-28355"	83.21	86.72
"tcruzi-286265"	138.61	128.05
"tcruzi-286748"	187.43	209.07
"tcruzi-286950"	193.43	115.08
"tcruzi-287527"	101.02	113.55
"tcruzi-29043"	330.29	76.26
"tcruzi-290694"	83.97	71.56
"tcruzi-291224"	445.32	205.14
"tcruzi-291485"	538.82	550.32
"tcruzi-292975"	143.71	163.95
"tcruzi-293135"	95.6	91.7
"tcruzi-293366"	344.56	165.66
"tcruzi-295883"	83.04	86.94
"tcruzi-2980"	53.59	57.35
"tcruzi-300253"	54.35	55.73
"tcruzi-301742"	89.73	81.52
"tcruzi-306505"	89.31	80.82
"tcruzi-306822"	96.18	102.17
"tcruzi-307143"	63.14	65.85
"tcruzi-308135"	440.75	485.12
"tcruzi-309611"	104.38	76.23
"tcruzi-310796"	4119.55	6879.93
"tcruzi-311603"	88.08	77.66
"tcruzi-312532"	79.25	77.28
"tcruzi-313446"	77.19	65.94
"tcruzi-313673"	181.73	175.97
"tcruzi-313725"	72.3	69.87
"tcruzi-314250"	3820.77	6626.94
"tcruzi-314552"	123.02	76.51
"tcruzi-315654"	196.21	217.87
"tcruzi-316056"	4691.48	3753.96
"tcruzi-317099"	3632.64	3097.28
"tcruzi-317102"	4801.9	6072.49
"tcruzi-317103"	8808.65	7725.87
"tcruzi-317138"	6626.94	8419.55
"tcruzi-317139"	221.38	237.34
"tcruzi-317140"	3394.85	3499.26
"tcruzi-317142"	8419.55	3874.66
"tcruzi-317143"	5894.16	8100.96
"tcruzi-317144"	3947.64	4396.38
"tcruzi-317147"	4194.06	3572.73
"tcruzi-317148"	200.9	232.68
"tcruzi-317149"	3753.96	3394.85
"tcruzi-317150"	3323.6	3010.07
"tcruzi-317278"	3699.57	4288.09
"tcruzi-317279"	4943.49	3820.77
"tcruzi-317280"	7725.87	10344.94
"tcruzi-317281"	5252.2	4194.06
"tcruzi-317282"	2045.32	1634.44
"tcruzi-317283"	680.28	638.15
"tcruzi-317560"	207.9	268.79
"tcruzi-318517"	745.08	559.24
"tcruzi-319786"	80.21	73.87
"tcruzi-320477"	218.55	244.92
"tcruzi-320998"	1551.07	1759.18
"tcruzi-322542"	57.82	65.24
"tcruzi-324278"	300.77	215.03
"tcruzi-324860"	448.75	480.45
"tcruzi-325766"	76.61	64.78
"tcruzi-327604"	109.74	68.88
"tcruzi-328667"	262.15	220.04
"tcruzi-3292"	310.21	282.72
"tcruzi-329893"	93.16	84.43
"tcruzi-331489"	104.7	118.31
"tcruzi-331891"	180.54	157.34
"tcruzi-332433"	112.74	107.12
"tcruzi-332766"	109.44	94.6
"tcruzi-333623"	224.79	221.04
"tcruzi-33515"	133.89	153.8
"tcruzi-336373"	63.96	59.95
"tcruzi-337005"	1073.91	1067.23
"tcruzi-338805"	297.08	225.65
"tcruzi-340219"	365.19	475.7
"tcruzi-340885"	61.66	66.57
"tcruzi-342660"	107.77	137.86
"tcruzi-342847"	89.45	131.57
"tcruzi-342906"	172.96	187.28
"tcruzi-343249"	82.22	68.99
"tcruzi-344077"	127.42	116.2
"tcruzi-345179"	513.42	487.96
"tcruzi-345180"	226.34	239.72
"tcruzi-345181"	6072.49	3323.6
"tcruzi-345240"	147.78	167.39
"tcruzi-345297"	53.66	46.87
"tcruzi-345564"	81.69	94.13
"tcruzi-347883"	305.2	278.71
"tcruzi-348025"	81.6	78.57
"tcruzi-348287"	184.97	117.71
"tcruzi-349455"	1107.74	1216.6
"tcruzi-349467"	76.81	77.34
"tcruzi-349513"	63.71	63.28
"tcruzi-349669"	183.06	165.47
"tcruzi-351"	250.78	311.23
"tcruzi-351703"	796.65	796.65
"tcruzi-354442"	88.52	86.49
"tcruzi-354582"	47.57	36.76
"tcruzi-354604"	193.55	199.47
"tcruzi-356867"	87.89	111.96
"tcruzi-357781"	107.98	95.56
"tcruzi-358622"	88.96	80.19
"tcruzi-359000"	90.29	102.72
"tcruzi-361017"	99.24	87.63
"tcruzi-361879"	111.11	95.64
"tcruzi-362051"	89.2	86.06
"tcruzi-36290"	70.16	56.86
"tcruzi-363383"	46.71	39.88
"tcruzi-363530"	63.89	58.64
"tcruzi-363823"	228.11	202.31
"tcruzi-364501"	255.86	168.43
"tcruzi-365634"	113.07	111.47
"tcruzi-365933"	1811.05	1750.94
"tcruzi-367081"	169.89	198.68
"tcruzi-367638"	148.04	103.44
"tcruzi-369504"	283.98	280.63
"tcruzi-369828"	248.27	323.88
"tcruzi-369970"	154.93	110.58
"tcruzi-371459"	58.39	58.9
"tcruzi-371493"	148.59	126.21
"tcruzi-372224"	93.72	103.34
"tcruzi-373636"	80.91	98.68
"tcruzi-37373"	286.91	363.35
"tcruzi-375533"	125.45	143.13
"tcruzi-376192"	285.87	309.29
"tcruzi-37894"	58.17	64.39
"tcruzi-379236"	58.9	68.99
"tcruzi-379764"	243.71	366.42
"tcruzi-380088"	76.48	78.68
"tcruzi-380091"	1137.15	1329.6
"tcruzi-380580"	186.82	171.83
"tcruzi-380760"	59.47	62.05
"tcruzi-381201"	60.16	80.19
"tcruzi-381260"	308.24	253.53
"tcruzi-381701"	52.62	55.8
"tcruzi-382653"	63.92	60.83
"tcruzi-382823"	163.76	164.39
"tcruzi-383087"	86.28	72.21
"tcruzi-383189"	96.15	93.16
"tcruzi-384286"	704.98	764.17
"tcruzi-385381"	1176.24	830.3
"tcruzi-385873"	174.34	188.59
"tcruzi-387261"	146.28	147.78
"tcruzi-388922"	321.49	281.17
"tcruzi-389018"	1245.88	817.79
"tcruzi-391010"	213.1	220.25
"tcruzi-391288"	67.48	54.11
"tcruzi-391522"	68.68	50.65
"tcruzi-39216"	65.24	78.6
"tcruzi-392291"	60.56	55.68
"tcruzi-392976"	80.26	70.75
"tcruzi-395301"	851.26	917.66
"tcruzi-397038"	221.04	135.58
"tcruzi-398112"	236.79	161.48
"tcruzi-39860"	208.26	139.2
"tcruzi-400658"	150.67	118.25
"tcruzi-400816"	65.28	60.71
"tcruzi-40101"	351.41	397.78
"tcruzi-403085"	119.39	106.45
"tcruzi-40353"	182.67	218.3
"tcruzi-40405"	164.84	133.16
"tcruzi-404784"	61.31	74.71
"tcruzi-406904"	148.77	149.74
"tcruzi-4076"	40.48	50.01
"tcruzi-407754"	95.05	103.81
"tcruzi-408612"	94.38	85.56
"tcruzi-408933"	87.48	80.09
"tcruzi-412569"	52.24	53.66
"tcruzi-412945"	347.83	229.17
"tcruzi-415751"	84.85	74.6
"tcruzi-415885"	83.33	68.84
"tcruzi-418371"	311.23	111.32
"tcruzi-419128"	109.26	88.13
"tcruzi-423599"	144.08	118.15
"tcruzi-423636"	133.73	120.05
"tcruzi-424132"	2253.43	2301.94
"tcruzi-42465"	157.34	155.11
"tcruzi-425456"	48.46	69.1
"tcruzi-425507"	107.31	101.28
"tcruzi-426565"	40.22	43.54
"tcruzi-426582"	723	988.39
"tcruzi-428450"	124.53	152.24
"tcruzi-431111"	162.78	146.94
"tcruzi-433165"	93.64	85.17
"tcruzi-434798"	78.72	78.68
"tcruzi-436760"	134.57	122.46
"tcruzi-43795"	755.22	295.4
"tcruzi-438343"	87.38	76.1
"tcruzi-43847"	92.67	91.41
"tcruzi-438589"	78.57	80.78
"tcruzi-438853"	94.6	102.12
"tcruzi-439416"	128.82	119.39
"tcruzi-440301"	129.14	142.55
"tcruzi-441154"	204.3	162.78
"tcruzi-442077"	133.37	118.99
"tcruzi-442775"	483.68	426.5
"tcruzi-443846"	276.48	287.2
"tcruzi-445326"	72.3	60.83
"tcruzi-447214"	182.07	148.99
"tcruzi-447346"	78.03	72.63
"tcruzi-448312"	82.22	50.26
"tcruzi-450272"	119.26	128.22
"tcruzi-45055"	113.78	118.38
"tcruzi-45274"	398.44	428.05
"tcruzi-453379"	72.03	84.85
"tcruzi-454281"	193.04	227.84
"tcruzi-456082"	235.13	271.27
"tcruzi-459822"	20053.34	20053.34
"tcruzi-46089"	92.15	93.01
"tcruzi-462047"	138.27	117.48
"tcruzi-462951"	236.48	220.63
"tcruzi-464026"	127.65	137.7
"tcruzi-464774"	222.09	251.13
"tcruzi-465191"	97.1	94.08
"tcruzi-465647"	142.7	155
"tcruzi-467386"	537.67	511.67
"tcruzi-468191"	498.79	532.8
"tcruzi-468305"	228.73	174.17
"tcruzi-468986"	285.44	286.91
"tcruzi-469164"	124.73	120.45
"tcruzi-469561"	164.08	140.82
"tcruzi-469996"	90.76	119.71
"tcruzi-470751"	87.42	86.32
"tcruzi-470944"	211.55	147.01
"tcruzi-471512"	81.52	92.11
"tcruzi-473384"	60.23	63.98
"tcruzi-473479"	153.65	129.4
"tcruzi-47363"	1445.77	1290.11
"tcruzi-47364"	1329.6	1271.5
"tcruzi-47365"	1476.19	1714.01
"tcruzi-47367"	1221.64	1034.01
"tcruzi-47368"	810.37	760.5
"tcruzi-47379"	1154.33	1111.52
"tcruzi-475171"	216.18	158.15
"tcruzi-480414"	120.08	135.81
"tcruzi-480672"	205.32	285.44
"tcruzi-481792"	61.22	65.62
"tcruzi-485109"	52.47	59.18
"tcruzi-48560"	10344.94	3632.64
"tcruzi-490325"	106.98	93.39
"tcruzi-490618"	45.89	58.15
"tcruzi-491185"	94.92	93.93
"tcruzi-491214"	64.76	67.93
"tcruzi-491452"	1876.36	1860.5
"tcruzi-491639"	875.76	1093
"tcruzi-491641"	821.09	851.26
"tcruzi-491642"	1067.23	911.27
"tcruzi-491647"	608.71	383.34
"tcruzi-491672"	668.13	840.5
"tcruzi-491710"	635.53	438.94
"tcruzi-491711"	546.19	614.66
"tcruzi-491724"	334.66	360.21
"tcruzi-492507"	151.48	186.39
"tcruzi-493359"	65.59	66.4
"tcruzi-493503"	114.11	96.5
"tcruzi-496904"	86.94	81.96
"tcruzi-49733"	80.32	86.89
"tcruzi-49734"	195.11	224.24
"tcruzi-498810"	59.08	61.6
"tcruzi-49967"	86	84.22
"tcruzi-50169"	245.48	271.68
"tcruzi-504094"	328.29	197.64
"tcruzi-505362"	224.46	191.98
"tcruzi-507007"	160.64	159.72
"tcruzi-507069"	271.68	275.25
"tcruzi-508286"	789.44	958.85
"tcruzi-508548"	395.61	178.19
"tcruzi-508913"	452.96	308.39
"tcruzi-510466"	79.08	66.16
"tcruzi-510708"	79.16	83.47
"tcruzi-515028"	88.92	119.66
"tcruzi-515064"	105.89	87.29
"tcruzi-516497"	92.44	64.45
"tcruzi-517856"	130.85	117.04
"tcruzi-519979"	195.84	225.15
"tcruzi-520979"	462.39	309.81
"tcruzi-520981"	247.41	185.67
"tcruzi-520982"	223.8	249.75
"tcruzi-522243"	84.12	76.99
"tcruzi-523225"	146.78	137.82
"tcruzi-525159"	802.91	554.76
"tcruzi-52591"	268.08	242.41
"tcruzi-52708"	65.72	62.26
"tcruzi-528887"	2168.93	2146.45
"tcruzi-530566"	217.42	247.61
"tcruzi-530783"	431.32	428.99
"tcruzi-530784"	201.88	220.4
"tcruzi-530932"	1606.43	1695.51
"tcruzi-531613"	47.38	79.25
"tcruzi-532688"	109.58	115.78
"tcruzi-532880"	267.82	274.46
"tcruzi-53523"	278.3	207.05
"tcruzi-537813"	67.54	86
"tcruzi-53827"	56.09	51.65
"tcruzi-539417"	128.68	110.5
"tcruzi-540384"	71.93	90.05
"tcruzi-54198"	904.02	704.98
"tcruzi-5424"	313.45	298.82
"tcruzi-542650"	181.31	172.14
"tcruzi-542992"	70.46	72.08
"tcruzi-543690"	1502.65	1059.1
"tcruzi-544038"	351.98	331.51
"tcruzi-544268"	153.59	129.51
"tcruzi-544602"	110.64	93.87
"tcruzi-544987"	338.89	225.46
"tcruzi-545560"	112.59	132.01
"tcruzi-547106"	61.69	50.87
"tcruzi-547440"	87.68	75
"tcruzi-55058"	531.44	521.72
"tcruzi-551394"	78.6	68.34
"tcruzi-551918"	57.08	64.43
"tcruzi-553195"	82.05	75.14
"tcruzi-553524"	86.81	122.4
"tcruzi-554259"	283.15	231.36
"tcruzi-554406"	133.54	133.73
"tcruzi-554736"	74.37	85.62
"tcruzi-555434"	57.82	48.06
"tcruzi-555845"	53.35	54.52
"tcruzi-558143"	253	249.03
"tcruzi-561038"	394.83	494.26
"tcruzi-56112"	116.41	170.44
"tcruzi-561297"	121.57	95.75
"tcruzi-561864"	94.41	100.81
"tcruzi-562187"	109.49	95.47
"tcruzi-56254"	353.91	215.79
"tcruzi-565792"	220.4	219.8
"tcruzi-567601"	188.01	85.69
"tcruzi-567738"	132.7	121.87
"tcruzi-568393"	82.94	73.76
"tcruzi-570165"	1355.75	1476.19
"tcruzi-572435"	69.49	81.73
"tcruzi-574963"	103.78	68.4
"tcruzi-575796"	61.76	57.24
"tcruzi-575800"	827.51	1133.5
"tcruzi-576045"	78.72	73.33
"tcruzi-576835"	634.24	693.17
"tcruzi-577434"	167.82	112.99
"tcruzi-577456"	1271.5	899.68
"tcruzi-578766"	300.1	262.66
"tcruzi-579053"	88.6	78.21
"tcruzi-579132"	920.98	1176.24
"tcruzi-579265"	114.95	123.36
"tcruzi-579521"	2380.84	2486.84
"tcruzi-579522"	2118.56	1355.75
"tcruzi-579557"	1102.49	634.24
"tcruzi-579562"	1172.39	1404.9
"tcruzi-579563"	1118.14	1107.74
"tcruzi-579737"	65.5	69.19
"tcruzi-579777"	168.43	132.23
"tcruzi-579975"	266	233.38
"tcruzi-579976"	348.33	391.01
"tcruzi-580623"	203.66	150.4
"tcruzi-58173"	238.41	154.13
"tcruzi-583217"	86.59	102.45
"tcruzi-58355"	177.76	130.85
"tcruzi-584814"	79.02	85.85
"tcruzi-584833"	85.48	109.95
"tcruzi-585970"	46.81	48.37
"tcruzi-587694"	75.49	74.45
"tcruzi-587811"	76.85	77.89
"tcruzi-588332"	148.89	87.08
"tcruzi-588625"	100.81	171.38
"tcruzi-589049"	146.05	133.54
"tcruzi-589178"	170.32	199.32
"tcruzi-590219"	60.75	62.1
"tcruzi-590383"	65.92	58.3
"tcruzi-593291"	2918.4	2709.07
"tcruzi-593486"	139.39	144.38
"tcruzi-595207"	52.06	46.45
"tcruzi-59587"	286.54	229.85
"tcruzi-596600"	191.86	169.01
"tcruzi-596826"	144.19	118.21
"tcruzi-596993"	68.34	88.46
"tcruzi-597083"	100.39	86.84
"tcruzi-597320"	167.39	230.75
"tcruzi-598166"	258.29	290.81
"tcruzi-599126"	441.51	454.04
"tcruzi-599647"	152.82	122.99
"tcruzi-600813"	419.16	289.65
