"Reporter Name"	"LE_PO_normalizedData_r1"	"LE_PO_normalizedData_r2"
"tcruzi-1051382"	166.14	142.23
"tcruzi-1051383"	91.1	125.77
"tcruzi-1052163"	907.35	998.16
"tcruzi-1052389"	64.28	58.79
"tcruzi-105242"	91.41	109.19
"tcruzi-105243"	89.13	97.98
"tcruzi-1052963"	307.55	377.22
"tcruzi-1053839"	142.03	153.05
"tcruzi-1054268"	59.76	51.29
"tcruzi-1054795"	168.8	129.3
"tcruzi-1055054"	270.46	272.19
"tcruzi-1056572"	452.26	745.08
"tcruzi-1057758"	118.51	137.6
"tcruzi-1058975"	79.96	96.8
"tcruzi-1061624"	228.57	279.28
"tcruzi-1062107"	129.66	152.12
"tcruzi-1063180"	215.23	205.75
"tcruzi-1064975"	362.19	285.87
"tcruzi-1065373"	135.42	133.99
"tcruzi-1066149"	259.63	274.12
"tcruzi-1067527"	59.95	61.26
"tcruzi-1068774"	160.11	136.17
"tcruzi-1070351"	73.65	70.37
"tcruzi-1070949"	166.88	177.23
"tcruzi-1071550"	91.02	126.36
"tcruzi-1071635"	114.3	163.55
"tcruzi-1071656"	81.77	73.13
"tcruzi-1072899"	541.29	537.67
"tcruzi-1073178"	117.36	210.94
"tcruzi-1074762"	73.94	571.14
"tcruzi-1076155"	70.27	79.32
"tcruzi-1076960"	414.28	384.89
"tcruzi-1078204"	103.4	135.71
"tcruzi-1079213"	109.38	127.42
"tcruzi-1079805"	192.4	245.24
"tcruzi-1080234"	57.67	67.88
"tcruzi-1080657"	102.67	92.06
"tcruzi-108500"	64.94	68.64
"tcruzi-1086010"	83.7	69.41
"tcruzi-1087087"	67.07	71.13
"tcruzi-1087996"	113.11	106.52
"tcruzi-1090931"	99.59	90.45
"tcruzi-1092031"	165.57	98.47
"tcruzi-1092553"	529.46	380.64
"tcruzi-1093214"	160.04	196.34
"tcruzi-1093470"	72.39	75.28
"tcruzi-1094580"	119.77	97.72
"tcruzi-1096133"	430.41	388.42
"tcruzi-1096643"	61.26	69.83
"tcruzi-1097013"	157.94	149.14
"tcruzi-1097783"	64.09	65.99
"tcruzi-1102488"	315.85	340.8
"tcruzi-1107248"	177.29	132.7
"tcruzi-1107505"	54.17	57.61
"tcruzi-1107684"	107.09	124.11
"tcruzi-1108412"	272.46	270.23
"tcruzi-1109106"	78.54	71.88
"tcruzi-1109336"	70.68	62
"tcruzi-1109400"	60.05	75.93
"tcruzi-1109936"	42.69	41.16
"tcruzi-1110036"	170.13	171.6
"tcruzi-1112773"	107.6	147.85
"tcruzi-1114448"	96.25	89.24
"tcruzi-1114850"	8100.96	6379.96
"tcruzi-1114852"	498.16	498.79
"tcruzi-1114868"	4396.38	4801.9
"tcruzi-1116183"	58.14	60.88
"tcruzi-1116761"	62.37	64.78
"tcruzi-1117091"	81.25	81.17
"tcruzi-1118377"	342.79	216.63
"tcruzi-1119706"	68.13	83.33
"tcruzi-1120174"	46.5	42.06
"tcruzi-1120683"	389.21	324.25
"tcruzi-1120684"	242.99	202.56
"tcruzi-1120884"	108.03	119.45
"tcruzi-1122368"	142.23	147.42
"tcruzi-1123831"	83.62	102.84
"tcruzi-1124337"	161.74	156.11
"tcruzi-1124347"	123.27	132.77
"tcruzi-1125238"	130.25	118.51
"tcruzi-1125763"	92.44	129.89
"tcruzi-1126563"	95.46	83.08
"tcruzi-1127742"	50.01	69.45
"tcruzi-1127972"	1463.91	1913.24
"tcruzi-1128134"	54.35	63.71
"tcruzi-11286"	97.07	104.95
"tcruzi-113085"	57.08	63.07
"tcruzi-1133715"	58.42	70.7
"tcruzi-1134348"	58.96	88.79
"tcruzi-1136523"	102.44	81.52
"tcruzi-1137500"	63.35	58.47
"tcruzi-1137590"	1021.56	1434.3
"tcruzi-1138516"	85.9	87.5
"tcruzi-113872"	162.18	159.83
"tcruzi-1139032"	2097.09	2061.28
"tcruzi-1139259"	82.94	91.26
"tcruzi-1139683"	50.82	46.71
"tcruzi-1143483"	72.63	74.02
"tcruzi-1144556"	122.74	149.63
"tcruzi-1144643"	114.81	134.15
"tcruzi-1145281"	254.6	390.11
"tcruzi-1145746"	74.07	71.66
"tcruzi-1146618"	48.17	48.14
"tcruzi-1147006"	1648.13	1380.69
"tcruzi-1147752"	178.58	168.25
"tcruzi-1148892"	109.09	159.4
"tcruzi-1148997"	313.01	344
"tcruzi-1149067"	366.86	282.22
"tcruzi-11494"	1145.08	1145.08
"tcruzi-1150857"	86.74	98.19
"tcruzi-1151645"	455.7	240.44
"tcruzi-1152294"	203.82	164.08
"tcruzi-1153790"	110.45	117.38
"tcruzi-1154199"	57	59.76
"tcruzi-115598"	151.54	157.12
"tcruzi-1156021"	72.57	57.71
"tcruzi-1157570"	59.45	53.44
"tcruzi-1157822"	51.9	48.71
"tcruzi-1158841"	74.02	70.07
"tcruzi-1163050"	48.62	49.29
"tcruzi-1163963"	53.44	61.14
"tcruzi-1165792"	64.16	75.38
"tcruzi-1165897"	104.13	117.89
"tcruzi-1166423"	120.45	125.04
"tcruzi-1168352"	66.33	78.35
"tcruzi-11689"	221.84	270.04
"tcruzi-11690"	103.23	126.84
"tcruzi-1169433"	48.06	42.94
"tcruzi-1170160"	57.41	74.37
"tcruzi-117097"	62.9	52.66
"tcruzi-1171358"	98.37	120.65
"tcruzi-1172245"	525.53	576.74
"tcruzi-1172744"	54.11	64.35
"tcruzi-1174014"	179.14	142.14
"tcruzi-11758"	480.45	339.93
"tcruzi-1175905"	48.27	44.04
"tcruzi-1176260"	179.35	190.31
"tcruzi-1176263"	44.77	48.2
"tcruzi-1176294"	238.25	193.55
"tcruzi-1176545"	101.34	134.72
"tcruzi-1177409"	202.04	190.08
"tcruzi-1177668"	252.54	330.29
"tcruzi-1178140"	124.97	138.97
"tcruzi-1179174"	61.88	70.7
"tcruzi-1179733"	77.19	75.33
"tcruzi-1180613"	65.88	61.88
"tcruzi-118238"	1041.43	723
"tcruzi-11840"	66.96	82.69
"tcruzi-1184334"	72.94	64.85
"tcruzi-1184353"	104.61	122.2
"tcruzi-118568"	1759.18	1344.02
"tcruzi-1187154"	101.45	86.02
"tcruzi-1187756"	99.41	98.29
"tcruzi-1187989"	186.39	176.11
"tcruzi-1189130"	111.38	123.09
"tcruzi-1189287"	548.91	515.18
"tcruzi-1190556"	60.96	76.32
"tcruzi-1190754"	122.07	136.39
"tcruzi-1190942"	52.32	57
"tcruzi-1191312"	184.34	226.64
"tcruzi-1191745"	46.62	51.19
"tcruzi-1192382"	326.24	258.05
"tcruzi-1192513"	231.57	362.19
"tcruzi-1192644"	73.62	56.55
"tcruzi-1192731"	81.17	88.52
"tcruzi-1192920"	156.28	130.7
"tcruzi-1192981"	140.64	144.64
"tcruzi-1193421"	2870.4	3947.64
"tcruzi-1194306"	46.09	54.03
"tcruzi-1195256"	76.3	77.02
"tcruzi-1195808"	1672.63	1137.15
"tcruzi-1196444"	182.19	196.03
"tcruzi-1197917"	55.89	58.74
"tcruzi-1197981"	174.74	131.45
"tcruzi-1198163"	67.18	75.28
"tcruzi-1198849"	137.07	162.18
"tcruzi-1199723"	43.95	41.66
"tcruzi-1200640"	96.8	114.53
"tcruzi-1200824"	196.03	202.04
"tcruzi-1201746"	45.6	47.13
"tcruzi-1202762"	81.96	94.87
"tcruzi-120514"	690.59	491.87
"tcruzi-1206903"	199.09	125.61
"tcruzi-1209182"	84.34	77.23
"tcruzi-120983"	734.86	370.28
"tcruzi-121239"	267.56	168.1
"tcruzi-1212584"	100.66	120.8
"tcruzi-1212683"	66.59	62.3
"tcruzi-1213286"	141.64	135.01
"tcruzi-1214110"	88.83	112.67
"tcruzi-1215459"	142.61	141.75
"tcruzi-1216709"	54.49	51.83
"tcruzi-1217211"	106.2	98.53
"tcruzi-1217691"	116.57	111.63
"tcruzi-1218001"	155.57	149.24
"tcruzi-1218699"	146.18	127.59
"tcruzi-1221039"	103.53	108.37
"tcruzi-1221453"	12759.28	14372.89
"tcruzi-122201"	492.91	316.25
"tcruzi-1222478"	718.83	564.68
"tcruzi-1222568"	60.32	81.12
"tcruzi-1223214"	148.23	183.77
"tcruzi-1226275"	1182.87	1648.13
"tcruzi-1226870"	61.49	58
"tcruzi-1227315"	58.53	61.47
"tcruzi-1227945"	94.19	109.24
"tcruzi-1228944"	89.51	88.32
"tcruzi-1229058"	58.79	66.4
"tcruzi-1229860"	59.35	45.97
"tcruzi-1229872"	2186.31	1811.05
"tcruzi-1230022"	62.8	67.62
"tcruzi-1230280"	131.64	177.58
"tcruzi-1230668"	75.79	80.41
"tcruzi-1230871"	519.83	410.25
"tcruzi-123203"	2016	2016
"tcruzi-123204"	1975.54	1502.65
"tcruzi-123205"	1133.5	1163.33
"tcruzi-123206"	2238.6	1842.78
"tcruzi-1232450"	259.21	165.82
"tcruzi-1234147"	135.85	119.19
"tcruzi-1234542"	265.61	317.34
"tcruzi-1234811"	97.72	85.34
"tcruzi-1235803"	294.54	376.35
"tcruzi-1236908"	68.6	67.01
"tcruzi-1238827"	74.6	91.18
"tcruzi-1239381"	69.08	84.97
"tcruzi-1239612"	209.35	143.35
"tcruzi-1239848"	125.8	101.77
"tcruzi-124046"	53.04	59.46
"tcruzi-1241470"	59.9	74.49
"tcruzi-1241966"	69.15	64.09
"tcruzi-1242647"	94.03	101.65
"tcruzi-1243069"	1011.85	802.91
"tcruzi-1243615"	625.13	836.98
"tcruzi-124383"	1942.2	1827.13
"tcruzi-124386"	277.13	193.04
"tcruzi-124387"	888.78	536.11
"tcruzi-124388"	171.06	189.21
"tcruzi-1243975"	145.61	122.04
"tcruzi-1244599"	159.48	148.12
"tcruzi-1247463"	49.2	50.37
"tcruzi-1249624"	129.96	118.67
"tcruzi-1250409"	241.47	255.12
"tcruzi-1250642"	325.66	411.78
"tcruzi-125141"	228.94	214.2
"tcruzi-125142"	1558.03	993.88
"tcruzi-125143"	840.5	806.61
"tcruzi-1252129"	74.96	64.71
"tcruzi-1253172"	271.27	140.92
"tcruzi-1254480"	68.1	69.37
"tcruzi-1254712"	140.98	157.21
"tcruzi-1256061"	174.83	196.51
"tcruzi-1257101"	83.16	97.26
"tcruzi-1257972"	119.09	136.47
"tcruzi-1258493"	59.58	53.24
"tcruzi-1259796"	84.22	85.48
"tcruzi-1261085"	55.73	53.14
"tcruzi-1261129"	75.42	78.77
"tcruzi-1261667"	244.92	252.74
"tcruzi-1262973"	573.2	582.93
"tcruzi-1263935"	94.34	84.33
"tcruzi-1264424"	207.54	319.16
"tcruzi-1265106"	51.19	52.32
"tcruzi-1265968"	79.9	74.17
"tcruzi-1266173"	71.52	88.68
"tcruzi-1266948"	288.19	299.54
"tcruzi-1270797"	93.96	73.54
"tcruzi-127114"	96.21	103.01
"tcruzi-1271516"	150.14	108.25
"tcruzi-1271528"	108.37	93.3
"tcruzi-1271532"	71.16	92.67
"tcruzi-1274094"	71.63	71.8
"tcruzi-1276327"	80.68	59.31
"tcruzi-1276448"	190.31	157.41
"tcruzi-127678"	60.8	60.05
"tcruzi-1277039"	97.64	96.8
"tcruzi-1277130"	47.26	45.37
"tcruzi-1277600"	81.41	65.94
"tcruzi-1278580"	62.7	78.94
"tcruzi-1278741"	45.43	50.32
"tcruzi-1278979"	181.91	170.23
"tcruzi-1279756"	194.2	184.13
"tcruzi-1280987"	54.03	61.82
"tcruzi-1281860"	69.11	76.6
"tcruzi-1281920"	71.28	79.02
"tcruzi-1282955"	71.33	70.84
"tcruzi-1284444"	516.47	682.66
"tcruzi-128643"	78.63	80.58
"tcruzi-1287344"	65.68	107.48
"tcruzi-1288694"	77.26	72.92
"tcruzi-1292427"	41.39	42.42
"tcruzi-1292865"	613.54	757.97
"tcruzi-1294248"	153.28	227.28
"tcruzi-129431"	98.88	91.87
"tcruzi-1294435"	108.52	130.41
"tcruzi-1295819"	88.35	87.03
"tcruzi-1298179"	2577.69	2590.07
"tcruzi-12984"	156.38	153.49
"tcruzi-1298685"	408.54	410.83
"tcruzi-1299631"	133.03	124.65
"tcruzi-1300801"	17015.45	12759.28
"tcruzi-130353"	216.81	220.85
"tcruzi-1305035"	111.27	51.51
"tcruzi-1306960"	75.82	66.74
"tcruzi-1307469"	179.35	254.6
"tcruzi-130759"	145.54	103.91
"tcruzi-1307844"	420.75	610.38
"tcruzi-1308401"	56.86	58.85
"tcruzi-1308585"	99.2	99.43
"tcruzi-130911"	331.51	313.01
"tcruzi-1310689"	76.34	68.68
"tcruzi-1311448"	94.56	111.08
"tcruzi-1311716"	49.94	56.09
"tcruzi-1312139"	100.34	123.27
"tcruzi-1312666"	189.47	203.82
"tcruzi-1313268"	53.5	67.31
"tcruzi-1313404"	97.87	105.17
"tcruzi-1319429"	96.68	89.05
"tcruzi-131949"	308.24	270.77
"tcruzi-1319580"	279.6	279.9
"tcruzi-1319598"	156.94	211.66
"tcruzi-1319606"	115.84	92.88
"tcruzi-1320250"	100.48	98.05
"tcruzi-1322862"	75.26	70.84
"tcruzi-1323048"	149.91	191.4
"tcruzi-1323058"	56.25	56.95
"tcruzi-1323757"	67.38	92.06
"tcruzi-1324265"	83.58	66.53
"tcruzi-1324289"	126.36	167.14
"tcruzi-1324595"	136.2	125.97
"tcruzi-132480"	246.5	329.63
"tcruzi-132523"	401.14	308.09
"tcruzi-132526"	344	236.48
"tcruzi-132532"	381.96	248.61
"tcruzi-1326243"	67.8	50.42
"tcruzi-1326876"	88.14	98.08
"tcruzi-1327786"	121.47	112.92
"tcruzi-1328347"	200.5	240.82
"tcruzi-1329365"	94.08	135.23
"tcruzi-1330047"	110.91	106.77
"tcruzi-1330781"	60.16	65.65
"tcruzi-1330850"	356.8	414.28
"tcruzi-1332497"	479.1	538.82
"tcruzi-1333923"	72.14	84.39
"tcruzi-1334516"	89.51	115.03
"tcruzi-1334780"	229.71	214.63
"tcruzi-1336506"	252.74	255.63
"tcruzi-1338066"	95.37	129.21
"tcruzi-1339411"	213.91	253
"tcruzi-1340521"	66.39	473.75
"tcruzi-1340890"	244.35	319.57
"tcruzi-1341410"	154.33	199.89
"tcruzi-1342593"	120.9	172.69
"tcruzi-1343047"	547.46	656.62
"tcruzi-1346495"	113.68	127.21
"tcruzi-1350841"	127.7	133.09
"tcruzi-1351842"	67.03	66.45
"tcruzi-1353190"	380.12	413.22
"tcruzi-1353435"	62.65	74.4
"tcruzi-1354706"	182.58	216.18
"tcruzi-1355703"	51.71	68.54
"tcruzi-1356136"	295.4	291.76
"tcruzi-1357165"	138.93	125.45
"tcruzi-1357383"	90.55	86.28
"tcruzi-1357584"	126.75	213.5
"tcruzi-135812"	116.85	137.07
"tcruzi-1358773"	69.91	66.96
"tcruzi-1360905"	74.9	67.18
"tcruzi-1361764"	92.72	101.15
"tcruzi-1362843"	128.14	101.52
"tcruzi-1364002"	107.21	123.14
"tcruzi-1364284"	198.48	250.23
"tcruzi-1364901"	134.15	139.72
"tcruzi-1365246"	1571.34	2238.6
"tcruzi-1365986"	122.46	174.63
"tcruzi-1366529"	118.08	122.2
"tcruzi-1367500"	158.56	133.99
"tcruzi-1368041"	199.66	191.26
"tcruzi-1370289"	85.26	70.37
"tcruzi-1371050"	139.78	139.88
"tcruzi-1373329"	67.88	63.75
"tcruzi-1374160"	2206.61	2253.43
"tcruzi-1376288"	172.63	211.19
"tcruzi-1377822"	180.71	208.8
"tcruzi-1383389"	73.26	90.56
"tcruzi-138438"	231.36	181.73
"tcruzi-1386086"	97.52	155.91
"tcruzi-1386719"	102.95	118.54
"tcruzi-1387472"	322.98	267.3
"tcruzi-1389417"	80.54	87.31
"tcruzi-1389673"	232.59	212.25
"tcruzi-1390510"	142.29	219.02
"tcruzi-13922"	79.32	67.93
"tcruzi-1393604"	409.52	416.97
"tcruzi-1394556"	206.45	172
"tcruzi-1394674"	123.99	114.68
"tcruzi-1395641"	108.09	156.94
"tcruzi-1395762"	472.28	606.58
"tcruzi-1396021"	153.39	138.89
"tcruzi-1396171"	139.06	192.4
"tcruzi-1396233"	1344.02	165.35
"tcruzi-1396750"	48.71	52.75
"tcruzi-1398460"	95.29	104.58
"tcruzi-1399442"	81.54	78.3
"tcruzi-1400729"	363.35	375.1
"tcruzi-1400992"	87.31	85.9
"tcruzi-1401389"	101.15	107.03
"tcruzi-1402662"	67.6	84.57
"tcruzi-1403720"	136.6	136.74
"tcruzi-1405130"	109.33	124.05
"tcruzi-1405252"	111.91	72.33
"tcruzi-1405779"	5354.32	11884.43
"tcruzi-140721"	258.91	326.58
"tcruzi-1407669"	60.44	53.14
"tcruzi-1407880"	70.19	68.02
"tcruzi-1408592"	207.05	200.9
"tcruzi-1408867"	126.03	150.55
"tcruzi-1410550"	60.52	69.49
"tcruzi-1411187"	158.69	156.17
"tcruzi-1411767"	123.14	127.7
"tcruzi-1412478"	71.59	78.15
"tcruzi-1413309"	422.53	499.56
"tcruzi-1416932"	296.4	389.21
"tcruzi-1417053"	2146.45	2453.96
"tcruzi-1417373"	135.35	120.73
"tcruzi-1418150"	222.29	249.24
"tcruzi-1418570"	81.49	71.24
"tcruzi-1418630"	95.2	99.72
"tcruzi-1419073"	98.53	112.26
"tcruzi-1420027"	138.72	111.72
"tcruzi-1420365"	77.34	90.84
"tcruzi-1420474"	951.02	591.74
"tcruzi-1424785"	125.04	147.33
"tcruzi-1425690"	378.7	348.75
"tcruzi-142587"	71.83	56.14
"tcruzi-1426609"	130.01	117.2
"tcruzi-1426769"	76.41	83.97
"tcruzi-1426779"	87.87	121.57
"tcruzi-1427951"	84.63	72.45
"tcruzi-1428469"	118.83	113.62
"tcruzi-1428927"	114.61	136.27
"tcruzi-1429460"	428.05	543.46
"tcruzi-1429642"	139.28	151.34
"tcruzi-1430085"	170.92	158.69
"tcruzi-1430128"	78.97	68.46
"tcruzi-1430632"	1026.15	920.98
"tcruzi-1431541"	171.52	179.51
"tcruzi-1431582"	82.01	93.45
"tcruzi-1431796"	130.54	111.63
"tcruzi-143278"	140.55	113.07
"tcruzi-1432852"	50.29	43.35
"tcruzi-1433332"	39.88	42.94
"tcruzi-1433478"	163.6	188.9
"tcruzi-143626"	229.17	255.35
"tcruzi-1436785"	136.53	106.13
"tcruzi-1437374"	293.95	318.31
"tcruzi-1438824"	200.33	202.56
"tcruzi-1440435"	104.8	109.01
"tcruzi-1441863"	112.17	87.61
"tcruzi-1442883"	83.12	101.82
"tcruzi-1443398"	218.3	284.48
"tcruzi-1443565"	99.03	95.79
"tcruzi-1443785"	127.88	149.91
"tcruzi-1443818"	49.85	56.71
"tcruzi-1444121"	115.08	106.86
"tcruzi-1444780"	269.53	457.59
"tcruzi-1444781"	249.03	387.23
"tcruzi-1444870"	93.21	186.82
"tcruzi-1445056"	120.24	109.33
"tcruzi-1445395"	80.62	61.76
"tcruzi-1446936"	62.75	70.07
"tcruzi-1447715"	366.42	328.76
"tcruzi-1448352"	55.05	56.75
"tcruzi-1448430"	61.38	62.58
"tcruzi-1454707"	518.53	379.49
"tcruzi-1454955"	561.05	506.02
"tcruzi-1454967"	432.83	360.88
"tcruzi-1455053"	760.5	628.91
"tcruzi-1455078"	1380.69	1337.83
"tcruzi-1455079"	1240.67	1672.63
"tcruzi-1455080"	786.1	924.48
"tcruzi-1455081"	1188.3	1322.65
"tcruzi-1455082"	1054.42	1054.42
"tcruzi-1455086"	1290.11	1365.1
"tcruzi-1455087"	1123.25	1294.77
"tcruzi-1455088"	934.31	1167.85
"tcruzi-1455182"	764.17	730.3
"tcruzi-145588"	346.56	275.45
"tcruzi-145619"	416.97	300.45
"tcruzi-1457785"	129.04	112.26
"tcruzi-1458847"	197.5	215.23
"tcruzi-1459863"	94.16	98.64
"tcruzi-146004"	212.89	152.59
"tcruzi-1460093"	63.05	70.02
"tcruzi-146192"	69.62	74.9
"tcruzi-1462206"	167.22	108.96
"tcruzi-1462308"	60.88	46.95
"tcruzi-1462441"	77.23	80.99
"tcruzi-1463929"	77.89	79.78
"tcruzi-1464023"	75.71	65.45
"tcruzi-1464059"	43.82	58.7
"tcruzi-1465230"	211.39	321.94
"tcruzi-1466443"	237.05	245.48
"tcruzi-1469686"	100.72	75.42
"tcruzi-1474284"	326.58	407.25
"tcruzi-1477301"	3874.66	5080.17
"tcruzi-1477302"	5080.17	5252.2
"tcruzi-1477305"	7230.82	4691.48
"tcruzi-1477308"	9777.65	8808.65
"tcruzi-1477309"	6379.96	4943.49
"tcruzi-1477312"	2520	3279.73
"tcruzi-1477314"	5662.65	5354.32
"tcruzi-1477315"	4500.9	5662.65
"tcruzi-1477316"	144.98	146.05
"tcruzi-1477317"	458.29	431.32
"tcruzi-1477321"	5497.09	5497.09
"tcruzi-1477322"	4611.87	4119.55
"tcruzi-1477323"	4288.09	4500.9
"tcruzi-1477447"	126.88	97.07
"tcruzi-1477817"	124.16	137.32
"tcruzi-1479441"	110.37	105.84
"tcruzi-1480"	261.22	277.13
"tcruzi-1480897"	190	178.85
"tcruzi-1481296"	302.23	257.35
"tcruzi-1481517"	151.98	164.76
"tcruzi-1483701"	132.16	146.36
"tcruzi-1484"	232.78	288.48
"tcruzi-1484007"	151.34	136.17
"tcruzi-1484503"	314.83	419.16
"tcruzi-1485"	347.33	380.12
"tcruzi-1485655"	319.16	264.82
"tcruzi-148789"	170.23	145.69
"tcruzi-1489"	502.61	513.42
"tcruzi-1491"	543.46	573.2
"tcruzi-1491350"	264.12	345.52
"tcruzi-1491804"	175.41	259.9
"tcruzi-1492"	399.62	502.61
"tcruzi-1492761"	280.63	138.17
"tcruzi-1493"	192.56	194.66
"tcruzi-1493802"	155.91	96.7
"tcruzi-1494"	357.47	394.08
"tcruzi-1494207"	66.53	72.39
"tcruzi-1494259"	56.63	57.05
"tcruzi-1495"	317.57	384.47
"tcruzi-1495399"	333.96	187.58
"tcruzi-1496"	387.23	314.51
"tcruzi-1496418"	131.76	123.61
"tcruzi-149676"	128.43	87.47
"tcruzi-1497197"	101.1	133.59
"tcruzi-1497227"	1695.51	1794.11
"tcruzi-1497229"	1097.81	1930.37
"tcruzi-1497231"	2083.01	2097.09
"tcruzi-1497233"	1228.51	608.71
"tcruzi-1497239"	638.15	789.44
"tcruzi-1497240"	368.94	365.97
"tcruzi-1497412"	108.25	101.34
"tcruzi-1497525"	4050.14	4611.87
"tcruzi-1497673"	66.64	64.59
"tcruzi-1498047"	775.51	955.78
"tcruzi-1498087"	209.93	264.39
"tcruzi-1498735"	56.82	57.74
"tcruzi-1499424"	256.48	242.99
"tcruzi-1500439"	202.85	235.97
"tcruzi-1500530"	172.45	175.41
"tcruzi-1500563"	463.25	665.73
"tcruzi-1500825"	556.39	399.62
"tcruzi-1500868"	382.52	675.11
"tcruzi-1501833"	60.64	78.09
"tcruzi-1503438"	413.22	338.89
"tcruzi-1503495"	632.1	533.96
"tcruzi-1504390"	61.45	66.83
"tcruzi-1504848"	61.57	61.11
"tcruzi-1505803"	156.46	113.78
"tcruzi-150718"	156.6	134.41
"tcruzi-1507733"	120.65	104.7
"tcruzi-1509584"	100.92	98.57
"tcruzi-1510460"	318.31	263.16
"tcruzi-1510737"	73.32	67.8
"tcruzi-1510738"	45.97	55.57
"tcruzi-1510835"	87.34	104.46
"tcruzi-1511831"	255.35	279.6
"tcruzi-1512367"	161.02	201.31
"tcruzi-1513852"	73.46	77.77
"tcruzi-1514520"	271.45	151.48
"tcruzi-1514889"	309.29	338.28
"tcruzi-1515982"	49.41	49.04
"tcruzi-1518162"	740.48	590.12
"tcruzi-1518163"	475.7	419.87
"tcruzi-1518165"	457.59	302.57
"tcruzi-1518209"	256.14	254.83
"tcruzi-1518316"	97.79	89.91
"tcruzi-1518323"	95.1	93.07
"tcruzi-1520087"	504.84	603.87
"tcruzi-1521173"	139.85	132.6
"tcruzi-1521828"	91.77	89.18
"tcruzi-1522010"	270.77	369.62
"tcruzi-1522557"	397.78	208.2
"tcruzi-1523504"	467.06	447.19
"tcruzi-1523506"	426.5	350.74
"tcruzi-152394"	149.06	173.59
"tcruzi-152402"	70.72	69.15
"tcruzi-1524770"	675.11	585.55
"tcruzi-1524827"	60.85	53.73
"tcruzi-1525735"	132.83	129.72
"tcruzi-152674"	59.02	74.52
"tcruzi-1526824"	394.08	277.76
"tcruzi-1527255"	135.26	112.85
"tcruzi-1529425"	469.67	706.92
"tcruzi-1532396"	454.04	317.34
"tcruzi-1533924"	159.01	116.48
"tcruzi-1534808"	299.54	304.36
"tcruzi-1535435"	562.31	652.82
"tcruzi-1536258"	185.67	206.85
"tcruzi-1536593"	186.19	235.13
"tcruzi-1536991"	51.39	53.81
"tcruzi-1537160"	95.99	99.13
"tcruzi-1537246"	34.33	43.15
"tcruzi-1538111"	254.34	269.53
"tcruzi-1538683"	85.7	114.24
"tcruzi-153893"	233.59	476.66
"tcruzi-1539306"	154.13	132.94
"tcruzi-1539375"	101.2	114.59
"tcruzi-1540162"	71.2	81.32
"tcruzi-1540585"	752.22	619.45
"tcruzi-1541811"	500.85	448.75
"tcruzi-1542278"	477.96	749
"tcruzi-1542279"	360.88	412.27
"tcruzi-1542280"	140.37	169.76
"tcruzi-1542282"	199.89	254.1
"tcruzi-1542723"	454.97	712.4
"tcruzi-1543028"	640.4	94.16
"tcruzi-1543367"	614.66	782.85
"tcruzi-1544739"	150.26	109.95
"tcruzi-1547640"	112.92	114.88
"tcruzi-1548333"	292.89	236.15
"tcruzi-1549056"	77.77	68.77
"tcruzi-1549238"	306.44	320.34
"tcruzi-1551114"	503.51	503.51
"tcruzi-1551284"	435.01	456.79
"tcruzi-1551285"	308.87	344.95
"tcruzi-1552337"	74.68	64.94
"tcruzi-1552453"	164.49	179.3
"tcruzi-1553173"	507.46	451.21
"tcruzi-1553193"	144.3	80.46
"tcruzi-1553412"	150.4	119.19
"tcruzi-1555965"	585.55	654.58
"tcruzi-1556834"	119.16	125.11
"tcruzi-155723"	55.68	50.53
"tcruzi-1557974"	13585.88	17015.45
"tcruzi-1558192"	56.95	57.1
"tcruzi-1558882"	304.36	228.94
"tcruzi-1560166"	433.84	355.27
"tcruzi-1560681"	1395.54	1537.28
"tcruzi-1562189"	81.89	73.29
"tcruzi-1562390"	97.2	82.93
"tcruzi-1563057"	367.33	273.34
"tcruzi-1563192"	823.8	1011.85
"tcruzi-1563272"	576.74	592.69
"tcruzi-156409"	97.59	77.66
"tcruzi-1564216"	62.47	51.39
"tcruzi-1564511"	384.89	354.35
"tcruzi-1565209"	76.77	61.31
"tcruzi-1565235"	145.69	195.11
"tcruzi-1566440"	119.94	120.5
"tcruzi-1566806"	599.4	510.21
"tcruzi-1567518"	300.45	212.4
"tcruzi-1568497"	136.47	154.55
"tcruzi-1569398"	62.1	63.8
"tcruzi-1569897"	90.63	96.08
"tcruzi-1570158"	124.27	140.03
"tcruzi-1570186"	293.44	185.44
"tcruzi-1572992"	358.65	409.52
"tcruzi-1573090"	227.84	330.82
"tcruzi-1573609"	64.65	96.65
"tcruzi-1574001"	316.25	189.9
"tcruzi-1574370"	99.41	127.52
"tcruzi-1574455"	1681.72	1584.89
"tcruzi-1574464"	103.49	114.33
"tcruzi-157550"	136.79	123.43
"tcruzi-1576824"	171.68	197.12
"tcruzi-1577928"	92.88	95.71
"tcruzi-1578131"	106.74	112.19
"tcruzi-1579926"	203.91	170.92
"tcruzi-1579988"	82.33	83.58
"tcruzi-1580163"	47.13	48.62
"tcruzi-1582045"	92.32	99.97
"tcruzi-1582046"	277.58	270.46
"tcruzi-1583575"	134.02	89.53
"tcruzi-1585791"	165.07	163.76
"tcruzi-1586553"	152.18	131.32
"tcruzi-1586666"	117.29	87.73
"tcruzi-1587110"	76.99	75.71
"tcruzi-1587286"	2277.28	2740.19
"tcruzi-1587970"	84.43	92.38
"tcruzi-1589324"	385.54	525.53
"tcruzi-1591348"	336.18	288.84
"tcruzi-1592412"	1860.5	1876.36
