"Reporter Name"	"US_NE_normalizedData_r1"	"US_NE_normalizedData_r2"
"tcruzi-1045857"	139.2	151.63
"tcruzi-1047130"	182.94	185.09
"tcruzi-1047131"	194.34	181.31
"tcruzi-1047216"	589.01	661.16
"tcruzi-1048656"	151.91	118.76
"tcruzi-104933"	69.19	87.25
"tcruzi-1049456"	215.31	175.03
"tcruzi-1049457"	166.88	166.43
"tcruzi-1049459"	139.98	157.53
"tcruzi-1049460"	103.01	158.5
"tcruzi-1049681"	155.11	154.18
"tcruzi-1050192"	209.99	183.77
"tcruzi-1051382"	141.72	162.56
"tcruzi-1051383"	128.94	144.38
"tcruzi-1052163"	195.11	203.01
"tcruzi-1052389"	65.65	72.76
"tcruzi-105242"	84.22	73.76
"tcruzi-105243"	85.09	80.29
"tcruzi-1052963"	1811.05	1073.91
"tcruzi-1053839"	158.96	146.36
"tcruzi-1054268"	59.45	59.58
"tcruzi-1054795"	97.28	88.7
"tcruzi-1055054"	259.9	201.31
"tcruzi-1056572"	175.22	218.78
"tcruzi-1057758"	126.88	117.76
"tcruzi-1058975"	84.97	83.07
"tcruzi-1061624"	1913.24	1313.2
"tcruzi-1062107"	112.28	108.52
"tcruzi-1063180"	1759.18	1860.5
"tcruzi-1064975"	540.13	654.58
"tcruzi-1065373"	138.51	120.8
"tcruzi-1066149"	274.97	308.87
"tcruzi-1067527"	54.03	54.9
"tcruzi-1068774"	339.93	414.99
"tcruzi-1070351"	67.35	64.12
"tcruzi-1070949"	312.24	266.13
"tcruzi-1071550"	423.94	418.36
"tcruzi-1071635"	110.78	145.61
"tcruzi-1071656"	119.19	106.04
"tcruzi-1072899"	2352.84	2097.09
"tcruzi-1073178"	290.19	357.47
"tcruzi-1074762"	151.48	129.1
"tcruzi-1076155"	73.98	77.36
"tcruzi-1076960"	146.78	139.85
"tcruzi-1078204"	194.69	151.54
"tcruzi-1079213"	90.27	112.28
"tcruzi-1079805"	94.73	94.85
"tcruzi-1080234"	70.63	64.9
"tcruzi-1080657"	258.62	192.23
"tcruzi-108500"	53.59	56.67
"tcruzi-1086010"	73.19	95.1
"tcruzi-1087087"	118.51	116
"tcruzi-1087996"	92.57	87.45
"tcruzi-1090931"	193.92	199.09
"tcruzi-1092031"	90.9	329.63
"tcruzi-1092553"	93.62	103.65
"tcruzi-1093214"	238.76	193.31
"tcruzi-1093470"	94.66	82.24
"tcruzi-1094580"	76.85	106.08
"tcruzi-1096133"	179.95	215.97
"tcruzi-1096643"	63.92	55.8
"tcruzi-1097013"	119.42	138.48
"tcruzi-1097783"	95.6	68.73
"tcruzi-1102488"	415.86	407.89
"tcruzi-1107248"	1528.52	1290.11
"tcruzi-1107505"	76.94	68.4
"tcruzi-1107684"	156.6	178.05
"tcruzi-1108412"	181.31	176.3
"tcruzi-1109106"	92.19	99.01
"tcruzi-1109336"	125.53	109.44
"tcruzi-1109400"	85.67	75.28
"tcruzi-1109936"	66.14	49.09
"tcruzi-1110036"	309.29	312.24
"tcruzi-1112773"	1011.85	879.02
"tcruzi-1114448"	62.05	53.81
"tcruzi-1114850"	620.99	658.81
"tcruzi-1114852"	194.2	208.26
"tcruzi-1114868"	354.79	388.42
"tcruzi-1116183"	64.3	63.42
"tcruzi-1116761"	54.31	53.35
"tcruzi-1117091"	85.02	72.5
"tcruzi-1118377"	1648.13	1742.13
"tcruzi-1119706"	76.34	96.12
"tcruzi-1120174"	49.72	42.69
"tcruzi-1120683"	474.8	510.21
"tcruzi-1120684"	525.53	678.26
"tcruzi-1120884"	66.45	70.68
"tcruzi-1122368"	149.87	135.97
"tcruzi-1123831"	136.6	109.33
"tcruzi-1124337"	148.43	117.89
"tcruzi-1124347"	1551.07	1413.68
"tcruzi-1125238"	124.65	132.6
"tcruzi-1125763"	66.36	83.28
"tcruzi-1126563"	102.67	128.51
"tcruzi-1127742"	118.31	123.9
"tcruzi-1127972"	4050.14	3753.96
"tcruzi-1128134"	57.61	60.28
"tcruzi-11286"	306.92	332.64
"tcruzi-113085"	71.02	103.81
"tcruzi-1133715"	58.08	63.18
"tcruzi-1134348"	73.64	62.55
"tcruzi-1136523"	319.57	311.87
"tcruzi-1137500"	43.66	62.55
"tcruzi-1137590"	438.12	507.46
"tcruzi-1138516"	214.44	234.84
"tcruzi-113872"	143.13	280.63
"tcruzi-1139032"	282.72	222.52
"tcruzi-1139259"	306.44	256.14
"tcruzi-1139683"	174.57	216.93
"tcruzi-1143483"	91.93	104.72
"tcruzi-1144556"	83.37	98.9
"tcruzi-1144643"	63.22	70.23
"tcruzi-1145281"	139.78	121.47
"tcruzi-1145746"	53.01	55.53
"tcruzi-1146618"	55.68	53.5
"tcruzi-1147006"	1575.89	1575.89
"tcruzi-1147752"	188.73	177.76
"tcruzi-1148892"	79.35	105.39
"tcruzi-1148997"	284.48	232.33
"tcruzi-1149067"	254.34	251.13
"tcruzi-11494"	193.13	181.63
"tcruzi-1150857"	101.28	85.78
"tcruzi-1151645"	419.16	342
"tcruzi-1152294"	66.41	63.35
"tcruzi-1153790"	176.93	133.09
"tcruzi-1154199"	61.79	62.32
"tcruzi-115598"	178.19	150.55
"tcruzi-1156021"	52.81	54.78
"tcruzi-1157570"	117.79	55.92
"tcruzi-1157822"	63.3	54.61
"tcruzi-1158841"	50.82	59.39
"tcruzi-1163050"	48.27	49.04
"tcruzi-1163963"	73.85	61.86
"tcruzi-1165792"	67.74	73.38
"tcruzi-1165897"	110.68	131.51
"tcruzi-1166423"	114.5	106.61
"tcruzi-1168352"	123.14	77.36
"tcruzi-11689"	183.22	124.62
"tcruzi-11690"	166.43	162.86
"tcruzi-1169433"	46.5	47.81
"tcruzi-1170160"	61.88	70.3
"tcruzi-117097"	81.89	77.93
"tcruzi-1171358"	210.73	166.34
"tcruzi-1172245"	139.88	82.62
"tcruzi-1172744"	58.05	70.06
"tcruzi-1174014"	138.3	129.4
"tcruzi-11758"	143.28	113.6
"tcruzi-1175905"	49.29	61.45
"tcruzi-1176260"	135.97	136.27
"tcruzi-1176263"	69.62	50.34
"tcruzi-1176294"	1300.58	1329.6
"tcruzi-1176545"	99.89	140.49
"tcruzi-1177409"	90.56	110.12
"tcruzi-1177668"	163.22	129.51
"tcruzi-1178140"	75.56	78.87
"tcruzi-1179174"	74.37	57.47
"tcruzi-1179733"	81.96	79.92
"tcruzi-1180613"	116.73	152.05
"tcruzi-118238"	511.67	447.99
"tcruzi-11840"	64.8	62.37
"tcruzi-1184334"	66.01	67.23
"tcruzi-1184353"	442.72	606.58
"tcruzi-118568"	320.92	393.15
"tcruzi-1187154"	551.5	447.19
"tcruzi-1187756"	85.42	115.05
"tcruzi-1187989"	2545.87	2918.4
"tcruzi-1189130"	105.22	146.05
"tcruzi-1189287"	1034.01	789.44
"tcruzi-1190556"	67.43	50.17
"tcruzi-1190754"	613.54	614.66
"tcruzi-1190942"	75.13	53.24
"tcruzi-1191312"	4194.06	3820.77
"tcruzi-1191745"	57.53	41.83
"tcruzi-1192382"	871.67	924.48
"tcruzi-1192513"	183.53	228.94
"tcruzi-1192644"	60.32	51.97
"tcruzi-1192731"	108.52	76.23
"tcruzi-1192920"	79.76	92.88
"tcruzi-1192981"	153.05	147.66
"tcruzi-1193421"	163.95	296.23
"tcruzi-1194306"	44.12	85.09
"tcruzi-1195256"	148.7	136.6
"tcruzi-1195808"	1516.79	1728.22
"tcruzi-1196444"	79.13	105.25
"tcruzi-1197917"	51.12	50.06
"tcruzi-1197981"	1014.84	988.39
"tcruzi-1198163"	89.53	96.23
"tcruzi-1198849"	498.47	394.83
"tcruzi-1199723"	83.14	133.51
"tcruzi-1200640"	167.14	165.07
"tcruzi-1200824"	123.59	114.95
"tcruzi-1201746"	65.92	53.11
"tcruzi-1202762"	100.45	108.64
"tcruzi-120514"	170.13	140.64
"tcruzi-1206903"	74.07	82.94
"tcruzi-1209182"	134.15	140.73
"tcruzi-120983"	184.54	171.6
"tcruzi-121239"	122.88	137.32
"tcruzi-1212584"	124.78	105.32
"tcruzi-1212683"	48.06	52.78
"tcruzi-1213286"	459.26	253
"tcruzi-1214110"	144.19	186.01
"tcruzi-1215459"	131.39	158.37
"tcruzi-1216709"	46.12	58.27
"tcruzi-1217211"	97.59	99.75
"tcruzi-1217691"	105.43	103.25
"tcruzi-1218001"	173.88	190.4
"tcruzi-1218699"	84.27	68.88
"tcruzi-1221039"	92.42	102.74
"tcruzi-1221453"	896.41	865.43
"tcruzi-122201"	227.09	268.08
"tcruzi-1222478"	884.49	635.53
"tcruzi-1222568"	83.68	95.75
"tcruzi-1223214"	131.03	158.87
"tcruzi-1226275"	370.97	387.23
"tcruzi-1226870"	74.49	76.43
"tcruzi-1227315"	71.49	75.09
"tcruzi-1227945"	207.05	193.04
"tcruzi-1228944"	70.63	67.74
"tcruzi-1229058"	103.08	71.71
"tcruzi-1229860"	48.5	46.95
"tcruzi-1229872"	172.29	163.4
"tcruzi-1230022"	65.68	58.64
"tcruzi-1230280"	491.87	487.96
"tcruzi-1230668"	112.59	126.67
"tcruzi-1230871"	211.06	206.45
"tcruzi-123203"	879.02	896.41
"tcruzi-123204"	404.26	479.1
"tcruzi-123205"	477.96	411.78
"tcruzi-123206"	998.16	1021.56
"tcruzi-1232450"	3699.57	3446.09
"tcruzi-1234147"	117.79	132.16
"tcruzi-1234542"	794.75	715.82
"tcruzi-1234811"	103.51	174.51
"tcruzi-1235803"	289.65	269.23
"tcruzi-1236908"	356.8	415.86
"tcruzi-1238827"	96.41	102.41
"tcruzi-1239381"	44.77	46.81
"tcruzi-1239612"	87.88	169.01
"tcruzi-1239848"	90.15	70.48
"tcruzi-124046"	144.6	170.83
"tcruzi-1241470"	58	55.46
"tcruzi-1241966"	47.81	45.31
"tcruzi-1242647"	102.57	118.51
"tcruzi-1243069"	95.24	128.22
"tcruzi-1243615"	160.04	74.71
"tcruzi-124383"	617.64	521.72
"tcruzi-124386"	506.02	523.42
"tcruzi-124387"	476.66	384.89
"tcruzi-124388"	143.53	106.49
"tcruzi-1243975"	157.94	176.99
"tcruzi-1244599"	253	244.03
"tcruzi-1247463"	53.31	66.25
"tcruzi-1249624"	88.03	85.88
"tcruzi-1250409"	393.15	390.11
"tcruzi-1250642"	339.25	391.57
"tcruzi-125141"	103.3	88.16
"tcruzi-125142"	536.11	476.66
"tcruzi-125143"	591.74	643.07
"tcruzi-1252129"	191.65	258.17
"tcruzi-1253172"	195.84	154.18
"tcruzi-1254480"	62.88	52.86
"tcruzi-1254712"	57	82.17
"tcruzi-1256061"	469	435.01
"tcruzi-1257101"	590.12	641.51
"tcruzi-1257972"	143.21	116.12
"tcruzi-1258493"	74.56	78.97
"tcruzi-1259796"	100.21	91.7
"tcruzi-1261085"	54.17	60.5
"tcruzi-1261129"	69.31	75.38
"tcruzi-1261667"	207.28	187.74
"tcruzi-1262973"	189.9	194.34
"tcruzi-1263935"	59.79	66.53
"tcruzi-1264424"	228.11	237.91
"tcruzi-1265106"	57.17	60.37
"tcruzi-1265968"	93.76	80.78
"tcruzi-1266173"	110.95	79.76
"tcruzi-1266948"	662.58	764.17
"tcruzi-1270797"	213.72	224.46
"tcruzi-127114"	118.6	139.5
"tcruzi-1271516"	94.03	94.66
"tcruzi-1271528"	118.99	156.17
"tcruzi-1271532"	93.96	120.69
"tcruzi-1274094"	82.72	77.19
"tcruzi-1276327"	54.81	63.92
"tcruzi-1276448"	91.38	100.69
"tcruzi-127678"	82.24	71.97
"tcruzi-1277039"	72.74	92.57
"tcruzi-1277130"	43.95	59.16
"tcruzi-1277600"	65.51	74.19
"tcruzi-1278580"	61.01	69.98
"tcruzi-1278741"	43.03	51.9
"tcruzi-1278979"	97.89	143.74
"tcruzi-1279756"	116.03	154.43
"tcruzi-1280987"	56.42	50.7
"tcruzi-1281860"	74.13	63.3
"tcruzi-1281920"	91.04	70.72
"tcruzi-1282955"	76.26	56.14
"tcruzi-1284444"	715.82	669.9
"tcruzi-128643"	87.72	93.87
"tcruzi-1287344"	84.48	90.19
"tcruzi-1288694"	84.34	77.02
"tcruzi-1292427"	39.31	62.05
"tcruzi-1292865"	740.48	723
"tcruzi-1294248"	101.34	94.53
"tcruzi-129431"	58.17	61.18
"tcruzi-1294435"	147.33	145.69
"tcruzi-1295819"	67.64	66.36
"tcruzi-1298179"	5662.65	4050.14
"tcruzi-12984"	130.88	99.06
"tcruzi-1298685"	112.35	95.54
"tcruzi-1299631"	110.17	125.7
"tcruzi-1300801"	134.5	105.06
"tcruzi-130353"	671.91	594.74
"tcruzi-1305035"	148.52	176.41
"tcruzi-1306960"	65.32	53.35
"tcruzi-1307469"	156.06	126.03
"tcruzi-130759"	162.69	167.14
"tcruzi-1307844"	149.35	128.72
"tcruzi-1308401"	47.13	46.87
"tcruzi-1308585"	100.53	86.04
"tcruzi-130911"	97.81	112.23
"tcruzi-1310689"	77.66	74.37
"tcruzi-1311448"	51.19	67.56
"tcruzi-1311716"	69.39	57.41
"tcruzi-1312139"	64.86	62.86
"tcruzi-1312666"	200.22	223.23
"tcruzi-1313268"	89.93	90.45
"tcruzi-1313404"	83.58	80.75
"tcruzi-1319429"	295.4	209.35
"tcruzi-131949"	229.85	253.81
"tcruzi-1319580"	140.55	157.75
"tcruzi-1319598"	191.98	263.52
"tcruzi-1319606"	63.12	61.22
"tcruzi-1320250"	117.33	135.88
"tcruzi-1322862"	67.8	82.43
"tcruzi-1323048"	238.25	237.66
"tcruzi-1323058"	64.76	59.9
"tcruzi-1323757"	102.74	99.41
"tcruzi-1324265"	68.93	74.64
"tcruzi-1324289"	594.74	680.28
"tcruzi-1324595"	90.81	82.29
"tcruzi-132480"	104.46	108.18
"tcruzi-132523"	256.48	245.24
"tcruzi-132526"	175.41	204.01
"tcruzi-132532"	162.78	155.91
"tcruzi-1326243"	71.71	64.43
"tcruzi-1326876"	86.42	103.3
"tcruzi-1327786"	85.39	75.33
"tcruzi-1328347"	88.83	142.7
"tcruzi-1329365"	95.9	134.72
"tcruzi-1330047"	111.67	132.29
"tcruzi-1330781"	75.79	73.54
"tcruzi-1330850"	156.17	148.12
"tcruzi-1332497"	186.58	162.45
"tcruzi-1333923"	101.52	86.38
"tcruzi-1334516"	167.22	147.5
"tcruzi-1334780"	154.75	193.13
"tcruzi-1336506"	143.08	147.33
"tcruzi-1338066"	66.88	56.67
"tcruzi-1339411"	238.41	295.79
"tcruzi-1340521"	107.21	89.99
"tcruzi-1340890"	218.78	197.76
"tcruzi-1341410"	249.75	228.11
"tcruzi-1342593"	93.69	78.46
"tcruzi-1343047"	810.37	740.48
"tcruzi-1346495"	106.72	146.78
"tcruzi-1350841"	1021.56	617.64
"tcruzi-1351842"	169.43	73.29
"tcruzi-1353190"	245.24	275.25
"tcruzi-1353435"	61.46	62.27
"tcruzi-1354706"	97.66	107.68
"tcruzi-1355703"	44.56	45.6
"tcruzi-1356136"	221.84	211.66
"tcruzi-1357165"	84.07	102.47
"tcruzi-1357383"	61.2	48.46
"tcruzi-1357584"	508.79	518.53
"tcruzi-135812"	92.8	86.49
"tcruzi-1358773"	73.01	68.07
"tcruzi-1360905"	73.15	111.38
"tcruzi-1361764"	161.32	176.11
"tcruzi-1362843"	89.93	97.87
"tcruzi-1364002"	658.81	671.91
"tcruzi-1364284"	191.4	143.13
"tcruzi-1364901"	78	74.49
"tcruzi-1365246"	423.23	404.26
"tcruzi-1365986"	151.63	116.88
"tcruzi-1366529"	409.52	498.79
"tcruzi-1367500"	129.93	120.93
"tcruzi-1368041"	73.81	75.71
"tcruzi-1370289"	81.25	75.53
"tcruzi-1371050"	50.01	64.45
"tcruzi-1373329"	49.41	49.78
"tcruzi-1374160"	1137.15	1111.52
"tcruzi-1376288"	67.85	76.19
"tcruzi-1377822"	144.69	139.78
"tcruzi-1383389"	60.64	66.84
"tcruzi-138438"	172	160.04
"tcruzi-1386086"	129.93	143.08
"tcruzi-1386719"	113.93	145.05
"tcruzi-1387472"	109.95	123.56
"tcruzi-1389417"	682.66	599.4
"tcruzi-1389673"	230.33	208.98
"tcruzi-1390510"	177.23	164.39
"tcruzi-13922"	204.59	71.16
"tcruzi-1393604"	144.45	172.45
"tcruzi-1394556"	355.27	322.38
"tcruzi-1394674"	298.21	190.84
"tcruzi-1395641"	129.1	86.24
"tcruzi-1395762"	156.74	158.62
"tcruzi-1396021"	135.5	95.9
"tcruzi-1396171"	184.97	52.35
"tcruzi-1396233"	214.2	194.72
"tcruzi-1396750"	46.81	57.53
"tcruzi-1398460"	57.35	65.52
"tcruzi-1399442"	124.53	170.32
"tcruzi-1400729"	78.21	105.14
"tcruzi-1400992"	224.79	166.1
"tcruzi-1401389"	100.34	111.02
"tcruzi-1402662"	117.29	121.43
"tcruzi-1403720"	124.88	116.41
"tcruzi-1405130"	94.24	118.38
"tcruzi-1405252"	88.49	76.14
"tcruzi-1405779"	419.87	440.04
"tcruzi-140721"	164.08	171.68
"tcruzi-1407669"	64.16	47.05
"tcruzi-1407880"	219.68	149.06
"tcruzi-1408592"	126.03	83.84
"tcruzi-1408867"	603.87	548.91
"tcruzi-1410550"	59.35	53.01
"tcruzi-1411187"	1413.68	1322.65
"tcruzi-1411767"	124.65	119.66
"tcruzi-1412478"	55.39	62.8
"tcruzi-1413309"	178.46	134.07
"tcruzi-1416932"	110.91	125.11
"tcruzi-1417053"	431.92	556.39
"tcruzi-1417373"	173.97	186.82
"tcruzi-1418150"	106.83	94.45
"tcruzi-1418570"	72.45	67.89
"tcruzi-1418630"	110.5	76.56
"tcruzi-1419073"	74.21	84.41
"tcruzi-1420027"	91.55	73.82
"tcruzi-1420365"	81.6	78.49
"tcruzi-1420474"	169.01	157.71
"tcruzi-1424785"	90.4	85.34
"tcruzi-1425690"	110.84	98.15
"tcruzi-142587"	59.23	63.83
"tcruzi-1426609"	268.79	269.53
"tcruzi-1426769"	69.7	80.54
"tcruzi-1426779"	78.81	75.18
"tcruzi-1427951"	108.98	106.29
"tcruzi-1428469"	79.43	65.37
"tcruzi-1428927"	127.01	178.73
"tcruzi-1429460"	848.89	931.05
"tcruzi-1429642"	104.91	114.57
"tcruzi-1430085"	153.94	180.89
"tcruzi-1430128"	119.33	98.64
"tcruzi-1430632"	757.97	817.79
"tcruzi-1431541"	369.62	506.02
"tcruzi-1431582"	84.12	98.72
"tcruzi-1431796"	171.06	161.79
"tcruzi-143278"	184.34	199.82
"tcruzi-1432852"	45.6	51.39
"tcruzi-1433332"	42.69	52.47
"tcruzi-1433478"	114.08	85.42
"tcruzi-143626"	248.61	221.38
"tcruzi-1436785"	87.5	78.61
"tcruzi-1437374"	193.77	204.87
"tcruzi-1438824"	212.08	267.3
"tcruzi-1440435"	654.58	481.64
"tcruzi-1441863"	121.97	103.14
"tcruzi-1442883"	111	151.34
"tcruzi-1443398"	132.7	107.46
"tcruzi-1443565"	626.8	191.26
"tcruzi-1443785"	104.53	104.84
"tcruzi-1443818"	47.26	45.51
"tcruzi-1444121"	69.7	78.41
"tcruzi-1444780"	147.42	144.83
"tcruzi-1444781"	152.24	147.66
"tcruzi-1444870"	149.06	150.97
"tcruzi-1445056"	78.96	99.16
"tcruzi-1445395"	69.79	69.87
"tcruzi-1446936"	55.83	61.97
"tcruzi-1447715"	106.77	86.32
"tcruzi-1448352"	59.47	61.26
"tcruzi-1448430"	60.52	54.03
"tcruzi-1454707"	177.83	164.76
"tcruzi-1454955"	1322.65	1245.88
"tcruzi-1454967"	137.07	111.69
"tcruzi-1455053"	162.56	177.76
"tcruzi-1455078"	3499.26	4396.38
"tcruzi-1455079"	2773.1	5662.65
"tcruzi-1455080"	1634.44	1558.03
"tcruzi-1455081"	4801.9	3947.64
"tcruzi-1455082"	2590.07	2963.33
"tcruzi-1455086"	3097.28	4194.06
"tcruzi-1455087"	1750.94	2131.06
"tcruzi-1455088"	2301.94	2577.69
"tcruzi-1455182"	277.76	254.34
"tcruzi-145588"	764.17	985.18
"tcruzi-145619"	245.48	204.3
"tcruzi-1457785"	418.36	262.86
"tcruzi-1458847"	137.21	90.49
"tcruzi-1459863"	274.12	267.56
"tcruzi-146004"	85.2	88.96
"tcruzi-1460093"	85.85	92.76
"tcruzi-146192"	105.36	96.95
"tcruzi-1462206"	109.24	98.81
"tcruzi-1462308"	39.88	55.39
"tcruzi-1462441"	87.78	70.58
"tcruzi-1463929"	78.87	77.48
"tcruzi-1464023"	92.85	115.86
"tcruzi-1464059"	45.31	47.13
"tcruzi-1465230"	118.78	159.72
"tcruzi-1466443"	224.24	231.57
"tcruzi-1469686"	108.4	86.66
"tcruzi-1474284"	200.9	172.58
"tcruzi-1477301"	675.11	595.72
"tcruzi-1477302"	445.96	395.61
"tcruzi-1477305"	1221.64	574.66
"tcruzi-1477308"	533.96	615.91
"tcruzi-1477309"	498.47	455.7
"tcruzi-1477312"	428.05	444.67
"tcruzi-1477314"	1279.74	1172.39
"tcruzi-1477315"	904.02	1054.42
"tcruzi-1477316"	517.18	536.11
"tcruzi-1477317"	323.88	305.94
"tcruzi-1477321"	516.47	503.51
"tcruzi-1477322"	521.72	585.55
"tcruzi-1477323"	576.74	632.1
"tcruzi-1477447"	136.14	305.66
"tcruzi-1477817"	247.84	263.78
"tcruzi-1479441"	201.07	136.2
"tcruzi-1480"	281.17	308.39
"tcruzi-1480897"	173.36	160.95
"tcruzi-1481296"	165.66	133.25
"tcruzi-1481517"	98.19	110.37
"tcruzi-1483701"	108.28	115.42
"tcruzi-1484"	433.84	274.12
"tcruzi-1484007"	141.06	130.97
"tcruzi-1484503"	206.26	280.85
"tcruzi-1485"	367.98	342.79
"tcruzi-1485655"	69.13	92.93
"tcruzi-148789"	159.72	169.43
"tcruzi-1489"	388.42	398.97
"tcruzi-1491"	235.13	246.78
"tcruzi-1491350"	275.78	251.36
"tcruzi-1491804"	408.54	473.75
"tcruzi-1492"	283.15	259.21
"tcruzi-1492761"	109.61	117.33
"tcruzi-1493"	305.66	333.96
"tcruzi-1493802"	70.27	98.55
"tcruzi-1494"	599.4	577.65
"tcruzi-1494207"	86.42	103.44
"tcruzi-1494259"	322.98	346.09
"tcruzi-1495"	272.46	270.04
"tcruzi-1495399"	128.86	122.96
"tcruzi-1496"	264.82	283.98
"tcruzi-1496418"	73.76	95.4
"tcruzi-149676"	78.57	77.98
"tcruzi-1497197"	71.2	76.69
"tcruzi-1497227"	2740.19	2740.19
"tcruzi-1497229"	3242.75	3057.3
"tcruzi-1497231"	2830.6	2253.43
"tcruzi-1497233"	1842.78	1750.94
"tcruzi-1497239"	943.61	962.47
"tcruzi-1497240"	171.64	198.48
"tcruzi-1497412"	81.75	81.81
"tcruzi-1497525"	7230.82	6626.94
"tcruzi-1497673"	66.36	65.5
"tcruzi-1498047"	1695.51	1492.91
"tcruzi-1498087"	155.82	110.3
"tcruzi-1498735"	88.86	105.78
"tcruzi-1499424"	198.2	167.22
"tcruzi-1500439"	1118.14	1154.33
"tcruzi-1500530"	190.7	62.68
"tcruzi-1500563"	359.13	326.99
"tcruzi-1500825"	140.27	693.17
"tcruzi-1500868"	152.12	95.26
"tcruzi-1501833"	57.8	65.55
"tcruzi-1503438"	292.89	252.14
"tcruzi-1503495"	398.44	351.98
"tcruzi-1504390"	79.4	71.38
"tcruzi-1504848"	49.04	62.95
"tcruzi-1505803"	95.85	101.72
"tcruzi-150718"	421.88	603.87
"tcruzi-1507733"	72.33	75.87
"tcruzi-1509584"	101.77	87.75
"tcruzi-1510460"	134.63	162.18
"tcruzi-1510737"	71.63	71.88
"tcruzi-1510738"	66.14	64.35
"tcruzi-1510835"	65.32	90.23
"tcruzi-1511831"	123.19	178.34
"tcruzi-1512367"	113.53	107.79
"tcruzi-1513852"	124.11	97.2
"tcruzi-1514520"	64.67	76.1
"tcruzi-1514889"	380.12	261.22
"tcruzi-1515982"	55.26	41.39
"tcruzi-1518162"	6879.93	7230.82
"tcruzi-1518163"	1571.34	1658.48
"tcruzi-1518165"	311.23	302.23
"tcruzi-1518209"	143.88	146.28
"tcruzi-1518316"	96.28	90.32
"tcruzi-1518323"	134.72	122.4
"tcruzi-1520087"	1240.67	1093
"tcruzi-1521173"	270.23	285.44
"tcruzi-1521828"	99.66	111.19
"tcruzi-1522010"	150.26	102.19
"tcruzi-1522557"	300.1	341.45
"tcruzi-1523504"	2253.43	2186.31
"tcruzi-1523506"	235.72	163.22
"tcruzi-152394"	236.15	293.95
"tcruzi-152402"	82.01	92.5
"tcruzi-1524770"	875.76	1634.44
"tcruzi-1524827"	46.71	66.68
"tcruzi-1525735"	118.21	109.58
"tcruzi-152674"	90.96	45.73
"tcruzi-1526824"	347.83	360.21
"tcruzi-1527255"	72.9	78.7
"tcruzi-1529425"	165.82	129.96
"tcruzi-1532396"	167.31	194.2
"tcruzi-1533924"	128.05	94.41
"tcruzi-1534808"	115.19	103.53
"tcruzi-1535435"	766.73	640.4
"tcruzi-1536258"	120.5	113.27
"tcruzi-1536593"	111.04	99.66
"tcruzi-1536991"	47.66	62.9
"tcruzi-1537160"	96.08	102.67
"tcruzi-1537246"	42.53	40.95
"tcruzi-1538111"	134.3	161.91
"tcruzi-1538683"	109.61	110.45
"tcruzi-153893"	179.51	168.92
"tcruzi-1539306"	163.29	118.18
"tcruzi-1539375"	175.71	185.44
"tcruzi-1540162"	125.61	135.11
"tcruzi-1540585"	215.79	285.17
"tcruzi-1541811"	271.98	249.03
"tcruzi-1542278"	400.31	500.85
"tcruzi-1542279"	479.1	494.26
"tcruzi-1542280"	204.87	116.73
"tcruzi-1542282"	204.1	270.23
"tcruzi-1542723"	179.8	164.2
"tcruzi-1543028"	227.84	280.19
"tcruzi-1543367"	131.64	254.1
"tcruzi-1544739"	82.93	85.78
"tcruzi-1547640"	72.67	75.98
"tcruzi-1548333"	237.66	223.37
"tcruzi-1549056"	86.72	79.1
"tcruzi-1549238"	160.38	304.36
"tcruzi-1551114"	148.33	233.05
"tcruzi-1551284"	257.13	213.61
"tcruzi-1551285"	202.85	195.25
"tcruzi-1552337"	81.17	81.64
"tcruzi-1552453"	124.57	109.52
"tcruzi-1553173"	323.55	299.06
"tcruzi-1553193"	69.97	166.54
"tcruzi-1553412"	90.36	98.19
"tcruzi-1555965"	325.66	339.25
"tcruzi-1556834"	91.87	69.01
"tcruzi-155723"	45.89	67.03
"tcruzi-1557974"	302.23	337.77
"tcruzi-1558192"	51.9	56.35
"tcruzi-1558882"	130.88	156.01
"tcruzi-1560166"	366.86	343.35
"tcruzi-1560681"	94.08	89.2
"tcruzi-1562189"	107.26	61.53
"tcruzi-1562390"	425.09	370.28
"tcruzi-1563057"	648.18	914.33
"tcruzi-1563192"	290.81	304.86
"tcruzi-1563272"	160.72	141.5
"tcruzi-156409"	728	745.08
"tcruzi-1564216"	61.46	60.44
"tcruzi-1564511"	169.89	197.12
"tcruzi-1565209"	62.68	65.19
"tcruzi-1565235"	249.47	289.65
"tcruzi-1566440"	87.34	77.3
"tcruzi-1566806"	2061.28	1648.13
"tcruzi-1567518"	211.55	279.28
"tcruzi-1568497"	123.27	170.18
"tcruzi-1569398"	86.66	84.47
"tcruzi-1569897"	205.14	220.04
"tcruzi-1570158"	151.74	257.86
"tcruzi-1570186"	350.74	320.92
"tcruzi-1572992"	382.52	344.56
"tcruzi-1573090"	685.6	675.11
"tcruzi-1573609"	56.09	60.09
"tcruzi-1574001"	1537.28	1597.23
"tcruzi-1574370"	118.4	100.6
"tcruzi-1574455"	472.28	456.79
"tcruzi-1574464"	94.99	93.19
"tcruzi-157550"	146.32	179.67
"tcruzi-1576824"	86.24	78.37
"tcruzi-1577928"	492.91	472.28
"tcruzi-1578131"	538.82	486.42
"tcruzi-1579926"	213.91	158.69
"tcruzi-1579988"	97.81	102.19
"tcruzi-1580163"	78.7	56.84
"tcruzi-1582045"	124.3	122.88
