"Reporter Name"	"US_NE_normalizedData_r1"	"US_NE_normalizedData_r2"
"tcruzi-1582046"	201.88	242.67
"tcruzi-1583575"	86.89	100.55
"tcruzi-1585791"	111.67	111.91
"tcruzi-1586553"	213.28	218.55
"tcruzi-1586666"	90.9	80.19
"tcruzi-1587110"	56.14	67.4
"tcruzi-1587286"	159.58	164.61
"tcruzi-1587970"	174.93	121.15
"tcruzi-1589324"	678.26	688.1
"tcruzi-1591348"	111.91	123.38
"tcruzi-1592412"	422.53	443.82
"tcruzi-1592642"	234.61	278.71
"tcruzi-1592967"	61.05	58.27
"tcruzi-1594482"	273.34	300.1
"tcruzi-1595151"	587.17	682.66
"tcruzi-1596319"	60.96	56.98
"tcruzi-1596573"	51.51	59.35
"tcruzi-1597333"	179.3	130.7
"tcruzi-1597994"	2963.33	2590.07
"tcruzi-1598056"	76.03	60.05
"tcruzi-1600920"	104.01	115.63
"tcruzi-1601146"	90.23	116.07
"tcruzi-1601383"	96.15	66.57
"tcruzi-1601462"	118.73	101.04
"tcruzi-1602087"	55.61	55.83
"tcruzi-1605232"	185.09	155.57
"tcruzi-1605410"	110.02	100.78
"tcruzi-1607120"	113.47	102.1
"tcruzi-1609253"	127.93	425.79
"tcruzi-1609402"	83.4	68.44
"tcruzi-1609538"	786.1	806.61
"tcruzi-1610808"	146.18	177.23
"tcruzi-1611123"	121.4	101.77
"tcruzi-161122"	157.12	210.64
"tcruzi-1612081"	411.78	396.42
"tcruzi-1612488"	164.61	160.38
"tcruzi-1613015"	495.89	262.15
"tcruzi-1613141"	55.31	64.16
"tcruzi-161340"	79.25	86.91
"tcruzi-1613641"	70.9	86.18
"tcruzi-1614533"	146	117.64
"tcruzi-1615039"	365.19	358.65
"tcruzi-1617797"	110.68	137.96
"tcruzi-1617962"	44.93	46.3
"tcruzi-1618311"	94.92	116.68
"tcruzi-1618347"	77.41	52.35
"tcruzi-1620284"	115.56	100.39
"tcruzi-1620754"	204.3	219.26
"tcruzi-1621076"	69.83	53.44
"tcruzi-162238"	101.15	118.18
"tcruzi-162246"	98.9	77.77
"tcruzi-162372"	87.47	75.67
"tcruzi-1624360"	76.14	108.47
"tcruzi-1624529"	1584.89	1537.28
"tcruzi-1624924"	101.45	112.02
"tcruzi-1625346"	71.1	71.1
"tcruzi-1625462"	53.11	54.67
"tcruzi-1626044"	128.22	131.6
"tcruzi-1626514"	2131.06	1528.52
"tcruzi-1626709"	53.44	66.82
"tcruzi-1628410"	500.85	511.67
"tcruzi-162871"	68.3	82.33
"tcruzi-1628918"	76.38	71.42
"tcruzi-1629094"	861.68	668.13
"tcruzi-1629167"	113.6	134.15
"tcruzi-1630827"	42.86	46.62
"tcruzi-163309"	66.76	66.16
"tcruzi-1633577"	58.7	46.16
"tcruzi-1634436"	217.61	124.11
"tcruzi-163544"	737.58	757.97
"tcruzi-163630"	291.18	291.18
"tcruzi-1636649"	62.28	48.14
"tcruzi-1636924"	571.14	468.14
"tcruzi-1638576"	223.23	189.21
"tcruzi-1638773"	58.64	76.99
"tcruzi-1638885"	68.34	67.14
"tcruzi-1639290"	51.39	67.89
"tcruzi-1642535"	122.96	149.74
"tcruzi-1642715"	1097.81	1167.85
"tcruzi-164274"	1210.59	1240.67
"tcruzi-1648561"	242.99	165.52
"tcruzi-1648624"	199.4	196.34
"tcruzi-1649215"	233.05	213.1
"tcruzi-1652332"	80.41	69.11
"tcruzi-1652638"	98.29	100.98
"tcruzi-1652969"	266.6	328.29
"tcruzi-1653467"	49.58	61.31
"tcruzi-1654056"	66.07	65.45
"tcruzi-1655756"	67.23	55.05
"tcruzi-1658910"	103.34	101.45
"tcruzi-165959"	288.19	281.17
"tcruzi-166088"	2380.84	2797.8
"tcruzi-1660985"	75.23	98.25
"tcruzi-166132"	163	123.09
"tcruzi-1661370"	634.24	704.98
"tcruzi-166138"	157.75	112.38
"tcruzi-1663272"	136.47	127.29
"tcruzi-1664138"	114.21	89.85
"tcruzi-1665081"	103.17	98.55
"tcruzi-1665190"	546.19	547.46
"tcruzi-1667950"	81.29	95.85
"tcruzi-1668665"	133.89	157.24
"tcruzi-1669240"	155.31	106.37
"tcruzi-1669981"	59.12	72.02
"tcruzi-1671320"	76.3	81.49
"tcruzi-1673022"	158.56	148.43
"tcruzi-167417"	166.75	157.34
"tcruzi-1674391"	103.96	105.72
"tcruzi-1675763"	158.24	125.92
"tcruzi-167751"	107.17	117.23
"tcruzi-1678538"	196.75	146.55
"tcruzi-1679278"	62.37	63.78
"tcruzi-1682107"	2672.6	3182.74
"tcruzi-168323"	314.83	298.82
"tcruzi-1684723"	78.33	181.91
"tcruzi-1685154"	260.14	225.46
"tcruzi-168547"	548.91	519.83
"tcruzi-1686349"	91.5	91.6
"tcruzi-1686903"	121.29	111.02
"tcruzi-1687980"	92.98	78.12
"tcruzi-1688062"	168.36	178.58
"tcruzi-1694908"	54.49	58.11
"tcruzi-1695347"	203.82	113.72
"tcruzi-1696958"	338.28	346.56
"tcruzi-1697495"	117.02	116.29
"tcruzi-1698659"	188.9	228.34
"tcruzi-169895"	118.25	107.19
"tcruzi-1698982"	87.18	73.5
"tcruzi-1700247"	77.23	96.23
"tcruzi-1701757"	114.5	98.29
"tcruzi-1702338"	88.96	118.87
"tcruzi-1703903"	42.06	49.65
"tcruzi-1704414"	428.99	431.32
"tcruzi-1705979"	71.88	76.3
"tcruzi-1706055"	286.91	208.14
"tcruzi-170668"	102.26	89.57
"tcruzi-1707755"	100.98	110.5
"tcruzi-1709768"	77.77	75.8
"tcruzi-1711596"	140.73	152.72
"tcruzi-1711890"	223.8	256.91
"tcruzi-171532"	95.71	99.16
"tcruzi-1716760"	126.88	155.5
"tcruzi-1717835"	188.21	167.31
"tcruzi-1719157"	52.37	47.9
"tcruzi-1719301"	48.5	38.62
"tcruzi-1720191"	129.66	100.34
"tcruzi-1720319"	116.6	126.11
"tcruzi-1721011"	60.8	51.03
"tcruzi-1723439"	161.79	160.49
"tcruzi-1723442"	62.68	65.9
"tcruzi-1724052"	55.92	45.89
"tcruzi-1724529"	74.1	74.02
"tcruzi-1725233"	227.64	230.75
"tcruzi-1725727"	64.97	149.87
"tcruzi-1725839"	840.5	851.26
"tcruzi-1726580"	5894.16	5354.32
"tcruzi-1727192"	40.48	48.37
"tcruzi-1727548"	102.12	104.66
"tcruzi-1727890"	120.86	102.89
"tcruzi-1728096"	104.13	121.97
"tcruzi-1728604"	182.84	74.45
"tcruzi-1728921"	308.39	216.18
"tcruzi-1729385"	136.53	108.06
"tcruzi-1729506"	94.4	69.57
"tcruzi-1730503"	141.88	134.41
"tcruzi-1731521"	153.8	162.06
"tcruzi-1731940"	185.67	148.52
"tcruzi-1734434"	87.72	106.49
"tcruzi-1736477"	108.28	88.13
"tcruzi-1737371"	201.6	185.82
"tcruzi-1739330"	54.61	44.77
"tcruzi-1739400"	74.6	87.84
"tcruzi-1740856"	36.76	47.97
"tcruzi-1741484"	48.96	57.1
"tcruzi-1743263"	137.32	125.11
"tcruzi-1744284"	163.4	126.26
"tcruzi-1744474"	61.54	42.53
"tcruzi-174456"	585.55	544.72
"tcruzi-1746060"	172.45	195.11
"tcruzi-1746723"	208.98	253.53
"tcruzi-1747316"	217.32	169.31
"tcruzi-1748558"	475.7	353.91
"tcruzi-1749363"	73.12	98.68
"tcruzi-1749985"	64.12	58.57
"tcruzi-1750392"	123.73	123.19
"tcruzi-1751809"	68.73	69.79
"tcruzi-1753059"	222.93	165.66
"tcruzi-1754180"	83.74	86.18
"tcruzi-1755028"	132.45	250.23
"tcruzi-1755419"	94.13	93.59
"tcruzi-1755567"	82.85	74.13
"tcruzi-1755827"	153.39	142.61
"tcruzi-1757011"	85.3	97.1
"tcruzi-1757623"	130.25	143.49
"tcruzi-1758762"	138.2	113.9
"tcruzi-1760503"	60.28	50.34
"tcruzi-1761122"	135.78	162.28
"tcruzi-1762736"	72.02	70.48
"tcruzi-176301"	263.52	261.98
"tcruzi-1765342"	104.99	97.83
"tcruzi-1766597"	133.16	128.3
"tcruzi-1767615"	98.57	78.61
"tcruzi-176799"	88.16	80.82
"tcruzi-1768737"	394.08	440.75
"tcruzi-1768738"	248.04	212.56
"tcruzi-1768739"	335.06	363.35
"tcruzi-1769921"	321.49	369.62
"tcruzi-1770887"	227.28	247.61
"tcruzi-1771451"	64.71	57.17
"tcruzi-1771766"	87.88	67.8
"tcruzi-1771804"	113.97	95.66
"tcruzi-1771921"	101.06	101.92
"tcruzi-1771933"	107.98	90.71
"tcruzi-1773661"	54.72	61.38
"tcruzi-1774594"	81.39	92.62
"tcruzi-1775597"	150.14	436.22
"tcruzi-1776888"	99.26	71.66
"tcruzi-1777098"	40.68	44.65
"tcruzi-1780642"	357.47	241.01
"tcruzi-1781610"	177.83	150.14
"tcruzi-178775"	83.78	93.02
"tcruzi-1788057"	152.72	123.43
"tcruzi-178819"	85.34	75.56
"tcruzi-178882"	95.71	90.98
"tcruzi-1790093"	181.12	221.84
"tcruzi-1791938"	51.65	60.16
"tcruzi-1792230"	106.2	114.61
"tcruzi-1792287"	86.32	88.83
"tcruzi-1793211"	64.44	74.82
"tcruzi-179347"	222.29	149.55
"tcruzi-1793707"	70.18	80.69
"tcruzi-1794265"	138.72	92
"tcruzi-1794928"	100.07	102.8
"tcruzi-1794930"	74.02	73.48
"tcruzi-1795649"	452.96	578.86
"tcruzi-1799119"	168.8	115.34
"tcruzi-1802513"	71.42	189.66
"tcruzi-1803887"	384.89	2352.84
"tcruzi-1805874"	55.76	54.28
"tcruzi-180674"	134.07	95.05
"tcruzi-1807430"	53.96	61.05
"tcruzi-1807541"	86.97	96.99
"tcruzi-180845"	63.57	56.09
"tcruzi-1810179"	578.86	516.47
"tcruzi-181071"	111.96	130.07
"tcruzi-1810886"	190.84	116.6
"tcruzi-1811006"	76.48	82.59
"tcruzi-1811085"	174.17	161.39
"tcruzi-1812056"	59.39	58.39
"tcruzi-1813512"	70.74	80.35
"tcruzi-1813788"	65.42	63.48
"tcruzi-1814057"	133.09	112.1
"tcruzi-1814795"	160.95	117.95
"tcruzi-181504"	53.7	49.29
"tcruzi-1815579"	65.14	53.59
"tcruzi-1815965"	80.14	75.98
"tcruzi-1816816"	82.05	97.41
"tcruzi-1817252"	82.4	75.87
"tcruzi-1819832"	172.14	170.59
"tcruzi-1820245"	145.05	161.19
"tcruzi-1820392"	76.81	70.16
"tcruzi-1822441"	111.38	96.54
"tcruzi-1823230"	84.15	104.38
"tcruzi-1824082"	55.73	53.18
"tcruzi-1824455"	70.09	77.55
"tcruzi-1824615"	554.76	591.74
"tcruzi-1824753"	86	89
"tcruzi-182498"	444.67	288.19
"tcruzi-1825152"	48.8	49.55
"tcruzi-1825436"	199.66	318.31
"tcruzi-1825497"	61.69	64.09
"tcruzi-1825708"	125.07	113.35
"tcruzi-1825709"	124.16	161.02
"tcruzi-1825943"	56.95	59.29
"tcruzi-1828463"	68.98	58.74
"tcruzi-1831110"	62.43	67.64
"tcruzi-1831375"	67.96	54.84
"tcruzi-1831615"	59.23	59.64
"tcruzi-1831694"	338.89	319.57
"tcruzi-1832580"	194.69	234.61
"tcruzi-1834231"	122.4	141.22
"tcruzi-1834440"	4288.09	5252.2
"tcruzi-1834441"	5354.32	6072.49
"tcruzi-1834443"	3394.85	4119.55
"tcruzi-1834934"	81.64	75.28
"tcruzi-1834939"	4611.87	3010.07
"tcruzi-1835748"	154.13	228.57
"tcruzi-1835940"	333.24	372.32
"tcruzi-1836529"	65.51	63.78
"tcruzi-1838018"	17015.45	14372.89
"tcruzi-1838563"	132.01	164.96
"tcruzi-183898"	102.47	94.97
"tcruzi-1839444"	98.4	102.84
"tcruzi-1839840"	220.85	241.73
"tcruzi-1839900"	305.2	331.99
"tcruzi-1840261"	371.65	350.74
"tcruzi-1841678"	138.2	124.05
"tcruzi-1841901"	262.15	266.97
"tcruzi-184205"	109.14	118.31
"tcruzi-184239"	133.31	102.26
"tcruzi-1844384"	342.79	378.7
"tcruzi-1844903"	372.32	282.72
"tcruzi-1844980"	166.34	167.51
"tcruzi-1844981"	391.57	348.75
"tcruzi-1844982"	375.1	309.81
"tcruzi-1844984"	337.77	306.44
"tcruzi-1844985"	313.01	350.01
"tcruzi-1845654"	145.35	120.69
"tcruzi-1846978"	233.38	314.51
"tcruzi-1848064"	74.17	62.17
"tcruzi-1848403"	80.64	80.04
"tcruzi-1848426"	259.63	284.69
"tcruzi-1848819"	55.19	56.98
"tcruzi-1848880"	101.1	126.39
"tcruzi-1849605"	87.72	94.79
"tcruzi-1849977"	62	74.98
"tcruzi-1852032"	59.08	86.81
"tcruzi-1852415"	278.3	217.32
"tcruzi-1852577"	80.46	88.24
"tcruzi-1854389"	101.02	106.67
"tcruzi-1854993"	1216.6	782.85
"tcruzi-1855699"	54.81	77.23
"tcruzi-1856550"	42.42	51.51
"tcruzi-1856849"	54.99	64.85
"tcruzi-1857146"	56.84	58.27
"tcruzi-185739"	103.67	93.19
"tcruzi-1857763"	109.33	83.03
"tcruzi-1857791"	74.9	86.59
"tcruzi-1858109"	49.78	57.98
"tcruzi-1858678"	168.56	111.61
"tcruzi-1859347"	261.3	177.76
"tcruzi-186057"	147.85	179.95
"tcruzi-1861764"	59	58.85
"tcruzi-186215"	319.16	362.89
"tcruzi-1863080"	149.55	170.92
"tcruzi-1864503"	85.48	84.25
"tcruzi-1865671"	163.84	137.86
"tcruzi-1867341"	52.62	60.62
"tcruzi-1867553"	202.48	243.71
"tcruzi-1869141"	73.92	74.19
"tcruzi-187006"	77.88	83.65
"tcruzi-1870282"	67.14	64.97
"tcruzi-1870394"	141.22	99.75
"tcruzi-1874100"	76.69	83.58
"tcruzi-1874766"	46.62	51.73
"tcruzi-1875741"	92.13	163
"tcruzi-1876888"	220.63	159.37
"tcruzi-1877172"	143.41	229.85
"tcruzi-1877196"	63.83	67.96
"tcruzi-187838"	62.32	63.05
"tcruzi-1878419"	1176.24	1079.56
"tcruzi-1880256"	161.12	166.24
"tcruzi-1882369"	2097.09	2277.28
"tcruzi-1882385"	523.42	490.58
"tcruzi-1882802"	129.55	151.74
"tcruzi-1885771"	72.39	100
"tcruzi-1886705"	1355.75	1086.67
"tcruzi-1887062"	40.95	44.34
"tcruzi-1887099"	375.62	380.64
"tcruzi-1887343"	416.97	322.98
"tcruzi-188755"	44.34	56.28
"tcruzi-1888658"	100.07	145.35
"tcruzi-1891109"	311.87	290.81
"tcruzi-1891159"	88.16	120.52
"tcruzi-189218"	1188.3	1294.77
"tcruzi-189303"	95.29	59.95
"tcruzi-1893677"	119.19	122.46
"tcruzi-1894243"	49.85	48.06
"tcruzi-1896124"	1228.51	1228.51
"tcruzi-1896417"	1776.66	1913.24
"tcruzi-1897087"	62.26	56.84
"tcruzi-1898998"	89.78	100.06
"tcruzi-1901714"	75.86	100.89
"tcruzi-1902057"	98.37	92.72
"tcruzi-1902472"	702.83	648.18
"tcruzi-1902933"	92.04	97.72
"tcruzi-1903219"	76.54	72.57
"tcruzi-1904757"	78.3	102.29
"tcruzi-190487"	87.56	128.43
"tcruzi-1907900"	55.05	57.69
"tcruzi-190817"	148.59	158.24
"tcruzi-1908217"	836.98	836.98
"tcruzi-190870"	833.75	626.8
"tcruzi-191073"	61.76	83.21
"tcruzi-1910813"	69.97	89.08
"tcruzi-1911654"	345.52	331.51
"tcruzi-1912086"	147.55	140.82
"tcruzi-1912190"	197.12	184.82
"tcruzi-191512"	141.56	125.45
"tcruzi-1915162"	680.28	638.15
"tcruzi-1915552"	106.29	98.4
"tcruzi-1915593"	242.67	209.88
"tcruzi-1915820"	752.22	712.4
"tcruzi-1916208"	174.74	82.4
"tcruzi-1917866"	78.77	56.9
"tcruzi-192016"	76	80.01
"tcruzi-1921473"	84.68	80.95
"tcruzi-1921826"	66.3	69.21
"tcruzi-1922058"	75.61	82.88
"tcruzi-1922247"	122.68	86.47
"tcruzi-192225"	70.68	68.02
"tcruzi-1922508"	158.37	53.66
"tcruzi-1925185"	88.27	119.33
"tcruzi-1925272"	288.48	366.86
"tcruzi-192572"	87.03	76.85
"tcruzi-1926122"	64.5	63.59
"tcruzi-1926210"	83.14	64.39
"tcruzi-1927367"	237.05	188.21
"tcruzi-1929107"	42.26	39.88
"tcruzi-1932117"	114.81	122.61
"tcruzi-1932287"	258.05	275.45
"tcruzi-1932381"	327.73	366.42
"tcruzi-1932516"	65.85	63.3
"tcruzi-1933179"	106.52	111.27
"tcruzi-1933379"	62.2	54.28
"tcruzi-1933462"	127.75	104.72
"tcruzi-1935209"	89	74.27
"tcruzi-1936027"	91.13	104.53
"tcruzi-1936456"	53.38	50.93
"tcruzi-1937452"	102.26	77.82
"tcruzi-1940278"	68.02	65.14
"tcruzi-194096"	117.51	124.53
"tcruzi-1941265"	121.09	90.4
"tcruzi-1941426"	79.13	131.23
"tcruzi-1941976"	53.01	53.93
"tcruzi-1943637"	53.96	48.96
"tcruzi-1944043"	2118.56	2016
"tcruzi-1944234"	451.21	461.3
"tcruzi-1945660"	888.78	943.61
"tcruzi-1946289"	2577.69	3279.73
"tcruzi-1946291"	934.31	1450.59
"tcruzi-1946292"	3279.73	2870.4
"tcruzi-1946297"	189.66	214.44
"tcruzi-1946298"	297.7	554.76
"tcruzi-1947119"	1172.39	1204.38
"tcruzi-1951099"	87.11	88.79
"tcruzi-1951541"	383.91	451.21
"tcruzi-1954272"	74.33	73.58
"tcruzi-1957071"	83.9	78.7
"tcruzi-1957213"	72.62	71.13
"tcruzi-1957459"	48.8	66.78
"tcruzi-195952"	58.14	101.04
"tcruzi-1961045"	142.14	148.23
"tcruzi-196173"	129.14	118.99
"tcruzi-1962816"	74.27	96.68
"tcruzi-1963837"	82.62	93.76
"tcruzi-1963924"	114.43	89.13
"tcruzi-1964286"	668.13	728
"tcruzi-1964683"	955.78	840.5
"tcruzi-1965340"	84.73	80.91
"tcruzi-1965347"	196.87	203.2
"tcruzi-1965742"	72.21	54.38
"tcruzi-196594"	77.3	111.19
"tcruzi-1966604"	212.89	248.04
"tcruzi-1968348"	39.7	43.6
"tcruzi-1969"	4691.48	3323.6
"tcruzi-1972762"	47.57	42.94
"tcruzi-1973994"	108.9	64.3
"tcruzi-1974091"	121.57	138.07
"tcruzi-1975354"	52.47	59.29
"tcruzi-1978598"	298.82	264.82
"tcruzi-1979434"	109.44	87.11
"tcruzi-1981357"	154.24	163.8
"tcruzi-1982557"	358.65	261.39
"tcruzi-1984199"	96.05	78.33
"tcruzi-1985376"	142.94	136.14
"tcruzi-1987562"	302.57	270.46
"tcruzi-1989081"	182.67	163.08
"tcruzi-1989292"	303.64	334.66
"tcruzi-1989991"	67.54	58.11
"tcruzi-1990518"	73.01	87.29
"tcruzi-1991307"	126.53	108.25
"tcruzi-1991562"	88.79	104.46
"tcruzi-1991977"	70.74	97.14
"tcruzi-1992016"	436.22	454.04
"tcruzi-1992492"	95.94	108.73
"tcruzi-199262"	101.39	121.69
"tcruzi-1993115"	76.19	67.85
"tcruzi-1995390"	73.69	65.68
"tcruzi-1995483"	80.04	96.36
"tcruzi-1995799"	269.53	216.63
"tcruzi-1995800"	160.21	227.64
"tcruzi-1995801"	139.06	344.95
"tcruzi-1995804"	157.02	183.06
"tcruzi-1995806"	198.48	157.02
"tcruzi-1995807"	133.57	143.31
"tcruzi-1997210"	73.3	70.75
"tcruzi-1997296"	90.45	65.76
"tcruzi-1997572"	79.71	91.74
"tcruzi-19981"	68.88	73.9
"tcruzi-1998837"	77.51	108.57
"tcruzi-1999215"	92.62	90.27
"tcruzi-2000458"	70.86	63.89
"tcruzi-2000749"	99.84	97.59
"tcruzi-200121"	86.28	80.6
"tcruzi-2001364"	53.86	50.01
"tcruzi-2001502"	88.7	76.06
"tcruzi-2002834"	76.99	79.34
"tcruzi-2002851"	203.01	182.38
"tcruzi-2004218"	106.45	146.18
"tcruzi-2006243"	958.85	1049.82
"tcruzi-2007518"	156.46	133.89
"tcruzi-2007535"	105.14	161.48
"tcruzi-20087"	155.57	124.57
"tcruzi-2008938"	97.46	84.07
"tcruzi-2009954"	650.32	601.8
"tcruzi-2010792"	449.9	425.09
"tcruzi-201174"	67.03	64.97
"tcruzi-2012115"	136.74	145.1
"tcruzi-2012117"	126.75	143.57
"tcruzi-2012118"	180.89	174.74
"tcruzi-2012691"	91.38	115.83
"tcruzi-2012959"	75.2	76.94
"tcruzi-2013473"	243.21	219.45
"tcruzi-2013866"	75.42	68.23
"tcruzi-2013980"	93.84	92.19
"tcruzi-2014352"	135.01	142.23
"tcruzi-201645"	77.66	69.15
"tcruzi-2016637"	106.13	81.32
"tcruzi-2017238"	116.2	123.14
"tcruzi-2017278"	102.26	217.87
"tcruzi-2017279"	277.58	309.29
"tcruzi-2019830"	112.1	123.84
"tcruzi-2020258"	544.72	543.46
"tcruzi-202167"	107.54	112.19
"tcruzi-2022214"	69.13	71.02
"tcruzi-202265"	394.83	412.27
"tcruzi-2024192"	72.55	68.68
"tcruzi-2025654"	81.69	124.67
"tcruzi-2026873"	133.96	122.28
"tcruzi-2027528"	117.38	115.63
"tcruzi-2028191"	272.79	237.19
"tcruzi-2028916"	170.76	148.77
"tcruzi-2029279"	149.24	171.83
"tcruzi-2029914"	85.7	107.37
"tcruzi-2030693"	6626.94	4691.48
"tcruzi-2030694"	1404.9	1300.58
"tcruzi-2030695"	128.68	113.14
"tcruzi-2030708"	844.76	998.16
"tcruzi-2030752"	176.5	140.08
"tcruzi-2030898"	361.57	364.06
"tcruzi-2030902"	96.54	73.33
"tcruzi-2030911"	189.35	219.68
"tcruzi-2030921"	106.91	90.86
"tcruzi-2030922"	222.74	203.2
"tcruzi-2032124"	121.15	132.37
"tcruzi-2032426"	265.61	310.21
"tcruzi-2034178"	220.04	250.05
"tcruzi-2034179"	363.35	356.11
"tcruzi-203422"	246.01	277.58
"tcruzi-2034631"	160.64	149.24
"tcruzi-2035432"	72.83	78.28
"tcruzi-2036226"	78.54	96.65
"tcruzi-2036792"	76.1	75.91
"tcruzi-2036872"	164.84	139.91
"tcruzi-2036975"	398.97	458.29
"tcruzi-20377"	60.05	63.96
"tcruzi-203805"	632.1	592.69
"tcruzi-2038234"	136.2	157.12
"tcruzi-2041955"	38.22	47.69
"tcruzi-204202"	67.48	69.69
"tcruzi-2043204"	73.3	85.39
"tcruzi-2045447"	193.31	302.57
"tcruzi-2045584"	120.16	93.69
"tcruzi-2046558"	56.84	55.61
"tcruzi-2047008"	1252.93	1041.43
"tcruzi-2047009"	218.04	203.66
"tcruzi-2047627"	99.72	114.88
"tcruzi-2047661"	68.07	67.6
"tcruzi-2048720"	49.65	47.57
"tcruzi-2049499"	48.2	45.43
"tcruzi-2050739"	127.93	135.42
"tcruzi-2050867"	137.15	142.08
"tcruzi-2050984"	515.18	469.67
"tcruzi-205100"	486.42	622.94
"tcruzi-205101"	111.75	96.73
"tcruzi-205102"	107.48	144.45
"tcruzi-2052232"	85.9	92.83
"tcruzi-2052800"	116.35	84.93
"tcruzi-2052948"	44.12	37.56
"tcruzi-2053960"	56.01	52.62
"tcruzi-2056075"	140.98	160.72
"tcruzi-2056967"	50.55	60.21
"tcruzi-2057354"	151.09	139.66
"tcruzi-2057539"	401.14	399.62
"tcruzi-205814"	96.92	96.5
"tcruzi-2058812"	1145.08	1344.02
"tcruzi-2062195"	101.62	109.78
"tcruzi-2062472"	110.3	115.93
"tcruzi-206258"	1502.65	1606.43
"tcruzi-206259"	121.65	116.48
"tcruzi-2062701"	377.22	397.21
"tcruzi-2062702"	111.5	94.6
"tcruzi-2062973"	3010.07	2636.44
"tcruzi-2063020"	63.66	60.88
"tcruzi-2064383"	130.48	102.41
"tcruzi-2064689"	37.56	45.19
"tcruzi-206548"	162.86	194.5
"tcruzi-2065684"	70.32	69.31
"tcruzi-2066514"	86.02	98.32
"tcruzi-2067216"	162.28	154.75
"tcruzi-2067320"	55.92	64.76
"tcruzi-2069167"	101.72	126.62
"tcruzi-2071085"	82.53	95
"tcruzi-2072090"	59.58	231.08
"tcruzi-2072801"	125.86	113.14
"tcruzi-2073579"	76.54	70.48
"tcruzi-207494"	108.35	96.85
"tcruzi-2076458"	83.28	113.07
"tcruzi-2078224"	111.55	130.44
"tcruzi-2079000"	116.82	191.98
"tcruzi-2079005"	117.89	103.78
"tcruzi-2079457"	254.6	190
"tcruzi-2079732"	57.05	40.22
"tcruzi-2080693"	97.03	86.91
"tcruzi-208103"	144	125.23
"tcruzi-2081479"	54.49	42.94
"tcruzi-2082"	57.74	58.01
"tcruzi-2082767"	135.35	162.78
"tcruzi-2084234"	82.96	67.68
"tcruzi-2087348"	73.38	64.5
"tcruzi-2087903"	98.15	107.79
"tcruzi-2087904"	253.81	231.85
"tcruzi-2088011"	573.2	400.31
"tcruzi-2090164"	49.09	48.71
"tcruzi-2091125"	297.08	244.61
"tcruzi-2093267"	144.88	191.4
"tcruzi-2094606"	92.08	101.52
"tcruzi-2096582"	50.26	62.68
"tcruzi-2097963"	169.76	128.82
"tcruzi-2098184"	73.5	83.58
"tcruzi-2100367"	130.54	135.81
"tcruzi-2100588"	128.51	124.3
"tcruzi-2100810"	283.45	260.54
"tcruzi-2101751"	86.2	77.19
"tcruzi-2102681"	56.63	56.01
"tcruzi-21031"	65.55	76.17
"tcruzi-2103439"	95.05	83.33
"tcruzi-210420"	84.57	66.41
"tcruzi-2104766"	236.48	249.75
"tcruzi-2104796"	75.49	59.12
"tcruzi-2105159"	61.12	60.23
"tcruzi-2107135"	63.44	61.69
"tcruzi-210755"	94.19	82.14
"tcruzi-2108370"	271.68	273.71
"tcruzi-2108865"	66.01	66.88
"tcruzi-2108925"	77.08	79.4
"tcruzi-2110107"	99.51	89.36
"tcruzi-2110728"	90.01	73.87
"tcruzi-2111365"	57.24	49.55
"tcruzi-2113592"	274.46	288.48
"tcruzi-2116871"	63.07	84.7
"tcruzi-2116891"	2016	1842.78
"tcruzi-2117979"	171.83	187.43
"tcruzi-2122439"	59.05	56.55
"tcruzi-2124577"	207.9	319.16
"tcruzi-2126107"	231.36	272.19
"tcruzi-2127130"	148.12	303.64
"tcruzi-2127327"	167	212.25
"tcruzi-2127764"	481.64	259.63
"tcruzi-2128434"	52.55	52.24
"tcruzi-2128759"	117.71	117.12
"tcruzi-2129008"	57.29	50.82
"tcruzi-2129358"	130.66	107.31
"tcruzi-2129395"	67.1	65.65
"tcruzi-2130902"	75.38	76.75
"tcruzi-2134057"	74.45	88.39
"tcruzi-2134771"	60.37	48.89
"tcruzi-2135571"	2636.44	2453.96
"tcruzi-2135592"	86.09	72.12
"tcruzi-2135718"	125.97	168.22
"tcruzi-2135719"	115.03	123.66
"tcruzi-2135720"	133.77	121.69
"tcruzi-2135721"	138.44	107.46
"tcruzi-2135727"	89.82	85.26
"tcruzi-2135842"	86.36	95.99
"tcruzi-2136080"	390.11	531.44
"tcruzi-2136315"	114.75	128.58
"tcruzi-2136687"	502.61	402.58
"tcruzi-2137578"	119.94	114.27
"tcruzi-2137686"	335.71	324.77
"tcruzi-2137746"	98.06	109.7
"tcruzi-2138124"	184.13	139.2
"tcruzi-2138774"	148.99	107.9
"tcruzi-2138904"	52.75	101.99
"tcruzi-2138932"	91.18	85.88
"tcruzi-2140691"	50.65	48.62
"tcruzi-2141424"	431.32	483.31
"tcruzi-2142430"	133.48	99.89
"tcruzi-2143640"	95.17	85.13
"tcruzi-2143808"	67.74	74.52
"tcruzi-2144371"	109.54	90.06
"tcruzi-2144583"	255.35	223.8
"tcruzi-2144867"	159.21	144.98
"tcruzi-2145600"	244.35	138.24
"tcruzi-2145603"	2031.28	1894.69
"tcruzi-2145853"	144.38	94.08
"tcruzi-2147923"	344	382.52
"tcruzi-2150939"	196.03	222.09
"tcruzi-2152264"	211.85	101.58
