"Reporter Name"	"US_PO_normalizedData_r1"	"US_PO_normalizedData_r2"
"tcruzi-155723"	69.94	48.55
"tcruzi-1557974"	662.11	665.55
"tcruzi-1558192"	64.99	45.11
"tcruzi-1558882"	168.6	170.21
"tcruzi-1560166"	611.76	677.37
"tcruzi-1560681"	151.96	169.9
"tcruzi-1562189"	103.95	125.83
"tcruzi-1562390"	115.6	126.62
"tcruzi-1563057"	290.84	385.53
"tcruzi-1563192"	169.32	173.29
"tcruzi-1563272"	247.1	246.41
"tcruzi-156409"	101.65	131.77
"tcruzi-1564216"	100.59	87.99
"tcruzi-1564511"	238.24	236.08
"tcruzi-1565209"	145.82	170.89
"tcruzi-1565235"	352.1	244.15
"tcruzi-1566440"	629.9	683.2
"tcruzi-1566806"	574.45	446.87
"tcruzi-1567518"	184.45	224.04
"tcruzi-1568497"	309.62	360.22
"tcruzi-1569398"	84.63	84.72
"tcruzi-1569897"	412.7	434.35
"tcruzi-1570158"	315.86	323.16
"tcruzi-1570186"	199.08	187.25
"tcruzi-1572992"	1487.78	1533.73
"tcruzi-1573090"	494.76	418.05
"tcruzi-1573609"	82.37	60.53
"tcruzi-1574001"	536.31	586.13
"tcruzi-1574370"	118.24	147.97
"tcruzi-1574455"	36090.31	36287.97
"tcruzi-1574464"	106.72	103.93
"tcruzi-157550"	135	104.98
"tcruzi-1576824"	130.76	159.08
"tcruzi-1577928"	261.03	286.3
"tcruzi-1578131"	203.43	237.52
"tcruzi-1579926"	376.25	467.77
"tcruzi-1579988"	142.6	112.88
"tcruzi-1580163"	68.77	42.72
"tcruzi-1582045"	44214.14	46300.86
"tcruzi-1582046"	44397.93	41660.24
"tcruzi-1583575"	138.14	135.68
"tcruzi-1585791"	31603.27	32091.33
"tcruzi-1586553"	223.11	289.27
"tcruzi-1586666"	121.63	106.97
"tcruzi-1587110"	28721.57	30264.27
"tcruzi-1587286"	1473.03	1425.08
"tcruzi-1587970"	124.18	99.62
"tcruzi-1589324"	475.59	497.57
"tcruzi-1591348"	7264.3	6760.08
"tcruzi-1592412"	971.08	1098.32
"tcruzi-1592642"	281.76	344.64
"tcruzi-1592967"	136.96	125.36
"tcruzi-1594482"	608.66	212.68
"tcruzi-1595151"	6124.39	6479.33
"tcruzi-1596319"	90.7	84.89
"tcruzi-1596573"	65.08	69.02
"tcruzi-1597333"	326.5	278.98
"tcruzi-1597994"	995.63	1045.82
"tcruzi-1598056"	141.22	203.3
"tcruzi-1600920"	185.04	181.04
"tcruzi-1601146"	92.11	87.21
"tcruzi-1601383"	152.85	177.21
"tcruzi-1601462"	126.52	128.94
"tcruzi-1602087"	111.39	114.15
"tcruzi-1605232"	439.79	418.92
"tcruzi-1605410"	164	173.74
"tcruzi-1607120"	4809.72	4606.26
"tcruzi-1609253"	182.24	197.48
"tcruzi-1609402"	235.44	225.08
"tcruzi-1609538"	47401.46	47537.69
"tcruzi-1610808"	193.69	209.92
"tcruzi-1611123"	100.48	93.96
"tcruzi-161122"	118.42	146.41
"tcruzi-1612081"	188.28	179.92
"tcruzi-1612488"	217.27	234.92
"tcruzi-1613015"	129.62	118.83
"tcruzi-1613141"	80.75	99.72
"tcruzi-161340"	75.59	70.59
"tcruzi-1613641"	207.26	173.41
"tcruzi-1614533"	103.2	97.32
"tcruzi-1615039"	138.61	123.08
"tcruzi-1617797"	239.51	440.03
"tcruzi-1617962"	62.81	85.81
"tcruzi-1618311"	140.37	165.75
"tcruzi-1618347"	84.76	120.53
"tcruzi-1620284"	139.16	69.76
"tcruzi-1620754"	349	368.54
"tcruzi-1621076"	78.98	109.76
"tcruzi-162238"	160.3	156.86
"tcruzi-162246"	79.93	95.74
"tcruzi-162372"	92.43	124.57
"tcruzi-1624360"	166.01	200.44
"tcruzi-1624529"	175.57	190.44
"tcruzi-1624924"	758.64	532.11
"tcruzi-1625346"	552.43	631.26
"tcruzi-1625462"	56.8	52.65
"tcruzi-1626044"	154.79	153.8
"tcruzi-1626514"	2697.39	2008.48
"tcruzi-1626709"	62.54	58.77
"tcruzi-1628410"	813.03	894.73
"tcruzi-162871"	60.97	97.68
"tcruzi-1628918"	96.22	100.9
"tcruzi-1629094"	644.66	697.8
"tcruzi-1629167"	152.47	148.56
"tcruzi-1630827"	64.03	62.43
"tcruzi-163309"	73.98	75.3
"tcruzi-1633577"	54.02	262.26
"tcruzi-1634436"	159.08	191.85
"tcruzi-163544"	2008.48	1806.65
"tcruzi-163630"	452.53	565.85
"tcruzi-1636649"	74.25	68.05
"tcruzi-1636924"	29908.39	28721.57
"tcruzi-1638576"	203.71	193.3
"tcruzi-1638773"	76.87	91.82
"tcruzi-1638885"	98.64	147.37
"tcruzi-1639290"	88.15	78
"tcruzi-1642535"	224.26	378.03
"tcruzi-1642715"	1211.47	1367.39
"tcruzi-164274"	1149.62	1052.88
"tcruzi-1648561"	319.52	288.24
"tcruzi-1648624"	364.12	404.68
"tcruzi-1649215"	153.07	170.64
"tcruzi-1652332"	119.75	732.34
"tcruzi-1652638"	126.89	154.55
"tcruzi-1652969"	260.57	249
"tcruzi-1653467"	111.67	110.47
"tcruzi-1654056"	120.22	141.19
"tcruzi-1655756"	136.62	131.59
"tcruzi-1658910"	1039.58	1120.44
"tcruzi-165959"	1333.88	1103.85
"tcruzi-166088"	344.2	444.42
"tcruzi-1660985"	154.44	137.21
"tcruzi-166132"	121.72	94.62
"tcruzi-1661370"	380.57	299.34
"tcruzi-166138"	146.46	159.48
"tcruzi-1663272"	65.22	60.65
"tcruzi-1664138"	449.1	389.23
"tcruzi-1665081"	57.77	74.14
"tcruzi-1665190"	383.5	319.26
"tcruzi-1667950"	77.09	108.85
"tcruzi-1668665"	155.71	155.39
"tcruzi-1669240"	182.53	216.29
"tcruzi-1669981"	69.02	67.75
"tcruzi-1671320"	158.98	186.43
"tcruzi-1673022"	207.11	181.86
"tcruzi-167417"	75.43	83.69
"tcruzi-1674391"	170.89	124.18
"tcruzi-1675763"	143.73	142.56
"tcruzi-167751"	82.37	92.52
"tcruzi-1678538"	118.96	126.38
"tcruzi-1679278"	85.02	89.63
"tcruzi-1682107"	91.18	93.5
"tcruzi-168323"	1302.96	959.05
"tcruzi-1684723"	141.56	114.62
"tcruzi-1685154"	292.77	160.94
"tcruzi-168547"	1222.74	1372.49
"tcruzi-1686349"	94.08	94.69
"tcruzi-1686903"	174.61	200.07
"tcruzi-1687980"	116.02	127.52
"tcruzi-1688062"	162.62	124.07
"tcruzi-1694908"	123.82	136.88
"tcruzi-1695347"	596.04	496.75
"tcruzi-1696958"	767.53	714.92
"tcruzi-1697495"	153.65	174.97
"tcruzi-1698659"	122.26	113.88
"tcruzi-169895"	137.98	114.53
"tcruzi-1698982"	249.86	314.8
"tcruzi-1700247"	101.4	91.07
"tcruzi-1701757"	8992.4	9129.79
"tcruzi-1702338"	106.97	84.52
"tcruzi-1703903"	54.28	51.2
"tcruzi-1704414"	3576.76	4173.98
"tcruzi-1705979"	125.09	105.92
"tcruzi-1706055"	2037.6	2151.7
"tcruzi-170668"	338.97	335.51
"tcruzi-1707755"	201.26	181.26
"tcruzi-1709768"	92.93	90.77
"tcruzi-1711596"	652.22	754.86
"tcruzi-1711890"	846.72	742.04
"tcruzi-171532"	433.13	597.61
"tcruzi-1716760"	137.21	165.04
"tcruzi-1717835"	378.03	391.38
"tcruzi-1719157"	62.43	55.7
"tcruzi-1719301"	58.34	66.14
"tcruzi-1720191"	92.57	98
"tcruzi-1720319"	84.99	106.18
"tcruzi-1721011"	55.34	69.31
"tcruzi-1723439"	8263.65	8227.29
"tcruzi-1723442"	271.43	266.87
"tcruzi-1724052"	63.61	76.24
"tcruzi-1724529"	77.81	75.04
"tcruzi-1725233"	207.49	222.29
"tcruzi-1725727"	67.27	97.45
"tcruzi-1725839"	1004.02	430.93
"tcruzi-1726580"	430.93	616.51
"tcruzi-1727192"	55.85	51.56
"tcruzi-1727548"	1167.4	1252.68
"tcruzi-1727890"	134.45	140.52
"tcruzi-1728096"	201.1	252.5
"tcruzi-1728604"	80.57	67.27
"tcruzi-1728921"	270.75	346.09
"tcruzi-1729385"	458.73	239.66
"tcruzi-1729506"	74.5	97.62
"tcruzi-1730503"	132.95	194.21
"tcruzi-1731521"	1721.27	1572.38
"tcruzi-1731940"	1062.49	1135.43
"tcruzi-1734434"	221.58	226.15
"tcruzi-1736477"	171.66	134.26
"tcruzi-1737371"	310.48	294.42
"tcruzi-1739330"	56.12	66.14
"tcruzi-1739400"	557.29	492.69
"tcruzi-1740856"	51.56	47.86
"tcruzi-1741484"	54.62	57.34
"tcruzi-1743263"	134.73	182.05
"tcruzi-1744284"	172.23	188.41
"tcruzi-1744474"	82.19	76.87
"tcruzi-174456"	159.71	132.15
"tcruzi-1746060"	222.51	251.77
"tcruzi-1746723"	798.8	1034.6
"tcruzi-1747316"	558.72	464.7
"tcruzi-1748558"	9541.6	8601.79
"tcruzi-1749363"	122.98	103.41
"tcruzi-1749985"	80.09	65.66
"tcruzi-1750392"	63.13	75.86
"tcruzi-1751809"	88.61	79.44
"tcruzi-1753059"	116.52	146.64
"tcruzi-1754180"	68.61	56.12
"tcruzi-1755028"	182.92	176.75
"tcruzi-1755419"	218.26	230.23
"tcruzi-1755567"	149.47	177.21
"tcruzi-1755827"	1030.34	1049.14
"tcruzi-1757011"	142.99	173.55
"tcruzi-1757623"	178.32	201.1
"tcruzi-1758762"	211.49	157.54
"tcruzi-1760503"	60.16	44.16
"tcruzi-1761122"	14812.39	16095.93
"tcruzi-1762736"	81.28	79.89
"tcruzi-176301"	224.95	204.78
"tcruzi-1765342"	58.94	56.95
"tcruzi-1766597"	437.45	522.9
"tcruzi-1767615"	84.8	80.35
"tcruzi-176799"	106.15	81.42
"tcruzi-1768737"	30468.94	32816.56
"tcruzi-1768738"	32174.38	31320.2
"tcruzi-1768739"	29407.38	27116.83
"tcruzi-1769921"	289.83	233.35
"tcruzi-1770887"	241.38	306.63
"tcruzi-1771451"	199.42	147.81
"tcruzi-1771766"	106.01	102.47
"tcruzi-1771804"	85.68	77.66
"tcruzi-1771921"	2665.79	1211.47
"tcruzi-1771933"	178.52	163.81
"tcruzi-1773661"	189.52	174.88
"tcruzi-1774594"	94.22	118.96
"tcruzi-1775597"	160.03	141.06
"tcruzi-1776888"	105.92	91.55
"tcruzi-1777098"	52.94	51.4
"tcruzi-1780642"	145.27	158.36
"tcruzi-1781610"	155.6	138.46
"tcruzi-178775"	805.72	705.97
"tcruzi-1788057"	231.86	293.04
"tcruzi-178819"	459.2	390.22
"tcruzi-178882"	232.67	180.06
"tcruzi-1790093"	537.89	604.91
"tcruzi-1791938"	104.02	119.75
"tcruzi-1792230"	352.45	317.75
"tcruzi-1792287"	123.46	151.47
"tcruzi-1793211"	69.53	86.48
"tcruzi-179347"	1497.45	1651.61
"tcruzi-1793707"	752.59	640.45
"tcruzi-1794265"	155.39	151.15
"tcruzi-1794928"	154.09	134.09
"tcruzi-1794930"	140.14	131.35
"tcruzi-1795649"	248.68	284.61
"tcruzi-1799119"	261.77	205.65
"tcruzi-1802513"	75.14	75.69
"tcruzi-1803887"	34803.92	36413.21
"tcruzi-1805874"	67.15	49.72
"tcruzi-180674"	113.12	163.02
"tcruzi-1807430"	100.22	108.16
"tcruzi-1807541"	135.87	121.72
"tcruzi-180845"	121.13	105.83
"tcruzi-1810179"	32253.6	33900
"tcruzi-181071"	367.71	364.51
"tcruzi-1810886"	174.03	164.59
"tcruzi-1811006"	103.34	111.31
"tcruzi-1811085"	240.66	228.86
"tcruzi-1812056"	126.75	120.35
"tcruzi-1813512"	959.05	995.63
"tcruzi-1813788"	84.17	92.52
"tcruzi-1814057"	5486.47	5115.87
"tcruzi-1814795"	699.83	1075.79
"tcruzi-181504"	170.64	270.1
"tcruzi-1815579"	94.62	79.58
"tcruzi-1815965"	286.3	232.88
"tcruzi-1816816"	172.61	142.92
"tcruzi-1817252"	103.08	105.59
"tcruzi-1819832"	229.52	242.68
"tcruzi-1820245"	101.32	98.12
"tcruzi-1820392"	77.22	80.03
"tcruzi-1822441"	205.12	243.26
"tcruzi-1823230"	213.75	175.57
"tcruzi-1824082"	51.97	78.59
"tcruzi-1824455"	80.35	88.09
"tcruzi-1824615"	345.6	366.36
"tcruzi-1824753"	311.61	363.07
"tcruzi-182498"	202.7	221.76
"tcruzi-1825152"	57.52	65.22
"tcruzi-1825436"	153.21	157.9
"tcruzi-1825497"	242.97	261.77
"tcruzi-1825708"	5200.54	5465.2
"tcruzi-1825709"	104.37	174.61
"tcruzi-1825943"	87.47	66.5
"tcruzi-1828463"	58.25	47.53
"tcruzi-1831110"	259.2	183.03
"tcruzi-1831375"	54.38	76.87
"tcruzi-1831615"	501.47	316.77
"tcruzi-1831694"	34719.44	36467.55
"tcruzi-1832580"	446.07	474.58
"tcruzi-1834231"	171.43	177.06
"tcruzi-1834440"	48334.01	47000.9
"tcruzi-1834441"	48645.58	44140.55
"tcruzi-1834443"	44618.64	43354.86
"tcruzi-1834934"	114.09	103.2
"tcruzi-1834939"	320.48	384.57
"tcruzi-1835748"	255.36	245.12
"tcruzi-1835940"	163.11	161.14
"tcruzi-1836529"	105.33	65.84
"tcruzi-1838018"	952.21	606.98
"tcruzi-1838563"	356.67	386.59
"tcruzi-183898"	212.53	275.09
"tcruzi-1839444"	110.4	94.1
"tcruzi-1839840"	3794.62	3886.04
"tcruzi-1839900"	272.67	228.13
"tcruzi-1840261"	137.9	106.01
"tcruzi-1841678"	95.49	106.88
"tcruzi-1841901"	646.63	610.18
"tcruzi-184205"	92.02	100.79
"tcruzi-184239"	2625.89	2432.51
"tcruzi-1844384"	31540.85	33050.67
"tcruzi-1844903"	37275.98	37275.98
"tcruzi-1844980"	31182.84	29184.71
"tcruzi-1844981"	39996.44	39927.47
"tcruzi-1844982"	36798.01	35563.82
"tcruzi-1844984"	33900	41567.62
"tcruzi-1844985"	913.22	1039.58
"tcruzi-1845654"	580.55	748.3
"tcruzi-1846978"	157.54	143.83
"tcruzi-1848064"	101.87	98.23
"tcruzi-1848403"	257.63	244.76
"tcruzi-1848426"	540.13	536.31
"tcruzi-1848819"	103.41	110.14
"tcruzi-1848880"	46685.53	48518.04
"tcruzi-1849605"	229.75	273.34
"tcruzi-1849977"	170.21	184.81
"tcruzi-1852032"	1318.51	1306.29
"tcruzi-1852415"	172.52	139.78
"tcruzi-1852577"	365.07	337.26
"tcruzi-1854389"	219.08	203.07
"tcruzi-1854993"	253.02	284.2
"tcruzi-1855699"	89.38	84.99
"tcruzi-1856550"	48.74	56.8
"tcruzi-1856849"	100.92	116.84
"tcruzi-1857146"	63.45	83.77
"tcruzi-185739"	115.9	143.13
"tcruzi-1857763"	100.54	123.26
"tcruzi-1857791"	61.69	46.85
"tcruzi-1858109"	68.87	73.79
"tcruzi-1858678"	197.54	191.05
"tcruzi-1859347"	156.91	210.06
"tcruzi-186057"	146.12	152.85
"tcruzi-1861764"	69.76	82.41
"tcruzi-186215"	129.51	104.88
"tcruzi-1863080"	212.34	296.65
"tcruzi-1864503"	90.01	88.41
"tcruzi-1865671"	179.48	195.46
"tcruzi-1867341"	75.89	71.02
"tcruzi-1867553"	228.13	188.22
"tcruzi-1869141"	125.71	106.11
"tcruzi-187006"	152.25	135.4
"tcruzi-1870282"	64.32	74.5
"tcruzi-1870394"	123.08	106.55
"tcruzi-1874100"	127.94	115.9
"tcruzi-1874766"	128.03	107.71
"tcruzi-1875741"	247.85	270.75
"tcruzi-1876888"	919.84	939.66
"tcruzi-1877172"	589.8	686.5
"tcruzi-1877196"	66.02	70.79
"tcruzi-187838"	67.66	54.38
"tcruzi-1878419"	1023.34	1394.31
"tcruzi-1880256"	111.94	147.26
"tcruzi-1882369"	2130.73	2415.33
"tcruzi-1882385"	30264.27	26378.44
"tcruzi-1882802"	113.94	101.65
"tcruzi-1885771"	147.76	144.66
"tcruzi-1886705"	3632.14	3739.8
"tcruzi-1887062"	52.44	62.36
"tcruzi-1887099"	401.38	524.31
"tcruzi-1887343"	158.85	125.71
"tcruzi-188755"	108.37	75.14
"tcruzi-1888658"	216.29	230.84
"tcruzi-1891109"	197.17	1473.03
"tcruzi-1891159"	150.36	165.23
"tcruzi-189218"	15090.79	16605.14
"tcruzi-189303"	86.13	88.33
"tcruzi-1893677"	102.67	74.9
"tcruzi-1894243"	57.85	54.46
"tcruzi-1896124"	414.81	349.48
"tcruzi-1896417"	185.58	219.58
"tcruzi-1897087"	91.46	105.07
"tcruzi-1898998"	108.85	115.02
"tcruzi-1901714"	300.9	274.44
"tcruzi-1902057"	160.76	166.98
"tcruzi-1902472"	1098.32	1294.94
"tcruzi-1902933"	259.47	200.75
"tcruzi-1903219"	173.66	192.56
"tcruzi-1904757"	522.9	533.84
"tcruzi-190487"	92.65	72.14
"tcruzi-1907900"	104.56	83.69
"tcruzi-190817"	165.42	162.83
"tcruzi-1908217"	212.92	200.94
"tcruzi-190870"	439.79	482.19
"tcruzi-191073"	151.79	144.89
"tcruzi-1910813"	186.1	207.64
"tcruzi-1911654"	242.49	252.26
"tcruzi-1912086"	1578.81	1464.15
"tcruzi-1912190"	493.53	361.33
"tcruzi-191512"	167.31	135.21
"tcruzi-1915162"	210.82	133.8
"tcruzi-1915552"	127.04	115.54
"tcruzi-1915593"	1197.06	1143.06
"tcruzi-1915820"	94.4	104.12
"tcruzi-1916208"	176.22	120.78
"tcruzi-1917866"	105.1	81.62
"tcruzi-192016"	118.49	109.9
"tcruzi-1921473"	76.1	74.36
"tcruzi-1921826"	107.2	91.33
"tcruzi-1922058"	116.37	93.18
"tcruzi-1922247"	99.04	136.3
"tcruzi-192225"	132.37	135.58
"tcruzi-1922508"	54.46	64.88
"tcruzi-1925185"	174.88	176
"tcruzi-1925272"	18009.37	19382.6
"tcruzi-192572"	147.6	129.04
"tcruzi-1926122"	128.22	81.07
"tcruzi-1926210"	792.45	906.78
"tcruzi-1927367"	342.46	291.22
"tcruzi-1929107"	59.51	70.95
"tcruzi-1932117"	125.65	92.52
"tcruzi-1932287"	116.98	102.15
"tcruzi-1932381"	504.97	540.13
"tcruzi-1932516"	112.88	93.59
"tcruzi-1933179"	155.09	128.53
"tcruzi-1933379"	142.05	116.98
"tcruzi-1933462"	1689.55	1449.45
"tcruzi-1935209"	102.91	118.24
"tcruzi-1936027"	142.6	134.73
"tcruzi-1936456"	363.07	345.6
"tcruzi-1937452"	89.74	97.13
"tcruzi-1940278"	76.87	98.91
"tcruzi-194096"	217.79	173.13
"tcruzi-1941265"	486.78	289.49
"tcruzi-1941426"	230.58	223.32
"tcruzi-1941976"	76.18	55.06
"tcruzi-1943637"	73.81	87.85
"tcruzi-1944043"	40061.71	40515.42
"tcruzi-1944234"	150.87	162.23
"tcruzi-1945660"	150.76	155.6
"tcruzi-1946289"	266.56	242.49
"tcruzi-1946291"	5856.09	5641.73
"tcruzi-1946292"	7033.97	5768.38
"tcruzi-1946297"	4948.75	5174.94
"tcruzi-1946298"	4667.25	4339.64
"tcruzi-1947119"	7611.26	4901.57
"tcruzi-1951099"	148.37	150.08
"tcruzi-1951541"	41847.14	44462.95
"tcruzi-1954272"	118.83	114.05
"tcruzi-1957071"	183.86	201.84
"tcruzi-1957213"	91.6	108.75
"tcruzi-1957459"	105.72	109.48
"tcruzi-195952"	1027.21	809.16
"tcruzi-1961045"	69.7	102.64
"tcruzi-196173"	164.27	180.42
"tcruzi-1962816"	640.45	776.96
"tcruzi-1963837"	226.15	245.35
"tcruzi-1963924"	168.34	190.76
"tcruzi-1964286"	521.92	572.32
"tcruzi-1964683"	2942.18	3096.99
"tcruzi-1965340"	117.23	130.97
"tcruzi-1965347"	510.35	494.76
"tcruzi-1965742"	77.49	83.69
"tcruzi-196594"	121.9	103.3
"tcruzi-1966604"	14498.23	15164.88
"tcruzi-1968348"	53.36	59.69
"tcruzi-1969"	233.18	189.38
"tcruzi-1972762"	45.38	45.77
"tcruzi-1973994"	72.18	78.79
"tcruzi-1974091"	43171.16	30338.55
"tcruzi-1975354"	145.02	125.09
"tcruzi-1978598"	240.87	265.79
"tcruzi-1979434"	288.24	288.92
"tcruzi-1981357"	36716.45	33462.27
"tcruzi-1982557"	127.34	146.87
"tcruzi-1984199"	117.66	133.75
"tcruzi-1985376"	155.29	171.98
"tcruzi-1987562"	371.58	376.25
"tcruzi-1989081"	2151.7	2336.31
"tcruzi-1989292"	4512.92	4948.75
"tcruzi-1989991"	70.95	63.78
"tcruzi-1990518"	126.32	132.44
"tcruzi-1991307"	136.7	128.03
"tcruzi-1991562"	154.35	144.16
"tcruzi-1991977"	144.09	115.31
"tcruzi-1992016"	1832.61	2046.86
"tcruzi-1992492"	93.91	119.98
"tcruzi-199262"	168.46	215
"tcruzi-1993115"	72.95	75.04
"tcruzi-1995390"	109.68	97.5
"tcruzi-1995483"	135.68	127.63
"tcruzi-1995799"	658.81	624.84
"tcruzi-1995800"	45965.06	45965.06
"tcruzi-1995801"	41802.61	44678.56
"tcruzi-1995804"	33050.67	34307.3
"tcruzi-1995806"	45654.06	47401.46
"tcruzi-1995807"	32484.07	31454.93
"tcruzi-1997210"	95.27	97.89
"tcruzi-1997296"	86.39	67.83
"tcruzi-1997572"	91.24	117.7
"tcruzi-19981"	83.08	71.56
"tcruzi-1998837"	139.7	138.39
"tcruzi-1999215"	106.57	128.19
"tcruzi-2000458"	95.6	70.28
"tcruzi-2000749"	239.66	181.51
"tcruzi-200121"	200.51	164.27
"tcruzi-2001364"	56.59	56.23
"tcruzi-2001502"	228.72	165.5
"tcruzi-2002834"	157.72	174.5
"tcruzi-2002851"	195.46	168.89
"tcruzi-2004218"	149.03	149.8
"tcruzi-2006243"	1464.15	1510.24
"tcruzi-2007518"	374.15	357.85
"tcruzi-2007535"	2904.82	3206.47
"tcruzi-20087"	160.03	104.74
"tcruzi-2008938"	144.32	108.41
"tcruzi-2009954"	2541.08	2649.21
"tcruzi-2010792"	3739.8	3942.46
"tcruzi-201174"	72.18	73.51
"tcruzi-2012115"	8440.11	3151.43
"tcruzi-2012117"	5140.78	5551.14
"tcruzi-2012118"	5331.92	5200.54
"tcruzi-2012691"	191.24	156.12
"tcruzi-2012959"	206.54	105.41
"tcruzi-2013473"	19382.6	19969.46
"tcruzi-2013866"	269.52	218.74
"tcruzi-2013980"	93.75	81.25
"tcruzi-2014352"	1794.41	1764.96
"tcruzi-201645"	105.2	88.29
"tcruzi-2016637"	223.59	199.47
"tcruzi-2017238"	38380.74	33741.51
"tcruzi-2017278"	166.9	136.42
"tcruzi-2017279"	286.63	295.3
"tcruzi-2019830"	5426.89	4104.82
"tcruzi-2020258"	211.62	179.12
"tcruzi-202167"	153.94	157.33
"tcruzi-2022214"	627.81	801.25
"tcruzi-202265"	364.51	357.23
"tcruzi-2024192"	239.32	195.21
"tcruzi-2025654"	967.44	931.21
"tcruzi-2026873"	140.29	146.41
"tcruzi-2027528"	148.66	151.01
"tcruzi-2028191"	325.53	397.53
"tcruzi-2028916"	78.63	102.54
"tcruzi-2029279"	1080.22	1055.51
"tcruzi-2029914"	67.34	59.91
"tcruzi-2030693"	32091.33	32484.07
"tcruzi-2030694"	39843.92	44397.93
"tcruzi-2030695"	44826.41	44340.32
"tcruzi-2030708"	40371.12	39798.24
"tcruzi-2030752"	222.29	178.76
"tcruzi-2030898"	22944.48	22793.06
"tcruzi-2030902"	4866.86	4809.72
"tcruzi-2030911"	18543.51	18009.37
"tcruzi-2030921"	35159.38	33544.38
"tcruzi-2030922"	36544.92	36193.81
"tcruzi-2032124"	498.66	475.59
"tcruzi-2032426"	182.73	322.49
"tcruzi-2034178"	25249.07	25078.7
"tcruzi-2034179"	37182.5	35038.88
"tcruzi-203422"	430.21	347.51
"tcruzi-2034631"	145.38	166.45
"tcruzi-2035432"	131.12	129.17
"tcruzi-2036226"	391.38	366.64
"tcruzi-2036792"	66.96	91.68
"tcruzi-2036872"	272.44	287.36
"tcruzi-2036975"	129.72	155.53
"tcruzi-20377"	85.94	89.57
"tcruzi-203805"	4173.98	3773.54
"tcruzi-2038234"	23136.86	24474.33
"tcruzi-2041955"	38.77	49.28
"tcruzi-204202"	199.84	191.17
"tcruzi-2043204"	250.84	127.04
"tcruzi-2045447"	470.72	479.47
"tcruzi-2045584"	119.43	144.72
"tcruzi-2046558"	71.77	80.75
"tcruzi-2047008"	32816.56	36022.18
"tcruzi-2047009"	34854.39	38814.29
"tcruzi-2047627"	120.35	100.94
"tcruzi-2047661"	75.25	75.55
"tcruzi-2048720"	52.65	65.14
"tcruzi-2049499"	59.91	62.58
"tcruzi-2050739"	255.47	239.51
"tcruzi-2050867"	240.38	211.32
"tcruzi-2050984"	105.25	140.29
"tcruzi-205100"	14556.34	15468.02
"tcruzi-205101"	15421.72	17195.16
"tcruzi-205102"	16648.92	17714.22
"tcruzi-2052232"	150.2	132.3
"tcruzi-2052800"	977.53	805.72
"tcruzi-2052948"	44.98	40.03
"tcruzi-2053960"	46.17	60.81
"tcruzi-2056075"	110.6	118.11
"tcruzi-2056967"	65.84	57.47
"tcruzi-2057354"	1120.44	838.01
"tcruzi-2057539"	467.07	390.63
"tcruzi-205814"	221.24	286.63
"tcruzi-2058812"	75.07	75.55
"tcruzi-2062195"	148.08	169.69
"tcruzi-2062472"	317.75	166.2
"tcruzi-206258"	34116.71	26146.52
"tcruzi-206259"	43694.22	44214.14
"tcruzi-2062701"	24767.73	23192.52
"tcruzi-2062702"	23914.64	23482.92
"tcruzi-2062973"	17275.21	16551.48
"tcruzi-2063020"	84.89	69.11
"tcruzi-2064383"	174.43	156.62
"tcruzi-2064689"	53.69	38.77
"tcruzi-206548"	93.7	109.85
"tcruzi-2065684"	73.51	65.41
"tcruzi-2066514"	44678.56	45146.44
"tcruzi-2067216"	227	238.49
"tcruzi-2067320"	94.99	81.9
"tcruzi-2069167"	190.44	205.37
"tcruzi-2071085"	1543	1478.04
"tcruzi-2072090"	73.76	84.66
"tcruzi-2072801"	212.68	243.84
"tcruzi-2073579"	200.75	198.17
"tcruzi-207494"	139.34	174.73
"tcruzi-2076458"	150.51	122.68
"tcruzi-2078224"	1387.94	1906.97
"tcruzi-2079000"	196.49	249.54
"tcruzi-2079005"	194.21	240.66
"tcruzi-2079457"	21007.42	21717.3
"tcruzi-2079732"	57.63	53.05
"tcruzi-2080693"	123.16	102.71
"tcruzi-208103"	96.99	78.26
"tcruzi-2081479"	42.72	50.3
"tcruzi-2082"	62.26	72.86
"tcruzi-2082767"	145.57	122.84
"tcruzi-2084234"	100.7	119.22
"tcruzi-2087348"	314.8	182.92
"tcruzi-2087903"	227.12	262.97
"tcruzi-2087904"	238.72	298.18
"tcruzi-2088011"	1359.51	716.84
"tcruzi-2090164"	49.92	50.07
"tcruzi-2091125"	212.79	233.18
"tcruzi-2093267"	1715.17	2165.1
"tcruzi-2094606"	109.02	111.67
"tcruzi-2096582"	88.33	90.32
"tcruzi-2097963"	77.81	75.36
"tcruzi-2098184"	58.64	76.62
"tcruzi-2100367"	116.27	130.69
"tcruzi-2100588"	85.53	101.44
"tcruzi-2100810"	158.29	179.03
"tcruzi-2101751"	107.97	100.59
"tcruzi-2102681"	63.37	65.59
"tcruzi-21031"	329.5	255.47
"tcruzi-2103439"	144.72	184.15
"tcruzi-210420"	117.47	83.46
"tcruzi-2104766"	249.17	368.3
"tcruzi-2104796"	130.61	186.84
"tcruzi-2105159"	112.24	122.26
"tcruzi-2107135"	55.19	168.25
"tcruzi-210755"	149.16	139.16
"tcruzi-2108370"	1572.38	1155.64
"tcruzi-2108865"	76.32	59.51
"tcruzi-2108925"	163.34	101.97
"tcruzi-2110107"	167.96	180.3
"tcruzi-2110728"	289.49	246.18
"tcruzi-2111365"	59.14	64.99
"tcruzi-2113592"	616.51	701.48
