"Reporter Name"	"US_PO_normalizedData_r1"	"US_PO_normalizedData_r2"
"tcruzi-1034083"	131.77	110.47
"tcruzi-1035077"	20199.26	20395.4
"tcruzi-1035078"	21717.3	21392.89
"tcruzi-1035080"	21526.26	22172.61
"tcruzi-1035095"	84.41	60.18
"tcruzi-1035330"	1229.61	1163.02
"tcruzi-1035452"	446.87	417.39
"tcruzi-1035831"	10855.65	10939.99
"tcruzi-1036424"	152.18	128.67
"tcruzi-1036899"	3240.82	3576.76
"tcruzi-1037510"	194.64	175.12
"tcruzi-1038739"	183.99	187.56
"tcruzi-1039442"	7105.6	8829.18
"tcruzi-1039443"	135.29	123.64
"tcruzi-1040693"	134.14	172.88
"tcruzi-1040731"	381.72	458.07
"tcruzi-1041302"	218.55	280.05
"tcruzi-1041708"	848.85	979.58
"tcruzi-1041867"	157.33	168.75
"tcruzi-1042509"	78.86	85.57
"tcruzi-1043101"	38548.33	33819.07
"tcruzi-1043105"	26054.09	26913.37
"tcruzi-1043430"	244.15	262.7
"tcruzi-1043597"	90.85	67.1
"tcruzi-104363"	35717.03	36544.92
"tcruzi-1045857"	128.22	130.97
"tcruzi-1047130"	35628.13	38380.74
"tcruzi-1047131"	46073.18	44780.82
"tcruzi-1047216"	450.3	462.15
"tcruzi-1048656"	648.76	413.61
"tcruzi-104933"	22102.13	23050.37
"tcruzi-1049456"	2616.85	2916.3
"tcruzi-1049457"	1651.61	1825.7
"tcruzi-1049459"	6892.68	6938.21
"tcruzi-1049460"	4727.39	5331.92
"tcruzi-1049681"	137.38	139.94
"tcruzi-1050192"	237.43	282.51
"tcruzi-1051382"	199.57	174.03
"tcruzi-1051383"	381.22	321.79
"tcruzi-1052163"	176	197.86
"tcruzi-1052389"	88.33	68.65
"tcruzi-105242"	21947.33	23726.08
"tcruzi-105243"	25183.32	24850.07
"tcruzi-1052963"	1179.44	623.42
"tcruzi-1053839"	1998.58	1715.17
"tcruzi-1054268"	72.4	65.3
"tcruzi-1054795"	124.04	155.09
"tcruzi-1055054"	145.71	133.4
"tcruzi-1056572"	205.37	204
"tcruzi-1057758"	788.36	558.72
"tcruzi-1058975"	131.35	145.38
"tcruzi-1061624"	16551.48	16040.77
"tcruzi-1062107"	314.45	327.74
"tcruzi-1063180"	402.62	453.65
"tcruzi-1064975"	421.84	411.54
"tcruzi-1065373"	1775.54	2037.6
"tcruzi-1066149"	233.35	189.52
"tcruzi-1067527"	157.85	167.62
"tcruzi-1068774"	232.14	248.68
"tcruzi-1070351"	120.6	127.12
"tcruzi-1070949"	2597.74	2253.01
"tcruzi-1071550"	104.75	100.7
"tcruzi-1071635"	202.94	207.11
"tcruzi-1071656"	114.3	127.63
"tcruzi-1072899"	210.06	216.12
"tcruzi-1073178"	6591.95	6555.31
"tcruzi-1074762"	207.64	245.94
"tcruzi-1076155"	104.33	221.94
"tcruzi-1076960"	170.77	147.2
"tcruzi-1078204"	464.7	187.92
"tcruzi-1079213"	140.65	169.32
"tcruzi-1079805"	99.89	89.98
"tcruzi-1080234"	272.18	506.01
"tcruzi-1080657"	137.78	129.96
"tcruzi-108500"	80.03	74.28
"tcruzi-1086010"	110.2	104.23
"tcruzi-1087087"	161.14	171.21
"tcruzi-1087996"	350.78	188.28
"tcruzi-1090931"	140.05	135.87
"tcruzi-1092031"	117.52	151.86
"tcruzi-1092553"	532.11	454.83
"tcruzi-1093214"	244.76	245.67
"tcruzi-1093470"	119.98	88.61
"tcruzi-1094580"	117.79	149.67
"tcruzi-1096133"	327.5	345.12
"tcruzi-1096643"	54.02	56.47
"tcruzi-1097013"	190.58	207.49
"tcruzi-1097783"	79.27	82.24
"tcruzi-1102488"	1478.04	1289.22
"tcruzi-1107248"	283.84	349.48
"tcruzi-1107505"	81.16	93.75
"tcruzi-1107684"	330.1	329.5
"tcruzi-1108412"	28229.64	27740.5
"tcruzi-1109106"	79.21	55.94
"tcruzi-1109336"	91.46	101.24
"tcruzi-1109400"	87.99	133.3
"tcruzi-1109936"	49.52	42.1
"tcruzi-1110036"	387.68	355.72
"tcruzi-1112773"	81.73	86.9
"tcruzi-1114448"	121.46	98.38
"tcruzi-1114850"	51348.77	56673.9
"tcruzi-1114852"	304.98	318.02
"tcruzi-1114868"	51853.44	48958.61
"tcruzi-1116183"	76.7	77.09
"tcruzi-1116761"	58.77	52.78
"tcruzi-1117091"	132.15	127.21
"tcruzi-1118377"	399.36	433.13
"tcruzi-1119706"	116.73	86.7
"tcruzi-1120174"	56.23	48.22
"tcruzi-1120683"	49028.96	51853.44
"tcruzi-1120684"	45026.73	46906.64
"tcruzi-1120884"	114.42	112.24
"tcruzi-1122368"	170.35	152.59
"tcruzi-1123831"	1657.06	1636.87
"tcruzi-1124337"	183.15	214
"tcruzi-1124347"	38606.08	35628.13
"tcruzi-1125238"	265.79	229.75
"tcruzi-1125763"	923.52	854.59
"tcruzi-1126563"	44140.55	46685.53
"tcruzi-1127742"	56.34	51.77
"tcruzi-1127972"	120.53	123.16
"tcruzi-1128134"	57.22	58.94
"tcruzi-11286"	168.15	192.3
"tcruzi-113085"	66.76	77.92
"tcruzi-1133715"	59.41	59.08
"tcruzi-1134348"	97.5	85.35
"tcruzi-1136523"	156.05	166.9
"tcruzi-1137500"	52.14	52.44
"tcruzi-1137590"	315.36	313.22
"tcruzi-1138516"	91.68	85.24
"tcruzi-113872"	134.14	159.71
"tcruzi-1139032"	354.55	430.21
"tcruzi-1139259"	353.01	272.67
"tcruzi-1139683"	79.68	74.78
"tcruzi-1143483"	1258.34	1204.19
"tcruzi-1144556"	190.76	203.6
"tcruzi-1144643"	109.26	79.77
"tcruzi-1145281"	273.76	224.46
"tcruzi-1145746"	79.58	73.09
"tcruzi-1146618"	64.67	52.99
"tcruzi-1147006"	2313.79	2665.79
"tcruzi-1147752"	180.42	188.87
"tcruzi-1148892"	224.04	600.83
"tcruzi-1148997"	1560.45	1860.87
"tcruzi-1149067"	441.24	600.06
"tcruzi-11494"	377.15	374.86
"tcruzi-1150857"	227.33	219.23
"tcruzi-1151645"	641.59	552.43
"tcruzi-1152294"	90.77	80.71
"tcruzi-1153790"	167.06	161.29
"tcruzi-1154199"	81.42	103.7
"tcruzi-115598"	261.96	205.8
"tcruzi-1156021"	102.86	93.02
"tcruzi-1157570"	92.43	72.46
"tcruzi-1157822"	50.57	82.5
"tcruzi-1158841"	66.37	78.73
"tcruzi-1163050"	51.4	61.98
"tcruzi-1163963"	65.41	77.18
"tcruzi-1165792"	277.89	321.52
"tcruzi-1165897"	166.58	198.31
"tcruzi-1166423"	209.33	171.08
"tcruzi-1168352"	86.21	87.4
"tcruzi-11689"	821.66	821.66
"tcruzi-11690"	43502.93	45654.06
"tcruzi-1169433"	79.86	141.44
"tcruzi-1170160"	88.98	67.34
"tcruzi-117097"	66.5	85.98
"tcruzi-1171358"	163.66	197.48
"tcruzi-1172245"	11673.01	9218.54
"tcruzi-1172744"	72.02	65.48
"tcruzi-1174014"	27679.12	28075.53
"tcruzi-11758"	239.89	279.66
"tcruzi-1175905"	93.59	90.2
"tcruzi-1176260"	454.83	455.62
"tcruzi-1176263"	61.8	63.13
"tcruzi-1176294"	2075.04	1629.85
"tcruzi-1176545"	147.26	144.09
"tcruzi-1177409"	271.64	292.55
"tcruzi-1177668"	977.53	991.02
"tcruzi-1178140"	166.39	151.36
"tcruzi-1179174"	550.04	690.32
"tcruzi-1179733"	94.75	141.9
"tcruzi-1180613"	113.23	135.87
"tcruzi-118238"	4241.51	4751.74
"tcruzi-11840"	100.79	125.41
"tcruzi-1184334"	133.65	105.52
"tcruzi-1184353"	143.13	153.8
"tcruzi-118568"	2222.42	1984.59
"tcruzi-1187154"	98.87	108.62
"tcruzi-1187756"	174.43	157.39
"tcruzi-1187989"	2508.16	2381.76
"tcruzi-1189130"	209.13	192.87
"tcruzi-1189287"	417.39	481.35
"tcruzi-1190556"	88.82	94.91
"tcruzi-1190754"	418.05	431.97
"tcruzi-1190942"	68.15	68.15
"tcruzi-1191312"	513.89	579.54
"tcruzi-1191745"	64.56	78.18
"tcruzi-1192382"	5361.22	4866.86
"tcruzi-1192513"	442.4	428.7
"tcruzi-1192644"	64.88	68.77
"tcruzi-1192731"	193.3	143.19
"tcruzi-1192920"	936.78	1087.69
"tcruzi-1192981"	138.94	154.55
"tcruzi-1193421"	5589.67	6031.37
"tcruzi-1194306"	58.45	57.22
"tcruzi-1195256"	142.05	150.65
"tcruzi-1195808"	1449.45	1588.95
"tcruzi-1196444"	2720.63	2188.31
"tcruzi-1197917"	87.12	94.49
"tcruzi-1197981"	2488.02	2867.66
"tcruzi-1198163"	199.08	202.21
"tcruzi-1198849"	303.3	273.12
"tcruzi-1199723"	53.23	45.38
"tcruzi-1200640"	184.74	173.88
"tcruzi-1200824"	496.75	495.45
"tcruzi-1201746"	66.09	61.34
"tcruzi-1202762"	111.57	144.48
"tcruzi-120514"	2140.24	1956.1
"tcruzi-1206903"	367.41	371.58
"tcruzi-1209182"	626.04	779.81
"tcruzi-120983"	3845.29	3703.94
"tcruzi-121239"	1367.39	963.78
"tcruzi-1212584"	98.38	108.65
"tcruzi-1212683"	321.79	217.17
"tcruzi-1213286"	1817.81	1616.67
"tcruzi-1214110"	149.6	126.32
"tcruzi-1215459"	4924.46	5075.74
"tcruzi-1216709"	125.36	121.9
"tcruzi-1217211"	188.11	191.73
"tcruzi-1217691"	183.72	158.01
"tcruzi-1218001"	686.5	407.09
"tcruzi-1218699"	141.06	105.33
"tcruzi-1221039"	1929.53	1895.68
"tcruzi-1221453"	1440.78	1179.44
"tcruzi-122201"	12300.44	12831.07
"tcruzi-1222478"	177.21	202.35
"tcruzi-1222568"	264.45	217.79
"tcruzi-1223214"	23555.17	24686.41
"tcruzi-1226275"	1636.87	1721.27
"tcruzi-1226870"	99.3	154.84
"tcruzi-1227315"	183.03	229.52
"tcruzi-1227945"	206.03	229.31
"tcruzi-1228944"	844.06	1197.06
"tcruzi-1229058"	186.52	296.48
"tcruzi-1229860"	78.08	95.6
"tcruzi-1229872"	1624.33	1750.3
"tcruzi-1230022"	86.29	84.8
"tcruzi-1230280"	1298.28	943.82
"tcruzi-1230668"	127.83	132.59
"tcruzi-1230871"	431.97	483.89
"tcruzi-123203"	34941.64	39062.87
"tcruzi-123204"	34040.84	34643.34
"tcruzi-123205"	34567.73	36965.41
"tcruzi-123206"	39927.47	40262.09
"tcruzi-1232450"	539.13	557.29
"tcruzi-1234147"	182.53	166.71
"tcruzi-1234542"	216.87	185.29
"tcruzi-1234811"	600.83	675.24
"tcruzi-1235803"	209.49	233.49
"tcruzi-1236908"	130.2	88.15
"tcruzi-1238827"	356.15	285.51
"tcruzi-1239381"	65.62	45.11
"tcruzi-1239612"	668.43	814.88
"tcruzi-1239848"	114.57	120.71
"tcruzi-124046"	156.17	179.65
"tcruzi-1241470"	82.03	111.94
"tcruzi-1241966"	48.31	87.66
"tcruzi-1242647"	89.47	89.47
"tcruzi-1243069"	428.7	373.46
"tcruzi-1243615"	1264.44	1264.44
"tcruzi-124383"	33205.87	33000.83
"tcruzi-124386"	34218.68	34941.64
"tcruzi-124387"	33462.27	31843.75
"tcruzi-124388"	36413.21	35217.13
"tcruzi-1243975"	1052.88	1093.91
"tcruzi-1244599"	216.87	206.03
"tcruzi-1247463"	93.02	96.02
"tcruzi-1249624"	124.82	120.6
"tcruzi-1250409"	357.23	449.1
"tcruzi-1250642"	190.9	220.68
"tcruzi-125141"	21604.7	21319.62
"tcruzi-125142"	28565.29	28229.64
"tcruzi-125143"	27997.07	29585.31
"tcruzi-1252129"	53.49	61.51
"tcruzi-1253172"	19477.55	19600.45
"tcruzi-1254480"	81.83	62.26
"tcruzi-1254712"	180.18	199
"tcruzi-1256061"	2362.29	2616.85
"tcruzi-1257101"	109.48	97.05
"tcruzi-1257972"	49544.07	47282.98
"tcruzi-1258493"	55.44	60.26
"tcruzi-1259796"	191.05	227.43
"tcruzi-1261085"	52.31	73.39
"tcruzi-1261129"	133.3	146.03
"tcruzi-1261667"	11332.39	11823.48
"tcruzi-1262973"	250.61	197.23
"tcruzi-1263935"	259.74	220.54
"tcruzi-1264424"	373.46	369.83
"tcruzi-1265106"	188.79	62.75
"tcruzi-1265968"	101.54	84.41
"tcruzi-1266173"	104.85	100.16
"tcruzi-1266948"	28357.88	31262.66
"tcruzi-1270797"	276.03	336.41
"tcruzi-127114"	1882.65	1728.95
"tcruzi-1271516"	197.99	211.62
"tcruzi-1271528"	835.7	752.59
"tcruzi-1271532"	230.84	241.73
"tcruzi-1274094"	123.54	139
"tcruzi-1276327"	62.7	61.16
"tcruzi-1276448"	326.19	436.4
"tcruzi-127678"	725.41	397.01
"tcruzi-1277039"	90.2	89.07
"tcruzi-1277130"	61.51	63.45
"tcruzi-1277600"	89.07	80.14
"tcruzi-1278580"	102.15	98.71
"tcruzi-1278741"	54.84	49.52
"tcruzi-1278979"	3001.85	3070.69
"tcruzi-1279756"	526.38	476.13
"tcruzi-1280987"	54.73	65.78
"tcruzi-1281860"	63.02	47.32
"tcruzi-1281920"	56.95	83.22
"tcruzi-1282955"	82.64	92.02
"tcruzi-1284444"	597.61	650.49
"tcruzi-128643"	435.36	320.97
"tcruzi-1287344"	106.88	123.86
"tcruzi-1288694"	97.62	96.22
"tcruzi-1292427"	47.19	41.67
"tcruzi-1292865"	286.91	302.58
"tcruzi-1294248"	2174.18	2313.79
"tcruzi-129431"	153.57	134.9
"tcruzi-1294435"	98	90.58
"tcruzi-1295819"	85.48	87.51
"tcruzi-1298179"	2649.21	2553.66
"tcruzi-12984"	9770.66	12018.83
"tcruzi-1298685"	181.51	195.72
"tcruzi-1299631"	155.53	153.07
"tcruzi-1300801"	1919.92	1872.02
"tcruzi-130353"	21228.78	22457.36
"tcruzi-1305035"	206.9	193.59
"tcruzi-1306960"	72.71	71.65
"tcruzi-1307469"	164.38	184.61
"tcruzi-130759"	294.42	309.28
"tcruzi-1307844"	38814.29	39501.53
"tcruzi-1308401"	57.12	61.8
"tcruzi-1308585"	128.53	103.13
"tcruzi-130911"	165.6	155.89
"tcruzi-1310689"	136.19	113.51
"tcruzi-1311448"	96.04	122.98
"tcruzi-1311716"	72.62	54.73
"tcruzi-1312139"	163.6	127.79
"tcruzi-1312666"	2415.33	1497.45
"tcruzi-1313268"	136.19	104.02
"tcruzi-1313404"	158.7	188.63
"tcruzi-1319429"	125.25	98.58
"tcruzi-131949"	328.49	282.23
"tcruzi-1319580"	177.62	199.36
"tcruzi-1319598"	193.59	189.02
"tcruzi-1319606"	87.01	118.19
"tcruzi-1320250"	244.37	227.83
"tcruzi-1322862"	358.41	515.56
"tcruzi-1323048"	504.12	515.09
"tcruzi-1323058"	84.94	77.26
"tcruzi-1323757"	75.89	82.74
"tcruzi-1324265"	1280.9	1073.05
"tcruzi-1324289"	1607.4	1882.65
"tcruzi-1324595"	95.35	99.89
"tcruzi-132480"	200.31	202.11
"tcruzi-132523"	12884.26	13004.44
"tcruzi-132526"	7667.98	7033.97
"tcruzi-132532"	11058.63	7572.01
"tcruzi-1326243"	163.02	225.45
"tcruzi-1326876"	185.58	301.26
"tcruzi-1327786"	78.79	66.28
"tcruzi-1328347"	1840.28	1560.45
"tcruzi-1329365"	127.16	124.36
"tcruzi-1330047"	165.81	185.93
"tcruzi-1330781"	78.54	72.57
"tcruzi-1330850"	246.56	227.24
"tcruzi-1332497"	399.97	348.21
"tcruzi-1333923"	215.45	194.09
"tcruzi-1334516"	27583.82	26663.28
"tcruzi-1334780"	292.15	327.05
"tcruzi-1336506"	144.85	160.71
"tcruzi-1338066"	256.66	268.09
"tcruzi-1339411"	215	266.05
"tcruzi-1340521"	215.24	170.77
"tcruzi-1340890"	358.94	563.59
"tcruzi-1341410"	238.49	257.01
"tcruzi-1342593"	112.76	138.61
"tcruzi-1343047"	660.84	641.59
"tcruzi-1346495"	387.12	351.22
"tcruzi-1350841"	784.85	693.82
"tcruzi-1351842"	78.08	71.65
"tcruzi-1353190"	1014.91	1234.48
"tcruzi-1353435"	129.82	146.54
"tcruzi-1354706"	2522.7	2541.08
"tcruzi-1355703"	62.54	49.13
"tcruzi-1356136"	429.29	364.12
"tcruzi-1357165"	124.77	142.99
"tcruzi-1357383"	416.65	476.7
"tcruzi-1357584"	72.52	78.1
"tcruzi-135812"	124.72	169.01
"tcruzi-1358773"	65.14	70.44
"tcruzi-1360905"	151.47	162.35
"tcruzi-1361764"	171.21	163.95
"tcruzi-1362843"	184.45	139.7
"tcruzi-1364002"	312.39	429.29
"tcruzi-1364284"	225.28	259.47
"tcruzi-1364901"	527.33	381.22
"tcruzi-1365246"	714.92	646.63
"tcruzi-1365986"	219.84	248.15
"tcruzi-1366529"	146.31	147.04
"tcruzi-1367500"	82.19	104.77
"tcruzi-1368041"	208.8	195.61
"tcruzi-1370289"	22793.06	21887.7
"tcruzi-1371050"	71.94	72.76
"tcruzi-1373329"	119.13	89.19
"tcruzi-1374160"	1510.24	1840.28
"tcruzi-1376288"	164.46	137.58
"tcruzi-1377822"	169.44	196.85
"tcruzi-1383389"	145.96	122.42
"tcruzi-138438"	346.62	305.68
"tcruzi-1386086"	198.48	155.17
"tcruzi-1386719"	23482.92	23612.35
"tcruzi-1387472"	2450.17	1706.89
"tcruzi-1389417"	93.09	92.83
"tcruzi-1389673"	285.91	312.09
"tcruzi-1390510"	145.63	147.65
"tcruzi-13922"	3298.43	2886.66
"tcruzi-1393604"	400.55	483
"tcruzi-1394556"	138.46	151.01
"tcruzi-1394674"	148.78	135.4
"tcruzi-1395641"	105.41	118.35
"tcruzi-1395762"	236.86	229.87
"tcruzi-1396021"	103.47	158.98
"tcruzi-1396171"	68.15	87.27
"tcruzi-1396233"	263.87	277.89
"tcruzi-1396750"	48.31	53.49
"tcruzi-1398460"	206.73	210.56
"tcruzi-1399442"	91.33	81.25
"tcruzi-1400729"	133.5	156.69
"tcruzi-1400992"	157.17	180.63
"tcruzi-1401389"	1853.85	1359.51
"tcruzi-1402662"	118.35	113.51
"tcruzi-1403720"	150.08	158.85
"tcruzi-1405130"	226.64	158.64
"tcruzi-1405252"	181.34	210.82
"tcruzi-1405779"	355.72	405.53
"tcruzi-140721"	388.78	370.56
"tcruzi-1407669"	131.18	100.54
"tcruzi-1407880"	225.9	174.36
"tcruzi-1408592"	139.34	162.62
"tcruzi-1408867"	132.02	149.54
"tcruzi-1410550"	83.31	80.82
"tcruzi-1411187"	382.01	499.97
"tcruzi-1411767"	421.27	368.99
"tcruzi-1412478"	71.26	75.2
"tcruzi-1413309"	477.37	460.92
"tcruzi-1416932"	237.94	249.17
"tcruzi-1417053"	4030.77	4565.9
"tcruzi-1417373"	209.01	130.33
"tcruzi-1418150"	181.09	187.45
"tcruzi-1418570"	109.56	99.5
"tcruzi-1418630"	195.72	240.12
"tcruzi-1419073"	122.17	119.05
"tcruzi-1420027"	307.08	304.61
"tcruzi-1420365"	591.2	542.3
"tcruzi-1420474"	769.54	890.95
"tcruzi-1424785"	134.64	115.66
"tcruzi-1425690"	166.71	172.17
"tcruzi-142587"	163.81	163.2
"tcruzi-1426609"	156.17	109.26
"tcruzi-1426769"	2432.51	2771.99
"tcruzi-1426779"	159.38	145.6
"tcruzi-1427951"	117.04	147.51
"tcruzi-1428469"	99.15	104.88
"tcruzi-1428927"	201.98	194.87
"tcruzi-1429460"	33000.83	32920.8
"tcruzi-1429642"	443.28	394.19
"tcruzi-1430085"	444.42	396.4
"tcruzi-1430128"	167.62	142.15
"tcruzi-1430632"	33741.51	36133.79
"tcruzi-1431541"	471.69	469.71
"tcruzi-1431582"	424.35	380.08
"tcruzi-1431796"	175.41	173.13
"tcruzi-143278"	260.18	305.91
"tcruzi-1432852"	46.57	52.31
"tcruzi-1433332"	47.32	54.96
"tcruzi-1433478"	177.21	167.09
"tcruzi-143626"	299.78	220.2
"tcruzi-1436785"	132.51	116.27
"tcruzi-1437374"	1939.52	2597.74
"tcruzi-1438824"	5641.73	4727.39
"tcruzi-1440435"	791.11	620.17
"tcruzi-1441863"	159.26	165.6
"tcruzi-1442883"	451.2	567.87
"tcruzi-1443398"	191.4	201.67
"tcruzi-1443565"	519.92	583.24
"tcruzi-1443785"	197.7	226.82
"tcruzi-1443818"	67.95	53.85
"tcruzi-1444121"	164.17	125.65
"tcruzi-1444780"	7750.45	7845.11
"tcruzi-1444781"	3863.91	3548.27
"tcruzi-1444870"	260.89	253.14
"tcruzi-1445056"	267.81	185.09
"tcruzi-1445395"	153.8	115.6
"tcruzi-1446936"	169.01	172.52
"tcruzi-1447715"	148.78	150.47
"tcruzi-1448352"	95.21	88.48
"tcruzi-1448430"	96.76	73.09
"tcruzi-1454707"	327.74	309.62
"tcruzi-1454955"	2188.31	2222.42
"tcruzi-1454967"	225.45	260.18
"tcruzi-1455053"	290.41	271.06
"tcruzi-1455078"	46300.86	43242.53
"tcruzi-1455079"	46365.85	43502.93
"tcruzi-1455080"	38101.72	38754.66
"tcruzi-1455081"	35953.05	45026.73
"tcruzi-1455082"	47282.98	42948.19
"tcruzi-1455086"	41132.78	40371.12
"tcruzi-1455087"	45739	42552.72
"tcruzi-1455088"	45393.5	40614.44
"tcruzi-1455182"	42552.72	41062.1
"tcruzi-145588"	779.81	846.72
"tcruzi-145619"	234.64	258.02
"tcruzi-1457785"	188.22	250.84
"tcruzi-1458847"	405.53	401.38
"tcruzi-1459863"	3380.47	3534.37
"tcruzi-146004"	3548.27	2405.64
"tcruzi-1460093"	98.08	85.13
"tcruzi-146192"	172.8	178.76
"tcruzi-1462206"	107.8	108.03
"tcruzi-1462308"	72.4	57.93
"tcruzi-1462441"	240.12	234.31
"tcruzi-1463929"	111.83	122.84
"tcruzi-1464023"	70.14	58.45
"tcruzi-1464059"	47.86	44.69
"tcruzi-1465230"	144.66	166.58
"tcruzi-1466443"	693.82	629.9
"tcruzi-1469686"	89.81	121.81
"tcruzi-1474284"	31926.05	34854.39
"tcruzi-1477301"	47185.54	47934.29
"tcruzi-1477302"	50791.56	52487.6
"tcruzi-1477305"	54776.95	54776.95
"tcruzi-1477308"	53750.26	53200.69
"tcruzi-1477309"	53500.32	55232.44
"tcruzi-1477312"	48518.04	49937.81
"tcruzi-1477314"	49937.81	52217.34
"tcruzi-1477315"	51667.76	48334.01
"tcruzi-1477316"	35385.97	37564.29
"tcruzi-1477317"	32638.58	34040.84
"tcruzi-1477321"	52867.12	50791.56
"tcruzi-1477322"	50113.04	52027.53
"tcruzi-1477323"	49765.71	50469.86
"tcruzi-1477447"	128.44	148.73
"tcruzi-1477817"	11220.55	10735
"tcruzi-1479441"	196.14	197.99
"tcruzi-1480"	27116.83	27242.43
"tcruzi-1480897"	489.91	424.35
"tcruzi-1481296"	327.05	296.27
"tcruzi-1481517"	107.32	115.24
"tcruzi-1483701"	1676.8	1222.74
"tcruzi-1484"	30892.41	31680.71
"tcruzi-1484007"	314	315.86
"tcruzi-1484503"	2553.66	3282.43
"tcruzi-1485"	40725.73	41343.14
"tcruzi-1485655"	1629.85	1757.24
"tcruzi-148789"	763.62	658.81
"tcruzi-1489"	39336.97	40142.1
"tcruzi-1491"	43445.59	43101.19
"tcruzi-1491350"	366.64	283.84
"tcruzi-1491804"	887.12	1107.18
"tcruzi-1492"	39798.24	40825.51
"tcruzi-1492761"	161.62	170.08
"tcruzi-1493"	20783.63	20508.69
"tcruzi-1493802"	88.9	94.4
"tcruzi-1494"	29585.31	29304.28
"tcruzi-1494207"	111.2	148.66
"tcruzi-1494259"	97.45	91.74
"tcruzi-1495"	30172.98	27864.35
"tcruzi-1495399"	122.42	132.51
"tcruzi-1496"	28075.53	26450.76
"tcruzi-1496418"	252.5	265.46
"tcruzi-149676"	108.37	99.11
"tcruzi-1497197"	146.87	167.09
"tcruzi-1497227"	30680.64	30012.8
"tcruzi-1497229"	41730.98	41923.58
"tcruzi-1497231"	26298.6	29518.27
"tcruzi-1497233"	27038.42	28463.76
"tcruzi-1497239"	24298.46	22944.48
"tcruzi-1497240"	17904.68	18351.86
"tcruzi-1497412"	192.87	212.21
"tcruzi-1497525"	29124.79	33342.12
"tcruzi-1497673"	133.8	133.46
"tcruzi-1498047"	33267.2	35318.96
"tcruzi-1498087"	147.97	178.15
"tcruzi-1498735"	90.52	72.57
"tcruzi-1499424"	213.37	188.7
"tcruzi-1500439"	460.92	334.53
"tcruzi-1500530"	137.16	117.43
"tcruzi-1500563"	245.12	281.76
"tcruzi-1500825"	22894.16	23280.32
"tcruzi-1500868"	23326.25	24562.74
"tcruzi-1501833"	78	76.7
"tcruzi-1503438"	229.31	169.9
"tcruzi-1503495"	985.35	1280.9
"tcruzi-1504390"	62.11	51.97
"tcruzi-1504848"	111.16	92.65
"tcruzi-1505803"	340.46	269.52
"tcruzi-150718"	258.56	406.53
"tcruzi-1507733"	137.58	119.13
"tcruzi-1509584"	175.27	159.38
"tcruzi-1510460"	445.04	470.72
"tcruzi-1510737"	96.37	163.6
"tcruzi-1510738"	75.36	54.84
"tcruzi-1510835"	104.45	103.83
"tcruzi-1511831"	192.56	206.73
"tcruzi-1512367"	238.96	237.94
"tcruzi-1513852"	2572.86	2466.45
"tcruzi-1514520"	100.44	65.94
"tcruzi-1514889"	334.11	318.3
"tcruzi-1515982"	40.03	68.49
"tcruzi-1518162"	38898.06	38964.14
"tcruzi-1518163"	40334.99	40222.49
"tcruzi-1518165"	40222.49	43982.79
"tcruzi-1518209"	223.87	222.89
"tcruzi-1518316"	171.43	151.6
"tcruzi-1518323"	273.12	263.69
"tcruzi-1520087"	43101.19	45739
"tcruzi-1521173"	928.01	824.2
"tcruzi-1521828"	311.21	285.91
"tcruzi-1522010"	418.92	375.38
"tcruzi-1522557"	467.77	602.08
"tcruzi-1523504"	33125.21	31603.27
"tcruzi-1523506"	499.97	573.54
"tcruzi-152394"	586.13	598.79
"tcruzi-152402"	63.91	99.76
"tcruzi-1524770"	11965.26	11880.99
"tcruzi-1524827"	60.59	64.03
"tcruzi-1525735"	204.84	191.3
"tcruzi-152674"	96.04	66.71
"tcruzi-1526824"	735.69	718.5
"tcruzi-1527255"	705.97	480.72
"tcruzi-1529425"	23612.35	22041.03
"tcruzi-1532396"	771.83	738.71
"tcruzi-1533924"	130.27	178.32
"tcruzi-1534808"	453.65	411.14
"tcruzi-1535435"	207.8	206.54
"tcruzi-1536258"	615.18	729.81
"tcruzi-1536593"	267.3	367.41
"tcruzi-1536991"	80.71	87.51
"tcruzi-1537160"	161.93	137.65
"tcruzi-1537246"	48.04	43.1
"tcruzi-1538111"	190.28	254.13
"tcruzi-1538683"	7845.11	7264.3
"tcruzi-153893"	33661.87	32740.42
"tcruzi-1539306"	203.3	205.12
"tcruzi-1539375"	280.05	202.74
"tcruzi-1540162"	17084.54	14282.86
"tcruzi-1540585"	27614.74	28991.39
"tcruzi-1541811"	939.66	1445.26
"tcruzi-1542278"	15939.21	16410.5
"tcruzi-1542279"	16160.25	17275.21
"tcruzi-1542280"	17714.22	17904.68
"tcruzi-1542282"	1425.08	1786.07
"tcruzi-1542723"	28636.65	27335.25
"tcruzi-1543028"	483	507.04
"tcruzi-1543367"	575.95	477.37
"tcruzi-1544739"	36965.41	37044.48
"tcruzi-1547640"	185.77	145.22
"tcruzi-1548333"	734.24	915.65
"tcruzi-1549056"	84.09	96.18
"tcruzi-1549238"	200.07	209.13
"tcruzi-1551114"	152.39	195.3
"tcruzi-1551284"	16998.69	15981.11
"tcruzi-1551285"	21319.62	19897.16
"tcruzi-1552337"	113.59	113.39
"tcruzi-1552453"	876.93	909.86
"tcruzi-1553173"	1218.66	1298.28
"tcruzi-1553193"	166.98	137.49
"tcruzi-1553412"	138.94	137.16
"tcruzi-1555965"	28856.22	29407.38
"tcruzi-1556834"	1328.95	1302.96
