"Reporter Name"	"BR_PO_normalizedData_r1"	"BR_PO_normalizedData_r2"
"tcruzi-1035080"	12170.18	10855.65
"tcruzi-1035095"	67.83	85.53
"tcruzi-1035330"	84.66	63.61
"tcruzi-1035452"	231.46	166.83
"tcruzi-1035831"	6637.28	7033.97
"tcruzi-1036424"	109.02	144.4
"tcruzi-1036899"	17767.13	17457.78
"tcruzi-1037510"	75.36	95.12
"tcruzi-1038739"	421.27	418.92
"tcruzi-1039442"	9058.97	7180.76
"tcruzi-1039443"	188.11	169.1
"tcruzi-1040693"	124.04	111.39
"tcruzi-1040731"	1840.28	1832.61
"tcruzi-1041302"	455.62	542.3
"tcruzi-1041708"	1560.45	1432.97
"tcruzi-1041867"	130.14	156.69
"tcruzi-1042509"	171.82	108.85
"tcruzi-1043101"	43171.16	40674.55
"tcruzi-1043105"	36413.21	38337.1
"tcruzi-1043430"	143.27	120.46
"tcruzi-1043597"	122.17	135.98
"tcruzi-104363"	45318.86	46179.08
"tcruzi-1045857"	128.25	89.78
"tcruzi-1047130"	9690.16	9397.82
"tcruzi-1047131"	7526.76	6799.8
"tcruzi-1047216"	106.88	125.89
"tcruzi-1048656"	347.93	141.76
"tcruzi-104933"	9805.58	10239.53
"tcruzi-1049456"	3206.47	4948.75
"tcruzi-1049457"	5949.26	6892.68
"tcruzi-1049459"	24957.87	27583.82
"tcruzi-1049460"	16705.8	18279.45
"tcruzi-1049681"	273.34	387.12
"tcruzi-1050192"	152.85	173.35
"tcruzi-1051382"	109.39	128.03
"tcruzi-1051383"	195.46	206.25
"tcruzi-1052163"	187.56	215.71
"tcruzi-1052389"	58.77	66.09
"tcruzi-105242"	10579.5	11965.26
"tcruzi-105243"	13336.31	10939.99
"tcruzi-1052963"	202.67	221.44
"tcruzi-1053839"	293.04	294.68
"tcruzi-1054268"	63.45	67.83
"tcruzi-1054795"	315.36	379.82
"tcruzi-1055054"	272.31	192.56
"tcruzi-1056572"	228.57	157.07
"tcruzi-1057758"	191.79	168.25
"tcruzi-1058975"	130.44	144.82
"tcruzi-1061624"	29585.31	29124.79
"tcruzi-1062107"	122.98	149.03
"tcruzi-1063180"	264.45	321.79
"tcruzi-1064975"	756.3	683.2
"tcruzi-1065373"	159.08	199.57
"tcruzi-1066149"	272.31	232.14
"tcruzi-1067527"	65.66	73.09
"tcruzi-1068774"	862.68	971.08
"tcruzi-1070351"	118.35	108.75
"tcruzi-1070949"	271.91	283.33
"tcruzi-1071550"	115.44	119.13
"tcruzi-1071635"	135.58	154.5
"tcruzi-1071656"	131.12	122.17
"tcruzi-1072899"	318.81	296.65
"tcruzi-1073178"	249.17	414.81
"tcruzi-1074762"	952.21	652.22
"tcruzi-1076155"	85.16	96.41
"tcruzi-1076960"	2210.45	1998.58
"tcruzi-1078204"	144.32	205.2
"tcruzi-1079213"	156.96	165.23
"tcruzi-1079805"	157.85	172.71
"tcruzi-1080234"	192.56	248.43
"tcruzi-1080657"	207.8	184.89
"tcruzi-108500"	110.77	78.3
"tcruzi-1086010"	89.07	90.77
"tcruzi-1087087"	141.9	143.34
"tcruzi-1087996"	147.55	143.66
"tcruzi-1090931"	291.22	248.68
"tcruzi-1092031"	126.52	149.16
"tcruzi-1092553"	767.53	909.86
"tcruzi-1093214"	680.52	887.12
"tcruzi-1093470"	107.71	86.77
"tcruzi-1094580"	192.3	221.06
"tcruzi-1096133"	732.34	913.22
"tcruzi-1096643"	66.55	79.93
"tcruzi-1097013"	1676.8	1526.41
"tcruzi-1097783"	71.98	128.53
"tcruzi-1102488"	2415.33	2743.25
"tcruzi-1107248"	2119.49	2151.7
"tcruzi-1107505"	68.68	63.37
"tcruzi-1107684"	155.17	167.96
"tcruzi-1108412"	14431.31	13090.43
"tcruzi-1109106"	101.69	107.97
"tcruzi-1109336"	65.84	73.39
"tcruzi-1109400"	174.43	83.34
"tcruzi-1109936"	43.89	48.74
"tcruzi-1110036"	1062.49	862.68
"tcruzi-1112773"	183.09	208.8
"tcruzi-1114448"	76.18	87.47
"tcruzi-1114850"	56673.9	56673.9
"tcruzi-1114852"	735.69	631.26
"tcruzi-1114868"	53500.32	51348.77
"tcruzi-1116183"	150.36	69.53
"tcruzi-1116761"	64.56	59.25
"tcruzi-1117091"	101.32	108.45
"tcruzi-1118377"	303.3	252.26
"tcruzi-1119706"	120.53	87.96
"tcruzi-1120174"	67.95	53.69
"tcruzi-1120683"	43927.05	44462.95
"tcruzi-1120684"	37564.29	37785.7
"tcruzi-1120884"	88.98	87.78
"tcruzi-1122368"	265.08	182.05
"tcruzi-1123831"	147.2	142.7
"tcruzi-1124337"	180.42	164.88
"tcruzi-1124347"	11446.46	9335.69
"tcruzi-1125238"	98.31	114.77
"tcruzi-1125763"	400.55	162.35
"tcruzi-1126563"	42156.55	41498.33
"tcruzi-1127742"	85.1	67.34
"tcruzi-1127972"	109.16	162.54
"tcruzi-1128134"	98.5	66.5
"tcruzi-11286"	262.97	305.91
"tcruzi-113085"	84.72	83.27
"tcruzi-1133715"	65.08	70.38
"tcruzi-1134348"	79.77	100.03
"tcruzi-1136523"	824.2	718.5
"tcruzi-1137500"	57.63	50.07
"tcruzi-1137590"	1407.21	1280.9
"tcruzi-1138516"	333.67	316.77
"tcruzi-113872"	177.52	285.12
"tcruzi-1139032"	555.55	489.91
"tcruzi-1139259"	87.01	79.09
"tcruzi-1139683"	122.26	68.68
"tcruzi-1143483"	218.38	179.92
"tcruzi-1144556"	152.47	145.27
"tcruzi-1144643"	66.09	462.15
"tcruzi-1145281"	229.87	199.36
"tcruzi-1145746"	89.87	91.07
"tcruzi-1146618"	49.13	51.97
"tcruzi-1147006"	1459.4	1449.45
"tcruzi-1147752"	249.86	300.18
"tcruzi-1148892"	193.49	195.21
"tcruzi-1148997"	390.63	402.31
"tcruzi-1149067"	309.62	245.67
"tcruzi-11494"	1367.39	1284.95
"tcruzi-1150857"	123.64	146.36
"tcruzi-1151645"	1387.94	1407.21
"tcruzi-1152294"	83.27	94.08
"tcruzi-1153790"	88.61	91.46
"tcruzi-1154199"	97.38	67.15
"tcruzi-115598"	164.88	189.02
"tcruzi-1156021"	88.33	80.71
"tcruzi-1157570"	99.79	60.26
"tcruzi-1157822"	38.77	56.95
"tcruzi-1158841"	105.88	122.37
"tcruzi-1163050"	55.56	43.89
"tcruzi-1163963"	61.8	79.02
"tcruzi-1165792"	84.52	117.4
"tcruzi-1165897"	297.18	327.5
"tcruzi-1166423"	476.7	445.04
"tcruzi-1168352"	139.78	103.2
"tcruzi-11689"	1173.42	1318.51
"tcruzi-11690"	13004.44	14431.31
"tcruzi-1169433"	49.28	54.84
"tcruzi-1170160"	85.94	71.61
"tcruzi-117097"	171.38	172.29
"tcruzi-1171358"	92.41	129.89
"tcruzi-1172245"	2827.8	3136.52
"tcruzi-1172744"	98.71	63.91
"tcruzi-1174014"	9335.69	7358.72
"tcruzi-11758"	190.11	216.29
"tcruzi-1175905"	60.02	58.34
"tcruzi-1176260"	258.56	232.67
"tcruzi-1176263"	73.11	61.51
"tcruzi-1176294"	288.66	299.78
"tcruzi-1176545"	230.3	199.47
"tcruzi-1177409"	222.29	237.61
"tcruzi-1177668"	325.53	357.85
"tcruzi-1178140"	1775.54	1478.04
"tcruzi-1179174"	68.18	71.77
"tcruzi-1179733"	120.6	132.44
"tcruzi-1180613"	86.39	296.27
"tcruzi-118238"	437.45	479.47
"tcruzi-11840"	114.53	116.02
"tcruzi-1184334"	123.41	117.62
"tcruzi-1184353"	1189.73	1636.87
"tcruzi-118568"	391.38	315.86
"tcruzi-1187154"	254.79	305.68
"tcruzi-1187756"	216.12	129.46
"tcruzi-1187989"	464.7	372.73
"tcruzi-1189130"	198.88	190.58
"tcruzi-1189287"	600.06	621.81
"tcruzi-1190556"	90.85	105.83
"tcruzi-1190754"	365.68	349.95
"tcruzi-1190942"	58.14	65.3
"tcruzi-1191312"	1882.65	2942.18
"tcruzi-1191745"	76.44	72.22
"tcruzi-1192382"	452.53	494.76
"tcruzi-1192513"	3096.99	2432.51
"tcruzi-1192644"	62.07	61.69
"tcruzi-1192731"	96.26	102.54
"tcruzi-1192920"	3808.91	2827.8
"tcruzi-1192981"	170.77	183.36
"tcruzi-1193421"	180.18	232.41
"tcruzi-1194306"	56.34	54.46
"tcruzi-1195256"	71.98	89.4
"tcruzi-1195808"	2572.86	1739.41
"tcruzi-1196444"	598.79	369.83
"tcruzi-1197917"	81.07	61.98
"tcruzi-1197981"	784.85	617.92
"tcruzi-1198163"	142.1	167.62
"tcruzi-1198849"	160.09	189.65
"tcruzi-1199723"	44.69	48.13
"tcruzi-1200640"	450.3	515.56
"tcruzi-1200824"	199.16	204.91
"tcruzi-1201746"	73.79	73.27
"tcruzi-1202762"	103.93	134.19
"tcruzi-120514"	227.83	288.92
"tcruzi-1206903"	626.04	442.4
"tcruzi-1209182"	93.02	95.27
"tcruzi-120983"	395.76	463.81
"tcruzi-121239"	164.59	208.48
"tcruzi-1212584"	131.67	138.46
"tcruzi-1212683"	60.34	66.55
"tcruzi-1213286"	748.3	752.59
"tcruzi-1214110"	128.89	119.75
"tcruzi-1215459"	504.12	492.69
"tcruzi-1216709"	80.14	89.07
"tcruzi-1217211"	169.44	153.65
"tcruzi-1217691"	85.02	103.83
"tcruzi-1218001"	604.91	537.89
"tcruzi-1218699"	189.52	170.47
"tcruzi-1221039"	1624.33	1666.6
"tcruzi-1221453"	471.69	341.29
"tcruzi-122201"	21319.62	20395.4
"tcruzi-1222478"	1135.43	1311.54
"tcruzi-1222568"	302.08	227.06
"tcruzi-1223214"	8829.18	6721.06
"tcruzi-1226275"	2904.82	2522.7
"tcruzi-1226870"	265.79	216.51
"tcruzi-1227315"	371.58	309.99
"tcruzi-1227945"	142.99	132.09
"tcruzi-1228944"	654.48	583.24
"tcruzi-1229058"	57.77	72.46
"tcruzi-1229860"	65.3	64.03
"tcruzi-1229872"	155.29	130.33
"tcruzi-1230022"	81.66	109.85
"tcruzi-1230280"	720.64	701.48
"tcruzi-1230668"	189.65	150.36
"tcruzi-1230871"	602.08	1006.68
"tcruzi-123203"	40949.59	43041.6
"tcruzi-123204"	40614.44	41923.58
"tcruzi-123205"	41132.78	40614.44
"tcruzi-123206"	41305.34	43445.59
"tcruzi-1232450"	269.52	193.59
"tcruzi-1234147"	112.56	160.45
"tcruzi-1234542"	214.67	193.69
"tcruzi-1234811"	813.03	703.54
"tcruzi-1235803"	245.94	293.04
"tcruzi-1236908"	130.27	99.89
"tcruzi-1238827"	174.88	152.96
"tcruzi-1239381"	55.44	52.99
"tcruzi-1239612"	580.55	488.84
"tcruzi-1239848"	192.36	141.22
"tcruzi-124046"	211.49	215.24
"tcruzi-1241470"	658.81	824.2
"tcruzi-1241966"	70.86	67.95
"tcruzi-1242647"	110.26	114.13
"tcruzi-1243069"	203.43	194.64
"tcruzi-1243615"	128.48	174.67
"tcruzi-124383"	42374.79	43694.22
"tcruzi-124386"	44140.55	45146.44
"tcruzi-124387"	43445.59	44866.13
"tcruzi-124388"	44214.14	42310.47
"tcruzi-1243975"	550.04	435.36
"tcruzi-1244599"	699.83	844.06
"tcruzi-1247463"	59.25	64.8
"tcruzi-1249624"	178.1	117.7
"tcruzi-1250409"	1425.08	1204.19
"tcruzi-1250642"	430.21	377.7
"tcruzi-125141"	30410.69	28357.88
"tcruzi-125142"	39798.24	40222.49
"tcruzi-125143"	39544.5	38964.14
"tcruzi-1252129"	80.93	74.5
"tcruzi-1253172"	1998.58	1860.87
"tcruzi-1254480"	93.5	66.02
"tcruzi-1254712"	167.27	159.84
"tcruzi-1256061"	686.5	544.38
"tcruzi-1257101"	126.32	194.09
"tcruzi-1257972"	12735.84	15562.39
"tcruzi-1258493"	88.46	91.93
"tcruzi-1259796"	183.99	175.79
"tcruzi-1261085"	53.49	59.51
"tcruzi-1261129"	182.73	82.04
"tcruzi-1261667"	24474.33	24686.41
"tcruzi-1262973"	638.44	769.54
"tcruzi-1263935"	102.47	106.55
"tcruzi-1264424"	324.59	375.7
"tcruzi-1265106"	55.94	60.02
"tcruzi-1265968"	77.62	120.71
"tcruzi-1266173"	74.14	79.41
"tcruzi-1266948"	21228.78	24562.74
"tcruzi-1270797"	238.61	312.64
"tcruzi-127114"	10939.99	10157.54
"tcruzi-1271516"	1128.12	1197.06
"tcruzi-1271528"	169.01	119.05
"tcruzi-1271532"	158.64	186.43
"tcruzi-1274094"	83.51	66.37
"tcruzi-1276327"	106.64	122.89
"tcruzi-1276448"	197.23	181.51
"tcruzi-127678"	376.25	244.76
"tcruzi-1277039"	132.87	137.98
"tcruzi-1277130"	46.85	45.25
"tcruzi-1277600"	82.41	104.74
"tcruzi-1278580"	97.32	101.9
"tcruzi-1278741"	49.72	43.1
"tcruzi-1278979"	1956.1	2037.6
"tcruzi-1279756"	401.38	382.01
"tcruzi-1280987"	103.96	144
"tcruzi-1281860"	158.85	77.37
"tcruzi-1281920"	88.82	78.86
"tcruzi-1282955"	69.47	89.69
"tcruzi-1284444"	782.21	675.24
"tcruzi-128643"	213.34	148.73
"tcruzi-1287344"	222.51	134.68
"tcruzi-1288694"	200.07	79.73
"tcruzi-1292427"	48.55	57.22
"tcruzi-1292865"	5037.42	2616.85
"tcruzi-1294248"	771.83	765.36
"tcruzi-129431"	97.81	88.82
"tcruzi-1294435"	160.71	116.22
"tcruzi-1295819"	74.22	84.94
"tcruzi-1298179"	3910.85	4339.64
"tcruzi-12984"	162.62	185.15
"tcruzi-1298685"	361.8	291.41
"tcruzi-1299631"	177.18	153.86
"tcruzi-1300801"	1120.44	1073.05
"tcruzi-130353"	2270.59	2649.21
"tcruzi-1305035"	4629.46	4589.64
"tcruzi-1306960"	66.28	69.11
"tcruzi-1307469"	359.22	392.52
"tcruzi-130759"	281.2	299.34
"tcruzi-1307844"	40825.51	38754.66
"tcruzi-1308401"	204.38	66.28
"tcruzi-1308585"	111.67	136.88
"tcruzi-130911"	219.08	223.87
"tcruzi-1310689"	182.53	142.99
"tcruzi-1311448"	166.86	223.11
"tcruzi-1311716"	65.94	69.31
"tcruzi-1312139"	81.51	133.46
"tcruzi-1312666"	418.48	425.88
"tcruzi-1313268"	85.31	82.13
"tcruzi-1313404"	132.02	102.78
"tcruzi-1319429"	118.89	119.86
"tcruzi-131949"	459.98	405.53
"tcruzi-1319580"	181.51	224.26
"tcruzi-1319598"	483.89	452.89
"tcruzi-1319606"	227	287.36
"tcruzi-1320250"	123.86	135.21
"tcruzi-1322862"	84.6	88.5
"tcruzi-1323048"	246.88	219.84
"tcruzi-1323058"	80.51	63.67
"tcruzi-1323757"	72.95	95.42
"tcruzi-1324265"	109.06	97.05
"tcruzi-1324289"	144.09	141.76
"tcruzi-1324595"	119.52	120.87
"tcruzi-132480"	4104.82	4030.77
"tcruzi-132523"	35159.38	36798.01
"tcruzi-132526"	23726.08	23914.64
"tcruzi-132532"	35813.84	36287.97
"tcruzi-1326243"	194.87	155.8
"tcruzi-1326876"	100.36	113.68
"tcruzi-1327786"	1059.58	835.7
"tcruzi-1328347"	1107.18	995.63
"tcruzi-1329365"	2289.36	1757.24
"tcruzi-1330047"	178.1	150.44
"tcruzi-1330781"	91.04	92.52
"tcruzi-1330850"	641.59	688.26
"tcruzi-1332497"	2616.85	3038.88
"tcruzi-1333923"	87.12	92.02
"tcruzi-1334516"	4390.31	3993.87
"tcruzi-1334780"	391.96	404.68
"tcruzi-1336506"	252.77	290.41
"tcruzi-1338066"	458.73	390.22
"tcruzi-1339411"	338.97	344.64
"tcruzi-1340521"	124.36	143.88
"tcruzi-1340890"	752.59	819.92
"tcruzi-1341410"	492.69	569.42
"tcruzi-1342593"	149.54	193.38
"tcruzi-1343047"	939.66	959.05
"tcruzi-1346495"	226.15	256.09
"tcruzi-1350841"	327.5	323.16
"tcruzi-1351842"	96.04	86.21
"tcruzi-1353190"	298.98	314.8
"tcruzi-1353435"	62.43	85.77
"tcruzi-1354706"	1112.9	1004.02
"tcruzi-1355703"	51.2	55.44
"tcruzi-1356136"	763.62	798.8
"tcruzi-1357165"	182.24	216.79
"tcruzi-1357383"	159.71	177.57
"tcruzi-1357584"	139.16	158.11
"tcruzi-135812"	417.39	309.28
"tcruzi-1358773"	80.03	80.93
"tcruzi-1360905"	148.08	145.63
"tcruzi-1361764"	142.3	158.01
"tcruzi-1362843"	386.1	224.46
"tcruzi-1364002"	169.69	145.57
"tcruzi-1364284"	337.94	356.67
"tcruzi-1364901"	156.69	177.44
"tcruzi-1365246"	2522.7	2488.02
"tcruzi-1365986"	172.88	195.02
"tcruzi-1366529"	565.85	575.95
"tcruzi-1367500"	239.66	301.44
"tcruzi-1368041"	281.48	229.12
"tcruzi-1370289"	5228.85	4606.26
"tcruzi-1371050"	93.18	107.8
"tcruzi-1373329"	77.26	76.62
"tcruzi-1374160"	564.5	600.06
"tcruzi-1376288"	509.56	457.1
"tcruzi-1377822"	295.55	312.09
"tcruzi-1383389"	122.68	94.31
"tcruzi-138438"	393.29	331.98
"tcruzi-1386086"	130.69	108.03
"tcruzi-1386719"	3739.8	3942.46
"tcruzi-1387472"	3380.47	3298.43
"tcruzi-1389417"	93.27	106.11
"tcruzi-1389673"	404.02	397.76
"tcruzi-1390510"	277.06	235.6
"tcruzi-13922"	171.49	119.98
"tcruzi-1393604"	193.3	225.28
"tcruzi-1394556"	433.13	436.4
"tcruzi-1394674"	244.37	185.29
"tcruzi-1395641"	104.33	127.47
"tcruzi-1395762"	123.26	187.13
"tcruzi-1396021"	216.51	196.65
"tcruzi-1396171"	99.38	85.68
"tcruzi-1396233"	894.73	791.11
"tcruzi-1396750"	55.7	62.36
"tcruzi-1398460"	613.61	474.58
"tcruzi-1399442"	300.58	227.43
"tcruzi-1400729"	405.53	373.1
"tcruzi-1400992"	202.35	212.53
"tcruzi-1401389"	135.1	129.28
"tcruzi-1402662"	117.79	112.35
"tcruzi-1403720"	308.43	292.55
"tcruzi-1405130"	114.62	139.46
"tcruzi-1405252"	169.83	134
"tcruzi-1405779"	2743.25	2758.58
"tcruzi-140721"	460.92	441.88
"tcruzi-1407669"	183.09	72.57
"tcruzi-1407880"	110.05	122.04
"tcruzi-1408592"	209.33	258.86
"tcruzi-1408867"	140.05	132.51
"tcruzi-1410550"	152.18	167.84
"tcruzi-1411187"	1583.78	1543
"tcruzi-1411767"	246.18	281.99
"tcruzi-1412478"	91.93	86.77
"tcruzi-1413309"	330.62	348.21
"tcruzi-1416932"	355.2	263.43
"tcruzi-1417053"	788.36	656.64
"tcruzi-1417373"	156.86	178.82
"tcruzi-1418150"	6591.95	7060.91
"tcruzi-1418570"	148.66	117.93
"tcruzi-1418630"	251.36	307.08
"tcruzi-1419073"	186.84	176.11
"tcruzi-1420027"	1721.27	2054.59
"tcruzi-1420365"	114.36	114.97
"tcruzi-1420474"	557.29	536.31
"tcruzi-1424785"	163.45	161.93
"tcruzi-1425690"	1238.46	985.35
"tcruzi-142587"	146.87	143.88
"tcruzi-1426609"	542.3	188.63
"tcruzi-1426769"	137.16	119.52
"tcruzi-1426779"	135.68	145.17
"tcruzi-1427951"	147.32	177.18
"tcruzi-1428469"	218.26	114.36
"tcruzi-1428927"	136.92	145.82
"tcruzi-1429460"	19382.6	16785.52
"tcruzi-1429642"	113.23	159.96
"tcruzi-1430085"	244.76	253.87
"tcruzi-1430128"	101.97	100.28
"tcruzi-1430632"	21717.3	19969.46
"tcruzi-1431541"	157.33	139.3
"tcruzi-1431582"	296.27	272.44
"tcruzi-1431796"	164.96	151.6
"tcruzi-143278"	233.95	248.01
"tcruzi-1432852"	52.99	54.51
"tcruzi-1433332"	52.78	71.26
"tcruzi-1433478"	209.49	240.87
"tcruzi-143626"	309.28	235.44
"tcruzi-1436785"	150.29	147.65
"tcruzi-1437374"	3001.85	2553.66
"tcruzi-1438824"	14120.75	15164.88
"tcruzi-1440435"	151.86	200.51
"tcruzi-1441863"	126.06	126.38
"tcruzi-1442883"	78	87.66
"tcruzi-1443398"	236.37	218.74
"tcruzi-1443565"	219.84	203.19
"tcruzi-1443785"	576.82	396.4
"tcruzi-1443818"	48.22	54.96
"tcruzi-1444121"	203.6	249.17
"tcruzi-1444780"	35953.05	34643.34
"tcruzi-1444781"	29184.71	29304.28
"tcruzi-1444870"	418.05	549.14
"tcruzi-1445056"	252.26	224.04
"tcruzi-1445395"	114.7	101.24
"tcruzi-1446936"	80.88	70.44
"tcruzi-1447715"	148.17	115.31
"tcruzi-1448352"	83.17	86.29
"tcruzi-1448430"	91.04	89.87
"tcruzi-1454707"	445.04	433.13
"tcruzi-1454955"	2942.18	3794.62
"tcruzi-1454967"	248.01	322.49
"tcruzi-1455053"	7814.74	7630.29
"tcruzi-1455078"	43982.79	46365.85
"tcruzi-1455079"	45026.73	47282.98
"tcruzi-1455080"	44462.95	47537.69
"tcruzi-1455081"	46685.53	47800.79
"tcruzi-1455082"	44950.42	44678.56
"tcruzi-1455086"	43324	46510.8
"tcruzi-1455087"	45393.5	44618.64
"tcruzi-1455088"	42600.38	46685.53
"tcruzi-1455182"	12521.91	11880.99
"tcruzi-145588"	533.84	512.86
"tcruzi-145619"	589.8	565.85
"tcruzi-1457785"	230.84	255.05
"tcruzi-1458847"	392.52	399.36
"tcruzi-1459863"	150.65	157.39
"tcruzi-146004"	277.74	239.32
"tcruzi-1460093"	70.79	82.46
"tcruzi-146192"	82.34	106.72
"tcruzi-1462206"	217.56	100.36
"tcruzi-1462308"	112.76	126.13
"tcruzi-1462441"	105.25	87.01
"tcruzi-1463929"	135.4	103.04
"tcruzi-1464023"	214.46	92.72
"tcruzi-1464059"	54.11	41.67
"tcruzi-1465230"	620.17	586.13
"tcruzi-1466443"	1464.15	2008.48
"tcruzi-1469686"	223.59	194.78
"tcruzi-1474284"	10118.45	10526.19
"tcruzi-1477301"	48518.04	52027.53
"tcruzi-1477302"	51495.86	48166.26
"tcruzi-1477305"	51853.44	49937.81
"tcruzi-1477308"	52867.12	54776.95
"tcruzi-1477309"	54776.95	53500.32
"tcruzi-1477312"	49544.07	50113.04
"tcruzi-1477314"	53976.76	53976.76
"tcruzi-1477315"	50359.36	45318.86
"tcruzi-1477316"	24850.07	24298.46
"tcruzi-1477317"	32004.95	33395.08
"tcruzi-1477321"	55232.44	53750.26
"tcruzi-1477322"	52661.73	55232.44
"tcruzi-1477323"	52217.34	54269.57
"tcruzi-1477447"	156.5	247.68
"tcruzi-1477817"	11526.83	12440.93
"tcruzi-1479441"	217.79	167.72
"tcruzi-1480"	36467.55	38898.06
"tcruzi-1480897"	281.76	348.61
"tcruzi-1481296"	511.61	476.13
"tcruzi-1481517"	153.94	219.08
"tcruzi-1483701"	156.21	226.41
"tcruzi-1484"	40142.1	42374.79
"tcruzi-1484007"	636.84	646.63
"tcruzi-1484503"	307.46	346.09
"tcruzi-1485"	46073.18	45965.06
"tcruzi-1485655"	142.92	160.09
"tcruzi-148789"	136.92	213.31
"tcruzi-1489"	47663.88	47401.46
"tcruzi-1491"	47934.29	49028.96
"tcruzi-1491350"	1158.67	1158.67
"tcruzi-1491804"	179.65	176.54
"tcruzi-1492"	47000.9	48518.04
"tcruzi-1492761"	333.08	403.42
"tcruzi-1493"	35563.82	36716.45
"tcruzi-1493802"	126.89	118.89
"tcruzi-1494"	43041.6	45026.73
"tcruzi-1494207"	209.13	201.84
"tcruzi-1494259"	82.13	89.47
"tcruzi-1495"	42552.72	43853.02
"tcruzi-1495399"	854.59	795.7
"tcruzi-1496"	39336.97	39501.53
"tcruzi-1496418"	118.22	145.71
"tcruzi-149676"	101.83	106.39
"tcruzi-1497197"	131.18	121.39
"tcruzi-1497227"	44340.32	44289.4
"tcruzi-1497229"	44060.23	44950.42
"tcruzi-1497231"	44866.13	45551.62
"tcruzi-1497233"	42310.47	41132.78
"tcruzi-1497239"	37182.5	36413.21
"tcruzi-1497240"	3703.94	2846.83
"tcruzi-1497412"	158.01	173.88
"tcruzi-1497525"	40674.55	40725.73
"tcruzi-1497673"	78.79	163.34
"tcruzi-1498047"	46906.64	47000.9
"tcruzi-1498087"	355.72	414.11
"tcruzi-1498735"	129.62	114.48
"tcruzi-1499424"	515.09	522.9
"tcruzi-1500439"	229.52	228.13
"tcruzi-1500530"	368.3	211.32
"tcruzi-1500563"	1381.46	1229.61
"tcruzi-1500825"	15981.11	16936.92
"tcruzi-1500868"	13164.31	11526.83
"tcruzi-1501833"	84.17	88.09
"tcruzi-1503438"	271.64	293.45
"tcruzi-1503495"	1872.02	1872.02
"tcruzi-1504390"	94	110.26
"tcruzi-1504848"	94.75	114.53
"tcruzi-1505803"	222.89	238.72
"tcruzi-150718"	144	99.2
"tcruzi-1507733"	114.18	118.19
"tcruzi-1509584"	131.51	135.46
"tcruzi-1510460"	413.61	261.77
"tcruzi-1510737"	106.55	95.7
"tcruzi-1510738"	53.93	55.06
"tcruzi-1510835"	101.69	112.96
"tcruzi-1511831"	872.46	1030.34
"tcruzi-1512367"	267.09	504.97
"tcruzi-1513852"	144.82	180.63
"tcruzi-1514520"	109.26	101.16
"tcruzi-1514889"	705.97	680.52
"tcruzi-1515982"	237.73	53.36
"tcruzi-1518162"	16785.52	17195.16
"tcruzi-1518163"	15631.07	13629.13
"tcruzi-1518165"	14183.84	13443.19
"tcruzi-1518209"	223.32	273.12
"tcruzi-1518316"	141.56	136.53
"tcruzi-1518323"	215.83	231.46
"tcruzi-1520087"	37618.92	35813.84
"tcruzi-1521173"	188.87	230.58
"tcruzi-1521828"	144.16	159.48
"tcruzi-1522010"	277.46	302.84
"tcruzi-1522557"	329.04	404.02
"tcruzi-1523504"	40262.09	43101.19
"tcruzi-1523506"	1163.02	1473.03
"tcruzi-152394"	13405.49	12581.86
"tcruzi-152402"	103.41	83.08
"tcruzi-1524770"	6390.43	7316.3
"tcruzi-1524827"	145.57	78.59
"tcruzi-1525735"	225.66	252.77
"tcruzi-152674"	106.72	91.4
"tcruzi-1526824"	1087.69	1120.44
"tcruzi-1527255"	106.58	111.04
"tcruzi-1529425"	13591.59	15631.07
"tcruzi-1532396"	2758.58	2381.76
"tcruzi-1533924"	140.88	205.51
"tcruzi-1534808"	716.84	738.71
"tcruzi-1535435"	644.66	782.21
"tcruzi-1536258"	2188.31	2508.16
"tcruzi-1536593"	441.24	558.72
"tcruzi-1536991"	68.38	84.8
"tcruzi-1537160"	195.21	176.75
"tcruzi-1537246"	61.4	47.53
"tcruzi-1538111"	352.45	173.13
"tcruzi-1538683"	4542.92	4490.92
"tcruzi-153893"	41730.98	40418.15
"tcruzi-1539306"	296.48	295.55
"tcruzi-1539375"	150.44	137.16
"tcruzi-1540162"	77.46	94.91
"tcruzi-1540585"	42492.45	41436.15
"tcruzi-1541811"	1143.06	1352.93
"tcruzi-1542278"	31028.78	29407.38
"tcruzi-1542279"	28856.22	27997.07
"tcruzi-1542280"	28636.65	23050.37
"tcruzi-1542282"	394.58	440.03
"tcruzi-1542723"	11880.99	11142.77
"tcruzi-1543028"	1372.49	1459.4
"tcruzi-1543367"	1825.7	1794.41
"tcruzi-1544739"	4030.77	4241.51
"tcruzi-1547640"	132.09	118.96
"tcruzi-1548333"	354.55	454.83
"tcruzi-1549056"	87.57	99.11
"tcruzi-1549238"	425.88	430.93
"tcruzi-1551114"	479.47	597.61
"tcruzi-1551284"	13964.7	16095.93
"tcruzi-1551285"	24082.53	26913.37
"tcruzi-1552337"	369.83	309.62
"tcruzi-1552453"	144.72	181.34
"tcruzi-1553173"	424.35	501.47
"tcruzi-1553193"	290.12	255.36
"tcruzi-1553412"	288.24	281.2
"tcruzi-1555965"	42080	41305.34
"tcruzi-1556834"	235.09	189.52
"tcruzi-155723"	59.8	67.49
"tcruzi-1557974"	414.81	393.29
"tcruzi-1558192"	100.94	87.4
"tcruzi-1558882"	593.32	620.17
