"Reporter Name"	"BR_PO_normalizedData_r1"	"BR_PO_normalizedData_r2"
"tcruzi-1560166"	456.1	1045.82
"tcruzi-1560681"	89.14	104.77
"tcruzi-1562189"	175.91	164.32
"tcruzi-1562390"	202.11	219.38
"tcruzi-1563057"	946.86	677.37
"tcruzi-1563192"	662.11	648.76
"tcruzi-1563272"	805.72	650.49
"tcruzi-156409"	163.9	144.32
"tcruzi-1564216"	79.33	72.14
"tcruzi-1564511"	315.86	381.22
"tcruzi-1565209"	111.39	134.81
"tcruzi-1565235"	268.91	431.97
"tcruzi-1566440"	292.77	253.02
"tcruzi-1566806"	928.01	955.58
"tcruzi-1567518"	515.56	497.57
"tcruzi-1568497"	185.51	188.41
"tcruzi-1569398"	118.42	102.39
"tcruzi-1569897"	138.05	147.85
"tcruzi-1570158"	85.55	114.24
"tcruzi-1570186"	418.92	465.73
"tcruzi-1572992"	963.78	1143.06
"tcruzi-1573090"	975.47	1068.94
"tcruzi-1573609"	71.16	94.13
"tcruzi-1574001"	819.92	750.58
"tcruzi-1574370"	181.34	186.64
"tcruzi-1574455"	40061.71	41802.61
"tcruzi-1574464"	194.78	197.7
"tcruzi-157550"	1478.04	1339.72
"tcruzi-1576824"	187.45	220.54
"tcruzi-1577928"	627.81	596.04
"tcruzi-1578131"	133.3	159.38
"tcruzi-1579926"	153.07	147.26
"tcruzi-1579988"	109.68	104.37
"tcruzi-1580163"	50.57	53.05
"tcruzi-1582045"	33984.91	33544.38
"tcruzi-1582046"	40418.15	40334.99
"tcruzi-1583575"	78.86	162.83
"tcruzi-1585791"	34116.71	32354.03
"tcruzi-1586553"	1806.65	1700.97
"tcruzi-1586666"	129.17	122.79
"tcruzi-1587110"	142.56	152.22
"tcruzi-1587286"	851.2	923.52
"tcruzi-1587970"	283.84	224.83
"tcruzi-1589324"	1023.34	840.3
"tcruzi-1591348"	3410.15	2987.03
"tcruzi-1592412"	1264.44	1445.26
"tcruzi-1592642"	349	302.58
"tcruzi-1592967"	76.82	97.68
"tcruzi-1594482"	211.95	171.21
"tcruzi-1595151"	1034.6	1098.32
"tcruzi-1596319"	55.06	62.5
"tcruzi-1596573"	331.19	69.76
"tcruzi-1597333"	213.59	202.21
"tcruzi-1597994"	3993.87	3845.29
"tcruzi-1598056"	161.93	172.8
"tcruzi-1600920"	227.24	249
"tcruzi-1601146"	201.67	142.1
"tcruzi-1601383"	158.98	163.6
"tcruzi-1601462"	140.72	174.17
"tcruzi-1602087"	75.3	72.95
"tcruzi-1605232"	305.68	166.98
"tcruzi-1605410"	124.52	163.2
"tcruzi-1607120"	7750.45	7750.45
"tcruzi-1609253"	188.7	202.51
"tcruzi-1609402"	278.57	253.26
"tcruzi-1609538"	51180.4	52487.6
"tcruzi-1610808"	214.1	218.26
"tcruzi-1611123"	100.28	94.34
"tcruzi-161122"	178.82	168.34
"tcruzi-1612081"	224.26	166.71
"tcruzi-1612488"	134.09	84.37
"tcruzi-1613015"	139.16	109.16
"tcruzi-1613141"	46.57	43.44
"tcruzi-161340"	103.04	98.82
"tcruzi-1613641"	934.06	626.04
"tcruzi-1614533"	106.8	115.24
"tcruzi-1615039"	562.11	364.12
"tcruzi-1617797"	137.98	158.64
"tcruzi-1617962"	65.59	58.64
"tcruzi-1618311"	163.02	137.62
"tcruzi-1618347"	78.18	74.61
"tcruzi-1620284"	112.56	132.95
"tcruzi-1620754"	168.89	206.9
"tcruzi-1621076"	113.04	120.6
"tcruzi-162238"	323.86	388.1
"tcruzi-162246"	165.5	163.66
"tcruzi-162372"	181.19	218.38
"tcruzi-1624360"	305.91	334.11
"tcruzi-1624529"	320.48	331.59
"tcruzi-1624924"	430.93	574.45
"tcruzi-1625346"	127.5	133.92
"tcruzi-1625462"	48.04	50.57
"tcruzi-1626044"	386.59	297.47
"tcruzi-1626514"	1339.72	936.78
"tcruzi-1626709"	68.29	55.34
"tcruzi-1628410"	1020.48	848.85
"tcruzi-162871"	74.54	78
"tcruzi-1628918"	77.37	99.3
"tcruzi-1629094"	1328.95	1464.15
"tcruzi-1629167"	91.74	124
"tcruzi-1630827"	120.29	135.87
"tcruzi-163309"	125.28	129.17
"tcruzi-1633577"	132.95	97.13
"tcruzi-1634436"	425.13	493.53
"tcruzi-163544"	991.02	686.5
"tcruzi-163630"	809.16	636.84
"tcruzi-1636649"	102.91	98.58
"tcruzi-1636924"	12937.94	10423.94
"tcruzi-1638576"	257.28	289.83
"tcruzi-1638773"	69.19	73.87
"tcruzi-1638885"	64.88	57.12
"tcruzi-1639290"	192.87	184.45
"tcruzi-1642535"	198.38	206.54
"tcruzi-1642715"	353.01	271.64
"tcruzi-164274"	510.35	530.58
"tcruzi-1648561"	168.15	223.32
"tcruzi-1648624"	332.59	270.53
"tcruzi-1649215"	1258.34	1114.65
"tcruzi-1652332"	107.91	85.86
"tcruzi-1652638"	260.57	258.56
"tcruzi-1652969"	161.49	163.81
"tcruzi-1653467"	61.51	61.8
"tcruzi-1654056"	120.78	132.74
"tcruzi-1655756"	175.68	155.53
"tcruzi-1658910"	275.83	204.78
"tcruzi-165959"	11220.55	10895.7
"tcruzi-166088"	1657.06	1387.94
"tcruzi-1660985"	82.46	99.38
"tcruzi-166132"	178.93	183.99
"tcruzi-1661370"	527.33	592.34
"tcruzi-166138"	199.7	203.71
"tcruzi-1663272"	77.77	65.14
"tcruzi-1664138"	233.67	212.92
"tcruzi-1665081"	80.57	79.73
"tcruzi-1665190"	173.74	157.17
"tcruzi-1667950"	155.6	159.66
"tcruzi-1668665"	157.72	151.96
"tcruzi-1669240"	168.75	145.02
"tcruzi-1669981"	74.43	79.48
"tcruzi-1671320"	113.39	151.47
"tcruzi-1673022"	159.38	124.07
"tcruzi-167417"	116.22	118.35
"tcruzi-1674391"	65.14	65.84
"tcruzi-1675763"	248.43	357.23
"tcruzi-167751"	166.01	186.52
"tcruzi-1678538"	85.68	111.31
"tcruzi-1679278"	124.82	119.34
"tcruzi-1682107"	103.64	137.9
"tcruzi-168323"	294.55	350.78
"tcruzi-1684723"	64.5	76.38
"tcruzi-1685154"	123.16	121.17
"tcruzi-168547"	512.86	351.73
"tcruzi-1686349"	90.94	111.45
"tcruzi-1686903"	203.71	170.35
"tcruzi-1687980"	135.46	165.04
"tcruzi-1688062"	1487.78	391.96
"tcruzi-1694908"	60.65	63.78
"tcruzi-1695347"	145.96	162.62
"tcruzi-1696958"	798.8	723.03
"tcruzi-1697495"	81.83	161.14
"tcruzi-1698659"	134	84.52
"tcruzi-169895"	188.41	268.09
"tcruzi-1698982"	245.12	260.89
"tcruzi-1700247"	147.76	106.88
"tcruzi-1701757"	200.47	164
"tcruzi-1702338"	230.16	133.33
"tcruzi-1703903"	62.5	57.81
"tcruzi-1704414"	1306.29	1624.33
"tcruzi-1705979"	179.81	107.71
"tcruzi-1706055"	2313.79	2130.73
"tcruzi-170668"	701.48	727.19
"tcruzi-1707755"	132.59	139.16
"tcruzi-1709768"	105.59	112.62
"tcruzi-1711596"	443.28	315.36
"tcruzi-1711890"	4241.51	4866.86
"tcruzi-171532"	239.32	325.2
"tcruzi-1716760"	181.64	160.94
"tcruzi-1717835"	209.92	446.07
"tcruzi-1719157"	54.48	44.98
"tcruzi-1719301"	114.84	57.81
"tcruzi-1720191"	71.47	73.76
"tcruzi-1720319"	83.96	89.4
"tcruzi-1721011"	139.3	146.87
"tcruzi-1723439"	7630.29	7667.98
"tcruzi-1723442"	572.32	591.2
"tcruzi-1724052"	56.12	57.34
"tcruzi-1724529"	95.35	78.54
"tcruzi-1725233"	209.01	183.61
"tcruzi-1725727"	73.39	75.36
"tcruzi-1725839"	1616.67	1298.28
"tcruzi-1726580"	331.59	385.53
"tcruzi-1727192"	50.88	47.19
"tcruzi-1727548"	202.94	204
"tcruzi-1727890"	183.36	93.05
"tcruzi-1728096"	384.57	307.46
"tcruzi-1728604"	78.47	61.16
"tcruzi-1728921"	370.56	381.72
"tcruzi-1729385"	316.77	283.59
"tcruzi-1729506"	270.75	250.09
"tcruzi-1730503"	210.56	499.97
"tcruzi-1731521"	276.24	280.81
"tcruzi-1731940"	754.86	705.97
"tcruzi-1734434"	125.21	188.28
"tcruzi-1736477"	73.11	101.03
"tcruzi-1737371"	267.3	347.93
"tcruzi-1739330"	66.9	52.65
"tcruzi-1739400"	909.86	627.81
"tcruzi-1740856"	42.72	45.77
"tcruzi-1741484"	105.33	52.78
"tcruzi-1743263"	294.55	335.51
"tcruzi-1744284"	87.85	114.84
"tcruzi-1744474"	52.14	113.88
"tcruzi-174456"	164.38	150.98
"tcruzi-1746060"	221.76	284.2
"tcruzi-1746723"	1939.52	2140.24
"tcruzi-1747316"	167.48	157.85
"tcruzi-1748558"	558.72	716.84
"tcruzi-1749363"	99.5	85.1
"tcruzi-1749985"	123.41	88.46
"tcruzi-1750392"	69.39	102.33
"tcruzi-1751809"	68.61	77.04
"tcruzi-1753059"	84.34	140.76
"tcruzi-1754180"	59.14	69.19
"tcruzi-1755028"	121.61	146.81
"tcruzi-1755419"	184.89	197.42
"tcruzi-1755567"	328.49	249.86
"tcruzi-1755827"	107.37	124.88
"tcruzi-1757011"	113.59	138.22
"tcruzi-1757623"	255.36	255.47
"tcruzi-1758762"	368.99	293.97
"tcruzi-1760503"	48.4	48.4
"tcruzi-1761122"	2597.74	2174.18
"tcruzi-1762736"	68.13	78.35
"tcruzi-176301"	397.99	368.54
"tcruzi-1765342"	71.89	69.64
"tcruzi-1766597"	186.43	205.12
"tcruzi-1767615"	79.02	96.22
"tcruzi-176799"	95.49	97.62
"tcruzi-1768737"	38754.66	37115.14
"tcruzi-1768738"	39501.53	38814.29
"tcruzi-1768739"	15164.88	14812.39
"tcruzi-1769921"	165.81	178.69
"tcruzi-1770887"	135	161.71
"tcruzi-1771451"	243.53	100.9
"tcruzi-1771766"	87.95	102.47
"tcruzi-1771804"	99.2	85.57
"tcruzi-1771921"	135.98	131.67
"tcruzi-1771933"	148.3	150.24
"tcruzi-1773661"	52.31	71.02
"tcruzi-1774594"	143.13	172.17
"tcruzi-1775597"	120.22	110.14
"tcruzi-1776888"	104.65	89.26
"tcruzi-1777098"	124.77	48.92
"tcruzi-1780642"	274.25	215.71
"tcruzi-1781610"	224.04	201.98
"tcruzi-178775"	216.29	200.07
"tcruzi-1788057"	285.12	283.84
"tcruzi-178819"	168.04	146.99
"tcruzi-178882"	170.64	167.27
"tcruzi-1790093"	1103.85	1234.48
"tcruzi-1791938"	84.13	88.15
"tcruzi-1792230"	166.71	217.17
"tcruzi-1792287"	95.65	103.26
"tcruzi-1793211"	92.72	92.78
"tcruzi-179347"	25078.7	27526.84
"tcruzi-1793707"	100.46	94.55
"tcruzi-1794265"	352.1	361.33
"tcruzi-1794928"	101.9	109.99
"tcruzi-1794930"	67.49	72.8
"tcruzi-1795649"	955.58	1034.6
"tcruzi-1799119"	207.64	231.86
"tcruzi-1802513"	60.53	75.07
"tcruzi-1803887"	37710.98	31378.91
"tcruzi-1805874"	73.51	71.56
"tcruzi-180674"	96.2	174.5
"tcruzi-1807430"	87.44	80.14
"tcruzi-1807541"	91.6	100.22
"tcruzi-180845"	1123.74	813.03
"tcruzi-1810179"	8695.35	9905.38
"tcruzi-181071"	323.16	334.53
"tcruzi-1810886"	280.81	337.94
"tcruzi-1811006"	106.01	78.63
"tcruzi-1811085"	144.48	131.18
"tcruzi-1812056"	71.56	72.02
"tcruzi-1813512"	79.58	85.02
"tcruzi-1813788"	101.16	106.97
"tcruzi-1814057"	1039.58	1211.47
"tcruzi-1814795"	174.97	191.85
"tcruzi-181504"	149.16	159.66
"tcruzi-1815579"	70.7	77.53
"tcruzi-1815965"	552.43	615.18
"tcruzi-1816816"	170.47	154.6
"tcruzi-1817252"	121.81	177.06
"tcruzi-1819832"	200	197.99
"tcruzi-1820245"	672.99	527.33
"tcruzi-1820392"	188.28	109.48
"tcruzi-1822441"	399.97	133.7
"tcruzi-1823230"	104.74	109.06
"tcruzi-1824082"	85.81	58.94
"tcruzi-1824455"	68.87	84.06
"tcruzi-1824615"	446.87	496.75
"tcruzi-1824753"	3593.14	3534.37
"tcruzi-182498"	758.64	660.84
"tcruzi-1825152"	54.73	75.3
"tcruzi-1825436"	149.8	394.58
"tcruzi-1825497"	144.89	178.32
"tcruzi-1825708"	3886.04	4204.77
"tcruzi-1825709"	129.96	94.4
"tcruzi-1825943"	94.08	74.22
"tcruzi-1828463"	59.8	60.14
"tcruzi-1831110"	83.69	99.62
"tcruzi-1831375"	99.89	99.77
"tcruzi-1831615"	133.8	141.9
"tcruzi-1831694"	39424.39	42432.87
"tcruzi-1832580"	1543	1651.61
"tcruzi-1834231"	136.19	130.07
"tcruzi-1834440"	47401.46	45393.5
"tcruzi-1834441"	46611.34	46611.34
"tcruzi-1834443"	45551.62	45448.85
"tcruzi-1834934"	165.04	130.27
"tcruzi-1834939"	2046.86	2336.31
"tcruzi-1835748"	760.84	632.73
"tcruzi-1835940"	1449.45	1328.95
"tcruzi-1836529"	127.5	115.02
"tcruzi-1838018"	132.44	139.7
"tcruzi-1838563"	177.62	184.15
"tcruzi-183898"	204.17	280.05
"tcruzi-1839444"	84.94	89.26
"tcruzi-1839840"	15719.06	14120.75
"tcruzi-1839900"	545.74	578.3
"tcruzi-1840261"	203.19	291.22
"tcruzi-1841678"	181.04	161.79
"tcruzi-1841901"	650.49	511.61
"tcruzi-184205"	191.62	182.73
"tcruzi-184239"	1764.96	1882.65
"tcruzi-1844384"	41923.58	42225.46
"tcruzi-1844903"	44618.64	43242.53
"tcruzi-1844980"	39927.47	42600.38
"tcruzi-1844981"	45448.85	44060.23
"tcruzi-1844982"	43242.53	42840.72
"tcruzi-1844984"	45739	47934.29
"tcruzi-1844985"	506.01	606.98
"tcruzi-1845654"	154.35	155.39
"tcruzi-1846978"	173.06	197.86
"tcruzi-1848064"	104.37	127.66
"tcruzi-1848403"	176.54	178.93
"tcruzi-1848426"	161.62	242.26
"tcruzi-1848819"	72.14	52.14
"tcruzi-1848880"	27526.84	30798.25
"tcruzi-1849605"	154.99	128.44
"tcruzi-1849977"	201.84	185.65
"tcruzi-1852032"	164.71	193.19
"tcruzi-1852415"	242.68	200
"tcruzi-1852577"	129.51	134.09
"tcruzi-1854389"	211.62	266.87
"tcruzi-1854993"	402.31	265.79
"tcruzi-1855699"	102.23	82.19
"tcruzi-1856550"	46.38	53.93
"tcruzi-1856849"	64.03	79.24
"tcruzi-1857146"	84.45	89.14
"tcruzi-185739"	835.7	1087.69
"tcruzi-1857763"	194.55	104.85
"tcruzi-1857791"	110.91	127.6
"tcruzi-1858109"	94.34	68.38
"tcruzi-1858678"	96.99	90.28
"tcruzi-1859347"	307.08	365.07
"tcruzi-186057"	353.8	477.37
"tcruzi-1861764"	78.63	77.26
"tcruzi-186215"	158.5	207.64
"tcruzi-1863080"	234.11	222.29
"tcruzi-1864503"	185.04	207.26
"tcruzi-1865671"	1651.61	1607.4
"tcruzi-1867341"	107.15	104.33
"tcruzi-1867553"	285.91	266.31
"tcruzi-1869141"	97.13	90.85
"tcruzi-187006"	223.42	173.35
"tcruzi-1870282"	97.68	106.8
"tcruzi-1870394"	444.42	491.25
"tcruzi-1874100"	152.59	116.37
"tcruzi-1874766"	70.14	79.24
"tcruzi-1875741"	284.61	220.68
"tcruzi-1876888"	224.83	233.35
"tcruzi-1877172"	154.44	176
"tcruzi-1877196"	72.67	81.07
"tcruzi-187838"	63.61	75.14
"tcruzi-1878419"	387.12	368.99
"tcruzi-1880256"	186.64	261.96
"tcruzi-1882369"	10609.7	10735
"tcruzi-1882385"	36965.41	38548.33
"tcruzi-1882802"	336.41	370.96
"tcruzi-1885771"	162.06	145.38
"tcruzi-1886705"	2008.48	1689.55
"tcruzi-1887062"	70.44	54.38
"tcruzi-1887099"	128.19	183.09
"tcruzi-1887343"	316.32	347.51
"tcruzi-188755"	56.59	55.56
"tcruzi-1888658"	175.79	123.16
"tcruzi-1891109"	208.8	252.01
"tcruzi-1891159"	262.26	313.22
"tcruzi-189218"	27409.66	25015.65
"tcruzi-189303"	89.33	108.28
"tcruzi-1893677"	859.79	890.95
"tcruzi-1894243"	59.41	65.78
"tcruzi-1896124"	900.44	1039.58
"tcruzi-1896417"	133.46	154.44
"tcruzi-1897087"	81.77	98.17
"tcruzi-1898998"	99.11	153.07
"tcruzi-1901714"	168.6	198.48
"tcruzi-1902057"	403.42	506.01
"tcruzi-1902472"	840.3	732.34
"tcruzi-1902933"	166.39	157.54
"tcruzi-1903219"	136.7	199
"tcruzi-1904757"	375.7	365.68
"tcruzi-190487"	142	144.09
"tcruzi-1907900"	139.39	111.71
"tcruzi-190817"	212.68	193.08
"tcruzi-1908217"	250.32	276.77
"tcruzi-190870"	606.98	756.3
"tcruzi-191073"	574.45	714.92
"tcruzi-1910813"	155.09	156.05
"tcruzi-1911654"	116.1	134.26
"tcruzi-1912086"	395.24	415.87
"tcruzi-1912190"	412.7	402.93
"tcruzi-191512"	197.42	172.88
"tcruzi-1915162"	483	758.64
"tcruzi-1915552"	156.62	116.9
"tcruzi-1915593"	399.36	480.72
"tcruzi-1915820"	1984.59	1806.65
"tcruzi-1916208"	240.12	228.86
"tcruzi-1917866"	64.67	67.27
"tcruzi-192016"	162.23	116.67
"tcruzi-1921473"	63.91	63.02
"tcruzi-1921826"	90.77	118.62
"tcruzi-1922058"	138.69	114.7
"tcruzi-1922247"	124.72	136.7
"tcruzi-192225"	343.8	198.68
"tcruzi-1922508"	64.8	60.53
"tcruzi-1925185"	117.7	160.58
"tcruzi-1925272"	17714.22	16160.25
"tcruzi-192572"	95.21	116.52
"tcruzi-1926122"	90.2	100.7
"tcruzi-1926210"	608.66	301.26
"tcruzi-1927367"	360.01	304.61
"tcruzi-1929107"	51.77	44.16
"tcruzi-1932117"	123.08	108.37
"tcruzi-1932287"	81.31	173.13
"tcruzi-1932381"	1706.89	1578.81
"tcruzi-1932516"	114.13	105.68
"tcruzi-1933179"	241.38	250.61
"tcruzi-1933379"	109.85	121.09
"tcruzi-1933462"	451.2	429.29
"tcruzi-1935209"	199.57	214
"tcruzi-1936027"	453.24	539.13
"tcruzi-1936456"	82.01	79.58
"tcruzi-1937452"	69.11	95.82
"tcruzi-1940278"	70.03	92.11
"tcruzi-194096"	125.89	182.24
"tcruzi-1941265"	227.43	298.98
"tcruzi-1941426"	130.14	116.1
"tcruzi-1941976"	52.65	72.07
"tcruzi-1943637"	58.45	56.03
"tcruzi-1944043"	10895.7	10683.84
"tcruzi-1944234"	246.41	229.75
"tcruzi-1945660"	314.8	353.01
"tcruzi-1946289"	3182.84	3334.56
"tcruzi-1946291"	6661.89	7526.76
"tcruzi-1946292"	13629.13	14183.84
"tcruzi-1946297"	4667.25	6390.43
"tcruzi-1946298"	10735	10118.45
"tcruzi-1947119"	1139.52	1163.02
"tcruzi-1951099"	196.14	181.86
"tcruzi-1951541"	30944.24	32638.58
"tcruzi-1954272"	162.83	127.94
"tcruzi-1957071"	231.63	271.43
"tcruzi-1957213"	139.16	147.97
"tcruzi-1957459"	90.58	101.58
"tcruzi-195952"	367.71	507.04
"tcruzi-1961045"	74.73	73.7
"tcruzi-196173"	547.45	934.06
"tcruzi-1962816"	135.29	149.54
"tcruzi-1963837"	496.08	608.66
"tcruzi-1963924"	697.8	563.59
"tcruzi-1964286"	1352.93	1367.39
"tcruzi-1964683"	440.03	338.97
"tcruzi-1965340"	251.19	89.78
"tcruzi-1965347"	458.07	467.77
"tcruzi-1965742"	140.61	127.04
"tcruzi-196594"	69.53	75.43
"tcruzi-1966604"	4606.26	3593.14
"tcruzi-1968348"	54.84	59.69
"tcruzi-1969"	379.01	325.53
"tcruzi-1972762"	54.38	40.03
"tcruzi-1973994"	123.54	109.56
"tcruzi-1974091"	37845.02	39738.19
"tcruzi-1975354"	145.82	158.75
"tcruzi-1978598"	291.41	273.76
"tcruzi-1979434"	287.36	288.66
"tcruzi-1981357"	32816.56	33267.2
"tcruzi-1982557"	461.7	602.08
"tcruzi-1984199"	95.12	96.92
"tcruzi-1985376"	351.73	191.17
"tcruzi-1987562"	246.56	254.13
"tcruzi-1989081"	255.05	219.58
"tcruzi-1989292"	3548.27	3548.27
"tcruzi-1989991"	66.66	65.94
"tcruzi-1990518"	236.66	213.75
"tcruzi-1991307"	197.99	191.05
"tcruzi-1991562"	119.34	102.71
"tcruzi-1991977"	106.35	94
"tcruzi-1992016"	8377.29	9805.58
"tcruzi-1992492"	131.9	108.16
"tcruzi-199262"	175.41	193.94
"tcruzi-1993115"	89.47	99.86
"tcruzi-1995390"	183.61	72.33
"tcruzi-1995483"	121.46	106.39
"tcruzi-1995799"	3474.52	3576.76
"tcruzi-1995800"	22534.95	21604.7
"tcruzi-1995801"	14498.23	15719.06
"tcruzi-1995804"	6721.06	6637.28
"tcruzi-1995806"	7264.3	7388.52
"tcruzi-1995807"	4512.92	4667.25
"tcruzi-1997210"	260.89	191.62
"tcruzi-1997296"	166.2	135.79
"tcruzi-1997572"	172.41	211.49
"tcruzi-19981"	137.24	153.16
"tcruzi-1998837"	111.71	103.41
"tcruzi-1999215"	140.29	150.65
"tcruzi-2000458"	90.01	89.94
"tcruzi-2000749"	119.98	144.72
"tcruzi-200121"	79.7	76.82
"tcruzi-2001364"	86.92	59.91
"tcruzi-2001502"	162.54	148.08
"tcruzi-2002834"	270.1	354.55
"tcruzi-2002851"	340.46	345.12
"tcruzi-2004218"	117.47	103.52
"tcruzi-2006243"	363.07	552.43
"tcruzi-2007518"	4589.64	4015.84
"tcruzi-2007535"	3653.64	3653.64
"tcruzi-20087"	263.69	175.12
"tcruzi-2008938"	205.51	239.51
"tcruzi-2009954"	663.76	774.09
"tcruzi-2010792"	2812.96	2886.66
"tcruzi-201174"	68.49	78.73
"tcruzi-2012115"	36193.81	38020.43
"tcruzi-2012117"	28909.02	28856.22
"tcruzi-2012118"	28433.67	31084.85
"tcruzi-2012691"	190.76	202.35
"tcruzi-2012959"	205.37	222.89
"tcruzi-2013473"	16605.14	16257.22
"tcruzi-2013866"	168.46	174.97
"tcruzi-2013980"	75.69	78.42
"tcruzi-2014352"	677.37	851.2
"tcruzi-201645"	75.78	82.34
"tcruzi-2016637"	134.64	140.05
"tcruzi-2017238"	6428.15	6031.37
"tcruzi-2017278"	120.46	128.25
"tcruzi-2017279"	203.3	196.85
"tcruzi-2019830"	5265.52	5551.14
"tcruzi-2020258"	434.35	472.72
"tcruzi-202167"	197.54	176.22
"tcruzi-2022214"	103.13	126.2
"tcruzi-202265"	407.09	368.3
"tcruzi-2024192"	122.52	127.75
"tcruzi-2025654"	180.88	128.89
"tcruzi-2026873"	284.2	181.26
"tcruzi-2027528"	133.65	138.61
"tcruzi-2028191"	193.94	238.96
"tcruzi-2028916"	79.21	76.38
"tcruzi-2029279"	408.6	189.86
"tcruzi-2029914"	84.78	66.2
"tcruzi-2030693"	20199.26	21007.42
"tcruzi-2030694"	21477.72	22894.16
"tcruzi-2030695"	16551.48	16551.48
"tcruzi-2030708"	8138.43	8695.35
"tcruzi-2030752"	76.32	78.1
"tcruzi-2030898"	29760.89	32524.15
"tcruzi-2030902"	15020.26	15468.02
"tcruzi-2030911"	23050.37	21526.26
"tcruzi-2030921"	41660.24	41062.1
"tcruzi-2030922"	41498.33	41343.14
"tcruzi-2032124"	206.54	227.83
"tcruzi-2032426"	180.06	199.16
"tcruzi-2034178"	32524.15	33741.51
"tcruzi-2034179"	42840.72	44340.32
"tcruzi-203422"	1045.82	1276.22
"tcruzi-2034631"	262.7	320.97
"tcruzi-2035432"	157.54	179.03
"tcruzi-2036226"	249	274.25
"tcruzi-2036792"	1817.81	1657.06
"tcruzi-2036872"	166.5	186.1
"tcruzi-2036975"	742.04	498.66
"tcruzi-20377"	84.99	95.7
"tcruzi-203805"	1298.28	1062.49
"tcruzi-2038234"	906.78	1093.91
"tcruzi-2041955"	53.05	46.47
"tcruzi-204202"	127.12	150.76
"tcruzi-2043204"	87.54	96.04
"tcruzi-2045447"	244.15	260.18
"tcruzi-2045584"	154.5	183.86
"tcruzi-2046558"	143.83	82.74
"tcruzi-2047008"	17084.54	18351.86
"tcruzi-2047009"	16327.77	17767.13
"tcruzi-2047627"	94.22	134.34
"tcruzi-2047661"	79.27	74.54
"tcruzi-2048720"	56.95	52.31
"tcruzi-2049499"	102.33	64.99
"tcruzi-2050739"	259.2	238.24
"tcruzi-2050867"	174.61	186.24
"tcruzi-2050984"	575.95	510.35
"tcruzi-205100"	27823.91	29518.27
"tcruzi-205101"	23280.32	25249.07
"tcruzi-205102"	26378.44	24407.89
"tcruzi-2052232"	528.82	644.66
"tcruzi-2052800"	142.15	125.76
"tcruzi-2052948"	45.25	50.48
"tcruzi-2053960"	66.02	63.27
"tcruzi-2056075"	186.1	200.75
"tcruzi-2056967"	69.64	45.38
"tcruzi-2057354"	174.43	203.43
"tcruzi-2057539"	164	166.11
"tcruzi-205814"	118.72	115.6
"tcruzi-2058812"	155.39	128.94
"tcruzi-2062195"	171.15	216.95
"tcruzi-2062472"	108.48	84.66
"tcruzi-206258"	21804.14	18743.47
"tcruzi-206259"	33544.38	33661.87
"tcruzi-2062701"	5551.14	5980.13
"tcruzi-2062702"	25183.32	28776.08
"tcruzi-2062973"	6295.02	5426.89
"tcruzi-2063020"	100.79	80.03
"tcruzi-2064383"	338.33	410.24
"tcruzi-2064689"	54.48	47.32
"tcruzi-206548"	370.96	362.18
"tcruzi-2065684"	57.52	79.86
"tcruzi-2066514"	15303.31	12170.18
"tcruzi-2067216"	570.69	496.08
"tcruzi-2067320"	93.75	108.65
"tcruzi-2069167"	160.3	198.17
"tcruzi-2071085"	88.02	96.04
"tcruzi-2072090"	80.35	96.99
"tcruzi-2072801"	579.54	729.81
"tcruzi-2073579"	95.6	84.25
"tcruzi-207494"	291.82	310.48
"tcruzi-2076458"	709.97	665.55
"tcruzi-2078224"	266.87	267.3
"tcruzi-2079000"	228.26	258.02
"tcruzi-2079005"	103.47	56.03
"tcruzi-2079457"	20274.42	18634.22
"tcruzi-2079732"	41.67	38.77
"tcruzi-2080693"	155.71	203.6
"tcruzi-208103"	100.46	125.57
"tcruzi-2081479"	212.21	63.45
"tcruzi-2082"	139.7	154.24
"tcruzi-2082767"	192.01	153.57
"tcruzi-2084234"	140.96	147.2
"tcruzi-2087348"	94.4	57.47
"tcruzi-2087903"	165.23	181.64
"tcruzi-2087904"	102.78	153.94
"tcruzi-2088011"	648.76	684.46
"tcruzi-2090164"	44.98	52.89
"tcruzi-2091125"	171.66	182.46
"tcruzi-2093267"	4989.95	4565.9
"tcruzi-2094606"	112.35	140.37
"tcruzi-2096582"	66.76	64.32
"tcruzi-2097963"	173.88	74.36
"tcruzi-2098184"	79.48	78.06
"tcruzi-2100367"	596.04	437.45
"tcruzi-2100588"	133.75	169.83
"tcruzi-2100810"	204.56	240.66
"tcruzi-2101751"	113.44	83.56
"tcruzi-2102681"	67.58	56.8
"tcruzi-21031"	151.47	132.87
"tcruzi-2103439"	146.64	151.15
"tcruzi-210420"	145.48	70.86
"tcruzi-2104766"	167.35	208.63
"tcruzi-2104796"	501.47	455.62
"tcruzi-2105159"	112.88	1939.52
"tcruzi-2107135"	69.31	54.62
"tcruzi-210755"	153.57	152.75
"tcruzi-2108370"	339.94	451.2
"tcruzi-2108865"	69.73	79.33
"tcruzi-2108925"	143.73	130.99
"tcruzi-2110107"	236.86	253.62
"tcruzi-2110728"	105.43	133.53
"tcruzi-2111365"	60.81	65.59
"tcruzi-2113592"	3136.52	3410.15
"tcruzi-2116871"	72.22	71.69
"tcruzi-2116891"	2846.83	3070.69
"tcruzi-2117979"	147.32	177.92
"tcruzi-2122439"	112.68	85.81
"tcruzi-2124577"	21060.33	20604.89
