"Reporter Name"	"CO_PO_normalizedData_r1"	"CO_PO_normalizedData_r2"
"tcruzi-1560681"	125.41	127.83
"tcruzi-1562189"	260.57	358.94
"tcruzi-1562390"	111.69	162.35
"tcruzi-1563057"	302.84	241.73
"tcruzi-1563192"	246.99	171.08
"tcruzi-1563272"	159.08	226.82
"tcruzi-156409"	182.46	179.12
"tcruzi-1564216"	82.53	80.03
"tcruzi-1564511"	363.07	368.99
"tcruzi-1565209"	187.77	206.03
"tcruzi-1565235"	237.43	233.95
"tcruzi-1566440"	141.44	149.67
"tcruzi-1566806"	3136.52	1560.45
"tcruzi-1567518"	748.3	179.65
"tcruzi-1568497"	1775.54	309.28
"tcruzi-1569398"	87.81	69.47
"tcruzi-1569897"	230.58	6938.21
"tcruzi-1570158"	133.7	153.47
"tcruzi-1570186"	177.92	227.24
"tcruzi-1572992"	1185.68	11526.83
"tcruzi-1573090"	760.84	301.26
"tcruzi-1573609"	61.4	71.83
"tcruzi-1574001"	223.11	258.56
"tcruzi-1574370"	295.3	186.97
"tcruzi-1574455"	43593.36	44289.4
"tcruzi-1574464"	116.37	134.45
"tcruzi-157550"	1968.94	1128.12
"tcruzi-1576824"	295.92	184.61
"tcruzi-1577928"	241.95	348.61
"tcruzi-1578131"	145.27	157.39
"tcruzi-1579926"	120.74	95.42
"tcruzi-1579988"	104.02	108.25
"tcruzi-1580163"	59.69	53.93
"tcruzi-1582045"	33984.91	34307.3
"tcruzi-1582046"	47000.9	47401.46
"tcruzi-1583575"	310.48	373.1
"tcruzi-1585791"	31843.75	38272.81
"tcruzi-1586553"	165.04	446.07
"tcruzi-1586666"	119.86	104.98
"tcruzi-1587110"	110.85	105.52
"tcruzi-1587286"	189.86	173.88
"tcruzi-1587970"	281.48	146.36
"tcruzi-1589324"	264.06	78.3
"tcruzi-1591348"	13164.31	16466.12
"tcruzi-1592412"	4063.77	5908.73
"tcruzi-1592642"	322.49	259.2
"tcruzi-1592967"	725.41	758.64
"tcruzi-1594482"	308.81	267.3
"tcruzi-1595151"	93.27	192.87
"tcruzi-1596319"	66.5	68.49
"tcruzi-1596573"	56.8	65.98
"tcruzi-1597333"	1163.02	1487.78
"tcruzi-1597994"	496.08	244.76
"tcruzi-1598056"	223.32	210.38
"tcruzi-1600920"	205.2	218.13
"tcruzi-1601146"	184.35	192.56
"tcruzi-1601383"	114.77	138.61
"tcruzi-1601462"	123.16	126.89
"tcruzi-1602087"	89.69	66.96
"tcruzi-1605232"	146.03	194.87
"tcruzi-1605410"	119.05	105.46
"tcruzi-1607120"	5949.26	8551.21
"tcruzi-1609253"	362.18	425.13
"tcruzi-1609402"	652.22	890.95
"tcruzi-1609538"	53200.69	50469.86
"tcruzi-1610808"	376.25	335.01
"tcruzi-1611123"	166.9	130.86
"tcruzi-161122"	122.42	119.6
"tcruzi-1612081"	1425.08	166.9
"tcruzi-1612488"	66.37	101.83
"tcruzi-1613015"	106.8	109.43
"tcruzi-1613141"	118.11	110.33
"tcruzi-161340"	103.75	91.82
"tcruzi-1613641"	104.2	81.42
"tcruzi-1614533"	87.4	122.04
"tcruzi-1615039"	98.44	95.6
"tcruzi-1617797"	166.58	187.45
"tcruzi-1617962"	47.86	49.13
"tcruzi-1618311"	379.95	499.97
"tcruzi-1618347"	102.96	59.51
"tcruzi-1620284"	135.79	98.12
"tcruzi-1620754"	1721.27	851.2
"tcruzi-1621076"	145.43	127.52
"tcruzi-162238"	1906.97	1794.41
"tcruzi-162246"	138.61	119.13
"tcruzi-162372"	1407.21	1387.94
"tcruzi-1624360"	252.77	336.41
"tcruzi-1624529"	142.7	151.41
"tcruzi-1624924"	291.41	163.66
"tcruzi-1625346"	100.09	967.44
"tcruzi-1625462"	113.39	120.15
"tcruzi-1626044"	146.7	168.89
"tcruzi-1626514"	1666.6	2313.79
"tcruzi-1626709"	62.81	75.04
"tcruzi-1628410"	2697.39	1135.43
"tcruzi-162871"	49.13	65.3
"tcruzi-1628918"	250.61	283.84
"tcruzi-1629094"	7388.52	7180.76
"tcruzi-1629167"	147.55	118.35
"tcruzi-1630827"	51.77	48.04
"tcruzi-163309"	1636.87	840.3
"tcruzi-1633577"	53.69	71.61
"tcruzi-1634436"	167.96	217.17
"tcruzi-163544"	672.99	8079.13
"tcruzi-163630"	442.4	4989.95
"tcruzi-1636649"	125.03	119.98
"tcruzi-1636924"	24957.87	26741.47
"tcruzi-1638576"	212.92	193.08
"tcruzi-1638773"	61.89	72.07
"tcruzi-1638885"	109.9	130.44
"tcruzi-1639290"	641.59	756.3
"tcruzi-1642535"	195.02	218.26
"tcruzi-1642715"	370.96	200.75
"tcruzi-164274"	453.65	869.13
"tcruzi-1648561"	339.35	347.51
"tcruzi-1648624"	236.86	178.69
"tcruzi-1649215"	158.75	168.25
"tcruzi-1652332"	122.89	115.79
"tcruzi-1652638"	208.71	314.45
"tcruzi-1652969"	943.82	1149.62
"tcruzi-1653467"	88.44	90.63
"tcruzi-1654056"	84.45	100.32
"tcruzi-1655756"	126.62	89.07
"tcruzi-1658910"	5228.85	205.16
"tcruzi-165959"	9335.69	11593.62
"tcruzi-166088"	291.82	310.48
"tcruzi-1660985"	86.29	80.09
"tcruzi-166132"	583.24	496.75
"tcruzi-1661370"	349.95	411.14
"tcruzi-166138"	311.61	684.46
"tcruzi-1663272"	76.76	53.23
"tcruzi-1664138"	127.21	136.96
"tcruzi-1665081"	141.9	132.37
"tcruzi-1665190"	1651.61	1518.87
"tcruzi-1667950"	150.51	158.01
"tcruzi-1668665"	94.91	107.94
"tcruzi-1669240"	167.48	172.61
"tcruzi-1669981"	92.52	108.62
"tcruzi-1671320"	131.72	138.39
"tcruzi-1673022"	1264.44	1059.58
"tcruzi-167417"	440.03	403.42
"tcruzi-1674391"	91.36	70.14
"tcruzi-1675763"	222.89	321.26
"tcruzi-167751"	121.46	314
"tcruzi-1678538"	177.52	151.66
"tcruzi-1679278"	172.29	197.23
"tcruzi-1682107"	82.46	107.94
"tcruzi-168323"	1006.68	1352.93
"tcruzi-1684723"	96.41	62.07
"tcruzi-1685154"	94.72	125.71
"tcruzi-168547"	162.06	946.86
"tcruzi-1686349"	104.77	98
"tcruzi-1686903"	120.08	152.85
"tcruzi-1687980"	151.47	168.15
"tcruzi-1688062"	464.7	482.19
"tcruzi-1694908"	145.67	222.89
"tcruzi-1695347"	367.41	386.1
"tcruzi-1696958"	188.28	173.29
"tcruzi-1697495"	234.78	175.2
"tcruzi-1698659"	117.93	148.84
"tcruzi-169895"	336.41	572.32
"tcruzi-1698982"	142	142.7
"tcruzi-1700247"	330.62	384.57
"tcruzi-1701757"	130.99	110.98
"tcruzi-1702338"	110.98	104.85
"tcruzi-1703903"	65.78	60.65
"tcruzi-1704414"	6031.37	20274.42
"tcruzi-1705979"	104.56	128.44
"tcruzi-1706055"	6201.5	7003.01
"tcruzi-170668"	356.15	236.66
"tcruzi-1707755"	131.26	127.63
"tcruzi-1709768"	116.9	129.32
"tcruzi-1711596"	417.39	99.3
"tcruzi-1711890"	975.47	1123.74
"tcruzi-171532"	515.56	674.12
"tcruzi-1716760"	202.67	277.26
"tcruzi-1717835"	2827.8	2649.21
"tcruzi-1719157"	45.77	57.99
"tcruzi-1719301"	103.34	124.18
"tcruzi-1720191"	71.61	66.55
"tcruzi-1720319"	360.01	72.02
"tcruzi-1721011"	80.09	68.87
"tcruzi-1723439"	6000.86	8695.35
"tcruzi-1723442"	703.54	795.7
"tcruzi-1724052"	52.89	57.77
"tcruzi-1724529"	69.53	96.81
"tcruzi-1725233"	195.26	179.48
"tcruzi-1725727"	82.01	104.45
"tcruzi-1725839"	623.42	300.9
"tcruzi-1726580"	3773.54	2119.49
"tcruzi-1727192"	53.49	55.19
"tcruzi-1727548"	134.85	155.66
"tcruzi-1727890"	105.02	119.34
"tcruzi-1728096"	83.13	103.2
"tcruzi-1728604"	89.33	100.75
"tcruzi-1728921"	412.7	509.56
"tcruzi-1729385"	274.25	658.81
"tcruzi-1729506"	132.59	126.38
"tcruzi-1730503"	211.49	247.68
"tcruzi-1731521"	237.94	167.62
"tcruzi-1731940"	282.51	222.09
"tcruzi-1734434"	184.61	194.38
"tcruzi-1736477"	286.3	329.04
"tcruzi-1737371"	325.2	332.59
"tcruzi-1739330"	63.27	64.56
"tcruzi-1739400"	181.64	221.24
"tcruzi-1740856"	96.02	54.84
"tcruzi-1741484"	65.3	51.4
"tcruzi-1743263"	187.56	150.47
"tcruzi-1744284"	87.27	81.77
"tcruzi-1744474"	106.72	133.46
"tcruzi-174456"	139.11	364.12
"tcruzi-1746060"	707.85	709.97
"tcruzi-1746723"	1715.17	2597.74
"tcruzi-1747316"	629.9	196.05
"tcruzi-1748558"	1068.94	900.44
"tcruzi-1749363"	81.69	87.01
"tcruzi-1749985"	1394.31	1073.05
"tcruzi-1750392"	61.51	94.91
"tcruzi-1751809"	83.69	75.73
"tcruzi-1753059"	1311.54	1163.02
"tcruzi-1754180"	64.8	84.15
"tcruzi-1755028"	179.03	185.51
"tcruzi-1755419"	212.34	245.35
"tcruzi-1755567"	177.44	287.36
"tcruzi-1755827"	236.66	180.06
"tcruzi-1757011"	125.71	178.1
"tcruzi-1757623"	203.38	226.15
"tcruzi-1758762"	101.48	147.09
"tcruzi-1760503"	52.78	67.15
"tcruzi-1761122"	126.13	102.51
"tcruzi-1762736"	82.09	78.35
"tcruzi-176301"	572.32	814.88
"tcruzi-1765342"	55.94	46.38
"tcruzi-1766597"	204.09	372.38
"tcruzi-1767615"	73.09	94.65
"tcruzi-176799"	70.74	121.63
"tcruzi-1768737"	34116.71	36371.32
"tcruzi-1768738"	39062.87	40774.77
"tcruzi-1768739"	28357.88	39798.24
"tcruzi-1769921"	176.34	138.05
"tcruzi-1770887"	204.78	291.22
"tcruzi-1771451"	262.97	249.86
"tcruzi-1771766"	100.48	75.86
"tcruzi-1771804"	204.91	236.86
"tcruzi-1771921"	137.94	137.9
"tcruzi-1771933"	138.05	124.62
"tcruzi-1773661"	93.09	98.5
"tcruzi-1774594"	139.99	123.5
"tcruzi-1775597"	145.82	191.93
"tcruzi-1776888"	99.04	107.37
"tcruzi-1777098"	56.23	51.72
"tcruzi-1780642"	140.68	93.54
"tcruzi-1781610"	166.71	164.27
"tcruzi-178775"	277.74	3993.87
"tcruzi-1788057"	389.66	447.61
"tcruzi-178819"	1806.65	2174.18
"tcruzi-178882"	959.05	1030.34
"tcruzi-1790093"	705.97	644.66
"tcruzi-1791938"	89.19	98.91
"tcruzi-1792230"	191.73	208.8
"tcruzi-1792287"	151.04	213.75
"tcruzi-1793211"	68.87	84.15
"tcruzi-179347"	12635.31	16410.5
"tcruzi-1793707"	5037.42	2720.63
"tcruzi-1794265"	176.54	246.06
"tcruzi-1794928"	125.32	162.83
"tcruzi-1794930"	94.72	110.6
"tcruzi-1795649"	212.53	400.55
"tcruzi-1799119"	563.59	1027.21
"tcruzi-1802513"	109.26	129.72
"tcruzi-1803887"	42156.55	44950.42
"tcruzi-1805874"	57.77	69.19
"tcruzi-180674"	278.12	224.83
"tcruzi-1807430"	230.16	73.76
"tcruzi-1807541"	122.22	144.48
"tcruzi-180845"	63.64	92.83
"tcruzi-1810179"	23136.86	29675.34
"tcruzi-181071"	638.44	909.86
"tcruzi-1810886"	263.43	266.87
"tcruzi-1811006"	105.59	96.53
"tcruzi-1811085"	227.64	249.36
"tcruzi-1812056"	155.29	155.04
"tcruzi-1813512"	97.13	113.04
"tcruzi-1813788"	85.06	75.36
"tcruzi-1814057"	251.36	286.63
"tcruzi-1814795"	139.7	183.61
"tcruzi-181504"	597.61	522.9
"tcruzi-1815579"	292.55	111.2
"tcruzi-1815965"	79.06	106.11
"tcruzi-1816816"	498.66	507.63
"tcruzi-1817252"	185.29	290.41
"tcruzi-1819832"	317.75	214.94
"tcruzi-1820245"	144.32	180.42
"tcruzi-1820392"	132.09	105.59
"tcruzi-1822441"	369.83	320.08
"tcruzi-1823230"	142.83	161.14
"tcruzi-1824082"	48.74	62.7
"tcruzi-1824455"	85.86	76.44
"tcruzi-1824615"	644.66	634.3
"tcruzi-1824753"	298.18	255.05
"tcruzi-182498"	208.48	535.84
"tcruzi-1825152"	74.5	76.14
"tcruzi-1825436"	585.48	674.12
"tcruzi-1825497"	221.76	270.75
"tcruzi-1825708"	7105.6	6341.04
"tcruzi-1825709"	127.83	151.66
"tcruzi-1825943"	94.31	76.28
"tcruzi-1828463"	84.66	74.61
"tcruzi-1831110"	101.58	132.51
"tcruzi-1831375"	102.54	131.12
"tcruzi-1831615"	189.38	174.97
"tcruzi-1831694"	41401.34	47663.88
"tcruzi-1832580"	1416.05	381.22
"tcruzi-1834231"	144.89	158.85
"tcruzi-1834440"	11183.68	4924.46
"tcruzi-1834441"	8018.87	4606.26
"tcruzi-1834443"	33661.87	30468.94
"tcruzi-1834934"	96.12	93.7
"tcruzi-1834939"	829.28	876.93
"tcruzi-1835748"	184.45	214.05
"tcruzi-1835940"	177.62	106.18
"tcruzi-1836529"	94.55	85
"tcruzi-1838018"	314.8	236.37
"tcruzi-1838563"	245.12	231.63
"tcruzi-183898"	163.9	148.3
"tcruzi-1839444"	82.09	86.39
"tcruzi-1839840"	9905.38	9481.03
"tcruzi-1839900"	152.91	173.55
"tcruzi-1840261"	129.17	152.03
"tcruzi-1841678"	195.26	233.18
"tcruzi-1841901"	2026.98	2508.16
"tcruzi-184205"	1853.85	1372.49
"tcruzi-184239"	565.85	1425.08
"tcruzi-1844384"	40725.73	45393.5
"tcruzi-1844903"	46179.08	47000.9
"tcruzi-1844980"	33741.51	36467.55
"tcruzi-1844981"	49226.02	51180.4
"tcruzi-1844982"	47282.98	48046.73
"tcruzi-1844984"	55232.44	51853.44
"tcruzi-1844985"	274.01	267.59
"tcruzi-1845654"	1034.6	145.43
"tcruzi-1846978"	312.39	353.8
"tcruzi-1848064"	94.22	145.82
"tcruzi-1848403"	246.99	345.6
"tcruzi-1848426"	365.07	321.79
"tcruzi-1848819"	63.64	65.22
"tcruzi-1848880"	30410.69	30892.41
"tcruzi-1849605"	146.81	146.64
"tcruzi-1849977"	114.48	78.26
"tcruzi-1852032"	275.39	335.94
"tcruzi-1852415"	108.85	125.09
"tcruzi-1852577"	228.26	244.15
"tcruzi-1854389"	591.2	821.66
"tcruzi-1854993"	175.12	212.53
"tcruzi-1855699"	72.4	63.64
"tcruzi-1856550"	57.93	56.12
"tcruzi-1856849"	61.89	72.86
"tcruzi-1857146"	97.5	79.73
"tcruzi-185739"	397.01	486.78
"tcruzi-1857763"	121.9	140.61
"tcruzi-1857791"	95.35	102.51
"tcruzi-1858109"	474.58	494.76
"tcruzi-1858678"	134.09	137.78
"tcruzi-1859347"	693.82	631.26
"tcruzi-186057"	1683.38	177.52
"tcruzi-1861764"	66.28	72.14
"tcruzi-186215"	344.64	327.05
"tcruzi-1863080"	135.1	139.46
"tcruzi-1864503"	167.62	167.84
"tcruzi-1865671"	165.68	78.54
"tcruzi-1867341"	68.29	81.69
"tcruzi-1867553"	194.87	180.18
"tcruzi-1869141"	107.58	88.98
"tcruzi-187006"	74.83	111.57
"tcruzi-1870282"	84.72	91.55
"tcruzi-1870394"	107.32	145.6
"tcruzi-1874100"	100.59	111.94
"tcruzi-1874766"	103.88	114.39
"tcruzi-1875741"	2222.42	3282.43
"tcruzi-1876888"	491.25	474.58
"tcruzi-1877172"	1597.64	498.66
"tcruzi-1877196"	75.33	76.62
"tcruzi-187838"	67.15	77.92
"tcruzi-1878419"	475.59	122.98
"tcruzi-1880256"	99.76	115.54
"tcruzi-1882369"	6555.31	864.64
"tcruzi-1882385"	26600.34	33342.12
"tcruzi-1882802"	3910.85	5265.52
"tcruzi-1885771"	143.66	160.58
"tcruzi-1886705"	936.78	1218.66
"tcruzi-1887062"	161.79	190.28
"tcruzi-1887099"	231.46	205.16
"tcruzi-1887343"	329.5	207.11
"tcruzi-188755"	91.6	70.79
"tcruzi-1888658"	133.27	167.27
"tcruzi-1891109"	231.11	143.52
"tcruzi-1891159"	153.94	164.71
"tcruzi-189218"	18743.47	25183.32
"tcruzi-189303"	899.03	650.49
"tcruzi-1893677"	79.41	57.52
"tcruzi-1894243"	64.88	59.69
"tcruzi-1896124"	261.03	203.3
"tcruzi-1896417"	594.68	260.18
"tcruzi-1897087"	62.93	74.43
"tcruzi-1898998"	96.81	107.8
"tcruzi-1901714"	292.77	183.15
"tcruzi-1902057"	146.64	138.14
"tcruzi-1902472"	1030.34	575.95
"tcruzi-1902933"	256.66	153.86
"tcruzi-1903219"	181.13	199.57
"tcruzi-1904757"	995.63	1049.14
"tcruzi-190487"	159.38	121.33
"tcruzi-1907900"	134.73	82.64
"tcruzi-190817"	183.86	255.36
"tcruzi-1908217"	172.71	177.18
"tcruzi-190870"	425.13	340.46
"tcruzi-191073"	111.16	115.02
"tcruzi-1910813"	183.15	89.94
"tcruzi-1911654"	152.72	183.03
"tcruzi-1912086"	2904.82	3773.54
"tcruzi-1912190"	259.2	327.5
"tcruzi-191512"	1055.51	165.04
"tcruzi-1915162"	120.35	124.52
"tcruzi-1915552"	125.61	159.48
"tcruzi-1915593"	125.09	162.54
"tcruzi-1915820"	99.72	107.1
"tcruzi-1916208"	1135.43	1721.27
"tcruzi-1917866"	68	75.3
"tcruzi-192016"	139.46	133.96
"tcruzi-1921473"	74.14	58.34
"tcruzi-1921826"	85.44	77.46
"tcruzi-1922058"	149.88	97.81
"tcruzi-1922247"	98.38	125.41
"tcruzi-192225"	1689.55	1764.96
"tcruzi-1922508"	54.84	63.27
"tcruzi-1925185"	102.33	128.94
"tcruzi-1925272"	2151.7	1651.61
"tcruzi-192572"	168.75	195.66
"tcruzi-1926122"	66.55	94.99
"tcruzi-1926210"	430.21	427.6
"tcruzi-1927367"	392.52	358.41
"tcruzi-1929107"	82.82	69.31
"tcruzi-1932117"	151.15	140.52
"tcruzi-1932287"	171.38	166.39
"tcruzi-1932381"	244.37	207.49
"tcruzi-1932516"	100.7	84.48
"tcruzi-1933179"	131.18	136.42
"tcruzi-1933379"	102.15	94.75
"tcruzi-1933462"	224.26	221.94
"tcruzi-1935209"	420.49	187.13
"tcruzi-1936027"	185.15	382.01
"tcruzi-1936456"	75.78	74.52
"tcruzi-1937452"	116.98	135.4
"tcruzi-1940278"	114.7	67.34
"tcruzi-194096"	351.73	285.91
"tcruzi-1941265"	287.83	202.67
"tcruzi-1941426"	134.53	139.55
"tcruzi-1941976"	78.06	87.24
"tcruzi-1943637"	56.59	94.13
"tcruzi-1944043"	45146.44	45654.06
"tcruzi-1944234"	327.5	346.62
"tcruzi-1945660"	120.53	149.03
"tcruzi-1946289"	15020.26	21947.33
"tcruzi-1946291"	16648.92	23005.74
"tcruzi-1946292"	17904.68	23770.87
"tcruzi-1946297"	18009.37	20508.69
"tcruzi-1946298"	15631.07	19122.31
"tcruzi-1947119"	1543	376.25
"tcruzi-1951099"	157.62	197.99
"tcruzi-1951541"	37785.7	36544.92
"tcruzi-1954272"	163.2	108.37
"tcruzi-1957071"	2362.29	2616.85
"tcruzi-1957213"	84.21	78.18
"tcruzi-1957459"	139.39	105.33
"tcruzi-195952"	620.17	589.8
"tcruzi-1961045"	73.98	55.56
"tcruzi-196173"	598.79	467.07
"tcruzi-1962816"	228.86	228.57
"tcruzi-1963837"	485.78	478.38
"tcruzi-1963924"	116.27	116.02
"tcruzi-1964286"	610.18	85.63
"tcruzi-1964683"	149.47	136.27
"tcruzi-1965340"	104.85	114.84
"tcruzi-1965347"	115.6	134.19
"tcruzi-1965742"	66.93	101.97
"tcruzi-196594"	90.94	173.19
"tcruzi-1966604"	20092.68	25249.07
"tcruzi-1968348"	48.92	60.18
"tcruzi-1969"	366.64	10239.53
"tcruzi-1972762"	46.57	45.25
"tcruzi-1973994"	116.1	92.11
"tcruzi-1974091"	36287.97	37845.02
"tcruzi-1975354"	94.34	116.22
"tcruzi-1978598"	179.97	153.65
"tcruzi-1979434"	372.03	176.34
"tcruzi-1981357"	32816.56	33050.67
"tcruzi-1982557"	467.77	545.74
"tcruzi-1984199"	96.58	128.03
"tcruzi-1985376"	2174.18	2336.31
"tcruzi-1987562"	129.82	131.77
"tcruzi-1989081"	196.14	386.59
"tcruzi-1989292"	1197.06	1381.46
"tcruzi-1989991"	136.7	206.9
"tcruzi-1990518"	132.95	177.8
"tcruzi-1991307"	279.66	274.25
"tcruzi-1991562"	137.58	148.17
"tcruzi-1991977"	114.09	142.1
"tcruzi-1992016"	2046.86	2151.7
"tcruzi-1992492"	312.64	139.99
"tcruzi-199262"	258.25	198.38
"tcruzi-1993115"	65.84	89.57
"tcruzi-1995390"	91	106.88
"tcruzi-1995483"	110.14	142.83
"tcruzi-1995799"	1764.96	2788.69
"tcruzi-1995800"	42432.87	41802.61
"tcruzi-1995801"	35813.84	38964.14
"tcruzi-1995804"	4606.26	6760.08
"tcruzi-1995806"	39738.19	40614.44
"tcruzi-1995807"	3298.43	4542.92
"tcruzi-1997210"	160.94	168.6
"tcruzi-1997296"	80.93	115.14
"tcruzi-1997572"	285.12	542.3
"tcruzi-19981"	79.06	323.16
"tcruzi-1998837"	110.69	122.89
"tcruzi-1999215"	123.08	133.4
"tcruzi-2000458"	100.44	88.12
"tcruzi-2000749"	158.11	170.47
"tcruzi-200121"	104.33	80.48
"tcruzi-2001364"	57.47	79.27
"tcruzi-2001502"	166.11	158.29
"tcruzi-2002834"	2054.59	4589.64
"tcruzi-2002851"	854.59	1020.48
"tcruzi-2004218"	576.82	801.25
"tcruzi-2006243"	1895.68	2104.29
"tcruzi-2007518"	588.55	312.09
"tcruzi-2007535"	2541.08	763.62
"tcruzi-20087"	203.6	443.28
"tcruzi-2008938"	105.13	86.92
"tcruzi-2009954"	333.67	279.66
"tcruzi-2010792"	913.22	200.07
"tcruzi-201174"	65.14	78.47
"tcruzi-2012115"	35563.82	35628.13
"tcruzi-2012117"	18351.86	19600.45
"tcruzi-2012118"	16936.92	21717.3
"tcruzi-2012691"	185.77	156.86
"tcruzi-2012959"	107.91	98.23
"tcruzi-2013473"	40883.76	41567.62
"tcruzi-2013866"	153.74	147.97
"tcruzi-2013980"	68.18	76.96
"tcruzi-2014352"	404.02	338.65
"tcruzi-201645"	72.95	103.56
"tcruzi-2016637"	195.46	232.14
"tcruzi-2017238"	24767.73	26298.6
"tcruzi-2017278"	144.69	189.86
"tcruzi-2017279"	258.02	263.69
"tcruzi-2019830"	1956.1	2130.73
"tcruzi-2020258"	209.33	105.83
"tcruzi-202167"	249.17	113.84
"tcruzi-2022214"	24562.74	28636.65
"tcruzi-202265"	403.42	399.36
"tcruzi-2024192"	175.79	260.57
"tcruzi-2025654"	128.67	130.99
"tcruzi-2026873"	218.13	202.74
"tcruzi-2027528"	103.56	101.03
"tcruzi-2028191"	268.38	283.14
"tcruzi-2028916"	100.28	106.55
"tcruzi-2029279"	253.87	252.9
"tcruzi-2029914"	295.55	273.76
"tcruzi-2030693"	41984.25	40371.12
"tcruzi-2030694"	42600.38	42310.47
"tcruzi-2030695"	38101.72	40222.49
"tcruzi-2030708"	37618.92	43354.86
"tcruzi-2030752"	71.16	62.93
"tcruzi-2030898"	14812.39	82.82
"tcruzi-2030902"	11058.63	11058.63
"tcruzi-2030911"	20942.74	539.13
"tcruzi-2030921"	28721.57	28565.29
"tcruzi-2030922"	30944.24	1328.95
"tcruzi-2032124"	199.7	169.69
"tcruzi-2032426"	173.55	175.2
"tcruzi-2034178"	26913.37	30012.8
"tcruzi-2034179"	37115.14	34040.84
"tcruzi-203422"	7428.38	8263.65
"tcruzi-2034631"	425.88	365.07
"tcruzi-2035432"	2466.45	2665.79
"tcruzi-2036226"	112.76	128.89
"tcruzi-2036792"	78.69	93.75
"tcruzi-2036872"	215.59	262.97
"tcruzi-2036975"	89.38	95.7
"tcruzi-20377"	67.75	147.76
"tcruzi-203805"	3993.87	4339.64
"tcruzi-2038234"	13698.2	18743.47
"tcruzi-2041955"	38.77	49.52
"tcruzi-204202"	239.51	222.51
"tcruzi-2043204"	119.6	100.51
"tcruzi-2045447"	776.96	1039.58
"tcruzi-2045584"	248.68	205.37
"tcruzi-2046558"	85.06	89.17
"tcruzi-2047008"	43502.93	41660.24
"tcruzi-2047009"	44140.55	40883.76
"tcruzi-2047627"	169.69	155.04
"tcruzi-2047661"	164.38	166.54
"tcruzi-2048720"	44.69	49.92
"tcruzi-2049499"	74.61	75.52
"tcruzi-2050739"	5174.94	5707.91
"tcruzi-2050867"	94.82	80.82
"tcruzi-2050984"	117.43	157.9
"tcruzi-205100"	7316.3	8440.11
"tcruzi-205101"	9129.79	9944.39
"tcruzi-205102"	5265.52	8601.79
"tcruzi-2052232"	296.65	295.3
"tcruzi-2052800"	153.37	169.44
"tcruzi-2052948"	49.72	46.85
"tcruzi-2053960"	152.91	137.27
"tcruzi-2056075"	102.91	105.2
"tcruzi-2056967"	56.12	60.97
"tcruzi-2057354"	5140.78	8886.05
"tcruzi-2057539"	80.14	106.58
"tcruzi-205814"	132.74	96.92
"tcruzi-2058812"	73.27	88.31
"tcruzi-2062195"	120.6	227
"tcruzi-2062472"	72.52	90.63
"tcruzi-206258"	19897.16	23612.35
"tcruzi-206259"	34218.68	32091.33
"tcruzi-2062701"	12831.07	128.79
"tcruzi-2062702"	19714.86	8992.4
"tcruzi-2062973"	12521.91	11183.68
"tcruzi-2063020"	71.89	71.69
"tcruzi-2064383"	146.26	129.46
"tcruzi-2064689"	63.02	87.89
"tcruzi-206548"	270.1	104.37
"tcruzi-2065684"	74.73	67.66
"tcruzi-2066514"	27864.35	39501.53
"tcruzi-2067216"	157.54	169.1
"tcruzi-2067320"	84.06	101.28
"tcruzi-2069167"	217.17	361.8
"tcruzi-2071085"	177.06	107.58
"tcruzi-2072090"	114.39	106.76
"tcruzi-2072801"	1459.4	1280.9
"tcruzi-2073579"	127.63	137.38
"tcruzi-207494"	233.35	242.68
"tcruzi-2076458"	200.44	219.38
"tcruzi-2078224"	128.03	182.92
"tcruzi-2079000"	390.22	297.32
"tcruzi-2079005"	1189.73	934.06
"tcruzi-2079457"	20395.4	8138.43
"tcruzi-2079732"	60.81	41.67
"tcruzi-2080693"	446.07	479.47
"tcruzi-208103"	85.31	85.13
"tcruzi-2081479"	53.85	52.14
"tcruzi-2082"	89.84	894.73
"tcruzi-2082767"	207.64	214.94
"tcruzi-2084234"	116.22	199.16
"tcruzi-2087348"	71.39	77.73
"tcruzi-2087903"	133.8	179.28
"tcruzi-2087904"	325.53	304.98
"tcruzi-2088011"	536.31	453.65
"tcruzi-2090164"	47.32	52.65
"tcruzi-2091125"	421.84	390.63
"tcruzi-2093267"	411.54	333.67
"tcruzi-2094606"	167.06	189.27
"tcruzi-2096582"	98.98	82.82
"tcruzi-2097963"	78.42	103.96
"tcruzi-2098184"	78.35	85.53
"tcruzi-2100367"	100.79	93.09
"tcruzi-2100588"	69.81	92.93
"tcruzi-2100810"	373.28	357.85
"tcruzi-2101751"	795.7	129.51
"tcruzi-2102681"	45.25	69.39
"tcruzi-21031"	99.38	109.26
"tcruzi-2103439"	399.36	254.49
"tcruzi-210420"	49.52	85
"tcruzi-2104766"	342.46	393.29
"tcruzi-2104796"	109.04	105.41
"tcruzi-2105159"	65.59	84.41
"tcruzi-2107135"	55.7	55.34
"tcruzi-210755"	255.36	318.02
"tcruzi-2108370"	254.79	218.55
"tcruzi-2108865"	75.17	74.52
"tcruzi-2108925"	74.09	71.16
"tcruzi-2110107"	214.1	217.95
"tcruzi-2110728"	272.55	218.38
"tcruzi-2111365"	61.25	64.88
"tcruzi-2113592"	735.69	606.98
"tcruzi-2116871"	111.45	171.38
"tcruzi-2116891"	1143.06	1311.54
"tcruzi-2117979"	218.55	295.92
"tcruzi-2122439"	56.95	47.32
