"Reporter Name"	"CO_PO_normalizedData_r1"	"CO_PO_normalizedData_r2"
"tcruzi-1035080"	10079.49	12112.23
"tcruzi-1035095"	65.45	80.26
"tcruzi-1035330"	70.86	94.49
"tcruzi-1035452"	101.4	105.1
"tcruzi-1035831"	19477.55	28776.08
"tcruzi-1036424"	157.33	186.84
"tcruzi-1036899"	8735.99	9568.31
"tcruzi-1037510"	188.63	206.73
"tcruzi-1038739"	239.66	221.44
"tcruzi-1039442"	7667.98	12635.31
"tcruzi-1039443"	201.67	224.46
"tcruzi-1040693"	118.83	103.75
"tcruzi-1040731"	418.92	459.2
"tcruzi-1041302"	182.92	220.13
"tcruzi-1041708"	244.92	320.97
"tcruzi-1041867"	150.87	164.17
"tcruzi-1042509"	62.7	73.39
"tcruzi-1043101"	5908.73	8497.16
"tcruzi-1043105"	13248.06	15090.79
"tcruzi-1043430"	409.86	779.81
"tcruzi-1043597"	255.77	167.35
"tcruzi-104363"	44780.82	44780.82
"tcruzi-1045857"	96.22	94.55
"tcruzi-1047130"	44397.93	45318.86
"tcruzi-1047131"	16998.69	15221.86
"tcruzi-1047216"	192.36	223.42
"tcruzi-1048656"	135	94.65
"tcruzi-104933"	27116.83	17457.78
"tcruzi-1049456"	5830.3	6124.39
"tcruzi-1049457"	11754.5	10403.06
"tcruzi-1049459"	20604.89	24407.89
"tcruzi-1049460"	14933.59	20092.68
"tcruzi-1049681"	1234.48	838.01
"tcruzi-1050192"	155.17	330.62
"tcruzi-1051382"	145.67	201.67
"tcruzi-1051383"	280.05	356.67
"tcruzi-1052163"	688.26	366.64
"tcruzi-1052389"	92.57	82.16
"tcruzi-105242"	31378.91	32638.58
"tcruzi-105243"	28856.22	31378.91
"tcruzi-1052963"	209.49	237.14
"tcruzi-1053839"	160.82	196.05
"tcruzi-1054268"	52.44	54.38
"tcruzi-1054795"	182.61	127.12
"tcruzi-1055054"	179.12	187.56
"tcruzi-1056572"	242.26	261.38
"tcruzi-1057758"	158.85	153.07
"tcruzi-1058975"	385.05	93.96
"tcruzi-1061624"	9270.05	9770.66
"tcruzi-1062107"	154.39	136.88
"tcruzi-1063180"	142.15	158.75
"tcruzi-1064975"	210.27	197.42
"tcruzi-1065373"	381.72	352.45
"tcruzi-1066149"	411.14	210.06
"tcruzi-1067527"	103.96	91.07
"tcruzi-1068774"	199.57	190.58
"tcruzi-1070351"	111.39	111.45
"tcruzi-1070949"	134.45	125.76
"tcruzi-1071550"	327.05	259.74
"tcruzi-1071635"	172.61	192.71
"tcruzi-1071656"	223.59	149.95
"tcruzi-1072899"	579.54	269.52
"tcruzi-1073178"	564.5	550.04
"tcruzi-1074762"	181.86	187.25
"tcruzi-1076155"	83	94.82
"tcruzi-1076960"	136.27	143.13
"tcruzi-1078204"	243.53	240
"tcruzi-1079213"	265.27	114.48
"tcruzi-1079805"	112.5	106.97
"tcruzi-1080234"	315.86	339.94
"tcruzi-1080657"	528.82	533.84
"tcruzi-108500"	119.18	101.9
"tcruzi-1086010"	90.85	128.25
"tcruzi-1087087"	255.05	268.68
"tcruzi-1087996"	101.97	83.63
"tcruzi-1090931"	173.88	123.78
"tcruzi-1092031"	210.56	256.37
"tcruzi-1092553"	296.27	297.32
"tcruzi-1093214"	516.71	402.31
"tcruzi-1093470"	238.49	149.47
"tcruzi-1094580"	160.58	144.4
"tcruzi-1096133"	617.92	750.58
"tcruzi-1096643"	90.77	72.71
"tcruzi-1097013"	734.24	826.41
"tcruzi-1097783"	79.3	75.73
"tcruzi-1102488"	3534.37	2415.33
"tcruzi-1107248"	190.9	196.49
"tcruzi-1107505"	68	63.02
"tcruzi-1107684"	230.84	116.98
"tcruzi-1108412"	20851.91	24767.73
"tcruzi-1109106"	74.36	98.44
"tcruzi-1109336"	100.54	103.34
"tcruzi-1109400"	106.42	111.51
"tcruzi-1109936"	43.44	40.03
"tcruzi-1110036"	188.87	185.93
"tcruzi-1112773"	125.32	108.85
"tcruzi-1114448"	72.07	68.61
"tcruzi-1114850"	56673.9	56673.9
"tcruzi-1114852"	1120.44	314.8
"tcruzi-1114868"	50791.56	52661.73
"tcruzi-1116183"	83.13	97.13
"tcruzi-1116761"	70.09	61.98
"tcruzi-1117091"	85.16	96.12
"tcruzi-1118377"	2488.02	1689.55
"tcruzi-1119706"	119.98	139.7
"tcruzi-1120174"	57.22	54.51
"tcruzi-1120683"	47800.79	43774.71
"tcruzi-1120684"	25748.37	31926.05
"tcruzi-1120884"	105.52	85.77
"tcruzi-1122368"	162.62	133.75
"tcruzi-1123831"	118.19	81.95
"tcruzi-1124337"	227.12	213.48
"tcruzi-1124347"	22172.61	28277.02
"tcruzi-1125238"	166.98	175.57
"tcruzi-1125763"	146.12	161.71
"tcruzi-1126563"	27208.39	29842.49
"tcruzi-1127742"	63.13	75.2
"tcruzi-1127972"	145.17	209.92
"tcruzi-1128134"	100.22	139.99
"tcruzi-11286"	589.8	1010.82
"tcruzi-113085"	128.89	152.18
"tcruzi-1133715"	86.13	88.9
"tcruzi-1134348"	140.14	145.43
"tcruzi-1136523"	463.81	240
"tcruzi-1137500"	99.52	52.99
"tcruzi-1137590"	241.38	423.18
"tcruzi-1138516"	108.1	82.21
"tcruzi-113872"	202.94	237.94
"tcruzi-1139032"	335.94	355.2
"tcruzi-1139259"	92.2	122.17
"tcruzi-1139683"	73.87	66.37
"tcruzi-1143483"	132.3	114.53
"tcruzi-1144556"	131.51	171.49
"tcruzi-1144643"	69.7	113.39
"tcruzi-1145281"	323.86	349
"tcruzi-1145746"	78.59	83.27
"tcruzi-1146618"	71.56	46.17
"tcruzi-1147006"	1132.52	1543
"tcruzi-1147752"	178.15	285.51
"tcruzi-1148892"	311.21	219.08
"tcruzi-1148997"	216.79	182.05
"tcruzi-1149067"	236.08	440.35
"tcruzi-11494"	615.18	2140.24
"tcruzi-1150857"	125.21	144.16
"tcruzi-1151645"	3886.04	6661.89
"tcruzi-1152294"	89.47	138.22
"tcruzi-1153790"	307.46	148.08
"tcruzi-1154199"	114.97	146.87
"tcruzi-115598"	249	200.94
"tcruzi-1156021"	1112.9	712.78
"tcruzi-1157570"	133.4	108.25
"tcruzi-1157822"	56.34	78.76
"tcruzi-1158841"	230.3	188.87
"tcruzi-1163050"	66.66	47.86
"tcruzi-1163963"	83.46	65.41
"tcruzi-1165792"	87.81	125.03
"tcruzi-1165897"	187.92	194.09
"tcruzi-1166423"	146.99	146.75
"tcruzi-1168352"	67.27	83.69
"tcruzi-11689"	473.25	620.17
"tcruzi-11690"	38754.66	38195.89
"tcruzi-1169433"	59.41	71.94
"tcruzi-1170160"	60.53	47.19
"tcruzi-117097"	57.85	92.41
"tcruzi-1171358"	166.5	142.56
"tcruzi-1172245"	1872.02	1832.61
"tcruzi-1172744"	76.44	76.28
"tcruzi-1174014"	18543.51	25835.59
"tcruzi-11758"	7460.92	2963.96
"tcruzi-1175905"	140.29	134.53
"tcruzi-1176260"	163.6	80.93
"tcruzi-1176263"	73.81	62.43
"tcruzi-1176294"	1080.22	1075.79
"tcruzi-1176545"	173.74	184.74
"tcruzi-1177409"	697.8	430.93
"tcruzi-1177668"	222.51	211.49
"tcruzi-1178140"	100.03	158.64
"tcruzi-1179174"	79.48	98.98
"tcruzi-1179733"	136.42	135.87
"tcruzi-1180613"	176.9	97.32
"tcruzi-118238"	465.73	2541.08
"tcruzi-11840"	161.71	203.66
"tcruzi-1184334"	119.6	95.82
"tcruzi-1184353"	137.49	135.58
"tcruzi-118568"	309.28	776.96
"tcruzi-1187154"	104.45	51.2
"tcruzi-1187756"	5075.74	3910.85
"tcruzi-1187989"	1984.59	2253.01
"tcruzi-1189130"	683.2	1001.06
"tcruzi-1189287"	331.19	391.96
"tcruzi-1190556"	225.08	296.65
"tcruzi-1190754"	499.97	723.03
"tcruzi-1190942"	55.44	72.52
"tcruzi-1191312"	373.28	352.1
"tcruzi-1191745"	60.18	44.69
"tcruzi-1192382"	906.78	429.29
"tcruzi-1192513"	1502.87	1502.87
"tcruzi-1192644"	66.2	80.75
"tcruzi-1192731"	71.26	85.77
"tcruzi-1192920"	260.89	189.96
"tcruzi-1192981"	108.65	99.11
"tcruzi-1193421"	1039.58	1222.74
"tcruzi-1194306"	58.45	53.36
"tcruzi-1195256"	267.81	72.46
"tcruzi-1195808"	1204.19	1416.05
"tcruzi-1196444"	141.22	146.03
"tcruzi-1197917"	62.14	70.59
"tcruzi-1197981"	159.84	170.77
"tcruzi-1198163"	120.93	112.62
"tcruzi-1198849"	2130.73	1906.97
"tcruzi-1199723"	52.14	61.8
"tcruzi-1200640"	77.18	105.92
"tcruzi-1200824"	174.73	177.92
"tcruzi-1201746"	71.02	73.98
"tcruzi-1202762"	167.11	117.93
"tcruzi-120514"	353.8	301.44
"tcruzi-1206903"	4589.64	4901.57
"tcruzi-1209182"	278.57	178.93
"tcruzi-120983"	887.12	569.42
"tcruzi-121239"	224.04	153.21
"tcruzi-1212584"	244.76	186.52
"tcruzi-1212683"	49.92	79.15
"tcruzi-1213286"	162.83	164.46
"tcruzi-1214110"	148.3	141.95
"tcruzi-1215459"	347.93	623.42
"tcruzi-1216709"	146.54	84.94
"tcruzi-1217211"	471.69	380.57
"tcruzi-1217691"	284.61	405.53
"tcruzi-1218001"	320.97	154.24
"tcruzi-1218699"	101.2	85.13
"tcruzi-1221039"	3794.62	2450.17
"tcruzi-1221453"	2616.85	3794.62
"tcruzi-122201"	21392.89	26500.95
"tcruzi-1222478"	1445.26	1624.33
"tcruzi-1222568"	174.17	114.24
"tcruzi-1223214"	22261.69	35563.82
"tcruzi-1226275"	835.7	394.19
"tcruzi-1226870"	251.89	193.94
"tcruzi-1227315"	2270.59	4063.77
"tcruzi-1227945"	1294.94	774.09
"tcruzi-1228944"	5486.47	5768.38
"tcruzi-1229058"	80.75	63.85
"tcruzi-1229860"	112.65	96.22
"tcruzi-1229872"	782.21	887.12
"tcruzi-1230022"	192.3	258.25
"tcruzi-1230280"	8138.43	10579.5
"tcruzi-1230668"	142.99	143.66
"tcruzi-1230871"	6591.95	7316.3
"tcruzi-123203"	32004.95	34411.59
"tcruzi-123204"	29407.38	29518.27
"tcruzi-123205"	28075.53	33395.08
"tcruzi-123206"	32524.15	34719.44
"tcruzi-1232450"	7003.01	6428.15
"tcruzi-1234147"	240.12	208.3
"tcruzi-1234542"	447.24	229.87
"tcruzi-1234811"	6938.21	2289.36
"tcruzi-1235803"	444.42	565.85
"tcruzi-1236908"	165.42	157.9
"tcruzi-1238827"	220.27	167.96
"tcruzi-1239381"	53.36	48.55
"tcruzi-1239612"	527.33	97.45
"tcruzi-1239848"	68.77	90.85
"tcruzi-124046"	77.49	83
"tcruzi-1241470"	100.36	119.68
"tcruzi-1241966"	76.93	69.64
"tcruzi-1242647"	337.04	227.43
"tcruzi-1243069"	146.87	151.41
"tcruzi-1243615"	558.72	835.7
"tcruzi-124383"	43853.02	45551.62
"tcruzi-124386"	46365.85	46685.53
"tcruzi-124387"	43445.59	45739
"tcruzi-124388"	43694.22	46365.85
"tcruzi-1243975"	188.22	115.31
"tcruzi-1244599"	259.74	253.26
"tcruzi-1247463"	70.38	57.99
"tcruzi-1249624"	137.16	151.26
"tcruzi-1250409"	328.49	152.25
"tcruzi-1250642"	1464.15	410.24
"tcruzi-125141"	28991.39	19360.85
"tcruzi-125142"	38195.89	43593.36
"tcruzi-125143"	41567.62	2572.86
"tcruzi-1252129"	205.65	128.6
"tcruzi-1253172"	270.53	488.84
"tcruzi-1254480"	58.04	54.46
"tcruzi-1254712"	138.3	109.81
"tcruzi-1256061"	334.53	283.59
"tcruzi-1257101"	98.04	81.83
"tcruzi-1257972"	35475.04	37472.96
"tcruzi-1258493"	74.22	64.67
"tcruzi-1259796"	131.72	95.7
"tcruzi-1261085"	59.51	62.26
"tcruzi-1261129"	162.23	141.95
"tcruzi-1261667"	19222.06	25691.27
"tcruzi-1262973"	395.76	430.21
"tcruzi-1263935"	176	207.26
"tcruzi-1264424"	164.8	185.15
"tcruzi-1265106"	93.18	52.44
"tcruzi-1265968"	124.95	117.79
"tcruzi-1266173"	110.26	87.44
"tcruzi-1266948"	27526.84	31084.85
"tcruzi-1270797"	194.55	230.3
"tcruzi-127114"	7212.54	9058.97
"tcruzi-1271516"	135.68	136.7
"tcruzi-1271528"	150.36	3886.04
"tcruzi-1271532"	372.73	254.79
"tcruzi-1274094"	85.24	78.69
"tcruzi-1276327"	77.37	92.45
"tcruzi-1276448"	184.15	188.41
"tcruzi-127678"	195.97	203.38
"tcruzi-1277039"	90.05	101.28
"tcruzi-1277130"	69.43	61.34
"tcruzi-1277600"	85.77	74.36
"tcruzi-1278580"	479.47	489.91
"tcruzi-1278741"	46.85	61.16
"tcruzi-1278979"	1817.81	186.1
"tcruzi-1279756"	9058.97	14431.31
"tcruzi-1280987"	75.07	44.16
"tcruzi-1281860"	85.94	66.66
"tcruzi-1281920"	108.37	133.33
"tcruzi-1282955"	111.1	87.78
"tcruzi-1284444"	1238.46	1407.21
"tcruzi-128643"	338.97	337.94
"tcruzi-1287344"	111.69	125.57
"tcruzi-1288694"	90.28	95.89
"tcruzi-1292427"	40.03	43.1
"tcruzi-1292865"	337.04	368.54
"tcruzi-1294248"	257.75	321.52
"tcruzi-129431"	85.53	86.48
"tcruzi-1294435"	196.38	164
"tcruzi-1295819"	437.45	141.24
"tcruzi-1298179"	774.09	693.82
"tcruzi-12984"	769.54	475.59
"tcruzi-1298685"	115.44	121.81
"tcruzi-1299631"	242.97	243.84
"tcruzi-1300801"	542.3	732.34
"tcruzi-130353"	3182.84	3298.43
"tcruzi-1305035"	209.01	195.02
"tcruzi-1306960"	592.34	610.18
"tcruzi-1307469"	152.1	93.54
"tcruzi-130759"	526.38	464.7
"tcruzi-1307844"	10526.19	15468.02
"tcruzi-1308401"	51.68	53.49
"tcruzi-1308585"	154.6	181.13
"tcruzi-130911"	136.96	131.18
"tcruzi-1310689"	155.09	150.65
"tcruzi-1311448"	81.51	116.78
"tcruzi-1311716"	47.19	66.2
"tcruzi-1312139"	88.9	88.31
"tcruzi-1312666"	193.13	148.92
"tcruzi-1313268"	101.74	109.39
"tcruzi-1313404"	93.02	102.78
"tcruzi-1319429"	149.6	161.62
"tcruzi-131949"	1023.34	1840.28
"tcruzi-1319580"	204.56	229.21
"tcruzi-1319598"	742.04	646.63
"tcruzi-1319606"	98.5	168.34
"tcruzi-1320250"	112.06	102.96
"tcruzi-1322862"	130.07	70.95
"tcruzi-1323048"	1258.34	1229.61
"tcruzi-1323058"	81.25	44.98
"tcruzi-1323757"	87.96	120.6
"tcruzi-1324265"	70.09	84.25
"tcruzi-1324289"	286.91	157.17
"tcruzi-1324595"	76.62	56.8
"tcruzi-132480"	283.33	688.26
"tcruzi-132523"	43354.86	20199.26
"tcruzi-132526"	23326.25	29058.04
"tcruzi-132532"	22944.48	15803.11
"tcruzi-1326243"	308.05	333.08
"tcruzi-1326876"	662.11	656.64
"tcruzi-1327786"	277.46	197.11
"tcruzi-1328347"	288.92	284.61
"tcruzi-1329365"	228.13	467.77
"tcruzi-1330047"	164.17	163.9
"tcruzi-1330781"	93.59	95.27
"tcruzi-1330850"	359.22	459.98
"tcruzi-1332497"	1073.05	943.82
"tcruzi-1333923"	123.64	70.28
"tcruzi-1334516"	1939.52	2046.86
"tcruzi-1334780"	394.58	497.57
"tcruzi-1336506"	16551.48	23482.92
"tcruzi-1338066"	7886.76	9805.58
"tcruzi-1339411"	209.64	211.32
"tcruzi-1340521"	216.51	236.08
"tcruzi-1340890"	257.28	183.36
"tcruzi-1341410"	316.77	300.58
"tcruzi-1342593"	158.36	139
"tcruzi-1343047"	345.12	391.38
"tcruzi-1346495"	1739.41	1284.95
"tcruzi-1350841"	242.68	146.03
"tcruzi-1351842"	134	110.73
"tcruzi-1353190"	540.13	1087.69
"tcruzi-1353435"	62.26	50.48
"tcruzi-1354706"	121.09	182.73
"tcruzi-1355703"	75.46	56.23
"tcruzi-1356136"	631.26	273.34
"tcruzi-1357165"	611.76	792.45
"tcruzi-1357383"	216.29	854.59
"tcruzi-1357584"	220.13	1173.42
"tcruzi-135812"	137.33	209.49
"tcruzi-1358773"	79.93	70.41
"tcruzi-1360905"	99.79	138.88
"tcruzi-1361764"	145.43	150.08
"tcruzi-1362843"	2720.63	3096.99
"tcruzi-1364002"	103.7	152.47
"tcruzi-1364284"	302.58	351.22
"tcruzi-1364901"	204.09	208.51
"tcruzi-1365246"	254.49	354.55
"tcruzi-1365986"	156.96	103.44
"tcruzi-1366529"	98.64	132.37
"tcruzi-1367500"	108.52	107.26
"tcruzi-1368041"	684.46	752.59
"tcruzi-1370289"	15221.86	18279.45
"tcruzi-1371050"	84.94	104.02
"tcruzi-1373329"	61.69	49.28
"tcruzi-1374160"	435.36	378.68
"tcruzi-1376288"	136.53	178.82
"tcruzi-1377822"	492.69	507.04
"tcruzi-1383389"	97.32	84.76
"tcruzi-138438"	460.92	240.38
"tcruzi-1386086"	167.78	133.23
"tcruzi-1386719"	15421.72	1860.87
"tcruzi-1387472"	379.95	748.3
"tcruzi-1389417"	142.92	93.96
"tcruzi-1389673"	445.04	198.88
"tcruzi-1390510"	232.41	210.56
"tcruzi-13922"	285.91	441.24
"tcruzi-1393604"	575.95	452.53
"tcruzi-1394556"	660.84	337.26
"tcruzi-1394674"	151.86	170.35
"tcruzi-1395641"	150.29	111.31
"tcruzi-1395762"	356.67	324.59
"tcruzi-1396021"	114	125.36
"tcruzi-1396171"	128.19	105.25
"tcruzi-1396233"	153.26	146.03
"tcruzi-1396750"	59.91	57.12
"tcruzi-1398460"	368.54	411.54
"tcruzi-1399442"	82.2	66.9
"tcruzi-1400729"	349	408.6
"tcruzi-1400992"	210.82	195.21
"tcruzi-1401389"	2743.25	743.84
"tcruzi-1402662"	147.97	120.35
"tcruzi-1403720"	187.13	263.43
"tcruzi-1405130"	179.48	202.94
"tcruzi-1405252"	122.04	130.2
"tcruzi-1405779"	502.72	686.5
"tcruzi-140721"	1560.45	1204.19
"tcruzi-1407669"	42.72	61.46
"tcruzi-1407880"	168.34	289.38
"tcruzi-1408592"	110.57	100.44
"tcruzi-1408867"	521.92	506.01
"tcruzi-1410550"	129.89	134.09
"tcruzi-1411187"	168.04	164.88
"tcruzi-1411767"	2091.6	1929.53
"tcruzi-1412478"	103.64	103.26
"tcruzi-1413309"	213.37	249
"tcruzi-1416932"	668.43	690.32
"tcruzi-1417053"	801.25	1882.65
"tcruzi-1417373"	239.32	272.44
"tcruzi-1418150"	636.84	455.62
"tcruzi-1418570"	287.36	238.72
"tcruzi-1418630"	183.99	213.48
"tcruzi-1419073"	134.64	128.6
"tcruzi-1420027"	346.09	259.47
"tcruzi-1420365"	76.24	324.15
"tcruzi-1420474"	3845.29	3380.47
"tcruzi-1424785"	180.3	165.42
"tcruzi-1425690"	233.67	250.84
"tcruzi-142587"	67.1	61.46
"tcruzi-1426609"	4727.39	5856.09
"tcruzi-1426769"	160.3	182.46
"tcruzi-1426779"	271.43	216.29
"tcruzi-1427951"	78.9	114.62
"tcruzi-1428469"	85.81	79.65
"tcruzi-1428927"	154.94	219.84
"tcruzi-1429460"	26450.76	31734.54
"tcruzi-1429642"	191.85	134.26
"tcruzi-1430085"	1328.95	1853.85
"tcruzi-1430128"	96.12	126.52
"tcruzi-1430632"	36544.92	42676.54
"tcruzi-1431541"	144.48	163.45
"tcruzi-1431582"	123.37	119.22
"tcruzi-1431796"	159.71	146.46
"tcruzi-143278"	174.36	211.95
"tcruzi-1432852"	57.12	49.72
"tcruzi-1433332"	91.46	63.37
"tcruzi-1433478"	205.12	146.26
"tcruzi-143626"	361.8	1167.4
"tcruzi-1436785"	198.17	200.38
"tcruzi-1437374"	1919.92	418.92
"tcruzi-1438824"	15803.11	22102.13
"tcruzi-1440435"	88.29	72.95
"tcruzi-1441863"	139	177.44
"tcruzi-1442883"	130.44	112.72
"tcruzi-1443398"	357.23	465.73
"tcruzi-1443565"	256.37	268.38
"tcruzi-1443785"	118.44	100.94
"tcruzi-1443818"	44.16	45.77
"tcruzi-1444121"	157.39	166.77
"tcruzi-1444780"	28636.65	30264.27
"tcruzi-1444781"	13829.83	14720.09
"tcruzi-1444870"	963.78	602.08
"tcruzi-1445056"	549.14	600.83
"tcruzi-1445395"	102.64	52.31
"tcruzi-1446936"	114.13	144.89
"tcruzi-1447715"	87.21	104.65
"tcruzi-1448352"	97.81	82.37
"tcruzi-1448430"	634.3	624.84
"tcruzi-1454707"	247.68	385.53
"tcruzi-1454955"	670.89	1583.78
"tcruzi-1454967"	175.41	134.9
"tcruzi-1455053"	189.02	209.01
"tcruzi-1455078"	10013.05	5386.22
"tcruzi-1455079"	9944.39	4667.25
"tcruzi-1455080"	4629.46	6390.43
"tcruzi-1455081"	6479.33	7428.38
"tcruzi-1455082"	32253.6	29184.71
"tcruzi-1455086"	5361.22	4565.9
"tcruzi-1455087"	31926.05	11142.77
"tcruzi-1455088"	33050.67	10683.84
"tcruzi-1455182"	48046.73	41923.58
"tcruzi-145588"	393.29	375.38
"tcruzi-145619"	5386.22	975.47
"tcruzi-1457785"	221.58	232.67
"tcruzi-1458847"	510.35	805.72
"tcruzi-1459863"	560.85	519.92
"tcruzi-146004"	174.5	186.64
"tcruzi-1460093"	135.46	137.12
"tcruzi-146192"	237.61	256.66
"tcruzi-1462206"	207.8	181.34
"tcruzi-1462308"	59.25	55.94
"tcruzi-1462441"	122.68	130.33
"tcruzi-1463929"	121.63	124.36
"tcruzi-1464023"	78.63	69.86
"tcruzi-1464059"	53.05	57.85
"tcruzi-1465230"	195.72	202.51
"tcruzi-1466443"	374.86	451.2
"tcruzi-1469686"	177.25	86.08
"tcruzi-1474284"	25015.65	26600.34
"tcruzi-1477301"	52661.73	50113.04
"tcruzi-1477302"	44462.95	43982.79
"tcruzi-1477305"	51853.44	47800.79
"tcruzi-1477308"	52487.6	54776.95
"tcruzi-1477309"	53500.32	55232.44
"tcruzi-1477312"	54776.95	53976.76
"tcruzi-1477314"	52867.12	43445.59
"tcruzi-1477315"	46685.53	51495.86
"tcruzi-1477316"	9855.1	1572.38
"tcruzi-1477317"	15719.06	27335.25
"tcruzi-1477321"	51667.76	43171.16
"tcruzi-1477322"	54269.57	54269.57
"tcruzi-1477323"	50113.04	50359.36
"tcruzi-1477447"	117.62	92.65
"tcruzi-1477817"	25183.32	28075.53
"tcruzi-1479441"	277.06	288.66
"tcruzi-1480"	35889.09	39136.1
"tcruzi-1480897"	281.2	203.19
"tcruzi-1481296"	226.82	220.78
"tcruzi-1481517"	127.04	161.93
"tcruzi-1483701"	275.83	304.01
"tcruzi-1484"	41660.24	46611.34
"tcruzi-1484007"	340.46	327.74
"tcruzi-1484503"	2649.21	2008.48
"tcruzi-1485"	48645.58	49765.71
"tcruzi-1485655"	4809.72	8198.34
"tcruzi-148789"	348.61	291.41
"tcruzi-1489"	53976.76	52867.12
"tcruzi-1491"	53750.26	52217.34
"tcruzi-1491350"	314.45	344.2
"tcruzi-1491804"	658.81	621.81
"tcruzi-1492"	51495.86	49937.81
"tcruzi-1492761"	180.18	187.77
"tcruzi-1493"	40674.55	41062.1
"tcruzi-1493802"	96.33	74.28
"tcruzi-1494"	49028.96	48166.26
"tcruzi-1494207"	106.18	108.45
"tcruzi-1494259"	166.39	130.07
"tcruzi-1495"	51348.77	2987.03
"tcruzi-1495399"	179.92	140.82
"tcruzi-1496"	48958.61	45146.44
"tcruzi-1496418"	152.18	191.93
"tcruzi-149676"	102.39	171.66
"tcruzi-1497197"	1252.68	1396.86
"tcruzi-1497227"	4751.74	7130.1
"tcruzi-1497229"	5768.38	7388.52
"tcruzi-1497231"	2104.29	2234.29
"tcruzi-1497233"	21477.72	27526.84
"tcruzi-1497239"	17195.16	1526.41
"tcruzi-1497240"	229.31	257.28
"tcruzi-1497412"	81.07	92.78
"tcruzi-1497525"	25078.7	27038.42
"tcruzi-1497673"	75.69	105.68
"tcruzi-1498047"	23005.74	27823.91
"tcruzi-1498087"	258.56	280.05
"tcruzi-1498735"	96.76	81.58
"tcruzi-1499424"	222.09	174.73
"tcruzi-1500439"	174.88	189.38
"tcruzi-1500530"	126.32	113.04
"tcruzi-1500563"	382.79	360.01
"tcruzi-1500825"	26298.6	10988.57
"tcruzi-1500868"	24474.33	11220.55
"tcruzi-1501833"	161.62	125.28
"tcruzi-1503438"	146.41	173.41
"tcruzi-1503495"	240.52	286.3
"tcruzi-1504390"	73.51	70.86
"tcruzi-1504848"	78.18	74.22
"tcruzi-1505803"	180.88	629.9
"tcruzi-150718"	407.09	446.87
"tcruzi-1507733"	96.53	90.97
"tcruzi-1509584"	141.79	142.99
"tcruzi-1510460"	501.47	426.11
"tcruzi-1510737"	97.89	76.14
"tcruzi-1510738"	53.93	58.77
"tcruzi-1510835"	79.65	73.87
"tcruzi-1511831"	235.6	243.26
"tcruzi-1512367"	213.1	267.81
"tcruzi-1513852"	107.06	136.62
"tcruzi-1514520"	77.26	78
"tcruzi-1514889"	418.48	372.38
"tcruzi-1515982"	57.52	47.53
"tcruzi-1518162"	49937.81	46073.18
"tcruzi-1518163"	43774.71	44214.14
"tcruzi-1518165"	48166.26	49226.02
"tcruzi-1518209"	175.68	199.36
"tcruzi-1518316"	680.52	121.72
"tcruzi-1518323"	798.8	626.04
"tcruzi-1520087"	47934.29	49028.96
"tcruzi-1521173"	163.45	184.45
"tcruzi-1521828"	161.49	174.17
"tcruzi-1522010"	166.83	149.8
"tcruzi-1522557"	292.15	190.76
"tcruzi-1523504"	12018.83	2678.35
"tcruzi-1523506"	214	1107.18
"tcruzi-152394"	13090.43	18459.71
"tcruzi-152402"	91.24	67.1
"tcruzi-1524770"	985.35	578.3
"tcruzi-1524827"	122.68	86.08
"tcruzi-1525735"	114.84	114.97
"tcruzi-152674"	54.73	84.6
"tcruzi-1526824"	394.19	234.11
"tcruzi-1527255"	152.47	147.65
"tcruzi-1529425"	22621.78	12831.07
"tcruzi-1532396"	364.51	200
"tcruzi-1533924"	326.5	228.26
"tcruzi-1534808"	217.37	228.86
"tcruzi-1535435"	185.93	198.24
"tcruzi-1536258"	1728.95	1657.06
"tcruzi-1536593"	261.77	401.38
"tcruzi-1536991"	105.75	80.14
"tcruzi-1537160"	358.94	331.98
"tcruzi-1537246"	43.89	48.22
"tcruzi-1538111"	355.72	472.72
"tcruzi-1538683"	654.48	1636.87
"tcruzi-153893"	40061.71	6000.86
"tcruzi-1539306"	186.74	216.12
"tcruzi-1539375"	192.87	239.32
"tcruzi-1540162"	11593.62	17531.44
"tcruzi-1540585"	12937.94	17627.42
"tcruzi-1541811"	414.11	1112.9
"tcruzi-1542278"	3442.08	5115.87
"tcruzi-1542279"	3496.66	5426.89
"tcruzi-1542280"	7060.91	9626.16
"tcruzi-1542282"	447.24	515.09
"tcruzi-1542723"	30680.64	39424.39
"tcruzi-1543028"	484.97	485.78
"tcruzi-1543367"	11823.48	18178.6
"tcruzi-1544739"	28433.67	30741.82
"tcruzi-1547640"	68.38	106.39
"tcruzi-1548333"	580.55	782.21
"tcruzi-1549056"	161.93	118.11
"tcruzi-1549238"	214.67	271.64
"tcruzi-1551114"	351.22	90.2
"tcruzi-1551284"	14250.14	20694.42
"tcruzi-1551285"	18938.33	22457.36
"tcruzi-1552337"	102.86	89.74
"tcruzi-1552453"	1607.4	3863.91
"tcruzi-1553173"	1387.94	2432.51
"tcruzi-1553193"	145.02	106.64
"tcruzi-1553412"	154.5	139.39
"tcruzi-1555965"	36090.31	36090.31
"tcruzi-1556834"	729.81	1276.22
"tcruzi-155723"	58.14	50.07
"tcruzi-1557974"	228.57	298.18
"tcruzi-1558192"	51.97	51.72
"tcruzi-1558882"	163.81	207.64
"tcruzi-1560166"	604.91	584.82
