"Reporter Name"	"MX_NE_normalizedData_r1"	"MX_NE_normalizedData_r2"
"tcruzi-1052389"	81.8	74.45
"tcruzi-105242"	113.93	125.11
"tcruzi-105243"	118.02	142.45
"tcruzi-1052963"	166.71	195.46
"tcruzi-1053839"	136.2	72
"tcruzi-1054268"	46.41	45.97
"tcruzi-1054795"	260.89	306.44
"tcruzi-1055054"	152.56	139.12
"tcruzi-1056572"	312.24	168.69
"tcruzi-1057758"	155.91	157.21
"tcruzi-1058975"	70.68	63.02
"tcruzi-1061624"	118.67	111.11
"tcruzi-1062107"	336.18	148.04
"tcruzi-1063180"	238.25	320.34
"tcruzi-1064975"	185.82	102.68
"tcruzi-1065373"	101.06	74.07
"tcruzi-1066149"	255.35	158.5
"tcruzi-1067527"	50.79	67.07
"tcruzi-1068774"	222.74	292.4
"tcruzi-1070351"	73.56	93.66
"tcruzi-1070949"	311.87	268.41
"tcruzi-1071550"	148.89	146.18
"tcruzi-1071635"	121.47	166.54
"tcruzi-1071656"	306.44	246.21
"tcruzi-1072899"	190.84	274.97
"tcruzi-1073178"	1049.82	184.54
"tcruzi-1074762"	68.4	84.85
"tcruzi-1076155"	68.51	71.38
"tcruzi-1076960"	728	971.8
"tcruzi-1078204"	107.68	73.08
"tcruzi-1079213"	127.93	153.39
"tcruzi-1079805"	86.09	101.77
"tcruzi-1080234"	62.26	77.98
"tcruzi-1080657"	2118.56	2636.44
"tcruzi-108500"	50.37	57.1
"tcruzi-1086010"	65.76	96.28
"tcruzi-1087087"	149.06	206.65
"tcruzi-1087996"	87.92	120.8
"tcruzi-1090931"	3947.64	3446.09
"tcruzi-1092031"	108.15	130.12
"tcruzi-1092553"	140.55	159.93
"tcruzi-1093214"	196.03	203.82
"tcruzi-1093470"	98.81	106.08
"tcruzi-1094580"	162.56	121.09
"tcruzi-1096133"	308.09	323.55
"tcruzi-1096643"	89.62	49.65
"tcruzi-1097013"	111.61	160.07
"tcruzi-1097783"	78.43	63.73
"tcruzi-1102488"	504.84	617.64
"tcruzi-1107248"	225.46	369.62
"tcruzi-1107505"	161.61	164.2
"tcruzi-1107684"	262.43	342
"tcruzi-1108412"	365.97	635.53
"tcruzi-1109106"	64.43	114.24
"tcruzi-1109336"	70.9	82.62
"tcruzi-1109400"	68.84	74.02
"tcruzi-1109936"	41.83	47.45
"tcruzi-1110036"	161.25	143
"tcruzi-1112773"	1750.94	2830.6
"tcruzi-1114448"	72.78	98.4
"tcruzi-1114850"	2918.4	4194.06
"tcruzi-1114852"	239.72	315.24
"tcruzi-1114868"	5252.2	11884.43
"tcruzi-1116183"	67.07	63.73
"tcruzi-1116761"	52.97	52.58
"tcruzi-1117091"	61.66	64.73
"tcruzi-1118377"	2520	4611.87
"tcruzi-1119706"	72.67	75.07
"tcruzi-1120174"	45.97	37.56
"tcruzi-1120683"	3572.73	7725.87
"tcruzi-1120684"	463.25	416.97
"tcruzi-1120884"	96.48	116.92
"tcruzi-1122368"	253.38	274.12
"tcruzi-1123831"	121.12	114.36
"tcruzi-1124337"	108.85	146.05
"tcruzi-1124347"	136.6	169.55
"tcruzi-1125238"	113.35	213.91
"tcruzi-1125763"	119.22	163.6
"tcruzi-1126563"	73.15	89.12
"tcruzi-1127742"	54.67	80.41
"tcruzi-1127972"	175.97	180.54
"tcruzi-1128134"	70.09	44.93
"tcruzi-11286"	87.78	67.75
"tcruzi-113085"	75.59	91.13
"tcruzi-1133715"	54.87	69.79
"tcruzi-1134348"	98.9	157.34
"tcruzi-1136523"	76.73	118.81
"tcruzi-1137500"	34.33	44.34
"tcruzi-1137590"	200.33	277.13
"tcruzi-1138516"	77.02	113.93
"tcruzi-113872"	1337.83	1876.36
"tcruzi-1139032"	469	665.73
"tcruzi-1139259"	58.67	85.62
"tcruzi-1139683"	51.97	69.57
"tcruzi-1143483"	67.16	98.72
"tcruzi-1144556"	124.57	87.89
"tcruzi-1144643"	57.03	2918.4
"tcruzi-1145281"	217.42	182.94
"tcruzi-1145746"	66.09	78.81
"tcruzi-1146618"	51.39	69.83
"tcruzi-1147006"	1059.1	1575.89
"tcruzi-1147752"	245.48	106.45
"tcruzi-1148892"	101.15	78.94
"tcruzi-1148997"	184.82	77.75
"tcruzi-1149067"	217.01	118.54
"tcruzi-11494"	814	1026.15
"tcruzi-1150857"	101.58	75.13
"tcruzi-1151645"	720.56	537.67
"tcruzi-1152294"	74.35	56.82
"tcruzi-1153790"	69.01	86.11
"tcruzi-1154199"	116.35	236.48
"tcruzi-115598"	178.19	275.78
"tcruzi-1156021"	71.04	80.35
"tcruzi-1157570"	52.81	61.22
"tcruzi-1157822"	51.9	59.74
"tcruzi-1158841"	61.91	64.5
"tcruzi-1163050"	48.53	43.35
"tcruzi-1163963"	91.77	51.39
"tcruzi-1165792"	67.85	65.59
"tcruzi-1165897"	86.4	101.92
"tcruzi-1166423"	369.62	441.51
"tcruzi-1168352"	78.94	83.24
"tcruzi-11689"	215.03	280.85
"tcruzi-11690"	84.63	72.98
"tcruzi-1169433"	53.73	54.67
"tcruzi-1170160"	71.88	87.03
"tcruzi-117097"	69.41	82.93
"tcruzi-1171358"	401.14	861.68
"tcruzi-1172245"	172.81	210.94
"tcruzi-1172744"	53.11	47.73
"tcruzi-1174014"	203.01	365.97
"tcruzi-11758"	76.63	67.29
"tcruzi-1175905"	51.29	54.81
"tcruzi-1176260"	495.89	584.25
"tcruzi-1176263"	59	47.66
"tcruzi-1176294"	227.64	357.79
"tcruzi-1176545"	109.01	165.57
"tcruzi-1177409"	142.5	186.39
"tcruzi-1177668"	188.01	115.93
"tcruzi-1178140"	128.75	144
"tcruzi-1179174"	86.49	145.78
"tcruzi-1179733"	75.56	68.46
"tcruzi-1180613"	77.77	94.81
"tcruzi-118238"	344	338.89
"tcruzi-11840"	61.22	83.96
"tcruzi-1184334"	70.75	94.56
"tcruzi-1184353"	228.57	130.54
"tcruzi-118568"	181.63	202.31
"tcruzi-1187154"	86.81	110.95
"tcruzi-1187756"	82.87	88.83
"tcruzi-1187989"	498.79	440.75
"tcruzi-1189130"	210.73	205.14
"tcruzi-1189287"	157.41	78.13
"tcruzi-1190556"	98.64	103.08
"tcruzi-1190754"	281.17	399.62
"tcruzi-1190942"	48.46	50.37
"tcruzi-1191312"	172.37	193.31
"tcruzi-1191745"	46.09	68.1
"tcruzi-1192382"	169.31	91.26
"tcruzi-1192513"	374.09	481.64
"tcruzi-1192644"	51.83	73.33
"tcruzi-1192731"	70.25	92.62
"tcruzi-1192920"	135.74	86.84
"tcruzi-1192981"	110.37	131.64
"tcruzi-1193421"	154.55	77.34
"tcruzi-1194306"	46.16	43.15
"tcruzi-1195256"	77.51	85.17
"tcruzi-1195808"	1571.34	2352.84
"tcruzi-1196444"	89	125.92
"tcruzi-1197917"	50.01	51.12
"tcruzi-1197981"	1695.51	2168.93
"tcruzi-1198163"	82.5	107.12
"tcruzi-1198849"	381.96	452.96
"tcruzi-1199723"	48.96	39.88
"tcruzi-1200640"	77.19	98.47
"tcruzi-1200824"	108.09	93.99
"tcruzi-1201746"	41.16	46.81
"tcruzi-1202762"	95.64	122.07
"tcruzi-120514"	871.67	1228.51
"tcruzi-1206903"	105.84	145.22
"tcruzi-1209182"	158.5	121.15
"tcruzi-120983"	202.48	129.12
"tcruzi-121239"	116.2	218.04
"tcruzi-1212584"	129.72	153.8
"tcruzi-1212683"	63.8	65.24
"tcruzi-1213286"	1575.89	1750.94
"tcruzi-1214110"	142.84	104.29
"tcruzi-1215459"	150.82	86.59
"tcruzi-1216709"	55.68	47.57
"tcruzi-1217211"	91.33	127.39
"tcruzi-1217691"	78	64.05
"tcruzi-1218001"	1107.74	613.54
"tcruzi-1218699"	84.23	126.43
"tcruzi-1221039"	228.11	249.75
"tcruzi-1221453"	96.36	104.7
"tcruzi-122201"	321.94	465.53
"tcruzi-1222478"	489.66	415.86
"tcruzi-1222568"	67.48	98.32
"tcruzi-1223214"	145.42	215.23
"tcruzi-1226275"	499.56	252.14
"tcruzi-1226870"	46.62	59.64
"tcruzi-1227315"	56.09	64.73
"tcruzi-1227945"	112.1	60
"tcruzi-1228944"	81.89	99.95
"tcruzi-1229058"	70.37	52.97
"tcruzi-1229860"	53.04	48.89
"tcruzi-1229872"	96.27	85.09
"tcruzi-1230022"	64.9	78.57
"tcruzi-1230280"	137.82	199.47
"tcruzi-1230668"	86.96	92.17
"tcruzi-1230871"	219.45	262.15
"tcruzi-123203"	966.31	1528.52
"tcruzi-123204"	376.35	546.19
"tcruzi-123205"	399.62	449.9
"tcruzi-123206"	1079.56	1658.48
"tcruzi-1232450"	150	148.99
"tcruzi-1234147"	130.54	86.02
"tcruzi-1234542"	1584.89	1395.54
"tcruzi-1234811"	166.54	132.73
"tcruzi-1235803"	130.92	63.18
"tcruzi-1236908"	73.06	54.59
"tcruzi-1238827"	132.94	97.03
"tcruzi-1239381"	46.5	43.95
"tcruzi-1239612"	267.56	502.61
"tcruzi-1239848"	74.49	126.67
"tcruzi-124046"	63.14	72.8
"tcruzi-1241470"	95.75	125.72
"tcruzi-1241966"	47.97	49.29
"tcruzi-1242647"	71.63	90.19
"tcruzi-1243069"	292.89	241.88
"tcruzi-1243615"	175.85	159.01
"tcruzi-124383"	308.39	378.7
"tcruzi-124386"	191.92	254.6
"tcruzi-124387"	191.26	277.58
"tcruzi-124388"	176.41	287.2
"tcruzi-1243975"	551.5	160.81
"tcruzi-1244599"	237.66	293.44
"tcruzi-1247463"	88.35	104.36
"tcruzi-1249624"	96.02	107.44
"tcruzi-1250409"	789.44	573.2
"tcruzi-1250642"	242.41	300.1
"tcruzi-125141"	162.18	231.08
"tcruzi-125142"	173.59	234.12
"tcruzi-125143"	184.72	381.96
"tcruzi-1252129"	53.24	81.64
"tcruzi-1253172"	122.04	56.22
"tcruzi-1254480"	56.44	62.65
"tcruzi-1254712"	175.32	220.4
"tcruzi-1256061"	332.64	315.85
"tcruzi-1257101"	77.38	108.35
"tcruzi-1257972"	231.08	190.55
"tcruzi-1258493"	54.11	68.07
"tcruzi-1259796"	96.99	164.76
"tcruzi-1261085"	48.71	65.65
"tcruzi-1261129"	90.15	118.87
"tcruzi-1261667"	241.88	482.94
"tcruzi-1262973"	235.45	316.25
"tcruzi-1263935"	544.72	920.98
"tcruzi-1264424"	238.76	304.36
"tcruzi-1265106"	65.85	55.68
"tcruzi-1265968"	70.06	70.27
"tcruzi-1266173"	66.59	60.47
"tcruzi-1266948"	153.39	281.68
"tcruzi-1270797"	100.09	171.38
"tcruzi-127114"	143.62	167
"tcruzi-1271516"	127.52	159.21
"tcruzi-1271528"	260.14	203.91
"tcruzi-1271532"	226.14	113.11
"tcruzi-1274094"	102.95	117.36
"tcruzi-1276327"	57.82	86.36
"tcruzi-1276448"	202.64	149.24
"tcruzi-127678"	62.83	82.29
"tcruzi-1277039"	75.11	78.72
"tcruzi-1277130"	43.66	42.42
"tcruzi-1277600"	290.19	425.09
"tcruzi-1278580"	254.34	323.88
"tcruzi-1278741"	47.66	42.69
"tcruzi-1278979"	176.81	191.98
"tcruzi-1279756"	99.01	118.38
"tcruzi-1280987"	69.49	87.33
"tcruzi-1281860"	58.53	57.84
"tcruzi-1281920"	103.78	106.98
"tcruzi-1282955"	59.9	59.05
"tcruzi-1284444"	112.14	155.5
"tcruzi-128643"	102.08	134.79
"tcruzi-1287344"	83.53	114.68
"tcruzi-1288694"	88.25	66.07
"tcruzi-1292427"	215.97	40.22
"tcruzi-1292865"	490.58	645.59
"tcruzi-1294248"	269.53	139.06
"tcruzi-129431"	120.54	176.41
"tcruzi-1294435"	95.56	162.78
"tcruzi-1295819"	83.06	126.53
"tcruzi-1298179"	13585.88	17015.45
"tcruzi-12984"	155	164.08
"tcruzi-1298685"	235.13	352.54
"tcruzi-1299631"	461.3	183.89
"tcruzi-1300801"	86.59	116.55
"tcruzi-130353"	302.23	286.91
"tcruzi-1305035"	102.26	250.55
"tcruzi-1306960"	78.61	99.06
"tcruzi-1307469"	138.89	251.13
"tcruzi-130759"	325.66	410.25
"tcruzi-1307844"	1154.33	723
"tcruzi-1308401"	47.13	79.16
"tcruzi-1308585"	81.54	118.15
"tcruzi-130911"	704.98	622.94
"tcruzi-1310689"	73.43	76.43
"tcruzi-1311448"	113.47	140.49
"tcruzi-1311716"	43.54	39.7
"tcruzi-1312139"	100.92	121.69
"tcruzi-1312666"	377.67	174.63
"tcruzi-1313268"	75.16	63.31
"tcruzi-1313404"	72.5	103.59
"tcruzi-1319429"	91.38	109.27
"tcruzi-131949"	150.14	188.21
"tcruzi-1319580"	116.44	111.63
"tcruzi-1319598"	170.27	256.48
"tcruzi-1319606"	217.32	241.01
"tcruzi-1320250"	60.75	64.39
"tcruzi-1322862"	78.61	92.7
"tcruzi-1323048"	262.66	333.96
"tcruzi-1323058"	61.45	66.21
"tcruzi-1323757"	92.72	74.82
"tcruzi-1324265"	75.23	103.81
"tcruzi-1324289"	914.33	764.17
"tcruzi-1324595"	83.58	111.63
"tcruzi-132480"	381.21	425.79
"tcruzi-132523"	302.57	151.81
"tcruzi-132526"	281.68	81.75
"tcruzi-132532"	519.83	523.42
"tcruzi-1326243"	73.56	106.77
"tcruzi-1326876"	129.51	87.84
"tcruzi-1327786"	85.41	86.94
"tcruzi-1328347"	91.9	134.05
"tcruzi-1329365"	105.08	173.21
"tcruzi-1330047"	140.27	84.63
"tcruzi-1330781"	72	78.3
"tcruzi-1330850"	257.61	476.66
"tcruzi-1332497"	262.15	340.8
"tcruzi-1333923"	75.42	62.8
"tcruzi-1334516"	103.81	86.77
"tcruzi-1334780"	310.79	387.23
"tcruzi-1336506"	127.42	160.95
"tcruzi-1338066"	97.2	111.16
"tcruzi-1339411"	263.52	325.66
"tcruzi-1340521"	189.66	168.1
"tcruzi-1340890"	180.33	228.94
"tcruzi-1341410"	156.94	215.79
"tcruzi-1342593"	111.04	131.83
"tcruzi-1343047"	271.45	414.28
"tcruzi-1346495"	90.84	118.73
"tcruzi-1350841"	244.24	184.72
"tcruzi-1351842"	63.54	87.47
"tcruzi-1353190"	899.68	1216.6
"tcruzi-1353435"	66.23	64.22
"tcruzi-1354706"	133.43	85.85
"tcruzi-1355703"	57.17	51.71
"tcruzi-1356136"	491.87	580.82
"tcruzi-1357165"	125.45	223.59
"tcruzi-1357383"	127.01	72.8
"tcruzi-1357584"	112.85	117.04
"tcruzi-135812"	142.14	211.85
"tcruzi-1358773"	153.05	171.2
"tcruzi-1360905"	78.9	79.48
"tcruzi-1361764"	114.36	121.97
"tcruzi-1362843"	386.44	263.52
"tcruzi-1364002"	580.82	283.73
"tcruzi-1364284"	234.36	578.86
"tcruzi-1364901"	185.44	205.03
"tcruzi-1365246"	158.69	250.23
"tcruzi-1365986"	115.16	73.62
"tcruzi-1366529"	149.63	127.52
"tcruzi-1367500"	134.15	168.43
"tcruzi-1368041"	143.08	147.85
"tcruzi-1370289"	130.12	143.71
"tcruzi-1371050"	60	60.21
"tcruzi-1373329"	73.33	86.97
"tcruzi-1374160"	437.37	388.42
"tcruzi-1376288"	159.58	159.83
"tcruzi-1377822"	189.04	244.92
"tcruzi-1383389"	88.39	111.55
"tcruzi-138438"	268.79	398.44
"tcruzi-1386086"	234.61	151.63
"tcruzi-1386719"	219.8	124.57
"tcruzi-1387472"	149.55	160.72
"tcruzi-1389417"	73.3	69.27
"tcruzi-1389673"	138.17	205.87
"tcruzi-1390510"	137.32	216.81
"tcruzi-13922"	58.21	82.56
"tcruzi-1393604"	239.18	95.2
"tcruzi-1394556"	101.52	121.04
"tcruzi-1394674"	137.96	107.37
"tcruzi-1395641"	113.24	130.75
"tcruzi-1395762"	138.07	84.43
"tcruzi-1396021"	252.54	380.64
"tcruzi-1396171"	74.27	114.19
"tcruzi-1396233"	371.65	634.24
"tcruzi-1396750"	47.38	41.66
"tcruzi-1398460"	105.59	104.17
"tcruzi-1399442"	65.63	73.23
"tcruzi-1400729"	955.78	821.09
"tcruzi-1400992"	303.64	556.39
"tcruzi-1401389"	81.83	77.75
"tcruzi-1402662"	71.2	71.56
"tcruzi-1403720"	480.45	702.83
"tcruzi-1405130"	129.55	94.71
"tcruzi-1405252"	80.41	67.72
"tcruzi-1405779"	1176.24	1344.02
"tcruzi-140721"	652.82	142.14
"tcruzi-1407669"	43.95	44.56
"tcruzi-1407880"	77.08	84.02
"tcruzi-1408592"	135.28	200.5
"tcruzi-1408867"	297.08	271.68
"tcruzi-1410550"	59.05	67.43
"tcruzi-1411187"	108.93	127.39
"tcruzi-1411767"	103.25	95.29
"tcruzi-1412478"	62.9	70.48
"tcruzi-1413309"	199.47	279.6
"tcruzi-1416932"	354.79	431.32
"tcruzi-1417053"	2186.31	2416.18
"tcruzi-1417373"	146.48	211.39
"tcruzi-1418150"	123.61	181.31
"tcruzi-1418570"	80.84	93.02
"tcruzi-1418630"	240.82	138.89
"tcruzi-1419073"	76.51	129.21
"tcruzi-1420027"	462.39	326.58
"tcruzi-1420365"	75.11	103.14
"tcruzi-1420474"	265.27	357.47
"tcruzi-1424785"	79.71	102.26
"tcruzi-1425690"	251.13	295.4
"tcruzi-142587"	49.68	46.62
"tcruzi-1426609"	79.04	101.58
"tcruzi-1426769"	68.46	71.42
"tcruzi-1426779"	75.31	60.44
"tcruzi-1427951"	81.37	88.37
"tcruzi-1428469"	140.64	108.6
"tcruzi-1428927"	128.43	143.49
"tcruzi-1429460"	403.22	690.59
"tcruzi-1429642"	508.79	123.27
"tcruzi-1430085"	360.88	516.47
"tcruzi-1430128"	77.19	109.58
"tcruzi-1430632"	388.42	557.79
"tcruzi-1431541"	323.55	685.6
"tcruzi-1431582"	105.43	124.02
"tcruzi-1431796"	115.83	191.51
"tcruzi-143278"	119.09	135.58
"tcruzi-1432852"	42.42	60.52
"tcruzi-1433332"	48.06	41.83
"tcruzi-1433478"	208.49	249.03
"tcruzi-143626"	232.59	82.05
"tcruzi-1436785"	84.51	112.85
"tcruzi-1437374"	297.7	426.94
"tcruzi-1438824"	274.46	185.82
"tcruzi-1440435"	72.96	105.53
"tcruzi-1441863"	111.65	100.51
"tcruzi-1442883"	83.44	108.96
"tcruzi-1443398"	104.13	154.13
"tcruzi-1443565"	105.98	147.78
"tcruzi-1443785"	245.24	311.87
"tcruzi-1443818"	54.99	56.35
"tcruzi-1444121"	97.59	134.15
"tcruzi-1444780"	175.03	172.58
"tcruzi-1444781"	195.46	257.35
"tcruzi-1444870"	250.05	433.84
"tcruzi-1445056"	191.02	211.55
"tcruzi-1445395"	58.74	72.63
"tcruzi-1446936"	344.56	459.26
"tcruzi-1447715"	69.11	105.78
"tcruzi-1448352"	45.6	64.43
"tcruzi-1448430"	83.97	64.86
"tcruzi-1454707"	231.57	195.84
"tcruzi-1454955"	614.66	187.58
"tcruzi-1454967"	171.68	70.21
"tcruzi-1455053"	248.27	322.38
"tcruzi-1455078"	5662.65	3182.74
"tcruzi-1455079"	4611.87	1265.15
"tcruzi-1455080"	3874.66	3057.3
"tcruzi-1455081"	3753.96	2590.07
"tcruzi-1455082"	3057.3	1492.91
"tcruzi-1455086"	2740.19	2083.01
"tcruzi-1455087"	1102.49	564.68
"tcruzi-1455088"	1450.59	480.45
"tcruzi-1455182"	387.23	348.75
"tcruzi-145588"	193.77	134.41
"tcruzi-145619"	207.54	223.37
"tcruzi-1457785"	147.85	115.6
"tcruzi-1458847"	109.16	133.25
"tcruzi-1459863"	133.06	130.2
"tcruzi-146004"	90.91	52.24
"tcruzi-1460093"	367.98	93.3
"tcruzi-146192"	72.12	95.37
"tcruzi-1462206"	141.92	234.84
"tcruzi-1462308"	46.91	49.04
"tcruzi-1462441"	79.34	61.69
"tcruzi-1463929"	81.52	82.72
"tcruzi-1464023"	58.42	79.43
"tcruzi-1464059"	40.95	47.97
"tcruzi-1465230"	169.89	91.18
"tcruzi-1466443"	298.82	298.21
"tcruzi-1469686"	139.24	129.51
"tcruzi-1474284"	136.98	96.15
"tcruzi-1477301"	2672.6	2453.96
"tcruzi-1477302"	796.65	544.72
"tcruzi-1477305"	1742.13	1571.34
"tcruzi-1477308"	2636.44	3753.96
"tcruzi-1477309"	710.17	704.98
"tcruzi-1477312"	447.99	601.8
"tcruzi-1477314"	3394.85	3947.64
"tcruzi-1477315"	4050.14	3874.66
"tcruzi-1477316"	364.06	519.83
"tcruzi-1477317"	622.94	786.1
"tcruzi-1477321"	4801.9	5894.16
"tcruzi-1477322"	4288.09	6626.94
"tcruzi-1477323"	833.75	941.46
"tcruzi-1477447"	109.38	112.41
"tcruzi-1477817"	206.65	154.75
"tcruzi-1479441"	150.26	162.56
"tcruzi-1480"	548.91	252.54
"tcruzi-1480897"	317.57	246.78
"tcruzi-1481296"	222.09	170.13
"tcruzi-1481517"	129.14	144.98
"tcruzi-1483701"	138.61	156.74
"tcruzi-1484"	589.01	693.17
"tcruzi-1484007"	120.24	67.1
"tcruzi-1484503"	236.79	98.68
"tcruzi-1485"	630.17	1021.56
"tcruzi-1485655"	83.37	77.82
"tcruzi-148789"	123.19	65.37
"tcruzi-1489"	732.04	865.43
"tcruzi-1491"	675.11	947.64
"tcruzi-1491350"	277.58	308.09
"tcruzi-1491804"	1204.38	1776.66
"tcruzi-1492"	755.22	799.62
"tcruzi-1492761"	119.66	179
"tcruzi-1493"	884.49	1041.43
"tcruzi-1493802"	83	80.63
"tcruzi-1494"	715.82	962.47
"tcruzi-1494207"	80.71	66.21
"tcruzi-1494259"	105.32	125.45
"tcruzi-1495"	680.28	1049.82
"tcruzi-1495399"	171.6	170.83
"tcruzi-1496"	645.59	1097.81
"tcruzi-1496418"	96.8	87.4
"tcruzi-149676"	64.3	74.33
"tcruzi-1497197"	109.74	75.86
"tcruzi-1497227"	3097.28	5080.17
"tcruzi-1497229"	4943.49	2740.19
"tcruzi-1497231"	2277.28	1434.3
"tcruzi-1497233"	1221.64	1111.52
"tcruzi-1497239"	2590.07	1714.01
"tcruzi-1497240"	317.11	302.23
"tcruzi-1497412"	231.85	220.85
"tcruzi-1497525"	1344.02	896.41
"tcruzi-1497673"	94.03	72.08
"tcruzi-1498047"	1975.54	1894.69
"tcruzi-1498087"	139.85	122.77
"tcruzi-1498735"	50.55	51.51
"tcruzi-1499424"	230.75	191.02
"tcruzi-1500439"	2416.18	1154.33
"tcruzi-1500530"	156.53	98.81
"tcruzi-1500563"	619.45	914.33
"tcruzi-1500825"	217.87	164.61
"tcruzi-1500868"	218.3	139.2
"tcruzi-1501833"	76.1	95.15
"tcruzi-1503438"	141.06	111.86
"tcruzi-1503495"	536.11	490.58
"tcruzi-1504390"	55.39	60.32
"tcruzi-1504848"	62.68	52.81
"tcruzi-1505803"	103.49	112.28
"tcruzi-150718"	150.82	133.43
"tcruzi-1507733"	73.83	117.48
"tcruzi-1509584"	75.82	90.15
"tcruzi-1510460"	454.97	487.96
"tcruzi-1510737"	69.76	97.34
"tcruzi-1510738"	60.21	47.38
"tcruzi-1510835"	106.72	81.83
"tcruzi-1511831"	259.21	158.03
"tcruzi-1512367"	181.91	186.82
"tcruzi-1513852"	119.33	112.99
"tcruzi-1514520"	65.92	82.1
"tcruzi-1514889"	654.58	730.3
"tcruzi-1515982"	50.79	44.77
"tcruzi-1518162"	1041.43	1290.11
"tcruzi-1518163"	208.26	346.56
"tcruzi-1518165"	250.78	180.89
"tcruzi-1518209"	98.37	72.67
"tcruzi-1518316"	137.6	84.32
"tcruzi-1518323"	135.01	170.44
"tcruzi-1520087"	830.3	641.51
"tcruzi-1521173"	718.83	924.48
"tcruzi-1521828"	157.75	157.94
"tcruzi-1522010"	125.3	118.67
"tcruzi-1522557"	175.55	196.34
"tcruzi-1523504"	1714.01	1172.39
"tcruzi-1523506"	341.45	83.53
"tcruzi-152394"	176.11	165.82
"tcruzi-152402"	57.82	86.16
"tcruzi-1524770"	971.8	82.82
"tcruzi-1524827"	47.26	55.05
"tcruzi-1525735"	82.21	70.75
"tcruzi-152674"	48.62	72.39
"tcruzi-1526824"	286.91	328.29
"tcruzi-1527255"	452.96	199.96
"tcruzi-1529425"	221.84	157.73
"tcruzi-1532396"	331.99	454.04
"tcruzi-1533924"	142.94	156.14
"tcruzi-1534808"	255.12	188.36
"tcruzi-1535435"	328.76	209.16
"tcruzi-1536258"	145.05	80.26
"tcruzi-1536593"	135.67	182.67
"tcruzi-1536991"	49.58	54.45
"tcruzi-1537160"	87.68	123.5
"tcruzi-1537246"	51.51	48.24
"tcruzi-1538111"	196.63	255.12
"tcruzi-1538683"	105.78	83.16
"tcruzi-153893"	157.83	248.27
"tcruzi-1539306"	189.9	126.16
"tcruzi-1539375"	224.79	126.92
"tcruzi-1540162"	76.26	107.26
"tcruzi-1540585"	206.85	207.54
"tcruzi-1541811"	362.19	383.34
"tcruzi-1542278"	134.5	229.46
"tcruzi-1542279"	327.73	456.79
"tcruzi-1542280"	53.98	194.34
"tcruzi-1542282"	227.09	101.72
"tcruzi-1542723"	483.68	253.38
"tcruzi-1543028"	564.68	417.63
"tcruzi-1543367"	350.01	272.19
"tcruzi-1544739"	90.49	78.66
"tcruzi-1547640"	71.24	104.38
"tcruzi-1548333"	892.52	253
"tcruzi-1549056"	70.6	70.88
"tcruzi-1549238"	170.83	160.21
"tcruzi-1551114"	256.91	403.22
"tcruzi-1551284"	375.62	467.06
"tcruzi-1551285"	380.64	96.76
"tcruzi-1552337"	170.27	93.5
"tcruzi-1552453"	141.5	63.07
"tcruzi-1553173"	904.02	1204.38
"tcruzi-1553193"	82.14	129.72
"tcruzi-1553412"	130.2	167.26
"tcruzi-1555965"	532.8	595.72
"tcruzi-1556834"	120.8	152.12
"tcruzi-155723"	40.22	59.31
"tcruzi-1557974"	286.54	88.13
"tcruzi-1558192"	63.33	54.03
"tcruzi-1558882"	220.63	294.32
"tcruzi-1560166"	263.16	366.86
"tcruzi-1560681"	61.84	90.96
"tcruzi-1562189"	77.48	90.71
"tcruzi-1562390"	135.58	120.54
"tcruzi-1563057"	1258.83	1695.51
"tcruzi-1563192"	430.41	285.44
"tcruzi-1563272"	415.86	515.18
"tcruzi-156409"	138.3	189.9
"tcruzi-1564216"	69.15	67.55
"tcruzi-1564511"	275.25	160.38
"tcruzi-1565209"	73.65	64.64
"tcruzi-1565235"	178.85	181.91
"tcruzi-1566440"	457.59	473.75
"tcruzi-1566806"	507.46	248.61
"tcruzi-1567518"	219.02	376.35
"tcruzi-1568497"	116.29	66.68
"tcruzi-1569398"	85.22	57
"tcruzi-1569897"	75.95	65.81
"tcruzi-1570158"	295.79	240.44
"tcruzi-1570186"	2131.06	1860.5
"tcruzi-1572992"	2146.45	1811.05
"tcruzi-1573090"	422.53	409.52
"tcruzi-1573609"	54.57	54.11
"tcruzi-1574001"	129.4	155.11
"tcruzi-1574370"	86.84	146.36
"tcruzi-1574455"	1294.77	1167.85
"tcruzi-1574464"	95.2	123.66
"tcruzi-157550"	192.56	257.86
"tcruzi-1576824"	159.4	161.77
"tcruzi-1577928"	124.3	169.43
"tcruzi-1578131"	1137.15	749
"tcruzi-1579926"	148.23	203.47
"tcruzi-1579988"	786.1	585.55
"tcruzi-1580163"	54.31	57.8
"tcruzi-1582045"	125.92	93.25
"tcruzi-1582046"	201.75	248.04
"tcruzi-1583575"	147.59	391.01
"tcruzi-1585791"	98.29	137.82
"tcruzi-1586553"	223.59	469
"tcruzi-1586666"	111.47	75.07
"tcruzi-1587110"	66.91	78.6
"tcruzi-1587286"	270.77	346.09
"tcruzi-1587970"	71.16	95
"tcruzi-1589324"	419.87	384.89
"tcruzi-1591348"	142.5	219.8
"tcruzi-1592412"	643.07	543.46
"tcruzi-1592642"	347.33	489.66
"tcruzi-1592967"	63.59	78.9
"tcruzi-1594482"	131.96	73.98
"tcruzi-1595151"	2238.6	3699.57
