"Reporter Name"	"MX_NE_normalizedData_r1"	"MX_NE_normalizedData_r2"
"tcruzi-2176552"	985.18	715.82
"tcruzi-2176553"	1811.05	1404.9
"tcruzi-2176554"	924.48	675.11
"tcruzi-2176555"	2301.94	3097.28
"tcruzi-2176556"	2577.69	2545.87
"tcruzi-2176557"	391.57	499.56
"tcruzi-2177050"	101.92	148.89
"tcruzi-2177500"	56.48	117.62
"tcruzi-2177889"	70.81	84.73
"tcruzi-217891"	100.15	143.88
"tcruzi-2180310"	125.97	178.34
"tcruzi-2180657"	60.05	70.32
"tcruzi-2181754"	145.78	172
"tcruzi-2182633"	414.99	737.58
"tcruzi-2183005"	409.52	173.97
"tcruzi-2184058"	39.31	44.2
"tcruzi-2185919"	124.11	91.6
"tcruzi-2187424"	204.47	136.47
"tcruzi-2187515"	144.19	119.09
"tcruzi-2187865"	84.85	132.73
"tcruzi-2188395"	326.58	359.13
"tcruzi-2190958"	90.79	62.2
"tcruzi-2191246"	54.52	60.66
"tcruzi-2191248"	85.09	92.7
"tcruzi-2192265"	92.42	85.3
"tcruzi-2192700"	3242.75	988.39
"tcruzi-2193493"	693.17	339.25
"tcruzi-2193862"	265.03	170.92
"tcruzi-2196549"	57.37	57.29
"tcruzi-2196936"	1876.36	2238.6
"tcruzi-2198166"	160.95	212.4
"tcruzi-2198200"	295.4	333.24
"tcruzi-2198779"	148.7	165.35
"tcruzi-2199079"	861.68	1502.65
"tcruzi-2199635"	116.55	156.14
"tcruzi-2199754"	99.66	163.4
"tcruzi-2202233"	214.44	273.71
"tcruzi-2202501"	112.28	303.16
"tcruzi-2202502"	217.01	284.91
"tcruzi-2202503"	167.39	228.34
"tcruzi-220259"	821.09	1294.77
"tcruzi-2203388"	216.81	142.55
"tcruzi-2205495"	105.94	109.54
"tcruzi-2205715"	931.05	1196.39
"tcruzi-2206866"	810.37	658.81
"tcruzi-2213317"	8100.96	8100.96
"tcruzi-2214464"	172.96	217.32
"tcruzi-2215700"	444.67	650.32
"tcruzi-2217759"	118.43	85.42
"tcruzi-2217977"	94.97	83.96
"tcruzi-2218148"	52.24	72.85
"tcruzi-2219427"	3446.09	4050.14
"tcruzi-2219977"	153.9	210.73
"tcruzi-2219978"	150.97	222.74
"tcruzi-2220710"	193.55	196.87
"tcruzi-2221017"	231.36	66.61
"tcruzi-222222"	151.81	85.06
"tcruzi-22236"	1034.01	1322.65
"tcruzi-2224251"	102.12	153.65
"tcruzi-2224378"	163.04	207.69
"tcruzi-2227134"	146.18	161.12
"tcruzi-2227544"	178.34	351.41
"tcruzi-2227572"	383.34	413.22
"tcruzi-2227945"	77.72	89.78
"tcruzi-2231789"	88.46	58.57
"tcruzi-2235193"	263.78	281.17
"tcruzi-2235464"	160.64	226.14
"tcruzi-2237433"	86.72	86.06
"tcruzi-2237698"	529.46	769.84
"tcruzi-2238388"	51.74	54.99
"tcruzi-2238412"	238.41	260.72
"tcruzi-223855"	573.2	85.67
"tcruzi-223954"	144.3	92.95
"tcruzi-223973"	433.84	326.99
"tcruzi-2241375"	126.92	74.75
"tcruzi-2241485"	49.52	51.65
"tcruzi-22421"	358.65	108.5
"tcruzi-2243261"	87.03	135.74
"tcruzi-2244082"	61.05	50.17
"tcruzi-2244555"	109.49	83.44
"tcruzi-2244562"	60.52	83.78
"tcruzi-2245558"	1279.74	498.79
"tcruzi-2247874"	103.63	163.08
"tcruzi-2248251"	270.23	385.54
"tcruzi-22486"	94.08	102.74
"tcruzi-2250233"	384.89	643.07
"tcruzi-2250349"	67.28	61.66
"tcruzi-2250450"	334.66	485.12
"tcruzi-2252754"	141.77	127.29
"tcruzi-2254626"	109.88	122.04
"tcruzi-2255082"	66.19	54.9
"tcruzi-2256731"	96.21	105.72
"tcruzi-2257025"	106.13	161.39
"tcruzi-2257207"	165.47	173.72
"tcruzi-2258700"	55.95	50.26
"tcruzi-2258979"	118.25	74.97
"tcruzi-2259631"	66.33	82.45
"tcruzi-225974"	42.16	48.24
"tcruzi-2261926"	276.12	305.66
"tcruzi-2266201"	83.33	94.6
"tcruzi-2266689"	202.04	70.56
"tcruzi-2267139"	81.96	100.06
"tcruzi-2268884"	74.45	50.82
"tcruzi-2269312"	42.69	46.41
"tcruzi-2270124"	52.62	67.29
"tcruzi-2270394"	57.44	57.37
"tcruzi-2272111"	53.81	63.96
"tcruzi-22732"	112.47	200.9
"tcruzi-2273770"	110.93	96.21
"tcruzi-2273947"	122.14	138.48
"tcruzi-2275122"	95.36	155.39
"tcruzi-2275554"	153.49	101.87
"tcruzi-2275941"	515.18	603.87
"tcruzi-2276219"	98.19	84.34
"tcruzi-2279196"	1228.51	1681.72
"tcruzi-2279613"	851.26	1054.42
"tcruzi-2280367"	79.43	96.68
"tcruzi-2281830"	113.85	145.48
"tcruzi-2282105"	168.22	245.7
"tcruzi-2283040"	126.43	95.52
"tcruzi-2283330"	87.85	130.92
"tcruzi-2284503"	486.42	597.87
"tcruzi-2285042"	94.66	112.1
"tcruzi-2285782"	1026.15	1463.91
"tcruzi-2287211"	103.86	89.55
"tcruzi-2287228"	87.75	112.74
"tcruzi-2288363"	356.11	245.48
"tcruzi-2288637"	1952.13	2206.61
"tcruzi-2288814"	331.51	176.74
"tcruzi-2289593"	124.05	140.17
"tcruzi-229055"	685.6	255.35
"tcruzi-229203"	45.19	48.62
"tcruzi-229248"	91.7	106.04
"tcruzi-2293232"	68.32	64.67
"tcruzi-2294678"	100.21	118.21
"tcruzi-2294769"	188.21	98.6
"tcruzi-2295311"	112.41	97.31
"tcruzi-229623"	197.5	234.36
"tcruzi-2296961"	143.62	190.7
"tcruzi-2299286"	78.87	145.1
"tcruzi-2299312"	117.18	175.22
"tcruzi-2301315"	500.85	548.91
"tcruzi-2301738"	78.81	93.72
"tcruzi-2303514"	63.33	48.71
"tcruzi-2303665"	100.66	943.61
"tcruzi-2304527"	1086.67	796.65
"tcruzi-230518"	94.85	70.81
"tcruzi-23056"	60.96	88.7
"tcruzi-2307815"	85.28	75.36
"tcruzi-2307816"	64.45	46.5
"tcruzi-2310127"	134.23	197.5
"tcruzi-231078"	166.05	168.22
"tcruzi-2311733"	61.31	41.39
"tcruzi-2311845"	83.94	123.12
"tcruzi-2312442"	49.09	103.37
"tcruzi-2313366"	69.79	97.72
"tcruzi-2313542"	96.85	57.71
"tcruzi-2315109"	278.3	951.02
"tcruzi-2316235"	232.78	73.81
"tcruzi-2316649"	74.64	73.43
"tcruzi-2316946"	137.49	210.21
"tcruzi-2317502"	234.84	421.88
"tcruzi-2318412"	89.57	177.23
"tcruzi-2319671"	394.83	332.64
"tcruzi-2320091"	180.08	192.67
"tcruzi-2322954"	254.83	106.72
"tcruzi-2323777"	106.45	134.94
"tcruzi-2324600"	99.43	72.45
"tcruzi-23252"	58.08	70.04
"tcruzi-2327177"	111.55	165.66
"tcruzi-2328847"	41.52	38.22
"tcruzi-2329047"	122.65	89.36
"tcruzi-2329132"	52.14	100.3
"tcruzi-2330316"	61.05	76.81
"tcruzi-233077"	50.65	42.86
"tcruzi-233136"	64.39	55.12
"tcruzi-2332183"	181.12	90.79
"tcruzi-2332354"	129.66	143.41
"tcruzi-233240"	62.17	70.21
"tcruzi-2335809"	82.29	123.19
"tcruzi-2336569"	161.39	181.73
"tcruzi-2336645"	67.28	87.68
"tcruzi-2337081"	81.73	138.97
"tcruzi-2338604"	137.86	124.16
"tcruzi-234028"	45.43	69.69
"tcruzi-2340421"	91.24	220.63
"tcruzi-2341025"	178.58	122.46
"tcruzi-2341179"	76.94	71.1
"tcruzi-2341713"	48.89	107.48
"tcruzi-2342238"	131.96	201.6
"tcruzi-2346073"	92.3	133.96
"tcruzi-2346145"	153.65	192.56
"tcruzi-2346654"	993.88	993.88
"tcruzi-2347671"	764.17	1107.74
"tcruzi-2347705"	197.27	287.69
"tcruzi-2349059"	85.56	102.39
"tcruzi-234997"	82.59	77.2
"tcruzi-235108"	59.26	76.19
"tcruzi-2351337"	129.84	141.96
"tcruzi-2351875"	118.6	133.89
"tcruzi-2352822"	69.19	75.29
"tcruzi-2352955"	267.3	504.84
"tcruzi-2354210"	1492.91	1952.13
"tcruzi-2356436"	734.86	817.79
"tcruzi-2358787"	65.99	74.39
"tcruzi-2361086"	58.57	55.89
"tcruzi-2361555"	40.68	45.89
"tcruzi-2361755"	848.89	917.66
"tcruzi-2364776"	71.75	61.76
"tcruzi-2365525"	76.19	77.26
"tcruzi-2365566"	212.25	146.48
"tcruzi-2366253"	86.74	150.26
"tcruzi-2369637"	209.35	261.98
"tcruzi-2369815"	69.55	97.64
"tcruzi-2370676"	73.23	65.85
"tcruzi-237241"	100.3	161.48
"tcruzi-2374197"	88.92	85.56
"tcruzi-2374199"	89.07	90.11
"tcruzi-2376403"	98.77	64
"tcruzi-2376504"	131.03	95.49
"tcruzi-2377187"	78.25	67.99
"tcruzi-2378066"	223.23	364.06
"tcruzi-2378352"	591.74	682.66
"tcruzi-2379397"	875.76	884.49
"tcruzi-237978"	97.09	76.17
"tcruzi-237979"	91.87	175.41
"tcruzi-2381715"	109.44	138.07
"tcruzi-2381730"	315.24	337.77
"tcruzi-2382370"	389.21	270.23
"tcruzi-2383464"	74.75	69.87
"tcruzi-2383942"	206.12	67.03
"tcruzi-2385019"	118.08	139.75
"tcruzi-2385210"	56.35	57.24
"tcruzi-2385549"	173.1	175.78
"tcruzi-238736"	84.93	89.03
"tcruzi-2387607"	68.12	78.25
"tcruzi-2387631"	161.02	224.46
"tcruzi-2388454"	372.32	280.19
"tcruzi-2388787"	98.25	94.19
"tcruzi-2390828"	54.03	57.17
"tcruzi-2393148"	91.95	65.05
"tcruzi-2395876"	605.34	582.93
"tcruzi-2396913"	97.83	149.63
"tcruzi-2397550"	190.7	283.45
"tcruzi-2398360"	117.02	107.98
"tcruzi-2399274"	87.38	102.52
"tcruzi-2400607"	108.73	109.95
"tcruzi-2403447"	372.93	391.57
"tcruzi-2403959"	111.27	161.25
"tcruzi-2404039"	68.02	67.85
"tcruzi-2404537"	309.81	342.79
"tcruzi-2404848"	156.01	147.5
"tcruzi-2406171"	64.86	55.73
"tcruzi-2408119"	150.55	186.01
"tcruzi-2408462"	4396.38	6379.96
"tcruzi-2408529"	97.52	62.05
"tcruzi-2408978"	197.12	275.25
"tcruzi-2410122"	82.1	75.61
"tcruzi-2410199"	96.31	74.68
"tcruzi-2412108"	5497.09	5252.2
"tcruzi-2413044"	247.51	398.97
"tcruzi-2414595"	100.86	126.03
"tcruzi-2416708"	110.75	86.47
"tcruzi-2417325"	59.51	84.7
"tcruzi-2418530"	261.22	410.83
"tcruzi-2418873"	266	513.42
"tcruzi-2421948"	157.02	126.84
"tcruzi-2422307"	82.33	98.77
"tcruzi-2422858"	400.31	348.33
"tcruzi-2423643"	806.61	732.04
"tcruzi-2424368"	95.85	99.59
"tcruzi-2425138"	81.44	62.47
"tcruzi-2425165"	115.42	95.75
"tcruzi-2426358"	42.16	44.65
"tcruzi-2427516"	63.18	53.66
"tcruzi-2428353"	432.83	640.4
"tcruzi-2428376"	93.37	108.57
"tcruzi-2429145"	7230.82	12759.28
"tcruzi-242988"	266.97	93.9
"tcruzi-2432344"	85.06	99.26
"tcruzi-2432477"	204.87	185.09
"tcruzi-2433061"	46.3	73.38
"tcruzi-2433116"	39.88	45.19
"tcruzi-2433789"	844.76	2097.09
"tcruzi-243494"	139.24	71.02
"tcruzi-2440169"	121.04	174.74
"tcruzi-244018"	17015.45	5662.65
"tcruzi-2440193"	518.53	458.29
"tcruzi-244401"	109.33	133.37
"tcruzi-245971"	74.86	81.17
"tcruzi-246252"	62.4	68.64
"tcruzi-246949"	141.92	166.34
"tcruzi-247051"	119.39	79.1
"tcruzi-248074"	88.17	120.86
"tcruzi-249151"	152.12	166.43
"tcruzi-249335"	124.67	116.41
"tcruzi-249811"	66.41	74.23
"tcruzi-250856"	144.6	106.57
"tcruzi-251241"	114.14	138.17
"tcruzi-253006"	160.81	127.15
"tcruzi-255964"	56.22	52.06
"tcruzi-256007"	104.82	91.72
"tcruzi-256008"	104.74	109.44
"tcruzi-256869"	180.89	176.6
"tcruzi-258313"	48.14	62.28
"tcruzi-258318"	608.71	766.73
"tcruzi-258364"	64.94	129.89
"tcruzi-260308"	663.67	328.76
"tcruzi-261430"	140.82	148.38
"tcruzi-261828"	74.07	63.8
"tcruzi-263400"	121.62	137.86
"tcruzi-264052"	198	275.45
"tcruzi-264415"	105.69	128.05
"tcruzi-266346"	115.05	140.64
"tcruzi-267196"	148.77	335.71
"tcruzi-267611"	264.39	331.99
"tcruzi-267775"	91.74	84.53
"tcruzi-268376"	143.31	155.91
"tcruzi-268794"	448.75	591.74
"tcruzi-270200"	817.79	576.74
"tcruzi-270223"	485.12	136.76
"tcruzi-272138"	78.57	147.23
"tcruzi-2759"	114.61	81.41
"tcruzi-277514"	139.98	184.13
"tcruzi-278362"	175.13	194.2
"tcruzi-279424"	228.73	370.97
"tcruzi-280704"	1842.78	2277.28
"tcruzi-281850"	130.7	138.78
"tcruzi-282436"	283.15	304.86
"tcruzi-282791"	73.38	68.13
"tcruzi-282971"	63.07	94.51
"tcruzi-283333"	97.31	51.74
"tcruzi-28344"	161.79	213.28
"tcruzi-283492"	137.21	153.21
"tcruzi-28355"	89.89	152.05
"tcruzi-286265"	113.7	124.11
"tcruzi-286748"	467.06	550.32
"tcruzi-286950"	196.21	229.71
"tcruzi-287527"	95	121.62
"tcruzi-29043"	78.97	89.62
"tcruzi-290694"	82.82	102.47
"tcruzi-291224"	229.17	113.68
"tcruzi-291485"	1365.1	1425.11
"tcruzi-292975"	164.61	69.08
"tcruzi-293135"	87.3	104.01
"tcruzi-293366"	392.36	656.62
"tcruzi-295883"	128.39	181.55
"tcruzi-2980"	51.03	61.54
"tcruzi-300253"	56.14	79.29
"tcruzi-301742"	95.36	89.5
"tcruzi-306505"	139.66	175.32
"tcruzi-306822"	159.21	225.46
"tcruzi-307143"	55.76	57.74
"tcruzi-308135"	335.06	396.42
"tcruzi-309611"	92.95	81.8
"tcruzi-310796"	951.02	1221.64
"tcruzi-311603"	97.09	102.84
"tcruzi-312532"	81.32	114.43
"tcruzi-313446"	76.06	61.84
"tcruzi-313673"	1097.81	1476.19
"tcruzi-313725"	81.64	70.51
"tcruzi-314250"	12759.28	680.28
"tcruzi-314552"	274.12	124.24
"tcruzi-315654"	271.98	365.19
"tcruzi-316056"	1216.6	278.3
"tcruzi-317099"	2352.84	2118.56
"tcruzi-317102"	1445.77	1759.18
"tcruzi-317103"	1991.2	2324.96
"tcruzi-317138"	2083.01	2186.31
"tcruzi-317139"	172.63	282.22
"tcruzi-317140"	3699.57	6879.93
"tcruzi-317142"	1290.11	1445.77
"tcruzi-317143"	2253.43	3010.07
"tcruzi-317144"	620.99	789.44
"tcruzi-317147"	3499.26	4500.9
"tcruzi-317148"	682.66	726.08
"tcruzi-317149"	3279.73	8808.65
"tcruzi-317150"	726.08	757.97
"tcruzi-317278"	2061.28	2016
"tcruzi-317279"	723	140.33
"tcruzi-317280"	2168.93	2253.43
"tcruzi-317281"	603.87	745.08
"tcruzi-317282"	420.75	474.8
"tcruzi-317283"	665.73	778.95
"tcruzi-317560"	120.5	53.98
"tcruzi-318517"	164.49	152.34
"tcruzi-319786"	70.44	90.99
"tcruzi-320477"	428.99	397.78
"tcruzi-320998"	283.98	109.88
"tcruzi-322542"	49.85	63.92
"tcruzi-324278"	202.31	242.41
"tcruzi-324860"	366.86	438.12
"tcruzi-325766"	66.39	59.9
"tcruzi-327604"	113.47	141.5
"tcruzi-328667"	103.3	167.51
"tcruzi-3292"	221.38	276.48
"tcruzi-329893"	127.7	157.41
"tcruzi-331489"	740.48	833.75
"tcruzi-331891"	280.85	174.51
"tcruzi-332433"	223.99	245.24
"tcruzi-332766"	96.68	155
"tcruzi-333623"	168.1	208.14
"tcruzi-33515"	67.68	78.19
"tcruzi-336373"	52.69	52.37
"tcruzi-337005"	745.08	111.72
"tcruzi-338805"	452.26	390.11
"tcruzi-340219"	164.9	247.61
"tcruzi-340885"	62.53	58.44
"tcruzi-342660"	359.13	144.45
"tcruzi-342847"	143.74	110.64
"tcruzi-342906"	799.62	468.14
"tcruzi-343249"	75.38	113.24
"tcruzi-344077"	69.7	113.62
"tcruzi-345179"	4194.06	8419.55
"tcruzi-345180"	695.37	619.45
"tcruzi-345181"	562.31	752.22
"tcruzi-345240"	140.33	188.01
"tcruzi-345297"	59.95	58.33
"tcruzi-345564"	93.76	75
"tcruzi-347883"	690.59	712.4
"tcruzi-348025"	55.26	78.7
"tcruzi-348287"	73.81	90.55
"tcruzi-349455"	854.57	814
"tcruzi-349467"	71.42	72.24
"tcruzi-349513"	59.64	65.1
"tcruzi-349669"	110.64	133.09
"tcruzi-351"	350.74	605.34
"tcruzi-351703"	102.04	107.75
"tcruzi-354442"	82.17	109.64
"tcruzi-354582"	46.91	40.48
"tcruzi-354604"	105.89	178.85
"tcruzi-356867"	87.25	126.36
"tcruzi-357781"	250.55	204.1
"tcruzi-358622"	159.33	149.74
"tcruzi-359000"	164.39	258.05
"tcruzi-361017"	102.47	147.59
"tcruzi-361879"	69.06	79.76
"tcruzi-362051"	92.19	120.12
"tcruzi-36290"	49.29	53.04
"tcruzi-363383"	44.34	45.03
"tcruzi-363530"	54.38	60.26
"tcruzi-363823"	301.71	243.51
"tcruzi-364501"	595.72	461.3
"tcruzi-365634"	113.3	180.27
"tcruzi-365933"	125.23	186.58
"tcruzi-367081"	68.93	60.09
"tcruzi-367638"	139.39	193.77
"tcruzi-369504"	288.19	538.82
"tcruzi-369828"	599.4	559.24
"tcruzi-369970"	77.23	125.04
"tcruzi-371459"	68.77	63.14
"tcruzi-371493"	227.28	288.84
"tcruzi-372224"	103.91	106.37
"tcruzi-373636"	84.81	121.92
"tcruzi-37373"	111.81	114.71
"tcruzi-375533"	364.61	186.19
"tcruzi-376192"	213.28	206.85
"tcruzi-37894"	80.77	141.56
"tcruzi-379236"	55.12	92.17
"tcruzi-379764"	782.85	1163.33
"tcruzi-380088"	62.05	87.29
"tcruzi-380091"	443.82	86.44
"tcruzi-380580"	213	202.64
"tcruzi-380760"	102.7	86.2
"tcruzi-381201"	66.16	88.16
"tcruzi-381260"	309.29	587.17
"tcruzi-381701"	60.56	77.41
"tcruzi-382653"	77.87	64.58
"tcruzi-382823"	353.19	402.58
"tcruzi-383087"	76.01	78.21
"tcruzi-383189"	101.99	139.75
"tcruzi-384286"	96.88	102.15
"tcruzi-385381"	2709.07	3323.6
"tcruzi-385873"	208.14	236.79
"tcruzi-387261"	223.8	370.28
"tcruzi-388922"	296.56	66.39
"tcruzi-389018"	127.88	91.66
"tcruzi-391010"	477.96	271.27
"tcruzi-391288"	108.32	88.49
"tcruzi-391522"	77.61	105.2
"tcruzi-39216"	83.12	67.01
"tcruzi-392291"	55.05	46.87
"tcruzi-392976"	96.58	99.13
"tcruzi-395301"	879.02	998.16
"tcruzi-397038"	117.76	189.57
"tcruzi-398112"	183.36	154.33
"tcruzi-39860"	219.68	185.3
"tcruzi-400658"	122.14	108.23
"tcruzi-400816"	74.17	68.4
"tcruzi-40101"	272.19	115.03
"tcruzi-403085"	119.5	125.36
"tcruzi-40353"	183.62	313.45
"tcruzi-40405"	248.61	264.12
"tcruzi-404784"	59.84	82.76
"tcruzi-406904"	92	112.67
"tcruzi-4076"	56.82	49.94
"tcruzi-407754"	167.69	128.3
"tcruzi-408612"	96.08	131.19
"tcruzi-408933"	506.02	318.31
"tcruzi-412569"	72.33	61.05
"tcruzi-412945"	1014.84	1240.67
"tcruzi-415751"	80.01	82.88
"tcruzi-415885"	88.29	64.35
"tcruzi-418371"	259.63	321.49
"tcruzi-419128"	96.27	99.78
"tcruzi-423599"	90.36	127.01
"tcruzi-423636"	251.68	288.19
"tcruzi-424132"	934.31	985.18
"tcruzi-42465"	182.54	121.33
"tcruzi-425456"	62.75	73.76
"tcruzi-425507"	178.73	157.02
"tcruzi-426565"	44.2	45.31
"tcruzi-426582"	169.65	79.54
"tcruzi-428450"	86.47	117.89
"tcruzi-431111"	101.02	105.69
"tcruzi-433165"	104.42	89.24
"tcruzi-434798"	61.79	67.35
"tcruzi-436760"	132.77	166.14
"tcruzi-43795"	470.93	652.82
"tcruzi-438343"	66.03	73.49
"tcruzi-43847"	115.5	163.76
"tcruzi-438589"	1145.08	362.89
"tcruzi-438853"	149.35	172.69
"tcruzi-439416"	194.8	290.81
"tcruzi-440301"	112.67	162.28
"tcruzi-441154"	165.57	214.2
"tcruzi-442077"	119.22	161.77
"tcruzi-442775"	80.99	125.53
"tcruzi-443846"	550.32	142.29
"tcruzi-445326"	52.06	54.72
"tcruzi-447214"	658.81	260.72
"tcruzi-447346"	205.32	226.34
"tcruzi-448312"	101.26	120.95
"tcruzi-450272"	125.61	186.99
"tcruzi-45055"	112.19	71.24
"tcruzi-45274"	140.92	110.5
"tcruzi-453379"	97.64	99.01
"tcruzi-454281"	95.15	159.72
"tcruzi-456082"	140.08	233.38
"tcruzi-459822"	8419.55	4943.49
"tcruzi-46089"	91.1	126.48
"tcruzi-462047"	110.21	110.17
"tcruzi-462951"	182.67	217.61
"tcruzi-464026"	123.02	76.73
"tcruzi-464774"	46.71	68.34
"tcruzi-465191"	80.58	97.87
"tcruzi-465647"	395.61	394.08
"tcruzi-467386"	410.25	313.01
"tcruzi-468191"	1728.22	1794.11
"tcruzi-468305"	125.18	150.77
"tcruzi-468986"	958.85	927.04
"tcruzi-469164"	103.08	99.2
"tcruzi-469561"	192.32	73.54
"tcruzi-469996"	84.51	77.3
"tcruzi-470751"	68.12	94.41
"tcruzi-470944"	138.78	334.66
"tcruzi-471512"	80.95	100.66
"tcruzi-473384"	56.28	53.86
"tcruzi-473479"	76.99	106.61
"tcruzi-47363"	7725.87	4801.9
"tcruzi-47364"	6879.93	5354.32
"tcruzi-47365"	10344.94	5497.09
"tcruzi-47367"	2773.1	2146.45
"tcruzi-47368"	2830.6	2131.06
"tcruzi-47379"	1516.79	775.51
"tcruzi-475171"	1476.19	1086.67
"tcruzi-480414"	88.42	109.83
"tcruzi-480672"	176.81	113.78
"tcruzi-481792"	133.54	178.19
"tcruzi-485109"	47.9	58.21
"tcruzi-48560"	201.07	209.58
"tcruzi-490325"	80.77	69.27
"tcruzi-490618"	271.27	111.49
"tcruzi-491185"	133.96	128.3
"tcruzi-491214"	531.44	423.23
"tcruzi-491452"	1681.72	1210.59
"tcruzi-491639"	3010.07	2672.6
"tcruzi-491641"	2870.4	2520
"tcruzi-491642"	4500.9	4119.55
"tcruzi-491647"	1322.65	836.98
"tcruzi-491672"	2324.96	1615.92
"tcruzi-491710"	669.9	486.42
"tcruzi-491711"	1313.2	848.89
"tcruzi-491724"	1123.25	1137.15
"tcruzi-492507"	208.8	193.49
"tcruzi-493359"	72.82	123.73
"tcruzi-493503"	95.05	148.52
"tcruzi-496904"	69.24	76.23
"tcruzi-49733"	67.07	110.37
"tcruzi-49734"	224.46	307.55
"tcruzi-498810"	41.52	55.53
"tcruzi-49967"	104.13	140.92
"tcruzi-50169"	128.68	155.82
"tcruzi-504094"	105.65	110.12
"tcruzi-505362"	428.05	541.29
"tcruzi-507007"	144	174.93
"tcruzi-507069"	525.53	408.54
"tcruzi-508286"	678.26	710.17
"tcruzi-508548"	104.42	59.95
"tcruzi-508913"	587.17	699.16
"tcruzi-510466"	65.45	61.47
"tcruzi-510708"	84.66	66.84
"tcruzi-515028"	147.23	119.26
"tcruzi-515064"	165.82	263.16
"tcruzi-516497"	90.6	137.96
"tcruzi-517856"	77.55	143.13
"tcruzi-519979"	147.01	74.23
"tcruzi-520979"	541.29	904.02
"tcruzi-520981"	699.16	830.3
"tcruzi-520982"	451.21	531.44
"tcruzi-522243"	228.34	113.3
"tcruzi-523225"	93.45	130.62
"tcruzi-525159"	266.25	463.25
"tcruzi-52591"	187.85	215.39
"tcruzi-52708"	84.47	66.82
"tcruzi-528887"	2380.84	3279.73
"tcruzi-530566"	193.31	201.31
"tcruzi-530783"	857.89	907.35
"tcruzi-530784"	503.51	526.71
"tcruzi-530932"	92.36	127.88
"tcruzi-531613"	55.46	100.17
"tcruzi-532688"	104.24	146.87
"tcruzi-532880"	191.4	227.64
"tcruzi-53523"	163.49	167.39
"tcruzi-537813"	148.52	241.73
"tcruzi-53827"	48.2	45.47
"tcruzi-539417"	133.48	183.57
"tcruzi-540384"	71.95	71.66
"tcruzi-54198"	492.91	295.05
"tcruzi-5424"	216.42	254.34
"tcruzi-542650"	167.51	159.4
"tcruzi-542992"	104.58	66.91
"tcruzi-543690"	521.72	688.1
"tcruzi-544038"	154.75	181.12
"tcruzi-544268"	177.23	224.79
"tcruzi-544602"	88.13	101.2
"tcruzi-544987"	169.01	324.77
"tcruzi-545560"	94.51	123.84
"tcruzi-547106"	63.22	47.05
"tcruzi-547440"	64.53	59.39
"tcruzi-55058"	120.3	97.67
"tcruzi-551394"	59.14	103.91
"tcruzi-551918"	50.32	64.3
"tcruzi-553195"	95.1	89.82
"tcruzi-553524"	107.17	140.08
"tcruzi-554259"	146.28	187.43
"tcruzi-554406"	210.94	265.03
"tcruzi-554736"	115.34	124.88
"tcruzi-555434"	62.47	63.28
"tcruzi-555845"	55.61	43.82
"tcruzi-558143"	91.82	227.09
"tcruzi-561038"	2045.32	2797.8
"tcruzi-56112"	156.28	232.78
"tcruzi-561297"	171.52	299.06
"tcruzi-561864"	73.3	94.36
"tcruzi-562187"	1188.3	1672.63
"tcruzi-56254"	1196.39	1118.14
"tcruzi-565792"	296.23	317.57
"tcruzi-567601"	129.89	148.7
"tcruzi-567738"	391.01	706.92
"tcruzi-568393"	128.82	177.12
"tcruzi-570165"	207.69	219.26
"tcruzi-572435"	64.53	58.7
"tcruzi-574963"	353.91	443.82
"tcruzi-575796"	44.65	48.14
"tcruzi-575800"	367.33	506.02
"tcruzi-576045"	869.63	610.38
"tcruzi-576835"	199.32	223.23
"tcruzi-577434"	98.7	123.38
"tcruzi-577456"	1054.42	1252.93
"tcruzi-578766"	205.75	84.12
"tcruzi-579053"	227.47	267.82
"tcruzi-579132"	557.79	661.16
"tcruzi-579265"	382.52	216.18
"tcruzi-579521"	1093	1597.23
"tcruzi-579522"	380.12	521.72
"tcruzi-579557"	737.58	760.5
"tcruzi-579562"	976.54	1245.88
"tcruzi-579563"	440.04	728
"tcruzi-579737"	193.43	238.41
"tcruzi-579777"	121.92	173.36
"tcruzi-579975"	179.14	309.29
"tcruzi-579976"	181.31	292.89
"tcruzi-580623"	313.01	420.75
"tcruzi-58173"	154.33	330.29
"tcruzi-583217"	79.58	65.42
"tcruzi-58355"	138.4	140.98
"tcruzi-584814"	84.9	122.61
"tcruzi-584833"	123.73	89.15
"tcruzi-585970"	59.37	61.95
"tcruzi-587694"	112.92	92.36
"tcruzi-587811"	103.44	88.46
"tcruzi-588332"	97.46	92.09
"tcruzi-588625"	113.7	81.96
"tcruzi-589049"	258.62	90.63
"tcruzi-589178"	179.35	67.55
"tcruzi-590219"	66.45	79.68
"tcruzi-590383"	62.95	58.64
"tcruzi-593291"	9777.65	13585.88
"tcruzi-593486"	124.24	52.32
"tcruzi-595207"	43.35	38.62
"tcruzi-59587"	266.6	251.36
"tcruzi-596600"	283.73	599.4
"tcruzi-596826"	155.11	271.45
"tcruzi-596993"	127.15	145.48
"tcruzi-597083"	95.9	107.6
"tcruzi-597320"	110.58	124.38
"tcruzi-598166"	169.55	230.33
"tcruzi-599126"	375.1	339.93
"tcruzi-599647"	141.56	201.88
"tcruzi-600813"	339.93	327.37
"tcruzi-601037"	81.49	83.35
"tcruzi-602794"	115.53	80.09
"tcruzi-604297"	99.84	115.83
"tcruzi-604374"	89.67	105.86
"tcruzi-604401"	92.04	111
