"Reporter Name"	"CO_NE_normalizedData_r1"	"CO_NE_normalizedData_r2"
"tcruzi-2170091"	59.14	77.48
"tcruzi-2170429"	347.33	403.22
"tcruzi-2172881"	46.62	44.77
"tcruzi-2174300"	116.82	210.94
"tcruzi-2175519"	73.23	66.19
"tcruzi-2176176"	131.92	205.99
"tcruzi-2176552"	285.17	296.23
"tcruzi-2176553"	366.42	414.99
"tcruzi-2176554"	344	333.96
"tcruzi-2176555"	1558.03	2301.94
"tcruzi-2176556"	1137.15	1860.5
"tcruzi-2176557"	374.09	537.67
"tcruzi-2177050"	183.89	164.39
"tcruzi-2177500"	177.36	229.71
"tcruzi-2177889"	60.05	72.53
"tcruzi-217891"	256.14	297.08
"tcruzi-2180310"	595.72	988.39
"tcruzi-2180657"	58.98	64.8
"tcruzi-2181754"	141.34	204.47
"tcruzi-2182633"	119.39	162.78
"tcruzi-2183005"	339.25	111.04
"tcruzi-2184058"	44.4	43.82
"tcruzi-2185919"	219.68	141.15
"tcruzi-2187424"	87.78	68.21
"tcruzi-2187515"	2773.1	1313.2
"tcruzi-2187865"	99.59	126.53
"tcruzi-2188395"	123.73	112.59
"tcruzi-2190958"	85.28	103.59
"tcruzi-2191246"	66.66	47.73
"tcruzi-2191248"	57.61	89.91
"tcruzi-2192265"	82.21	93.39
"tcruzi-2192700"	1584.89	275.11
"tcruzi-2193493"	255.35	268.41
"tcruzi-2193862"	83.94	104.24
"tcruzi-2196549"	59.35	56.44
"tcruzi-2196936"	2206.61	5080.17
"tcruzi-2198166"	336.76	331.51
"tcruzi-2198200"	161.39	225.15
"tcruzi-2198779"	110.84	103.72
"tcruzi-2199079"	136.03	118.43
"tcruzi-2199635"	323.55	174.74
"tcruzi-2199754"	97.72	129.55
"tcruzi-2202233"	157.21	152.45
"tcruzi-2202501"	457.59	447.99
"tcruzi-2202502"	137.07	161.48
"tcruzi-2202503"	124.88	181.91
"tcruzi-220259"	277.58	298.21
"tcruzi-2203388"	148.23	150.77
"tcruzi-2205495"	51.54	77.87
"tcruzi-2205715"	135.35	165.07
"tcruzi-2206866"	2352.84	2590.07
"tcruzi-2213317"	723	605.34
"tcruzi-2214464"	72.53	74.27
"tcruzi-2215700"	1450.59	1648.13
"tcruzi-2217759"	78.97	89.45
"tcruzi-2217977"	110.75	97.72
"tcruzi-2218148"	75.63	64
"tcruzi-2219427"	1434.3	1894.69
"tcruzi-2219977"	134.07	178.58
"tcruzi-2219978"	124.16	168.22
"tcruzi-2220710"	154.85	195.25
"tcruzi-2221017"	280.63	85.56
"tcruzi-222222"	134.02	113.11
"tcruzi-22236"	564.68	423.94
"tcruzi-2224251"	136.14	170.92
"tcruzi-2224378"	176.11	465.53
"tcruzi-2227134"	1413.68	274.46
"tcruzi-2227544"	97.41	115.6
"tcruzi-2227572"	105.32	91.77
"tcruzi-2227945"	367.98	360.21
"tcruzi-2231789"	95.56	74.23
"tcruzi-2235193"	71.83	97.92
"tcruzi-2235464"	907.35	241.88
"tcruzi-2237433"	65.66	87.56
"tcruzi-2237698"	285.44	355.27
"tcruzi-2238388"	55.12	51.19
"tcruzi-2238412"	115.51	159.01
"tcruzi-223855"	147.5	98.88
"tcruzi-223954"	204.47	124.24
"tcruzi-223973"	9777.65	12759.28
"tcruzi-2241375"	118.92	82.33
"tcruzi-2241485"	44.93	48.2
"tcruzi-22421"	645.59	420.75
"tcruzi-2243261"	96.99	148.99
"tcruzi-2244082"	45.03	53.81
"tcruzi-2244555"	48.37	62.83
"tcruzi-2244562"	68.13	84.63
"tcruzi-2245558"	340.8	268.79
"tcruzi-2247874"	90.27	114.3
"tcruzi-2248251"	202.04	175.13
"tcruzi-22486"	55.89	65.65
"tcruzi-2250233"	720.56	796.65
"tcruzi-2250349"	62.05	66.76
"tcruzi-2250450"	326.58	366.42
"tcruzi-2252754"	180.89	91.26
"tcruzi-2254626"	71.77	81.77
"tcruzi-2255082"	56.39	51.03
"tcruzi-2256731"	75.09	62.1
"tcruzi-2257025"	84.81	96.88
"tcruzi-2257207"	158.96	308.39
"tcruzi-2258700"	95.2	58.53
"tcruzi-2258979"	104.72	102.68
"tcruzi-2259631"	58.39	65.39
"tcruzi-225974"	56.63	311.23
"tcruzi-2261926"	189.9	233.59
"tcruzi-2266201"	88.75	117.95
"tcruzi-2266689"	242.08	126.43
"tcruzi-2267139"	65.37	74.1
"tcruzi-2268884"	79.25	64.5
"tcruzi-2269312"	37.56	41.39
"tcruzi-2270124"	54.99	48.46
"tcruzi-2270394"	59.68	56.75
"tcruzi-2272111"	76.43	62.3
"tcruzi-22732"	98.29	102.68
"tcruzi-2273770"	87.61	81.83
"tcruzi-2273947"	97.98	144.78
"tcruzi-2275122"	96.5	102.21
"tcruzi-2275554"	81.15	72.85
"tcruzi-2275941"	143.49	160.04
"tcruzi-2276219"	135.23	98.77
"tcruzi-2279196"	2031.28	2380.84
"tcruzi-2279613"	89.67	135.42
"tcruzi-2280367"	76.3	94.66
"tcruzi-2281830"	151.63	168.92
"tcruzi-2282105"	98.88	133.93
"tcruzi-2283040"	305.94	145.22
"tcruzi-2283330"	60.75	58.47
"tcruzi-2284503"	562.31	710.17
"tcruzi-2285042"	125.3	192.23
"tcruzi-2285782"	134.57	139.98
"tcruzi-2287211"	83.94	100.51
"tcruzi-2287228"	60.8	81.92
"tcruzi-2288363"	292.4	332.64
"tcruzi-2288637"	4396.38	2486.84
"tcruzi-2288814"	1776.66	458.29
"tcruzi-2289593"	150.88	147.42
"tcruzi-229055"	582.93	148.56
"tcruzi-229203"	47.26	42.06
"tcruzi-229248"	59.51	284.48
"tcruzi-2293232"	69.89	58.19
"tcruzi-2294678"	82.47	80.35
"tcruzi-2294769"	267.82	123.27
"tcruzi-2295311"	78.21	51.51
"tcruzi-229623"	167.69	201.31
"tcruzi-2296961"	123.84	160.72
"tcruzi-2299286"	1245.88	2031.28
"tcruzi-2299312"	94.41	111.55
"tcruzi-2301315"	172.81	173.1
"tcruzi-2301738"	188.73	115.78
"tcruzi-2303514"	55.39	67.89
"tcruzi-2303665"	107.6	65.54
"tcruzi-2304527"	369.62	250.78
"tcruzi-230518"	74.71	86.97
"tcruzi-23056"	58.11	78.7
"tcruzi-2307815"	103.91	105.47
"tcruzi-2307816"	57.8	46.09
"tcruzi-2310127"	130.48	164.76
"tcruzi-231078"	214.44	223.37
"tcruzi-2311733"	48.06	40.22
"tcruzi-2311845"	102.31	161.79
"tcruzi-2312442"	60.45	59.12
"tcruzi-2313366"	810.37	1097.81
"tcruzi-2313542"	58.64	66.3
"tcruzi-2315109"	342	695.37
"tcruzi-2316235"	1827.13	431.32
"tcruzi-2316649"	45.31	55.76
"tcruzi-2316946"	133.54	116.82
"tcruzi-2317502"	70.27	85.06
"tcruzi-2318412"	183.06	199.32
"tcruzi-2319671"	135.11	153.62
"tcruzi-2320091"	266	360.88
"tcruzi-2322954"	146.87	71.5
"tcruzi-2323777"	127.88	158.87
"tcruzi-2324600"	135.54	85.46
"tcruzi-23252"	516.47	671.91
"tcruzi-2327177"	163.6	226.84
"tcruzi-2328847"	50.06	41.83
"tcruzi-2329047"	153.05	160.64
"tcruzi-2329132"	46.09	54.03
"tcruzi-2330316"	41.39	54.52
"tcruzi-233077"	54.67	47.13
"tcruzi-233136"	66.03	71.42
"tcruzi-2332183"	103.44	132.6
"tcruzi-2332354"	109.85	150.88
"tcruzi-233240"	103.96	92.06
"tcruzi-2335809"	89.97	95.46
"tcruzi-2336569"	476.66	516.47
"tcruzi-2336645"	162.69	149.44
"tcruzi-2337081"	61.45	136.39
"tcruzi-2338604"	510.21	384.47
"tcruzi-234028"	55.53	119.45
"tcruzi-2340421"	100	122.23
"tcruzi-2341025"	73.56	70.23
"tcruzi-2341179"	239.44	88.65
"tcruzi-2341713"	131.23	95.73
"tcruzi-2342238"	100.42	149.35
"tcruzi-2346073"	420.75	810.37
"tcruzi-2346145"	1355.75	1337.83
"tcruzi-2346654"	962.47	675.11
"tcruzi-2347671"	356.11	503.51
"tcruzi-2347705"	551.5	931.05
"tcruzi-2349059"	89.51	78.9
"tcruzi-234997"	220.25	146.36
"tcruzi-235108"	57.67	56.88
"tcruzi-2351337"	103.3	117.38
"tcruzi-2351875"	104.84	80.24
"tcruzi-2352822"	91.5	78.6
"tcruzi-2352955"	190.31	193.43
"tcruzi-2354210"	574.66	976.54
"tcruzi-2356436"	399.62	384.89
"tcruzi-2358787"	71.46	61.79
"tcruzi-2361086"	61.67	83
"tcruzi-2361555"	40.48	44.65
"tcruzi-2361755"	167.82	194.69
"tcruzi-2364776"	88.86	80.41
"tcruzi-2365525"	136.47	71.16
"tcruzi-2365566"	740.48	823.8
"tcruzi-2366253"	106.2	182.67
"tcruzi-2369637"	324.25	295.05
"tcruzi-2369815"	59.06	95.49
"tcruzi-2370676"	55.19	73.98
"tcruzi-237241"	135.28	224.46
"tcruzi-2374197"	126.92	116.05
"tcruzi-2374199"	75.26	86.83
"tcruzi-2376403"	95.9	95.12
"tcruzi-2376504"	213.91	702.83
"tcruzi-2377187"	81.09	57.53
"tcruzi-2378066"	726.08	578.86
"tcruzi-2378352"	288.19	275.78
"tcruzi-2379397"	699.16	726.08
"tcruzi-237978"	176.6	215.23
"tcruzi-237979"	176.3	230.05
"tcruzi-2381715"	223.99	206.45
"tcruzi-2381730"	318.31	393.15
"tcruzi-2382370"	1216.6	2097.09
"tcruzi-2383464"	78.03	91.7
"tcruzi-2383942"	103.2	70.19
"tcruzi-2385019"	431.92	529.46
"tcruzi-2385210"	60.34	56.11
"tcruzi-2385549"	253.53	417.63
"tcruzi-238736"	61.91	90.09
"tcruzi-2387607"	62.37	59.35
"tcruzi-2387631"	106.34	152.59
"tcruzi-2388454"	204.1	120.5
"tcruzi-2388787"	106.42	62.7
"tcruzi-2390828"	67.28	60.96
"tcruzi-2393148"	105.03	122.77
"tcruzi-2395876"	875.76	720.56
"tcruzi-2396913"	299.06	485.12
"tcruzi-2397550"	156.46	163.26
"tcruzi-2398360"	108.15	112.41
"tcruzi-2399274"	101.65	133.16
"tcruzi-2400607"	77.02	72.78
"tcruzi-2403447"	755.22	218.55
"tcruzi-2403959"	155.91	168.29
"tcruzi-2404039"	79.76	51.65
"tcruzi-2404537"	178.58	663.67
"tcruzi-2404848"	193.77	394.08
"tcruzi-2406171"	70.99	76.69
"tcruzi-2408119"	101.37	135.97
"tcruzi-2408462"	68.44	77.73
"tcruzi-2408529"	149.24	119.09
"tcruzi-2408978"	802.91	854.57
"tcruzi-2410122"	82.93	101.28
"tcruzi-2410199"	95.49	89.88
"tcruzi-2412108"	164.39	215.39
"tcruzi-2413044"	152.72	177.76
"tcruzi-2414595"	82.05	147.33
"tcruzi-2416708"	128.39	104.17
"tcruzi-2417325"	174.51	53.55
"tcruzi-2418530"	163.08	269.23
"tcruzi-2418873"	189.47	301.71
"tcruzi-2421948"	96.08	131.03
"tcruzi-2422307"	94.63	116.2
"tcruzi-2422858"	101.77	141.77
"tcruzi-2423643"	486.42	474.8
"tcruzi-2424368"	53.35	58.07
"tcruzi-2425138"	76.18	89.97
"tcruzi-2425165"	63.96	122.46
"tcruzi-2426358"	81.64	49.78
"tcruzi-2427516"	54.9	65.88
"tcruzi-2428353"	451.21	641.51
"tcruzi-2428376"	88.98	105.39
"tcruzi-2429145"	104.11	103.25
"tcruzi-242988"	200.9	105.32
"tcruzi-2432344"	173.65	215.68
"tcruzi-2432477"	89.08	171.6
"tcruzi-2433061"	76.77	56.71
"tcruzi-2433116"	46.87	43.95
"tcruzi-2433789"	760.5	361.57
"tcruzi-243494"	447.99	77.51
"tcruzi-2440169"	503.51	357.47
"tcruzi-244018"	2380.84	682.66
"tcruzi-2440193"	224.79	327.37
"tcruzi-244401"	365.97	322.98
"tcruzi-245971"	68.07	62
"tcruzi-246252"	55.61	54.24
"tcruzi-246949"	120.45	167
"tcruzi-247051"	121.69	80.54
"tcruzi-248074"	97.52	139.85
"tcruzi-249151"	125.14	117.62
"tcruzi-249335"	116	151.74
"tcruzi-249811"	38.62	55.46
"tcruzi-250856"	104.8	91.04
"tcruzi-251241"	118.92	108.4
"tcruzi-253006"	157.34	111.11
"tcruzi-255964"	41.66	39.31
"tcruzi-256007"	105.2	107.37
"tcruzi-256008"	97.2	98.81
"tcruzi-256869"	253.38	386.44
"tcruzi-258313"	63.71	48.27
"tcruzi-258318"	303.64	540.13
"tcruzi-258364"	155.39	172
"tcruzi-260308"	164.08	140.42
"tcruzi-261430"	138.17	128.51
"tcruzi-261828"	49.2	61.52
"tcruzi-263400"	115.23	232.33
"tcruzi-264052"	114.36	87.5
"tcruzi-264415"	105.98	134.57
"tcruzi-266346"	119.45	78.74
"tcruzi-267196"	209.99	317.11
"tcruzi-267611"	475.7	955.78
"tcruzi-267775"	98.47	101.62
"tcruzi-268376"	63.28	109.95
"tcruzi-268794"	86.77	151.98
"tcruzi-270200"	121.57	180.02
"tcruzi-270223"	302.57	224.24
"tcruzi-272138"	70.68	92
"tcruzi-2759"	73.69	110.91
"tcruzi-277514"	105.2	61.69
"tcruzi-278362"	338.89	397.78
"tcruzi-279424"	3632.64	3182.74
"tcruzi-280704"	799.62	584.25
"tcruzi-281850"	110.3	166.05
"tcruzi-282436"	135.88	111.22
"tcruzi-282791"	73.15	58.74
"tcruzi-282971"	64.22	65.6
"tcruzi-283333"	58.74	50.51
"tcruzi-28344"	141.75	157.53
"tcruzi-283492"	109.38	148.04
"tcruzi-28355"	71.02	82.93
"tcruzi-286265"	124.05	118.73
"tcruzi-286748"	168.56	240.82
"tcruzi-286950"	77.51	74.13
"tcruzi-287527"	121.15	120.54
"tcruzi-29043"	240.03	233.05
"tcruzi-290694"	1123.25	1434.3
"tcruzi-291224"	352.54	222.74
"tcruzi-291485"	141.22	134.63
"tcruzi-292975"	76.94	79.29
"tcruzi-293135"	88.08	87.18
"tcruzi-293366"	202.31	306.92
"tcruzi-295883"	379.49	827.51
"tcruzi-2980"	47.97	55.39
"tcruzi-300253"	49.41	62.2
"tcruzi-301742"	55.73	75.23
"tcruzi-306505"	212.08	105.03
"tcruzi-306822"	275.25	352.54
"tcruzi-307143"	54.31	83.21
"tcruzi-308135"	114.48	201.88
"tcruzi-309611"	80.19	68.02
"tcruzi-310796"	3947.64	4050.14
"tcruzi-311603"	66.09	65.12
"tcruzi-312532"	73.48	82.15
"tcruzi-313446"	97.81	123.78
"tcruzi-313673"	848.89	752.22
"tcruzi-313725"	102.61	66.96
"tcruzi-314250"	3394.85	2577.69
"tcruzi-314552"	79.32	63.28
"tcruzi-315654"	185.09	248.61
"tcruzi-316056"	1111.52	407.25
"tcruzi-317099"	2045.32	1571.34
"tcruzi-317102"	1329.6	2045.32
"tcruzi-317103"	1842.78	1776.66
"tcruzi-317138"	3097.28	6379.96
"tcruzi-317139"	407.25	914.33
"tcruzi-317140"	958.85	1221.64
"tcruzi-317142"	2590.07	3057.3
"tcruzi-317143"	3279.73	3753.96
"tcruzi-317144"	3057.3	3820.77
"tcruzi-317147"	1942.2	3242.75
"tcruzi-317148"	1634.44	2636.44
"tcruzi-317149"	2453.96	3394.85
"tcruzi-317150"	1516.79	2709.07
"tcruzi-317278"	1811.05	1695.51
"tcruzi-317279"	745.08	214.63
"tcruzi-317280"	1750.94	2118.56
"tcruzi-317281"	869.63	865.43
"tcruzi-317282"	796.65	821.09
"tcruzi-317283"	794.75	1204.38
"tcruzi-317560"	133.45	76.25
"tcruzi-318517"	203.82	235.45
"tcruzi-319786"	83.03	79.87
"tcruzi-320477"	165.57	165.66
"tcruzi-320998"	190.55	108.76
"tcruzi-322542"	72.26	114.61
"tcruzi-324278"	149.83	118.52
"tcruzi-324860"	228.94	250.55
"tcruzi-325766"	76.36	48.96
"tcruzi-327604"	79.29	87.34
"tcruzi-328667"	142.23	154.13
"tcruzi-3292"	1404.9	1551.07
"tcruzi-329893"	93.48	91.82
"tcruzi-331489"	105.41	138.48
"tcruzi-331891"	95	133.81
"tcruzi-332433"	119.85	171.52
"tcruzi-332766"	155	266.97
"tcruzi-333623"	260.54	300.1
"tcruzi-33515"	269.53	364.06
"tcruzi-336373"	60.62	49.58
"tcruzi-337005"	1742.13	163.26
"tcruzi-338805"	196.34	304.86
"tcruzi-340219"	171.83	431.92
"tcruzi-340885"	50.26	68.34
"tcruzi-342660"	823.8	1279.74
"tcruzi-342847"	110.5	117.71
"tcruzi-342906"	138.48	108.55
"tcruzi-343249"	191.4	315.24
"tcruzi-344077"	95.32	145.61
"tcruzi-345179"	1860.5	1930.37
"tcruzi-345180"	541.29	650.32
"tcruzi-345181"	1172.39	715.82
"tcruzi-345240"	119.77	137.07
"tcruzi-345297"	48.27	52.47
"tcruzi-345564"	74.82	67.8
"tcruzi-347883"	304.36	416.97
"tcruzi-348025"	83.07	87.68
"tcruzi-348287"	107.44	95.24
"tcruzi-349455"	836.98	1054.42
"tcruzi-349467"	124.24	102.31
"tcruzi-349513"	72.63	96.02
"tcruzi-349669"	91.1	73.52
"tcruzi-351"	330.29	259.63
"tcruzi-351703"	1005.63	2168.93
"tcruzi-354442"	65.6	39.88
"tcruzi-354582"	64.86	38.22
"tcruzi-354604"	179.14	270.04
"tcruzi-356867"	65.14	98.4
"tcruzi-357781"	506.02	571.14
"tcruzi-358622"	239.18	217.08
"tcruzi-359000"	93.72	158.24
"tcruzi-361017"	525.53	1294.77
"tcruzi-361879"	77.48	96.08
"tcruzi-362051"	69.19	79.43
"tcruzi-36290"	65.6	48.62
"tcruzi-363383"	40.22	44.45
"tcruzi-363530"	86.11	104.53
"tcruzi-363823"	142.7	90.58
"tcruzi-364501"	2740.19	2131.06
"tcruzi-365634"	124.53	86.22
"tcruzi-365933"	124.3	192.4
"tcruzi-367081"	70.65	69.15
"tcruzi-367638"	526.71	526.71
"tcruzi-369504"	132.23	234.12
"tcruzi-369828"	99.01	171.2
"tcruzi-369970"	73.28	90.49
"tcruzi-371459"	71.49	54.67
"tcruzi-371493"	1463.91	1463.91
"tcruzi-372224"	61.47	69.57
"tcruzi-373636"	463.25	116.48
"tcruzi-37373"	934.31	1290.11
"tcruzi-375533"	162.06	106.52
"tcruzi-376192"	177.76	216.42
"tcruzi-37894"	168.43	277.58
"tcruzi-379236"	68.99	65.03
"tcruzi-379764"	364.61	330.82
"tcruzi-380088"	137.21	139.91
"tcruzi-380091"	1154.33	179.67
"tcruzi-380580"	480.45	292.4
"tcruzi-380760"	51.54	56.28
"tcruzi-381201"	85.44	76.17
"tcruzi-381260"	212.89	311.87
"tcruzi-381701"	78.12	62.95
"tcruzi-382653"	119.97	103.08
"tcruzi-382823"	690.59	613.54
"tcruzi-383087"	58.5	50.34
"tcruzi-383189"	89.91	78.97
"tcruzi-384286"	305.2	734.86
"tcruzi-385381"	316.69	378.7
"tcruzi-385873"	229.17	199.47
"tcruzi-387261"	1337.83	1240.67
"tcruzi-388922"	730.3	90.32
"tcruzi-389018"	165.94	92.9
"tcruzi-391010"	357.79	134.5
"tcruzi-391288"	46.71	67.75
"tcruzi-391522"	115.03	53.18
"tcruzi-39216"	236.15	428.99
"tcruzi-392291"	54.52	53.66
"tcruzi-392976"	67.21	92.11
"tcruzi-395301"	2277.28	2545.87
"tcruzi-397038"	122.23	136.74
"tcruzi-398112"	221.49	110.45
"tcruzi-39860"	706.92	817.79
"tcruzi-400658"	157.02	129.66
"tcruzi-400816"	79.06	75.53
"tcruzi-40101"	155.57	78.21
"tcruzi-403085"	136.39	136.2
"tcruzi-40353"	749	1176.24
"tcruzi-40405"	360.21	256.48
"tcruzi-404784"	78.7	70.3
"tcruzi-406904"	72.08	207.28
"tcruzi-4076"	54.61	53.38
"tcruzi-407754"	92.55	73.12
"tcruzi-408612"	54.57	54.84
"tcruzi-408933"	78.15	76.75
"tcruzi-412569"	66.88	74.82
"tcruzi-412945"	174.69	375.1
"tcruzi-415751"	67.21	70.44
"tcruzi-415885"	61.29	59.84
"tcruzi-418371"	383.91	314.04
"tcruzi-419128"	319.16	422.53
"tcruzi-423599"	111.96	157.75
"tcruzi-423636"	91.7	122.61
"tcruzi-424132"	924.48	927.04
"tcruzi-42465"	84.15	82.87
"tcruzi-425456"	77.66	58.57
"tcruzi-425507"	163.84	191.98
"tcruzi-426565"	42.42	46.95
"tcruzi-426582"	160.72	104.36
"tcruzi-428450"	307.55	515.18
"tcruzi-431111"	75.18	79.1
"tcruzi-433165"	89.22	75.42
"tcruzi-434798"	52.55	48.06
"tcruzi-436760"	91.22	145.38
"tcruzi-43795"	2083.01	1672.63
"tcruzi-438343"	121.33	174.25
"tcruzi-43847"	142.58	187.74
"tcruzi-438589"	103.08	94.87
"tcruzi-438853"	183.22	285.87
"tcruzi-439416"	95.15	86.89
"tcruzi-440301"	440.04	740.48
"tcruzi-441154"	337.77	397.21
"tcruzi-442077"	113.24	122.34
"tcruzi-442775"	60.56	85.67
"tcruzi-443846"	728	230.33
"tcruzi-445326"	39.79	50.82
"tcruzi-447214"	405.16	165.35
"tcruzi-447346"	106.8	112.99
"tcruzi-448312"	752.22	543.46
"tcruzi-450272"	72.39	98.05
"tcruzi-45055"	80.64	84.43
"tcruzi-45274"	455.7	175.22
"tcruzi-453379"	61.76	56.37
"tcruzi-454281"	91.26	138.02
"tcruzi-456082"	118.02	159.72
"tcruzi-459822"	179.8	182.38
"tcruzi-46089"	95.66	118.78
"tcruzi-462047"	95.05	70.3
"tcruzi-462951"	267.56	131.69
"tcruzi-464026"	87.7	89.1
"tcruzi-464774"	96.05	53.44
"tcruzi-465191"	99.28	145.1
"tcruzi-465647"	2545.87	79.4
"tcruzi-467386"	192.4	207.9
"tcruzi-468191"	272.19	499.56
"tcruzi-468305"	284.91	263.78
"tcruzi-468986"	315.24	335.71
"tcruzi-469164"	107.03	70.58
"tcruzi-469561"	2830.6	198.2
"tcruzi-469996"	61.6	68.93
"tcruzi-470751"	56.44	57.29
"tcruzi-470944"	578.86	592.69
"tcruzi-471512"	66.27	88.79
"tcruzi-473384"	50.55	62.05
"tcruzi-473479"	106.08	176.74
"tcruzi-47363"	585.55	264.39
"tcruzi-47364"	671.91	566.41
"tcruzi-47365"	546.19	303.16
"tcruzi-47367"	550.32	473.75
"tcruzi-47368"	248.27	175.85
"tcruzi-47379"	319.57	199.09
"tcruzi-475171"	441.51	96.61
"tcruzi-480414"	44.2	64.22
"tcruzi-480672"	375.1	115.69
"tcruzi-481792"	56.75	56.11
"tcruzi-485109"	72.45	65.72
"tcruzi-48560"	1606.43	1750.94
"tcruzi-490325"	142.84	98.47
"tcruzi-490618"	52.24	47.97
"tcruzi-491185"	51.71	68.3
"tcruzi-491214"	76.26	70.9
"tcruzi-491452"	554.76	494.26
"tcruzi-491639"	452.96	452.26
"tcruzi-491641"	428.99	457.59
"tcruzi-491642"	381.21	470.93
"tcruzi-491647"	245.48	247.07
"tcruzi-491672"	454.04	363.35
"tcruzi-491710"	223.23	219.74
"tcruzi-491711"	260.02	191.51
"tcruzi-491724"	206.65	215.03
"tcruzi-492507"	200.12	130.25
"tcruzi-493359"	68.25	79.96
"tcruzi-493503"	171.56	283.45
"tcruzi-496904"	62.9	68.88
"tcruzi-49733"	78.87	84.32
"tcruzi-49734"	605.34	576.74
"tcruzi-498810"	43.6	54.31
"tcruzi-49967"	116.55	91.95
"tcruzi-50169"	111.11	102.95
"tcruzi-504094"	102.12	180.89
"tcruzi-505362"	341.45	544.72
"tcruzi-507007"	66.41	96.76
"tcruzi-507069"	83.16	75.95
"tcruzi-508286"	782.85	1252.93
"tcruzi-508548"	239.72	79.81
"tcruzi-508913"	284.48	348.33
"tcruzi-510466"	66.57	65.45
"tcruzi-510708"	143.35	57.8
"tcruzi-515028"	66.3	101.15
"tcruzi-515064"	67.12	74.6
"tcruzi-516497"	196.51	255.35
"tcruzi-517856"	110.1	173.45
"tcruzi-519979"	149.74	101.92
"tcruzi-520979"	1145.08	1245.88
"tcruzi-520981"	917.66	1073.91
"tcruzi-520982"	786.1	1163.33
"tcruzi-522243"	90.15	184.82
"tcruzi-523225"	133.09	203.47
"tcruzi-525159"	310.79	371.65
"tcruzi-52591"	231.57	212.08
"tcruzi-52708"	113.85	92.38
"tcruzi-528887"	92.65	98.68
"tcruzi-530566"	180.08	111.88
"tcruzi-530783"	1425.11	1445.77
"tcruzi-530784"	628.91	1021.56
"tcruzi-530932"	67.03	111.38
"tcruzi-531613"	59.26	114.5
"tcruzi-532688"	77.18	104.29
"tcruzi-532880"	103.61	113.41
"tcruzi-53523"	495.89	568.21
"tcruzi-537813"	80.75	116.05
"tcruzi-53827"	57.32	46.5
"tcruzi-539417"	136.53	190.31
"tcruzi-540384"	119.33	66.88
"tcruzi-54198"	335.06	174.51
"tcruzi-5424"	138.07	342
"tcruzi-542650"	106.91	123.66
"tcruzi-542992"	71.33	80.62
"tcruzi-543690"	216.18	216.18
"tcruzi-544038"	331.51	538.82
"tcruzi-544268"	299.54	238.41
"tcruzi-544602"	212.56	239.18
"tcruzi-544987"	359.13	693.17
"tcruzi-545560"	209.16	517.18
"tcruzi-547106"	69.72	46.87
"tcruzi-547440"	63.22	55.8
"tcruzi-55058"	176.74	132.23
"tcruzi-551394"	64.3	107.6
"tcruzi-551918"	71.77	89.31
"tcruzi-553195"	90.23	104.61
"tcruzi-553524"	172.29	243.71
"tcruzi-554259"	158.87	252.54
"tcruzi-554406"	232.33	270.77
"tcruzi-554736"	92.95	120.95
"tcruzi-555434"	49.09	56.88
"tcruzi-555845"	68.54	64.56
"tcruzi-558143"	238.25	505.43
"tcruzi-561038"	161.61	178.34
"tcruzi-56112"	613.54	246.21
"tcruzi-561297"	96.92	141.64
"tcruzi-561864"	108.78	202.04
"tcruzi-562187"	229.85	183.22
"tcruzi-56254"	128.94	148.7
"tcruzi-565792"	89.51	105.43
"tcruzi-567601"	757.97	1086.67
"tcruzi-567738"	1695.51	1842.78
"tcruzi-568393"	267.3	319.57
"tcruzi-570165"	1118.14	1615.92
"tcruzi-572435"	70.72	63.5
"tcruzi-574963"	176.99	462.39
"tcruzi-575796"	59.64	52.24
"tcruzi-575800"	258.91	293.95
"tcruzi-576045"	73.38	88.92
"tcruzi-576835"	568.21	548.91
"tcruzi-577434"	141.56	195.61
"tcruzi-577456"	349.34	601.8
"tcruzi-578766"	187.43	160.95
"tcruzi-579053"	191.98	489.66
"tcruzi-579132"	313.45	387.23
"tcruzi-579265"	322.98	210.73
"tcruzi-579521"	241.01	282.22
"tcruzi-579522"	149.63	158.69
"tcruzi-579557"	195.84	265.27
"tcruzi-579562"	249.03	339.25
"tcruzi-579563"	196.03	247.41
"tcruzi-579737"	53.18	65.6
"tcruzi-579777"	94.45	100.55
"tcruzi-579975"	294.32	333.24
"tcruzi-579976"	332.64	320.34
"tcruzi-580623"	896.41	133.09
"tcruzi-58173"	258.29	304.36
"tcruzi-583217"	97.31	84.47
"tcruzi-58355"	161.48	141.06
"tcruzi-584814"	106.98	81.98
"tcruzi-584833"	941.46	778.95
"tcruzi-585970"	51.19	51.83
"tcruzi-587694"	73.32	94.16
"tcruzi-587811"	123.66	157.94
"tcruzi-588332"	90.11	91.63
"tcruzi-588625"	124.97	90.98
"tcruzi-589049"	145.01	88.7
"tcruzi-589178"	370.97	84.97
"tcruzi-590219"	52.86	66.84
"tcruzi-590383"	46.3	66.23
"tcruzi-593291"	669.9	806.61
"tcruzi-593486"	132.83	124.67
"tcruzi-595207"	73.5	43.15
"tcruzi-59587"	238.41	305.66
"tcruzi-596600"	161.25	164.27
"tcruzi-596826"	135.42	193.31
"tcruzi-596993"	72.85	92.76
"tcruzi-597083"	87.92	108.76
"tcruzi-597320"	105.67	137.49
"tcruzi-598166"	3242.75	2870.4
"tcruzi-599126"	3572.73	962.47
"tcruzi-599647"	89.22	158.15
