"Reporter Name"	"BR_NE_normalizedData_r1"	"BR_NE_normalizedData_r2"
"tcruzi-1049459"	164.39	103.86
"tcruzi-1049460"	105.98	129.26
"tcruzi-1049681"	116.82	67.64
"tcruzi-1050192"	251.13	312.24
"tcruzi-1051382"	115.08	88.2
"tcruzi-1051383"	99.66	117.47
"tcruzi-1052163"	164.08	114.68
"tcruzi-1052389"	74.07	48.71
"tcruzi-105242"	83.58	93.96
"tcruzi-105243"	79.1	76
"tcruzi-1052963"	219.68	258.05
"tcruzi-1053839"	116.03	114.71
"tcruzi-1054268"	241.88	46.45
"tcruzi-1054795"	129.66	129.55
"tcruzi-1055054"	150	109.38
"tcruzi-1056572"	375.62	183.62
"tcruzi-1057758"	118.83	86.94
"tcruzi-1058975"	70.39	72.12
"tcruzi-1061624"	289.29	158.5
"tcruzi-1062107"	752.22	268.79
"tcruzi-1063180"	222.74	281.17
"tcruzi-1064975"	487.96	157.34
"tcruzi-1065373"	138.61	124.88
"tcruzi-1066149"	411.78	391.01
"tcruzi-1067527"	54.59	54.57
"tcruzi-1068774"	137.41	142.7
"tcruzi-1070351"	54.17	73.56
"tcruzi-1070949"	175.91	141.44
"tcruzi-1071550"	102.26	85.9
"tcruzi-1071635"	124.24	123.14
"tcruzi-1071656"	110.58	105.98
"tcruzi-1072899"	282.22	278.3
"tcruzi-1073178"	94.13	96.18
"tcruzi-1074762"	89.8	110.1
"tcruzi-1076155"	64.02	74.82
"tcruzi-1076960"	120.37	127.42
"tcruzi-1078204"	124.88	119.39
"tcruzi-1079213"	199.09	297.7
"tcruzi-1079805"	114.27	84.07
"tcruzi-1080234"	63.18	67.01
"tcruzi-1080657"	101.34	89.24
"tcruzi-108500"	60.21	57.03
"tcruzi-1086010"	85.13	76.94
"tcruzi-1087087"	158.2	165.22
"tcruzi-1087996"	106.64	113.3
"tcruzi-1090931"	168.69	172.69
"tcruzi-1092031"	108.85	138.75
"tcruzi-1092553"	72.55	120.9
"tcruzi-1093214"	153.9	166.8
"tcruzi-1093470"	136.2	250.55
"tcruzi-1094580"	119.22	152.82
"tcruzi-1096133"	802.91	688.1
"tcruzi-1096643"	61.79	67.74
"tcruzi-1097013"	132.6	180.89
"tcruzi-1097783"	73.08	65.37
"tcruzi-1102488"	346.56	301.34
"tcruzi-1107248"	149.55	160.98
"tcruzi-1107505"	45.03	50.32
"tcruzi-1107684"	116	116.2
"tcruzi-1108412"	172.58	213.1
"tcruzi-1109106"	73.72	76.06
"tcruzi-1109336"	179.8	115.42
"tcruzi-1109400"	126.43	112.95
"tcruzi-1109936"	44.93	43.09
"tcruzi-1110036"	305.94	248.04
"tcruzi-1112773"	158.69	182.94
"tcruzi-1114448"	67.33	66.19
"tcruzi-1114850"	892.52	2186.31
"tcruzi-1114852"	772.35	896.41
"tcruzi-1114868"	904.02	1894.69
"tcruzi-1116183"	70.86	58.47
"tcruzi-1116761"	125.75	173.88
"tcruzi-1117091"	54	68.57
"tcruzi-1118377"	249.75	258.62
"tcruzi-1119706"	58.17	63.96
"tcruzi-1120174"	45.89	40.22
"tcruzi-1120683"	688.1	1759.18
"tcruzi-1120684"	564.68	1182.87
"tcruzi-1120884"	64.8	134.5
"tcruzi-1122368"	172.45	94.38
"tcruzi-1123831"	78.57	71.88
"tcruzi-1124337"	124.53	149.63
"tcruzi-1124347"	102.74	140.17
"tcruzi-1125238"	148.89	178.58
"tcruzi-1125763"	217.08	336.18
"tcruzi-1126563"	645.59	252.54
"tcruzi-1127742"	55.05	49.58
"tcruzi-1127972"	3753.96	5080.17
"tcruzi-1128134"	914.33	221.04
"tcruzi-11286"	78.97	114.48
"tcruzi-113085"	62.05	59.79
"tcruzi-1133715"	105.94	88.51
"tcruzi-1134348"	107.68	122.4
"tcruzi-1136523"	63.48	62.55
"tcruzi-1137500"	45.43	46.81
"tcruzi-1137590"	98.99	104.84
"tcruzi-1138516"	75.63	90.49
"tcruzi-113872"	166.05	208.26
"tcruzi-1139032"	376.35	436.22
"tcruzi-1139259"	75.73	111.61
"tcruzi-1139683"	47.05	53.31
"tcruzi-1143483"	118.38	157.73
"tcruzi-1144556"	107.03	104.8
"tcruzi-1144643"	78.94	60.16
"tcruzi-1145281"	105.67	99.59
"tcruzi-1145746"	59.35	72.9
"tcruzi-1146618"	52.75	56.75
"tcruzi-1147006"	682.66	606.58
"tcruzi-1147752"	145.35	124.55
"tcruzi-1148892"	95.46	77.51
"tcruzi-1148997"	200.9	134.07
"tcruzi-1149067"	344	270.04
"tcruzi-11494"	392.36	364.06
"tcruzi-1150857"	226.84	139.88
"tcruzi-1151645"	1404.9	1658.48
"tcruzi-1152294"	59.05	53.38
"tcruzi-1153790"	107.09	91.33
"tcruzi-1154199"	86.02	70.56
"tcruzi-115598"	115.53	140.27
"tcruzi-1156021"	63.91	55.46
"tcruzi-1157570"	51.83	56.42
"tcruzi-1157822"	45.73	56.09
"tcruzi-1158841"	59.58	60.88
"tcruzi-1163050"	51.68	50.17
"tcruzi-1163963"	73.94	63.31
"tcruzi-1165792"	61.41	63.45
"tcruzi-1165897"	91.1	139.78
"tcruzi-1166423"	145.96	136.23
"tcruzi-1168352"	53.04	62.1
"tcruzi-11689"	287.69	614.66
"tcruzi-11690"	135.01	133.59
"tcruzi-1169433"	45.19	55.53
"tcruzi-1170160"	54	69.24
"tcruzi-117097"	80.62	70.07
"tcruzi-1171358"	207.28	237.05
"tcruzi-1172245"	226.34	353.19
"tcruzi-1172744"	60.47	54.9
"tcruzi-1174014"	151.54	164.23
"tcruzi-11758"	89.05	100.42
"tcruzi-1175905"	73.32	67.48
"tcruzi-1176260"	333.96	106.89
"tcruzi-1176263"	74.13	73.94
"tcruzi-1176294"	1026.15	854.57
"tcruzi-1176545"	158.78	123.09
"tcruzi-1177409"	103.98	152.72
"tcruzi-1177668"	118.54	103.14
"tcruzi-1178140"	68.4	76.3
"tcruzi-1179174"	63.14	82.4
"tcruzi-1179733"	55.12	56.86
"tcruzi-1180613"	71.66	73.38
"tcruzi-118238"	130.85	133.25
"tcruzi-11840"	87.03	88.2
"tcruzi-1184334"	71.15	74.71
"tcruzi-1184353"	148.12	141.88
"tcruzi-118568"	109.19	148.52
"tcruzi-1187154"	98.25	80.95
"tcruzi-1187756"	490.58	361.57
"tcruzi-1187989"	255.35	187.85
"tcruzi-1189130"	122.96	117.36
"tcruzi-1189287"	153.8	93.81
"tcruzi-1190556"	58.53	54.67
"tcruzi-1190754"	178.05	147.75
"tcruzi-1190942"	59.39	56.71
"tcruzi-1191312"	265.27	313.01
"tcruzi-1191745"	49.52	59.97
"tcruzi-1192382"	127.96	126.62
"tcruzi-1192513"	344.56	409.52
"tcruzi-1192644"	55.73	50.93
"tcruzi-1192731"	77.3	93.5
"tcruzi-1192920"	94.63	91.95
"tcruzi-1192981"	161.48	171.24
"tcruzi-1193421"	219.45	110.64
"tcruzi-1194306"	49.58	60.22
"tcruzi-1195256"	64.94	80.2
"tcruzi-1195808"	2918.4	3632.64
"tcruzi-1196444"	227.19	253.81
"tcruzi-1197917"	64.65	47.66
"tcruzi-1197981"	865.43	1258.83
"tcruzi-1198163"	67.21	56.42
"tcruzi-1198849"	119.26	115.93
"tcruzi-1199723"	46.95	44.45
"tcruzi-1200640"	123.34	108.68
"tcruzi-1200824"	108.4	107.68
"tcruzi-1201746"	56.42	51.74
"tcruzi-1202762"	85.7	99.66
"tcruzi-120514"	184.54	195.84
"tcruzi-1206903"	111.55	91.15
"tcruzi-1209182"	91.15	69.76
"tcruzi-120983"	196.21	163.76
"tcruzi-121239"	73.15	131.92
"tcruzi-1212584"	76.48	68.32
"tcruzi-1212683"	87.84	59.64
"tcruzi-1213286"	194.89	179.67
"tcruzi-1214110"	83.37	102.84
"tcruzi-1215459"	106.27	109.01
"tcruzi-1216709"	63.83	66.07
"tcruzi-1217211"	71.98	89.08
"tcruzi-1217691"	83.86	76.18
"tcruzi-1218001"	1776.66	577.19
"tcruzi-1218699"	242.67	191.98
"tcruzi-1221039"	117.89	156.28
"tcruzi-1221453"	65.3	69.08
"tcruzi-122201"	358.65	515.18
"tcruzi-1222478"	261.39	141.22
"tcruzi-1222568"	56.31	78.25
"tcruzi-1223214"	103.98	138.07
"tcruzi-1226275"	313.45	136.14
"tcruzi-1226870"	150.97	78.15
"tcruzi-1227315"	80.54	89.2
"tcruzi-1227945"	69.91	88.35
"tcruzi-1228944"	74.02	86.2
"tcruzi-1229058"	57.91	45.97
"tcruzi-1229860"	56.31	58.08
"tcruzi-1229872"	140.95	103.2
"tcruzi-1230022"	67.28	101.77
"tcruzi-1230280"	159.83	245.7
"tcruzi-1230668"	204.1	303.16
"tcruzi-1230871"	436.22	355.27
"tcruzi-123203"	715.82	695.37
"tcruzi-123204"	662.58	668.13
"tcruzi-123205"	502.61	591.74
"tcruzi-123206"	871.67	821.09
"tcruzi-1232450"	90.56	90.11
"tcruzi-1234147"	134.76	111.47
"tcruzi-1234542"	185.3	158.87
"tcruzi-1234811"	133.37	199.66
"tcruzi-1235803"	193.04	115.23
"tcruzi-1236908"	107.44	88.03
"tcruzi-1238827"	134.11	135.42
"tcruzi-1239381"	58.79	68.08
"tcruzi-1239612"	171.68	169.15
"tcruzi-1239848"	149.91	186.99
"tcruzi-124046"	130.41	57.32
"tcruzi-1241470"	74.51	72.03
"tcruzi-1241966"	44.04	41.16
"tcruzi-1242647"	70.02	69.01
"tcruzi-1243069"	66.16	211.39
"tcruzi-1243615"	704.98	557.79
"tcruzi-124383"	161.79	225.88
"tcruzi-124386"	185.82	273.71
"tcruzi-124387"	546.19	564.68
"tcruzi-124388"	258.62	378.7
"tcruzi-1243975"	643.07	184.97
"tcruzi-1244599"	962.47	1097.81
"tcruzi-1247463"	64.43	59.31
"tcruzi-1249624"	108.15	91.74
"tcruzi-1250409"	1672.63	135.23
"tcruzi-1250642"	706.92	690.59
"tcruzi-125141"	225.65	347.33
"tcruzi-125142"	143.88	200.9
"tcruzi-125143"	150.31	218.3
"tcruzi-1252129"	57.61	53.93
"tcruzi-1253172"	116.35	107.03
"tcruzi-1254480"	46.62	60.56
"tcruzi-1254712"	89.36	99.89
"tcruzi-1256061"	626.8	568.21
"tcruzi-1257101"	81.91	105.25
"tcruzi-1257972"	139.06	137.96
"tcruzi-1258493"	56.9	67.18
"tcruzi-1259796"	236.15	252.74
"tcruzi-1261085"	40.22	48.2
"tcruzi-1261129"	62.93	75.91
"tcruzi-1261667"	551.5	756.6
"tcruzi-1262973"	917.66	817.79
"tcruzi-1263935"	67.96	64.45
"tcruzi-1264424"	121.75	146.87
"tcruzi-1265106"	49.41	49.72
"tcruzi-1265968"	83.24	77.82
"tcruzi-1266173"	68.07	76.51
"tcruzi-1266948"	117.45	135.67
"tcruzi-1270797"	99.13	102.26
"tcruzi-127114"	125.04	150.77
"tcruzi-1271516"	200.5	255.12
"tcruzi-1271528"	118.87	194.06
"tcruzi-1271532"	167.69	107.83
"tcruzi-1274094"	934.31	685.6
"tcruzi-1276327"	67.85	74.4
"tcruzi-1276448"	178.19	97.81
"tcruzi-127678"	66.25	91.04
"tcruzi-1277039"	63.22	81.92
"tcruzi-1277130"	45.51	44.65
"tcruzi-1277600"	97.92	166.71
"tcruzi-1278580"	69.63	63.66
"tcruzi-1278741"	75.29	52.62
"tcruzi-1278979"	88.29	111.32
"tcruzi-1279756"	148.99	180.08
"tcruzi-1280987"	65.59	61.05
"tcruzi-1281860"	59.45	60.22
"tcruzi-1281920"	79.25	66.3
"tcruzi-1282955"	90.76	108.52
"tcruzi-1284444"	122.04	125.92
"tcruzi-128643"	83.74	114.19
"tcruzi-1287344"	211.19	344
"tcruzi-1288694"	83.4	100.55
"tcruzi-1292427"	96.5	42.26
"tcruzi-1292865"	200.12	177.36
"tcruzi-1294248"	215.48	257.35
"tcruzi-129431"	100.19	123.5
"tcruzi-1294435"	138.72	230.75
"tcruzi-1295819"	81.91	87.5
"tcruzi-1298179"	2031.28	966.31
"tcruzi-12984"	110.68	150.92
"tcruzi-1298685"	270.46	375.1
"tcruzi-1299631"	117.33	119.13
"tcruzi-1300801"	150.31	236.15
"tcruzi-130353"	287.2	392.36
"tcruzi-1305035"	167.96	169.43
"tcruzi-1306960"	79.96	87.14
"tcruzi-1307469"	226.01	181.31
"tcruzi-130759"	135.42	159.93
"tcruzi-1307844"	821.09	1049.82
"tcruzi-1308401"	120.73	117.62
"tcruzi-1308585"	120.24	102.04
"tcruzi-130911"	126.57	224.46
"tcruzi-1310689"	76.73	56.48
"tcruzi-1311448"	199.96	206.65
"tcruzi-1311716"	58.42	37.56
"tcruzi-1312139"	264.26	303.64
"tcruzi-1312666"	209.58	105.65
"tcruzi-1313268"	75.26	70.02
"tcruzi-1313404"	83.06	106.57
"tcruzi-1319429"	85.44	74.79
"tcruzi-131949"	362.19	324.77
"tcruzi-1319580"	109.36	135.81
"tcruzi-1319598"	157.02	164.96
"tcruzi-1319606"	102.12	87.11
"tcruzi-1320250"	62	102.74
"tcruzi-1322862"	91.33	70.99
"tcruzi-1323048"	191.02	234.36
"tcruzi-1323058"	68.84	54.78
"tcruzi-1323757"	72.6	76.36
"tcruzi-1324265"	70.32	86.54
"tcruzi-1324289"	100.98	115.6
"tcruzi-1324595"	67.68	71.3
"tcruzi-132480"	85.26	90.99
"tcruzi-132523"	180.08	144.45
"tcruzi-132526"	363.35	124.2
"tcruzi-132532"	266.97	326.99
"tcruzi-1326243"	57.8	81.69
"tcruzi-1326876"	201.88	261.22
"tcruzi-1327786"	102.33	152.18
"tcruzi-1328347"	121.69	126.75
"tcruzi-1329365"	157.38	223.8
"tcruzi-1330047"	131.03	120.86
"tcruzi-1330781"	73.48	78.72
"tcruzi-1330850"	2545.87	3753.96
"tcruzi-1332497"	833.75	924.48
"tcruzi-1333923"	88.63	88.75
"tcruzi-1334516"	131.83	129.51
"tcruzi-1334780"	147.85	151.34
"tcruzi-1336506"	134.76	140.33
"tcruzi-1338066"	389.21	292.02
"tcruzi-1339411"	182.89	160.38
"tcruzi-1340521"	101.06	101.12
"tcruzi-1340890"	401.14	242.08
"tcruzi-1341410"	280.85	360.88
"tcruzi-1342593"	276.12	310.21
"tcruzi-1343047"	2773.1	3446.09
"tcruzi-1346495"	123.61	155.71
"tcruzi-1350841"	140.49	96.74
"tcruzi-1351842"	73.58	66.03
"tcruzi-1353190"	183.36	271.83
"tcruzi-1353435"	101.2	133.45
"tcruzi-1354706"	118.99	102.21
"tcruzi-1355703"	46.81	42.42
"tcruzi-1356136"	188.59	117.29
"tcruzi-1357165"	99.59	134.02
"tcruzi-1357383"	58.9	59.26
"tcruzi-1357584"	84.99	71.56
"tcruzi-135812"	92.15	168.1
"tcruzi-1358773"	59.84	91.38
"tcruzi-1360905"	59.51	72.94
"tcruzi-1361764"	146.05	158.37
"tcruzi-1362843"	121.09	105.43
"tcruzi-1364002"	252.14	225.46
"tcruzi-1364284"	182.58	228.34
"tcruzi-1364901"	395.61	543.46
"tcruzi-1365246"	165.35	167.39
"tcruzi-1365986"	86.96	123.66
"tcruzi-1366529"	574.66	197.64
"tcruzi-1367500"	140.55	185.82
"tcruzi-1368041"	294.32	293.44
"tcruzi-1370289"	111.72	104.37
"tcruzi-1371050"	142.39	97.98
"tcruzi-1373329"	71.15	92.3
"tcruzi-1374160"	806.61	958.85
"tcruzi-1376288"	827.51	487.96
"tcruzi-1377822"	164.49	155
"tcruzi-1383389"	66.96	76.9
"tcruzi-138438"	272.19	350.74
"tcruzi-1386086"	142.55	140.64
"tcruzi-1386719"	97.98	95.82
"tcruzi-1387472"	113.07	121.15
"tcruzi-1389417"	81.78	61.79
"tcruzi-1389673"	430.41	702.83
"tcruzi-1390510"	342	401.14
"tcruzi-13922"	67.88	75.18
"tcruzi-1393604"	332.64	131.39
"tcruzi-1394556"	163.95	167.14
"tcruzi-1394674"	240.03	232.33
"tcruzi-1395641"	148.23	192.23
"tcruzi-1395762"	156.01	115.66
"tcruzi-1396021"	113.27	188.36
"tcruzi-1396171"	91.02	116.88
"tcruzi-1396233"	378.7	418.36
"tcruzi-1396750"	52.32	46.95
"tcruzi-1398460"	74.1	74.68
"tcruzi-1399442"	76.73	92.4
"tcruzi-1400729"	799.62	490.58
"tcruzi-1400992"	485.12	425.79
"tcruzi-1401389"	140.73	130.12
"tcruzi-1402662"	92.3	73.15
"tcruzi-1403720"	352.54	319.57
"tcruzi-1405130"	118.78	144
"tcruzi-1405252"	76.17	74.27
"tcruzi-1405779"	398.44	364.61
"tcruzi-140721"	924.48	536.11
"tcruzi-1407669"	50.55	63.8
"tcruzi-1407880"	84.22	64.35
"tcruzi-1408592"	252.74	415.86
"tcruzi-1408867"	86.44	62
"tcruzi-1410550"	42.86	64.76
"tcruzi-1411187"	212.56	205.09
"tcruzi-1411767"	106.91	94.79
"tcruzi-1412478"	81.23	69.4
"tcruzi-1413309"	3632.64	3699.57
"tcruzi-1416932"	480.45	398.44
"tcruzi-1417053"	728	469.67
"tcruzi-1417373"	271.27	328.76
"tcruzi-1418150"	1294.77	920.98
"tcruzi-1418570"	90.21	116.29
"tcruzi-1418630"	92.87	73.5
"tcruzi-1419073"	117.76	151.24
"tcruzi-1420027"	755.22	215.57
"tcruzi-1420365"	62.1	62.32
"tcruzi-1420474"	175.71	199.32
"tcruzi-1424785"	244.61	265.61
"tcruzi-1425690"	720.56	737.58
"tcruzi-142587"	48.14	51.83
"tcruzi-1426609"	162.12	72.38
"tcruzi-1426769"	79.43	76.71
"tcruzi-1426779"	99.69	88.7
"tcruzi-1427951"	82.12	82.5
"tcruzi-1428469"	85.85	103.8
"tcruzi-1428927"	218.3	188.21
"tcruzi-1429460"	160.95	188.01
"tcruzi-1429642"	185.09	132.29
"tcruzi-1430085"	206.55	274.46
"tcruzi-1430128"	64.86	63.73
"tcruzi-1430632"	1034.01	1154.33
"tcruzi-1431541"	241.73	231.57
"tcruzi-1431582"	101.39	105.84
"tcruzi-1431796"	125.23	100.66
"tcruzi-143278"	227.64	205.75
"tcruzi-1432852"	60.28	50.37
"tcruzi-1433332"	57.91	38.62
"tcruzi-1433478"	281.68	289.65
"tcruzi-143626"	141.06	104.13
"tcruzi-1436785"	119.42	117.47
"tcruzi-1437374"	541.29	643.07
"tcruzi-1438824"	277.13	263.52
"tcruzi-1440435"	204.87	283.45
"tcruzi-1441863"	108.68	119.77
"tcruzi-1442883"	66.9	65.43
"tcruzi-1443398"	272.79	295.4
"tcruzi-1443565"	504.84	368.94
"tcruzi-1443785"	146.87	162.28
"tcruzi-1443818"	47.26	58.74
"tcruzi-1444121"	1658.48	778.95
"tcruzi-1444780"	988.39	1463.91
"tcruzi-1444781"	516.47	760.5
"tcruzi-1444870"	4801.9	5354.32
"tcruzi-1445056"	147.42	128.32
"tcruzi-1445395"	105.86	123.36
"tcruzi-1446936"	73.43	74.56
"tcruzi-1447715"	75.79	81.01
"tcruzi-1448352"	135.58	156.84
"tcruzi-1448430"	64.71	67.03
"tcruzi-1454707"	212.25	235.13
"tcruzi-1454955"	349.04	171.6
"tcruzi-1454967"	161.74	118.96
"tcruzi-1455053"	331.51	280.05
"tcruzi-1455078"	14372.89	8419.55
"tcruzi-1455079"	8100.96	7230.82
"tcruzi-1455080"	5354.32	5894.16
"tcruzi-1455081"	3057.3	3499.26
"tcruzi-1455082"	2740.19	782.85
"tcruzi-1455086"	3279.73	3010.07
"tcruzi-1455087"	4050.14	4119.55
"tcruzi-1455088"	1942.2	220.04
"tcruzi-1455182"	547.46	827.51
"tcruzi-145588"	2577.69	284.91
"tcruzi-145619"	316.69	239.18
"tcruzi-1457785"	92.22	157.34
"tcruzi-1458847"	353.19	479.1
"tcruzi-1459863"	111.94	103.63
"tcruzi-146004"	123.66	105.69
"tcruzi-1460093"	70.99	73.43
"tcruzi-146192"	120.9	85.17
"tcruzi-1462206"	116.97	83.9
"tcruzi-1462308"	42.26	53.04
"tcruzi-1462441"	87.61	82.05
"tcruzi-1463929"	72.21	80.2
"tcruzi-1464023"	56.82	59.51
"tcruzi-1464059"	94.29	43.54
"tcruzi-1465230"	293.95	153.49
"tcruzi-1466443"	171.06	240.82
"tcruzi-1469686"	231.08	87.42
"tcruzi-1474284"	360.88	184.54
"tcruzi-1477301"	1380.69	2545.87
"tcruzi-1477302"	1204.38	772.35
"tcruzi-1477305"	1111.52	2238.6
"tcruzi-1477308"	1502.65	2577.69
"tcruzi-1477309"	998.16	1991.2
"tcruzi-1477312"	966.31	2031.28
"tcruzi-1477314"	1913.24	2773.1
"tcruzi-1477315"	1551.07	2352.84
"tcruzi-1477316"	168.56	289.29
"tcruzi-1477317"	640.4	678.26
"tcruzi-1477321"	1811.05	2870.4
"tcruzi-1477322"	1355.75	1913.24
"tcruzi-1477323"	1584.89	2740.19
"tcruzi-1477447"	149.1	300.45
"tcruzi-1477817"	426.5	241.01
"tcruzi-1479441"	117.62	118.67
"tcruzi-1480"	145.22	128.94
"tcruzi-1480897"	235.72	250.05
"tcruzi-1481296"	177.23	262.86
"tcruzi-1481517"	138.3	195.46
"tcruzi-1483701"	135.97	168.29
"tcruzi-1484"	168.8	477.96
"tcruzi-1484007"	136.27	117.06
"tcruzi-1484503"	163.08	125.21
"tcruzi-1485"	240.82	833.75
"tcruzi-1485655"	82.82	69.91
"tcruzi-148789"	447.19	119.68
"tcruzi-1489"	365.97	658.81
"tcruzi-1491"	319.57	650.32
"tcruzi-1491350"	685.6	1279.74
"tcruzi-1491804"	690.59	823.8
"tcruzi-1492"	310.21	865.43
"tcruzi-1492761"	246.5	209.35
"tcruzi-1493"	167.22	247.07
"tcruzi-1493802"	73.52	140.82
"tcruzi-1494"	297.7	342
"tcruzi-1494207"	86.72	113.65
"tcruzi-1494259"	61.95	69.98
"tcruzi-1495"	299.06	467.06
"tcruzi-1495399"	264.93	344.95
"tcruzi-1496"	283.15	410.25
"tcruzi-1496418"	111.04	97.2
"tcruzi-149676"	80.04	74.21
"tcruzi-1497197"	105.2	73.98
"tcruzi-1497227"	5080.17	6879.93
"tcruzi-1497229"	3242.75	1344.02
"tcruzi-1497231"	2520	1750.94
"tcruzi-1497233"	2097.09	2131.06
"tcruzi-1497239"	4288.09	4611.87
"tcruzi-1497240"	507.46	476.66
"tcruzi-1497412"	217.95	214.2
"tcruzi-1497525"	2672.6	2963.33
"tcruzi-1497673"	60.62	63.83
"tcruzi-1498047"	3394.85	4500.9
"tcruzi-1498087"	1067.23	988.39
"tcruzi-1498735"	74.82	82.1
"tcruzi-1499424"	356.11	769.84
"tcruzi-1500439"	186.82	101.34
"tcruzi-1500530"	221.6	186.19
"tcruzi-1500563"	764.17	675.11
"tcruzi-1500825"	277.58	290.19
"tcruzi-1500868"	306.44	213.5
"tcruzi-1501833"	51.97	57.29
"tcruzi-1503438"	594.74	311.87
"tcruzi-1503495"	1952.13	875.76
"tcruzi-1504390"	88.42	89.7
"tcruzi-1504848"	73.65	58.14
"tcruzi-1505803"	300.1	271.45
"tcruzi-150718"	92.67	74.13
"tcruzi-1507733"	96.54	155.82
"tcruzi-1509584"	84.99	88.13
"tcruzi-1510460"	207.9	249.03
"tcruzi-1510737"	60.07	55.26
"tcruzi-1510738"	60.88	40.68
"tcruzi-1510835"	57.53	84
"tcruzi-1511831"	426.94	533.96
"tcruzi-1512367"	144.3	159.72
"tcruzi-1513852"	110.91	117.68
"tcruzi-1514520"	48.37	75.04
"tcruzi-1514889"	428.05	451.21
"tcruzi-1515982"	53.11	47.57
"tcruzi-1518162"	454.97	486.42
"tcruzi-1518163"	397.21	519.83
"tcruzi-1518165"	288.84	410.83
"tcruzi-1518209"	152.56	99.01
"tcruzi-1518316"	161.61	119.33
"tcruzi-1518323"	67.75	72.33
"tcruzi-1520087"	481.64	463.25
"tcruzi-1521173"	128.86	207.54
"tcruzi-1521828"	93.66	89.7
"tcruzi-1522010"	155.57	86.16
"tcruzi-1522557"	128.05	194.89
"tcruzi-1523504"	1182.87	861.68
"tcruzi-1523506"	861.68	135.97
"tcruzi-152394"	273.34	253
"tcruzi-152402"	67.09	78.12
"tcruzi-1524770"	525.53	148.99
"tcruzi-1524827"	116.07	183.77
"tcruzi-1525735"	62.53	82.21
"tcruzi-152674"	48.71	61.11
"tcruzi-1526824"	341.45	186.39
"tcruzi-1527255"	182.67	150.26
"tcruzi-1529425"	257.86	264.82
"tcruzi-1532396"	400.31	428.99
"tcruzi-1533924"	255.86	279.6
"tcruzi-1534808"	482.94	452.26
"tcruzi-1535435"	410.83	559.24
"tcruzi-1536258"	976.54	265.03
"tcruzi-1536593"	186.19	483.68
"tcruzi-1536991"	65.24	68.84
"tcruzi-1537160"	93.15	87.81
"tcruzi-1537246"	41.83	40.48
"tcruzi-1538111"	244.92	365.19
"tcruzi-1538683"	86.3	107.37
"tcruzi-153893"	164.76	295.05
"tcruzi-1539306"	175.91	187.28
"tcruzi-1539375"	163.4	212.25
"tcruzi-1540162"	159.01	330.29
"tcruzi-1540585"	469	260.89
"tcruzi-1541811"	786.1	1634.44
"tcruzi-1542278"	244.08	314.83
"tcruzi-1542279"	262.86	298.82
"tcruzi-1542280"	172.14	275.45
"tcruzi-1542282"	200.69	112.71
"tcruzi-1542723"	1079.56	503.51
"tcruzi-1543028"	971.8	802.91
"tcruzi-1543367"	383.34	356.11
"tcruzi-1544739"	114.5	102.68
"tcruzi-1547640"	132.77	149.91
"tcruzi-1548333"	154.8	103.49
"tcruzi-1549056"	78.33	75.86
"tcruzi-1549238"	326.99	307.55
"tcruzi-1551114"	543.46	814
"tcruzi-1551284"	844.76	927.04
"tcruzi-1551285"	620.99	136.47
"tcruzi-1552337"	93.93	81.52
"tcruzi-1552453"	152.4	77.3
"tcruzi-1553173"	139.12	176.88
"tcruzi-1553193"	109.09	191.65
"tcruzi-1553412"	90.32	102.29
"tcruzi-1555965"	1463.91	1445.77
"tcruzi-1556834"	113.93	160.11
"tcruzi-155723"	45.97	47.38
"tcruzi-1557974"	1876.36	283.98
"tcruzi-1558192"	57.37	56.01
"tcruzi-1558882"	339.93	485.12
"tcruzi-1560166"	1163.33	1322.65
"tcruzi-1560681"	82.05	69.45
"tcruzi-1562189"	88.92	72.98
"tcruzi-1562390"	120.3	183.14
"tcruzi-1563057"	693.17	869.63
"tcruzi-1563192"	407.25	263.78
"tcruzi-1563272"	368.94	531.44
"tcruzi-156409"	56.63	66.23
"tcruzi-1564216"	67.8	85.26
"tcruzi-1564511"	191.58	153.8
"tcruzi-1565209"	56.55	70.07
"tcruzi-1565235"	121.19	182.07
"tcruzi-1566440"	120.52	190.4
"tcruzi-1566806"	2146.45	443.82
"tcruzi-1567518"	342.79	374.09
"tcruzi-1568497"	117.95	81.96
"tcruzi-1569398"	65.63	61.88
"tcruzi-1569897"	72.45	73.48
"tcruzi-1570158"	85.9	101.62
"tcruzi-1570186"	290.81	370.97
"tcruzi-1572992"	955.78	749
"tcruzi-1573090"	404.26	454.97
"tcruzi-1573609"	55.39	52.97
"tcruzi-1574001"	613.54	529.46
"tcruzi-1574370"	223.99	238.76
"tcruzi-1574455"	1575.89	1930.37
"tcruzi-1574464"	170.59	188.73
"tcruzi-157550"	137.82	123.87
"tcruzi-1576824"	103.25	107.44
"tcruzi-1577928"	699.16	492.91
"tcruzi-1578131"	124.43	128.05
"tcruzi-1579926"	135.11	156.74
"tcruzi-1579988"	82.85	112.41
"tcruzi-1580163"	60.52	52.24
"tcruzi-1582045"	209.35	132.37
"tcruzi-1582046"	568.21	366.42
"tcruzi-1583575"	111.16	142.61
"tcruzi-1585791"	87.5	113.53
"tcruzi-1586553"	290.19	94.58
"tcruzi-1586666"	75.04	84.7
"tcruzi-1587110"	68.88	66.84
"tcruzi-1587286"	1537.28	201.6
"tcruzi-1587970"	118.21	111
"tcruzi-1589324"	1021.56	775.51
