"Reporter Name"	"BR_NE_normalizedData_r1"	"BR_NE_normalizedData_r2"
"tcruzi-1591348"	584.25	638.15
"tcruzi-1592412"	452.26	465.53
"tcruzi-1592642"	337.77	431.92
"tcruzi-1592967"	61.31	66.82
"tcruzi-1594482"	129.3	110.45
"tcruzi-1595151"	153.28	117.68
"tcruzi-1596319"	50.37	58.39
"tcruzi-1596573"	68.1	53.18
"tcruzi-1597333"	4194.06	4801.9
"tcruzi-1597994"	1107.74	955.78
"tcruzi-1598056"	86	110.34
"tcruzi-1600920"	301.34	290.99
"tcruzi-1601146"	112.1	99.06
"tcruzi-1601383"	62.65	66.64
"tcruzi-1601462"	112.74	102.89
"tcruzi-1602087"	68.62	82.82
"tcruzi-1605232"	124.14	90.9
"tcruzi-1605410"	102.29	102.52
"tcruzi-1607120"	113.41	76.36
"tcruzi-1609253"	232.11	95.68
"tcruzi-1609402"	91.87	103.53
"tcruzi-1609538"	457.59	1245.88
"tcruzi-1610808"	125.8	114.75
"tcruzi-1611123"	97.83	101.87
"tcruzi-161122"	109.36	128.25
"tcruzi-1612081"	123.84	182.58
"tcruzi-1612488"	86.3	121.75
"tcruzi-1613015"	71.58	123.36
"tcruzi-1613141"	38.22	44.2
"tcruzi-161340"	77.48	78.9
"tcruzi-1613641"	65.88	90.69
"tcruzi-1614533"	78.46	74.07
"tcruzi-1615039"	80.14	83.65
"tcruzi-1617797"	85.8	88.6
"tcruzi-1617962"	44.34	54.45
"tcruzi-1618311"	101.92	170.13
"tcruzi-1618347"	59.08	71.1
"tcruzi-1620284"	100.6	86.47
"tcruzi-1620754"	144.69	75.46
"tcruzi-1621076"	65.83	61.47
"tcruzi-162238"	444.67	66.16
"tcruzi-162246"	104.74	137.07
"tcruzi-162372"	89.73	103.8
"tcruzi-1624360"	2083.01	2277.28
"tcruzi-1624529"	258.29	153.21
"tcruzi-1624924"	183.89	116.6
"tcruzi-1625346"	104.8	98.53
"tcruzi-1625462"	58.96	45.03
"tcruzi-1626044"	104.84	140.03
"tcruzi-1626514"	2206.61	4050.14
"tcruzi-1626709"	57.47	61.66
"tcruzi-1628410"	147.72	244.03
"tcruzi-162871"	47.57	55.68
"tcruzi-1628918"	110.07	87.03
"tcruzi-1629094"	227.84	228.73
"tcruzi-1629167"	79.32	90.58
"tcruzi-1630827"	63.48	50.06
"tcruzi-163309"	64.45	81.17
"tcruzi-1633577"	62.72	50.75
"tcruzi-1634436"	292.4	269.53
"tcruzi-163544"	1476.19	1952.13
"tcruzi-163630"	219.02	469
"tcruzi-1636649"	62.28	80.35
"tcruzi-1636924"	349.04	123.78
"tcruzi-1638576"	126.84	135.11
"tcruzi-1638773"	50.42	78.81
"tcruzi-1638885"	62.18	80.41
"tcruzi-1639290"	247.41	400.31
"tcruzi-1642535"	157.71	91.5
"tcruzi-1642715"	508.79	601.8
"tcruzi-164274"	419.87	104.01
"tcruzi-1648561"	117.29	142.45
"tcruzi-1648624"	810.37	1606.43
"tcruzi-1649215"	311.87	333.96
"tcruzi-1652332"	93.99	108.35
"tcruzi-1652638"	298.21	346.56
"tcruzi-1652969"	548.91	971.8
"tcruzi-1653467"	52.55	54.14
"tcruzi-1654056"	55.31	71.46
"tcruzi-1655756"	86.84	89
"tcruzi-1658910"	148.52	123.19
"tcruzi-165959"	189.21	121.95
"tcruzi-166088"	398.97	411.78
"tcruzi-1660985"	96.25	78.96
"tcruzi-166132"	104.36	95.75
"tcruzi-1661370"	587.17	180.2
"tcruzi-166138"	2870.4	3947.64
"tcruzi-1663272"	51.12	57.71
"tcruzi-1664138"	118.6	98.11
"tcruzi-1665081"	114.43	75.49
"tcruzi-1665190"	174.63	153.34
"tcruzi-1667950"	92.95	69.11
"tcruzi-1668665"	173.59	112.12
"tcruzi-1669240"	118.31	110.91
"tcruzi-1669981"	49.75	59.08
"tcruzi-1671320"	81.09	106.89
"tcruzi-1673022"	133.54	149.83
"tcruzi-167417"	111.81	113.72
"tcruzi-1674391"	64.16	59.39
"tcruzi-1675763"	86.11	113.07
"tcruzi-167751"	69.41	57.17
"tcruzi-1678538"	106.45	91.9
"tcruzi-1679278"	68.15	129.14
"tcruzi-1682107"	123.4	115.34
"tcruzi-168323"	302.57	217.01
"tcruzi-1684723"	112.35	147.42
"tcruzi-1685154"	87.47	87.25
"tcruzi-168547"	632.1	472.28
"tcruzi-1686349"	81.17	82.31
"tcruzi-1686903"	89.8	81.73
"tcruzi-1687980"	53.7	67.56
"tcruzi-1688062"	479.1	82.93
"tcruzi-1694908"	43.82	62.95
"tcruzi-1695347"	410.25	304.36
"tcruzi-1696958"	108.52	79.76
"tcruzi-1697495"	718.83	362.89
"tcruzi-1698659"	94.99	89.34
"tcruzi-169895"	111.5	134.57
"tcruzi-1698982"	100.55	153.98
"tcruzi-1700247"	80.21	76.06
"tcruzi-1701757"	94.79	92.04
"tcruzi-1702338"	88.08	90.55
"tcruzi-1703903"	57.27	39.7
"tcruzi-1704414"	350.74	394.08
"tcruzi-1705979"	69.54	103.91
"tcruzi-1706055"	338.28	280.05
"tcruzi-170668"	190.55	173.1
"tcruzi-1707755"	124.05	94.41
"tcruzi-1709768"	72.03	65.05
"tcruzi-1711596"	121.47	122.55
"tcruzi-1711890"	2590.07	728
"tcruzi-171532"	114.36	77.89
"tcruzi-1716760"	176.74	85.67
"tcruzi-1717835"	216.93	116.48
"tcruzi-1719157"	41.66	63.1
"tcruzi-1719301"	46.87	55.61
"tcruzi-1720191"	60.88	68.6
"tcruzi-1720319"	114.95	143.41
"tcruzi-1721011"	44.71	55.95
"tcruzi-1723439"	179.51	138.89
"tcruzi-1723442"	150.77	118.99
"tcruzi-1724052"	51.68	45.51
"tcruzi-1724529"	67.33	66.48
"tcruzi-1725233"	98.38	112.47
"tcruzi-1725727"	64.65	58.53
"tcruzi-1725839"	1073.91	985.18
"tcruzi-1726580"	529.46	582.93
"tcruzi-1727192"	47.97	42.69
"tcruzi-1727548"	133.43	75
"tcruzi-1727890"	55.19	108.32
"tcruzi-1728096"	118.99	163.49
"tcruzi-1728604"	72.98	69.49
"tcruzi-1728921"	339.25	414.28
"tcruzi-1729385"	257.61	208.8
"tcruzi-1729506"	74.17	63.31
"tcruzi-1730503"	228.83	118.31
"tcruzi-1731521"	1252.93	1695.51
"tcruzi-1731940"	97.87	84.43
"tcruzi-1734434"	304.36	178.34
"tcruzi-1736477"	183.53	343.35
"tcruzi-1737371"	135.67	139.06
"tcruzi-1739330"	56.75	59.05
"tcruzi-1739400"	74.23	85.04
"tcruzi-1740856"	36.76	49.24
"tcruzi-1741484"	54.52	49.41
"tcruzi-1743263"	193.92	230.05
"tcruzi-1744284"	187.58	188.59
"tcruzi-1744474"	54.9	50.26
"tcruzi-174456"	122.17	103.3
"tcruzi-1746060"	232.59	274.97
"tcruzi-1746723"	168.22	288.84
"tcruzi-1747316"	180.89	161.74
"tcruzi-1748558"	1102.49	756.6
"tcruzi-1749363"	81.41	71.71
"tcruzi-1749985"	59	65.66
"tcruzi-1750392"	59.12	81.09
"tcruzi-1751809"	68.34	59.35
"tcruzi-1753059"	122.88	169.55
"tcruzi-1754180"	129.55	163.84
"tcruzi-1755028"	134.5	123.27
"tcruzi-1755419"	146.67	117.53
"tcruzi-1755567"	116.48	109.56
"tcruzi-1755827"	97.46	83.4
"tcruzi-1757011"	101.99	98.64
"tcruzi-1757623"	134.94	126.67
"tcruzi-1758762"	561.05	130.62
"tcruzi-1760503"	50.17	55.89
"tcruzi-1761122"	85.3	88.79
"tcruzi-1762736"	55.26	79.58
"tcruzi-176301"	217.32	217.42
"tcruzi-1765342"	58.03	58.27
"tcruzi-1766597"	300.77	226.64
"tcruzi-1767615"	102.08	101.92
"tcruzi-176799"	61.01	65.85
"tcruzi-1768737"	219.26	267.3
"tcruzi-1768738"	263.16	262.43
"tcruzi-1768739"	139.39	109.19
"tcruzi-1769921"	119.66	122.17
"tcruzi-1770887"	175.13	147.11
"tcruzi-1771451"	56.22	50.55
"tcruzi-1771766"	77.73	86.66
"tcruzi-1771804"	69.76	51.03
"tcruzi-1771921"	110.81	139.28
"tcruzi-1771933"	99.31	118.6
"tcruzi-1773661"	62.43	84.53
"tcruzi-1774594"	93.01	89.05
"tcruzi-1775597"	73.52	92.5
"tcruzi-1776888"	88.86	66.96
"tcruzi-1777098"	42.53	42.53
"tcruzi-1780642"	129.99	130.75
"tcruzi-1781610"	193.77	133.81
"tcruzi-178775"	76.23	106.4
"tcruzi-1788057"	165.22	109.67
"tcruzi-178819"	103.49	126.53
"tcruzi-178882"	98.99	177.9
"tcruzi-1790093"	590.12	574.66
"tcruzi-1791938"	44.2	47.13
"tcruzi-1792230"	163.6	102.33
"tcruzi-1792287"	108.9	161.55
"tcruzi-1793211"	77.18	62.7
"tcruzi-179347"	2301.94	570.32
"tcruzi-1793707"	70.09	71.63
"tcruzi-1794265"	170.92	143.57
"tcruzi-1794928"	143.49	142.29
"tcruzi-1794930"	114.57	88.39
"tcruzi-1795649"	228.34	132.6
"tcruzi-1799119"	189.57	214.84
"tcruzi-1802513"	68.68	59.16
"tcruzi-1803887"	323.55	435.01
"tcruzi-1805874"	48.62	55.39
"tcruzi-180674"	102.61	80.58
"tcruzi-1807430"	76.28	65
"tcruzi-1807541"	84.05	88.51
"tcruzi-180845"	1842.78	86.32
"tcruzi-1810179"	143.17	148.33
"tcruzi-181071"	1615.92	1794.11
"tcruzi-1810886"	158.2	169.76
"tcruzi-1811006"	129.86	121.69
"tcruzi-1811085"	169.15	138.48
"tcruzi-1812056"	55.46	67.68
"tcruzi-1813512"	76.92	82.14
"tcruzi-1813788"	72.38	77.98
"tcruzi-1814057"	5662.65	710.17
"tcruzi-1814795"	127.15	100.17
"tcruzi-181504"	67.45	57.24
"tcruzi-1815579"	58.14	70.68
"tcruzi-1815965"	130.12	180.71
"tcruzi-1816816"	84.29	79.2
"tcruzi-1817252"	92.91	105.14
"tcruzi-1819832"	157.24	91.41
"tcruzi-1820245"	264.93	272.79
"tcruzi-1820392"	86.81	96.15
"tcruzi-1822441"	111.65	166.88
"tcruzi-1823230"	106.04	105.56
"tcruzi-1824082"	37.56	48.92
"tcruzi-1824455"	129.1	95.2
"tcruzi-1824615"	331.99	315.85
"tcruzi-1824753"	88.96	85.8
"tcruzi-182498"	92.87	164.68
"tcruzi-1825152"	77.2	52.75
"tcruzi-1825436"	296.23	212.48
"tcruzi-1825497"	65.55	91.87
"tcruzi-1825708"	160.49	162.06
"tcruzi-1825709"	89.12	117.86
"tcruzi-1825943"	54.11	65.5
"tcruzi-1828463"	50.75	46.16
"tcruzi-1831110"	89.45	70.16
"tcruzi-1831375"	60	104.37
"tcruzi-1831615"	71.52	108
"tcruzi-1831694"	370.28	458.29
"tcruzi-1832580"	1245.88	127.59
"tcruzi-1834231"	97.31	83.53
"tcruzi-1834440"	20053.34	17015.45
"tcruzi-1834441"	8808.65	9777.65
"tcruzi-1834443"	2453.96	1571.34
"tcruzi-1834934"	106.52	95
"tcruzi-1834939"	1742.13	1811.05
"tcruzi-1835748"	217.61	167.51
"tcruzi-1835940"	190.4	217.87
"tcruzi-1836529"	96.65	114.61
"tcruzi-1838018"	132.1	222.74
"tcruzi-1838563"	103.91	183.14
"tcruzi-183898"	253.53	257.61
"tcruzi-1839444"	74.94	101.2
"tcruzi-1839840"	120.45	105.39
"tcruzi-1839900"	270.04	267.82
"tcruzi-1840261"	60.71	67.96
"tcruzi-1841678"	95.77	129.1
"tcruzi-1841901"	338.89	383.91
"tcruzi-184205"	76.92	102.45
"tcruzi-184239"	128.58	100.06
"tcruzi-1844384"	276.48	494.26
"tcruzi-1844903"	295.79	441.51
"tcruzi-1844980"	518.53	1167.85
"tcruzi-1844981"	470.93	546.19
"tcruzi-1844982"	513.42	526.71
"tcruzi-1844984"	580.82	608.71
"tcruzi-1844985"	364.61	595.72
"tcruzi-1845654"	115.16	109.24
"tcruzi-1846978"	75.73	70.81
"tcruzi-1848064"	77.51	113.24
"tcruzi-1848403"	72.63	74.64
"tcruzi-1848426"	361.57	239.44
"tcruzi-1848819"	59.26	60.85
"tcruzi-1848880"	337.3	212.08
"tcruzi-1849605"	292.02	124.55
"tcruzi-1849977"	91.7	118.73
"tcruzi-1852032"	421.31	641.51
"tcruzi-1852415"	102.04	88.86
"tcruzi-1852577"	99.2	111.27
"tcruzi-1854389"	610.38	789.44
"tcruzi-1854993"	896.41	1742.13
"tcruzi-1855699"	58.57	48.92
"tcruzi-1856550"	52.06	51.57
"tcruzi-1856849"	53.59	53.73
"tcruzi-1857146"	61.84	59.12
"tcruzi-185739"	1606.43	103.96
"tcruzi-1857763"	132.99	110.34
"tcruzi-1857791"	67.01	69.57
"tcruzi-1858109"	73.9	92.57
"tcruzi-1858678"	48.96	73.04
"tcruzi-1859347"	71.2	85.09
"tcruzi-186057"	308.09	474.8
"tcruzi-1861764"	77.41	81.83
"tcruzi-186215"	90.45	92.67
"tcruzi-1863080"	158.96	94.16
"tcruzi-1864503"	298.82	396.42
"tcruzi-1865671"	143.74	116.05
"tcruzi-1867341"	58.08	61.41
"tcruzi-1867553"	105.72	87.91
"tcruzi-1869141"	64.8	60.3
"tcruzi-187006"	96.05	120.73
"tcruzi-1870282"	65.19	73.9
"tcruzi-1870394"	82.93	66.78
"tcruzi-1874100"	79.77	87.63
"tcruzi-1874766"	51.57	47.05
"tcruzi-1875741"	260.89	181.91
"tcruzi-1876888"	188.36	227.64
"tcruzi-1877172"	187.85	241.88
"tcruzi-1877196"	72.38	83.86
"tcruzi-187838"	64.12	64.39
"tcruzi-1878419"	112.99	162.69
"tcruzi-1880256"	118.67	115.83
"tcruzi-1882369"	2277.28	2709.07
"tcruzi-1882385"	1123.25	917.66
"tcruzi-1882802"	188.21	246.78
"tcruzi-1885771"	87.92	96.65
"tcruzi-1886705"	4119.55	6626.94
"tcruzi-1887062"	40.95	44.56
"tcruzi-1887099"	85.07	118.18
"tcruzi-1887343"	250.78	222.52
"tcruzi-188755"	48.89	48.62
"tcruzi-1888658"	95.7	159.33
"tcruzi-1891109"	152.4	172
"tcruzi-1891159"	177.9	93.96
"tcruzi-189218"	360.21	257.86
"tcruzi-189303"	89.62	63.31
"tcruzi-1893677"	62.37	86.4
"tcruzi-1894243"	43.95	46.87
"tcruzi-1896124"	428.99	502.61
"tcruzi-1896417"	89.22	80.46
"tcruzi-1897087"	79.2	69.65
"tcruzi-1898998"	93.39	103.25
"tcruzi-1901714"	111.35	106.25
"tcruzi-1902057"	72.26	84.73
"tcruzi-1902472"	208.26	181.73
"tcruzi-1902933"	94.53	66.39
"tcruzi-1903219"	124.59	78.61
"tcruzi-1904757"	213.91	213.28
"tcruzi-190487"	121.43	208.98
"tcruzi-1907900"	76.43	88.96
"tcruzi-190817"	157.53	168.69
"tcruzi-1908217"	231.85	116.12
"tcruzi-190870"	1395.54	1404.9
"tcruzi-191073"	66.33	61.41
"tcruzi-1910813"	83.14	68.75
"tcruzi-1911654"	167.14	118.52
"tcruzi-1912086"	749	640.4
"tcruzi-1912190"	155.31	137.84
"tcruzi-191512"	94.34	108.21
"tcruzi-1915162"	102.44	126.48
"tcruzi-1915552"	79.96	73.19
"tcruzi-1915593"	113.35	84.76
"tcruzi-1915820"	69.72	80.5
"tcruzi-1916208"	133.81	148.77
"tcruzi-1917866"	73.38	70.51
"tcruzi-192016"	123.14	132.01
"tcruzi-1921473"	72.74	55.31
"tcruzi-1921826"	57.17	63.18
"tcruzi-1922058"	96.88	82.47
"tcruzi-1922247"	80.41	84.25
"tcruzi-192225"	101.77	97.55
"tcruzi-1922508"	64.09	51.71
"tcruzi-1925185"	80.71	114.95
"tcruzi-1925272"	105.25	98.53
"tcruzi-192572"	112.21	93.01
"tcruzi-1926122"	65.52	58.33
"tcruzi-1926210"	108.09	151.74
"tcruzi-1927367"	209.88	304.86
"tcruzi-1929107"	43.15	43.09
"tcruzi-1932117"	109.49	93.45
"tcruzi-1932287"	142.84	147.59
"tcruzi-1932381"	184.34	259.63
"tcruzi-1932516"	71.8	73.76
"tcruzi-1933179"	1011.85	1413.68
"tcruzi-1933379"	59.47	65.6
"tcruzi-1933462"	907.35	566.41
"tcruzi-1935209"	203.3	231.36
"tcruzi-1936027"	355.27	159.83
"tcruzi-1936456"	59.31	65.55
"tcruzi-1937452"	114.16	103.4
"tcruzi-1940278"	362.89	79.54
"tcruzi-194096"	113.78	127.15
"tcruzi-1941265"	105.14	90.36
"tcruzi-1941426"	101.27	92
"tcruzi-1941976"	52.97	52.55
"tcruzi-1943637"	54.59	64.85
"tcruzi-1944043"	301.71	525.53
"tcruzi-1944234"	213.1	260.14
"tcruzi-1945660"	320.34	383.34
"tcruzi-1946289"	125.97	136.98
"tcruzi-1946291"	222.93	134.79
"tcruzi-1946292"	283.98	115.75
"tcruzi-1946297"	139.61	154.85
"tcruzi-1946298"	192.67	132.1
"tcruzi-1947119"	11884.43	20053.34
"tcruzi-1951099"	107.37	154.33
"tcruzi-1951541"	322.98	315.24
"tcruzi-1954272"	93.72	78.49
"tcruzi-1957071"	126.57	121.09
"tcruzi-1957213"	197.64	166.34
"tcruzi-1957459"	66.9	57.93
"tcruzi-195952"	267.56	140.42
"tcruzi-1961045"	97.67	54.61
"tcruzi-196173"	103.53	114.57
"tcruzi-1962816"	911.27	140.92
"tcruzi-1963837"	222.09	347.83
"tcruzi-1963924"	93.57	92.55
"tcruzi-1964286"	168.92	154.43
"tcruzi-1964683"	576.74	1034.01
"tcruzi-1965340"	93.04	106.11
"tcruzi-1965347"	614.66	682.66
"tcruzi-1965742"	69.49	63.14
"tcruzi-196594"	64.59	75.75
"tcruzi-1966604"	1759.18	1827.13
"tcruzi-1968348"	55.68	61.52
"tcruzi-1969"	148.77	131.76
"tcruzi-1972762"	44.56	47.73
"tcruzi-1973994"	87.89	125.11
"tcruzi-1974091"	97.1	103.7
"tcruzi-1975354"	154.13	124.62
"tcruzi-1978598"	128.39	190.7
"tcruzi-1979434"	192.56	208.49
"tcruzi-1981357"	141.15	158.69
"tcruzi-1982557"	84.85	102.45
"tcruzi-1984199"	110.02	91.1
"tcruzi-1985376"	375.1	718.83
"tcruzi-1987562"	69.08	66.61
"tcruzi-1989081"	183.22	154.66
"tcruzi-1989292"	477.96	587.17
"tcruzi-1989991"	50.51	47.9
"tcruzi-1990518"	114.16	171.38
"tcruzi-1991307"	292.89	249.24
"tcruzi-1991562"	80.5	76.77
"tcruzi-1991977"	107.98	65.14
"tcruzi-1992016"	1425.11	2097.09
"tcruzi-1992492"	70.66	57.9
"tcruzi-199262"	122.77	102.68
"tcruzi-1993115"	59.9	58.7
"tcruzi-1995390"	66.39	68.13
"tcruzi-1995483"	96.31	74.9
"tcruzi-1995799"	603.87	1093
"tcruzi-1995800"	178.34	134.63
"tcruzi-1995801"	131.57	124.43
"tcruzi-1995804"	143.08	142.39
"tcruzi-1995806"	280.19	230.33
"tcruzi-1995807"	383.91	300.1
"tcruzi-1997210"	167.39	162.78
"tcruzi-1997296"	75.95	73.29
"tcruzi-1997572"	107.9	97.92
"tcruzi-19981"	99.72	117.76
"tcruzi-1998837"	97.64	110.5
"tcruzi-1999215"	228.57	215.97
"tcruzi-2000458"	100.06	87.47
"tcruzi-2000749"	203.82	142.89
"tcruzi-200121"	79.06	111.11
"tcruzi-2001364"	55.89	49.85
"tcruzi-2001502"	100.89	114.24
"tcruzi-2002834"	1093	1450.59
"tcruzi-2002851"	190.17	168.56
"tcruzi-2004218"	68.77	70.75
"tcruzi-2006243"	2118.56	3097.28
"tcruzi-2007518"	203.01	199.96
"tcruzi-2007535"	94.45	77.93
"tcruzi-20087"	114.73	118.25
"tcruzi-2008938"	82.58	77.45
"tcruzi-2009954"	899.68	723
"tcruzi-2010792"	164.61	244.61
"tcruzi-201174"	67.38	56.28
"tcruzi-2012115"	198.68	449.9
"tcruzi-2012117"	347.83	888.78
"tcruzi-2012118"	240.44	266.97
"tcruzi-2012691"	210.21	139.72
"tcruzi-2012959"	132.29	110.91
"tcruzi-2013473"	171.29	191.86
"tcruzi-2013866"	94.24	109.99
"tcruzi-2013980"	72.21	71.24
"tcruzi-2014352"	179.14	108.85
"tcruzi-201645"	59.95	49.09
"tcruzi-2016637"	83.78	64.14
"tcruzi-2017238"	102.21	122.68
"tcruzi-2017278"	121.19	209.58
"tcruzi-2017279"	205.75	314.51
"tcruzi-2019830"	234.36	172.58
"tcruzi-2020258"	95.94	110.1
"tcruzi-202167"	140.08	124.78
"tcruzi-2022214"	136.53	209.99
"tcruzi-202265"	205.14	268.41
"tcruzi-2024192"	90.01	79.25
"tcruzi-2025654"	82.62	98.93
"tcruzi-2026873"	365.19	550.32
"tcruzi-2027528"	87.33	86.26
"tcruzi-2028191"	888.78	348.33
"tcruzi-2028916"	70.81	84.85
"tcruzi-2029279"	931.05	425.09
"tcruzi-2029914"	65.74	65.1
"tcruzi-2030693"	284.48	117.86
"tcruzi-2030694"	235.97	161.55
"tcruzi-2030695"	176.41	137.6
"tcruzi-2030708"	432.83	193.55
"tcruzi-2030752"	61.88	60.8
"tcruzi-2030898"	414.99	455.7
"tcruzi-2030902"	119.89	109.09
"tcruzi-2030911"	303.16	331.51
"tcruzi-2030921"	222.52	247.84
"tcruzi-2030922"	474.8	438.94
"tcruzi-2032124"	164.27	155.96
"tcruzi-2032426"	104.91	115.86
"tcruzi-2034178"	491.87	625.13
"tcruzi-2034179"	884.49	1300.58
"tcruzi-203422"	606.58	740.48
"tcruzi-2034631"	1528.52	732.04
"tcruzi-2035432"	134.88	140.49
"tcruzi-2036226"	118.05	145.61
"tcruzi-2036792"	62.32	62.65
"tcruzi-2036872"	112.67	100.92
"tcruzi-2036975"	120.8	125.75
"tcruzi-20377"	81.78	65.81
"tcruzi-203805"	463.25	1221.64
"tcruzi-2038234"	1118.14	1313.2
"tcruzi-2041955"	40.68	38.22
"tcruzi-204202"	132.16	78.81
"tcruzi-2043204"	63.28	58.79
"tcruzi-2045447"	123.9	137.45
"tcruzi-2045584"	334.66	540.13
"tcruzi-2046558"	53.38	60.96
"tcruzi-2047008"	260.14	271.83
"tcruzi-2047009"	214.53	184.13
"tcruzi-2047627"	150.88	181.12
"tcruzi-2047661"	50.93	57.67
"tcruzi-2048720"	51.74	46.3
"tcruzi-2049499"	63.07	62.22
"tcruzi-2050739"	1750.94	4396.38
"tcruzi-2050867"	130.75	102.17
"tcruzi-2050984"	197.76	172.81
"tcruzi-205100"	244.08	253.53
"tcruzi-205101"	141.64	193.13
"tcruzi-205102"	180.27	266.6
"tcruzi-2052232"	109.14	160.49
"tcruzi-2052800"	89.91	67.43
"tcruzi-2052948"	46.41	50.82
"tcruzi-2053960"	71.75	65.92
"tcruzi-2056075"	101.1	71.75
"tcruzi-2056967"	45.6	46.62
"tcruzi-2057354"	128.94	88.29
"tcruzi-2057539"	69.04	94.85
"tcruzi-205814"	533.96	904.02
"tcruzi-2058812"	69.31	64.94
"tcruzi-2062195"	162.45	148.23
"tcruzi-2062472"	78.54	84
"tcruzi-206258"	132.83	125.3
"tcruzi-206259"	115.46	155.5
"tcruzi-2062701"	123.19	158.15
"tcruzi-2062702"	221.04	206.65
"tcruzi-2062973"	267.3	280.63
"tcruzi-2063020"	76.1	80.78
"tcruzi-2064383"	114.81	128.58
"tcruzi-2064689"	39.31	34.33
"tcruzi-206548"	89.31	98.88
"tcruzi-2065684"	65.42	72.26
"tcruzi-2066514"	195.84	250.23
"tcruzi-2067216"	228.11	142.89
"tcruzi-2067320"	62.18	103.01
"tcruzi-2069167"	96.08	101.72
"tcruzi-2071085"	68.3	77.12
"tcruzi-2072090"	78.66	64.56
"tcruzi-2072801"	305.66	271.27
"tcruzi-2073579"	61.47	59.74
"tcruzi-207494"	241.47	323.88
"tcruzi-2076458"	403.22	297.08
"tcruzi-2078224"	166.54	134.94
"tcruzi-2079000"	131.51	121.37
"tcruzi-2079005"	80.89	67.38
"tcruzi-2079457"	261.98	332.64
"tcruzi-2079732"	47.38	41.66
"tcruzi-2080693"	105.5	67.25
"tcruzi-208103"	122.46	143.08
"tcruzi-2081479"	52.24	43.95
"tcruzi-2082"	107.79	103.44
"tcruzi-2082767"	103.72	114.88
"tcruzi-2084234"	65.92	69.72
"tcruzi-2087348"	67.6	78.66
"tcruzi-2087903"	1167.85	231.85
"tcruzi-2087904"	88.79	122.05
"tcruzi-2088011"	441.51	136.39
"tcruzi-2090164"	51.39	44.93
"tcruzi-2091125"	390.11	145.05
"tcruzi-2093267"	151.98	253.38
"tcruzi-2094606"	99.89	91.7
"tcruzi-2096582"	59.74	59.84
"tcruzi-2097963"	57.67	54.84
"tcruzi-2098184"	127.65	149.35
"tcruzi-2100367"	107.23	89.57
"tcruzi-2100588"	105.08	83.16
"tcruzi-2100810"	234.84	273.34
"tcruzi-2101751"	127.88	105.91
"tcruzi-2102681"	66.64	46.71
"tcruzi-21031"	72.9	69.54
"tcruzi-2103439"	81.34	111.5
"tcruzi-210420"	73.19	71.93
"tcruzi-2104766"	202.48	236.48
"tcruzi-2104796"	196.75	174.63
"tcruzi-2105159"	89.67	62.18
"tcruzi-2107135"	42.06	45.19
"tcruzi-210755"	111.69	113.58
"tcruzi-2108370"	194.34	328.29
"tcruzi-2108865"	60.44	44.34
"tcruzi-2108925"	63.59	68.93
"tcruzi-2110107"	82.17	89.95
"tcruzi-2110728"	328.76	204.3
"tcruzi-2111365"	53.7	45.43
"tcruzi-2113592"	191.58	196.75
"tcruzi-2116871"	54.84	58.21
"tcruzi-2116891"	778.95	518.53
"tcruzi-2117979"	442.72	416.97
"tcruzi-2122439"	49.65	49.52
"tcruzi-2124577"	531.44	221.6
"tcruzi-2126107"	181.73	167.22
"tcruzi-2127130"	393.15	155.31
"tcruzi-2127327"	144	160.64
"tcruzi-2127764"	186.48	175.85
"tcruzi-2128434"	60.56	57.39
"tcruzi-2128759"	94.53	97.31
"tcruzi-2129008"	47.66	49.78
"tcruzi-2129358"	178.46	116.82
"tcruzi-2129395"	55.95	96.97
"tcruzi-2130902"	86.36	76.18
"tcruzi-2134057"	115.86	95.37
"tcruzi-2134771"	53.24	65.99
"tcruzi-2135571"	3499.26	2324.96
"tcruzi-2135592"	68.57	103.59
"tcruzi-2135718"	257.35	196.34
"tcruzi-2135719"	139.98	197.12
"tcruzi-2135720"	174.34	239.72
"tcruzi-2135721"	207.69	287.2
"tcruzi-2135727"	109.72	194.5
"tcruzi-2135842"	76.85	66.74
"tcruzi-2136080"	69.69	82.72
"tcruzi-2136315"	175.32	235.45
"tcruzi-2136687"	212.4	219.02
"tcruzi-2137578"	138.51	209.88
"tcruzi-2137686"	582.93	851.26
"tcruzi-2137746"	76.36	52.1
"tcruzi-2138124"	318.31	262.66
"tcruzi-2138774"	90.65	94.58
"tcruzi-2138904"	74.6	79.84
"tcruzi-2138932"	95.99	87.81
"tcruzi-2140691"	60.23	47.97
"tcruzi-2141424"	571.14	857.89
"tcruzi-2142430"	227.47	226.34
"tcruzi-2143640"	124.67	125.86
"tcruzi-2143808"	85.65	94.13
"tcruzi-2144371"	81.52	108.09
"tcruzi-2144583"	203.47	244.14
"tcruzi-2144867"	98.93	74.97
"tcruzi-2145600"	203.91	266
"tcruzi-2145603"	1681.72	498.16
"tcruzi-2145853"	125.11	150.67
"tcruzi-2147923"	127.7	178.19
"tcruzi-2150939"	139.85	123.99
"tcruzi-2152264"	305.2	128.86
"tcruzi-2153658"	62.58	76.85
"tcruzi-2154032"	116.12	167.96
"tcruzi-2154949"	65	98.72
"tcruzi-2155463"	122.23	90.63
"tcruzi-2157264"	184.13	295.79
"tcruzi-2157265"	163	248.61
"tcruzi-2157267"	153.39	229.46
"tcruzi-2160604"	726.08	899.68
"tcruzi-2161980"	113.27	169.01
