"Reporter Name"	"LE_NE_normalizedData_r1"	"LE_NE_normalizedData_r2"
"tcruzi-2161980"	77.48	69.57
"tcruzi-21625"	454.97	455.7
"tcruzi-2170091"	49.85	55.73
"tcruzi-2170429"	169.31	166.71
"tcruzi-2172881"	46.3	40.95
"tcruzi-2174300"	145.05	115.73
"tcruzi-2175519"	91.55	82.96
"tcruzi-2176176"	210.55	145.22
"tcruzi-2176552"	356.11	370.28
"tcruzi-2176553"	452.96	472.28
"tcruzi-2176554"	289.29	254.1
"tcruzi-2176555"	397.78	426.5
"tcruzi-2176556"	626.8	712.4
"tcruzi-2176557"	214.44	205.32
"tcruzi-2177050"	145.35	151.09
"tcruzi-2177500"	69.19	78.15
"tcruzi-2177889"	76.38	79.29
"tcruzi-217891"	109.64	109.7
"tcruzi-2180310"	263.16	290.19
"tcruzi-2180657"	76.61	65.19
"tcruzi-2181754"	164.76	208.49
"tcruzi-2182633"	121.23	155
"tcruzi-2183005"	96.36	102.61
"tcruzi-2184058"	42.53	40.48
"tcruzi-2185919"	152.82	95.2
"tcruzi-2187424"	119.26	127.42
"tcruzi-2187515"	213.72	201.07
"tcruzi-2187865"	77.64	74.13
"tcruzi-2188395"	137.15	139.2
"tcruzi-2190958"	88.13	85.56
"tcruzi-2191246"	55.75	49.94
"tcruzi-2191248"	82.56	70.68
"tcruzi-2192265"	61.01	69.83
"tcruzi-2192700"	5080.17	4611.87
"tcruzi-2193493"	693.17	764.17
"tcruzi-2193862"	90.15	78.87
"tcruzi-2196549"	51.19	54.57
"tcruzi-2196936"	286.54	302.23
"tcruzi-2198166"	173.45	196.34
"tcruzi-2198200"	292.02	298.82
"tcruzi-2198779"	82.21	73.78
"tcruzi-2199079"	225.15	173.45
"tcruzi-2199635"	123.61	117.89
"tcruzi-2199754"	113.3	131.57
"tcruzi-2202233"	212.25	201.6
"tcruzi-2202501"	208.14	201.88
"tcruzi-2202502"	200.9	207.54
"tcruzi-2202503"	170.92	129.53
"tcruzi-220259"	199.47	205.56
"tcruzi-2203388"	166.14	151.98
"tcruzi-2205495"	99.01	78.66
"tcruzi-2205715"	635.53	500.85
"tcruzi-2206866"	1942.2	2352.84
"tcruzi-2213317"	775.51	875.76
"tcruzi-2214464"	139.72	128.94
"tcruzi-2215700"	485.12	463.25
"tcruzi-2217759"	92.62	108.68
"tcruzi-2217977"	118.05	104.7
"tcruzi-2218148"	70.48	60.26
"tcruzi-2219427"	848.89	1034.01
"tcruzi-2219977"	206.45	195.84
"tcruzi-2219978"	213.91	183.22
"tcruzi-2220710"	130.85	190.7
"tcruzi-2221017"	528.07	444.67
"tcruzi-222222"	156.84	119.94
"tcruzi-22236"	550.32	395.61
"tcruzi-2224251"	224.46	226.64
"tcruzi-2224378"	137.6	120.9
"tcruzi-2227134"	147.59	141.06
"tcruzi-2227544"	323.55	382.52
"tcruzi-2227572"	81.6	95.9
"tcruzi-2227945"	73.33	76.69
"tcruzi-2231789"	55.95	67.21
"tcruzi-2235193"	78.87	102.84
"tcruzi-2235464"	854.57	778.95
"tcruzi-2237433"	357.79	292.4
"tcruzi-2237698"	86	102.21
"tcruzi-2238388"	56.44	57.24
"tcruzi-2238412"	168.92	180.71
"tcruzi-223855"	402.58	435.01
"tcruzi-223954"	103.34	95.68
"tcruzi-223973"	181.31	175.32
"tcruzi-2241375"	152.45	122.68
"tcruzi-2241485"	51.12	70.6
"tcruzi-22421"	195.11	172.45
"tcruzi-2243261"	53.21	59.2
"tcruzi-2244082"	43.03	49.58
"tcruzi-2244555"	65.03	64.41
"tcruzi-2244562"	98.4	86.4
"tcruzi-2245558"	274.12	262.86
"tcruzi-2247874"	114.61	106.83
"tcruzi-2248251"	410.25	540.13
"tcruzi-22486"	451.21	372.93
"tcruzi-2250233"	2963.33	3820.77
"tcruzi-2250349"	57.8	63.52
"tcruzi-2250450"	1648.13	1445.77
"tcruzi-2252754"	143.49	143.28
"tcruzi-2254626"	72.88	426.94
"tcruzi-2255082"	56.28	54.72
"tcruzi-2256731"	79.84	81.98
"tcruzi-2257025"	80.09	72.65
"tcruzi-2257207"	105.2	86.24
"tcruzi-2258700"	62.37	76.56
"tcruzi-2258979"	108.57	138.17
"tcruzi-2259631"	59.23	54.61
"tcruzi-225974"	46.41	42.86
"tcruzi-2261926"	166.24	164.84
"tcruzi-2266201"	196.21	176.88
"tcruzi-2266689"	291.18	327.37
"tcruzi-2267139"	92.34	91.38
"tcruzi-2268884"	57.71	56.82
"tcruzi-2269312"	49.72	46.84
"tcruzi-2270124"	53.93	48.71
"tcruzi-2270394"	60.28	56.01
"tcruzi-2272111"	60.32	89.88
"tcruzi-22732"	83.12	98.25
"tcruzi-2273770"	239.18	203.01
"tcruzi-2273947"	134.88	212.4
"tcruzi-2275122"	130.2	143.35
"tcruzi-2275554"	62.53	65.6
"tcruzi-2275941"	359.13	454.04
"tcruzi-2276219"	105.72	103.91
"tcruzi-2279196"	3323.6	3499.26
"tcruzi-2279613"	186.01	162.78
"tcruzi-2280367"	60.05	60
"tcruzi-2281830"	371.65	362.19
"tcruzi-2282105"	161.12	166.14
"tcruzi-2283040"	73.5	83.65
"tcruzi-2283330"	73.38	73.83
"tcruzi-2284503"	1537.28	1930.37
"tcruzi-2285042"	145.1	146.87
"tcruzi-2285782"	100.51	93.01
"tcruzi-2287211"	72.59	98.64
"tcruzi-2287228"	63.83	68.51
"tcruzi-2288363"	625.13	728
"tcruzi-2288637"	1067.23	988.39
"tcruzi-2288814"	238.76	256.91
"tcruzi-2289593"	122.11	163.08
"tcruzi-229055"	206.65	191.02
"tcruzi-229203"	45.89	41.39
"tcruzi-229248"	72.98	47.97
"tcruzi-2293232"	65.52	56.22
"tcruzi-2294678"	164.84	176.3
"tcruzi-2294769"	197.64	179.95
"tcruzi-2295311"	67.64	67.85
"tcruzi-229623"	147.23	161.12
"tcruzi-2296961"	135.11	124.88
"tcruzi-2299286"	171.2	182.07
"tcruzi-2299312"	159.48	178.85
"tcruzi-2301315"	198.68	207.69
"tcruzi-2301738"	124.11	104.38
"tcruzi-2303514"	51.9	51.65
"tcruzi-2303665"	97.2	90.79
"tcruzi-2304527"	4691.48	4801.9
"tcruzi-230518"	69.08	64.88
"tcruzi-23056"	67.88	71.71
"tcruzi-2307815"	81.27	82.56
"tcruzi-2307816"	50.65	61.01
"tcruzi-2310127"	620.99	730.3
"tcruzi-231078"	217.08	151.34
"tcruzi-2311733"	38.62	50.32
"tcruzi-2311845"	87.25	93.3
"tcruzi-2312442"	64.83	68.21
"tcruzi-2313366"	130.25	249.47
"tcruzi-2313542"	87.31	81.89
"tcruzi-2315109"	106.57	121.87
"tcruzi-2316235"	879.02	857.89
"tcruzi-2316649"	53.5	54.99
"tcruzi-2316946"	1794.11	2016
"tcruzi-2317502"	89.5	84.83
"tcruzi-2318412"	92.15	109.27
"tcruzi-2319671"	111	112.44
"tcruzi-2320091"	111.22	125
"tcruzi-2322954"	148.04	148.99
"tcruzi-2323777"	145.54	168.43
"tcruzi-2324600"	87.56	105.84
"tcruzi-23252"	83.78	80.5
"tcruzi-2327177"	155.31	172.14
"tcruzi-2328847"	40.68	34.33
"tcruzi-2329047"	106.34	129.14
"tcruzi-2329132"	75.79	74.71
"tcruzi-2330316"	83.21	91.5
"tcruzi-233077"	50.55	42.53
"tcruzi-233136"	51.54	50.51
"tcruzi-2332183"	101.39	92.85
"tcruzi-2332354"	123.84	118.51
"tcruzi-233240"	162.56	150.36
"tcruzi-2335809"	97.59	93.72
"tcruzi-2336569"	138.17	158.15
"tcruzi-2336645"	59.58	924.48
"tcruzi-2337081"	103.08	106.04
"tcruzi-2338604"	292.89	303.16
"tcruzi-234028"	54.78	76.1
"tcruzi-2340421"	225.46	190.84
"tcruzi-2341025"	82.29	82.45
"tcruzi-2341179"	68.64	61.24
"tcruzi-2341713"	68.98	70.99
"tcruzi-2342238"	120.01	121.69
"tcruzi-2346073"	122.61	114.08
"tcruzi-2346145"	170.32	196.87
"tcruzi-2346654"	420.75	525.53
"tcruzi-2347671"	1658.48	1672.63
"tcruzi-2347705"	217.42	292.02
"tcruzi-2349059"	79.48	75.67
"tcruzi-234997"	75	59.51
"tcruzi-235108"	107.37	105.94
"tcruzi-2351337"	124.62	139.91
"tcruzi-2351875"	103.59	101.96
"tcruzi-2352822"	69.15	60.87
"tcruzi-2352955"	169.01	178.19
"tcruzi-2354210"	720.56	606.58
"tcruzi-2356436"	138.3	132.01
"tcruzi-2358787"	68.3	85.02
"tcruzi-2361086"	65.94	65.72
"tcruzi-2361555"	48.37	54
"tcruzi-2361755"	356.8	383.34
"tcruzi-2364776"	3820.77	2963.33
"tcruzi-2365525"	76.56	70.06
"tcruzi-2365566"	288.19	333.24
"tcruzi-2366253"	118.78	122.68
"tcruzi-2369637"	201.6	220.4
"tcruzi-2369815"	63.42	45.31
"tcruzi-2370676"	55.12	64.16
"tcruzi-237241"	126.67	113.18
"tcruzi-2374197"	81.94	78.92
"tcruzi-2374199"	99.66	96.41
"tcruzi-2376403"	97.31	111.55
"tcruzi-2376504"	120.88	106.98
"tcruzi-2377187"	66.11	59.35
"tcruzi-2378066"	348.33	310.79
"tcruzi-2378352"	195.61	216.93
"tcruzi-2379397"	385.54	451.21
"tcruzi-237978"	146.28	122.05
"tcruzi-237979"	169.65	140.98
"tcruzi-2381715"	113.85	120.24
"tcruzi-2381730"	2168.93	2097.09
"tcruzi-2382370"	141.5	165.22
"tcruzi-2383464"	71.5	69.04
"tcruzi-2383942"	90.11	60.96
"tcruzi-2385019"	218.3	159.58
"tcruzi-2385210"	56.55	57.9
"tcruzi-2385549"	382.52	384.47
"tcruzi-238736"	63.1	58.42
"tcruzi-2387607"	51.97	62.37
"tcruzi-2387631"	109.54	124.43
"tcruzi-2388454"	126.92	133.09
"tcruzi-2388787"	86.72	74.64
"tcruzi-2390828"	45.37	50.55
"tcruzi-2393148"	111.69	112.1
"tcruzi-2395876"	1476.19	1952.13
"tcruzi-2396913"	192.67	173.1
"tcruzi-2397550"	223.69	367.98
"tcruzi-2398360"	161.79	181.55
"tcruzi-2399274"	72.88	75.8
"tcruzi-2400607"	59.35	61.24
"tcruzi-2403447"	347.33	480.45
"tcruzi-2403959"	127.1	132.94
"tcruzi-2404039"	67.75	65.28
"tcruzi-2404537"	248.61	190.17
"tcruzi-2404848"	78.54	80.38
"tcruzi-2406171"	70.23	62.27
"tcruzi-2408119"	112.02	107.17
"tcruzi-2408462"	86.11	71.8
"tcruzi-2408529"	137.21	127.88
"tcruzi-2408978"	161.91	152.49
"tcruzi-2410122"	64.76	77.18
"tcruzi-2410199"	107.68	117.02
"tcruzi-2412108"	184.34	212.56
"tcruzi-2413044"	183.62	138.61
"tcruzi-2414595"	141.22	165.47
"tcruzi-2416708"	101.65	103.3
"tcruzi-2417325"	57.29	62.95
"tcruzi-2418530"	167.39	148.52
"tcruzi-2418873"	1005.63	993.88
"tcruzi-2421948"	92.38	81.12
"tcruzi-2422307"	264.82	236.15
"tcruzi-2422858"	143.57	145.65
"tcruzi-2423643"	794.75	844.76
"tcruzi-2424368"	88.16	73.65
"tcruzi-2425138"	65.88	66.91
"tcruzi-2425165"	131.23	113.97
"tcruzi-2426358"	49	44.04
"tcruzi-2427516"	57.53	63.92
"tcruzi-2428353"	613.54	619.45
"tcruzi-2428376"	81.52	83.78
"tcruzi-2429145"	103.81	116.73
"tcruzi-242988"	142.23	168.29
"tcruzi-2432344"	255.35	243.71
"tcruzi-2432477"	114.88	91.87
"tcruzi-2433061"	61.31	55.12
"tcruzi-2433116"	34.33	60.21
"tcruzi-2433789"	3097.28	1597.23
"tcruzi-243494"	158.44	144.08
"tcruzi-2440169"	68.44	64.94
"tcruzi-244018"	14372.89	8419.55
"tcruzi-2440193"	328.29	328.76
"tcruzi-244401"	176.88	134.88
"tcruzi-245971"	73.29	94.51
"tcruzi-246252"	68.73	54.78
"tcruzi-246949"	138.51	145.54
"tcruzi-247051"	148.23	121.47
"tcruzi-248074"	95.92	86.11
"tcruzi-249151"	117.33	110.72
"tcruzi-249335"	118.05	106.67
"tcruzi-249811"	61.45	60.8
"tcruzi-250856"	94.92	92.78
"tcruzi-251241"	116.77	109.41
"tcruzi-253006"	134.3	113.41
"tcruzi-255964"	42.69	51.71
"tcruzi-256007"	68.68	96.31
"tcruzi-256008"	124.78	123.61
"tcruzi-256869"	136.39	106.52
"tcruzi-258313"	65.42	78.03
"tcruzi-258318"	96.78	112.28
"tcruzi-258364"	55.31	61.79
"tcruzi-260308"	111.47	110.05
"tcruzi-261430"	389.21	394.83
"tcruzi-261828"	72.52	70.86
"tcruzi-263400"	210.94	235.72
"tcruzi-264052"	171.6	186.9
"tcruzi-264415"	463.25	369.62
"tcruzi-266346"	101.06	119.77
"tcruzi-267196"	179.8	192.61
"tcruzi-267611"	322.38	438.12
"tcruzi-267775"	75.33	90.11
"tcruzi-268376"	96.85	102.26
"tcruzi-268794"	143.88	103.49
"tcruzi-270200"	70.68	74.77
"tcruzi-270223"	445.96	375.1
"tcruzi-272138"	105.32	95.1
"tcruzi-2759"	78.09	79.69
"tcruzi-277514"	4943.49	6072.49
"tcruzi-278362"	486.42	503.51
"tcruzi-279424"	112.1	114.08
"tcruzi-280704"	241.88	245.48
"tcruzi-281850"	126.11	120.8
"tcruzi-282436"	241.01	300.1
"tcruzi-282791"	58.21	61.38
"tcruzi-282971"	85.75	65.6
"tcruzi-283333"	88.49	66.28
"tcruzi-28344"	172	143.41
"tcruzi-283492"	231.85	239.72
"tcruzi-28355"	96.18	76.38
"tcruzi-286265"	178.05	195.61
"tcruzi-286748"	125.04	118.54
"tcruzi-286950"	138.24	143.21
"tcruzi-287527"	90.89	92.88
"tcruzi-29043"	13585.88	17015.45
"tcruzi-290694"	96.5	97.85
"tcruzi-291224"	121.47	129.96
"tcruzi-291485"	305.2	311.23
"tcruzi-292975"	99.69	116.02
"tcruzi-293135"	130.41	121.92
"tcruzi-293366"	270.46	211.66
"tcruzi-295883"	95	98.9
"tcruzi-2980"	74.56	54.67
"tcruzi-300253"	63.14	58.98
"tcruzi-301742"	96.08	66.78
"tcruzi-306505"	63.59	63.8
"tcruzi-306822"	91.6	74.86
"tcruzi-307143"	63.22	88.03
"tcruzi-308135"	161.25	120.45
"tcruzi-309611"	79.35	59.84
"tcruzi-310796"	397.21	432.83
"tcruzi-311603"	76.61	72.03
"tcruzi-312532"	84.73	64.76
"tcruzi-313446"	98.64	81.21
"tcruzi-313673"	162.18	179.8
"tcruzi-313725"	109.7	88.79
"tcruzi-314250"	9777.65	10344.94
"tcruzi-314552"	265.61	224.79
"tcruzi-315654"	4611.87	5080.17
"tcruzi-316056"	927.04	934.31
"tcruzi-317099"	595.72	690.59
"tcruzi-317102"	556.39	577.19
"tcruzi-317103"	574.66	682.66
"tcruzi-317138"	548.91	678.26
"tcruzi-317139"	328.76	321.94
"tcruzi-317140"	495.89	571.14
"tcruzi-317142"	584.25	543.46
"tcruzi-317143"	582.93	668.13
"tcruzi-317144"	440.04	485.12
"tcruzi-317147"	3010.07	3057.3
"tcruzi-317148"	668.13	755.22
"tcruzi-317149"	1413.68	1742.13
"tcruzi-317150"	1279.74	1294.77
"tcruzi-317278"	650.32	688.1
"tcruzi-317279"	526.71	516.47
"tcruzi-317280"	840.5	879.02
"tcruzi-317281"	557.79	483.68
"tcruzi-317282"	1300.58	1167.85
"tcruzi-317283"	201.88	185.67
"tcruzi-317560"	899.68	955.78
"tcruzi-318517"	2301.94	2773.1
"tcruzi-319786"	110.17	111.77
"tcruzi-320477"	210.37	203.3
"tcruzi-320998"	1021.56	1054.42
"tcruzi-322542"	79.71	82.17
"tcruzi-324278"	163.4	182.67
"tcruzi-324860"	317.11	413.22
"tcruzi-325766"	113.58	96.76
"tcruzi-327604"	62.2	64.45
"tcruzi-328667"	1054.42	752.22
"tcruzi-3292"	498.16	613.54
"tcruzi-329893"	82.24	85.09
"tcruzi-331489"	131.64	118.67
"tcruzi-331891"	209.99	183.36
"tcruzi-332433"	155.39	163.22
"tcruzi-332766"	135.01	142.55
"tcruzi-333623"	500.85	499.56
"tcruzi-33515"	105.47	100.78
"tcruzi-336373"	59.08	65.14
"tcruzi-337005"	1258.83	1575.89
"tcruzi-338805"	2870.4	2636.44
"tcruzi-340219"	1776.66	2118.56
"tcruzi-340885"	77.55	78.39
"tcruzi-342660"	89.05	88.47
"tcruzi-342847"	112.23	97.34
"tcruzi-342906"	158.15	179
"tcruzi-343249"	70.39	61.31
"tcruzi-344077"	269.23	269.23
"tcruzi-345179"	1558.03	1176.24
"tcruzi-345180"	376.35	291.76
"tcruzi-345181"	292.4	380.12
"tcruzi-345240"	212.08	195.46
"tcruzi-345297"	50.17	53.5
"tcruzi-345564"	73.65	83.16
"tcruzi-347883"	96.31	88.25
"tcruzi-348025"	71.56	78.19
"tcruzi-348287"	261.22	272.46
"tcruzi-349455"	3446.09	3323.6
"tcruzi-349467"	82.88	85.8
"tcruzi-349513"	66.45	74.49
"tcruzi-349669"	204.3	161.25
"tcruzi-351"	377.67	401.14
"tcruzi-351703"	728	641.51
"tcruzi-354442"	118.83	128.75
"tcruzi-354582"	41.66	39.7
"tcruzi-354604"	203.06	182.94
"tcruzi-356867"	128.51	129.72
"tcruzi-357781"	135.35	93.45
"tcruzi-358622"	94.71	94.29
"tcruzi-359000"	105.53	105.39
"tcruzi-361017"	111.16	118.99
"tcruzi-361879"	86.59	98.47
"tcruzi-362051"	76.99	82.62
"tcruzi-36290"	72.65	77.26
"tcruzi-363383"	41.39	44.45
"tcruzi-363530"	62.03	67.38
"tcruzi-363823"	168.22	189.35
"tcruzi-364501"	865.43	904.02
"tcruzi-365634"	94.13	90.19
"tcruzi-365933"	123.5	110.78
"tcruzi-367081"	1123.25	907.35
"tcruzi-367638"	139.06	153.21
"tcruzi-369504"	209.16	257.61
"tcruzi-369828"	129.3	127.36
"tcruzi-369970"	185.44	105.53
"tcruzi-371459"	68.51	68.6
"tcruzi-371493"	580.82	840.5
"tcruzi-372224"	170.23	124.65
"tcruzi-373636"	112.81	153.98
"tcruzi-37373"	871.67	745.08
"tcruzi-375533"	191.26	171.29
"tcruzi-376192"	247.41	220.25
"tcruzi-37894"	67.43	66.61
"tcruzi-379236"	61.14	52.78
"tcruzi-379764"	1014.84	1067.23
"tcruzi-380088"	153.05	144.88
"tcruzi-380091"	455.7	324.25
"tcruzi-380580"	228.94	223.99
"tcruzi-380760"	53.66	57.37
"tcruzi-381201"	76.1	71.28
"tcruzi-381260"	1975.54	2324.96
"tcruzi-381701"	65.37	56.75
"tcruzi-382653"	87.34	64.71
"tcruzi-382823"	176.99	216.18
"tcruzi-383087"	149.91	162.28
"tcruzi-383189"	124.88	115.23
"tcruzi-384286"	162.06	180.27
"tcruzi-385381"	571.14	425.09
"tcruzi-385873"	149.06	187.28
"tcruzi-387261"	309.29	270.77
"tcruzi-388922"	190.31	139.61
"tcruzi-389018"	151.98	151.63
"tcruzi-391010"	98.37	100.55
"tcruzi-391288"	85.56	73.78
"tcruzi-391522"	57.61	62.7
"tcruzi-39216"	92.11	74.9
"tcruzi-392291"	53.11	63.89
"tcruzi-392976"	77.87	80.32
"tcruzi-395301"	1265.15	1154.33
"tcruzi-397038"	185.82	138.83
"tcruzi-398112"	257.61	270.46
"tcruzi-39860"	585.55	531.44
"tcruzi-400658"	112.59	119.68
"tcruzi-400816"	77.34	76.17
"tcruzi-40101"	136.98	151.91
"tcruzi-403085"	102.72	98.32
"tcruzi-40353"	715.82	794.75
"tcruzi-40405"	231.08	210.73
"tcruzi-404784"	431.32	490.58
"tcruzi-406904"	102.26	92.08
"tcruzi-4076"	45.03	36.76
"tcruzi-407754"	73.92	91.55
"tcruzi-408612"	91.74	78.72
"tcruzi-408933"	142.55	142.34
"tcruzi-412569"	51.65	51.57
"tcruzi-412945"	658.81	769.84
"tcruzi-415751"	78.49	77.89
"tcruzi-415885"	65.62	50.37
"tcruzi-418371"	325.66	257.35
"tcruzi-419128"	84.66	72.42
"tcruzi-423599"	97.34	117.48
"tcruzi-423636"	253.38	199.32
"tcruzi-424132"	778.95	848.89
"tcruzi-42465"	179	215.79
"tcruzi-425456"	65.5	68.17
"tcruzi-425507"	101.77	106.59
"tcruzi-426565"	43.82	46.09
"tcruzi-426582"	128.32	126.92
"tcruzi-428450"	95.29	94.9
"tcruzi-431111"	94.56	85.94
"tcruzi-433165"	95.05	99.62
"tcruzi-434798"	71.09	75.71
"tcruzi-436760"	115.73	148.59
"tcruzi-43795"	252.64	334.66
"tcruzi-438343"	75.56	70.06
"tcruzi-43847"	154.75	149.83
"tcruzi-438589"	109.91	87.7
"tcruzi-438853"	103.96	100.66
"tcruzi-439416"	226.64	178.46
"tcruzi-440301"	193.13	185.82
"tcruzi-441154"	116.92	127.59
"tcruzi-442077"	148.52	144.98
"tcruzi-442775"	84.9	71.56
"tcruzi-443846"	546.19	569.51
"tcruzi-445326"	47.73	52.62
"tcruzi-447214"	156.01	169.31
"tcruzi-447346"	58.7	79.64
"tcruzi-448312"	173.59	161.74
"tcruzi-450272"	175.41	183.06
"tcruzi-45055"	106.22	103.53
"tcruzi-45274"	251.13	236.48
"tcruzi-453379"	93.5	79.1
"tcruzi-454281"	156.33	174.83
"tcruzi-456082"	191.51	189.47
"tcruzi-459822"	12759.28	14372.89
"tcruzi-46089"	100.21	115.86
"tcruzi-462047"	61.22	69.69
"tcruzi-462951"	875.76	1216.6
"tcruzi-464026"	95.37	112.67
"tcruzi-464774"	68.07	59.68
"tcruzi-465191"	104.13	115.08
"tcruzi-465647"	147.85	133.43
"tcruzi-467386"	318.31	326.24
"tcruzi-468191"	128.58	134.79
"tcruzi-468305"	362.19	250.55
"tcruzi-468986"	601.8	704.98
"tcruzi-469164"	126.21	136.74
"tcruzi-469561"	118.87	101.87
"tcruzi-469996"	102.21	93.25
"tcruzi-470751"	76.92	69.49
"tcruzi-470944"	154.13	136.79
"tcruzi-471512"	94.16	85.67
"tcruzi-473384"	58.53	46.41
"tcruzi-473479"	277.13	370.97
"tcruzi-47363"	1041.43	1097.81
"tcruzi-47364"	1034.01	871.67
"tcruzi-47365"	752.22	789.44
"tcruzi-47367"	663.67	661.16
"tcruzi-47368"	589.01	630.17
"tcruzi-47379"	833.75	740.48
"tcruzi-475171"	184.72	152.59
"tcruzi-480414"	157.38	135.97
"tcruzi-480672"	136.47	167.31
"tcruzi-481792"	58	56.9
"tcruzi-485109"	61.69	55.76
"tcruzi-48560"	257.35	260.14
"tcruzi-490325"	82.5	62.22
"tcruzi-490618"	50.26	49.41
"tcruzi-491185"	106.13	99.31
"tcruzi-491214"	80.75	81.03
"tcruzi-491452"	786.1	851.26
"tcruzi-491639"	552.81	532.8
"tcruzi-491641"	417.63	617.64
"tcruzi-491642"	690.59	634.24
"tcruzi-491647"	503.51	421.88
"tcruzi-491672"	531.44	523.42
"tcruzi-491710"	467.06	458.29
"tcruzi-491711"	532.8	550.32
"tcruzi-491724"	2380.84	2545.87
"tcruzi-492507"	225.88	215.57
"tcruzi-493359"	60.62	70.39
"tcruzi-493503"	100.06	104.24
"tcruzi-496904"	79.68	91.82
"tcruzi-49733"	80.41	77.98
"tcruzi-49734"	147.11	171.83
"tcruzi-498810"	58.08	57.1
"tcruzi-49967"	94.45	94.79
"tcruzi-50169"	188.36	179.14
"tcruzi-504094"	605.34	528.07
"tcruzi-505362"	208.98	211.39
"tcruzi-507007"	188.21	173.88
"tcruzi-507069"	498.79	580.82
"tcruzi-508286"	962.47	1026.15
"tcruzi-508548"	120.65	132.45
"tcruzi-508913"	2146.45	2131.06
"tcruzi-510466"	80.82	77.61
"tcruzi-510708"	68.25	74.27
"tcruzi-515028"	72.45	92.04
"tcruzi-515064"	85.06	96.08
"tcruzi-516497"	72.78	91.6
"tcruzi-517856"	132.83	128.41
"tcruzi-519979"	122.17	94.83
"tcruzi-520979"	643.07	495.89
"tcruzi-520981"	688.1	827.51
"tcruzi-520982"	353.91	465.53
"tcruzi-522243"	976.54	927.04
"tcruzi-523225"	203.66	218.55
"tcruzi-525159"	1026.15	1049.82
"tcruzi-52591"	339.25	384.89
"tcruzi-52708"	67.8	69.15
"tcruzi-528887"	121.15	118.38
"tcruzi-530566"	200.12	194.66
"tcruzi-530783"	802.91	854.57
"tcruzi-530784"	179.51	193.92
"tcruzi-530932"	88.57	95.4
"tcruzi-531613"	47.05	53.59
"tcruzi-532688"	129.96	122.34
"tcruzi-532880"	300.77	274.97
"tcruzi-53523"	175.22	176.99
"tcruzi-537813"	81.77	77.08
"tcruzi-53827"	46.81	39.88
"tcruzi-539417"	127.79	121.97
"tcruzi-540384"	80.91	85.13
"tcruzi-54198"	375.62	335.06
"tcruzi-5424"	351.98	329.63
"tcruzi-542650"	120.95	122.61
"tcruzi-542992"	80.16	72.08
"tcruzi-543690"	295.05	250.05
"tcruzi-544038"	310.21	295.4
"tcruzi-544268"	432.83	445.96
"tcruzi-544602"	124.43	127.93
"tcruzi-544987"	454.04	357.79
"tcruzi-545560"	149.63	171.2
"tcruzi-547106"	51.03	58.39
"tcruzi-547440"	62.1	65.92
"tcruzi-55058"	192.56	194.72
"tcruzi-551394"	58.39	62.43
"tcruzi-551918"	72.14	58.01
"tcruzi-553195"	83.4	76.34
"tcruzi-553524"	100.39	107.03
"tcruzi-554259"	70.33	69.79
"tcruzi-554406"	186.39	246.78
"tcruzi-554736"	77.98	74.58
"tcruzi-555434"	57.24	59.14
"tcruzi-555845"	111.11	58.85
"tcruzi-558143"	153.28	145.78
"tcruzi-561038"	118.73	147.59
"tcruzi-56112"	169.15	158.62
"tcruzi-561297"	83.62	79.02
"tcruzi-561864"	132.77	146.18
"tcruzi-562187"	94.29	94.97
"tcruzi-56254"	1445.77	1380.69
"tcruzi-565792"	242.67	259.21
"tcruzi-567601"	177.9	259.9
"tcruzi-567738"	178.85	146.55
"tcruzi-568393"	308.39	309.81
"tcruzi-570165"	1681.72	2045.32
"tcruzi-572435"	68.77	56.44
"tcruzi-574963"	58.14	75.26
"tcruzi-575796"	75.09	81.41
"tcruzi-575800"	796.65	865.43
"tcruzi-576045"	135.74	75
"tcruzi-576835"	267.69	380.64
"tcruzi-577434"	122.23	113.72
"tcruzi-577456"	907.35	884.49
"tcruzi-578766"	127.7	158.24
"tcruzi-579053"	134.63	123.09
"tcruzi-579132"	861.68	786.1
"tcruzi-579265"	140.55	87.7
"tcruzi-579521"	340.8	295.79
"tcruzi-579522"	199.09	203.1
"tcruzi-579557"	196.34	197.5
"tcruzi-579562"	330.82	331.99
"tcruzi-579563"	280.85	267.3
"tcruzi-579737"	167.22	128.41
"tcruzi-579777"	238.41	228.34
"tcruzi-579975"	217.87	210.55
"tcruzi-579976"	309.81	280.63
"tcruzi-580623"	192.4	147.5
"tcruzi-58173"	298.82	229.46
"tcruzi-583217"	88.03	114.19
"tcruzi-58355"	166.34	118.08
"tcruzi-584814"	83.81	71.42
"tcruzi-584833"	99.13	100.34
"tcruzi-585970"	55.53	60.87
"tcruzi-587694"	59.46	64.5
"tcruzi-587811"	97.03	93.18
"tcruzi-588332"	86.24	87.5
"tcruzi-588625"	99.72	113.24
"tcruzi-589049"	138.4	78.3
"tcruzi-589178"	129.55	132.37
"tcruzi-590219"	79.43	72.59
"tcruzi-590383"	65.78	78.92
"tcruzi-593291"	1337.83	1516.79
"tcruzi-593486"	104.66	81.98
"tcruzi-595207"	63.8	55.86
"tcruzi-59587"	254.34	247.51
"tcruzi-596600"	220.25	238.41
"tcruzi-596826"	190.77	217.08
"tcruzi-596993"	105.39	96.8
"tcruzi-597083"	140.46	107.37
"tcruzi-597320"	133.2	153.8
"tcruzi-598166"	1097.81	782.85
"tcruzi-599126"	806.61	892.52
