"Reporter Name"	"LE_NE_normalizedData_r1"	"LE_NE_normalizedData_r2"
"tcruzi-1049457"	156.94	133.16
"tcruzi-1049459"	126.53	148.33
"tcruzi-1049460"	135.58	156.46
"tcruzi-1049681"	92.46	80.46
"tcruzi-1050192"	182.19	160.38
"tcruzi-1051382"	102.39	107.88
"tcruzi-1051383"	112.47	103.86
"tcruzi-1052163"	125.8	148.7
"tcruzi-1052389"	66.61	55.19
"tcruzi-105242"	83.33	80.01
"tcruzi-105243"	91.04	99.43
"tcruzi-1052963"	521.72	437.37
"tcruzi-1053839"	127.39	158.37
"tcruzi-1054268"	45.37	62.47
"tcruzi-1054795"	113.62	143.04
"tcruzi-1055054"	544.72	589.01
"tcruzi-1056572"	228.11	214.84
"tcruzi-1057758"	193.43	210.21
"tcruzi-1058975"	95.75	103.34
"tcruzi-1061624"	263.78	286.54
"tcruzi-1062107"	107.75	157.34
"tcruzi-1063180"	223.37	218.04
"tcruzi-1064975"	235.72	279.9
"tcruzi-1065373"	105.69	106.08
"tcruzi-1066149"	300.1	212.25
"tcruzi-1067527"	55.89	53.81
"tcruzi-1068774"	262.43	245.24
"tcruzi-1070351"	93.99	91.41
"tcruzi-1070949"	202.85	158.5
"tcruzi-1071550"	452.26	183.77
"tcruzi-1071635"	116.73	112.92
"tcruzi-1071656"	108.52	82.37
"tcruzi-1072899"	1344.02	1163.33
"tcruzi-1073178"	98.3	102.39
"tcruzi-1074762"	61.88	101.72
"tcruzi-1076155"	66.3	72.94
"tcruzi-1076960"	519.83	443.82
"tcruzi-1078204"	118.21	129.66
"tcruzi-1079213"	102.08	104.74
"tcruzi-1079805"	84.97	90.36
"tcruzi-1080234"	70.65	69.08
"tcruzi-1080657"	274.46	266.97
"tcruzi-108500"	69.76	63.07
"tcruzi-1086010"	71	73.13
"tcruzi-1087087"	109.21	116.68
"tcruzi-1087996"	102.44	95.36
"tcruzi-1090931"	127.93	113.62
"tcruzi-1092031"	117.38	101.02
"tcruzi-1092553"	695.37	645.59
"tcruzi-1093214"	153.21	130.54
"tcruzi-1093470"	78.2	92.5
"tcruzi-1094580"	107.79	94.45
"tcruzi-1096133"	387.23	404.26
"tcruzi-1096643"	67.6	51.94
"tcruzi-1097013"	176.74	172.69
"tcruzi-1097783"	74.33	72.98
"tcruzi-1102488"	821.09	931.05
"tcruzi-1107248"	150	193.13
"tcruzi-1107505"	62.47	58.57
"tcruzi-1107684"	94.66	98.77
"tcruzi-1108412"	271.68	262.54
"tcruzi-1109106"	84.63	102.68
"tcruzi-1109336"	66.19	67.8
"tcruzi-1109400"	74.97	98.19
"tcruzi-1109936"	44.56	47.13
"tcruzi-1110036"	308.87	281.68
"tcruzi-1112773"	123.9	121.29
"tcruzi-1114448"	71.09	79.16
"tcruzi-1114850"	740.48	710.17
"tcruzi-1114852"	678.26	640.4
"tcruzi-1114868"	844.76	582.93
"tcruzi-1116183"	59.97	59.9
"tcruzi-1116761"	49.09	61.18
"tcruzi-1117091"	69.4	70.95
"tcruzi-1118377"	270.04	242.08
"tcruzi-1119706"	77.51	84.93
"tcruzi-1120174"	47.97	45.19
"tcruzi-1120683"	1163.33	920.98
"tcruzi-1120684"	203.82	241.01
"tcruzi-1120884"	95.56	123.19
"tcruzi-1122368"	170.44	147.01
"tcruzi-1123831"	82.41	89.99
"tcruzi-1124337"	115.34	133.37
"tcruzi-1124347"	125.45	108.4
"tcruzi-1125238"	110.95	114.75
"tcruzi-1125763"	177.36	181.91
"tcruzi-1126563"	73.62	74.52
"tcruzi-1127742"	48.62	48.53
"tcruzi-1127972"	381.21	327.73
"tcruzi-1128134"	50.03	44.77
"tcruzi-11286"	108.4	118.43
"tcruzi-113085"	57.17	54.49
"tcruzi-1133715"	56.22	54.24
"tcruzi-1134348"	60.96	74.33
"tcruzi-1136523"	117.53	139.72
"tcruzi-1137500"	37.56	43.35
"tcruzi-1137590"	136.03	125.65
"tcruzi-1138516"	94.24	89.82
"tcruzi-113872"	233.38	159.21
"tcruzi-1139032"	2324.96	2253.43
"tcruzi-1139259"	331.51	303.64
"tcruzi-1139683"	52.1	51.12
"tcruzi-1143483"	628.91	577.19
"tcruzi-1144556"	84.22	91.3
"tcruzi-1144643"	60.66	62.9
"tcruzi-1145281"	6379.96	5894.16
"tcruzi-1145746"	62.58	67.21
"tcruzi-1146618"	58.17	54.31
"tcruzi-1147006"	4050.14	4396.38
"tcruzi-1147752"	338.89	291.18
"tcruzi-1148892"	136.53	100.98
"tcruzi-1148997"	272.46	272.79
"tcruzi-1149067"	208.8	182.38
"tcruzi-11494"	1528.52	1537.28
"tcruzi-1150857"	100.45	93.87
"tcruzi-1151645"	4119.55	4500.9
"tcruzi-1152294"	2577.69	2797.8
"tcruzi-1153790"	80.99	76.14
"tcruzi-1154199"	154.43	173.65
"tcruzi-115598"	182.94	198.68
"tcruzi-1156021"	99.95	84.83
"tcruzi-1157570"	53.86	52.14
"tcruzi-1157822"	49.29	50.93
"tcruzi-1158841"	67.01	65.24
"tcruzi-1163050"	47.26	51.03
"tcruzi-1163963"	60.16	55.86
"tcruzi-1165792"	74.66	62.1
"tcruzi-1165897"	89.99	84.07
"tcruzi-1166423"	188.9	178.05
"tcruzi-1168352"	56.14	64
"tcruzi-11689"	230.75	237.66
"tcruzi-11690"	312.24	337.77
"tcruzi-1169433"	49.94	50.75
"tcruzi-1170160"	79.02	72.52
"tcruzi-117097"	63.66	61.69
"tcruzi-1171358"	102.82	116.6
"tcruzi-1172245"	98.08	107.26
"tcruzi-1172744"	54.67	56.39
"tcruzi-1174014"	153.8	141.44
"tcruzi-11758"	101.87	139.98
"tcruzi-1175905"	51.54	42.26
"tcruzi-1176260"	144.19	134.94
"tcruzi-1176263"	46.87	48.06
"tcruzi-1176294"	2416.18	1413.68
"tcruzi-1176545"	118.57	106.34
"tcruzi-1177409"	118.96	125.18
"tcruzi-1177668"	384.89	331.51
"tcruzi-1178140"	85.48	78.21
"tcruzi-1179174"	65.99	90.15
"tcruzi-1179733"	66.76	87.29
"tcruzi-1180613"	85.39	70.48
"tcruzi-118238"	158.96	166.43
"tcruzi-11840"	67.12	77.55
"tcruzi-1184334"	81.37	83.44
"tcruzi-1184353"	134.57	115.42
"tcruzi-118568"	109.44	99.69
"tcruzi-1187154"	95.1	79.78
"tcruzi-1187756"	112.92	121.23
"tcruzi-1187989"	220.63	208.14
"tcruzi-1189130"	164.61	175.97
"tcruzi-1189287"	144.69	145.65
"tcruzi-1190556"	84.85	61.6
"tcruzi-1190754"	156.46	186.01
"tcruzi-1190942"	60.09	57.53
"tcruzi-1191312"	157.75	200.9
"tcruzi-1191745"	49.65	49.78
"tcruzi-1192382"	182.67	366.42
"tcruzi-1192513"	180.71	248.61
"tcruzi-1192644"	55.61	56.09
"tcruzi-1192731"	91.47	77.23
"tcruzi-1192920"	189.66	130.85
"tcruzi-1192981"	111.96	118.15
"tcruzi-1193421"	222.29	285.44
"tcruzi-1194306"	58.74	43.95
"tcruzi-1195256"	172.14	154.75
"tcruzi-1195808"	2097.09	1695.51
"tcruzi-1196444"	158.24	145.96
"tcruzi-1197917"	67.54	61.05
"tcruzi-1197981"	430.41	301.34
"tcruzi-1198163"	88.17	90.71
"tcruzi-1198849"	166.8	183.62
"tcruzi-1199723"	56.71	46.95
"tcruzi-1200640"	108.15	134.57
"tcruzi-1200824"	136.9	130.41
"tcruzi-1201746"	423.58	461.3
"tcruzi-1202762"	223.23	191.65
"tcruzi-120514"	171.06	204.3
"tcruzi-1206903"	313.45	163.49
"tcruzi-1209182"	102.95	96.46
"tcruzi-120983"	123.78	131.03
"tcruzi-121239"	107.98	123.78
"tcruzi-1212584"	112.99	131.32
"tcruzi-1212683"	58.9	49.2
"tcruzi-1213286"	194.2	244.35
"tcruzi-1214110"	132.5	111.86
"tcruzi-1215459"	144.98	113.35
"tcruzi-1216709"	57.35	57.41
"tcruzi-1217211"	117.23	129.89
"tcruzi-1217691"	95.99	97.46
"tcruzi-1218001"	419.16	320.92
"tcruzi-1218699"	125.92	120.33
"tcruzi-1221039"	158.69	155.19
"tcruzi-1221453"	126.84	114.95
"tcruzi-122201"	185.3	169.43
"tcruzi-1222478"	237.66	246.01
"tcruzi-1222568"	65.94	66.66
"tcruzi-1223214"	1606.43	1355.75
"tcruzi-1226275"	461.3	378.7
"tcruzi-1226870"	72	71.49
"tcruzi-1227315"	62.75	65.76
"tcruzi-1227945"	93.72	110.64
"tcruzi-1228944"	7230.82	6626.94
"tcruzi-1229058"	49.58	52.97
"tcruzi-1229860"	53.38	52.32
"tcruzi-1229872"	239.72	249.03
"tcruzi-1230022"	60.8	64.32
"tcruzi-1230280"	116.02	111.47
"tcruzi-1230668"	86.54	96.18
"tcruzi-1230871"	338.28	323.55
"tcruzi-123203"	426.94	376.35
"tcruzi-123204"	337.77	315.85
"tcruzi-123205"	235.45	254.83
"tcruzi-123206"	428.05	410.25
"tcruzi-1232450"	114.81	104.84
"tcruzi-1234147"	99.2	109.49
"tcruzi-1234542"	146.67	131.51
"tcruzi-1234811"	98.93	104.99
"tcruzi-1235803"	339.93	394.08
"tcruzi-1236908"	173.1	75.58
"tcruzi-1238827"	86.3	79.4
"tcruzi-1239381"	63.89	58.15
"tcruzi-1239612"	399.62	339.93
"tcruzi-1239848"	92.67	87.08
"tcruzi-124046"	66.68	69.76
"tcruzi-1241470"	67.72	70.32
"tcruzi-1241966"	52.32	53.04
"tcruzi-1242647"	89.62	95.75
"tcruzi-1243069"	137.82	125.36
"tcruzi-1243615"	196.87	208.26
"tcruzi-124383"	345.52	379.49
"tcruzi-124386"	415.86	419.16
"tcruzi-124387"	479.1	529.46
"tcruzi-124388"	547.46	662.58
"tcruzi-1243975"	110.07	95.46
"tcruzi-1244599"	172.96	156.38
"tcruzi-1247463"	49.78	49.52
"tcruzi-1249624"	134.07	153.9
"tcruzi-1250409"	301.71	306.44
"tcruzi-1250642"	283.45	299.06
"tcruzi-125141"	370.28	475.7
"tcruzi-125142"	422.53	456.79
"tcruzi-125143"	301.34	390.11
"tcruzi-1252129"	72.82	78.25
"tcruzi-1253172"	93.07	96.99
"tcruzi-1254480"	59.46	61.52
"tcruzi-1254712"	159.4	131.83
"tcruzi-1256061"	145.78	168.8
"tcruzi-1257101"	92.57	91.77
"tcruzi-1257972"	266.97	225.46
"tcruzi-1258493"	61.84	58.7
"tcruzi-1259796"	108.32	130.33
"tcruzi-1261085"	46.16	55.05
"tcruzi-1261129"	96.65	94.34
"tcruzi-1261667"	250.55	240.03
"tcruzi-1262973"	656.62	625.13
"tcruzi-1263935"	74.71	78.63
"tcruzi-1264424"	525.53	506.02
"tcruzi-1265106"	57.67	55.65
"tcruzi-1265968"	84.43	65.45
"tcruzi-1266173"	54.45	57.98
"tcruzi-1266948"	127.15	135.23
"tcruzi-1270797"	88.25	101.82
"tcruzi-127114"	118.67	123.5
"tcruzi-1271516"	279.28	225.88
"tcruzi-1271528"	110.45	106.27
"tcruzi-1271532"	182.84	109.58
"tcruzi-1274094"	75.13	79.06
"tcruzi-1276327"	50.37	54.38
"tcruzi-1276448"	335.06	239.44
"tcruzi-127678"	96.21	96.36
"tcruzi-1277039"	79.54	58.15
"tcruzi-1277130"	48.2	38.22
"tcruzi-1277600"	69.87	67.64
"tcruzi-1278580"	60.52	61.84
"tcruzi-1278741"	41.16	44.93
"tcruzi-1278979"	569.51	597.87
"tcruzi-1279756"	326.99	289.29
"tcruzi-1280987"	51.71	52.78
"tcruzi-1281860"	100.81	73.26
"tcruzi-1281920"	81.69	72.17
"tcruzi-1282955"	67.07	73.58
"tcruzi-1284444"	10344.94	8808.65
"tcruzi-128643"	118.25	124.57
"tcruzi-1287344"	93.93	95.56
"tcruzi-1288694"	65.24	85.06
"tcruzi-1292427"	39.88	48.37
"tcruzi-1292865"	481.64	469
"tcruzi-1294248"	122.04	133.25
"tcruzi-129431"	97.49	92.34
"tcruzi-1294435"	146.9	119.85
"tcruzi-1295819"	66.57	79.48
"tcruzi-1298179"	3753.96	3874.66
"tcruzi-12984"	216.18	208.8
"tcruzi-1298685"	279.9	428.99
"tcruzi-1299631"	139.2	169.55
"tcruzi-1300801"	409.52	599.4
"tcruzi-130353"	116.07	117.18
"tcruzi-1305035"	97.87	100.19
"tcruzi-1306960"	61.05	65.32
"tcruzi-1307469"	160.43	168.92
"tcruzi-130759"	146.78	142.03
"tcruzi-1307844"	433.84	468.14
"tcruzi-1308401"	47.66	48.89
"tcruzi-1308585"	74.17	60.66
"tcruzi-130911"	97.67	116.77
"tcruzi-1310689"	65.78	66.82
"tcruzi-1311448"	130.92	130.12
"tcruzi-1311716"	51.29	46.3
"tcruzi-1312139"	126.75	115.5
"tcruzi-1312666"	224.24	262.15
"tcruzi-1313268"	72.14	67.96
"tcruzi-1313404"	226.34	222.93
"tcruzi-1319429"	88.83	76.63
"tcruzi-131949"	1597.23	1584.89
"tcruzi-1319580"	156.74	135.58
"tcruzi-1319598"	167.31	142.14
"tcruzi-1319606"	183.53	159.4
"tcruzi-1320250"	78.7	74.17
"tcruzi-1322862"	94.38	114.43
"tcruzi-1323048"	149.35	140.82
"tcruzi-1323058"	104.08	114.81
"tcruzi-1323757"	83.07	87.18
"tcruzi-1324265"	66.53	69.98
"tcruzi-1324289"	380.12	447.99
"tcruzi-1324595"	69.4	82.45
"tcruzi-132480"	201.31	198.2
"tcruzi-132523"	2083.01	1728.22
"tcruzi-132526"	1111.52	814
"tcruzi-132532"	1093	1111.52
"tcruzi-1326243"	78.94	83.86
"tcruzi-1326876"	130.75	124.38
"tcruzi-1327786"	680.28	638.15
"tcruzi-1328347"	111.38	132.1
"tcruzi-1329365"	151.24	169.89
"tcruzi-1330047"	127.29	118.96
"tcruzi-1330781"	69.69	78.7
"tcruzi-1330850"	202.31	233.05
"tcruzi-1332497"	971.8	1133.5
"tcruzi-1333923"	80.32	86.81
"tcruzi-1334516"	117.66	108.35
"tcruzi-1334780"	266	226.84
"tcruzi-1336506"	171.83	167.22
"tcruzi-1338066"	85.7	102.29
"tcruzi-1339411"	209.88	253.38
"tcruzi-1340521"	156.17	134.02
"tcruzi-1340890"	237.34	249.75
"tcruzi-1341410"	213.5	185.44
"tcruzi-1342593"	112.41	137.96
"tcruzi-1343047"	384.47	360.88
"tcruzi-1346495"	165.66	135.81
"tcruzi-1350841"	2590.07	2709.07
"tcruzi-1351842"	62.22	67.31
"tcruzi-1353190"	353.19	342.79
"tcruzi-1353435"	73.82	82.88
"tcruzi-1354706"	85.51	89.6
"tcruzi-1355703"	54.84	53.18
"tcruzi-1356136"	410.83	399.62
"tcruzi-1357165"	259.9	320.34
"tcruzi-1357383"	160.72	204.01
"tcruzi-1357584"	109.27	108.57
"tcruzi-135812"	163.95	164.96
"tcruzi-1358773"	73.87	58.79
"tcruzi-1360905"	70.95	80.62
"tcruzi-1361764"	102.52	107.79
"tcruzi-1362843"	128.75	98.53
"tcruzi-1364002"	128.39	146.05
"tcruzi-1364284"	283.15	195.25
"tcruzi-1364901"	89	94.74
"tcruzi-1365246"	308.09	388.42
"tcruzi-1365986"	225.65	168.56
"tcruzi-1366529"	438.94	423.23
"tcruzi-1367500"	186.99	180.27
"tcruzi-1368041"	125.18	134.63
"tcruzi-1370289"	108.35	92.95
"tcruzi-1371050"	63.71	60.16
"tcruzi-1373329"	66.96	58.9
"tcruzi-1374160"	1672.63	1794.11
"tcruzi-1376288"	193.92	188.21
"tcruzi-1377822"	206.85	199.96
"tcruzi-1383389"	90.56	94.41
"tcruzi-138438"	256.91	266.6
"tcruzi-1386086"	94.56	101.65
"tcruzi-1386719"	178.34	200.69
"tcruzi-1387472"	117.02	123.38
"tcruzi-1389417"	93.15	88.17
"tcruzi-1389673"	327.37	351.41
"tcruzi-1390510"	158.62	131.72
"tcruzi-13922"	64.09	69.24
"tcruzi-1393604"	244.14	211.55
"tcruzi-1394556"	232.59	167.14
"tcruzi-1394674"	97.83	83.7
"tcruzi-1395641"	100.12	109.01
"tcruzi-1395762"	275.78	283.98
"tcruzi-1396021"	167.07	150.97
"tcruzi-1396171"	87.75	89.78
"tcruzi-1396233"	321.94	240.44
"tcruzi-1396750"	73.48	62.03
"tcruzi-1398460"	76.3	97.41
"tcruzi-1399442"	87.08	71.13
"tcruzi-1400729"	306.92	324.77
"tcruzi-1400992"	125.61	115.16
"tcruzi-1401389"	97.26	78.97
"tcruzi-1402662"	86.3	98.29
"tcruzi-1403720"	223.69	176.74
"tcruzi-1405130"	101.52	100.3
"tcruzi-1405252"	73.58	76.81
"tcruzi-1405779"	6072.49	6379.96
"tcruzi-140721"	159.21	177.58
"tcruzi-1407669"	44.77	50.17
"tcruzi-1407880"	86.75	83.08
"tcruzi-1408592"	194.89	204.7
"tcruzi-1408867"	132.45	152.82
"tcruzi-1410550"	48.46	69.72
"tcruzi-1411187"	133.37	150.26
"tcruzi-1411767"	86.94	83.22
"tcruzi-1412478"	88.65	82.53
"tcruzi-1413309"	182.44	220.63
"tcruzi-1416932"	223.99	220.85
"tcruzi-1417053"	4288.09	4194.06
"tcruzi-1417373"	118.38	124.78
"tcruzi-1418150"	152.52	184.13
"tcruzi-1418570"	78.9	84.49
"tcruzi-1418630"	117.12	134.5
"tcruzi-1419073"	151.09	149.74
"tcruzi-1420027"	118.57	117.06
"tcruzi-1420365"	98.77	59.39
"tcruzi-1420474"	360.21	309.29
"tcruzi-1424785"	157.71	163.6
"tcruzi-1425690"	418.36	402.58
"tcruzi-142587"	56.95	51.74
"tcruzi-1426609"	102.82	101.15
"tcruzi-1426769"	58.33	73.94
"tcruzi-1426779"	78.58	84.53
"tcruzi-1427951"	145.65	99.38
"tcruzi-1428469"	141.77	143.04
"tcruzi-1428927"	150.55	150.55
"tcruzi-1429460"	127.65	148.23
"tcruzi-1429642"	155.82	126.84
"tcruzi-1430085"	257.86	231.36
"tcruzi-1430128"	74.9	76.3
"tcruzi-1430632"	2486.84	1860.5
"tcruzi-1431541"	214.63	270.04
"tcruzi-1431582"	92.5	90.63
"tcruzi-1431796"	130.33	99.01
"tcruzi-143278"	110.37	106.4
"tcruzi-1432852"	43.54	53.38
"tcruzi-1433332"	46.03	42.69
"tcruzi-1433478"	119.94	135.67
"tcruzi-143626"	311.87	349.34
"tcruzi-1436785"	8100.96	8100.96
"tcruzi-1437374"	276.12	282.72
"tcruzi-1438824"	561.05	562.31
"tcruzi-1440435"	83.7	81.81
"tcruzi-1441863"	83.88	94.38
"tcruzi-1442883"	85.62	68.93
"tcruzi-1443398"	233.83	227.64
"tcruzi-1443565"	93.18	95.05
"tcruzi-1443785"	104.8	86.72
"tcruzi-1443818"	55.19	41.66
"tcruzi-1444121"	113.18	106.45
"tcruzi-1444780"	374.09	417.63
"tcruzi-1444781"	240.03	264.39
"tcruzi-1444870"	170.69	174.34
"tcruzi-1445056"	166.54	168.1
"tcruzi-1445395"	69.01	63.66
"tcruzi-1446936"	65.59	61.46
"tcruzi-1447715"	106.04	108.73
"tcruzi-1448352"	99.43	117.71
"tcruzi-1448430"	54.11	76.48
"tcruzi-1454707"	228.57	223.37
"tcruzi-1454955"	268.08	279.28
"tcruzi-1454967"	208.26	151.54
"tcruzi-1455053"	205.32	242.67
"tcruzi-1455078"	814	823.8
"tcruzi-1455079"	675.11	737.58
"tcruzi-1455080"	458.29	422.53
"tcruzi-1455081"	543.46	482.94
"tcruzi-1455082"	810.37	772.35
"tcruzi-1455086"	685.6	699.16
"tcruzi-1455087"	610.38	720.56
"tcruzi-1455088"	622.94	561.05
"tcruzi-1455182"	440.75	318.31
"tcruzi-145588"	215.03	228.57
"tcruzi-145619"	332.64	342
"tcruzi-1457785"	167.07	173.65
"tcruzi-1458847"	197.12	194.34
"tcruzi-1459863"	1395.54	1337.83
"tcruzi-146004"	80.21	81.29
"tcruzi-1460093"	60.75	65.66
"tcruzi-146192"	58.64	72.78
"tcruzi-1462206"	127.52	141.15
"tcruzi-1462308"	43.66	46.5
"tcruzi-1462441"	83	82.59
"tcruzi-1463929"	73.82	81.37
"tcruzi-1464023"	74.75	72
"tcruzi-1464059"	39.7	41.83
"tcruzi-1465230"	336.18	304.36
"tcruzi-1466443"	183.89	244.03
"tcruzi-1469686"	178.66	126.11
"tcruzi-1474284"	215.39	193.77
"tcruzi-1477301"	924.48	760.5
"tcruzi-1477302"	638.15	518.53
"tcruzi-1477305"	615.91	706.92
"tcruzi-1477308"	704.98	833.75
"tcruzi-1477309"	566.41	479.1
"tcruzi-1477312"	988.39	536.11
"tcruzi-1477314"	1842.78	2277.28
"tcruzi-1477315"	2352.84	1648.13
"tcruzi-1477316"	163.08	172
"tcruzi-1477317"	293.95	381.96
"tcruzi-1477321"	920.98	1271.5
"tcruzi-1477322"	892.52	802.91
"tcruzi-1477323"	497.06	566.41
"tcruzi-1477447"	148.77	123.56
"tcruzi-1477817"	132.7	140.64
"tcruzi-1479441"	157.27	138.51
"tcruzi-1480"	187.85	209.35
"tcruzi-1480897"	367.98	275.25
"tcruzi-1481296"	216.93	209.16
"tcruzi-1481517"	175.85	170.23
"tcruzi-1483701"	188.01	177.76
"tcruzi-1484"	180.89	234.84
"tcruzi-1484007"	122.4	123.02
"tcruzi-1484503"	143.13	182.58
"tcruzi-1485"	243.51	288.84
"tcruzi-1485655"	95.15	92.62
"tcruzi-148789"	180.33	155.71
"tcruzi-1489"	278.3	366.86
"tcruzi-1491"	726.08	962.47
"tcruzi-1491350"	375.1	312.54
"tcruzi-1491804"	931.05	985.18
"tcruzi-1492"	619.45	671.91
"tcruzi-1492761"	211.19	193.43
"tcruzi-1493"	150.14	171.52
"tcruzi-1493802"	98.3	88.08
"tcruzi-1494"	250.05	284.91
"tcruzi-1494207"	79.2	73.33
"tcruzi-1494259"	54.72	62.65
"tcruzi-1495"	302.23	336.76
"tcruzi-1495399"	261.98	208.98
"tcruzi-1496"	209.35	207.05
"tcruzi-1496418"	75.23	67.43
"tcruzi-149676"	80.87	63.83
"tcruzi-1497197"	70.16	78.77
"tcruzi-1497227"	917.66	718.83
"tcruzi-1497229"	723	654.58
"tcruzi-1497231"	640.4	675.11
"tcruzi-1497233"	706.92	556.39
"tcruzi-1497239"	1584.89	1434.3
"tcruzi-1497240"	281.17	234.36
"tcruzi-1497412"	123.73	114.88
"tcruzi-1497525"	1365.1	1463.91
"tcruzi-1497673"	54.31	52.55
"tcruzi-1498047"	745.08	663.67
"tcruzi-1498087"	699.16	715.82
"tcruzi-1498735"	60.37	55.95
"tcruzi-1499424"	300.45	257.86
"tcruzi-1500439"	181.63	152.92
"tcruzi-1500530"	160.81	133.54
"tcruzi-1500563"	559.24	464.12
"tcruzi-1500825"	211.39	241.47
"tcruzi-1500868"	211.85	244.14
"tcruzi-1501833"	53.04	67.75
"tcruzi-1503438"	204.1	220.04
"tcruzi-1503495"	443.82	454.97
"tcruzi-1504390"	58.79	69.35
"tcruzi-1504848"	64.8	60.71
"tcruzi-1505803"	250.23	276.12
"tcruzi-150718"	183.36	176.41
"tcruzi-1507733"	152.92	127.99
"tcruzi-1509584"	98.19	88.13
"tcruzi-1510460"	218.78	223.59
"tcruzi-1510737"	84.76	69.19
"tcruzi-1510738"	54.52	47.73
"tcruzi-1510835"	61.26	76.23
"tcruzi-1511831"	335.71	315.24
"tcruzi-1512367"	169.76	170.59
"tcruzi-1513852"	86.81	87.31
"tcruzi-1514520"	68.6	87.47
"tcruzi-1514889"	431.92	504.84
"tcruzi-1515982"	49	56.95
"tcruzi-1518162"	364.61	447.19
"tcruzi-1518163"	227.28	223.23
"tcruzi-1518165"	185.67	184.54
"tcruzi-1518209"	109.33	106.2
"tcruzi-1518316"	78.03	82.4
"tcruzi-1518323"	90.76	96.21
"tcruzi-1520087"	669.9	587.17
"tcruzi-1521173"	201.07	191.86
"tcruzi-1521828"	95.68	95.64
"tcruzi-1522010"	108.85	108.96
"tcruzi-1522557"	218.55	234.12
"tcruzi-1523504"	346.56	322.38
"tcruzi-1523506"	648.18	547.46
"tcruzi-152394"	641.51	603.87
"tcruzi-152402"	71.42	76.9
"tcruzi-1524770"	324.25	343.35
"tcruzi-1524827"	53.98	55.39
"tcruzi-1525735"	104.84	111.16
"tcruzi-152674"	57.35	53.31
"tcruzi-1526824"	277.76	230.33
"tcruzi-1527255"	93.87	104.58
"tcruzi-1529425"	247.61	230.75
"tcruzi-1532396"	246.21	265.03
"tcruzi-1533924"	114.19	116.92
"tcruzi-1534808"	296.23	275.78
"tcruzi-1535435"	324.77	281.17
"tcruzi-1536258"	127.99	119.68
"tcruzi-1536593"	310.79	273.34
"tcruzi-1536991"	59.9	57.74
"tcruzi-1537160"	122.88	110.5
"tcruzi-1537246"	44.45	39.31
"tcruzi-1538111"	254.83	245.7
"tcruzi-1538683"	75.29	84.15
"tcruzi-153893"	196.03	185.09
"tcruzi-1539306"	199.82	160.81
"tcruzi-1539375"	117.89	100.51
"tcruzi-1540162"	88.7	75.09
"tcruzi-1540585"	682.66	595.72
"tcruzi-1541811"	573.2	591.74
"tcruzi-1542278"	170.59	178.73
"tcruzi-1542279"	262.66	364.61
"tcruzi-1542280"	128.86	126.75
"tcruzi-1542282"	159.83	166.8
"tcruzi-1542723"	491.87	541.29
"tcruzi-1543028"	537.67	508.79
"tcruzi-1543367"	281.68	377.22
"tcruzi-1544739"	179.14	214.08
"tcruzi-1547640"	100.66	93.93
"tcruzi-1548333"	158.44	162.06
"tcruzi-1549056"	77.3	60.26
"tcruzi-1549238"	234.84	283.59
"tcruzi-1551114"	447.19	469.67
"tcruzi-1551284"	1695.51	1776.66
"tcruzi-1551285"	2636.44	2672.6
"tcruzi-1552337"	75.63	80.09
"tcruzi-1552453"	95.24	99.28
"tcruzi-1553173"	271.98	263.78
"tcruzi-1553193"	133.03	154.55
"tcruzi-1553412"	116.2	157.41
"tcruzi-1555965"	517.18	510.21
"tcruzi-1556834"	161.39	194.5
"tcruzi-155723"	57	64.07
"tcruzi-1557974"	1073.91	1404.9
"tcruzi-1558192"	54.9	52.47
"tcruzi-1558882"	283.73	261.05
"tcruzi-1560166"	388.42	414.28
"tcruzi-1560681"	65.7	72.12
"tcruzi-1562189"	197.5	138.48
"tcruzi-1562390"	120.8	126.26
"tcruzi-1563057"	447.99	414.99
"tcruzi-1563192"	823.8	896.41
"tcruzi-1563272"	606.58	685.6
"tcruzi-156409"	85.83	88.65
"tcruzi-1564216"	71	67.35
"tcruzi-1564511"	234.61	259.63
"tcruzi-1565209"	89.2	100.45
"tcruzi-1565235"	163.84	153.49
"tcruzi-1566440"	190.17	142.34
"tcruzi-1566806"	518.53	448.75
"tcruzi-1567518"	224.79	230.05
"tcruzi-1568497"	108.6	100
"tcruzi-1569398"	63.07	67.54
"tcruzi-1569897"	128.22	101.28
"tcruzi-1570158"	131.15	122.17
"tcruzi-1570186"	405.16	481.64
"tcruzi-1572992"	958.85	861.68
"tcruzi-1573090"	249.24	188.59
"tcruzi-1573609"	49.41	51.34
"tcruzi-1574001"	423.58	431.92
"tcruzi-1574370"	121.92	104.53
"tcruzi-1574455"	830.3	796.65
"tcruzi-1574464"	111.55	113.3
"tcruzi-157550"	214.08	223.8
"tcruzi-1576824"	113.72	117.23
"tcruzi-1577928"	95.35	77.51
"tcruzi-1578131"	3947.64	3753.96
"tcruzi-1579926"	1294.77	1827.13
"tcruzi-1579988"	78.13	67.02
"tcruzi-1580163"	65.7	48.14
"tcruzi-1582045"	116.6	127.01
"tcruzi-1582046"	163.49	283.59
"tcruzi-1583575"	99.24	115.93
"tcruzi-1585791"	121.75	111.61
"tcruzi-1586553"	142.39	137.07
"tcruzi-1586666"	91.33	105.14
"tcruzi-1587110"	68.21	66.88
"tcruzi-1587286"	411.78	365.19
"tcruzi-1587970"	96.28	87.96
"tcruzi-1589324"	2453.96	2453.96
