"Reporter Name"	"MX_PO_normalizedData_r1"	"MX_PO_normalizedData_r2"
"tcruzi-1558192"	83.08	94.27
"tcruzi-1558882"	300.9	315.36
"tcruzi-1560166"	583.24	967.44
"tcruzi-1560681"	160.94	191.4
"tcruzi-1562189"	91.68	118.11
"tcruzi-1562390"	129.28	166.2
"tcruzi-1563057"	1258.34	975.47
"tcruzi-1563192"	205.65	177.92
"tcruzi-1563272"	437.45	690.32
"tcruzi-156409"	101.74	124
"tcruzi-1564216"	92.37	100.7
"tcruzi-1564511"	354.55	351.73
"tcruzi-1565209"	152.18	148.44
"tcruzi-1565235"	258.25	310.79
"tcruzi-1566440"	162.62	219.38
"tcruzi-1566806"	484.97	705.97
"tcruzi-1567518"	459.2	756.3
"tcruzi-1568497"	180.88	200.44
"tcruzi-1569398"	86.03	77.62
"tcruzi-1569897"	439.55	349.95
"tcruzi-1570158"	191.17	164.71
"tcruzi-1570186"	348.61	379.01
"tcruzi-1572992"	3773.54	12831.07
"tcruzi-1573090"	232.14	238.49
"tcruzi-1573609"	76.44	79.58
"tcruzi-1574001"	272.44	463.81
"tcruzi-1574370"	174.5	172.84
"tcruzi-1574455"	50903.78	49765.71
"tcruzi-1574464"	189.65	201.1
"tcruzi-157550"	2313.79	1432.97
"tcruzi-1576824"	788.36	1583.78
"tcruzi-1577928"	136.7	121.33
"tcruzi-1578131"	365.07	1853.85
"tcruzi-1579926"	113.12	108.16
"tcruzi-1579988"	281.76	443.7
"tcruzi-1580163"	66.5	53.85
"tcruzi-1582045"	31262.66	33000.83
"tcruzi-1582046"	44826.41	48166.26
"tcruzi-1583575"	93.7	187.13
"tcruzi-1585791"	33267.2	36371.32
"tcruzi-1586553"	141.79	421.27
"tcruzi-1586666"	111.1	124.82
"tcruzi-1587110"	119.6	104.37
"tcruzi-1587286"	4241.51	4727.39
"tcruzi-1587970"	137.78	173.66
"tcruzi-1589324"	226.64	94.34
"tcruzi-1591348"	4924.46	6591.95
"tcruzi-1592412"	560.85	436.4
"tcruzi-1592642"	254.79	207.26
"tcruzi-1592967"	115.31	74.83
"tcruzi-1594482"	154.44	195.61
"tcruzi-1595151"	3096.99	4015.84
"tcruzi-1596319"	63.02	68.87
"tcruzi-1596573"	48.55	62.36
"tcruzi-1597333"	2697.39	4924.46
"tcruzi-1597994"	1445.26	1440.78
"tcruzi-1598056"	215.59	366.64
"tcruzi-1600920"	288.92	319.52
"tcruzi-1601146"	147.26	187.56
"tcruzi-1601383"	116.32	168.82
"tcruzi-1601462"	204.17	127.34
"tcruzi-1602087"	64.42	59.69
"tcruzi-1605232"	4173.98	7814.74
"tcruzi-1605410"	252.01	286.91
"tcruzi-1607120"	314.45	340.46
"tcruzi-1609253"	296.48	347.51
"tcruzi-1609402"	114.84	111.2
"tcruzi-1609538"	40142.1	41401.34
"tcruzi-1610808"	429.29	467.07
"tcruzi-1611123"	226.41	94.27
"tcruzi-161122"	225.66	184.15
"tcruzi-1612081"	684.46	680.52
"tcruzi-1612488"	105.41	71.32
"tcruzi-1613015"	220.68	258.86
"tcruzi-1613141"	53.93	53.36
"tcruzi-161340"	182.73	131.83
"tcruzi-1613641"	97.05	52.44
"tcruzi-1614533"	88.8	72.95
"tcruzi-1615039"	377.15	333.08
"tcruzi-1617797"	203.19	189.86
"tcruzi-1617962"	48.4	62.14
"tcruzi-1618311"	343.8	693.82
"tcruzi-1618347"	73.81	51.68
"tcruzi-1620284"	170.35	105.33
"tcruzi-1620754"	838.01	246.56
"tcruzi-1621076"	2243.56	2432.51
"tcruzi-162238"	201.67	284.2
"tcruzi-162246"	276.24	200.94
"tcruzi-162372"	221.44	368.3
"tcruzi-1624360"	214.67	309.28
"tcruzi-1624529"	202.11	246.18
"tcruzi-1624924"	244.92	168.34
"tcruzi-1625346"	286.63	222.51
"tcruzi-1625462"	45.31	54.11
"tcruzi-1626044"	152.96	165.23
"tcruzi-1626514"	848.85	903.75
"tcruzi-1626709"	60.89	55.34
"tcruzi-1628410"	1721.27	1750.3
"tcruzi-162871"	67.1	55.94
"tcruzi-1628918"	104.37	85.83
"tcruzi-1629094"	1034.6	1407.21
"tcruzi-1629167"	203.43	95.21
"tcruzi-1630827"	61.8	70.14
"tcruzi-163309"	646.63	154.5
"tcruzi-1633577"	99.98	88.41
"tcruzi-1634436"	305.68	382.01
"tcruzi-163544"	2904.82	5486.47
"tcruzi-163630"	4512.92	1372.49
"tcruzi-1636649"	75.92	84.74
"tcruzi-1636924"	21060.33	25015.65
"tcruzi-1638576"	146.64	175.12
"tcruzi-1638773"	95.42	88.29
"tcruzi-1638885"	597.61	829.28
"tcruzi-1639290"	446.07	791.11
"tcruzi-1642535"	763.62	1080.22
"tcruzi-1642715"	573.54	282.96
"tcruzi-164274"	1533.73	1298.28
"tcruzi-1648561"	572.32	819.92
"tcruzi-1648624"	271.64	210.32
"tcruzi-1649215"	175.91	210.56
"tcruzi-1652332"	67.49	96.07
"tcruzi-1652638"	345.12	404.68
"tcruzi-1652969"	1123.74	1832.61
"tcruzi-1653467"	73.2	82.46
"tcruzi-1654056"	84.72	73.98
"tcruzi-1655756"	191.62	205.65
"tcruzi-1658910"	296.65	135.79
"tcruzi-165959"	45551.62	44060.23
"tcruzi-166088"	952.21	1258.34
"tcruzi-1660985"	142.83	135.4
"tcruzi-166132"	483.89	200
"tcruzi-1661370"	2210.45	3653.64
"tcruzi-166138"	776.96	296.27
"tcruzi-1663272"	72.62	61.4
"tcruzi-1664138"	166.83	138.88
"tcruzi-1665081"	197.11	80.4
"tcruzi-1665190"	155.89	122.64
"tcruzi-1667950"	143.34	149.54
"tcruzi-1668665"	207.64	237.73
"tcruzi-1669240"	169.01	160.09
"tcruzi-1669981"	168.15	157.39
"tcruzi-1671320"	74.25	135.1
"tcruzi-1673022"	206.03	145.27
"tcruzi-167417"	326.5	161.04
"tcruzi-1674391"	145.27	148.73
"tcruzi-1675763"	369.83	320.48
"tcruzi-167751"	270.75	309.62
"tcruzi-1678538"	148.44	125.28
"tcruzi-1679278"	86.66	143.66
"tcruzi-1682107"	102.36	118.56
"tcruzi-168323"	7003.01	3070.69
"tcruzi-1684723"	67.83	74.43
"tcruzi-1685154"	148.66	109.85
"tcruzi-168547"	6799.8	3496.66
"tcruzi-1686349"	93.02	93.13
"tcruzi-1686903"	364.51	357.23
"tcruzi-1687980"	95.35	103.2
"tcruzi-1688062"	120.66	193.94
"tcruzi-1694908"	79.41	91.87
"tcruzi-1695347"	576.82	220.54
"tcruzi-1696958"	109.43	118.56
"tcruzi-1697495"	178.82	260.57
"tcruzi-1698659"	93.96	198.38
"tcruzi-169895"	1502.87	1010.82
"tcruzi-1698982"	946.86	140.05
"tcruzi-1700247"	157.39	152.96
"tcruzi-1701757"	2253.01	141.79
"tcruzi-1702338"	285.91	101.58
"tcruzi-1703903"	50.3	65.84
"tcruzi-1704414"	640.45	3038.88
"tcruzi-1705979"	109.26	118.3
"tcruzi-1706055"	8227.29	10157.54
"tcruzi-170668"	464.7	183.15
"tcruzi-1707755"	145.02	135.68
"tcruzi-1709768"	130.76	140.29
"tcruzi-1711596"	115.66	136.88
"tcruzi-1711890"	3380.47	7130.1
"tcruzi-171532"	967.44	290.41
"tcruzi-1716760"	309.99	134.53
"tcruzi-1717835"	443.28	591.2
"tcruzi-1719157"	70.38	67.95
"tcruzi-1719301"	66.02	66.37
"tcruzi-1720191"	94.4	68.61
"tcruzi-1720319"	87.27	81.77
"tcruzi-1721011"	77.86	78.63
"tcruzi-1723439"	13443.19	17714.22
"tcruzi-1723442"	1750.3	5075.74
"tcruzi-1724052"	57.77	66.02
"tcruzi-1724529"	73.98	91.28
"tcruzi-1725233"	2743.25	3808.91
"tcruzi-1725727"	68.55	84.99
"tcruzi-1725839"	795.7	363.07
"tcruzi-1726580"	333.67	372.03
"tcruzi-1727192"	44.69	42.1
"tcruzi-1727548"	142.92	116.16
"tcruzi-1727890"	149.03	214
"tcruzi-1728096"	227.64	293.04
"tcruzi-1728604"	91.18	87.54
"tcruzi-1728921"	194.64	198.68
"tcruzi-1729385"	315.86	483.89
"tcruzi-1729506"	181.26	103.93
"tcruzi-1730503"	216.95	147.76
"tcruzi-1731521"	151.36	180.42
"tcruzi-1731940"	10423.94	17855.89
"tcruzi-1734434"	173.66	181.13
"tcruzi-1736477"	106.11	139.55
"tcruzi-1737371"	143.19	137.07
"tcruzi-1739330"	62.07	68.77
"tcruzi-1739400"	175.49	191.17
"tcruzi-1740856"	51.56	50.3
"tcruzi-1741484"	52.89	51.97
"tcruzi-1743263"	189.18	220.87
"tcruzi-1744284"	175.68	166.98
"tcruzi-1744474"	86.21	76.93
"tcruzi-174456"	913.22	729.81
"tcruzi-1746060"	309.62	325.2
"tcruzi-1746723"	995.63	2119.49
"tcruzi-1747316"	1560.45	302.84
"tcruzi-1748558"	1518.87	1572.38
"tcruzi-1749363"	109.99	84.94
"tcruzi-1749985"	88.9	89.84
"tcruzi-1750392"	78.93	152.47
"tcruzi-1751809"	71.65	59.91
"tcruzi-1753059"	135.4	177.06
"tcruzi-1754180"	71.94	73.14
"tcruzi-1755028"	176.34	222.77
"tcruzi-1755419"	342.46	356.67
"tcruzi-1755567"	211.62	397.01
"tcruzi-1755827"	220.87	177.18
"tcruzi-1757011"	99.89	142.1
"tcruzi-1757623"	613.61	418.05
"tcruzi-1758762"	89.94	124.62
"tcruzi-1760503"	48.22	58.64
"tcruzi-1761122"	8695.35	12300.44
"tcruzi-1762736"	75.2	67.34
"tcruzi-176301"	748.3	1020.48
"tcruzi-1765342"	80.82	85.1
"tcruzi-1766597"	195.02	220.27
"tcruzi-1767615"	128.09	157.58
"tcruzi-176799"	113.8	93.75
"tcruzi-1768737"	32740.42	37915.57
"tcruzi-1768738"	36716.45	39598.54
"tcruzi-1768739"	15939.21	33741.51
"tcruzi-1769921"	345.6	179.65
"tcruzi-1770887"	545.74	623.42
"tcruzi-1771451"	49.21	84.52
"tcruzi-1771766"	122.68	133.36
"tcruzi-1771804"	188.11	251.36
"tcruzi-1771921"	128.19	134.39
"tcruzi-1771933"	127.75	201.98
"tcruzi-1773661"	75.01	80.88
"tcruzi-1774594"	110.14	164.46
"tcruzi-1775597"	149.6	123.08
"tcruzi-1776888"	127.21	89.19
"tcruzi-1777098"	43.44	48.22
"tcruzi-1780642"	263.43	277.74
"tcruzi-1781610"	219.58	170.08
"tcruzi-178775"	6154.62	6124.39
"tcruzi-1788057"	278.98	290.84
"tcruzi-178819"	2140.24	1381.46
"tcruzi-178882"	1276.22	672.99
"tcruzi-1790093"	955.58	1502.87
"tcruzi-1791938"	54.46	61.51
"tcruzi-1792230"	97.38	125.21
"tcruzi-1792287"	122.98	125.57
"tcruzi-1793211"	81.8	77.73
"tcruzi-179347"	41132.78	12735.84
"tcruzi-1793707"	90.58	118.96
"tcruzi-1794265"	1010.82	1445.26
"tcruzi-1794928"	125.25	108.37
"tcruzi-1794930"	92.93	124.72
"tcruzi-1795649"	130.07	229.12
"tcruzi-1799119"	268.38	301.44
"tcruzi-1802513"	69.94	71.91
"tcruzi-1803887"	34643.34	39424.39
"tcruzi-1805874"	71.56	63.27
"tcruzi-180674"	360.42	171.08
"tcruzi-1807430"	55.56	66.53
"tcruzi-1807541"	99.11	106.64
"tcruzi-180845"	99.53	58.94
"tcruzi-1810179"	25940.49	29675.34
"tcruzi-181071"	846.72	1132.52
"tcruzi-1810886"	137.98	150.71
"tcruzi-1811006"	112.35	127.12
"tcruzi-1811085"	199.57	213.37
"tcruzi-1812056"	146.12	154.44
"tcruzi-1813512"	149.8	144.82
"tcruzi-1813788"	80.14	89.42
"tcruzi-1814057"	5426.89	8829.18
"tcruzi-1814795"	217.56	208.71
"tcruzi-181504"	217.37	183.36
"tcruzi-1815579"	91	69.02
"tcruzi-1815965"	202.67	268.09
"tcruzi-1816816"	103.67	132.95
"tcruzi-1817252"	120.78	206.3
"tcruzi-1819832"	455.62	458.07
"tcruzi-1820245"	169.97	96.22
"tcruzi-1820392"	106.97	107.06
"tcruzi-1822441"	193.08	282.51
"tcruzi-1823230"	134.9	135.58
"tcruzi-1824082"	65.11	48.92
"tcruzi-1824455"	91.07	72.4
"tcruzi-1824615"	611.76	602.08
"tcruzi-1824753"	1832.61	748.3
"tcruzi-182498"	297.18	175.62
"tcruzi-1825152"	60.89	96.53
"tcruzi-1825436"	397.53	516.71
"tcruzi-1825497"	223.87	211.95
"tcruzi-1825708"	5361.22	8263.65
"tcruzi-1825709"	103	99.52
"tcruzi-1825943"	89.33	98.91
"tcruzi-1828463"	53.36	62.93
"tcruzi-1831110"	109.85	65.22
"tcruzi-1831375"	91.33	71.02
"tcruzi-1831615"	137.65	281.2
"tcruzi-1831694"	46783.5	42840.72
"tcruzi-1832580"	824.2	327.5
"tcruzi-1834231"	118.42	114.53
"tcruzi-1834440"	7060.91	5140.78
"tcruzi-1834441"	6295.02	5331.92
"tcruzi-1834443"	14864.06	16605.14
"tcruzi-1834934"	72.83	101.36
"tcruzi-1834939"	392.52	360.01
"tcruzi-1835748"	330.62	271.06
"tcruzi-1835940"	255.36	133.92
"tcruzi-1836529"	84.45	130.99
"tcruzi-1838018"	5174.94	6154.62
"tcruzi-1838563"	139.39	144.66
"tcruzi-183898"	266.56	288.66
"tcruzi-1839444"	126.32	153.86
"tcruzi-1839840"	206.73	223.32
"tcruzi-1839900"	186.84	237.43
"tcruzi-1840261"	178.15	170.35
"tcruzi-1841678"	578.3	862.68
"tcruzi-1841901"	5620.53	6971.96
"tcruzi-184205"	1252.68	309.99
"tcruzi-184239"	2508.16	2008.48
"tcruzi-1844384"	39424.39	41730.98
"tcruzi-1844903"	49226.02	46783.5
"tcruzi-1844980"	37618.92	36636.33
"tcruzi-1844981"	46611.34	44950.42
"tcruzi-1844982"	37404.91	38548.33
"tcruzi-1844984"	53500.32	51853.44
"tcruzi-1844985"	495.45	683.2
"tcruzi-1845654"	257.75	159.9
"tcruzi-1846978"	158.98	169.44
"tcruzi-1848064"	115.9	139.16
"tcruzi-1848403"	191.05	284.61
"tcruzi-1848426"	214.88	242.49
"tcruzi-1848819"	50.57	56.23
"tcruzi-1848880"	54776.95	53500.32
"tcruzi-1849605"	129.96	184.89
"tcruzi-1849977"	160.09	158.75
"tcruzi-1852032"	138.79	168.46
"tcruzi-1852415"	132.02	174.03
"tcruzi-1852577"	397.99	483
"tcruzi-1854389"	230.16	202.35
"tcruzi-1854993"	580.55	923.52
"tcruzi-1855699"	78.1	71.32
"tcruzi-1856550"	56.23	59.14
"tcruzi-1856849"	65.3	61.11
"tcruzi-1857146"	71.77	63.64
"tcruzi-185739"	381.72	501.47
"tcruzi-1857763"	132.3	196.38
"tcruzi-1857791"	75.59	78.47
"tcruzi-1858109"	104.23	88.98
"tcruzi-1858678"	159.71	441.24
"tcruzi-1859347"	264.06	228.86
"tcruzi-186057"	258.02	304.61
"tcruzi-1861764"	62.54	61.98
"tcruzi-186215"	124.04	109.56
"tcruzi-1863080"	286.91	171.66
"tcruzi-1864503"	209.41	163.6
"tcruzi-1865671"	10683.84	146.64
"tcruzi-1867341"	194.21	244.92
"tcruzi-1867553"	173.74	202.51
"tcruzi-1869141"	81.8	112.72
"tcruzi-187006"	188.28	169.97
"tcruzi-1870282"	69.7	59.41
"tcruzi-1870394"	5140.78	7696.19
"tcruzi-1874100"	124.62	145.89
"tcruzi-1874766"	92.68	68.49
"tcruzi-1875741"	128.94	208.48
"tcruzi-1876888"	216.79	213.31
"tcruzi-1877172"	281.48	219.84
"tcruzi-1877196"	98.23	83.85
"tcruzi-187838"	111.16	86.74
"tcruzi-1878419"	333.08	285.12
"tcruzi-1880256"	145.63	155.71
"tcruzi-1882369"	1098.32	1103.85
"tcruzi-1882385"	27409.66	23280.32
"tcruzi-1882802"	2466.45	4298.09
"tcruzi-1885771"	959.05	1597.64
"tcruzi-1886705"	4390.31	5707.91
"tcruzi-1887062"	67.58	72.71
"tcruzi-1887099"	182.92	158.5
"tcruzi-1887343"	175.27	168.25
"tcruzi-188755"	82.28	90.01
"tcruzi-1888658"	149.95	165.81
"tcruzi-1891109"	6124.39	8649.07
"tcruzi-1891159"	194.09	364.12
"tcruzi-189218"	4015.84	8440.11
"tcruzi-189303"	1027.21	279.46
"tcruzi-1893677"	107.17	80.93
"tcruzi-1894243"	54.28	48.74
"tcruzi-1896124"	177.8	145.63
"tcruzi-1896417"	114.11	84.13
"tcruzi-1897087"	136.53	152.25
"tcruzi-1898998"	95.7	102.89
"tcruzi-1901714"	337.69	528.82
"tcruzi-1902057"	90.85	100.09
"tcruzi-1902472"	1128.12	159.48
"tcruzi-1902933"	229.31	122.47
"tcruzi-1903219"	565.85	574.45
"tcruzi-1904757"	307.08	507.04
"tcruzi-190487"	179.48	185.04
"tcruzi-1907900"	75.78	77.09
"tcruzi-190817"	226.82	183.99
"tcruzi-1908217"	616.51	415.87
"tcruzi-190870"	261.38	359.22
"tcruzi-191073"	112.76	144.4
"tcruzi-1910813"	143.13	94.75
"tcruzi-1911654"	196.38	228.42
"tcruzi-1912086"	750.58	553.9
"tcruzi-1912190"	391.38	470.72
"tcruzi-191512"	175.79	146.84
"tcruzi-1915162"	161.79	254.79
"tcruzi-1915552"	79.77	367.71
"tcruzi-1915593"	161.37	142.83
"tcruzi-1915820"	70.95	86.39
"tcruzi-1916208"	1302.96	900.44
"tcruzi-1917866"	65.66	75.78
"tcruzi-192016"	138.05	107.37
"tcruzi-1921473"	87.01	84.41
"tcruzi-1921826"	75.69	92.96
"tcruzi-1922058"	77.69	95.89
"tcruzi-1922247"	126.38	105.68
"tcruzi-192225"	116.94	107.8
"tcruzi-1922508"	57.34	77.73
"tcruzi-1925185"	167.11	173.74
"tcruzi-1925272"	8440.11	1464.15
"tcruzi-192572"	200.51	131.12
"tcruzi-1926122"	149.67	147.6
"tcruzi-1926210"	2381.76	2867.66
"tcruzi-1927367"	258.56	326.5
"tcruzi-1929107"	59.08	55.56
"tcruzi-1932117"	112.06	102.78
"tcruzi-1932287"	124.36	258.02
"tcruzi-1932381"	709.97	795.7
"tcruzi-1932516"	114.77	75.1
"tcruzi-1933179"	457.1	397.53
"tcruzi-1933379"	476.13	418.48
"tcruzi-1933462"	267.3	289.49
"tcruzi-1935209"	131.12	152.59
"tcruzi-1936027"	296.27	355.72
"tcruzi-1936456"	97.89	104.98
"tcruzi-1937452"	233.26	197.54
"tcruzi-1940278"	77.09	82.41
"tcruzi-194096"	100.94	81.83
"tcruzi-1941265"	236.86	283.33
"tcruzi-1941426"	125.25	117.31
"tcruzi-1941976"	71.16	69.11
"tcruzi-1943637"	80.4	87.12
"tcruzi-1944043"	28229.64	28636.65
"tcruzi-1944234"	530.58	521.11
"tcruzi-1945660"	179.12	225.9
"tcruzi-1946289"	1139.52	2026.98
"tcruzi-1946291"	14556.34	20851.91
"tcruzi-1946292"	11965.26	14250.14
"tcruzi-1946297"	14498.23	18876.69
"tcruzi-1946298"	8551.21	9855.1
"tcruzi-1947119"	859.79	314
"tcruzi-1951099"	154.24	268.38
"tcruzi-1951541"	54269.57	54776.95
"tcruzi-1954272"	125.57	199.47
"tcruzi-1957071"	289.49	324.59
"tcruzi-1957213"	197.42	116.52
"tcruzi-1957459"	229.52	222.89
"tcruzi-195952"	104.12	123.78
"tcruzi-1961045"	85.02	71.61
"tcruzi-196173"	339.35	233.67
"tcruzi-1962816"	641.59	798.8
"tcruzi-1963837"	355.2	491.25
"tcruzi-1963924"	238.72	326.19
"tcruzi-1964286"	1023.34	65.14
"tcruzi-1964683"	105.92	126.13
"tcruzi-1965340"	206.54	116.27
"tcruzi-1965347"	122.17	99.72
"tcruzi-1965742"	161.71	170.89
"tcruzi-196594"	68.29	105.07
"tcruzi-1966604"	8404.92	11362.79
"tcruzi-1968348"	80.93	69.94
"tcruzi-1969"	3474.52	869.13
"tcruzi-1972762"	52.14	67.62
"tcruzi-1973994"	99.62	149.27
"tcruzi-1974091"	17904.68	27208.39
"tcruzi-1975354"	156.69	130.69
"tcruzi-1978598"	186.97	199.36
"tcruzi-1979434"	168	192.87
"tcruzi-1981357"	7935.13	10290.45
"tcruzi-1982557"	172.52	133.36
"tcruzi-1984199"	99.86	104.25
"tcruzi-1985376"	329.04	336.41
"tcruzi-1987562"	124.52	90.85
"tcruzi-1989081"	304.61	287.36
"tcruzi-1989292"	798.8	952.21
"tcruzi-1989991"	60.02	51.2
"tcruzi-1990518"	137.9	123.89
"tcruzi-1991307"	208	188.22
"tcruzi-1991562"	192.71	299.78
"tcruzi-1991977"	356.15	478.38
"tcruzi-1992016"	1093.91	1624.33
"tcruzi-1992492"	75.86	65.41
"tcruzi-199262"	293.97	153.65
"tcruzi-1993115"	40.03	68.29
"tcruzi-1995390"	83.72	93.96
"tcruzi-1995483"	289.83	424.35
"tcruzi-1995799"	1860.87	3096.99
"tcruzi-1995800"	47401.46	49226.02
"tcruzi-1995801"	40883.76	47537.69
"tcruzi-1995804"	34411.59	36965.41
"tcruzi-1995806"	43324	39738.19
"tcruzi-1995807"	19122.31	22621.78
"tcruzi-1997210"	89.19	126.32
"tcruzi-1997296"	99.77	110.26
"tcruzi-1997572"	123.12	163.02
"tcruzi-19981"	362.18	105.46
"tcruzi-1998837"	77.77	209.49
"tcruzi-1999215"	106.42	96.53
"tcruzi-2000458"	86.74	100.48
"tcruzi-2000749"	138.39	125.06
"tcruzi-200121"	88.44	78.71
"tcruzi-2001364"	47.19	57.52
"tcruzi-2001502"	153.7	189.02
"tcruzi-2002834"	3020.7	5908.73
"tcruzi-2002851"	221.58	336.82
"tcruzi-2004218"	119.52	160.71
"tcruzi-2006243"	1229.61	1984.59
"tcruzi-2007518"	262.26	213.59
"tcruzi-2007535"	36022.18	10118.45
"tcruzi-20087"	320.08	181.51
"tcruzi-2008938"	102.3	82.21
"tcruzi-2009954"	2151.7	4449.42
"tcruzi-2010792"	851.2	1543
"tcruzi-201174"	69.53	66.96
"tcruzi-2012115"	35385.97	38464.93
"tcruzi-2012117"	26054.09	32004.95
"tcruzi-2012118"	10013.05	13004.44
"tcruzi-2012691"	192.56	209.64
"tcruzi-2012959"	137.58	85.31
"tcruzi-2013473"	9770.66	13910.44
"tcruzi-2013866"	198.94	212.34
"tcruzi-2013980"	82.34	98.34
"tcruzi-2014352"	644.66	995.63
"tcruzi-201645"	89.63	92.83
"tcruzi-2016637"	151.47	207.49
"tcruzi-2017238"	29585.31	26741.47
"tcruzi-2017278"	110.4	133.27
"tcruzi-2017279"	237.73	236.08
"tcruzi-2019830"	1280.9	963.78
"tcruzi-2020258"	235.09	231.46
"tcruzi-202167"	182.53	180.12
"tcruzi-2022214"	122.32	124.45
"tcruzi-202265"	732.34	352.45
"tcruzi-2024192"	180.3	186.97
"tcruzi-2025654"	1112.9	1004.02
"tcruzi-2026873"	236.08	288.92
"tcruzi-2027528"	97.13	113.59
"tcruzi-2028191"	430.93	433.13
"tcruzi-2028916"	98.17	100.59
"tcruzi-2029279"	279.66	473.25
"tcruzi-2029914"	84.17	65.78
"tcruzi-2030693"	39336.97	43324
"tcruzi-2030694"	51667.76	47185.54
"tcruzi-2030695"	41660.24	45146.44
"tcruzi-2030708"	35475.04	33661.87
"tcruzi-2030752"	90.36	78.86
"tcruzi-2030898"	9626.16	132.3
"tcruzi-2030902"	1425.08	1715.17
"tcruzi-2030911"	2541.08	156.21
"tcruzi-2030921"	29518.27	28565.29
"tcruzi-2030922"	28776.08	955.58
"tcruzi-2032124"	176.22	169.01
"tcruzi-2032426"	414.81	626.04
"tcruzi-2034178"	11754.5	15020.26
"tcruzi-2034179"	29908.39	34643.34
"tcruzi-203422"	2362.29	1683.38
"tcruzi-2034631"	3576.76	4629.46
"tcruzi-2035432"	152.25	148.3
"tcruzi-2036226"	107.71	133.2
"tcruzi-2036792"	81.62	79.68
"tcruzi-2036872"	294.42	303.3
"tcruzi-2036975"	135.1	178.32
"tcruzi-20377"	242.26	88.9
"tcruzi-203805"	779.81	1034.6
"tcruzi-2038234"	32174.38	38380.74
"tcruzi-2041955"	94.55	83.63
"tcruzi-204202"	407.09	283.72
"tcruzi-2043204"	261.96	801.25
"tcruzi-2045447"	754.86	1197.06
"tcruzi-2045584"	117.47	185.77
"tcruzi-2046558"	84.34	71.16
"tcruzi-2047008"	41984.25	42374.79
"tcruzi-2047009"	37472.96	41195.73
"tcruzi-2047627"	101.65	117.7
"tcruzi-2047661"	71.39	97.35
"tcruzi-2048720"	56.59	65.59
"tcruzi-2049499"	59.91	64.42
"tcruzi-2050739"	380.08	423.18
"tcruzi-2050867"	335.01	329.5
"tcruzi-2050984"	375.7	396.4
"tcruzi-205100"	1939.52	2466.45
"tcruzi-205101"	12300.44	17389.86
"tcruzi-205102"	11673.01	15303.31
"tcruzi-2052232"	442.4	132.44
"tcruzi-2052800"	103	101.24
"tcruzi-2052948"	43.1	47.19
"tcruzi-2053960"	139.18	70.59
"tcruzi-2056075"	205.8	279.46
"tcruzi-2056967"	93.59	62.54
"tcruzi-2057354"	289.27	453.65
"tcruzi-2057539"	108.75	110.05
"tcruzi-205814"	130.76	91.74
"tcruzi-2058812"	63.45	109.26
"tcruzi-2062195"	156.12	147.32
"tcruzi-2062472"	116.78	105.2
"tcruzi-206258"	14120.75	16785.52
"tcruzi-206259"	30680.64	34803.92
"tcruzi-2062701"	15981.11	427.6
"tcruzi-2062702"	13090.43	9058.97
"tcruzi-2062973"	4204.77	2054.59
"tcruzi-2063020"	130.33	175.79
"tcruzi-2064383"	193.69	127.04
"tcruzi-2064689"	44.16	46.57
"tcruzi-206548"	129.82	87.85
"tcruzi-2065684"	66.66	113.12
"tcruzi-2066514"	43982.79	45654.06
"tcruzi-2067216"	211.4	184.45
"tcruzi-2067320"	108.37	115.66
"tcruzi-2069167"	190.76	166.5
"tcruzi-2071085"	166.2	74.18
"tcruzi-2072090"	163.74	82.04
"tcruzi-2072801"	379.82	521.92
"tcruzi-2073579"	131.77	124.36
"tcruzi-207494"	1059.58	1218.66
"tcruzi-2076458"	319.52	318.3
"tcruzi-2078224"	172.61	166.39
"tcruzi-2079000"	2270.59	1689.55
"tcruzi-2079005"	150.51	150.4
"tcruzi-2079457"	8735.99	1135.43
"tcruzi-2079732"	41.67	44.69
"tcruzi-2080693"	150.98	319.26
"tcruzi-208103"	107.58	94.58
"tcruzi-2081479"	44.98	45.38
"tcruzi-2082"	536.31	449.1
"tcruzi-2082767"	142.56	109.76
"tcruzi-2084234"	87.56	85.4
"tcruzi-2087348"	78.79	72.02
"tcruzi-2087903"	192.87	207.64
"tcruzi-2087904"	136.88	229.87
"tcruzi-2088011"	652.22	411.54
"tcruzi-2090164"	61.4	43.89
"tcruzi-2091125"	243.26	258.25
"tcruzi-2093267"	356.67	377.7
"tcruzi-2094606"	157.95	203.19
"tcruzi-2096582"	86.9	71.77
"tcruzi-2097963"	85.94	82.34
"tcruzi-2098184"	63.91	56.12
"tcruzi-2100367"	74.83	76.1
"tcruzi-2100588"	73.45	75.69
"tcruzi-2100810"	171.66	179.95
"tcruzi-2101751"	84.66	100.54
"tcruzi-2102681"	83.4	53.05
"tcruzi-21031"	113.31	119.43
"tcruzi-2103439"	161.93	137.49
"tcruzi-210420"	85.79	75.25
"tcruzi-2104766"	158.11	120.87
"tcruzi-2104796"	194.87	289.27
"tcruzi-2105159"	111.71	125.89
"tcruzi-2107135"	62.93	62.54
"tcruzi-210755"	174.17	210.32
"tcruzi-2108370"	173.41	141.06
"tcruzi-2108865"	56.8	83.34
"tcruzi-2108925"	74.9	81.31
"tcruzi-2110107"	207.49	122.98
"tcruzi-2110728"	101.58	94.69
"tcruzi-2111365"	54.51	50.57
"tcruzi-2113592"	627.81	569.42
"tcruzi-2116871"	61.34	85.57
