"Reporter Name"	"MX_PO_normalizedData_r1"	"MX_PO_normalizedData_r2"
"tcruzi-1035077"	12369.36	17275.21
"tcruzi-1035078"	13336.31	17195.16
"tcruzi-1035080"	24562.74	30944.24
"tcruzi-1035095"	63.61	69.64
"tcruzi-1035330"	1578.81	2336.31
"tcruzi-1035452"	79.21	90.73
"tcruzi-1035831"	10939.99	16998.69
"tcruzi-1036424"	118.83	134.39
"tcruzi-1036899"	37115.14	600.06
"tcruzi-1037510"	449.1	527.33
"tcruzi-1038739"	805.72	1204.19
"tcruzi-1039442"	11142.77	15350.31
"tcruzi-1039443"	151.72	140.92
"tcruzi-1040693"	120.98	74.9
"tcruzi-1040731"	16551.48	23326.25
"tcruzi-1041302"	496.75	1929.53
"tcruzi-1041708"	1906.97	3548.27
"tcruzi-1041867"	163.74	147.2
"tcruzi-1042509"	105.75	97.22
"tcruzi-1043101"	5037.42	5386.22
"tcruzi-1043105"	5331.92	7033.97
"tcruzi-1043430"	229.81	390.22
"tcruzi-1043597"	119.86	120.98
"tcruzi-104363"	34307.3	37710.98
"tcruzi-1045857"	105.25	111.69
"tcruzi-1047130"	44618.64	49028.96
"tcruzi-1047131"	25183.32	33984.91
"tcruzi-1047216"	277.74	285.51
"tcruzi-1048656"	109.02	119.13
"tcruzi-104933"	21392.89	28357.88
"tcruzi-1049456"	1440.78	1487.78
"tcruzi-1049457"	4339.64	6341.04
"tcruzi-1049459"	16160.25	13964.7
"tcruzi-1049460"	17084.54	15803.11
"tcruzi-1049681"	135.29	120.66
"tcruzi-1050192"	176.11	145.17
"tcruzi-1051382"	87.56	186.34
"tcruzi-1051383"	228.13	368.54
"tcruzi-1052163"	1543	4809.72
"tcruzi-1052389"	114.21	83.69
"tcruzi-105242"	21804.14	29124.79
"tcruzi-105243"	25249.07	29488.82
"tcruzi-1052963"	979.58	936.78
"tcruzi-1053839"	899.03	337.26
"tcruzi-1054268"	69.76	62.81
"tcruzi-1054795"	349.95	712.78
"tcruzi-1055054"	456.1	169.83
"tcruzi-1056572"	198.68	226.91
"tcruzi-1057758"	238.49	100
"tcruzi-1058975"	453.65	94.91
"tcruzi-1061624"	6260.49	6849.22
"tcruzi-1062107"	129.35	219.08
"tcruzi-1063180"	273.34	239.32
"tcruzi-1064975"	2942.18	18634.22
"tcruzi-1065373"	163.15	167.35
"tcruzi-1066149"	971.08	165.6
"tcruzi-1067527"	69.47	68.13
"tcruzi-1068774"	256.09	202.21
"tcruzi-1070351"	108.85	90.58
"tcruzi-1070949"	418.92	431.97
"tcruzi-1071550"	106.35	83.17
"tcruzi-1071635"	212.79	221.94
"tcruzi-1071656"	116.22	100
"tcruzi-1072899"	460.92	80.68
"tcruzi-1073178"	7212.54	10683.84
"tcruzi-1074762"	137.49	76.03
"tcruzi-1076155"	90.77	93.24
"tcruzi-1076960"	188.63	271.91
"tcruzi-1078204"	30741.82	30338.55
"tcruzi-1079213"	131.35	130.24
"tcruzi-1079805"	191.73	177.25
"tcruzi-1080234"	112.96	102.51
"tcruzi-1080657"	620.17	1252.68
"tcruzi-108500"	68.05	75.59
"tcruzi-1086010"	164.22	110.14
"tcruzi-1087087"	99.04	164.38
"tcruzi-1087996"	210.82	162.72
"tcruzi-1090931"	146.7	153.74
"tcruzi-1092031"	168	272.44
"tcruzi-1092553"	160.38	157.98
"tcruzi-1093214"	355.72	404.02
"tcruzi-1093470"	95.82	94.49
"tcruzi-1094580"	249.86	441.88
"tcruzi-1096133"	265.79	370.96
"tcruzi-1096643"	59.51	72.52
"tcruzi-1097013"	218.55	252.01
"tcruzi-1097783"	90.01	248.43
"tcruzi-1102488"	7033.97	4063.77
"tcruzi-1107248"	488.84	592.34
"tcruzi-1107505"	83.27	103.13
"tcruzi-1107684"	183.99	117.23
"tcruzi-1108412"	30798.25	31182.84
"tcruzi-1109106"	74.12	79.27
"tcruzi-1109336"	100.36	106.58
"tcruzi-1109400"	129.62	106.11
"tcruzi-1109936"	42.72	43.44
"tcruzi-1110036"	3206.47	5115.87
"tcruzi-1112773"	84.45	83.27
"tcruzi-1114448"	81.8	66.76
"tcruzi-1114850"	56673.9	56673.9
"tcruzi-1114852"	376.25	376.25
"tcruzi-1114868"	44397.93	52487.6
"tcruzi-1116183"	93.87	97.45
"tcruzi-1116761"	60.14	57.85
"tcruzi-1117091"	172.88	195.97
"tcruzi-1118377"	928.01	887.12
"tcruzi-1119706"	353.8	193.38
"tcruzi-1120174"	60.18	65.03
"tcruzi-1120683"	37845.02	43101.19
"tcruzi-1120684"	12521.91	24407.89
"tcruzi-1120884"	111.39	93.87
"tcruzi-1122368"	307.75	257.01
"tcruzi-1123831"	99.34	101.97
"tcruzi-1124337"	379.01	394.19
"tcruzi-1124347"	40774.77	42225.46
"tcruzi-1125238"	107.32	129.04
"tcruzi-1125763"	153.37	201.67
"tcruzi-1126563"	28909.02	33050.67
"tcruzi-1127742"	62.81	57.03
"tcruzi-1127972"	189.52	152.75
"tcruzi-1128134"	72.22	79.09
"tcruzi-11286"	217.17	440.67
"tcruzi-113085"	78.47	126.06
"tcruzi-1133715"	72.71	50.48
"tcruzi-1134348"	475.59	608.66
"tcruzi-1136523"	168.46	338.97
"tcruzi-1137500"	45.31	44.16
"tcruzi-1137590"	564.5	771.83
"tcruzi-1138516"	82.74	76.18
"tcruzi-113872"	357.85	479.47
"tcruzi-1139032"	245.94	282.23
"tcruzi-1139259"	574.45	838.01
"tcruzi-1139683"	70.7	63.13
"tcruzi-1143483"	1407.21	2758.58
"tcruzi-1144556"	145.71	134.68
"tcruzi-1144643"	140.29	156.96
"tcruzi-1145281"	383.5	251.77
"tcruzi-1145746"	88.98	80.51
"tcruzi-1146618"	504.97	476.13
"tcruzi-1147006"	1087.69	1449.45
"tcruzi-1147752"	396.4	481.77
"tcruzi-1148892"	1416.05	2563.07
"tcruzi-1148997"	425.13	380.57
"tcruzi-1149067"	373.1	502.72
"tcruzi-11494"	1020.48	2188.31
"tcruzi-1150857"	111.2	146.08
"tcruzi-1151645"	592.34	723.03
"tcruzi-1152294"	74.43	87.21
"tcruzi-1153790"	174.73	158.11
"tcruzi-1154199"	70.79	82.13
"tcruzi-115598"	389.66	292.15
"tcruzi-1156021"	58.14	63.37
"tcruzi-1157570"	65.81	67.75
"tcruzi-1157822"	55.19	65.48
"tcruzi-1158841"	108.1	170.64
"tcruzi-1163050"	61.16	49.72
"tcruzi-1163963"	74.73	77.53
"tcruzi-1165792"	86.48	108.63
"tcruzi-1165897"	141.06	167.9
"tcruzi-1166423"	517.51	606.98
"tcruzi-1168352"	100.44	48.04
"tcruzi-11689"	1706.89	2846.83
"tcruzi-11690"	40371.12	40262.09
"tcruzi-1169433"	67.34	51.77
"tcruzi-1170160"	82.46	52.31
"tcruzi-117097"	114.53	77.46
"tcruzi-1171358"	147.2	171.21
"tcruzi-1172245"	23482.92	27679.12
"tcruzi-1172744"	65.48	58.34
"tcruzi-1174014"	28636.65	33544.38
"tcruzi-11758"	298.98	167.48
"tcruzi-1175905"	231.11	69.47
"tcruzi-1176260"	162.35	157.25
"tcruzi-1176263"	77.53	73.76
"tcruzi-1176294"	8057.26	11446.46
"tcruzi-1176545"	94.34	109.68
"tcruzi-1177409"	134.19	146.54
"tcruzi-1177668"	352.1	287.83
"tcruzi-1178140"	87.78	92.45
"tcruzi-1179174"	89.57	80.14
"tcruzi-1179733"	91.46	85.94
"tcruzi-1180613"	77.62	82.97
"tcruzi-118238"	2046.86	277.06
"tcruzi-11840"	185.51	105.83
"tcruzi-1184334"	117.04	141.9
"tcruzi-1184353"	179.28	196.85
"tcruzi-118568"	1062.49	108.25
"tcruzi-1187154"	81.46	79.77
"tcruzi-1187756"	417.39	291.22
"tcruzi-1187989"	274.25	240.12
"tcruzi-1189130"	174.97	141.56
"tcruzi-1189287"	1328.95	1098.32
"tcruzi-1190556"	276.77	374.15
"tcruzi-1190754"	660.84	302.08
"tcruzi-1190942"	74.25	59.51
"tcruzi-1191312"	720.64	1112.9
"tcruzi-1191745"	57.63	50.07
"tcruzi-1192382"	743.84	1328.95
"tcruzi-1192513"	1167.4	1775.54
"tcruzi-1192644"	132.15	60.26
"tcruzi-1192731"	133.2	148.17
"tcruzi-1192920"	2886.66	5174.94
"tcruzi-1192981"	167.31	181.64
"tcruzi-1193421"	604.91	274.01
"tcruzi-1194306"	58.25	74.61
"tcruzi-1195256"	114.97	129.62
"tcruzi-1195808"	1984.59	2625.89
"tcruzi-1196444"	7105.6	11058.63
"tcruzi-1197917"	55.85	69.53
"tcruzi-1197981"	293.45	343.8
"tcruzi-1198163"	91.6	86.66
"tcruzi-1198849"	384.57	349
"tcruzi-1199723"	59.69	52.99
"tcruzi-1200640"	157.62	122.22
"tcruzi-1200824"	275.83	353.01
"tcruzi-1201746"	66.37	64.88
"tcruzi-1202762"	159.84	129.28
"tcruzi-120514"	231.46	140.76
"tcruzi-1206903"	146.87	142
"tcruzi-1209182"	237.14	200.07
"tcruzi-120983"	735.69	547.45
"tcruzi-121239"	134.09	146.36
"tcruzi-1212584"	160.82	162.23
"tcruzi-1212683"	60.53	78.06
"tcruzi-1213286"	221.76	262.26
"tcruzi-1214110"	143.52	118.3
"tcruzi-1215459"	225.45	245.35
"tcruzi-1216709"	163.34	206.3
"tcruzi-1217211"	672.99	462.15
"tcruzi-1217691"	507.04	727.19
"tcruzi-1218001"	2771.99	6031.37
"tcruzi-1218699"	82.9	101.65
"tcruzi-1221039"	5949.26	6721.06
"tcruzi-1221453"	6031.37	7526.76
"tcruzi-122201"	3151.43	7611.26
"tcruzi-1222478"	648.76	539.13
"tcruzi-1222568"	169.21	95.74
"tcruzi-1223214"	11526.83	18459.71
"tcruzi-1226275"	2572.86	4173.98
"tcruzi-1226870"	184.15	234.92
"tcruzi-1227315"	1179.44	2678.35
"tcruzi-1227945"	299.78	365.07
"tcruzi-1228944"	3534.37	6479.33
"tcruzi-1229058"	59.14	77.37
"tcruzi-1229860"	93.5	103.64
"tcruzi-1229872"	1449.45	2104.29
"tcruzi-1230022"	78.28	76.62
"tcruzi-1230280"	1135.43	1352.93
"tcruzi-1230668"	183.48	149.16
"tcruzi-1230871"	1204.19	1211.47
"tcruzi-123203"	34116.71	38020.43
"tcruzi-123204"	15090.79	32354.03
"tcruzi-123205"	30264.27	30468.94
"tcruzi-123206"	31320.2	36287.97
"tcruzi-1232450"	308.43	225.08
"tcruzi-1234147"	125.71	188.87
"tcruzi-1234542"	792.45	453.24
"tcruzi-1234811"	1107.18	1425.08
"tcruzi-1235803"	232.67	357.85
"tcruzi-1236908"	94.62	103.56
"tcruzi-1238827"	423.18	339.94
"tcruzi-1239381"	107.46	88.46
"tcruzi-1239612"	329.5	91.07
"tcruzi-1239848"	116.32	113.23
"tcruzi-124046"	91.4	57.93
"tcruzi-1241470"	184.89	166.71
"tcruzi-1241966"	87.66	78.3
"tcruzi-1242647"	114.7	96.81
"tcruzi-1243069"	245.67	381.72
"tcruzi-1243615"	598.79	242.26
"tcruzi-124383"	45146.44	44462.95
"tcruzi-124386"	41305.34	45026.73
"tcruzi-124387"	38101.72	43171.16
"tcruzi-124388"	42492.45	43694.22
"tcruzi-1243975"	187.13	153.07
"tcruzi-1244599"	149.47	128.67
"tcruzi-1247463"	114.48	92.32
"tcruzi-1249624"	164.22	240.38
"tcruzi-1250409"	1143.06	354.55
"tcruzi-1250642"	324.59	320.97
"tcruzi-125141"	8263.65	6085.76
"tcruzi-125142"	26663.28	33125.21
"tcruzi-125143"	35217.13	411.14
"tcruzi-1252129"	96.12	80.26
"tcruzi-1253172"	193.94	186.64
"tcruzi-1254480"	62.43	56.34
"tcruzi-1254712"	135.79	701.48
"tcruzi-1256061"	1998.58	3910.85
"tcruzi-1257101"	91.97	87.95
"tcruzi-1257972"	42766.89	42080
"tcruzi-1258493"	128.89	119.86
"tcruzi-1259796"	131.51	85.83
"tcruzi-1261085"	49.62	95.49
"tcruzi-1261129"	83.77	91.87
"tcruzi-1261667"	1817.81	3703.94
"tcruzi-1262973"	386.1	549.14
"tcruzi-1263935"	134.45	220.68
"tcruzi-1264424"	152.75	147.97
"tcruzi-1265106"	76.32	60.34
"tcruzi-1265968"	125.65	1416.05
"tcruzi-1266173"	94.31	63.64
"tcruzi-1266948"	33900	41923.58
"tcruzi-1270797"	135.63	161.29
"tcruzi-127114"	8886.05	12521.91
"tcruzi-1271516"	109.16	120.66
"tcruzi-1271528"	162.83	259.2
"tcruzi-1271532"	140.76	165.68
"tcruzi-1274094"	60.34	71.69
"tcruzi-1276327"	92.2	84.21
"tcruzi-1276448"	136.03	149.03
"tcruzi-127678"	153.21	212.53
"tcruzi-1277039"	115.57	94.4
"tcruzi-1277130"	46.85	56.8
"tcruzi-1277600"	95.7	78.18
"tcruzi-1278580"	94.99	88.5
"tcruzi-1278741"	57.12	47.32
"tcruzi-1278979"	193.59	109.02
"tcruzi-1279756"	406.53	846.72
"tcruzi-1280987"	66.9	97.5
"tcruzi-1281860"	87.85	79.86
"tcruzi-1281920"	71.02	104.92
"tcruzi-1282955"	95.49	67.62
"tcruzi-1284444"	308.81	250.84
"tcruzi-128643"	142.1	132.74
"tcruzi-1287344"	78.42	89.33
"tcruzi-1288694"	85.86	98.08
"tcruzi-1292427"	43.89	40.03
"tcruzi-1292865"	366.64	316.77
"tcruzi-1294248"	210.38	308.81
"tcruzi-129431"	209.92	145.02
"tcruzi-1294435"	124.18	144
"tcruzi-1295819"	145.17	155.89
"tcruzi-1298179"	270.53	220.13
"tcruzi-12984"	663.76	442.4
"tcruzi-1298685"	224.83	175.27
"tcruzi-1299631"	160.71	233.95
"tcruzi-1300801"	359.22	322.49
"tcruzi-130353"	8829.18	5037.42
"tcruzi-1305035"	110.54	101.48
"tcruzi-1306960"	79.27	61.16
"tcruzi-1307469"	250.61	430.21
"tcruzi-130759"	274.01	450.3
"tcruzi-1307844"	38754.66	41498.33
"tcruzi-1308401"	60.65	46.38
"tcruzi-1308585"	96.22	117.04
"tcruzi-130911"	159.26	215.83
"tcruzi-1310689"	172.29	160.58
"tcruzi-1311448"	197.7	253.26
"tcruzi-1311716"	55.06	55.85
"tcruzi-1312139"	215.24	178.52
"tcruzi-1312666"	233.26	255.36
"tcruzi-1313268"	133.4	108
"tcruzi-1313404"	1103.85	112.96
"tcruzi-1319429"	147.09	147.6
"tcruzi-131949"	370.56	555.55
"tcruzi-1319580"	65.11	139.21
"tcruzi-1319598"	211.4	329.04
"tcruzi-1319606"	78.69	304.98
"tcruzi-1320250"	98.31	69.86
"tcruzi-1322862"	107.06	91.46
"tcruzi-1323048"	248.68	416.65
"tcruzi-1323058"	61.11	86.92
"tcruzi-1323757"	102.64	129.82
"tcruzi-1324265"	95.6	72.14
"tcruzi-1324289"	1352.93	493.53
"tcruzi-1324595"	102.47	89.63
"tcruzi-132480"	282.96	445.04
"tcruzi-132523"	47800.79	33819.07
"tcruzi-132526"	36636.33	37044.48
"tcruzi-132532"	46073.18	22457.36
"tcruzi-1326243"	166.98	169.21
"tcruzi-1326876"	364.12	991.02
"tcruzi-1327786"	103.41	111.16
"tcruzi-1328347"	5707.91	9397.82
"tcruzi-1329365"	183.26	170.21
"tcruzi-1330047"	218.38	261.77
"tcruzi-1330781"	151.26	123.26
"tcruzi-1330850"	293.04	361.33
"tcruzi-1332497"	584.82	583.24
"tcruzi-1333923"	127.12	130.33
"tcruzi-1334516"	28721.57	25691.27
"tcruzi-1334780"	3593.14	5830.3
"tcruzi-1336506"	303.3	337.94
"tcruzi-1338066"	854.59	1189.73
"tcruzi-1339411"	521.92	640.45
"tcruzi-1340521"	75.43	120.08
"tcruzi-1340890"	265.08	202.67
"tcruzi-1341410"	198.48	250.09
"tcruzi-1342593"	118.24	124.88
"tcruzi-1343047"	395.76	372.73
"tcruzi-1346495"	143.83	163.9
"tcruzi-1350841"	890.95	103.99
"tcruzi-1351842"	79.33	163.45
"tcruzi-1353190"	569.42	544.38
"tcruzi-1353435"	97.22	97.05
"tcruzi-1354706"	2665.79	2963.96
"tcruzi-1355703"	57.47	57.28
"tcruzi-1356136"	235.44	132.55
"tcruzi-1357165"	148.08	136.19
"tcruzi-1357383"	127.04	121.63
"tcruzi-1357584"	199.16	218.74
"tcruzi-135812"	306.63	314.45
"tcruzi-1358773"	70.86	84.45
"tcruzi-1360905"	118.96	97.68
"tcruzi-1361764"	128.25	156.86
"tcruzi-1362843"	1006.68	851.2
"tcruzi-1364002"	111.48	141.19
"tcruzi-1364284"	177.12	230.23
"tcruzi-1364901"	145.48	146.46
"tcruzi-1365246"	190.44	208.8
"tcruzi-1365986"	111.67	116.73
"tcruzi-1366529"	169.69	215.45
"tcruzi-1367500"	118.35	181.26
"tcruzi-1368041"	535.36	498.66
"tcruzi-1370289"	36193.81	34307.3
"tcruzi-1371050"	97.32	139.11
"tcruzi-1373329"	80.4	78.98
"tcruzi-1374160"	617.92	720.64
"tcruzi-1376288"	203.6	211.78
"tcruzi-1377822"	271.91	239.51
"tcruzi-1383389"	78.73	76.32
"tcruzi-138438"	243.53	146.08
"tcruzi-1386086"	209.13	183.61
"tcruzi-1386719"	6341.04	776.96
"tcruzi-1387472"	257.01	275.39
"tcruzi-1389417"	321.79	318.81
"tcruzi-1389673"	239.51	176
"tcruzi-1390510"	346.62	452.53
"tcruzi-13922"	261.03	173.55
"tcruzi-1393604"	280.81	249
"tcruzi-1394556"	269.2	271.64
"tcruzi-1394674"	125.83	226.15
"tcruzi-1395641"	175.49	148.66
"tcruzi-1395762"	277.46	487.65
"tcruzi-1396021"	382.79	367.41
"tcruzi-1396171"	84.94	161.04
"tcruzi-1396233"	575.95	536.31
"tcruzi-1396750"	53.05	112.72
"tcruzi-1398460"	83.56	142.7
"tcruzi-1399442"	122.52	99.79
"tcruzi-1400729"	272.67	266.05
"tcruzi-1400992"	1211.47	1473.03
"tcruzi-1401389"	7428.38	844.06
"tcruzi-1402662"	93.18	115.14
"tcruzi-1403720"	1318.51	1786.07
"tcruzi-1405130"	133.33	135.21
"tcruzi-1405252"	1238.46	115.9
"tcruzi-1405779"	1840.28	2253.01
"tcruzi-140721"	690.32	174.17
"tcruzi-1407669"	75.07	45.77
"tcruzi-1407880"	171.38	123.89
"tcruzi-1408592"	223.42	248.01
"tcruzi-1408867"	181.86	189.38
"tcruzi-1410550"	71.26	62.07
"tcruzi-1411187"	668.43	763.62
"tcruzi-1411767"	146.81	191.62
"tcruzi-1412478"	94.22	115.72
"tcruzi-1413309"	233.67	236.37
"tcruzi-1416932"	275.09	321.26
"tcruzi-1417053"	638.44	3632.14
"tcruzi-1417373"	195.46	139.39
"tcruzi-1418150"	562.11	663.76
"tcruzi-1418570"	125.89	125.06
"tcruzi-1418630"	338.33	598.79
"tcruzi-1419073"	200.44	229.31
"tcruzi-1420027"	686.5	212.21
"tcruzi-1420365"	68.94	132.02
"tcruzi-1420474"	4542.92	8227.29
"tcruzi-1424785"	108.28	81.42
"tcruzi-1425690"	381.22	580.55
"tcruzi-142587"	78.18	74.73
"tcruzi-1426609"	150.44	192.36
"tcruzi-1426769"	181.13	194.09
"tcruzi-1426779"	301.26	331.59
"tcruzi-1427951"	227.83	237.14
"tcruzi-1428469"	92.78	83.46
"tcruzi-1428927"	114.36	141.24
"tcruzi-1429460"	37710.98	40334.99
"tcruzi-1429642"	202.51	129.93
"tcruzi-1430085"	3548.27	7180.76
"tcruzi-1430128"	88.02	109.39
"tcruzi-1430632"	35038.88	38964.14
"tcruzi-1431541"	245.35	305.68
"tcruzi-1431582"	106.88	159.6
"tcruzi-1431796"	99.72	135.29
"tcruzi-143278"	147.37	119.52
"tcruzi-1432852"	64.56	60.81
"tcruzi-1433332"	50.07	52.14
"tcruzi-1433478"	332.59	129.93
"tcruzi-143626"	2758.58	2771.99
"tcruzi-1436785"	101.9	78.3
"tcruzi-1437374"	2987.03	876.93
"tcruzi-1438824"	35563.82	43354.86
"tcruzi-1440435"	298.18	604.91
"tcruzi-1441863"	133.27	134.26
"tcruzi-1442883"	82.97	136.42
"tcruzi-1443398"	187.56	215.24
"tcruzi-1443565"	600.06	1055.51
"tcruzi-1443785"	1311.54	1739.41
"tcruzi-1443818"	69.11	58.04
"tcruzi-1444121"	75.14	84.21
"tcruzi-1444780"	30089.3	28909.02
"tcruzi-1444781"	8018.87	8992.4
"tcruzi-1444870"	141.9	161.79
"tcruzi-1445056"	236.66	335.94
"tcruzi-1445395"	60.26	188.63
"tcruzi-1446936"	68.38	137.9
"tcruzi-1447715"	96.76	88.09
"tcruzi-1448352"	73.09	68.18
"tcruzi-1448430"	62.54	98.23
"tcruzi-1454707"	472.72	703.54
"tcruzi-1454955"	629.9	610.18
"tcruzi-1454967"	195.3	210.82
"tcruzi-1455053"	212.53	294.68
"tcruzi-1455078"	6637.28	4751.74
"tcruzi-1455079"	6085.76	4989.95
"tcruzi-1455080"	5228.85	7060.91
"tcruzi-1455081"	4727.39	7845.11
"tcruzi-1455082"	16705.8	13698.2
"tcruzi-1455086"	4948.75	3380.47
"tcruzi-1455087"	19600.45	8735.99
"tcruzi-1455088"	16466.12	7316.3
"tcruzi-1455182"	27242.43	16864.32
"tcruzi-145588"	521.11	237.94
"tcruzi-145619"	482.19	532.11
"tcruzi-1457785"	264.71	334.11
"tcruzi-1458847"	428.7	386.1
"tcruzi-1459863"	3993.87	6799.8
"tcruzi-146004"	191.3	189.22
"tcruzi-1460093"	99.5	91.68
"tcruzi-146192"	110.77	190.76
"tcruzi-1462206"	196.65	126.38
"tcruzi-1462308"	54.38	53.93
"tcruzi-1462441"	348.21	467.77
"tcruzi-1463929"	120.08	108.63
"tcruzi-1464023"	70.14	67.1
"tcruzi-1464059"	47.32	66.53
"tcruzi-1465230"	278.57	374.86
"tcruzi-1466443"	832.42	1794.41
"tcruzi-1469686"	136.34	93.13
"tcruzi-1474284"	43445.59	41343.14
"tcruzi-1477301"	42948.19	48518.04
"tcruzi-1477302"	46179.08	35475.04
"tcruzi-1477305"	53750.26	39336.97
"tcruzi-1477308"	55232.44	54269.57
"tcruzi-1477309"	53200.69	55232.44
"tcruzi-1477312"	51853.44	53750.26
"tcruzi-1477314"	48334.01	11220.55
"tcruzi-1477315"	37044.48	53976.76
"tcruzi-1477316"	769.54	227.33
"tcruzi-1477317"	1432.97	2665.79
"tcruzi-1477321"	48840.48	16648.92
"tcruzi-1477322"	52487.6	53200.69
"tcruzi-1477323"	38548.33	41847.14
"tcruzi-1477447"	113.44	108.85
"tcruzi-1477817"	21007.42	22894.16
"tcruzi-1479441"	127.66	156.5
"tcruzi-1480"	15468.02	21392.89
"tcruzi-1480897"	255.05	242.97
"tcruzi-1481296"	425.88	779.81
"tcruzi-1481517"	314.8	345.6
"tcruzi-1483701"	281.2	333.67
"tcruzi-1484"	38020.43	42676.54
"tcruzi-1484007"	567.87	346.09
"tcruzi-1484503"	2916.3	3334.56
"tcruzi-1485"	44510.88	50113.04
"tcruzi-1485655"	7696.19	12369.36
"tcruzi-148789"	1014.91	311.61
"tcruzi-1489"	47934.29	47401.46
"tcruzi-1491"	48166.26	51667.76
"tcruzi-1491350"	339.94	403.42
"tcruzi-1491804"	202.28	339.35
"tcruzi-1492"	49937.81	51348.77
"tcruzi-1492761"	140.52	143.73
"tcruzi-1493"	30892.41	34941.64
"tcruzi-1493802"	74.61	74.54
"tcruzi-1494"	40949.59	45393.5
"tcruzi-1494207"	237.43	784.85
"tcruzi-1494259"	172.71	134.95
"tcruzi-1495"	43171.16	1318.51
"tcruzi-1495399"	211.78	421.84
"tcruzi-1496"	37275.98	40725.73
"tcruzi-1496418"	115.79	123.37
"tcruzi-149676"	136.27	150.02
"tcruzi-1497197"	118.56	122.22
"tcruzi-1497227"	6479.33	9481.03
"tcruzi-1497229"	6760.08	9626.16
"tcruzi-1497231"	4866.86	8551.21
"tcruzi-1497233"	12581.86	18543.51
"tcruzi-1497239"	7264.3	2508.16
"tcruzi-1497240"	480.72	631.26
"tcruzi-1497412"	238.24	264.45
"tcruzi-1497525"	10579.5	13540
"tcruzi-1497673"	140.68	79.15
"tcruzi-1498047"	8497.16	11754.5
"tcruzi-1498087"	260.18	308.05
"tcruzi-1498735"	79.02	73.09
"tcruzi-1499424"	402.31	434.35
"tcruzi-1500439"	222.09	338.33
"tcruzi-1500530"	95.12	217.17
"tcruzi-1500563"	483	603.97
"tcruzi-1500825"	20508.69	9805.58
"tcruzi-1500868"	24140.05	7264.3
"tcruzi-1501833"	76.1	81.9
"tcruzi-1503438"	151.04	190.9
"tcruzi-1503495"	387.12	410.24
"tcruzi-1504390"	80.57	89.38
"tcruzi-1504848"	163.6	115.02
"tcruzi-1505803"	256.66	316.32
"tcruzi-150718"	563.59	365.68
"tcruzi-1507733"	112.88	196.65
"tcruzi-1509584"	121.46	84.06
"tcruzi-1510460"	511.61	564.5
"tcruzi-1510737"	123.78	101.74
"tcruzi-1510738"	55.7	78.54
"tcruzi-1510835"	108.21	118.44
"tcruzi-1511831"	386.59	341.29
"tcruzi-1512367"	314	387.68
"tcruzi-1513852"	133.53	84.63
"tcruzi-1514520"	64.5	63.45
"tcruzi-1514889"	358.94	465.73
"tcruzi-1515982"	46.38	151.47
"tcruzi-1518162"	30468.94	31926.05
"tcruzi-1518163"	31680.71	31320.2
"tcruzi-1518165"	28991.39	30012.8
"tcruzi-1518209"	274.44	344.64
"tcruzi-1518316"	116.52	239.66
"tcruzi-1518323"	260.57	157.85
"tcruzi-1520087"	34719.44	37275.98
"tcruzi-1521173"	117.93	154.6
"tcruzi-1521828"	140.88	157.98
"tcruzi-1522010"	215	621.81
"tcruzi-1522557"	222.77	283.72
"tcruzi-1523504"	7526.76	1728.95
"tcruzi-1523506"	413.61	511.61
"tcruzi-152394"	680.52	638.44
"tcruzi-152402"	61.98	88.77
"tcruzi-1524770"	1895.68	1045.82
"tcruzi-1524827"	62.36	58.45
"tcruzi-1525735"	165.23	328.49
"tcruzi-152674"	71.47	61.8
"tcruzi-1526824"	557.29	323.86
"tcruzi-1527255"	136.19	123.16
"tcruzi-1529425"	18351.86	7428.38
"tcruzi-1532396"	5742.02	5742.02
"tcruzi-1533924"	124.72	203.6
"tcruzi-1534808"	248.15	358.41
"tcruzi-1535435"	278.12	474.58
"tcruzi-1536258"	1478.04	2075.04
"tcruzi-1536593"	259.47	351.22
"tcruzi-1536991"	65.41	70.7
"tcruzi-1537160"	234.64	235.6
"tcruzi-1537246"	51.77	52.65
"tcruzi-1538111"	152.69	394.58
"tcruzi-1538683"	2616.85	4512.92
"tcruzi-153893"	38195.89	7935.13
"tcruzi-1539306"	2336.31	3151.43
"tcruzi-1539375"	207.26	179.08
"tcruzi-1540162"	829.28	1062.49
"tcruzi-1540585"	13248.06	21604.7
"tcruzi-1541811"	463.81	792.45
"tcruzi-1542278"	6390.43	9218.54
"tcruzi-1542279"	9674.54	12170.18
"tcruzi-1542280"	17767.13	27242.43
"tcruzi-1542282"	936.78	1120.44
"tcruzi-1542723"	36467.55	33900
"tcruzi-1543028"	504.12	1039.58
"tcruzi-1543367"	3496.66	5620.53
"tcruzi-1544739"	37564.29	38272.81
"tcruzi-1547640"	155.53	119.22
"tcruzi-1548333"	1739.41	5768.38
"tcruzi-1549056"	126.62	99.2
"tcruzi-1549238"	864.64	1023.34
"tcruzi-1551114"	516.71	707.85
"tcruzi-1551284"	27823.91	31603.27
"tcruzi-1551285"	44289.4	40949.59
"tcruzi-1552337"	104.33	113.44
"tcruzi-1552453"	389.23	343.27
"tcruzi-1553173"	509.56	641.59
"tcruzi-1553193"	143.73	163.34
"tcruzi-1553412"	283.33	249.17
"tcruzi-1555965"	18876.69	21007.42
"tcruzi-1556834"	408.6	652.22
"tcruzi-155723"	58.64	60.18
"tcruzi-1557974"	1510.24	1806.65
