"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	30024.87	27908.04
"20627"	"tcruzi-10757"	33703.74	27295.15
"29784"	"tcruzi-19914"	38150.52	32483.99
"54630"	"tcruzi-44760"	36504.56	33485.83
"54667"	"tcruzi-44797"	36668.61	31587.7
"54669"	"tcruzi-44799"	38462.77	29981.59
"58799"	"tcruzi-48929"	35979.45	29633.13
"93031"	"tcruzi-83161"	38983.04	30917.72
"93035"	"tcruzi-83165"	41699.63	30274.85
"93036"	"tcruzi-83166"	42287.63	35450.49
"93037"	"tcruzi-83167"	37514.69	33529.86
"101633"	"tcruzi-91763"	36522.72	31032.55
"101642"	"tcruzi-91772"	34732.27	32955.7
"114065"	"tcruzi-104195"	37539.14	32697.45
"114069"	"tcruzi-104199"	45353.87	32433.81
"114071"	"tcruzi-104201"	38758.59	34203.91
"147879"	"tcruzi-138009"	26361.03	20919.15
"148392"	"tcruzi-138522"	33308.94	26153.83
"148395"	"tcruzi-138525"	30770.88	27087.29
"198629"	"tcruzi-188759"	16005.93	36081.76
"201635"	"tcruzi-191765"	37955	33598.03
"201639"	"tcruzi-191769"	36235.66	26834.47
"201640"	"tcruzi-191770"	36053.11	32229.67
"207533"	"tcruzi-197663"	41830.72	31287.24
"207536"	"tcruzi-197666"	37692.31	33602.4
"207537"	"tcruzi-197667"	43465.16	33000.89
"208007"	"tcruzi-198137"	37571.67	31337.05
"208010"	"tcruzi-198140"	41445.64	32405.64
"208011"	"tcruzi-198141"	34089.57	30577.45
"211983"	"tcruzi-202113"	38523.46	33676.46
"224171"	"tcruzi-214301"	37764.55	35653.65
"241302"	"tcruzi-231432"	30203.97	28383.69
"263876"	"tcruzi-254006"	38028.54	33823.6
"328349"	"tcruzi-mutagenesis-scan-314"	34906.67	29648.34
"329582"	"tcruzi-mutagenesis-scan-1547"	36018.82	29859.01
"330700"	"tcruzi-mutagenesis-scan-2665"	39008.81	37878.49
"330701"	"tcruzi-mutagenesis-scan-2666"	42904.56	33621.8
"330792"	"tcruzi-mutagenesis-scan-2757"	26087.38	23872.35
"330827"	"tcruzi-mutagenesis-scan-2792"	30547.13	28758.45
"330829"	"tcruzi-mutagenesis-scan-2794"	33498.6	26498.51
"330830"	"tcruzi-mutagenesis-scan-2795"	30747.25	29947.28
"330831"	"tcruzi-mutagenesis-scan-2796"	20569.71	21137.65
"330832"	"tcruzi-mutagenesis-scan-2797"	30408.19	26820.54
"330833"	"tcruzi-mutagenesis-scan-2798"	31020.19	25909.56
"330834"	"tcruzi-mutagenesis-scan-2799"	28881.65	25244.91
"330835"	"tcruzi-mutagenesis-scan-2800"	869.95	443.47
"330836"	"tcruzi-mutagenesis-scan-2801"	4383.16	600.87
"330837"	"tcruzi-mutagenesis-scan-2802"	2886.05	1795.71
"330838"	"tcruzi-mutagenesis-scan-2803"	13883.38	13508.14
"330839"	"tcruzi-mutagenesis-scan-2804"	7814.26	3561.7
"331106"	"tcruzi-mutagenesis-scan-3071"	36540.67	30680.34
"331107"	"tcruzi-mutagenesis-scan-3072"	37378.27	63654.55
"331705"	"tcruzi-mutagenesis-scan-3670"	33584.55	27628.22
"332770"	"tcruzi-mutagenesis-scan-4735"	40286.36	32878.43
"332982"	"tcruzi-mutagenesis-scan-4947"	44466.71	36353.06
"332983"	"tcruzi-mutagenesis-scan-4948"	34716.51	32113.89
"332987"	"tcruzi-mutagenesis-scan-4952"	36527.17	33618.25
"332988"	"tcruzi-mutagenesis-scan-4953"	37609.36	36470.16
"333436"	"tcruzi-mutagenesis-scan-5401"	47273.1	36056.84
"333437"	"tcruzi-mutagenesis-scan-5402"	35534.25	28726.45
"333834"	"tcruzi-mutagenesis-scan-5799"	26575.59	24620.89
"334221"	"tcruzi-mutagenesis-scan-6186"	40210.52	38018.92
"336209"	"tcruzi-mutagenesis-scan-8174"	38369.91	32603.75
"336210"	"tcruzi-mutagenesis-scan-8175"	35983.68	29368.89
"336700"	"tcruzi-mutagenesis-scan-8665"	35869.22	30093.07
"336714"	"tcruzi-mutagenesis-scan-8679"	36382.63	32216.16
"336715"	"tcruzi-mutagenesis-scan-8680"	33208.23	29526.22
"336716"	"tcruzi-mutagenesis-scan-8681"	37546.71	32590.22
"336717"	"tcruzi-mutagenesis-scan-8682"	37017.73	30390.63
"336718"	"tcruzi-mutagenesis-scan-8683"	35302.9	31219.57
"336719"	"tcruzi-mutagenesis-scan-8684"	1642.32	1144.13
"336720"	"tcruzi-mutagenesis-scan-8685"	1482.29	785.25
"336721"	"tcruzi-mutagenesis-scan-8686"	31182.77	26982.5
"336722"	"tcruzi-mutagenesis-scan-8687"	4806.14	4539
"336723"	"tcruzi-mutagenesis-scan-8688"	24735.86	22665.22
"336724"	"tcruzi-mutagenesis-scan-8689"	20103.01	19365.14
"336914"	"tcruzi-mutagenesis-scan-8879"	36984.61	33088
"336928"	"tcruzi-mutagenesis-scan-8893"	36191.7	27869.72
"336929"	"tcruzi-mutagenesis-scan-8894"	36810.38	31091.7
"336930"	"tcruzi-mutagenesis-scan-8895"	29895.1	24607.35
"336931"	"tcruzi-mutagenesis-scan-8896"	35780.37	24809.65
"336932"	"tcruzi-mutagenesis-scan-8897"	35432.68	28558.78
