"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1170.34	877.21
"10130"	"tcruzi-260"	510.93	1654.99
"10141"	"tcruzi-271"	203.39	268.45
"10236"	"tcruzi-366"	6103.11	5364.84
"10723"	"tcruzi-853"	404.78	1154.56
"10725"	"tcruzi-855"	295.92	1082.96
"10741"	"tcruzi-871"	1591.13	1793.04
"10756"	"tcruzi-886"	166.43	151.62
"10759"	"tcruzi-889"	237.55	425.02
"10760"	"tcruzi-890"	179.05	625.71
"10778"	"tcruzi-908"	489.33	1169.86
"10779"	"tcruzi-909"	864.85	497.59
"10785"	"tcruzi-915"	24559.44	19357.82
"11029"	"tcruzi-1159"	21893.16	20308.04
"11109"	"tcruzi-1239"	10855.51	9675.37
"11194"	"tcruzi-1324"	4613.42	3429.97
"11472"	"tcruzi-1602"	22891.88	14811.3
"11473"	"tcruzi-1603"	25372.39	19501.56
"11474"	"tcruzi-1604"	22122.31	16155.29
"11475"	"tcruzi-1605"	13296.48	12355.24
"11524"	"tcruzi-1654"	320.12	238.21
"11535"	"tcruzi-1665"	270.01	404.17
"11724"	"tcruzi-1854"	34307.06	25493.36
"12045"	"tcruzi-2175"	32195.49	22451.98
"12122"	"tcruzi-2252"	921.6	690.45
"12123"	"tcruzi-2253"	658.47	399.69
"12125"	"tcruzi-2255"	504.1	327.57
"12656"	"tcruzi-2786"	271.75	93.17
"12657"	"tcruzi-2787"	163.92	90.6
"12667"	"tcruzi-2797"	241.65	204.65
"12668"	"tcruzi-2798"	295.92	228.29
"12677"	"tcruzi-2807"	208.91	199.11
"12678"	"tcruzi-2808"	257.03	214.21
"12679"	"tcruzi-2809"	371.04	285.31
"12680"	"tcruzi-2810"	355.14	220.63
"12681"	"tcruzi-2811"	302.74	279.75
"12682"	"tcruzi-2812"	370.79	283.38
"12683"	"tcruzi-2813"	228.64	269.95
"12716"	"tcruzi-2846"	259.43	309.18
"12717"	"tcruzi-2847"	271.72	218.08
"12718"	"tcruzi-2848"	269.03	273.08
"12731"	"tcruzi-2861"	434.06	565.8
"12769"	"tcruzi-2899"	540.36	427.55
"12968"	"tcruzi-3098"	296.49	240.31
"12977"	"tcruzi-3107"	1284.78	1058.48
"13282"	"tcruzi-3412"	616.77	471.72
"13283"	"tcruzi-3413"	649.19	636.5
"13284"	"tcruzi-3414"	677.23	487.25
"13285"	"tcruzi-3415"	581.62	397.45
"13314"	"tcruzi-3444"	694.95	347.06
"13321"	"tcruzi-3451"	469.61	381.7
"13322"	"tcruzi-3452"	7375.15	4923.91
"13354"	"tcruzi-3484"	601.4	3480.86
"13355"	"tcruzi-3485"	663.15	3105.6
"13357"	"tcruzi-3487"	525.97	873.37
"13381"	"tcruzi-3511"	1551.83	2162.27
"13438"	"tcruzi-3568"	456.21	394.43
"13444"	"tcruzi-3574"	1147.27	792.41
