"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	11391.35	10411.84
"10130"	"tcruzi-260"	2282.61	2033.65
"10141"	"tcruzi-271"	2484.42	3595.95
"10236"	"tcruzi-366"	23960.09	20009.75
"10723"	"tcruzi-853"	3450.94	2395.59
"10725"	"tcruzi-855"	3442.24	2777.49
"10741"	"tcruzi-871"	3302.56	2171.69
"10756"	"tcruzi-886"	6636	1553.85
"10759"	"tcruzi-889"	6343.99	2201.23
"10760"	"tcruzi-890"	4639.88	1721.38
"10778"	"tcruzi-908"	5219.74	2193.48
"10779"	"tcruzi-909"	4484.48	3197.36
"10785"	"tcruzi-915"	13712.2	12004.93
"11029"	"tcruzi-1159"	1969.71	2998.17
"11109"	"tcruzi-1239"	20036.39	16737.71
"11194"	"tcruzi-1324"	11865.85	7598.45
"11472"	"tcruzi-1602"	6817.65	6263.04
"11473"	"tcruzi-1603"	9503.37	5914.41
"11474"	"tcruzi-1604"	8838.94	6336.02
"11475"	"tcruzi-1605"	1631.38	1650.89
"11524"	"tcruzi-1654"	872.5	677.04
"11535"	"tcruzi-1665"	1170.03	1140.78
"11724"	"tcruzi-1854"	22493.21	17722.12
"12045"	"tcruzi-2175"	23073.26	18696.21
"12122"	"tcruzi-2252"	14851.16	15783
"12123"	"tcruzi-2253"	19886.09	15584.01
"12125"	"tcruzi-2255"	17673.55	13665.57
"12656"	"tcruzi-2786"	6961.23	1042.8
"12657"	"tcruzi-2787"	4796.75	3103.96
"12667"	"tcruzi-2797"	17192.9	14175.72
"12668"	"tcruzi-2798"	12731.01	12504.62
"12677"	"tcruzi-2807"	6836.75	4159.18
"12678"	"tcruzi-2808"	18992.61	17633.49
"12679"	"tcruzi-2809"	24609.16	20344.27
"12680"	"tcruzi-2810"	22194.45	18205.67
"12681"	"tcruzi-2811"	20655.49	18896.6
"12682"	"tcruzi-2812"	20604.86	16281.29
"12683"	"tcruzi-2813"	15520.95	13705.85
"12716"	"tcruzi-2846"	14116.85	10197.37
"12717"	"tcruzi-2847"	15395.46	12848.7
"12718"	"tcruzi-2848"	19713.52	12454.03
"12731"	"tcruzi-2861"	7746.99	5698.15
"12769"	"tcruzi-2899"	2866.68	2143.42
"12968"	"tcruzi-3098"	1423.66	812.86
"12977"	"tcruzi-3107"	14160.6	11830.47
"13282"	"tcruzi-3412"	22230.1	20059.5
"13283"	"tcruzi-3413"	21096.57	19543.27
"13284"	"tcruzi-3414"	24772.39	21122.21
"13285"	"tcruzi-3415"	23464.45	21181.09
"13314"	"tcruzi-3444"	5429.61	2742.94
"13321"	"tcruzi-3451"	8632.44	5806.15
"13322"	"tcruzi-3452"	13609.23	6347.24
"13354"	"tcruzi-3484"	3598.26	1393.98
"13355"	"tcruzi-3485"	3899.99	1431.34
"13357"	"tcruzi-3487"	3003.73	1411.5
"13381"	"tcruzi-3511"	2550.35	1733.35
"13438"	"tcruzi-3568"	9538.17	9447.06
"13444"	"tcruzi-3574"	9343.07	3370.62
"13448"	"tcruzi-3578"	5683.69	2768.39
"13504"	"tcruzi-3634"	7199.18	5139.05
"13508"	"tcruzi-3638"	6577.47	1406.66
"13509"	"tcruzi-3639"	4062.32	1384.07
"13552"	"tcruzi-3682"	3475.89	3130.1
"13553"	"tcruzi-3683"	3264.84	1939.37
"13582"	"tcruzi-3712"	14519.55	11691.33
"13595"	"tcruzi-3725"	8156.88	4017.91
"13627"	"tcruzi-3757"	9281.36	6067.85
"13697"	"tcruzi-3827"	2012.51	1113.55
"13723"	"tcruzi-3853"	16897.48	15105
"14102"	"tcruzi-4232"	2728.67	1243.94
"14237"	"tcruzi-4367"	2736.77	1565.12
"14303"	"tcruzi-4433"	7919.36	5005.54
"14626"	"tcruzi-4756"	1480.83	1313.75
"14771"	"tcruzi-4901"	1186.87	1963.61
"14788"	"tcruzi-4918"	10552.69	7881.56
"14968"	"tcruzi-5098"	20008.65	17690.49
"14994"	"tcruzi-5124"	2363.82	1521.16
"15508"	"tcruzi-5638"	1396.97	1425.71
"15606"	"tcruzi-5736"	6467.53	5753.07
"15607"	"tcruzi-5737"	12908	10831.81
"15688"	"tcruzi-5818"	28513.28	25482.3
"15833"	"tcruzi-5963"	4222.57	3967.7
"16011"	"tcruzi-6141"	737.77	429.33
"16041"	"tcruzi-6171"	501.56	413.31
"16288"	"tcruzi-6418"	18421.12	11981.58
"16292"	"tcruzi-6422"	15614.72	13291.49
"16338"	"tcruzi-6468"	27560.85	23008.93
"16586"	"tcruzi-6716"	6842.61	6609.03
"17005"	"tcruzi-7135"	9622.22	4043.84
"17006"	"tcruzi-7136"	5268.45	2796.48
"17007"	"tcruzi-7137"	5556	4118.32
"17008"	"tcruzi-7138"	8183.7	5824.03
"17009"	"tcruzi-7139"	9160.66	4346.96
"17010"	"tcruzi-7140"	9214.1	5019.59
"17012"	"tcruzi-7142"	13120.23	7469.08
"17015"	"tcruzi-7145"	2296.52	1318.7
"17016"	"tcruzi-7146"	6872	2963.3
"17211"	"tcruzi-7341"	320.77	284.77
"17235"	"tcruzi-7365"	1212.55	589.18
"17246"	"tcruzi-7376"	1056.84	1181.71
"17247"	"tcruzi-7377"	791.51	320.28
"17360"	"tcruzi-7490"	344.92	216.95
"17361"	"tcruzi-7491"	340	230.09
"17364"	"tcruzi-7494"	362.41	228.17
"17430"	"tcruzi-7560"	10069.69	9155.23
"17433"	"tcruzi-7563"	9028.18	6433.85
"17468"	"tcruzi-7598"	255.19	210.88
"17472"	"tcruzi-7602"	395.24	169.07
"17713"	"tcruzi-7843"	7377.06	8543.47
"17718"	"tcruzi-7848"	13162.07	15389.48
"17934"	"tcruzi-8064"	29458.56	22529.57
"18034"	"tcruzi-8164"	11376.5	10570.7
"18267"	"tcruzi-8397"	10422.31	6580.74
"18268"	"tcruzi-8398"	13221.65	6851.25
"18269"	"tcruzi-8399"	8205.07	3845.01
"18270"	"tcruzi-8400"	9973.26	5771.82
"18277"	"tcruzi-8407"	6366.49	2884.63
"18278"	"tcruzi-8408"	9924.4	5060.66
"18279"	"tcruzi-8409"	9203.82	5820.38
"18281"	"tcruzi-8411"	13055.2	5377.45
"18295"	"tcruzi-8425"	12707.75	15536.77
"18310"	"tcruzi-8440"	3359.01	2281.51
"18311"	"tcruzi-8441"	4680.81	1948.38
"18346"	"tcruzi-8476"	8978.65	9414.08
"18641"	"tcruzi-8771"	5379.95	7154.83
"18648"	"tcruzi-8778"	9734.27	7811.4
"18649"	"tcruzi-8779"	11350.24	8145.74
"18651"	"tcruzi-8781"	9491.33	5686.92
"18652"	"tcruzi-8782"	10948.03	9072.79
"18674"	"tcruzi-8804"	302.54	106.56
"18699"	"tcruzi-8829"	24175.15	13799.05
"18702"	"tcruzi-8832"	8681.43	11330.57
"18716"	"tcruzi-8846"	23727.55	20301.62
"18719"	"tcruzi-8849"	28091.68	21841.03
"18731"	"tcruzi-8861"	24969.01	18226.25
"18732"	"tcruzi-8862"	24704.48	18798.95
"18734"	"tcruzi-8864"	21940.87	16605.97
"18736"	"tcruzi-8866"	12506.21	6054.14
"18737"	"tcruzi-8867"	21155.05	19890.3
"18751"	"tcruzi-8881"	9339.88	7834.38
"18757"	"tcruzi-8887"	13277.47	8024.83
