"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	20620.49	13912.17
"10130"	"tcruzi-260"	4671.12	1520.36
"10141"	"tcruzi-271"	10317.03	10349.04
"10236"	"tcruzi-366"	34721.84	22450.1
"10723"	"tcruzi-853"	3400.62	1178.37
"10725"	"tcruzi-855"	515.27	1077.09
"10741"	"tcruzi-871"	10054.23	2003.15
"10756"	"tcruzi-886"	6433.25	5131.24
"10759"	"tcruzi-889"	12990.2	1099.4
"10760"	"tcruzi-890"	5906.53	1052.61
"10778"	"tcruzi-908"	4600.06	1573.72
"10779"	"tcruzi-909"	2686.02	1261.78
"10785"	"tcruzi-915"	26945.74	18513.03
"11029"	"tcruzi-1159"	11838.6	5222.04
"11109"	"tcruzi-1239"	32255.77	22624.91
"11194"	"tcruzi-1324"	30072.91	15677.68
"11472"	"tcruzi-1602"	23498.54	17804.78
"11473"	"tcruzi-1603"	26205.98	18207.33
"11474"	"tcruzi-1604"	28354.12	18775.22
"11475"	"tcruzi-1605"	13960.35	11778.38
"11524"	"tcruzi-1654"	19166.21	11250.36
"11535"	"tcruzi-1665"	22916.87	17727.33
"11724"	"tcruzi-1854"	33382.04	21725.65
"12045"	"tcruzi-2175"	20618.25	12422.55
"12122"	"tcruzi-2252"	30818.82	22366.78
"12123"	"tcruzi-2253"	29563.94	21482.4
"12125"	"tcruzi-2255"	30081.02	21627.04
"12656"	"tcruzi-2786"	855.07	264.21
"12657"	"tcruzi-2787"	1030.19	1650.95
"12667"	"tcruzi-2797"	1114.54	1494.61
"12668"	"tcruzi-2798"	2450.54	2796.43
"12677"	"tcruzi-2807"	2780.43	1379.18
"12678"	"tcruzi-2808"	6470.17	2906.25
"12679"	"tcruzi-2809"	7754.53	4060.77
"12680"	"tcruzi-2810"	3764.31	6116.98
"12681"	"tcruzi-2811"	4114.4	2484.23
"12682"	"tcruzi-2812"	2920.87	6628.01
"12683"	"tcruzi-2813"	1402.07	3529.6
"12716"	"tcruzi-2846"	1592.61	2352.28
"12717"	"tcruzi-2847"	6459.09	4225.55
"12718"	"tcruzi-2848"	1964.24	3977.83
"12731"	"tcruzi-2861"	2757.11	2812.45
"12769"	"tcruzi-2899"	19777.32	8443.66
"12968"	"tcruzi-3098"	1767.65	2065.8
"12977"	"tcruzi-3107"	27264.89	22453.76
"13282"	"tcruzi-3412"	19455.66	14344.41
"13283"	"tcruzi-3413"	22327.14	17121.34
"13284"	"tcruzi-3414"	24668.04	19100.74
"13285"	"tcruzi-3415"	22535.93	17247.49
"13314"	"tcruzi-3444"	4773.58	3222.38
"13321"	"tcruzi-3451"	13166.95	6241.59
"13322"	"tcruzi-3452"	8932.02	4283.92
"13354"	"tcruzi-3484"	3419.62	901.16
"13355"	"tcruzi-3485"	4622.15	1583.74
"13357"	"tcruzi-3487"	3263.47	2943.18
"13381"	"tcruzi-3511"	3005.4	5373.07
"13438"	"tcruzi-3568"	20134.37	14379.33
"13444"	"tcruzi-3574"	8856.49	5075.16
"13448"	"tcruzi-3578"	12379.52	4922.49
"13504"	"tcruzi-3634"	10429.04	10129.26
"13508"	"tcruzi-3638"	9397.86	2046.4
"13509"	"tcruzi-3639"	3389.82	1173.23
"13552"	"tcruzi-3682"	2667.15	1226.83
"13553"	"tcruzi-3683"	1847.33	1132.24
"13582"	"tcruzi-3712"	21077.02	17339.55
"13595"	"tcruzi-3725"	5563.48	1100.88
"13627"	"tcruzi-3757"	13182.14	4696.52
"13697"	"tcruzi-3827"	2319.07	1108.91
"13723"	"tcruzi-3853"	34954.76	21981.62
"14102"	"tcruzi-4232"	3346.62	3755.21
"14237"	"tcruzi-4367"	5212.69	3639.76
"14303"	"tcruzi-4433"	3851.08	4735.74
"14626"	"tcruzi-4756"	2822.08	2364.97
"14771"	"tcruzi-4901"	229.84	442.27
"14788"	"tcruzi-4918"	14069.02	7865.61
"14968"	"tcruzi-5098"	33034.61	23932.3
"14994"	"tcruzi-5124"	2148.64	3511.89
"15508"	"tcruzi-5638"	4367.18	3090.69
"15606"	"tcruzi-5736"	4230.96	2980.42
"15607"	"tcruzi-5737"	26303.34	17790.18
"15688"	"tcruzi-5818"	33495.19	22921.82
"15833"	"tcruzi-5963"	6361.28	3972.96
"16011"	"tcruzi-6141"	308.96	230.9
"16041"	"tcruzi-6171"	206.68	146.15
"16288"	"tcruzi-6418"	22918.99	14073.69
"16292"	"tcruzi-6422"	25263.57	15387.76
"16338"	"tcruzi-6468"	34634.39	21965.98
"16586"	"tcruzi-6716"	20466.95	13903.14
"17005"	"tcruzi-7135"	25182.23	19084.18
"17006"	"tcruzi-7136"	26994.42	18017.74
"17007"	"tcruzi-7137"	25924.36	17438.62
"17008"	"tcruzi-7138"	27370.62	11909.4
"17009"	"tcruzi-7139"	29328.46	19411.87
"17010"	"tcruzi-7140"	28852.22	18612.56
"17012"	"tcruzi-7142"	26138.09	19445.16
"17015"	"tcruzi-7145"	28154.87	15303.25
"17016"	"tcruzi-7146"	27205.66	18815.45
"17211"	"tcruzi-7341"	350.46	267.17
"17235"	"tcruzi-7365"	17385.44	12507.66
"17246"	"tcruzi-7376"	28420.36	18087.23
"17247"	"tcruzi-7377"	23723.5	17151.19
"17360"	"tcruzi-7490"	1823.09	1083.11
"17361"	"tcruzi-7491"	1226.08	489.41
"17364"	"tcruzi-7494"	1107.62	1265.92
"17430"	"tcruzi-7560"	476.14	324.33
"17433"	"tcruzi-7563"	240.78	218.12
"17468"	"tcruzi-7598"	778.69	1025.87
"17472"	"tcruzi-7602"	873.27	751.77
"17713"	"tcruzi-7843"	9041.27	6291.7
"17718"	"tcruzi-7848"	11500.32	10705.49
"17934"	"tcruzi-8064"	962.35	1377.78
"18034"	"tcruzi-8164"	26291.01	18110.05
"18267"	"tcruzi-8397"	26427.08	16836.5
"18268"	"tcruzi-8398"	28917.74	16921.77
"18269"	"tcruzi-8399"	24307.63	14863.63
"18270"	"tcruzi-8400"	26179.31	15051.93
"18277"	"tcruzi-8407"	25174.38	17667.61
"18278"	"tcruzi-8408"	26305.32	18113.71
"18279"	"tcruzi-8409"	25344.27	18541.66
"18281"	"tcruzi-8411"	25941.94	18853.24
"18295"	"tcruzi-8425"	11384.15	9536.39
"18310"	"tcruzi-8440"	26379.66	14614.92
"18311"	"tcruzi-8441"	25833.37	14144.21
"18346"	"tcruzi-8476"	682.75	257.72
"18641"	"tcruzi-8771"	1745.93	1779.53
"18648"	"tcruzi-8778"	337.1	122.89
"18649"	"tcruzi-8779"	2710.81	3446.57
"18651"	"tcruzi-8781"	290.22	177.17
"18652"	"tcruzi-8782"	330.06	205.3
"18674"	"tcruzi-8804"	171.27	137.48
"18699"	"tcruzi-8829"	33654.47	21468.85
"18702"	"tcruzi-8832"	26459.41	19177.44
"18716"	"tcruzi-8846"	33845.87	20717.74
"18719"	"tcruzi-8849"	31628.42	23667.09
"18731"	"tcruzi-8861"	34795.66	22112.95
"18732"	"tcruzi-8862"	36315.57	22627.69
"18734"	"tcruzi-8864"	30551.49	22717.85
"18736"	"tcruzi-8866"	20956.67	12782.07
"18737"	"tcruzi-8867"	36351.25	20605.6
"18751"	"tcruzi-8881"	16816.67	12063.74
"18757"	"tcruzi-8887"	30106.24	21908.55
"18762"	"tcruzi-8892"	37654.27	20118.95
"18763"	"tcruzi-8893"	31518.66	21708.5
"18764"	"tcruzi-8894"	32373.55	22215.71
"18767"	"tcruzi-8897"	32085.55	22164.23
"18768"	"tcruzi-8898"	33092.25	14577.57
"18771"	"tcruzi-8901"	30987.13	21167.58
"18772"	"tcruzi-8902"	31169.62	20163.26
"18779"	"tcruzi-8909"	33103.25	21326.99
"18794"	"tcruzi-8924"	31875.74	21293.14
"18837"	"tcruzi-8967"	2008.12	910.06
"18838"	"tcruzi-8968"	1369.82	724.69
"18839"	"tcruzi-8969"	1976.8	760.47
"18848"	"tcruzi-8978"	1068.5	776.92
"19188"	"tcruzi-9318"	35801.59	22921.69
"19189"	"tcruzi-9319"	33899.68	20267.61
"19228"	"tcruzi-9358"	4939.28	3441.85
"19229"	"tcruzi-9359"	2972.27	3183.3
"19429"	"tcruzi-9559"	164.97	164.14
"19430"	"tcruzi-9560"	172.3	154.31
"19432"	"tcruzi-9562"	205.63	98.15
"19435"	"tcruzi-9565"	160.87	86.7
"19436"	"tcruzi-9566"	237.86	120.41
"19441"	"tcruzi-9571"	154.25	130.79
"19761"	"tcruzi-9891"	7247.59	4521.02
"19940"	"tcruzi-10070"	29033.37	21757.94
"20175"	"tcruzi-10305"	5596.99	3669.58
"20296"	"tcruzi-10426"	232.71	214.19
"20425"	"tcruzi-10555"	9708.45	8457.01
"20624"	"tcruzi-10754"	34209.88	17995.01
"20627"	"tcruzi-10757"	35841.01	22924.33
"20741"	"tcruzi-10871"	6567.3	4551.16
"21014"	"tcruzi-11144"	29009.45	19234.66
"21015"	"tcruzi-11145"	30581.2	19325.53
"21017"	"tcruzi-11147"	30016.73	20604.33
"21020"	"tcruzi-11150"	23069.13	15043.32
"21021"	"tcruzi-11151"	14730.52	13969.34
"21170"	"tcruzi-11300"	23557.62	13951.56
"21177"	"tcruzi-11307"	21233.36	15728.58
"21598"	"tcruzi-11728"	5676.45	7471.28
"21626"	"tcruzi-11756"	8384.31	5985.32
"21746"	"tcruzi-11876"	29370.39	21271.52
"21834"	"tcruzi-11964"	1536.31	2558.54
"22662"	"tcruzi-12792"	17304.22	12192.43
"22664"	"tcruzi-12794"	18523.95	12750.31
"22698"	"tcruzi-12828"	794.96	429.38
"22699"	"tcruzi-12829"	1981.19	896.92
"22908"	"tcruzi-13038"	2869.16	1614.55
