"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	898.69	849.62
"10130"	"tcruzi-260"	376.65	52.84
"10141"	"tcruzi-271"	302.5	273.04
"10236"	"tcruzi-366"	214	125.69
"10723"	"tcruzi-853"	522.4	257.84
"10725"	"tcruzi-855"	1074.07	102.02
"10741"	"tcruzi-871"	707.86	212.38
"10756"	"tcruzi-886"	166.28	158.28
"10759"	"tcruzi-889"	593.82	145.16
"10760"	"tcruzi-890"	1586.69	915.38
"10778"	"tcruzi-908"	656.62	233.28
"10779"	"tcruzi-909"	677.77	137.37
"10785"	"tcruzi-915"	676.43	773.14
"11029"	"tcruzi-1159"	129.47	157
"11109"	"tcruzi-1239"	3545.98	2576.76
"11194"	"tcruzi-1324"	118.34	111.97
"11472"	"tcruzi-1602"	68.03	36.87
"11473"	"tcruzi-1603"	130.03	47.46
"11474"	"tcruzi-1604"	72.94	40.01
"11475"	"tcruzi-1605"	38.61	58.55
"11524"	"tcruzi-1654"	62.89	24.39
"11535"	"tcruzi-1665"	39.43	26.63
"11724"	"tcruzi-1854"	4319.57	5291.33
"12045"	"tcruzi-2175"	194.21	279.08
"12122"	"tcruzi-2252"	3407.12	2826.58
"12123"	"tcruzi-2253"	3384.93	2754.42
"12125"	"tcruzi-2255"	2707.26	2705.53
"12656"	"tcruzi-2786"	366.8	107.31
"12657"	"tcruzi-2787"	92.39	53.64
"12667"	"tcruzi-2797"	2890.98	3187.21
"12668"	"tcruzi-2798"	1912.51	2901.89
"12677"	"tcruzi-2807"	2054.33	1680.13
"12678"	"tcruzi-2808"	2934.86	2910.26
"12679"	"tcruzi-2809"	5753.49	6926.4
"12680"	"tcruzi-2810"	2589.95	3491.18
"12681"	"tcruzi-2811"	1819.53	2608.55
"12682"	"tcruzi-2812"	385.23	368.99
"12683"	"tcruzi-2813"	245.58	169.19
"12716"	"tcruzi-2846"	3626.55	2520.02
"12717"	"tcruzi-2847"	2388.43	2963.1
"12718"	"tcruzi-2848"	194.38	145.56
"12731"	"tcruzi-2861"	3509.78	2779.76
"12769"	"tcruzi-2899"	71.97	41.27
"12968"	"tcruzi-3098"	195.11	162.16
"12977"	"tcruzi-3107"	256.21	211.41
"13282"	"tcruzi-3412"	1861.7	1842.06
"13283"	"tcruzi-3413"	2340.94	2474.29
"13284"	"tcruzi-3414"	3235.83	3377.48
"13285"	"tcruzi-3415"	3023.16	2695.53
"13314"	"tcruzi-3444"	187.31	228.39
"13321"	"tcruzi-3451"	181.13	226.19
"13322"	"tcruzi-3452"	181.37	229.56
"13354"	"tcruzi-3484"	468.52	86.6
"13355"	"tcruzi-3485"	1727.11	82.68
"13357"	"tcruzi-3487"	619.16	90.84
"13381"	"tcruzi-3511"	409.07	344.5
"13438"	"tcruzi-3568"	187.13	218.12
"13444"	"tcruzi-3574"	293.98	261.07
"13448"	"tcruzi-3578"	223.54	258.44
"13504"	"tcruzi-3634"	208.1	199.15
