"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	5227.14	3282.41
"10130"	"tcruzi-260"	473.68	1433.71
"10141"	"tcruzi-271"	19183.91	16023.13
"10236"	"tcruzi-366"	19708.42	11148.62
"10723"	"tcruzi-853"	5897.72	3249.92
"10725"	"tcruzi-855"	2947.29	1872.3
"10741"	"tcruzi-871"	1562.76	782.1
"10756"	"tcruzi-886"	11637.95	9254.15
"10759"	"tcruzi-889"	2281.05	3256.94
"10760"	"tcruzi-890"	6665.63	8138.58
"10778"	"tcruzi-908"	419.15	795.45
"10779"	"tcruzi-909"	599.98	1970.24
"10785"	"tcruzi-915"	11637	4770.57
"11029"	"tcruzi-1159"	966.78	574.09
"11109"	"tcruzi-1239"	19306.7	10466.28
"11194"	"tcruzi-1324"	3292.58	1709.55
"11472"	"tcruzi-1602"	898.19	629.09
"11473"	"tcruzi-1603"	2190.1	1307.29
"11474"	"tcruzi-1604"	1365.66	706.82
"11475"	"tcruzi-1605"	384.24	199.4
"11524"	"tcruzi-1654"	429.04	547.37
"11535"	"tcruzi-1665"	304.66	135.85
"11724"	"tcruzi-1854"	1281.31	447.36
"12045"	"tcruzi-2175"	6641.32	1329.37
"12122"	"tcruzi-2252"	25657.93	9116.05
"12123"	"tcruzi-2253"	26045.09	14117.56
"12125"	"tcruzi-2255"	24592.41	12772.21
"12656"	"tcruzi-2786"	4418.93	5285.34
"12657"	"tcruzi-2787"	3995.53	3993.25
"12667"	"tcruzi-2797"	25133.72	17283.64
"12668"	"tcruzi-2798"	26554.46	17808.74
"12677"	"tcruzi-2807"	17344.23	12381.88
"12678"	"tcruzi-2808"	24082.17	16973.67
"12679"	"tcruzi-2809"	32314.2	25957.55
"12680"	"tcruzi-2810"	32233.77	19802.81
"12681"	"tcruzi-2811"	26906.81	18960.79
"12682"	"tcruzi-2812"	18871.19	10934.83
"12683"	"tcruzi-2813"	19003.4	11983.21
"12716"	"tcruzi-2846"	16322.2	6798.8
