"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	2155.16	601.31
"10130"	"tcruzi-260"	1346.43	31.94
"10141"	"tcruzi-271"	3140.98	29.75
"10236"	"tcruzi-366"	7850.49	1512.88
"10723"	"tcruzi-853"	4631.62	36.99
"10725"	"tcruzi-855"	3639.02	26.39
"10741"	"tcruzi-871"	4337.57	39.84
"10756"	"tcruzi-886"	1238.68	92.19
"10759"	"tcruzi-889"	701.38	28.91
"10760"	"tcruzi-890"	1941.91	21.24
"10778"	"tcruzi-908"	3023.42	36.17
"10779"	"tcruzi-909"	2333.11	49.39
"10785"	"tcruzi-915"	5564.28	561.14
"11029"	"tcruzi-1159"	909.38	80.84
"11109"	"tcruzi-1239"	10331.73	1501.28
"11194"	"tcruzi-1324"	511.45	192.74
"11472"	"tcruzi-1602"	239.02	32.05
"11473"	"tcruzi-1603"	236.8	46.17
"11474"	"tcruzi-1604"	332.23	37.39
"11475"	"tcruzi-1605"	107.46	43.61
"11524"	"tcruzi-1654"	69.26	35.24
"11535"	"tcruzi-1665"	41.09	30.57
"11724"	"tcruzi-1854"	1660.16	236.06
"12045"	"tcruzi-2175"	88.21	77.78
"12122"	"tcruzi-2252"	3197.7	447.09
"12123"	"tcruzi-2253"	4781.99	471.95
"12125"	"tcruzi-2255"	3588.1	451.92
"12656"	"tcruzi-2786"	94.84	35.04
"12657"	"tcruzi-2787"	109.48	26.21
"12667"	"tcruzi-2797"	565.56	51.45
"12668"	"tcruzi-2798"	411.7	97.63
"12677"	"tcruzi-2807"	1115.86	39.1
"12678"	"tcruzi-2808"	1301.76	45.15
"12679"	"tcruzi-2809"	2315.57	818.93
"12680"	"tcruzi-2810"	1678.01	122.7
"12681"	"tcruzi-2811"	677.16	160.62
"12682"	"tcruzi-2812"	1583.62	92.85
"12683"	"tcruzi-2813"	1181.77	122.02
"12716"	"tcruzi-2846"	297.49	40.39
"12717"	"tcruzi-2847"	496.57	64.57
"12718"	"tcruzi-2848"	604.93	48.21
"12731"	"tcruzi-2861"	257.62	22.43
"12769"	"tcruzi-2899"	236.61	55.53
"12968"	"tcruzi-3098"	245.32	86.99
"12977"	"tcruzi-3107"	626.22	56.73
"13282"	"tcruzi-3412"	4640.76	463.11
"13283"	"tcruzi-3413"	5018.07	537.79
"13284"	"tcruzi-3414"	5852.52	550.7
"13285"	"tcruzi-3415"	5842.12	612.3
"13314"	"tcruzi-3444"	1415.6	213.18
"13321"	"tcruzi-3451"	834.65	137.84
"13322"	"tcruzi-3452"	1008.1	297.6
"13354"	"tcruzi-3484"	2080.38	47.78
"13355"	"tcruzi-3485"	1363.96	26
"13357"	"tcruzi-3487"	302.95	24.79
"13381"	"tcruzi-3511"	1142.54	26.81
"13438"	"tcruzi-3568"	453.65	133.93
"13444"	"tcruzi-3574"	927.22	127.48
"13448"	"tcruzi-3578"	1184.57	185.92
"13504"	"tcruzi-3634"	816.2	50.91
"13508"	"tcruzi-3638"	319.75	18.13
"13509"	"tcruzi-3639"	521.08	37.25
"13552"	"tcruzi-3682"	2291.62	47.2
"13553"	"tcruzi-3683"	1824.78	26.7
"13582"	"tcruzi-3712"	2196.33	355.08
"13595"	"tcruzi-3725"	292.18	23.95
"13627"	"tcruzi-3757"	1468.4	174.37
"13697"	"tcruzi-3827"	5796.7	879.38
"13723"	"tcruzi-3853"	5789.22	805.85
"14102"	"tcruzi-4232"	442.75	67.67
"14237"	"tcruzi-4367"	638.81	131.04
"14303"	"tcruzi-4433"	157.25	154.46
"14626"	"tcruzi-4756"	211.18	33.12
"14771"	"tcruzi-4901"	5023.45	1469.85
"14788"	"tcruzi-4918"	683.69	102.66
"14968"	"tcruzi-5098"	11369.12	1588.23
"14994"	"tcruzi-5124"	387.01	93.2
"15508"	"tcruzi-5638"	2283.42	186.47
"15606"	"tcruzi-5736"	35.88	10.02
"15607"	"tcruzi-5737"	49.5	51.45
"15688"	"tcruzi-5818"	8997.13	1256.52
"15833"	"tcruzi-5963"	67.23	43.65
"16011"	"tcruzi-6141"	133.44	41.68
"16041"	"tcruzi-6171"	909.96	109.54
"16288"	"tcruzi-6418"	66.31	22.17
"16292"	"tcruzi-6422"	221.13	48.73
"16338"	"tcruzi-6468"	751.32	152.07
"16586"	"tcruzi-6716"	385.34	93.49
"17005"	"tcruzi-7135"	357.36	70.82
"17006"	"tcruzi-7136"	258.37	71.3
"17007"	"tcruzi-7137"	294.05	68.39
"17008"	"tcruzi-7138"	459	43.84
"17009"	"tcruzi-7139"	364.47	56.62
