"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	6464.02	3487.47
"10130"	"tcruzi-260"	9982.83	951.49
"10141"	"tcruzi-271"	1775.52	725.5
"10236"	"tcruzi-366"	5097.51	1794.28
"10723"	"tcruzi-853"	7359.86	4124.43
"10725"	"tcruzi-855"	6432.92	2094.39
"10741"	"tcruzi-871"	2730.2	1003.36
"10756"	"tcruzi-886"	2867.19	318.63
"10759"	"tcruzi-889"	18508.85	1214.55
"10760"	"tcruzi-890"	2341.62	294.37
"10778"	"tcruzi-908"	7578.83	7350.96
"10779"	"tcruzi-909"	7108.78	2035.89
"10785"	"tcruzi-915"	2207.53	536.93
"11029"	"tcruzi-1159"	1069.17	288.21
"11109"	"tcruzi-1239"	20727.4	11365.12
"11194"	"tcruzi-1324"	1092.03	577.12
"11472"	"tcruzi-1602"	21032.3	14882.97
"11473"	"tcruzi-1603"	25856.58	17621.67
"11474"	"tcruzi-1604"	24391.56	15061.61
"11475"	"tcruzi-1605"	17726.13	8122.41
"11524"	"tcruzi-1654"	668.9	560.82
"11535"	"tcruzi-1665"	1252.6	545.1
"11724"	"tcruzi-1854"	32693.13	16548.38
"12045"	"tcruzi-2175"	707.85	187.77
"12122"	"tcruzi-2252"	19308.5	8541.25
"12123"	"tcruzi-2253"	24165.76	8946.47
"12125"	"tcruzi-2255"	18278.86	9099.13
"12656"	"tcruzi-2786"	1661.8	166.66
"12657"	"tcruzi-2787"	585.61	967.81
"12667"	"tcruzi-2797"	19936.3	18864.17
"12668"	"tcruzi-2798"	20541.63	17844.76
"12677"	"tcruzi-2807"	17501.86	12302.13
"12678"	"tcruzi-2808"	25601.82	17903.23
"12679"	"tcruzi-2809"	35257.47	27623.24
"12680"	"tcruzi-2810"	29044.75	19393.2
"12681"	"tcruzi-2811"	31411.31	24855.43
"12682"	"tcruzi-2812"	26714.2	21671.75
"12683"	"tcruzi-2813"	9798.06	9223.19
"12716"	"tcruzi-2846"	22831.48	16289.16
"12717"	"tcruzi-2847"	23484.28	13244.92
"12718"	"tcruzi-2848"	6064.56	5802.03
"12731"	"tcruzi-2861"	22904	19533.09
"12769"	"tcruzi-2899"	5868.59	3635.32
"12968"	"tcruzi-3098"	891.19	571.75
"12977"	"tcruzi-3107"	3855.09	1691.2
"13282"	"tcruzi-3412"	15094.49	7222.66
"13283"	"tcruzi-3413"	15143.12	8334.96
"13284"	"tcruzi-3414"	20952.22	11557.53
"13285"	"tcruzi-3415"	18856.38	7758.23
"13314"	"tcruzi-3444"	1951.23	733.97
"13321"	"tcruzi-3451"	25709.74	12028.91
"13322"	"tcruzi-3452"	24491.18	9169.16
"13354"	"tcruzi-3484"	7786.24	2130.92
"13355"	"tcruzi-3485"	5484.07	2232.15
"13357"	"tcruzi-3487"	2028.25	804.59
"13381"	"tcruzi-3511"	327.79	181.8
"13438"	"tcruzi-3568"	1486.81	929.37
"13444"	"tcruzi-3574"	2809.29	1299.08
"13448"	"tcruzi-3578"	1243.2	674.09
"13504"	"tcruzi-3634"	989.23	174.8
"13508"	"tcruzi-3638"	4446.64	3041.95
"13509"	"tcruzi-3639"	2019.1	682.2
"13552"	"tcruzi-3682"	7366.22	1525.54
"13553"	"tcruzi-3683"	6746.19	1171.11
"13582"	"tcruzi-3712"	1398.26	290.88
"13595"	"tcruzi-3725"	13041.98	5882.8
"13627"	"tcruzi-3757"	20554.36	8078.71
"13697"	"tcruzi-3827"	466.22	162.5
"13723"	"tcruzi-3853"	15305.8	8273.56
"14102"	"tcruzi-4232"	7171.49	3327.36
"14237"	"tcruzi-4367"	4353.26	1390.09
"14303"	"tcruzi-4433"	10886.72	6267.42
"14626"	"tcruzi-4756"	487.86	216.81
"14771"	"tcruzi-4901"	236.5	175.52
"14788"	"tcruzi-4918"	4872.83	2215.95
"14968"	"tcruzi-5098"	20281.47	10037.92
"14994"	"tcruzi-5124"	3058.69	1422.37
"15508"	"tcruzi-5638"	23940.09	14601.45
"15606"	"tcruzi-5736"	101.33	76.88
"15607"	"tcruzi-5737"	182.39	112.15
"15688"	"tcruzi-5818"	41531.58	30054.61
"15833"	"tcruzi-5963"	4428.42	4573
"16011"	"tcruzi-6141"	249.28	148.6
"16041"	"tcruzi-6171"	101.56	47.91
"16288"	"tcruzi-6418"	28589.41	20275.42
"16292"	"tcruzi-6422"	21042.77	17659.82
"16338"	"tcruzi-6468"	27829.92	16515.89
"16586"	"tcruzi-6716"	10222.94	5915.86
"17005"	"tcruzi-7135"	21839.19	14035.26
"17006"	"tcruzi-7136"	24174.94	13127.33
"17007"	"tcruzi-7137"	25175.24	14214.27
"17008"	"tcruzi-7138"	18307.23	5934.69
"17009"	"tcruzi-7139"	24016.99	13472.02
"17010"	"tcruzi-7140"	24299.95	16858.9
"17012"	"tcruzi-7142"	25352.45	16295.22
"17015"	"tcruzi-7145"	23355.89	12613.07
"17016"	"tcruzi-7146"	30770.07	18163.04
"17211"	"tcruzi-7341"	123.24	119.28
"17235"	"tcruzi-7365"	1153.12	449.31
"17246"	"tcruzi-7376"	834.13	326.62
"17247"	"tcruzi-7377"	858.39	497.84
"17360"	"tcruzi-7490"	115.18	74.73
"17361"	"tcruzi-7491"	108.6	78.26
"17364"	"tcruzi-7494"	207.54	65.45
"17430"	"tcruzi-7560"	4973.2	2807.8
"17433"	"tcruzi-7563"	1228.53	397.49
"17468"	"tcruzi-7598"	189.68	97.34
"17472"	"tcruzi-7602"	172.49	70.86
"17713"	"tcruzi-7843"	7643.77	7063.36
"17718"	"tcruzi-7848"	14379.6	9663.96
"17934"	"tcruzi-8064"	32395.02	20418.43
"18034"	"tcruzi-8164"	265.57	108.66
"18267"	"tcruzi-8397"	24072.74	13235.07
"18268"	"tcruzi-8398"	27567.71	13956.08
"18269"	"tcruzi-8399"	22114.36	9774.51
"18270"	"tcruzi-8400"	25730.08	14836.17
"18277"	"tcruzi-8407"	22102.21	8443.83
"18278"	"tcruzi-8408"	23138.4	11773.12
"18279"	"tcruzi-8409"	23668.95	12364
"18281"	"tcruzi-8411"	24635.6	15904.75
"18295"	"tcruzi-8425"	2868.09	2537.03
"18310"	"tcruzi-8440"	24833.45	16930.38
"18311"	"tcruzi-8441"	26290.57	12986.24
"18346"	"tcruzi-8476"	1298.76	922.83
"18641"	"tcruzi-8771"	2772.61	1912.57
"18648"	"tcruzi-8778"	586.32	344.07
"18649"	"tcruzi-8779"	1169.71	453.81
"18651"	"tcruzi-8781"	1212.19	317.75
"18652"	"tcruzi-8782"	1254.12	728.83
"18674"	"tcruzi-8804"	79.41	68.39
"18699"	"tcruzi-8829"	34465.38	21773.48
"18702"	"tcruzi-8832"	34492.19	19150.6
"18716"	"tcruzi-8846"	24743.68	15743.17
"18719"	"tcruzi-8849"	31655.56	19046.01
"18731"	"tcruzi-8861"	28126.99	12895.87
"18732"	"tcruzi-8862"	27794.28	16009.28
"18734"	"tcruzi-8864"	27474.32	16187.51
"18736"	"tcruzi-8866"	17886.4	5613.91
"18737"	"tcruzi-8867"	23756.96	11857.6
"18751"	"tcruzi-8881"	5480.87	2216.69
"18757"	"tcruzi-8887"	19779.97	11592.4
"18762"	"tcruzi-8892"	29277.15	15820
"18763"	"tcruzi-8893"	27668.34	18452.45
"18764"	"tcruzi-8894"	24361.39	12425.04
"18767"	"tcruzi-8897"	26314.59	16689.53
"18768"	"tcruzi-8898"	27064.76	15249.32
"18771"	"tcruzi-8901"	24107.58	12973.42
"18772"	"tcruzi-8902"	23444.73	10801.29
"18779"	"tcruzi-8909"	24592.98	15595.76
"18794"	"tcruzi-8924"	32523.24	16415.99
"18837"	"tcruzi-8967"	1740.02	939.09
"18838"	"tcruzi-8968"	2348.22	821.58
"18839"	"tcruzi-8969"	1962.11	1135.49
"18848"	"tcruzi-8978"	1539.34	614.53
"19188"	"tcruzi-9318"	27134.89	18347.43
"19189"	"tcruzi-9319"	12741.94	3672.49
"19228"	"tcruzi-9358"	26147.62	11962.66
"19229"	"tcruzi-9359"	29680.2	18428.27
"19429"	"tcruzi-9559"	3597.25	1943.96
"19430"	"tcruzi-9560"	3870.84	1629.66
"19432"	"tcruzi-9562"	1915.72	1227.85
"19435"	"tcruzi-9565"	923.1	549.64
"19436"	"tcruzi-9566"	1192.21	667.33
"19441"	"tcruzi-9571"	2449.04	1615.83
"19761"	"tcruzi-9891"	24947.75	17545.58
"19940"	"tcruzi-10070"	23161.43	15014.42
"20175"	"tcruzi-10305"	357.54	180.72
"20296"	"tcruzi-10426"	11809.99	8111.96
"20425"	"tcruzi-10555"	3001.48	729.58
"20624"	"tcruzi-10754"	37187.46	22307.9
"20627"	"tcruzi-10757"	40504.75	24274.51
"20741"	"tcruzi-10871"	185.5	65.61
"21014"	"tcruzi-11144"	4639.13	1154.1
"21015"	"tcruzi-11145"	4765.48	1383.61
"21017"	"tcruzi-11147"	6273.58	2242.66
"21020"	"tcruzi-11150"	12641.28	6450.67
"21021"	"tcruzi-11151"	15705.57	9314.79
"21170"	"tcruzi-11300"	14760.77	11797.41
"21177"	"tcruzi-11307"	3244.78	1438.88
"21598"	"tcruzi-11728"	3360.18	2058.24
"21626"	"tcruzi-11756"	25021.18	19739.58
"21746"	"tcruzi-11876"	10499.84	6114.32
"21834"	"tcruzi-11964"	8666.33	4932.71
"22662"	"tcruzi-12792"	9467.98	7524.52
"22664"	"tcruzi-12794"	10612.53	9259.11
"22698"	"tcruzi-12828"	915.62	762.39
"22699"	"tcruzi-12829"	939.93	1008.26
"22908"	"tcruzi-13038"	13894.97	7000.29
"22930"	"tcruzi-13060"	9763.66	6082.86
"22933"	"tcruzi-13063"	18983.36	13466.02
"22935"	"tcruzi-13065"	7710.9	5798.06
"22943"	"tcruzi-13073"	16020.79	11837.05
"23316"	"tcruzi-13446"	27030.96	16059.89
"23472"	"tcruzi-13602"	221.57	97.71
"23473"	"tcruzi-13603"	81.97	70.88
"23540"	"tcruzi-13670"	1140.41	573.1
"23607"	"tcruzi-13737"	258.41	161.05
"23682"	"tcruzi-13812"	23390.85	15780.61
"23824"	"tcruzi-13954"	12075.15	7381.43
"23826"	"tcruzi-13956"	7597.34	11248.72
"23896"	"tcruzi-14026"	8253.33	322.04
"23897"	"tcruzi-14027"	4107.5	1500.37
"24311"	"tcruzi-14441"	3890.32	3024.19
"24605"	"tcruzi-14735"	17647.84	11139.83
"24611"	"tcruzi-14741"	19345.5	7744.56
"24612"	"tcruzi-14742"	23190.14	13211.45
"24755"	"tcruzi-14885"	2041.23	184.42
"24756"	"tcruzi-14886"	552.85	257.43
"24784"	"tcruzi-14914"	21480.34	20083.89
"24785"	"tcruzi-14915"	24679.53	21178.49
"24807"	"tcruzi-14937"	20249.95	12645.45
"24808"	"tcruzi-14938"	23027.35	19335.2
"24809"	"tcruzi-14939"	34116.66	24293.55
"24810"	"tcruzi-14940"	61783.73	18904.66
"24811"	"tcruzi-14941"	34050.68	24709.49
"24812"	"tcruzi-14942"	27737.34	11667.65
"24813"	"tcruzi-14943"	20639.05	13246.05
"24824"	"tcruzi-14954"	4241.71	2273.83
"24934"	"tcruzi-15064"	18330.42	20432.59
"24935"	"tcruzi-15065"	10794.77	6049.39
"24964"	"tcruzi-15094"	282.4	92.76
"25000"	"tcruzi-15130"	21392.9	17161.8
"25001"	"tcruzi-15131"	30239.29	16726.12
"25002"	"tcruzi-15132"	9170.42	7155.46
"25048"	"tcruzi-15178"	2497.53	1180.29
"25090"	"tcruzi-15220"	21898.32	16655.47
"25405"	"tcruzi-15535"	2142.03	1697.54
"25546"	"tcruzi-15676"	254.37	114.92
"25666"	"tcruzi-15796"	197.64	112.84
"25827"	"tcruzi-15957"	2609.64	1370.25
"25989"	"tcruzi-16119"	32040.14	24234.02
"25990"	"tcruzi-16120"	37261.71	26595.45
"26169"	"tcruzi-16299"	3412.99	2858.79
"26536"	"tcruzi-16666"	20849.86	13162.9
"26866"	"tcruzi-16996"	344.32	274.73
"26959"	"tcruzi-17089"	28448.64	22813.12
"26978"	"tcruzi-17108"	3154.94	1706.29
"27043"	"tcruzi-17173"	984.41	411.35
"27191"	"tcruzi-17321"	311.49	115.19
"27461"	"tcruzi-17591"	26361.52	19641.81
"27556"	"tcruzi-17686"	412.6	105.69
"28002"	"tcruzi-18132"	12968.21	10070.4
"28003"	"tcruzi-18133"	1678.69	226.26
"28144"	"tcruzi-18274"	811.98	322.61
"28284"	"tcruzi-18414"	22537.68	17133.95
"28363"	"tcruzi-18493"	20876.3	13958.12
"28485"	"tcruzi-18615"	381.74	87.8
"28876"	"tcruzi-19006"	17735.84	6976.08
"28877"	"tcruzi-19007"	14086.35	8843.08
"28878"	"tcruzi-19008"	25291.13	13814.1
"28879"	"tcruzi-19009"	19286.78	7839.19
"28883"	"tcruzi-19013"	6499.72	3758.36
"29113"	"tcruzi-19243"	20894.23	9803.14
"29117"	"tcruzi-19247"	17295.43	7709.6
"29177"	"tcruzi-19307"	241.95	147.38
"29189"	"tcruzi-19319"	231.76	179.36
"29190"	"tcruzi-19320"	205.38	141.62
"29243"	"tcruzi-19373"	11874.88	1648.25
"29244"	"tcruzi-19374"	5831.23	3301.7
"29246"	"tcruzi-19376"	2534.54	3409.86
"29247"	"tcruzi-19377"	4601.39	1404.16
"29251"	"tcruzi-19381"	21568.9	9345.67
"29271"	"tcruzi-19401"	899.01	325.36
"29295"	"tcruzi-19425"	1187.45	917.97
"29326"	"tcruzi-19456"	6720.97	4112.92
"29364"	"tcruzi-19494"	198.27	103.97
"29365"	"tcruzi-19495"	137.64	106.14
"29368"	"tcruzi-19498"	181.82	109.03
"29420"	"tcruzi-19550"	360.66	169.28
"29486"	"tcruzi-19616"	14132.64	9700.63
"29643"	"tcruzi-19773"	1354.18	1155.12
"29701"	"tcruzi-19831"	12071.62	8789.82
"29705"	"tcruzi-19835"	1088.73	466.2
"29706"	"tcruzi-19836"	11945.86	7876.23
"29731"	"tcruzi-19861"	302.64	161.9
"29783"	"tcruzi-19913"	41485.2	18990.01
"29784"	"tcruzi-19914"	59786.64	31365.81
"29847"	"tcruzi-19977"	20523.48	14124.7
"29851"	"tcruzi-19981"	27520.91	18994.12
"29852"	"tcruzi-19982"	32488.6	23838.18
"29916"	"tcruzi-20046"	21089.94	12673.79
"30015"	"tcruzi-20145"	1516.72	1148.15
"30021"	"tcruzi-20151"	813.28	316.71
"30071"	"tcruzi-20201"	1068.17	556.96
"30087"	"tcruzi-20217"	6063.42	757.03
"30174"	"tcruzi-20304"	20686.33	14320.95
"30175"	"tcruzi-20305"	19590.94	12838.16
"30449"	"tcruzi-20579"	2494.86	2798.4
"30575"	"tcruzi-20705"	891.65	265.49
"30608"	"tcruzi-20738"	419.24	121.27
"30637"	"tcruzi-20767"	6357.4	4423.39
"30821"	"tcruzi-20951"	14110.46	6729
"30875"	"tcruzi-21005"	2463.85	1828.12
"30922"	"tcruzi-21052"	4942.62	2486.51
"31017"	"tcruzi-21147"	8764.64	4174.67
"31019"	"tcruzi-21149"	6382.61	2893.12
"31021"	"tcruzi-21151"	10704.83	7293.41
"31023"	"tcruzi-21153"	7737.67	5361.98
"31024"	"tcruzi-21154"	9887.01	5457.78
"31025"	"tcruzi-21155"	8073.4	5067.6
"31028"	"tcruzi-21158"	8383.29	4587.8
"31029"	"tcruzi-21159"	6727.42	3851.62
"31030"	"tcruzi-21160"	12896.16	7100.71
"31031"	"tcruzi-21161"	8384.38	4998.45
"31052"	"tcruzi-21182"	2140.7	1006.27
"31204"	"tcruzi-21334"	277.18	109.31
"31205"	"tcruzi-21335"	221.58	153.8
"31207"	"tcruzi-21337"	86.66	105.17
"31281"	"tcruzi-21411"	193.33	214.13
"31325"	"tcruzi-21455"	3587.16	1834.21
"31376"	"tcruzi-21506"	272.62	145.31
"31425"	"tcruzi-21555"	136.69	107.28
"31533"	"tcruzi-21663"	179.99	120.86
"31538"	"tcruzi-21668"	339.84	213.9
"31539"	"tcruzi-21669"	110.04	124.08
"31540"	"tcruzi-21670"	140.84	164.92
"31541"	"tcruzi-21671"	189.52	87.78
"31542"	"tcruzi-21672"	167.78	113.08
"31543"	"tcruzi-21673"	89.42	63.31
"31544"	"tcruzi-21674"	233.16	108.66
"31561"	"tcruzi-21691"	139.68	120.25
"31610"	"tcruzi-21740"	191.72	119.69
"31726"	"tcruzi-21856"	24934.54	18016.97
"31740"	"tcruzi-21870"	6055.76	5140.93
"31741"	"tcruzi-21871"	12079.85	8986.06
"31775"	"tcruzi-21905"	17958.51	14154.62
"31829"	"tcruzi-21959"	308.53	114.39
"31900"	"tcruzi-22030"	3186.16	1338.9
"31901"	"tcruzi-22031"	1689.26	242.99
"32090"	"tcruzi-22220"	154.59	86.71
"32459"	"tcruzi-22589"	791.05	284.75
"32652"	"tcruzi-22782"	934.86	808.11
"32653"	"tcruzi-22783"	4094.93	4101.04
"32709"	"tcruzi-22839"	291.48	512.17
"32711"	"tcruzi-22841"	491.21	847.39
"32887"	"tcruzi-23017"	38122.35	21704.64
"33119"	"tcruzi-23249"	12099.46	8670.37
"33123"	"tcruzi-23253"	494.78	211.02
"33185"	"tcruzi-23315"	6265.96	4793.2
"33419"	"tcruzi-23549"	17786.86	12137.39
"33516"	"tcruzi-23646"	716.78	904.71
"33592"	"tcruzi-23722"	13197.6	15671.6
"33758"	"tcruzi-23888"	1206.94	265.87
"33778"	"tcruzi-23908"	6838.11	4310.22
"33779"	"tcruzi-23909"	9951.52	2485.91
"33961"	"tcruzi-24091"	18369.54	8061.41
"33971"	"tcruzi-24101"	313.88	140.77
"33977"	"tcruzi-24107"	21160.12	11976.04
"34135"	"tcruzi-24265"	11599.88	6025.69
"34294"	"tcruzi-24424"	8710.64	3045.24
"34309"	"tcruzi-24439"	2637.46	630.48
"34336"	"tcruzi-24466"	2523.08	818.08
"34356"	"tcruzi-24486"	1879.83	748.22
"34689"	"tcruzi-24819"	933.63	531.5
"34923"	"tcruzi-25053"	4132.56	1942.51
"34967"	"tcruzi-25097"	839.4	393.1
"35107"	"tcruzi-25237"	7423.33	2701.3
"35343"	"tcruzi-25473"	896.21	122.91
"35587"	"tcruzi-25717"	3306.53	1388.04
"35588"	"tcruzi-25718"	3169.15	1082.56
"35821"	"tcruzi-25951"	3232.05	1135.76
"35964"	"tcruzi-26094"	308.7	313.32
"36056"	"tcruzi-26186"	6035.97	3532.62
"36130"	"tcruzi-26260"	17474.66	10928.35
"36222"	"tcruzi-26352"	25522.29	19689.41
"36430"	"tcruzi-26560"	27085.3	20268.29
"37149"	"tcruzi-27279"	2632.43	946.1
"37224"	"tcruzi-27354"	1620.77	610.08
"37452"	"tcruzi-27582"	494.52	92.64
"37577"	"tcruzi-27707"	1502.82	296.91
"37697"	"tcruzi-27827"	4823.92	2110.57
"37807"	"tcruzi-27937"	3592.74	2556.54
"37808"	"tcruzi-27938"	4781.68	3031.67
"37911"	"tcruzi-28041"	925.5	323.65
"37918"	"tcruzi-28048"	5647.89	2572.88
"37919"	"tcruzi-28049"	1029.3	431.34
"37920"	"tcruzi-28050"	7694.85	4274.99
"37939"	"tcruzi-28069"	4800.66	2880.16
"38230"	"tcruzi-28360"	26585.45	18322.43
"38355"	"tcruzi-28485"	11429.83	6465.04
"38544"	"tcruzi-28674"	30854.62	21285.12
"38574"	"tcruzi-28704"	29988.11	19426.3
"38770"	"tcruzi-28900"	18119.93	11288.61
"38821"	"tcruzi-28951"	7054.23	4463.92
"38867"	"tcruzi-28997"	6725.21	2211.96
"38868"	"tcruzi-28998"	16633.29	8935.81
"38870"	"tcruzi-29000"	33849.19	23736.7
"38871"	"tcruzi-29001"	33673.74	22580.16
"38876"	"tcruzi-29006"	33310.3	23858.94
"38877"	"tcruzi-29007"	34119.26	25783.86
"38887"	"tcruzi-29017"	11606.62	10036.21
"38888"	"tcruzi-29018"	2117.01	1205.72
"38897"	"tcruzi-29027"	10908.49	11181.61
"38898"	"tcruzi-29028"	1558.94	657.09
"38955"	"tcruzi-29085"	6426.44	3687.7
"39051"	"tcruzi-29181"	3788.32	3400.4
