"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	27846.47	30756.95
"20627"	"tcruzi-10757"	25858.44	32722.68
"29784"	"tcruzi-19914"	34089.98	42570.31
"54630"	"tcruzi-44760"	32615.11	38867.95
"54667"	"tcruzi-44797"	33354.78	38696.05
"54669"	"tcruzi-44799"	37162.48	38423.58
"58799"	"tcruzi-48929"	28191.24	34152.61
"93031"	"tcruzi-83161"	35417.65	45398.94
"93035"	"tcruzi-83165"	37452.84	42720.97
"93036"	"tcruzi-83166"	33181.13	52996.39
"93037"	"tcruzi-83167"	32019.24	34475.34
"101633"	"tcruzi-91763"	27875.13	38720.18
"101642"	"tcruzi-91772"	27738.48	36297.92
"114065"	"tcruzi-104195"	28593.8	39321.22
"114069"	"tcruzi-104199"	28266.78	39275.72
"114071"	"tcruzi-104201"	29763.35	43789.55
"147879"	"tcruzi-138009"	21052.14	21925.12
"148392"	"tcruzi-138522"	21875.59	26731.32
"148395"	"tcruzi-138525"	22534.72	24303.36
"198629"	"tcruzi-188759"	34379.52	42000.16
"201635"	"tcruzi-191765"	33818.09	52816.88
"201639"	"tcruzi-191769"	34715.36	35482.98
"201640"	"tcruzi-191770"	31327.13	40374.99
"207533"	"tcruzi-197663"	36156.55	39469.86
"207536"	"tcruzi-197666"	37671.36	39931.26
"207537"	"tcruzi-197667"	30644.68	40547.4
"208007"	"tcruzi-198137"	35602.51	41798.63
"208010"	"tcruzi-198140"	36888.68	44479.81
"208011"	"tcruzi-198141"	34676.74	39681.17
"211983"	"tcruzi-202113"	38620.28	39934.86
"224171"	"tcruzi-214301"	34839.93	47974.16
"241302"	"tcruzi-231432"	24020.94	25901.73
"263876"	"tcruzi-254006"	36141.93	38700.44
"328349"	"tcruzi-mutagenesis-scan-314"	26205.79	33977.14
"329582"	"tcruzi-mutagenesis-scan-1547"	29009.35	37331.57
"330700"	"tcruzi-mutagenesis-scan-2665"	41279.71	42387.67
"330701"	"tcruzi-mutagenesis-scan-2666"	36639.2	45742.52
"330792"	"tcruzi-mutagenesis-scan-2757"	22924.88	21119.2
"330827"	"tcruzi-mutagenesis-scan-2792"	26214.92	33355.48
