"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	36166.79	26487.37
"20627"	"tcruzi-10757"	35610.91	24825.31
"29784"	"tcruzi-19914"	39957.99	29464.81
"54630"	"tcruzi-44760"	38562.8	26545.55
"54667"	"tcruzi-44797"	33553.8	26267.21
"54669"	"tcruzi-44799"	42876.61	28630.85
"58799"	"tcruzi-48929"	38138.91	28962.24
"93031"	"tcruzi-83161"	50740.1	28626.31
"93035"	"tcruzi-83165"	44196.99	30099.12
"93036"	"tcruzi-83166"	42333.36	29361.17
"93037"	"tcruzi-83167"	45412.76	28225.99
"101633"	"tcruzi-91763"	39937.4	27506.76
"101642"	"tcruzi-91772"	39069.54	28118.47
"114065"	"tcruzi-104195"	32671.49	21685.78
"114069"	"tcruzi-104199"	31073.31	22839.91
"114071"	"tcruzi-104201"	33753.15	24262.7
"147879"	"tcruzi-138009"	25119.64	23158.89
"148392"	"tcruzi-138522"	31393.02	24043.18
"148395"	"tcruzi-138525"	33999.01	26434.88
"198629"	"tcruzi-188759"	44834.58	29449.7
"201635"	"tcruzi-191765"	46241.62	27928.74
"201639"	"tcruzi-191769"	42539.5	29810.15
"201640"	"tcruzi-191770"	46156.66	28155
"207533"	"tcruzi-197663"	43517.23	27673.23
"207536"	"tcruzi-197666"	41479.67	29575.31
"207537"	"tcruzi-197667"	40789.12	28518.78
"208007"	"tcruzi-198137"	43006.63	28216.65
"208010"	"tcruzi-198140"	42561.1	28003.72
"208011"	"tcruzi-198141"	44871.47	28647.7
"211983"	"tcruzi-202113"	41056.21	28991.96
"224171"	"tcruzi-214301"	42767.76	29341.42
"241302"	"tcruzi-231432"	35843.25	26862.22
"263876"	"tcruzi-254006"	40854.92	28379.83
"328349"	"tcruzi-mutagenesis-scan-314"	38928.5	24883.62
"329582"	"tcruzi-mutagenesis-scan-1547"	36621.19	24823.04
"330700"	"tcruzi-mutagenesis-scan-2665"	42370.8	29713.77
"330701"	"tcruzi-mutagenesis-scan-2666"	44850.54	31454.34
"330792"	"tcruzi-mutagenesis-scan-2757"	26839.46	22023.59
"330827"	"tcruzi-mutagenesis-scan-2792"	33834.96	22639.85
"330829"	"tcruzi-mutagenesis-scan-2794"	34680.17	25672.03
"330830"	"tcruzi-mutagenesis-scan-2795"	34634.51	27011.87
"330831"	"tcruzi-mutagenesis-scan-2796"	20929.2	15798.3
"330832"	"tcruzi-mutagenesis-scan-2797"	33992.67	25611.6
"330833"	"tcruzi-mutagenesis-scan-2798"	23468.44	18210.18
"330834"	"tcruzi-mutagenesis-scan-2799"	29252.85	22896.66
"330835"	"tcruzi-mutagenesis-scan-2800"	16370.18	12862.04
"330836"	"tcruzi-mutagenesis-scan-2801"	16056.44	13322.6
"330837"	"tcruzi-mutagenesis-scan-2802"	23690.6	19142.48
"330838"	"tcruzi-mutagenesis-scan-2803"	41411.29	28499.86
"330839"	"tcruzi-mutagenesis-scan-2804"	37832.95	28789.93
"331106"	"tcruzi-mutagenesis-scan-3071"	30918.87	24642.58
"331107"	"tcruzi-mutagenesis-scan-3072"	33516.04	25177.13
"331705"	"tcruzi-mutagenesis-scan-3670"	28522.69	22750.37
"332770"	"tcruzi-mutagenesis-scan-4735"	44300.52	28964.98
"332982"	"tcruzi-mutagenesis-scan-4947"	41557.76	28056.28
"332983"	"tcruzi-mutagenesis-scan-4948"	40495.47	27446.73
"332987"	"tcruzi-mutagenesis-scan-4952"	40815.82	28275.78
"332988"	"tcruzi-mutagenesis-scan-4953"	42371.17	28498.35
"333436"	"tcruzi-mutagenesis-scan-5401"	32672.86	24425.37
"333437"	"tcruzi-mutagenesis-scan-5402"	33856.86	24439.9
"333834"	"tcruzi-mutagenesis-scan-5799"	28060.77	21746.78
"334221"	"tcruzi-mutagenesis-scan-6186"	38710.57	25984.96
"336209"	"tcruzi-mutagenesis-scan-8174"	37581.59	28353.53
"336210"	"tcruzi-mutagenesis-scan-8175"	38304.06	25622.85
"336700"	"tcruzi-mutagenesis-scan-8665"	40052.49	28359.47
"336714"	"tcruzi-mutagenesis-scan-8679"	37183.16	25299.84
"336715"	"tcruzi-mutagenesis-scan-8680"	24354.06	19860.7
"336716"	"tcruzi-mutagenesis-scan-8681"	35236.08	27192.11
"336717"	"tcruzi-mutagenesis-scan-8682"	23077.2	19905
"336718"	"tcruzi-mutagenesis-scan-8683"	36949.32	25685.33
"336719"	"tcruzi-mutagenesis-scan-8684"	27305.4	22548.68
"336720"	"tcruzi-mutagenesis-scan-8685"	24330.03	19010.58
"336721"	"tcruzi-mutagenesis-scan-8686"	33701.56	27085.84
"336722"	"tcruzi-mutagenesis-scan-8687"	30503.34	22168.37
"336723"	"tcruzi-mutagenesis-scan-8688"	39498.2	28555.61
"336724"	"tcruzi-mutagenesis-scan-8689"	33013.6	27492.67
"336914"	"tcruzi-mutagenesis-scan-8879"	38763.42	28111.51
"336928"	"tcruzi-mutagenesis-scan-8893"	37054.76	27167.33
"336929"	"tcruzi-mutagenesis-scan-8894"	40480.47	29729.67
"336930"	"tcruzi-mutagenesis-scan-8895"	27091.98	19680.32
"336931"	"tcruzi-mutagenesis-scan-8896"	34753.76	28959.44
"336932"	"tcruzi-mutagenesis-scan-8897"	26401.21	20131.42
"336933"	"tcruzi-mutagenesis-scan-8898"	36136.1	26536.9
"336934"	"tcruzi-mutagenesis-scan-8899"	23921.59	19583.6
"336935"	"tcruzi-mutagenesis-scan-8900"	23051.19	20614.05
"336936"	"tcruzi-mutagenesis-scan-8901"	37518.44	26565
"336937"	"tcruzi-mutagenesis-scan-8902"	36178.94	26677.02
"336938"	"tcruzi-mutagenesis-scan-8903"	28989.49	22500.45
"336939"	"tcruzi-mutagenesis-scan-8904"	40928.9	27746.88
"336940"	"tcruzi-mutagenesis-scan-8905"	38331.79	26200.2
