"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1923.83	1499.68
"10130"	"tcruzi-260"	49.89	69.7
"10141"	"tcruzi-271"	181.06	127.78
"10236"	"tcruzi-366"	1036.01	1021.64
"10723"	"tcruzi-853"	17.71	328.09
"10725"	"tcruzi-855"	62.15	166.41
"10741"	"tcruzi-871"	50.98	89.42
"10756"	"tcruzi-886"	23.81	105.73
"10759"	"tcruzi-889"	28.29	77.76
"10760"	"tcruzi-890"	51.18	74.18
"10778"	"tcruzi-908"	69.24	182.75
"10779"	"tcruzi-909"	18.69	109.11
"10785"	"tcruzi-915"	391.22	172.32
"11029"	"tcruzi-1159"	53.49	38.24
"11109"	"tcruzi-1239"	1054.23	1129.54
"11194"	"tcruzi-1324"	235.74	277.02
"11472"	"tcruzi-1602"	3851.22	2662.19
"11473"	"tcruzi-1603"	4862.49	3397.59
"11474"	"tcruzi-1604"	4130.77	2795.96
"11475"	"tcruzi-1605"	823.2	1378.54
"11524"	"tcruzi-1654"	633.04	612.92
"11535"	"tcruzi-1665"	27.81	48.3
"11724"	"tcruzi-1854"	1049.35	618.35
"12045"	"tcruzi-2175"	204.32	127.71
"12122"	"tcruzi-2252"	385.09	293.88
"12123"	"tcruzi-2253"	291.49	300.01
"12125"	"tcruzi-2255"	576.24	457.79
"12656"	"tcruzi-2786"	52.3	111.33
"12657"	"tcruzi-2787"	469.55	185.08
"12667"	"tcruzi-2797"	103.49	167.37
"12668"	"tcruzi-2798"	125.9	116.35
"12677"	"tcruzi-2807"	1620.51	4081.86
"12678"	"tcruzi-2808"	5599.72	5004
"12679"	"tcruzi-2809"	12040.06	10749.54
"12680"	"tcruzi-2810"	6839.58	6340.83
"12681"	"tcruzi-2811"	8644.68	6708.32
"12682"	"tcruzi-2812"	347.33	139.31
"12683"	"tcruzi-2813"	651.63	628.05
"12716"	"tcruzi-2846"	2450.68	3263.89
"12717"	"tcruzi-2847"	5128.32	5726.84
"12718"	"tcruzi-2848"	278.4	352.23
"12731"	"tcruzi-2861"	3438.99	4515.86
"12769"	"tcruzi-2899"	365.19	202.55
"12968"	"tcruzi-3098"	68.56	28.21
"12977"	"tcruzi-3107"	2184.11	1254.77
"13282"	"tcruzi-3412"	277.62	148.84
"13283"	"tcruzi-3413"	303.04	183.04
"13284"	"tcruzi-3414"	232.68	152.15
"13285"	"tcruzi-3415"	265.22	157.74
"13314"	"tcruzi-3444"	130.55	88.63
"13321"	"tcruzi-3451"	303.8	103.23
"13322"	"tcruzi-3452"	193.49	86.83
"13354"	"tcruzi-3484"	30.74	244.56
"13355"	"tcruzi-3485"	35.77	203.46
"13357"	"tcruzi-3487"	35.1	107.34
"13381"	"tcruzi-3511"	58.83	131.45
"13438"	"tcruzi-3568"	195.26	166.54
"13444"	"tcruzi-3574"	135.38	111.67
"13448"	"tcruzi-3578"	257.13	112.37
"13504"	"tcruzi-3634"	223.2	340.69
"13508"	"tcruzi-3638"	26.51	73.62
