"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	3548.42	2232.8
"10130"	"tcruzi-260"	390.96	288.1
"10141"	"tcruzi-271"	416.45	181.09
"10236"	"tcruzi-366"	8875.8	5719.88
"10723"	"tcruzi-853"	619.87	274.41
"10725"	"tcruzi-855"	660.23	256.87
"10741"	"tcruzi-871"	649.34	250.47
"10756"	"tcruzi-886"	1008.35	205.54
"10759"	"tcruzi-889"	1315.86	198.8
"10760"	"tcruzi-890"	758.09	269.39
"10778"	"tcruzi-908"	1538.69	816.47
"10779"	"tcruzi-909"	1132.8	295.02
"10785"	"tcruzi-915"	319.35	127.67
"11029"	"tcruzi-1159"	94.91	55.22
"11109"	"tcruzi-1239"	7990.92	6833.49
"11194"	"tcruzi-1324"	515.29	284.18
"11472"	"tcruzi-1602"	6845.05	5934.24
"11473"	"tcruzi-1603"	8446.2	5653.12
"11474"	"tcruzi-1604"	7213.89	4885.7
"11475"	"tcruzi-1605"	4143.67	3780.87
"11524"	"tcruzi-1654"	160.51	96.07
"11535"	"tcruzi-1665"	151.83	104.44
"11724"	"tcruzi-1854"	973.57	599.27
"12045"	"tcruzi-2175"	263.33	62.78
"12122"	"tcruzi-2252"	486.81	137.95
"12123"	"tcruzi-2253"	421.71	117.56
"12125"	"tcruzi-2255"	410.18	130.94
"12656"	"tcruzi-2786"	555.74	267
"12657"	"tcruzi-2787"	723.57	317.37
"12667"	"tcruzi-2797"	114.84	75.72
"12668"	"tcruzi-2798"	91.71	68.34
"12677"	"tcruzi-2807"	229.42	177.81
"12678"	"tcruzi-2808"	279.95	131.66
"12679"	"tcruzi-2809"	152.29	80.42
"12680"	"tcruzi-2810"	150.42	58.45
"12681"	"tcruzi-2811"	98.62	70.85
"12682"	"tcruzi-2812"	352.25	53.05
"12683"	"tcruzi-2813"	104.33	84.29
"12716"	"tcruzi-2846"	242.41	119.56
"12717"	"tcruzi-2847"	232.22	58.95
"12718"	"tcruzi-2848"	180.34	88.99
"12731"	"tcruzi-2861"	202.14	80.29
"12769"	"tcruzi-2899"	263.75	140.63
"12968"	"tcruzi-3098"	147.35	28.61
"12977"	"tcruzi-3107"	1826.96	846.22
"13282"	"tcruzi-3412"	164.54	80.41
"13283"	"tcruzi-3413"	155.27	124.06
"13284"	"tcruzi-3414"	226.27	85.36
"13285"	"tcruzi-3415"	181.7	118.38
"13314"	"tcruzi-3444"	290.58	106.4
"13321"	"tcruzi-3451"	9265.78	4063.32
"13322"	"tcruzi-3452"	7476.05	3394.17
