"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	21639.57	17141.42
"20627"	"tcruzi-10757"	20957.13	16194.38
"29784"	"tcruzi-19914"	24031.3	17823.71
"54630"	"tcruzi-44760"	22962.85	18093.81
"54667"	"tcruzi-44797"	24468.01	17198.46
"54669"	"tcruzi-44799"	24491.78	19443.74
"58799"	"tcruzi-48929"	20663.83	14930.2
"93031"	"tcruzi-83161"	25295.55	19108.08
"93035"	"tcruzi-83165"	25087.33	20961.75
"93036"	"tcruzi-83166"	24602.67	18966.54
"93037"	"tcruzi-83167"	22250.29	16273.06
"101633"	"tcruzi-91763"	23297.69	17971.29
"101642"	"tcruzi-91772"	23000.67	16842.74
"114065"	"tcruzi-104195"	22611.04	16531.09
"114069"	"tcruzi-104199"	20867.87	18432.66
"114071"	"tcruzi-104201"	21967.09	16467.92
"147879"	"tcruzi-138009"	15615.57	14534.99
"148392"	"tcruzi-138522"	20414.17	17329.76
"148395"	"tcruzi-138525"	20616.09	19195.07
"198629"	"tcruzi-188759"	22297.38	18210.78
"201635"	"tcruzi-191765"	25020.27	18204.39
"201639"	"tcruzi-191769"	25196.08	18021.15
"201640"	"tcruzi-191770"	24148.27	17888.11
"207533"	"tcruzi-197663"	23027.06	19105.37
"207536"	"tcruzi-197666"	21895.79	19441.94
"207537"	"tcruzi-197667"	24615.58	19012.91
"208007"	"tcruzi-198137"	24097.34	19254.6
"208010"	"tcruzi-198140"	22260.99	18585.56
"208011"	"tcruzi-198141"	22818.53	18159.23
"211983"	"tcruzi-202113"	24514.95	19329.66
"224171"	"tcruzi-214301"	22009.87	17527.89
"241302"	"tcruzi-231432"	20574.14	17427.19
"263876"	"tcruzi-254006"	24038.75	19253.51
"328349"	"tcruzi-mutagenesis-scan-314"	21985.14	16998.68
"329582"	"tcruzi-mutagenesis-scan-1547"	21770.54	16658.98
"330700"	"tcruzi-mutagenesis-scan-2665"	25047.29	17997.3
"330701"	"tcruzi-mutagenesis-scan-2666"	26129.15	21247.53
"330792"	"tcruzi-mutagenesis-scan-2757"	18010.88	16477.39
"330827"	"tcruzi-mutagenesis-scan-2792"	18914.31	13329.8
"330829"	"tcruzi-mutagenesis-scan-2794"	22397.75	17195.27
"330830"	"tcruzi-mutagenesis-scan-2795"	20894.54	16027.26
"330831"	"tcruzi-mutagenesis-scan-2796"	13395.79	10741.57
"330832"	"tcruzi-mutagenesis-scan-2797"	15530.95	12127.13
"330833"	"tcruzi-mutagenesis-scan-2798"	16667.47	12955.97
"330834"	"tcruzi-mutagenesis-scan-2799"	13712.86	11286.4
"330835"	"tcruzi-mutagenesis-scan-2800"	2216.71	2263
