"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	4517.37	7154.35
"10130"	"tcruzi-260"	3121.97	188.78
"10141"	"tcruzi-271"	2606.62	1417.11
"10236"	"tcruzi-366"	17013.93	17066.27
"10723"	"tcruzi-853"	13351.26	186.19
"10725"	"tcruzi-855"	11391.5	280.41
"10741"	"tcruzi-871"	2324.75	148.09
"10756"	"tcruzi-886"	494.97	72.87
"10759"	"tcruzi-889"	5174.18	150.9
"10760"	"tcruzi-890"	8530.6	81.68
"10778"	"tcruzi-908"	1067.29	320.86
"10779"	"tcruzi-909"	864.19	255.84
"10785"	"tcruzi-915"	15558.05	16416.29
"11029"	"tcruzi-1159"	21534	21255.36
"11109"	"tcruzi-1239"	24693.26	19521.35
"11194"	"tcruzi-1324"	15195.17	11787.22
"11472"	"tcruzi-1602"	9718.77	11522.33
"11473"	"tcruzi-1603"	12389.12	13627.69
"11474"	"tcruzi-1604"	2256.97	7552.62
"11475"	"tcruzi-1605"	8722.45	3172.36
"11524"	"tcruzi-1654"	4948.71	5052.97
"11535"	"tcruzi-1665"	5645.97	6743.42
"11724"	"tcruzi-1854"	24247.55	20543.89
"12045"	"tcruzi-2175"	13526.98	13546.65
"12122"	"tcruzi-2252"	37227.08	15346.92
"12123"	"tcruzi-2253"	17786.89	16238
"12125"	"tcruzi-2255"	14138.72	14195.07
"12656"	"tcruzi-2786"	106.54	66.91
"12657"	"tcruzi-2787"	1125.37	112.44
"12667"	"tcruzi-2797"	6514.31	3118.47
"12668"	"tcruzi-2798"	6501.39	5975.23
"12677"	"tcruzi-2807"	3205.56	1495.67
"12678"	"tcruzi-2808"	6412.99	3023.79
"12679"	"tcruzi-2809"	8585.34	5165.8
"12680"	"tcruzi-2810"	7767.01	5510.21
"12681"	"tcruzi-2811"	7099.43	9680.98
"12682"	"tcruzi-2812"	4313.24	2740.39
"12683"	"tcruzi-2813"	5512.76	3735.27
"12716"	"tcruzi-2846"	5324.68	1289.43
"12717"	"tcruzi-2847"	7634.38	4035.28
"12718"	"tcruzi-2848"	5065.29	2334.47
"12731"	"tcruzi-2861"	5974.16	1198.85
"12769"	"tcruzi-2899"	5063.71	5118.33
"12968"	"tcruzi-3098"	192.14	553.71
"12977"	"tcruzi-3107"	7895.41	7979.36
"13282"	"tcruzi-3412"	6316.26	8135.02
"13283"	"tcruzi-3413"	6977.91	7898.56
"13284"	"tcruzi-3414"	7269.69	7587.85
"13285"	"tcruzi-3415"	10827.5	11879.57
"13314"	"tcruzi-3444"	3359.03	2096.28
"13321"	"tcruzi-3451"	12292.88	15515.68
"13322"	"tcruzi-3452"	12641.87	14912.55
"13354"	"tcruzi-3484"	324.07	368.03
"13355"	"tcruzi-3485"	375.99	333.67
"13357"	"tcruzi-3487"	354.41	613.73
"13381"	"tcruzi-3511"	765.65	325.33
"13438"	"tcruzi-3568"	3895.77	3535.99
