"Reporter.Name"	"allData.replica1"	"allData.replica2"
"20624"	"tcruzi-10754"	26998.78	21417.65
"20627"	"tcruzi-10757"	27728.42	20809.21
"29784"	"tcruzi-19914"	30001.56	25291.66
"54630"	"tcruzi-44760"	28789.57	26439.61
"54667"	"tcruzi-44797"	29759.97	14618.2
"54669"	"tcruzi-44799"	30347.42	31537.75
"58799"	"tcruzi-48929"	27956.93	24929.71
"93031"	"tcruzi-83161"	27657	25814.41
"93035"	"tcruzi-83165"	29694.45	24936.16
"93036"	"tcruzi-83166"	26187.04	25937.52
"93037"	"tcruzi-83167"	30078.47	25813.17
"101633"	"tcruzi-91763"	29879.29	24179.08
"101642"	"tcruzi-91772"	29794.96	26993.68
"114065"	"tcruzi-104195"	28738.38	28459.87
"114069"	"tcruzi-104199"	27732.31	23412.63
"114071"	"tcruzi-104201"	29591.91	25815.98
"147879"	"tcruzi-138009"	23976.85	16276.72
"148392"	"tcruzi-138522"	26328.54	20977.94
"148395"	"tcruzi-138525"	25559.27	15502.26
"198629"	"tcruzi-188759"	28790.47	28186.87
"201635"	"tcruzi-191765"	29400.4	23610.6
"201639"	"tcruzi-191769"	30645.06	22448.26
"201640"	"tcruzi-191770"	28658.41	26723.78
"207533"	"tcruzi-197663"	30322.05	24993.29
"207536"	"tcruzi-197666"	30534.9	26033.1
"207537"	"tcruzi-197667"	29400.62	25175.02
"208007"	"tcruzi-198137"	28882.64	25414.26
"208010"	"tcruzi-198140"	28640.77	25627.49
"208011"	"tcruzi-198141"	30045.22	26275.54
"211983"	"tcruzi-202113"	29618.23	26107.39
"224171"	"tcruzi-214301"	28429.74	27592.8
"241302"	"tcruzi-231432"	24355.85	18144.7
"263876"	"tcruzi-254006"	29749.85	25729.82
"328349"	"tcruzi-mutagenesis-scan-314"	26793.83	18312.45
"329582"	"tcruzi-mutagenesis-scan-1547"	29459.34	23897.22
"330700"	"tcruzi-mutagenesis-scan-2665"	31811.78	26347.05
"330701"	"tcruzi-mutagenesis-scan-2666"	31152.16	25715.25
