"Reporter.Name"	"allData.replica1"	"allData.replica2"
"10013"	"tcruzi-143"	1426.67	1040.21
"10130"	"tcruzi-260"	535.63	353.25
"10141"	"tcruzi-271"	419.66	283.31
"10236"	"tcruzi-366"	3829.38	2929.06
"10723"	"tcruzi-853"	595.87	317.4
"10725"	"tcruzi-855"	582.58	400.99
"10741"	"tcruzi-871"	572.38	343.88
"10756"	"tcruzi-886"	810.43	280.51
"10759"	"tcruzi-889"	988.39	319.65
"10760"	"tcruzi-890"	753.01	340.19
"10778"	"tcruzi-908"	561.08	334.98
"10779"	"tcruzi-909"	637.1	356.5
"10785"	"tcruzi-915"	1203.64	648.65
"11029"	"tcruzi-1159"	84.43	62.12
"11109"	"tcruzi-1239"	4412.22	4245.94
"11194"	"tcruzi-1324"	406.34	146.93
"11472"	"tcruzi-1602"	507.05	629.88
"11473"	"tcruzi-1603"	588.05	940.52
"11474"	"tcruzi-1604"	6638.58	4305.93
"11475"	"tcruzi-1605"	688.6	578
"11524"	"tcruzi-1654"	73.06	66.23
"11535"	"tcruzi-1665"	76.56	78.13
"11724"	"tcruzi-1854"	13726.35	13326.15
"12045"	"tcruzi-2175"	951.96	479.66
"12122"	"tcruzi-2252"	1203.39	763.25
"12123"	"tcruzi-2253"	532.7	460.67
"12125"	"tcruzi-2255"	1345.76	549.85
"12656"	"tcruzi-2786"	669.8	510.02
"12657"	"tcruzi-2787"	372.7	208.2
"12667"	"tcruzi-2797"	95.38	89.16
"12668"	"tcruzi-2798"	70.59	58.74
"12677"	"tcruzi-2807"	390.52	158.24
"12678"	"tcruzi-2808"	330.39	86.52
"12679"	"tcruzi-2809"	169.16	75.77
"12680"	"tcruzi-2810"	176.64	130.27
"12681"	"tcruzi-2811"	213.62	203.28
"12682"	"tcruzi-2812"	238.71	135.96
"12683"	"tcruzi-2813"	97.22	66.98
"12716"	"tcruzi-2846"	214.83	100.04
"12717"	"tcruzi-2847"	163.74	105.23
"12718"	"tcruzi-2848"	131.22	85.26
"12731"	"tcruzi-2861"	102.45	100
"12769"	"tcruzi-2899"	113.71	159
"12968"	"tcruzi-3098"	158.32	80.01
"12977"	"tcruzi-3107"	195.15	121.72
"13282"	"tcruzi-3412"	210.19	73.57
"13283"	"tcruzi-3413"	271.43	77.94
